game,2011,1,20110911,201109110cle,cin,"Cincinnati Bengals",27,cle,"Cleveland Browns",17
player,201109110cle,cin,BensCe00,targets,1,,,,,
player,201109110cle,cin,BensCe00,rec,1,,,,,
player,201109110cle,cin,BensCe00,rec_yds,2,,,,,
player,201109110cle,cin,BensCe00,rec_td,0,,,,,
player,201109110cle,cin,BensCe00,rec_long,2,,,,,
player,201109110cle,cin,BensCe00,fumbles,0,,,,,
player,201109110cle,cin,BensCe00,fumbles_lost,,,,,,
player,201109110cle,cin,LeonBr00,pass_cmp,0,,,,,
player,201109110cle,cin,LeonBr00,pass_att,0,,,,,
player,201109110cle,cin,LeonBr00,pass_yds,0,,,,,
player,201109110cle,cin,LeonBr00,pass_td,0,,,,,
player,201109110cle,cin,LeonBr00,pass_int,0,,,,,
player,201109110cle,cin,LeonBr00,pass_sacked,0,,,,,
player,201109110cle,cin,LeonBr00,pass_sacked_yds,0,,,,,
player,201109110cle,cin,LeonBr00,pass_long,0,,,,,
player,201109110cle,cin,LeonBr00,pass_rating,,,,,,
player,201109110cle,cin,LeonBr00,rush_att,2,,,,,
player,201109110cle,cin,LeonBr00,rush_yds,15,,,,,
player,201109110cle,cin,LeonBr00,rush_td,0,,,,,
player,201109110cle,cin,LeonBr00,rush_long,11,,,,,
player,201109110cle,cin,LeonBr00,targets,2,,,,,
player,201109110cle,cin,LeonBr00,rec,2,,,,,
player,201109110cle,cin,LeonBr00,rec_yds,29,,,,,
player,201109110cle,cin,LeonBr00,rec_td,0,,,,,
player,201109110cle,cin,LeonBr00,rec_long,22,,,,,
player,201109110cle,cin,LeonBr00,fumbles,0,,,,,
player,201109110cle,cin,LeonBr00,fumbles_lost,,,,,,
player,201109110cle,cin,ScotBe00,pass_cmp,0,,,,,
player,201109110cle,cin,ScotBe00,pass_att,0,,,,,
player,201109110cle,cin,ScotBe00,pass_yds,0,,,,,
player,201109110cle,cin,ScotBe00,pass_td,0,,,,,
player,201109110cle,cin,ScotBe00,pass_int,0,,,,,
player,201109110cle,cin,ScotBe00,pass_sacked,0,,,,,
player,201109110cle,cin,ScotBe00,pass_sacked_yds,0,,,,,
player,201109110cle,cin,ScotBe00,pass_long,0,,,,,
player,201109110cle,cin,ScotBe00,pass_rating,,,,,,
player,201109110cle,cin,ScotBe00,rush_att,4,,,,,
player,201109110cle,cin,ScotBe00,rush_yds,3,,,,,
player,201109110cle,cin,ScotBe00,rush_td,0,,,,,
player,201109110cle,cin,ScotBe00,rush_long,3,,,,,
player,201109110cle,cin,ScotBe00,targets,0,,,,,
player,201109110cle,cin,ScotBe00,rec,0,,,,,
player,201109110cle,cin,ScotBe00,rec_yds,0,,,,,
player,201109110cle,cin,ScotBe00,rec_td,0,,,,,
player,201109110cle,cin,ScotBe00,rec_long,0,,,,,
player,201109110cle,cin,ScotBe00,fumbles,0,,,,,
player,201109110cle,cin,ScotBe00,fumbles_lost,,,,,,
player,201109110cle,cin,GresJe00,pass_cmp,0,,,,,
player,201109110cle,cin,GresJe00,pass_att,0,,,,,
player,201109110cle,cin,GresJe00,pass_yds,0,,,,,
player,201109110cle,cin,GresJe00,pass_td,0,,,,,
player,201109110cle,cin,GresJe00,pass_int,0,,,,,
player,201109110cle,cin,GresJe00,pass_sacked,0,,,,,
player,201109110cle,cin,GresJe00,pass_sacked_yds,0,,,,,
player,201109110cle,cin,GresJe00,pass_long,0,,,,,
player,201109110cle,cin,GresJe00,pass_rating,,,,,,
player,201109110cle,cin,GresJe00,rush_att,0,,,,,
player,201109110cle,cin,GresJe00,rush_yds,0,,,,,
player,201109110cle,cin,GresJe00,rush_td,0,,,,,
player,201109110cle,cin,GresJe00,rush_long,0,,,,,
player,201109110cle,cin,GresJe00,targets,8,,,,,
player,201109110cle,cin,GresJe00,rec,6,,,,,
player,201109110cle,cin,GresJe00,rec_yds,58,,,,,
player,201109110cle,cin,GresJe00,rec_td,1,,,,,
player,201109110cle,cin,GresJe00,rec_long,22,,,,,
player,201109110cle,cin,GresJe00,fumbles,0,,,,,
player,201109110cle,cin,GresJe00,fumbles_lost,,,,,,
player,201109110cle,cin,SimpJe00,pass_cmp,0,,,,,
player,201109110cle,cin,SimpJe00,pass_att,0,,,,,
player,201109110cle,cin,SimpJe00,pass_yds,0,,,,,
player,201109110cle,cin,SimpJe00,pass_td,0,,,,,
player,201109110cle,cin,SimpJe00,pass_int,0,,,,,
player,201109110cle,cin,SimpJe00,pass_sacked,0,,,,,
player,201109110cle,cin,SimpJe00,pass_sacked_yds,0,,,,,
player,201109110cle,cin,SimpJe00,pass_long,0,,,,,
player,201109110cle,cin,SimpJe00,pass_rating,,,,,,
player,201109110cle,cin,SimpJe00,rush_att,0,,,,,
player,201109110cle,cin,SimpJe00,rush_yds,0,,,,,
player,201109110cle,cin,SimpJe00,rush_td,0,,,,,
player,201109110cle,cin,SimpJe00,rush_long,0,,,,,
player,201109110cle,cin,SimpJe00,targets,9,,,,,
player,201109110cle,cin,SimpJe00,rec,4,,,,,
player,201109110cle,cin,SimpJe00,rec_yds,44,,,,,
player,201109110cle,cin,SimpJe00,rec_td,0,,,,,
player,201109110cle,cin,SimpJe00,rec_long,20,,,,,
player,201109110cle,cin,SimpJe00,fumbles,0,,,,,
player,201109110cle,cin,SimpJe00,fumbles_lost,,,,,,
player,201109110cle,cin,GreeA.00,pass_cmp,0,,,,,
player,201109110cle,cin,GreeA.00,pass_att,0,,,,,
player,201109110cle,cin,GreeA.00,pass_yds,0,,,,,
player,201109110cle,cin,GreeA.00,pass_td,0,,,,,
player,201109110cle,cin,GreeA.00,pass_int,0,,,,,
player,201109110cle,cin,GreeA.00,pass_sacked,0,,,,,
player,201109110cle,cin,GreeA.00,pass_sacked_yds,0,,,,,
player,201109110cle,cin,GreeA.00,pass_long,0,,,,,
player,201109110cle,cin,GreeA.00,pass_rating,,,,,,
player,201109110cle,cin,GreeA.00,rush_att,0,,,,,
player,201109110cle,cin,GreeA.00,rush_yds,0,,,,,
player,201109110cle,cin,GreeA.00,rush_td,0,,,,,
player,201109110cle,cin,GreeA.00,rush_long,0,,,,,
player,201109110cle,cin,GreeA.00,targets,4,,,,,
player,201109110cle,cin,GreeA.00,rec,1,,,,,
player,201109110cle,cin,GreeA.00,rec_yds,41,,,,,
player,201109110cle,cin,GreeA.00,rec_td,1,,,,,
player,201109110cle,cin,GreeA.00,rec_long,41,,,,,
player,201109110cle,cin,GreeA.00,fumbles,0,,,,,
player,201109110cle,cin,GreeA.00,fumbles_lost,,,,,,
player,201109110cle,cin,CaldAn00,pass_cmp,0,,,,,
player,201109110cle,cin,CaldAn00,pass_att,0,,,,,
player,201109110cle,cin,CaldAn00,pass_yds,0,,,,,
player,201109110cle,cin,CaldAn00,pass_td,0,,,,,
player,201109110cle,cin,CaldAn00,pass_int,0,,,,,
player,201109110cle,cin,CaldAn00,pass_sacked,0,,,,,
player,201109110cle,cin,CaldAn00,pass_sacked_yds,0,,,,,
player,201109110cle,cin,CaldAn00,pass_long,0,,,,,
player,201109110cle,cin,CaldAn00,pass_rating,,,,,,
player,201109110cle,cin,CaldAn00,rush_att,0,,,,,
player,201109110cle,cin,CaldAn00,rush_yds,0,,,,,
player,201109110cle,cin,CaldAn00,rush_td,0,,,,,
player,201109110cle,cin,CaldAn00,rush_long,0,,,,,
player,201109110cle,cin,CaldAn00,targets,1,,,,,
player,201109110cle,cin,CaldAn00,rec,0,,,,,
player,201109110cle,cin,CaldAn00,rec_yds,0,,,,,
player,201109110cle,cin,CaldAn00,rec_td,0,,,,,
player,201109110cle,cin,CaldAn00,rec_long,0,,,,,
player,201109110cle,cin,CaldAn00,fumbles,0,,,,,
player,201109110cle,cin,CaldAn00,fumbles_lost,,,,,,
player,201109110cle,cin,ShipJo00,pass_cmp,0,,,,,
player,201109110cle,cin,ShipJo00,pass_att,0,,,,,
player,201109110cle,cin,ShipJo00,pass_yds,0,,,,,
player,201109110cle,cin,ShipJo00,pass_td,0,,,,,
player,201109110cle,cin,ShipJo00,pass_int,0,,,,,
player,201109110cle,cin,ShipJo00,pass_sacked,0,,,,,
player,201109110cle,cin,ShipJo00,pass_sacked_yds,0,,,,,
player,201109110cle,cin,ShipJo00,pass_long,0,,,,,
player,201109110cle,cin,ShipJo00,pass_rating,,,,,,
player,201109110cle,cin,ShipJo00,rush_att,0,,,,,
player,201109110cle,cin,ShipJo00,rush_yds,0,,,,,
player,201109110cle,cin,ShipJo00,rush_td,0,,,,,
player,201109110cle,cin,ShipJo00,rush_long,0,,,,,
player,201109110cle,cin,ShipJo00,targets,2,,,,,
player,201109110cle,cin,ShipJo00,rec,1,,,,,
player,201109110cle,cin,ShipJo00,rec_yds,-1,,,,,
player,201109110cle,cin,ShipJo00,rec_td,0,,,,,
player,201109110cle,cin,ShipJo00,rec_long,-1,,,,,
player,201109110cle,cin,ShipJo00,fumbles,1,,,,,
player,201109110cle,cin,ShipJo00,fumbles_lost,0,,,,,
player,201109110cle,cle,McCoCo00,pass_cmp,19,,,,,
player,201109110cle,cle,McCoCo00,pass_att,40,,,,,
player,201109110cle,cle,McCoCo00,pass_yds,213,,,,,
player,201109110cle,cle,McCoCo00,pass_td,2,,,,,
player,201109110cle,cle,McCoCo00,pass_int,1,,,,,
player,201109110cle,cle,McCoCo00,pass_sacked,2,,,,,
player,201109110cle,cle,McCoCo00,pass_sacked_yds,11,,,,,
player,201109110cle,cle,McCoCo00,pass_long,56,,,,,
player,201109110cle,cle,McCoCo00,pass_rating,70.1,,,,,
player,201109110cle,cle,McCoCo00,rush_att,3,,,,,
player,201109110cle,cle,McCoCo00,rush_yds,11,,,,,
player,201109110cle,cle,McCoCo00,rush_td,0,,,,,
player,201109110cle,cle,McCoCo00,rush_long,9,,,,,
player,201109110cle,cle,McCoCo00,targets,1,,,,,
player,201109110cle,cle,McCoCo00,rec,1,,,,,
player,201109110cle,cle,McCoCo00,rec_yds,-5,,,,,
player,201109110cle,cle,McCoCo00,rec_td,0,,,,,
player,201109110cle,cle,McCoCo00,rec_long,-5,,,,,
player,201109110cle,cle,McCoCo00,fumbles,1,,,,,
player,201109110cle,cle,McCoCo00,fumbles_lost,0,,,,,
player,201109110cle,cle,HillPe00,pass_cmp,0,,,,,
player,201109110cle,cle,HillPe00,pass_att,0,,,,,
player,201109110cle,cle,HillPe00,pass_yds,0,,,,,
player,201109110cle,cle,HillPe00,pass_td,0,,,,,
player,201109110cle,cle,HillPe00,pass_int,0,,,,,
player,201109110cle,cle,HillPe00,pass_sacked,0,,,,,
player,201109110cle,cle,HillPe00,pass_sacked_yds,0,,,,,
player,201109110cle,cle,HillPe00,pass_long,0,,,,,
player,201109110cle,cle,HillPe00,pass_rating,,,,,,
player,201109110cle,cle,HillPe00,rush_att,17,,,,,
player,201109110cle,cle,HillPe00,rush_yds,57,,,,,
player,201109110cle,cle,HillPe00,rush_td,0,,,,,
player,201109110cle,cle,HillPe00,rush_long,17,,,,,
player,201109110cle,cle,HillPe00,targets,8,,,,,
player,201109110cle,cle,HillPe00,rec,6,,,,,
player,201109110cle,cle,HillPe00,rec_yds,30,,,,,
player,201109110cle,cle,HillPe00,rec_td,0,,,,,
player,201109110cle,cle,HillPe00,rec_long,11,,,,,
player,201109110cle,cle,HillPe00,fumbles,0,,,,,
player,201109110cle,cle,HillPe00,fumbles_lost,,,,,,
player,201109110cle,cle,HardMo00,pass_cmp,0,,,,,
player,201109110cle,cle,HardMo00,pass_att,0,,,,,
player,201109110cle,cle,HardMo00,pass_yds,0,,,,,
player,201109110cle,cle,HardMo00,pass_td,0,,,,,
player,201109110cle,cle,HardMo00,pass_int,0,,,,,
player,201109110cle,cle,HardMo00,pass_sacked,0,,,,,
player,201109110cle,cle,HardMo00,pass_sacked_yds,0,,,,,
player,201109110cle,cle,HardMo00,pass_long,0,,,,,
player,201109110cle,cle,HardMo00,pass_rating,,,,,,
player,201109110cle,cle,HardMo00,rush_att,5,,,,,
player,201109110cle,cle,HardMo00,rush_yds,18,,,,,
player,201109110cle,cle,HardMo00,rush_td,0,,,,,
player,201109110cle,cle,HardMo00,rush_long,7,,,,,
player,201109110cle,cle,HardMo00,targets,0,,,,,
player,201109110cle,cle,HardMo00,rec,0,,,,,
player,201109110cle,cle,HardMo00,rec_yds,0,,,,,
player,201109110cle,cle,HardMo00,rec_td,0,,,,,
player,201109110cle,cle,HardMo00,rec_long,0,,,,,
player,201109110cle,cle,HardMo00,fumbles,0,,,,,
player,201109110cle,cle,HardMo00,fumbles_lost,,,,,,
player,201109110cle,cle,MassMo00,pass_cmp,0,,,,,
player,201109110cle,cle,MassMo00,pass_att,0,,,,,
player,201109110cle,cle,MassMo00,pass_yds,0,,,,,
player,201109110cle,cle,MassMo00,pass_td,0,,,,,
player,201109110cle,cle,MassMo00,pass_int,0,,,,,
player,201109110cle,cle,MassMo00,pass_sacked,0,,,,,
player,201109110cle,cle,MassMo00,pass_sacked_yds,0,,,,,
player,201109110cle,cle,MassMo00,pass_long,0,,,,,
player,201109110cle,cle,MassMo00,pass_rating,,,,,,
player,201109110cle,cle,MassMo00,rush_att,0,,,,,
player,201109110cle,cle,MassMo00,rush_yds,0,,,,,
player,201109110cle,cle,MassMo00,rush_td,0,,,,,
player,201109110cle,cle,MassMo00,rush_long,0,,,,,
player,201109110cle,cle,MassMo00,targets,7,,,,,
player,201109110cle,cle,MassMo00,rec,3,,,,,
player,201109110cle,cle,MassMo00,rec_yds,77,,,,,
player,201109110cle,cle,MassMo00,rec_td,0,,,,,
player,201109110cle,cle,MassMo00,rec_long,56,,,,,
player,201109110cle,cle,MassMo00,fumbles,0,,,,,
player,201109110cle,cle,MassMo00,fumbles_lost,,,,,,
player,201109110cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201109110cle,cle,WatsBe00,pass_att,0,,,,,
player,201109110cle,cle,WatsBe00,pass_yds,0,,,,,
player,201109110cle,cle,WatsBe00,pass_td,0,,,,,
player,201109110cle,cle,WatsBe00,pass_int,0,,,,,
player,201109110cle,cle,WatsBe00,pass_sacked,0,,,,,
player,201109110cle,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201109110cle,cle,WatsBe00,pass_long,0,,,,,
player,201109110cle,cle,WatsBe00,pass_rating,,,,,,
player,201109110cle,cle,WatsBe00,rush_att,0,,,,,
player,201109110cle,cle,WatsBe00,rush_yds,0,,,,,
player,201109110cle,cle,WatsBe00,rush_td,0,,,,,
player,201109110cle,cle,WatsBe00,rush_long,0,,,,,
player,201109110cle,cle,WatsBe00,targets,7,,,,,
player,201109110cle,cle,WatsBe00,rec,3,,,,,
player,201109110cle,cle,WatsBe00,rec_yds,45,,,,,
player,201109110cle,cle,WatsBe00,rec_td,1,,,,,
player,201109110cle,cle,WatsBe00,rec_long,34,,,,,
player,201109110cle,cle,WatsBe00,fumbles,0,,,,,
player,201109110cle,cle,WatsBe00,fumbles_lost,,,,,,
player,201109110cle,cle,MoorEv00,pass_cmp,0,,,,,
player,201109110cle,cle,MoorEv00,pass_att,0,,,,,
player,201109110cle,cle,MoorEv00,pass_yds,0,,,,,
player,201109110cle,cle,MoorEv00,pass_td,0,,,,,
player,201109110cle,cle,MoorEv00,pass_int,0,,,,,
player,201109110cle,cle,MoorEv00,pass_sacked,0,,,,,
player,201109110cle,cle,MoorEv00,pass_sacked_yds,0,,,,,
player,201109110cle,cle,MoorEv00,pass_long,0,,,,,
player,201109110cle,cle,MoorEv00,pass_rating,,,,,,
player,201109110cle,cle,MoorEv00,rush_att,0,,,,,
player,201109110cle,cle,MoorEv00,rush_yds,0,,,,,
player,201109110cle,cle,MoorEv00,rush_td,0,,,,,
player,201109110cle,cle,MoorEv00,rush_long,0,,,,,
player,201109110cle,cle,MoorEv00,targets,6,,,,,
player,201109110cle,cle,MoorEv00,rec,3,,,,,
player,201109110cle,cle,MoorEv00,rec_yds,35,,,,,
player,201109110cle,cle,MoorEv00,rec_td,1,,,,,
player,201109110cle,cle,MoorEv00,rec_long,17,,,,,
player,201109110cle,cle,MoorEv00,fumbles,0,,,,,
player,201109110cle,cle,MoorEv00,fumbles_lost,,,,,,
player,201109110cle,cle,LittGr00,pass_cmp,0,,,,,
player,201109110cle,cle,LittGr00,pass_att,0,,,,,
player,201109110cle,cle,LittGr00,pass_yds,0,,,,,
player,201109110cle,cle,LittGr00,pass_td,0,,,,,
player,201109110cle,cle,LittGr00,pass_int,0,,,,,
player,201109110cle,cle,LittGr00,pass_sacked,0,,,,,
player,201109110cle,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201109110cle,cle,LittGr00,pass_long,0,,,,,
player,201109110cle,cle,LittGr00,pass_rating,,,,,,
player,201109110cle,cle,LittGr00,rush_att,0,,,,,
player,201109110cle,cle,LittGr00,rush_yds,0,,,,,
player,201109110cle,cle,LittGr00,rush_td,0,,,,,
player,201109110cle,cle,LittGr00,rush_long,0,,,,,
player,201109110cle,cle,LittGr00,targets,3,,,,,
player,201109110cle,cle,LittGr00,rec,1,,,,,
player,201109110cle,cle,LittGr00,rec_yds,12,,,,,
player,201109110cle,cle,LittGr00,rec_td,0,,,,,
player,201109110cle,cle,LittGr00,rec_long,12,,,,,
player,201109110cle,cle,LittGr00,fumbles,0,,,,,
player,201109110cle,cle,LittGr00,fumbles_lost,,,,,,
player,201109110cle,cle,NorwJo00,pass_cmp,0,,,,,
player,201109110cle,cle,NorwJo00,pass_att,0,,,,,
player,201109110cle,cle,NorwJo00,pass_yds,0,,,,,
player,201109110cle,cle,NorwJo00,pass_td,0,,,,,
player,201109110cle,cle,NorwJo00,pass_int,0,,,,,
player,201109110cle,cle,NorwJo00,pass_sacked,0,,,,,
player,201109110cle,cle,NorwJo00,pass_sacked_yds,0,,,,,
player,201109110cle,cle,NorwJo00,pass_long,0,,,,,
player,201109110cle,cle,NorwJo00,pass_rating,,,,,,
player,201109110cle,cle,NorwJo00,rush_att,0,,,,,
player,201109110cle,cle,NorwJo00,rush_yds,0,,,,,
player,201109110cle,cle,NorwJo00,rush_td,0,,,,,
player,201109110cle,cle,NorwJo00,rush_long,0,,,,,
player,201109110cle,cle,NorwJo00,targets,1,,,,,
player,201109110cle,cle,NorwJo00,rec,1,,,,,
player,201109110cle,cle,NorwJo00,rec_yds,6,,,,,
player,201109110cle,cle,NorwJo00,rec_td,0,,,,,
player,201109110cle,cle,NorwJo00,rec_long,6,,,,,
player,201109110cle,cle,NorwJo00,fumbles,0,,,,,
player,201109110cle,cle,NorwJo00,fumbles_lost,,,,,,
player,201109110cle,cle,RobiBr00,pass_cmp,0,,,,,
player,201109110cle,cle,RobiBr00,pass_att,0,,,,,
player,201109110cle,cle,RobiBr00,pass_yds,0,,,,,
player,201109110cle,cle,RobiBr00,pass_td,0,,,,,
player,201109110cle,cle,RobiBr00,pass_int,0,,,,,
player,201109110cle,cle,RobiBr00,pass_sacked,0,,,,,
player,201109110cle,cle,RobiBr00,pass_sacked_yds,0,,,,,
player,201109110cle,cle,RobiBr00,pass_long,0,,,,,
player,201109110cle,cle,RobiBr00,pass_rating,,,,,,
player,201109110cle,cle,RobiBr00,rush_att,0,,,,,
player,201109110cle,cle,RobiBr00,rush_yds,0,,,,,
player,201109110cle,cle,RobiBr00,rush_td,0,,,,,
player,201109110cle,cle,RobiBr00,rush_long,0,,,,,
player,201109110cle,cle,RobiBr00,targets,3,,,,,
player,201109110cle,cle,RobiBr00,rec,0,,,,,
player,201109110cle,cle,RobiBr00,rec_yds,0,,,,,
player,201109110cle,cle,RobiBr00,rec_td,0,,,,,
player,201109110cle,cle,RobiBr00,rec_long,0,,,,,
player,201109110cle,cle,RobiBr00,fumbles,0,,,,,
player,201109110cle,cle,RobiBr00,fumbles_lost,,,,,,
player,201109110cle,cle,CribJo01,pass_cmp,0,,,,,
player,201109110cle,cle,CribJo01,pass_att,0,,,,,
player,201109110cle,cle,CribJo01,pass_yds,0,,,,,
player,201109110cle,cle,CribJo01,pass_td,0,,,,,
player,201109110cle,cle,CribJo01,pass_int,0,,,,,
player,201109110cle,cle,CribJo01,pass_sacked,0,,,,,
player,201109110cle,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201109110cle,cle,CribJo01,pass_long,0,,,,,
player,201109110cle,cle,CribJo01,pass_rating,,,,,,
player,201109110cle,cle,CribJo01,rush_att,1,,,,,
player,201109110cle,cle,CribJo01,rush_yds,-3,,,,,
player,201109110cle,cle,CribJo01,rush_td,0,,,,,
player,201109110cle,cle,CribJo01,rush_long,-3,,,,,
player,201109110cle,cle,CribJo01,targets,3,,,,,
player,201109110cle,cle,CribJo01,rec,1,,,,,
player,201109110cle,cle,CribJo01,rec_yds,13,,,,,
player,201109110cle,cle,CribJo01,rec_td,0,,,,,
player,201109110cle,cle,CribJo01,rec_long,13,,,,,
player,201109110cle,cle,CribJo01,fumbles,0,,,,,
player,201109110cle,cle,CribJo01,fumbles_lost,,,,,,
player,201109110cle,cle,MackAl20,pass_cmp,,,,,,
player,201109110cle,cle,MackAl20,pass_att,,,,,,
player,201109110cle,cle,MackAl20,pass_yds,,,,,,
player,201109110cle,cle,MackAl20,pass_td,,,,,,
player,201109110cle,cle,MackAl20,pass_int,,,,,,
player,201109110cle,cle,MackAl20,pass_sacked,,,,,,
player,201109110cle,cle,MackAl20,pass_sacked_yds,,,,,,
player,201109110cle,cle,MackAl20,pass_long,,,,,,
player,201109110cle,cle,MackAl20,pass_rating,,,,,,
player,201109110cle,cle,MackAl20,rush_att,,,,,,
player,201109110cle,cle,MackAl20,rush_yds,,,,,,
player,201109110cle,cle,MackAl20,rush_td,,,,,,
player,201109110cle,cle,MackAl20,rush_long,,,,,,
player,201109110cle,cle,MackAl20,targets,1,,,,,
player,201109110cle,cle,MackAl20,rec,0,,,,,
player,201109110cle,cle,MackAl20,rec_yds,0,,,,,
player,201109110cle,cle,MackAl20,rec_td,0,,,,,
player,201109110cle,cle,MackAl20,rec_long,,,,,,
player,201109110cle,cle,MackAl20,fumbles,,,,,,
player,201109110cle,cle,MackAl20,fumbles_lost,,,,,,
player,201109110cle,cin,JohnMi98,def_int,1,,,,,
player,201109110cle,cin,JohnMi98,def_int_yds,0,,,,,
player,201109110cle,cin,JohnMi98,def_int_td,0,,,,,
player,201109110cle,cin,JohnMi98,def_int_long,0,,,,,
player,201109110cle,cin,JohnMi98,pass_defended,3,,,,,
player,201109110cle,cin,JohnMi98,sacks,0.0,,,,,
player,201109110cle,cin,JohnMi98,tackles_combined,1,,,,,
player,201109110cle,cin,JohnMi98,tackles_solo,1,,,,,
player,201109110cle,cin,JohnMi98,tackles_assists,0,,,,,
player,201109110cle,cin,JohnMi98,tackles_loss,0,,,,,
player,201109110cle,cin,JohnMi98,qb_hits,0,,,,,
player,201109110cle,cin,JohnMi98,fumbles_rec,0,,,,,
player,201109110cle,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201109110cle,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201109110cle,cin,JohnMi98,fumbles_forced,0,,,,,
player,201109110cle,cin,NelsRe99,def_int,0,,,,,
player,201109110cle,cin,NelsRe99,def_int_yds,0,,,,,
