game,2011,8,20111030,201110300oti,clt,"Indianapolis Colts",10,oti,"Tennessee Titans",27
team,201110300oti,clt,First Downs,22,,,,,,
team,201110300oti,oti,First Downs,17,,,,,,
team,201110300oti,clt,Rush-Yds-TDs,26-158-1,,,,,,
team,201110300oti,oti,Rush-Yds-TDs,31-96-1,,,,,,
team,201110300oti,clt,Cmp-Att-Yd-TD-INT,26-49-250-0-2,,,,,,
team,201110300oti,oti,Cmp-Att-Yd-TD-INT,23-33-224-1-0,,,,,,
team,201110300oti,clt,Sacked-Yards,2-9,,,,,,
team,201110300oti,oti,Sacked-Yards,1-9,,,,,,
team,201110300oti,clt,Net Pass Yards,241,,,,,,
team,201110300oti,oti,Net Pass Yards,215,,,,,,
team,201110300oti,clt,Total Yards,399,,,,,,
team,201110300oti,oti,Total Yards,311,,,,,,
team,201110300oti,clt,Fumbles-Lost,1-0,,,,,,
team,201110300oti,oti,Fumbles-Lost,0-0,,,,,,
team,201110300oti,clt,Turnovers,2,,,,,,
team,201110300oti,oti,Turnovers,0,,,,,,
team,201110300oti,clt,Penalties-Yards,10-66,,,,,,
team,201110300oti,oti,Penalties-Yards,3-40,,,,,,
team,201110300oti,clt,Third Down Conv.,6-17,,,,,,
team,201110300oti,oti,Third Down Conv.,7-17,,,,,,
team,201110300oti,clt,Fourth Down Conv.,0-2,,,,,,
team,201110300oti,oti,Fourth Down Conv.,0-0,,,,,,
team,201110300oti,clt,Time of Possession,28:32,,,,,,
team,201110300oti,oti,Time of Possession,31:28,,,,,,
player,201110300oti,clt,PainCu00,pass_cmp,26,,,,,
player,201110300oti,clt,PainCu00,pass_att,49,,,,,
player,201110300oti,clt,PainCu00,pass_yds,250,,,,,
player,201110300oti,clt,PainCu00,pass_td,0,,,,,
player,201110300oti,clt,PainCu00,pass_int,2,,,,,
player,201110300oti,clt,PainCu00,pass_sacked,2,,,,,
player,201110300oti,clt,PainCu00,pass_sacked_yds,9,,,,,
player,201110300oti,clt,PainCu00,pass_long,23,,,,,
player,201110300oti,clt,PainCu00,pass_rating,50.6,,,,,
player,201110300oti,clt,PainCu00,rush_att,7,,,,,
player,201110300oti,clt,PainCu00,rush_yds,79,,,,,
player,201110300oti,clt,PainCu00,rush_td,0,,,,,
player,201110300oti,clt,PainCu00,rush_long,24,,,,,
player,201110300oti,clt,PainCu00,targets,0,,,,,
