game,2011,16,20111226,201112260nor,atl,"Atlanta Falcons",16,nor,"New Orleans Saints",45
team,201112260nor,atl,First Downs,23,,,,,,
team,201112260nor,nor,First Downs,26,,,,,,
team,201112260nor,atl,Rush-Yds-TDs,14-35-0,,,,,,
team,201112260nor,nor,Rush-Yds-TDs,23-164-1,,,,,,
team,201112260nor,atl,Cmp-Att-Yd-TD-INT,40-61-434-1-0,,,,,,
team,201112260nor,nor,Cmp-Att-Yd-TD-INT,23-39-307-4-2,,,,,,
team,201112260nor,atl,Sacked-Yards,0-0,,,,,,
team,201112260nor,nor,Sacked-Yards,1-8,,,,,,
team,201112260nor,atl,Net Pass Yards,434,,,,,,
team,201112260nor,nor,Net Pass Yards,299,,,,,,
team,201112260nor,atl,Total Yards,469,,,,,,
team,201112260nor,nor,Total Yards,463,,,,,,
team,201112260nor,atl,Fumbles-Lost,1-1,,,,,,
team,201112260nor,nor,Fumbles-Lost,0-0,,,,,,
team,201112260nor,atl,Turnovers,1,,,,,,
team,201112260nor,nor,Turnovers,2,,,,,,
team,201112260nor,atl,Penalties-Yards,7-57,,,,,,
team,201112260nor,nor,Penalties-Yards,4-46,,,,,,
team,201112260nor,atl,Third Down Conv.,8-17,,,,,,
team,201112260nor,nor,Third Down Conv.,10-13,,,,,,
team,201112260nor,atl,Fourth Down Conv.,0-3,,,,,,
team,201112260nor,nor,Fourth Down Conv.,0-0,,,,,,
team,201112260nor,atl,Time of Possession,33:19,,,,,,
team,201112260nor,nor,Time of Possession,26:41,,,,,,
player,201112260nor,atl,RyanMa00,pass_cmp,34,,,,,
player,201112260nor,atl,RyanMa00,pass_att,52,,,,,
player,201112260nor,atl,RyanMa00,pass_yds,373,,,,,
player,201112260nor,atl,RyanMa00,pass_td,1,,,,,
player,201112260nor,atl,RyanMa00,pass_int,0,,,,,
player,201112260nor,atl,RyanMa00,pass_sacked,0,,,,,
player,201112260nor,atl,RyanMa00,pass_sacked_yds,0,,,,,
player,201112260nor,atl,RyanMa00,pass_long,40,,,,,
player,201112260nor,atl,RyanMa00,pass_rating,92.9,,,,,
player,201112260nor,atl,RyanMa00,rush_att,2,,,,,
player,201112260nor,atl,RyanMa00,rush_yds,-3,,,,,
player,201112260nor,atl,RyanMa00,rush_td,0,,,,,
player,201112260nor,atl,RyanMa00,rush_long,2,,,,,
player,201112260nor,atl,RyanMa00,targets,0,,,,,
player,201112260nor,atl,RyanMa00,rec,0,,,,,
player,201112260nor,atl,RyanMa00,rec_yds,0,,,,,
player,201112260nor,atl,RyanMa00,rec_td,0,,,,,
player,201112260nor,atl,RyanMa00,rec_long,0,,,,,
player,201112260nor,atl,RyanMa00,fumbles,0,,,,,
player,201112260nor,atl,RyanMa00,fumbles_lost,,,,,,
player,201112260nor,atl,RedmCh00,pass_cmp,6,,,,,
player,201112260nor,atl,RedmCh00,pass_att,9,,,,,
player,201112260nor,atl,RedmCh00,pass_yds,61,,,,,
player,201112260nor,atl,RedmCh00,pass_td,0,,,,,
