game,2011,8,20111030,201110300rav,crd,"Arizona Cardinals",27,rav,"Baltimore Ravens",30
player,201110300rav,rav,McClAl00,fumbles_forced,0,,,,,
player,201110300rav,rav,McKiBr20,def_int,0,,,,,
player,201110300rav,rav,McKiBr20,def_int_yds,0,,,,,
player,201110300rav,rav,McKiBr20,def_int_td,0,,,,,
player,201110300rav,rav,McKiBr20,def_int_long,0,,,,,
player,201110300rav,rav,McKiBr20,pass_defended,0,,,,,
player,201110300rav,rav,McKiBr20,sacks,0.0,,,,,
player,201110300rav,rav,McKiBr20,tackles_combined,2,,,,,
player,201110300rav,rav,McKiBr20,tackles_solo,1,,,,,
player,201110300rav,rav,McKiBr20,tackles_assists,1,,,,,
player,201110300rav,rav,McKiBr20,tackles_loss,0,,,,,
player,201110300rav,rav,McKiBr20,qb_hits,0,,,,,
player,201110300rav,rav,McKiBr20,fumbles_rec,0,,,,,
player,201110300rav,rav,McKiBr20,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,McKiBr20,fumbles_rec_td,0,,,,,
player,201110300rav,rav,McKiBr20,fumbles_forced,0,,,,,
player,201110300rav,rav,NakaHa99,def_int,0,,,,,
player,201110300rav,rav,NakaHa99,def_int_yds,0,,,,,
player,201110300rav,rav,NakaHa99,def_int_td,0,,,,,
player,201110300rav,rav,NakaHa99,def_int_long,0,,,,,
player,201110300rav,rav,NakaHa99,pass_defended,0,,,,,
player,201110300rav,rav,NakaHa99,sacks,0.0,,,,,
player,201110300rav,rav,NakaHa99,tackles_combined,2,,,,,
player,201110300rav,rav,NakaHa99,tackles_solo,2,,,,,
player,201110300rav,rav,NakaHa99,tackles_assists,0,,,,,
player,201110300rav,rav,NakaHa99,tackles_loss,0,,,,,
player,201110300rav,rav,NakaHa99,qb_hits,0,,,,,
player,201110300rav,rav,NakaHa99,fumbles_rec,0,,,,,
player,201110300rav,rav,NakaHa99,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,NakaHa99,fumbles_rec_td,0,,,,,
player,201110300rav,rav,NakaHa99,fumbles_forced,0,,,,,
player,201110300rav,rav,WebbLa99,def_int,0,,,,,
player,201110300rav,rav,WebbLa99,def_int_yds,0,,,,,
player,201110300rav,rav,WebbLa99,def_int_td,0,,,,,
player,201110300rav,rav,WebbLa99,def_int_long,0,,,,,
player,201110300rav,rav,WebbLa99,pass_defended,1,,,,,
player,201110300rav,rav,WebbLa99,sacks,0.0,,,,,
player,201110300rav,rav,WebbLa99,tackles_combined,2,,,,,
player,201110300rav,rav,WebbLa99,tackles_solo,2,,,,,
player,201110300rav,rav,WebbLa99,tackles_assists,0,,,,,
player,201110300rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201110300rav,rav,WebbLa99,qb_hits,0,,,,,
player,201110300rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201110300rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201110300rav,rav,WebbLa99,fumbles_forced,0,,,,,
player,201110300rav,rav,ZbikTo99,def_int,0,,,,,
player,201110300rav,rav,ZbikTo99,def_int_yds,0,,,,,
player,201110300rav,rav,ZbikTo99,def_int_td,0,,,,,
player,201110300rav,rav,ZbikTo99,def_int_long,0,,,,,
player,201110300rav,rav,ZbikTo99,pass_defended,0,,,,,
player,201110300rav,rav,ZbikTo99,sacks,0.0,,,,,
player,201110300rav,rav,ZbikTo99,tackles_combined,2,,,,,
player,201110300rav,rav,ZbikTo99,tackles_solo,2,,,,,
player,201110300rav,rav,ZbikTo99,tackles_assists,0,,,,,
player,201110300rav,rav,ZbikTo99,tackles_loss,0,,,,,
player,201110300rav,rav,ZbikTo99,qb_hits,0,,,,,
player,201110300rav,rav,ZbikTo99,fumbles_rec,0,,,,,
player,201110300rav,rav,ZbikTo99,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,ZbikTo99,fumbles_rec_td,0,,,,,
player,201110300rav,rav,ZbikTo99,fumbles_forced,0,,,,,
player,201110300rav,rav,AyanBr99,def_int,0,,,,,
player,201110300rav,rav,AyanBr99,def_int_yds,0,,,,,
player,201110300rav,rav,AyanBr99,def_int_td,0,,,,,
player,201110300rav,rav,AyanBr99,def_int_long,0,,,,,
player,201110300rav,rav,AyanBr99,pass_defended,0,,,,,
player,201110300rav,rav,AyanBr99,sacks,0.0,,,,,
player,201110300rav,rav,AyanBr99,tackles_combined,1,,,,,
player,201110300rav,rav,AyanBr99,tackles_solo,1,,,,,
player,201110300rav,rav,AyanBr99,tackles_assists,0,,,,,
player,201110300rav,rav,AyanBr99,tackles_loss,0,,,,,
player,201110300rav,rav,AyanBr99,qb_hits,0,,,,,
player,201110300rav,rav,AyanBr99,fumbles_rec,0,,,,,
player,201110300rav,rav,AyanBr99,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,AyanBr99,fumbles_rec_td,0,,,,,
player,201110300rav,rav,AyanBr99,fumbles_forced,0,,,,,
player,201110300rav,rav,BurgPr99,def_int,0,,,,,
player,201110300rav,rav,BurgPr99,def_int_yds,0,,,,,
player,201110300rav,rav,BurgPr99,def_int_td,0,,,,,
player,201110300rav,rav,BurgPr99,def_int_long,0,,,,,
player,201110300rav,rav,BurgPr99,pass_defended,0,,,,,
player,201110300rav,rav,BurgPr99,sacks,0.0,,,,,
player,201110300rav,rav,BurgPr99,tackles_combined,1,,,,,
player,201110300rav,rav,BurgPr99,tackles_solo,1,,,,,
player,201110300rav,rav,BurgPr99,tackles_assists,0,,,,,
player,201110300rav,rav,BurgPr99,tackles_loss,0,,,,,
player,201110300rav,rav,BurgPr99,qb_hits,0,,,,,
player,201110300rav,rav,BurgPr99,fumbles_rec,0,,,,,
player,201110300rav,rav,BurgPr99,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,BurgPr99,fumbles_rec_td,0,,,,,
player,201110300rav,rav,BurgPr99,fumbles_forced,0,,,,,
player,201110300rav,rav,McPhPe00,def_int,0,,,,,
player,201110300rav,rav,McPhPe00,def_int_yds,0,,,,,
player,201110300rav,rav,McPhPe00,def_int_td,0,,,,,
player,201110300rav,rav,McPhPe00,def_int_long,0,,,,,
player,201110300rav,rav,McPhPe00,pass_defended,0,,,,,
player,201110300rav,rav,McPhPe00,sacks,0.0,,,,,
player,201110300rav,rav,McPhPe00,tackles_combined,1,,,,,
player,201110300rav,rav,McPhPe00,tackles_solo,1,,,,,
player,201110300rav,rav,McPhPe00,tackles_assists,0,,,,,
player,201110300rav,rav,McPhPe00,tackles_loss,0,,,,,
player,201110300rav,rav,McPhPe00,qb_hits,0,,,,,
player,201110300rav,rav,McPhPe00,fumbles_rec,0,,,,,
player,201110300rav,rav,McPhPe00,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,McPhPe00,fumbles_rec_td,0,,,,,
player,201110300rav,rav,McPhPe00,fumbles_forced,0,,,,,
player,201110300rav,rav,McKiBr21,def_int,0,,,,,
player,201110300rav,rav,McKiBr21,def_int_yds,0,,,,,
player,201110300rav,rav,McKiBr21,def_int_td,0,,,,,
player,201110300rav,rav,McKiBr21,def_int_long,0,,,,,
player,201110300rav,rav,McKiBr21,pass_defended,0,,,,,
player,201110300rav,rav,McKiBr21,sacks,0.0,,,,,
player,201110300rav,rav,McKiBr21,tackles_combined,0,,,,,
player,201110300rav,rav,McKiBr21,tackles_solo,0,,,,,
player,201110300rav,rav,McKiBr21,tackles_assists,0,,,,,
player,201110300rav,rav,McKiBr21,tackles_loss,,,,,,
player,201110300rav,rav,McKiBr21,qb_hits,,,,,,
player,201110300rav,rav,McKiBr21,fumbles_rec,1,,,,,
player,201110300rav,rav,McKiBr21,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,McKiBr21,fumbles_rec_td,0,,,,,
player,201110300rav,rav,McKiBr21,fumbles_forced,0,,,,,
player,201110300rav,rav,ReddCo20,def_int,0,,,,,
player,201110300rav,rav,ReddCo20,def_int_yds,0,,,,,
player,201110300rav,rav,ReddCo20,def_int_td,0,,,,,
player,201110300rav,rav,ReddCo20,def_int_long,0,,,,,
player,201110300rav,rav,ReddCo20,pass_defended,1,,,,,
player,201110300rav,rav,ReddCo20,sacks,0.0,,,,,
player,201110300rav,rav,ReddCo20,tackles_combined,0,,,,,
player,201110300rav,rav,ReddCo20,tackles_solo,0,,,,,
player,201110300rav,rav,ReddCo20,tackles_assists,0,,,,,
player,201110300rav,rav,ReddCo20,tackles_loss,0,,,,,
player,201110300rav,rav,ReddCo20,qb_hits,0,,,,,
player,201110300rav,rav,ReddCo20,fumbles_rec,0,,,,,
player,201110300rav,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201110300rav,rav,ReddCo20,fumbles_forced,0,,,,,
player,201110300rav,rav,SmitJi03,def_int,0,,,,,
player,201110300rav,rav,SmitJi03,def_int_yds,0,,,,,
player,201110300rav,rav,SmitJi03,def_int_td,0,,,,,
player,201110300rav,rav,SmitJi03,def_int_long,0,,,,,
player,201110300rav,rav,SmitJi03,pass_defended,1,,,,,
player,201110300rav,rav,SmitJi03,sacks,0.0,,,,,
player,201110300rav,rav,SmitJi03,tackles_combined,0,,,,,
player,201110300rav,rav,SmitJi03,tackles_solo,0,,,,,
player,201110300rav,rav,SmitJi03,tackles_assists,0,,,,,
player,201110300rav,rav,SmitJi03,tackles_loss,0,,,,,
player,201110300rav,rav,SmitJi03,qb_hits,0,,,,,
player,201110300rav,rav,SmitJi03,fumbles_rec,0,,,,,
player,201110300rav,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201110300rav,rav,SmitJi03,fumbles_forced,0,,,,,
player,201110300rav,crd,PetePa00,kick_ret,0,,,,,
player,201110300rav,crd,PetePa00,kick_ret_yds,0,,,,,
player,201110300rav,crd,PetePa00,kick_ret_yds_per_ret,,,,,,
player,201110300rav,crd,PetePa00,kick_ret_td,0,,,,,
player,201110300rav,crd,PetePa00,kick_ret_long,0,,,,,
player,201110300rav,crd,PetePa00,punt_ret,4,,,,,
player,201110300rav,crd,PetePa00,punt_ret_yds,112,,,,,
player,201110300rav,crd,PetePa00,punt_ret_yds_per_ret,28.0,,,,,
player,201110300rav,crd,PetePa00,punt_ret_td,1,,,,,
player,201110300rav,crd,PetePa00,punt_ret_long,82,,,,,
player,201110300rav,crd,StepLa00,kick_ret,4,,,,,
player,201110300rav,crd,StepLa00,kick_ret_yds,116,,,,,
player,201110300rav,crd,StepLa00,kick_ret_yds_per_ret,29.0,,,,,
player,201110300rav,crd,StepLa00,kick_ret_td,0,,,,,
player,201110300rav,crd,StepLa00,kick_ret_long,35,,,,,
player,201110300rav,crd,StepLa00,punt_ret,0,,,,,
player,201110300rav,crd,StepLa00,punt_ret_yds,0,,,,,
player,201110300rav,crd,StepLa00,punt_ret_yds_per_ret,,,,,,
player,201110300rav,crd,StepLa00,punt_ret_td,0,,,,,
player,201110300rav,crd,StepLa00,punt_ret_long,0,,,,,
player,201110300rav,rav,CarrCh22,kick_ret,0,,,,,
player,201110300rav,rav,CarrCh22,kick_ret_yds,0,,,,,
player,201110300rav,rav,CarrCh22,kick_ret_yds_per_ret,,,,,,
player,201110300rav,rav,CarrCh22,kick_ret_td,0,,,,,
player,201110300rav,rav,CarrCh22,kick_ret_long,0,,,,,
player,201110300rav,rav,CarrCh22,punt_ret,2,,,,,
player,201110300rav,rav,CarrCh22,punt_ret_yds,15,,,,,
player,201110300rav,rav,CarrCh22,punt_ret_yds_per_ret,7.5,,,,,
player,201110300rav,rav,CarrCh22,punt_ret_td,0,,,,,
player,201110300rav,rav,CarrCh22,punt_ret_long,8,,,,,
player,201110300rav,rav,WebbLa99,kick_ret,0,,,,,
player,201110300rav,rav,WebbLa99,kick_ret_yds,0,,,,,
player,201110300rav,rav,WebbLa99,kick_ret_yds_per_ret,,,,,,
player,201110300rav,rav,WebbLa99,kick_ret_td,0,,,,,
player,201110300rav,rav,WebbLa99,kick_ret_long,0,,,,,
player,201110300rav,rav,WebbLa99,punt_ret,1,,,,,
player,201110300rav,rav,WebbLa99,punt_ret_yds,7,,,,,
player,201110300rav,rav,WebbLa99,punt_ret_yds_per_ret,7.0,,,,,
player,201110300rav,rav,WebbLa99,punt_ret_td,0,,,,,
player,201110300rav,rav,WebbLa99,punt_ret_long,7,,,,,
player,201110300rav,rav,ReedDa00,kick_ret,4,,,,,
player,201110300rav,rav,ReedDa00,kick_ret_yds,85,,,,,
player,201110300rav,rav,ReedDa00,kick_ret_yds_per_ret,21.3,,,,,
player,201110300rav,rav,ReedDa00,kick_ret_td,0,,,,,
player,201110300rav,rav,ReedDa00,kick_ret_long,27,,,,,
player,201110300rav,rav,ReedDa00,punt_ret,0,,,,,
player,201110300rav,rav,ReedDa00,punt_ret_yds,0,,,,,
player,201110300rav,rav,ReedDa00,punt_ret_yds_per_ret,,,,,,
player,201110300rav,rav,ReedDa00,punt_ret_td,0,,,,,
player,201110300rav,rav,ReedDa00,punt_ret_long,0,,,,,
player,201110300rav,crd,feelyjay01,xpm,3,,,,,
player,201110300rav,crd,feelyjay01,xpa,3,,,,,
player,201110300rav,crd,feelyjay01,fgm,2,,,,,
player,201110300rav,crd,feelyjay01,fga,2,,,,,
player,201110300rav,crd,feelyjay01,punt,0,,,,,
player,201110300rav,crd,feelyjay01,punt_yds,0,,,,,
player,201110300rav,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201110300rav,crd,feelyjay01,punt_long,0,,,,,
player,201110300rav,crd,ZastDa20,xpm,,,,,,
player,201110300rav,crd,ZastDa20,xpa,,,,,,
player,201110300rav,crd,ZastDa20,fgm,,,,,,
player,201110300rav,crd,ZastDa20,fga,,,,,,
player,201110300rav,crd,ZastDa20,punt,6,,,,,
player,201110300rav,crd,ZastDa20,punt_yds,240,,,,,
player,201110300rav,crd,ZastDa20,punt_yds_per_punt,40.0,,,,,
player,201110300rav,crd,ZastDa20,punt_long,52,,,,,
player,201110300rav,rav,cundibil01,xpm,3,,,,,
player,201110300rav,rav,cundibil01,xpa,3,,,,,
player,201110300rav,rav,cundibil01,fgm,3,,,,,
player,201110300rav,rav,cundibil01,fga,3,,,,,
player,201110300rav,rav,cundibil01,punt,0,,,,,
player,201110300rav,rav,cundibil01,punt_yds,0,,,,,
player,201110300rav,rav,cundibil01,punt_yds_per_punt,,,,,,
player,201110300rav,rav,cundibil01,punt_long,0,,,,,
player,201110300rav,rav,KochSa20,xpm,,,,,,
player,201110300rav,rav,KochSa20,xpa,,,,,,
player,201110300rav,rav,KochSa20,fgm,,,,,,
player,201110300rav,rav,KochSa20,fga,,,,,,
player,201110300rav,rav,KochSa20,punt,5,,,,,
player,201110300rav,rav,KochSa20,punt_yds,219,,,,,
player,201110300rav,rav,KochSa20,punt_yds_per_punt,43.8,,,,,
player,201110300rav,rav,KochSa20,punt_long,48,,,,,
