game,2011,5,20111009,201110090nwe,nyj,"New York Jets",21,nwe,"New England Patriots",30
player,201110090nwe,nyj,SancMa00,pass_rating,105.6,,,,,
player,201110090nwe,nyj,SancMa00,rush_att,0,,,,,
player,201110090nwe,nyj,SancMa00,rush_yds,0,,,,,
player,201110090nwe,nyj,SancMa00,rush_td,0,,,,,
player,201110090nwe,nyj,SancMa00,rush_long,0,,,,,
player,201110090nwe,nyj,SancMa00,targets,0,,,,,
player,201110090nwe,nyj,SancMa00,rec,0,,,,,
player,201110090nwe,nyj,SancMa00,rec_yds,0,,,,,
player,201110090nwe,nyj,SancMa00,rec_td,0,,,,,
player,201110090nwe,nyj,SancMa00,rec_long,0,,,,,
player,201110090nwe,nyj,SancMa00,fumbles,0,,,,,
player,201110090nwe,nyj,SancMa00,fumbles_lost,,,,,,
player,201110090nwe,nyj,GreeSh00,pass_cmp,0,,,,,
player,201110090nwe,nyj,GreeSh00,pass_att,0,,,,,
player,201110090nwe,nyj,GreeSh00,pass_yds,0,,,,,
player,201110090nwe,nyj,GreeSh00,pass_td,0,,,,,
player,201110090nwe,nyj,GreeSh00,pass_int,0,,,,,
player,201110090nwe,nyj,GreeSh00,pass_sacked,0,,,,,
player,201110090nwe,nyj,GreeSh00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,GreeSh00,pass_long,0,,,,,
player,201110090nwe,nyj,GreeSh00,pass_rating,,,,,,
player,201110090nwe,nyj,GreeSh00,rush_att,21,,,,,
player,201110090nwe,nyj,GreeSh00,rush_yds,83,,,,,
player,201110090nwe,nyj,GreeSh00,rush_td,1,,,,,
player,201110090nwe,nyj,GreeSh00,rush_long,9,,,,,
player,201110090nwe,nyj,GreeSh00,targets,2,,,,,
player,201110090nwe,nyj,GreeSh00,rec,2,,,,,
player,201110090nwe,nyj,GreeSh00,rec_yds,9,,,,,
player,201110090nwe,nyj,GreeSh00,rec_td,0,,,,,
player,201110090nwe,nyj,GreeSh00,rec_long,5,,,,,
player,201110090nwe,nyj,GreeSh00,fumbles,0,,,,,
player,201110090nwe,nyj,GreeSh00,fumbles_lost,,,,,,
player,201110090nwe,nyj,TomlLa00,pass_cmp,0,,,,,
player,201110090nwe,nyj,TomlLa00,pass_att,0,,,,,
player,201110090nwe,nyj,TomlLa00,pass_yds,0,,,,,
player,201110090nwe,nyj,TomlLa00,pass_td,0,,,,,
player,201110090nwe,nyj,TomlLa00,pass_int,0,,,,,
player,201110090nwe,nyj,TomlLa00,pass_sacked,0,,,,,
player,201110090nwe,nyj,TomlLa00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,TomlLa00,pass_long,0,,,,,
player,201110090nwe,nyj,TomlLa00,pass_rating,,,,,,
player,201110090nwe,nyj,TomlLa00,rush_att,2,,,,,
player,201110090nwe,nyj,TomlLa00,rush_yds,13,,,,,
player,201110090nwe,nyj,TomlLa00,rush_td,0,,,,,
player,201110090nwe,nyj,TomlLa00,rush_long,9,,,,,
player,201110090nwe,nyj,TomlLa00,targets,1,,,,,
player,201110090nwe,nyj,TomlLa00,rec,1,,,,,
player,201110090nwe,nyj,TomlLa00,rec_yds,2,,,,,
player,201110090nwe,nyj,TomlLa00,rec_td,0,,,,,
player,201110090nwe,nyj,TomlLa00,rec_long,2,,,,,
player,201110090nwe,nyj,TomlLa00,fumbles,0,,,,,
player,201110090nwe,nyj,TomlLa00,fumbles_lost,,,,,,
player,201110090nwe,nyj,McKnJo00,pass_cmp,0,,,,,
player,201110090nwe,nyj,McKnJo00,pass_att,0,,,,,
player,201110090nwe,nyj,McKnJo00,pass_yds,0,,,,,
player,201110090nwe,nyj,McKnJo00,pass_td,0,,,,,
player,201110090nwe,nyj,McKnJo00,pass_int,0,,,,,
player,201110090nwe,nyj,McKnJo00,pass_sacked,0,,,,,
player,201110090nwe,nyj,McKnJo00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,McKnJo00,pass_long,0,,,,,
player,201110090nwe,nyj,McKnJo00,pass_rating,,,,,,
player,201110090nwe,nyj,McKnJo00,rush_att,1,,,,,
player,201110090nwe,nyj,McKnJo00,rush_yds,1,,,,,
player,201110090nwe,nyj,McKnJo00,rush_td,0,,,,,
player,201110090nwe,nyj,McKnJo00,rush_long,1,,,,,
player,201110090nwe,nyj,McKnJo00,targets,0,,,,,
player,201110090nwe,nyj,McKnJo00,rec,0,,,,,
player,201110090nwe,nyj,McKnJo00,rec_yds,0,,,,,
player,201110090nwe,nyj,McKnJo00,rec_td,0,,,,,
player,201110090nwe,nyj,McKnJo00,rec_long,0,,,,,
player,201110090nwe,nyj,McKnJo00,fumbles,0,,,,,
player,201110090nwe,nyj,McKnJo00,fumbles_lost,,,,,,
player,201110090nwe,nyj,HolmSa00,pass_cmp,0,,,,,
player,201110090nwe,nyj,HolmSa00,pass_att,0,,,,,
player,201110090nwe,nyj,HolmSa00,pass_yds,0,,,,,
player,201110090nwe,nyj,HolmSa00,pass_td,0,,,,,
player,201110090nwe,nyj,HolmSa00,pass_int,0,,,,,
player,201110090nwe,nyj,HolmSa00,pass_sacked,0,,,,,
player,201110090nwe,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,HolmSa00,pass_long,0,,,,,
player,201110090nwe,nyj,HolmSa00,pass_rating,,,,,,
player,201110090nwe,nyj,HolmSa00,rush_att,0,,,,,
player,201110090nwe,nyj,HolmSa00,rush_yds,0,,,,,
player,201110090nwe,nyj,HolmSa00,rush_td,0,,,,,
player,201110090nwe,nyj,HolmSa00,rush_long,0,,,,,
player,201110090nwe,nyj,HolmSa00,targets,6,,,,,
player,201110090nwe,nyj,HolmSa00,rec,4,,,,,
player,201110090nwe,nyj,HolmSa00,rec_yds,60,,,,,
player,201110090nwe,nyj,HolmSa00,rec_td,1,,,,,
player,201110090nwe,nyj,HolmSa00,rec_long,21,,,,,
player,201110090nwe,nyj,HolmSa00,fumbles,0,,,,,
player,201110090nwe,nyj,HolmSa00,fumbles_lost,,,,,,
player,201110090nwe,nyj,BurrPl00,pass_cmp,0,,,,,
player,201110090nwe,nyj,BurrPl00,pass_att,0,,,,,
player,201110090nwe,nyj,BurrPl00,pass_yds,0,,,,,
player,201110090nwe,nyj,BurrPl00,pass_td,0,,,,,
player,201110090nwe,nyj,BurrPl00,pass_int,0,,,,,
player,201110090nwe,nyj,BurrPl00,pass_sacked,0,,,,,
player,201110090nwe,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,BurrPl00,pass_long,0,,,,,
player,201110090nwe,nyj,BurrPl00,pass_rating,,,,,,
player,201110090nwe,nyj,BurrPl00,rush_att,0,,,,,
player,201110090nwe,nyj,BurrPl00,rush_yds,0,,,,,
player,201110090nwe,nyj,BurrPl00,rush_td,0,,,,,
player,201110090nwe,nyj,BurrPl00,rush_long,0,,,,,
player,201110090nwe,nyj,BurrPl00,targets,8,,,,,
player,201110090nwe,nyj,BurrPl00,rec,3,,,,,
player,201110090nwe,nyj,BurrPl00,rec_yds,42,,,,,
player,201110090nwe,nyj,BurrPl00,rec_td,0,,,,,
player,201110090nwe,nyj,BurrPl00,rec_long,19,,,,,
player,201110090nwe,nyj,BurrPl00,fumbles,0,,,,,
player,201110090nwe,nyj,BurrPl00,fumbles_lost,,,,,,
player,201110090nwe,nyj,KerlJe00,pass_cmp,0,,,,,
player,201110090nwe,nyj,KerlJe00,pass_att,0,,,,,
player,201110090nwe,nyj,KerlJe00,pass_yds,0,,,,,
player,201110090nwe,nyj,KerlJe00,pass_td,0,,,,,
player,201110090nwe,nyj,KerlJe00,pass_int,0,,,,,
player,201110090nwe,nyj,KerlJe00,pass_sacked,0,,,,,
player,201110090nwe,nyj,KerlJe00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,KerlJe00,pass_long,0,,,,,
player,201110090nwe,nyj,KerlJe00,pass_rating,,,,,,
player,201110090nwe,nyj,KerlJe00,rush_att,0,,,,,
player,201110090nwe,nyj,KerlJe00,rush_yds,0,,,,,
player,201110090nwe,nyj,KerlJe00,rush_td,0,,,,,
player,201110090nwe,nyj,KerlJe00,rush_long,0,,,,,
player,201110090nwe,nyj,KerlJe00,targets,3,,,,,
player,201110090nwe,nyj,KerlJe00,rec,3,,,,,
player,201110090nwe,nyj,KerlJe00,rec_yds,35,,,,,
player,201110090nwe,nyj,KerlJe00,rec_td,1,,,,,
player,201110090nwe,nyj,KerlJe00,rec_long,22,,,,,
player,201110090nwe,nyj,KerlJe00,fumbles,0,,,,,
player,201110090nwe,nyj,KerlJe00,fumbles_lost,,,,,,
player,201110090nwe,nyj,MasoDe00,pass_cmp,0,,,,,
player,201110090nwe,nyj,MasoDe00,pass_att,0,,,,,
player,201110090nwe,nyj,MasoDe00,pass_yds,0,,,,,
player,201110090nwe,nyj,MasoDe00,pass_td,0,,,,,
player,201110090nwe,nyj,MasoDe00,pass_int,0,,,,,
player,201110090nwe,nyj,MasoDe00,pass_sacked,0,,,,,
player,201110090nwe,nyj,MasoDe00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,MasoDe00,pass_long,0,,,,,
player,201110090nwe,nyj,MasoDe00,pass_rating,,,,,,
player,201110090nwe,nyj,MasoDe00,rush_att,0,,,,,
player,201110090nwe,nyj,MasoDe00,rush_yds,0,,,,,
player,201110090nwe,nyj,MasoDe00,rush_td,0,,,,,
player,201110090nwe,nyj,MasoDe00,rush_long,0,,,,,
player,201110090nwe,nyj,MasoDe00,targets,1,,,,,
player,201110090nwe,nyj,MasoDe00,rec,1,,,,,
player,201110090nwe,nyj,MasoDe00,rec_yds,7,,,,,
player,201110090nwe,nyj,MasoDe00,rec_td,0,,,,,
player,201110090nwe,nyj,MasoDe00,rec_long,7,,,,,
player,201110090nwe,nyj,MasoDe00,fumbles,0,,,,,
player,201110090nwe,nyj,MasoDe00,fumbles_lost,,,,,,
player,201110090nwe,nyj,KellDu00,pass_cmp,0,,,,,
player,201110090nwe,nyj,KellDu00,pass_att,0,,,,,
player,201110090nwe,nyj,KellDu00,pass_yds,0,,,,,
player,201110090nwe,nyj,KellDu00,pass_td,0,,,,,
player,201110090nwe,nyj,KellDu00,pass_int,0,,,,,
player,201110090nwe,nyj,KellDu00,pass_sacked,0,,,,,
player,201110090nwe,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,KellDu00,pass_long,0,,,,,
player,201110090nwe,nyj,KellDu00,pass_rating,,,,,,
player,201110090nwe,nyj,KellDu00,rush_att,0,,,,,
player,201110090nwe,nyj,KellDu00,rush_yds,0,,,,,
player,201110090nwe,nyj,KellDu00,rush_td,0,,,,,
player,201110090nwe,nyj,KellDu00,rush_long,0,,,,,
player,201110090nwe,nyj,KellDu00,targets,2,,,,,
player,201110090nwe,nyj,KellDu00,rec,1,,,,,
player,201110090nwe,nyj,KellDu00,rec_yds,7,,,,,
player,201110090nwe,nyj,KellDu00,rec_td,0,,,,,
player,201110090nwe,nyj,KellDu00,rec_long,7,,,,,
player,201110090nwe,nyj,KellDu00,fumbles,0,,,,,
player,201110090nwe,nyj,KellDu00,fumbles_lost,,,,,,
player,201110090nwe,nyj,MullMa00,pass_cmp,0,,,,,
player,201110090nwe,nyj,MullMa00,pass_att,0,,,,,
player,201110090nwe,nyj,MullMa00,pass_yds,0,,,,,
player,201110090nwe,nyj,MullMa00,pass_td,0,,,,,
player,201110090nwe,nyj,MullMa00,pass_int,0,,,,,
player,201110090nwe,nyj,MullMa00,pass_sacked,0,,,,,
player,201110090nwe,nyj,MullMa00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,MullMa00,pass_long,0,,,,,
player,201110090nwe,nyj,MullMa00,pass_rating,,,,,,
player,201110090nwe,nyj,MullMa00,rush_att,0,,,,,
player,201110090nwe,nyj,MullMa00,rush_yds,0,,,,,
player,201110090nwe,nyj,MullMa00,rush_td,0,,,,,
player,201110090nwe,nyj,MullMa00,rush_long,0,,,,,
player,201110090nwe,nyj,MullMa00,targets,1,,,,,
player,201110090nwe,nyj,MullMa00,rec,1,,,,,
player,201110090nwe,nyj,MullMa00,rec_yds,4,,,,,
player,201110090nwe,nyj,MullMa00,rec_td,0,,,,,
player,201110090nwe,nyj,MullMa00,rec_long,4,,,,,
player,201110090nwe,nyj,MullMa00,fumbles,0,,,,,
player,201110090nwe,nyj,MullMa00,fumbles_lost,,,,,,
player,201110090nwe,nyj,ConnJo00,pass_cmp,0,,,,,
player,201110090nwe,nyj,ConnJo00,pass_att,0,,,,,
player,201110090nwe,nyj,ConnJo00,pass_yds,0,,,,,
player,201110090nwe,nyj,ConnJo00,pass_td,0,,,,,
player,201110090nwe,nyj,ConnJo00,pass_int,0,,,,,
player,201110090nwe,nyj,ConnJo00,pass_sacked,0,,,,,
player,201110090nwe,nyj,ConnJo00,pass_sacked_yds,0,,,,,
player,201110090nwe,nyj,ConnJo00,pass_long,0,,,,,
player,201110090nwe,nyj,ConnJo00,pass_rating,,,,,,
player,201110090nwe,nyj,ConnJo00,rush_att,1,,,,,
player,201110090nwe,nyj,ConnJo00,rush_yds,0,,,,,
player,201110090nwe,nyj,ConnJo00,rush_td,0,,,,,
player,201110090nwe,nyj,ConnJo00,rush_long,0,,,,,
player,201110090nwe,nyj,ConnJo00,targets,1,,,,,
player,201110090nwe,nyj,ConnJo00,rec,0,,,,,
player,201110090nwe,nyj,ConnJo00,rec_yds,0,,,,,
player,201110090nwe,nyj,ConnJo00,rec_td,0,,,,,
player,201110090nwe,nyj,ConnJo00,rec_long,0,,,,,
player,201110090nwe,nyj,ConnJo00,fumbles,0,,,,,
player,201110090nwe,nyj,ConnJo00,fumbles_lost,,,,,,
player,201110090nwe,nwe,BradTo00,pass_cmp,24,,,,,
player,201110090nwe,nwe,BradTo00,pass_att,33,,,,,
player,201110090nwe,nwe,BradTo00,pass_yds,321,,,,,
player,201110090nwe,nwe,BradTo00,pass_td,1,,,,,
player,201110090nwe,nwe,BradTo00,pass_int,1,,,,,
player,201110090nwe,nwe,BradTo00,pass_sacked,4,,,,,
player,201110090nwe,nwe,BradTo00,pass_sacked_yds,27,,,,,
player,201110090nwe,nwe,BradTo00,pass_long,73,,,,,
player,201110090nwe,nwe,BradTo00,pass_rating,100.7,,,,,
player,201110090nwe,nwe,BradTo00,rush_att,1,,,,,
player,201110090nwe,nwe,BradTo00,rush_yds,3,,,,,
player,201110090nwe,nwe,BradTo00,rush_td,0,,,,,
player,201110090nwe,nwe,BradTo00,rush_long,3,,,,,
player,201110090nwe,nwe,BradTo00,targets,0,,,,,
player,201110090nwe,nwe,BradTo00,rec,0,,,,,
player,201110090nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201110090nwe,nwe,BradTo00,rec_td,0,,,,,
player,201110090nwe,nwe,BradTo00,rec_long,0,,,,,
player,201110090nwe,nwe,BradTo00,fumbles,0,,,,,
player,201110090nwe,nwe,BradTo00,fumbles_lost,,,,,,
player,201110090nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201110090nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201110090nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201110090nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201110090nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201110090nwe,nwe,GreeBe00,pass_sacked,0,,,,,
player,201110090nwe,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201110090nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201110090nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201110090nwe,nwe,GreeBe00,rush_att,27,,,,,
player,201110090nwe,nwe,GreeBe00,rush_yds,136,,,,,
player,201110090nwe,nwe,GreeBe00,rush_td,2,,,,,
player,201110090nwe,nwe,GreeBe00,rush_long,15,,,,,
player,201110090nwe,nwe,GreeBe00,targets,1,,,,,
player,201110090nwe,nwe,GreeBe00,rec,1,,,,,
player,201110090nwe,nwe,GreeBe00,rec_yds,13,,,,,
player,201110090nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201110090nwe,nwe,GreeBe00,rec_long,13,,,,,
player,201110090nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201110090nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201110090nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201110090nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201110090nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201110090nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201110090nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201110090nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201110090nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201110090nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201110090nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201110090nwe,nwe,RidlSt00,rush_att,7,,,,,
player,201110090nwe,nwe,RidlSt00,rush_yds,13,,,,,
player,201110090nwe,nwe,RidlSt00,rush_td,0,,,,,
player,201110090nwe,nwe,RidlSt00,rush_long,5,,,,,
player,201110090nwe,nwe,RidlSt00,targets,0,,,,,
player,201110090nwe,nwe,RidlSt00,rec,0,,,,,
player,201110090nwe,nwe,RidlSt00,rec_yds,0,,,,,
player,201110090nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201110090nwe,nwe,RidlSt00,rec_long,0,,,,,
player,201110090nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201110090nwe,nwe,RidlSt00,fumbles_lost,,,,,,
player,201110090nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201110090nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201110090nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201110090nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201110090nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201110090nwe,nwe,WelkWe00,pass_sacked,0,,,,,
player,201110090nwe,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201110090nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201110090nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201110090nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201110090nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201110090nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201110090nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201110090nwe,nwe,WelkWe00,targets,8,,,,,
player,201110090nwe,nwe,WelkWe00,rec,5,,,,,
player,201110090nwe,nwe,WelkWe00,rec_yds,124,,,,,
player,201110090nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201110090nwe,nwe,WelkWe00,rec_long,73,,,,,
player,201110090nwe,nwe,WelkWe00,fumbles,1,,,,,
player,201110090nwe,nwe,WelkWe00,fumbles_lost,0,,,,,
player,201110090nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201110090nwe,nwe,BranDe00,pass_att,0,,,,,
player,201110090nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201110090nwe,nwe,BranDe00,pass_td,0,,,,,
player,201110090nwe,nwe,BranDe00,pass_int,0,,,,,
player,201110090nwe,nwe,BranDe00,pass_sacked,0,,,,,
player,201110090nwe,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201110090nwe,nwe,BranDe00,pass_long,0,,,,,
player,201110090nwe,nwe,BranDe00,pass_rating,,,,,,
player,201110090nwe,nwe,BranDe00,rush_att,0,,,,,
player,201110090nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201110090nwe,nwe,BranDe00,rush_td,0,,,,,
player,201110090nwe,nwe,BranDe00,rush_long,0,,,,,
player,201110090nwe,nwe,BranDe00,targets,8,,,,,
player,201110090nwe,nwe,BranDe00,rec,7,,,,,
player,201110090nwe,nwe,BranDe00,rec_yds,74,,,,,
player,201110090nwe,nwe,BranDe00,rec_td,1,,,,,
player,201110090nwe,nwe,BranDe00,rec_long,29,,,,,
player,201110090nwe,nwe,BranDe00,fumbles,0,,,,,
player,201110090nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201110090nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201110090nwe,nwe,HernAa00,pass_att,0,,,,,
player,201110090nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201110090nwe,nwe,HernAa00,pass_td,0,,,,,
player,201110090nwe,nwe,HernAa00,pass_int,0,,,,,
player,201110090nwe,nwe,HernAa00,pass_sacked,0,,,,,
player,201110090nwe,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201110090nwe,nwe,HernAa00,pass_long,0,,,,,
player,201110090nwe,nwe,HernAa00,pass_rating,,,,,,
player,201110090nwe,nwe,HernAa00,rush_att,0,,,,,
player,201110090nwe,nwe,HernAa00,rush_yds,0,,,,,
player,201110090nwe,nwe,HernAa00,rush_td,0,,,,,
player,201110090nwe,nwe,HernAa00,rush_long,0,,,,,
player,201110090nwe,nwe,HernAa00,targets,9,,,,,
player,201110090nwe,nwe,HernAa00,rec,5,,,,,
player,201110090nwe,nwe,HernAa00,rec_yds,56,,,,,
player,201110090nwe,nwe,HernAa00,rec_td,0,,,,,
player,201110090nwe,nwe,HernAa00,rec_long,21,,,,,
player,201110090nwe,nwe,HernAa00,fumbles,0,,,,,
player,201110090nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201110090nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201110090nwe,nwe,GronRo00,pass_att,0,,,,,
player,201110090nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201110090nwe,nwe,GronRo00,pass_td,0,,,,,
player,201110090nwe,nwe,GronRo00,pass_int,0,,,,,
player,201110090nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201110090nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201110090nwe,nwe,GronRo00,pass_long,0,,,,,
player,201110090nwe,nwe,GronRo00,pass_rating,,,,,,
player,201110090nwe,nwe,GronRo00,rush_att,0,,,,,
player,201110090nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201110090nwe,nwe,GronRo00,rush_td,0,,,,,
player,201110090nwe,nwe,GronRo00,rush_long,0,,,,,
player,201110090nwe,nwe,GronRo00,targets,4,,,,,
player,201110090nwe,nwe,GronRo00,rec,4,,,,,
player,201110090nwe,nwe,GronRo00,rec_yds,31,,,,,
player,201110090nwe,nwe,GronRo00,rec_td,0,,,,,
player,201110090nwe,nwe,GronRo00,rec_long,17,,,,,
player,201110090nwe,nwe,GronRo00,fumbles,0,,,,,
player,201110090nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201110090nwe,nwe,JohnCh01,pass_cmp,0,,,,,
player,201110090nwe,nwe,JohnCh01,pass_att,0,,,,,
player,201110090nwe,nwe,JohnCh01,pass_yds,0,,,,,
player,201110090nwe,nwe,JohnCh01,pass_td,0,,,,,
player,201110090nwe,nwe,JohnCh01,pass_int,0,,,,,
player,201110090nwe,nwe,JohnCh01,pass_sacked,0,,,,,
player,201110090nwe,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201110090nwe,nwe,JohnCh01,pass_long,0,,,,,
player,201110090nwe,nwe,JohnCh01,pass_rating,,,,,,
player,201110090nwe,nwe,JohnCh01,rush_att,0,,,,,
player,201110090nwe,nwe,JohnCh01,rush_yds,0,,,,,
player,201110090nwe,nwe,JohnCh01,rush_td,0,,,,,
player,201110090nwe,nwe,JohnCh01,rush_long,0,,,,,
player,201110090nwe,nwe,JohnCh01,targets,3,,,,,
player,201110090nwe,nwe,JohnCh01,rec,2,,,,,
player,201110090nwe,nwe,JohnCh01,rec_yds,23,,,,,
player,201110090nwe,nwe,JohnCh01,rec_td,0,,,,,
player,201110090nwe,nwe,JohnCh01,rec_long,16,,,,,
player,201110090nwe,nwe,JohnCh01,fumbles,0,,,,,
player,201110090nwe,nwe,JohnCh01,fumbles_lost,,,,,,
player,201110090nwe,nyj,CromAn20,def_int,1,,,,,
player,201110090nwe,nyj,CromAn20,def_int_yds,42,,,,,
player,201110090nwe,nyj,CromAn20,def_int_td,0,,,,,
player,201110090nwe,nyj,CromAn20,def_int_long,42,,,,,
player,201110090nwe,nyj,CromAn20,pass_defended,1,,,,,
player,201110090nwe,nyj,CromAn20,sacks,0.0,,,,,
player,201110090nwe,nyj,CromAn20,tackles_combined,3,,,,,
player,201110090nwe,nyj,CromAn20,tackles_solo,2,,,,,
player,201110090nwe,nyj,CromAn20,tackles_assists,1,,,,,
player,201110090nwe,nyj,CromAn20,tackles_loss,0,,,,,
player,201110090nwe,nyj,CromAn20,qb_hits,0,,,,,
player,201110090nwe,nyj,CromAn20,fumbles_rec,0,,,,,
player,201110090nwe,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201110090nwe,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201110090nwe,nyj,CromAn20,fumbles_forced,0,,,,,
player,201110090nwe,nyj,WestJa99,def_int,0,,,,,
player,201110090nwe,nyj,WestJa99,def_int_yds,0,,,,,
player,201110090nwe,nyj,WestJa99,def_int_td,0,,,,,
player,201110090nwe,nyj,WestJa99,def_int_long,0,,,,,
player,201110090nwe,nyj,WestJa99,pass_defended,0,,,,,
player,201110090nwe,nyj,WestJa99,sacks,2.0,,,,,
player,201110090nwe,nyj,WestJa99,tackles_combined,5,,,,,
player,201110090nwe,nyj,WestJa99,tackles_solo,3,,,,,
player,201110090nwe,nyj,WestJa99,tackles_assists,2,,,,,
player,201110090nwe,nyj,WestJa99,tackles_loss,2,,,,,
player,201110090nwe,nyj,WestJa99,qb_hits,2,,,,,
player,201110090nwe,nyj,WestJa99,fumbles_rec,0,,,,,
