game,2011,16,20111224,201112240cin,crd,"Arizona Cardinals",16,cin,"Cincinnati Bengals",23
player,201112240cin,cin,LeexDo00,rec_td,0,,,,,
player,201112240cin,cin,LeexDo00,rec_long,0,,,,,
player,201112240cin,cin,LeexDo00,fumbles,0,,,,,
player,201112240cin,cin,LeexDo00,fumbles_lost,,,,,,
player,201112240cin,crd,CampCa99,def_int,0,,,,,
player,201112240cin,crd,CampCa99,def_int_yds,0,,,,,
player,201112240cin,crd,CampCa99,def_int_td,0,,,,,
player,201112240cin,crd,CampCa99,def_int_long,0,,,,,
player,201112240cin,crd,CampCa99,pass_defended,2,,,,,
player,201112240cin,crd,CampCa99,sacks,1.0,,,,,
player,201112240cin,crd,CampCa99,tackles_combined,7,,,,,
player,201112240cin,crd,CampCa99,tackles_solo,4,,,,,
player,201112240cin,crd,CampCa99,tackles_assists,3,,,,,
player,201112240cin,crd,CampCa99,tackles_loss,1,,,,,
player,201112240cin,crd,CampCa99,qb_hits,1,,,,,
player,201112240cin,crd,CampCa99,fumbles_rec,0,,,,,
player,201112240cin,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201112240cin,crd,CampCa99,fumbles_forced,1,,,,,
player,201112240cin,crd,AchoSa00,def_int,0,,,,,
player,201112240cin,crd,AchoSa00,def_int_yds,0,,,,,
player,201112240cin,crd,AchoSa00,def_int_td,0,,,,,
player,201112240cin,crd,AchoSa00,def_int_long,0,,,,,
player,201112240cin,crd,AchoSa00,pass_defended,0,,,,,
player,201112240cin,crd,AchoSa00,sacks,1.0,,,,,
player,201112240cin,crd,AchoSa00,tackles_combined,2,,,,,
player,201112240cin,crd,AchoSa00,tackles_solo,2,,,,,
player,201112240cin,crd,AchoSa00,tackles_assists,0,,,,,
player,201112240cin,crd,AchoSa00,tackles_loss,1,,,,,
player,201112240cin,crd,AchoSa00,qb_hits,1,,,,,
player,201112240cin,crd,AchoSa00,fumbles_rec,0,,,,,
player,201112240cin,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201112240cin,crd,AchoSa00,fumbles_forced,0,,,,,
player,201112240cin,crd,WashDa99,def_int,0,,,,,
player,201112240cin,crd,WashDa99,def_int_yds,0,,,,,
player,201112240cin,crd,WashDa99,def_int_td,0,,,,,
player,201112240cin,crd,WashDa99,def_int_long,0,,,,,
player,201112240cin,crd,WashDa99,pass_defended,0,,,,,
player,201112240cin,crd,WashDa99,sacks,0.0,,,,,
player,201112240cin,crd,WashDa99,tackles_combined,11,,,,,
player,201112240cin,crd,WashDa99,tackles_solo,9,,,,,
player,201112240cin,crd,WashDa99,tackles_assists,2,,,,,
player,201112240cin,crd,WashDa99,tackles_loss,1,,,,,
player,201112240cin,crd,WashDa99,qb_hits,1,,,,,
player,201112240cin,crd,WashDa99,fumbles_rec,0,,,,,
player,201112240cin,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201112240cin,crd,WashDa99,fumbles_forced,0,,,,,
player,201112240cin,crd,DockDa20,def_int,0,,,,,
player,201112240cin,crd,DockDa20,def_int_yds,0,,,,,
player,201112240cin,crd,DockDa20,def_int_td,0,,,,,
player,201112240cin,crd,DockDa20,def_int_long,0,,,,,
player,201112240cin,crd,DockDa20,pass_defended,0,,,,,
player,201112240cin,crd,DockDa20,sacks,0.0,,,,,
player,201112240cin,crd,DockDa20,tackles_combined,7,,,,,
player,201112240cin,crd,DockDa20,tackles_solo,5,,,,,
player,201112240cin,crd,DockDa20,tackles_assists,2,,,,,
player,201112240cin,crd,DockDa20,tackles_loss,0,,,,,
player,201112240cin,crd,DockDa20,qb_hits,3,,,,,
player,201112240cin,crd,DockDa20,fumbles_rec,0,,,,,
player,201112240cin,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201112240cin,crd,DockDa20,fumbles_forced,0,,,,,
player,201112240cin,crd,WilsAd99,def_int,0,,,,,
player,201112240cin,crd,WilsAd99,def_int_yds,0,,,,,
player,201112240cin,crd,WilsAd99,def_int_td,0,,,,,
player,201112240cin,crd,WilsAd99,def_int_long,0,,,,,
player,201112240cin,crd,WilsAd99,pass_defended,1,,,,,
player,201112240cin,crd,WilsAd99,sacks,0.0,,,,,
player,201112240cin,crd,WilsAd99,tackles_combined,7,,,,,
player,201112240cin,crd,WilsAd99,tackles_solo,4,,,,,
player,201112240cin,crd,WilsAd99,tackles_assists,3,,,,,
player,201112240cin,crd,WilsAd99,tackles_loss,0,,,,,
player,201112240cin,crd,WilsAd99,qb_hits,0,,,,,
player,201112240cin,crd,WilsAd99,fumbles_rec,0,,,,,
player,201112240cin,crd,WilsAd99,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,WilsAd99,fumbles_rec_td,0,,,,,
player,201112240cin,crd,WilsAd99,fumbles_forced,1,,,,,
player,201112240cin,crd,JeffA.00,def_int,0,,,,,
player,201112240cin,crd,JeffA.00,def_int_yds,0,,,,,
player,201112240cin,crd,JeffA.00,def_int_td,0,,,,,
player,201112240cin,crd,JeffA.00,def_int_long,0,,,,,
player,201112240cin,crd,JeffA.00,pass_defended,0,,,,,
player,201112240cin,crd,JeffA.00,sacks,0.0,,,,,
player,201112240cin,crd,JeffA.00,tackles_combined,5,,,,,
player,201112240cin,crd,JeffA.00,tackles_solo,4,,,,,
player,201112240cin,crd,JeffA.00,tackles_assists,1,,,,,
player,201112240cin,crd,JeffA.00,tackles_loss,0,,,,,
player,201112240cin,crd,JeffA.00,qb_hits,0,,,,,
player,201112240cin,crd,JeffA.00,fumbles_rec,0,,,,,
player,201112240cin,crd,JeffA.00,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,JeffA.00,fumbles_rec_td,0,,,,,
player,201112240cin,crd,JeffA.00,fumbles_forced,0,,,,,
player,201112240cin,crd,RhodKe20,def_int,0,,,,,
player,201112240cin,crd,RhodKe20,def_int_yds,0,,,,,
player,201112240cin,crd,RhodKe20,def_int_td,0,,,,,
player,201112240cin,crd,RhodKe20,def_int_long,0,,,,,
player,201112240cin,crd,RhodKe20,pass_defended,2,,,,,
player,201112240cin,crd,RhodKe20,sacks,0.0,,,,,
player,201112240cin,crd,RhodKe20,tackles_combined,5,,,,,
player,201112240cin,crd,RhodKe20,tackles_solo,4,,,,,
player,201112240cin,crd,RhodKe20,tackles_assists,1,,,,,
player,201112240cin,crd,RhodKe20,tackles_loss,0,,,,,
player,201112240cin,crd,RhodKe20,qb_hits,0,,,,,
player,201112240cin,crd,RhodKe20,fumbles_rec,2,,,,,
player,201112240cin,crd,RhodKe20,fumbles_rec_yds,1,,,,,
player,201112240cin,crd,RhodKe20,fumbles_rec_td,0,,,,,
player,201112240cin,crd,RhodKe20,fumbles_forced,0,,,,,
player,201112240cin,crd,MarsRi20,def_int,0,,,,,
player,201112240cin,crd,MarsRi20,def_int_yds,0,,,,,
player,201112240cin,crd,MarsRi20,def_int_td,0,,,,,
player,201112240cin,crd,MarsRi20,def_int_long,0,,,,,
player,201112240cin,crd,MarsRi20,pass_defended,0,,,,,
player,201112240cin,crd,MarsRi20,sacks,0.0,,,,,
player,201112240cin,crd,MarsRi20,tackles_combined,4,,,,,
player,201112240cin,crd,MarsRi20,tackles_solo,2,,,,,
player,201112240cin,crd,MarsRi20,tackles_assists,2,,,,,
player,201112240cin,crd,MarsRi20,tackles_loss,0,,,,,
player,201112240cin,crd,MarsRi20,qb_hits,0,,,,,
player,201112240cin,crd,MarsRi20,fumbles_rec,0,,,,,
player,201112240cin,crd,MarsRi20,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,MarsRi20,fumbles_rec_td,0,,,,,
player,201112240cin,crd,MarsRi20,fumbles_forced,0,,,,,
player,201112240cin,crd,HaggCl20,def_int,0,,,,,
player,201112240cin,crd,HaggCl20,def_int_yds,0,,,,,
player,201112240cin,crd,HaggCl20,def_int_td,0,,,,,
player,201112240cin,crd,HaggCl20,def_int_long,0,,,,,
player,201112240cin,crd,HaggCl20,pass_defended,0,,,,,
player,201112240cin,crd,HaggCl20,sacks,0.0,,,,,
player,201112240cin,crd,HaggCl20,tackles_combined,3,,,,,
player,201112240cin,crd,HaggCl20,tackles_solo,1,,,,,
player,201112240cin,crd,HaggCl20,tackles_assists,2,,,,,
player,201112240cin,crd,HaggCl20,tackles_loss,0,,,,,
player,201112240cin,crd,HaggCl20,qb_hits,0,,,,,
player,201112240cin,crd,HaggCl20,fumbles_rec,0,,,,,
player,201112240cin,crd,HaggCl20,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,HaggCl20,fumbles_rec_td,0,,,,,
player,201112240cin,crd,HaggCl20,fumbles_forced,0,,,,,
player,201112240cin,crd,LenoPa20,def_int,0,,,,,
player,201112240cin,crd,LenoPa20,def_int_yds,0,,,,,
player,201112240cin,crd,LenoPa20,def_int_td,0,,,,,
player,201112240cin,crd,LenoPa20,def_int_long,0,,,,,
player,201112240cin,crd,LenoPa20,pass_defended,0,,,,,
player,201112240cin,crd,LenoPa20,sacks,0.0,,,,,
player,201112240cin,crd,LenoPa20,tackles_combined,3,,,,,
player,201112240cin,crd,LenoPa20,tackles_solo,3,,,,,
player,201112240cin,crd,LenoPa20,tackles_assists,0,,,,,
player,201112240cin,crd,LenoPa20,tackles_loss,0,,,,,
player,201112240cin,crd,LenoPa20,qb_hits,0,,,,,
player,201112240cin,crd,LenoPa20,fumbles_rec,0,,,,,
player,201112240cin,crd,LenoPa20,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,LenoPa20,fumbles_rec_td,0,,,,,
player,201112240cin,crd,LenoPa20,fumbles_forced,0,,,,,
player,201112240cin,crd,BradSt99,def_int,0,,,,,
player,201112240cin,crd,BradSt99,def_int_yds,0,,,,,
player,201112240cin,crd,BradSt99,def_int_td,0,,,,,
player,201112240cin,crd,BradSt99,def_int_long,0,,,,,
player,201112240cin,crd,BradSt99,pass_defended,0,,,,,
player,201112240cin,crd,BradSt99,sacks,0.0,,,,,
player,201112240cin,crd,BradSt99,tackles_combined,2,,,,,
player,201112240cin,crd,BradSt99,tackles_solo,0,,,,,
player,201112240cin,crd,BradSt99,tackles_assists,2,,,,,
player,201112240cin,crd,BradSt99,tackles_loss,0,,,,,
player,201112240cin,crd,BradSt99,qb_hits,0,,,,,
player,201112240cin,crd,BradSt99,fumbles_rec,0,,,,,
player,201112240cin,crd,BradSt99,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,BradSt99,fumbles_rec_td,0,,,,,
player,201112240cin,crd,BradSt99,fumbles_forced,0,,,,,
player,201112240cin,crd,CartDa01,def_int,0,,,,,
player,201112240cin,crd,CartDa01,def_int_yds,0,,,,,
player,201112240cin,crd,CartDa01,def_int_td,0,,,,,
player,201112240cin,crd,CartDa01,def_int_long,0,,,,,
player,201112240cin,crd,CartDa01,pass_defended,0,,,,,
player,201112240cin,crd,CartDa01,sacks,0.0,,,,,
player,201112240cin,crd,CartDa01,tackles_combined,2,,,,,
player,201112240cin,crd,CartDa01,tackles_solo,0,,,,,
player,201112240cin,crd,CartDa01,tackles_assists,2,,,,,
player,201112240cin,crd,CartDa01,tackles_loss,0,,,,,
player,201112240cin,crd,CartDa01,qb_hits,0,,,,,
player,201112240cin,crd,CartDa01,fumbles_rec,0,,,,,
player,201112240cin,crd,CartDa01,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,CartDa01,fumbles_rec_td,0,,,,,
player,201112240cin,crd,CartDa01,fumbles_forced,0,,,,,
player,201112240cin,crd,EasoNi20,def_int,0,,,,,
player,201112240cin,crd,EasoNi20,def_int_yds,0,,,,,
player,201112240cin,crd,EasoNi20,def_int_td,0,,,,,
player,201112240cin,crd,EasoNi20,def_int_long,0,,,,,
player,201112240cin,crd,EasoNi20,pass_defended,0,,,,,
player,201112240cin,crd,EasoNi20,sacks,0.0,,,,,
player,201112240cin,crd,EasoNi20,tackles_combined,2,,,,,
player,201112240cin,crd,EasoNi20,tackles_solo,1,,,,,
player,201112240cin,crd,EasoNi20,tackles_assists,1,,,,,
player,201112240cin,crd,EasoNi20,tackles_loss,0,,,,,
player,201112240cin,crd,EasoNi20,qb_hits,0,,,,,
player,201112240cin,crd,EasoNi20,fumbles_rec,0,,,,,
player,201112240cin,crd,EasoNi20,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,EasoNi20,fumbles_rec_td,0,,,,,
player,201112240cin,crd,EasoNi20,fumbles_forced,0,,,,,
player,201112240cin,crd,SchoOB99,def_int,0,,,,,
player,201112240cin,crd,SchoOB99,def_int_yds,0,,,,,
player,201112240cin,crd,SchoOB99,def_int_td,0,,,,,
player,201112240cin,crd,SchoOB99,def_int_long,0,,,,,
player,201112240cin,crd,SchoOB99,pass_defended,0,,,,,
player,201112240cin,crd,SchoOB99,sacks,0.0,,,,,
player,201112240cin,crd,SchoOB99,tackles_combined,2,,,,,
player,201112240cin,crd,SchoOB99,tackles_solo,1,,,,,
player,201112240cin,crd,SchoOB99,tackles_assists,1,,,,,
player,201112240cin,crd,SchoOB99,tackles_loss,0,,,,,
player,201112240cin,crd,SchoOB99,qb_hits,1,,,,,
player,201112240cin,crd,SchoOB99,fumbles_rec,0,,,,,
player,201112240cin,crd,SchoOB99,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,SchoOB99,fumbles_rec_td,0,,,,,
player,201112240cin,crd,SchoOB99,fumbles_forced,0,,,,,
player,201112240cin,crd,WalkRe00,def_int,0,,,,,
player,201112240cin,crd,WalkRe00,def_int_yds,0,,,,,
player,201112240cin,crd,WalkRe00,def_int_td,0,,,,,
player,201112240cin,crd,WalkRe00,def_int_long,0,,,,,
player,201112240cin,crd,WalkRe00,pass_defended,0,,,,,
player,201112240cin,crd,WalkRe00,sacks,0.0,,,,,
player,201112240cin,crd,WalkRe00,tackles_combined,2,,,,,
player,201112240cin,crd,WalkRe00,tackles_solo,2,,,,,
player,201112240cin,crd,WalkRe00,tackles_assists,0,,,,,
player,201112240cin,crd,WalkRe00,tackles_loss,0,,,,,
player,201112240cin,crd,WalkRe00,qb_hits,0,,,,,
player,201112240cin,crd,WalkRe00,fumbles_rec,0,,,,,
player,201112240cin,crd,WalkRe00,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,WalkRe00,fumbles_rec_td,0,,,,,
player,201112240cin,crd,WalkRe00,fumbles_forced,0,,,,,
player,201112240cin,crd,AdamMi98,def_int,0,,,,,
player,201112240cin,crd,AdamMi98,def_int_yds,0,,,,,
player,201112240cin,crd,AdamMi98,def_int_td,0,,,,,
player,201112240cin,crd,AdamMi98,def_int_long,0,,,,,
player,201112240cin,crd,AdamMi98,pass_defended,1,,,,,
player,201112240cin,crd,AdamMi98,sacks,0.0,,,,,
player,201112240cin,crd,AdamMi98,tackles_combined,1,,,,,
player,201112240cin,crd,AdamMi98,tackles_solo,1,,,,,
player,201112240cin,crd,AdamMi98,tackles_assists,0,,,,,
player,201112240cin,crd,AdamMi98,tackles_loss,0,,,,,
player,201112240cin,crd,AdamMi98,qb_hits,0,,,,,
player,201112240cin,crd,AdamMi98,fumbles_rec,0,,,,,
player,201112240cin,crd,AdamMi98,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,AdamMi98,fumbles_rec_td,0,,,,,
player,201112240cin,crd,AdamMi98,fumbles_forced,0,,,,,
player,201112240cin,crd,HousRo01,def_int,0,,,,,
player,201112240cin,crd,HousRo01,def_int_yds,0,,,,,
player,201112240cin,crd,HousRo01,def_int_td,0,,,,,
player,201112240cin,crd,HousRo01,def_int_long,0,,,,,
player,201112240cin,crd,HousRo01,pass_defended,0,,,,,
player,201112240cin,crd,HousRo01,sacks,0.0,,,,,
player,201112240cin,crd,HousRo01,tackles_combined,1,,,,,
player,201112240cin,crd,HousRo01,tackles_solo,0,,,,,
player,201112240cin,crd,HousRo01,tackles_assists,1,,,,,
player,201112240cin,crd,HousRo01,tackles_loss,0,,,,,
player,201112240cin,crd,HousRo01,qb_hits,0,,,,,
player,201112240cin,crd,HousRo01,fumbles_rec,0,,,,,
player,201112240cin,crd,HousRo01,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,HousRo01,fumbles_rec_td,0,,,,,
player,201112240cin,crd,HousRo01,fumbles_forced,0,,,,,
player,201112240cin,crd,PetePa00,def_int,0,,,,,
player,201112240cin,crd,PetePa00,def_int_yds,0,,,,,
player,201112240cin,crd,PetePa00,def_int_td,0,,,,,
player,201112240cin,crd,PetePa00,def_int_long,0,,,,,
player,201112240cin,crd,PetePa00,pass_defended,2,,,,,
player,201112240cin,crd,PetePa00,sacks,0.0,,,,,
player,201112240cin,crd,PetePa00,tackles_combined,1,,,,,
player,201112240cin,crd,PetePa00,tackles_solo,0,,,,,
player,201112240cin,crd,PetePa00,tackles_assists,1,,,,,
player,201112240cin,crd,PetePa00,tackles_loss,0,,,,,
player,201112240cin,crd,PetePa00,qb_hits,0,,,,,
player,201112240cin,crd,PetePa00,fumbles_rec,0,,,,,
player,201112240cin,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201112240cin,crd,PetePa00,fumbles_forced,0,,,,,
player,201112240cin,crd,SherAn00,def_int,0,,,,,
player,201112240cin,crd,SherAn00,def_int_yds,0,,,,,
player,201112240cin,crd,SherAn00,def_int_td,0,,,,,
player,201112240cin,crd,SherAn00,def_int_long,0,,,,,
player,201112240cin,crd,SherAn00,pass_defended,0,,,,,
player,201112240cin,crd,SherAn00,sacks,0.0,,,,,
player,201112240cin,crd,SherAn00,tackles_combined,1,,,,,
player,201112240cin,crd,SherAn00,tackles_solo,0,,,,,
player,201112240cin,crd,SherAn00,tackles_assists,1,,,,,
player,201112240cin,crd,SherAn00,tackles_loss,0,,,,,
player,201112240cin,crd,SherAn00,qb_hits,0,,,,,
player,201112240cin,crd,SherAn00,fumbles_rec,0,,,,,
player,201112240cin,crd,SherAn00,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,SherAn00,fumbles_rec_td,0,,,,,
player,201112240cin,crd,SherAn00,fumbles_forced,0,,,,,
player,201112240cin,crd,WellCh00,def_int,0,,,,,
player,201112240cin,crd,WellCh00,def_int_yds,0,,,,,
player,201112240cin,crd,WellCh00,def_int_td,0,,,,,
player,201112240cin,crd,WellCh00,def_int_long,0,,,,,
player,201112240cin,crd,WellCh00,pass_defended,0,,,,,
player,201112240cin,crd,WellCh00,sacks,0.0,,,,,
player,201112240cin,crd,WellCh00,tackles_combined,0,,,,,
player,201112240cin,crd,WellCh00,tackles_solo,0,,,,,
player,201112240cin,crd,WellCh00,tackles_assists,0,,,,,
player,201112240cin,crd,WellCh00,tackles_loss,,,,,,
player,201112240cin,crd,WellCh00,qb_hits,,,,,,
player,201112240cin,crd,WellCh00,fumbles_rec,1,,,,,
player,201112240cin,crd,WellCh00,fumbles_rec_yds,0,,,,,
player,201112240cin,crd,WellCh00,fumbles_rec_td,0,,,,,
player,201112240cin,crd,WellCh00,fumbles_forced,0,,,,,
player,201112240cin,cin,NelsRe99,def_int,1,,,,,
player,201112240cin,cin,NelsRe99,def_int_yds,17,,,,,
player,201112240cin,cin,NelsRe99,def_int_td,0,,,,,
player,201112240cin,cin,NelsRe99,def_int_long,17,,,,,
player,201112240cin,cin,NelsRe99,pass_defended,1,,,,,
player,201112240cin,cin,NelsRe99,sacks,1.0,,,,,
player,201112240cin,cin,NelsRe99,tackles_combined,7,,,,,
player,201112240cin,cin,NelsRe99,tackles_solo,5,,,,,
player,201112240cin,cin,NelsRe99,tackles_assists,2,,,,,
player,201112240cin,cin,NelsRe99,tackles_loss,1,,,,,
player,201112240cin,cin,NelsRe99,qb_hits,1,,,,,
player,201112240cin,cin,NelsRe99,fumbles_rec,0,,,,,
player,201112240cin,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201112240cin,cin,NelsRe99,fumbles_forced,0,,,,,
player,201112240cin,cin,ClemNa99,def_int,1,,,,,
player,201112240cin,cin,ClemNa99,def_int_yds,-2,,,,,
player,201112240cin,cin,ClemNa99,def_int_td,0,,,,,
player,201112240cin,cin,ClemNa99,def_int_long,-2,,,,,
player,201112240cin,cin,ClemNa99,pass_defended,1,,,,,
player,201112240cin,cin,ClemNa99,sacks,0.0,,,,,
player,201112240cin,cin,ClemNa99,tackles_combined,4,,,,,
player,201112240cin,cin,ClemNa99,tackles_solo,4,,,,,
player,201112240cin,cin,ClemNa99,tackles_assists,0,,,,,
player,201112240cin,cin,ClemNa99,tackles_loss,1,,,,,
player,201112240cin,cin,ClemNa99,qb_hits,1,,,,,
player,201112240cin,cin,ClemNa99,fumbles_rec,0,,,,,
player,201112240cin,cin,ClemNa99,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,ClemNa99,fumbles_rec_td,0,,,,,
player,201112240cin,cin,ClemNa99,fumbles_forced,0,,,,,
player,201112240cin,cin,MauaRe99,def_int,1,,,,,
player,201112240cin,cin,MauaRe99,def_int_yds,2,,,,,
player,201112240cin,cin,MauaRe99,def_int_td,0,,,,,
player,201112240cin,cin,MauaRe99,def_int_long,2,,,,,
player,201112240cin,cin,MauaRe99,pass_defended,1,,,,,
player,201112240cin,cin,MauaRe99,sacks,0.0,,,,,
player,201112240cin,cin,MauaRe99,tackles_combined,3,,,,,
player,201112240cin,cin,MauaRe99,tackles_solo,2,,,,,
player,201112240cin,cin,MauaRe99,tackles_assists,1,,,,,
player,201112240cin,cin,MauaRe99,tackles_loss,0,,,,,
player,201112240cin,cin,MauaRe99,qb_hits,0,,,,,
player,201112240cin,cin,MauaRe99,fumbles_rec,0,,,,,
player,201112240cin,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201112240cin,cin,MauaRe99,fumbles_forced,0,,,,,
player,201112240cin,cin,FaneJo20,def_int,0,,,,,
player,201112240cin,cin,FaneJo20,def_int_yds,0,,,,,
player,201112240cin,cin,FaneJo20,def_int_td,0,,,,,
player,201112240cin,cin,FaneJo20,def_int_long,0,,,,,
player,201112240cin,cin,FaneJo20,pass_defended,0,,,,,
player,201112240cin,cin,FaneJo20,sacks,2.0,,,,,
player,201112240cin,cin,FaneJo20,tackles_combined,2,,,,,
player,201112240cin,cin,FaneJo20,tackles_solo,2,,,,,
player,201112240cin,cin,FaneJo20,tackles_assists,0,,,,,
player,201112240cin,cin,FaneJo20,tackles_loss,2,,,,,
player,201112240cin,cin,FaneJo20,qb_hits,4,,,,,
player,201112240cin,cin,FaneJo20,fumbles_rec,0,,,,,
player,201112240cin,cin,FaneJo20,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,FaneJo20,fumbles_rec_td,0,,,,,
player,201112240cin,cin,FaneJo20,fumbles_forced,0,,,,,
player,201112240cin,cin,PekoDo20,def_int,0,,,,,
player,201112240cin,cin,PekoDo20,def_int_yds,0,,,,,
player,201112240cin,cin,PekoDo20,def_int_td,0,,,,,
player,201112240cin,cin,PekoDo20,def_int_long,0,,,,,
player,201112240cin,cin,PekoDo20,pass_defended,0,,,,,
player,201112240cin,cin,PekoDo20,sacks,1.0,,,,,
player,201112240cin,cin,PekoDo20,tackles_combined,5,,,,,
player,201112240cin,cin,PekoDo20,tackles_solo,1,,,,,
player,201112240cin,cin,PekoDo20,tackles_assists,4,,,,,
player,201112240cin,cin,PekoDo20,tackles_loss,1,,,,,
player,201112240cin,cin,PekoDo20,qb_hits,1,,,,,
player,201112240cin,cin,PekoDo20,fumbles_rec,0,,,,,
player,201112240cin,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201112240cin,cin,PekoDo20,fumbles_forced,0,,,,,
player,201112240cin,cin,DunlCa99,def_int,0,,,,,
player,201112240cin,cin,DunlCa99,def_int_yds,0,,,,,
player,201112240cin,cin,DunlCa99,def_int_td,0,,,,,
player,201112240cin,cin,DunlCa99,def_int_long,0,,,,,
player,201112240cin,cin,DunlCa99,pass_defended,0,,,,,
player,201112240cin,cin,DunlCa99,sacks,1.0,,,,,
player,201112240cin,cin,DunlCa99,tackles_combined,1,,,,,
player,201112240cin,cin,DunlCa99,tackles_solo,1,,,,,
player,201112240cin,cin,DunlCa99,tackles_assists,0,,,,,
player,201112240cin,cin,DunlCa99,tackles_loss,1,,,,,
player,201112240cin,cin,DunlCa99,qb_hits,3,,,,,
player,201112240cin,cin,DunlCa99,fumbles_rec,0,,,,,
player,201112240cin,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201112240cin,cin,DunlCa99,fumbles_forced,0,,,,,
player,201112240cin,cin,HowaTh20,def_int,0,,,,,
player,201112240cin,cin,HowaTh20,def_int_yds,0,,,,,
player,201112240cin,cin,HowaTh20,def_int_td,0,,,,,
player,201112240cin,cin,HowaTh20,def_int_long,0,,,,,
player,201112240cin,cin,HowaTh20,pass_defended,1,,,,,
player,201112240cin,cin,HowaTh20,sacks,0.0,,,,,
player,201112240cin,cin,HowaTh20,tackles_combined,6,,,,,
player,201112240cin,cin,HowaTh20,tackles_solo,3,,,,,
player,201112240cin,cin,HowaTh20,tackles_assists,3,,,,,
player,201112240cin,cin,HowaTh20,tackles_loss,0,,,,,
player,201112240cin,cin,HowaTh20,qb_hits,0,,,,,
player,201112240cin,cin,HowaTh20,fumbles_rec,0,,,,,
player,201112240cin,cin,HowaTh20,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,HowaTh20,fumbles_rec_td,0,,,,,
player,201112240cin,cin,HowaTh20,fumbles_forced,0,,,,,
player,201112240cin,cin,JennKe20,def_int,0,,,,,
player,201112240cin,cin,JennKe20,def_int_yds,0,,,,,
player,201112240cin,cin,JennKe20,def_int_td,0,,,,,
player,201112240cin,cin,JennKe20,def_int_long,0,,,,,
player,201112240cin,cin,JennKe20,pass_defended,1,,,,,
player,201112240cin,cin,JennKe20,sacks,0.0,,,,,
player,201112240cin,cin,JennKe20,tackles_combined,5,,,,,
player,201112240cin,cin,JennKe20,tackles_solo,4,,,,,
player,201112240cin,cin,JennKe20,tackles_assists,1,,,,,
player,201112240cin,cin,JennKe20,tackles_loss,0,,,,,
player,201112240cin,cin,JennKe20,qb_hits,0,,,,,
player,201112240cin,cin,JennKe20,fumbles_rec,0,,,,,
player,201112240cin,cin,JennKe20,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,JennKe20,fumbles_rec_td,0,,,,,
player,201112240cin,cin,JennKe20,fumbles_forced,0,,,,,
player,201112240cin,cin,JohnMi98,def_int,0,,,,,
player,201112240cin,cin,JohnMi98,def_int_yds,0,,,,,
player,201112240cin,cin,JohnMi98,def_int_td,0,,,,,
player,201112240cin,cin,JohnMi98,def_int_long,0,,,,,
player,201112240cin,cin,JohnMi98,pass_defended,0,,,,,
player,201112240cin,cin,JohnMi98,sacks,0.0,,,,,
player,201112240cin,cin,JohnMi98,tackles_combined,5,,,,,
player,201112240cin,cin,JohnMi98,tackles_solo,2,,,,,
player,201112240cin,cin,JohnMi98,tackles_assists,3,,,,,
player,201112240cin,cin,JohnMi98,tackles_loss,1,,,,,
player,201112240cin,cin,JohnMi98,qb_hits,0,,,,,
player,201112240cin,cin,JohnMi98,fumbles_rec,0,,,,,
player,201112240cin,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201112240cin,cin,JohnMi98,fumbles_forced,0,,,,,
player,201112240cin,cin,JonePa20,def_int,0,,,,,
