game,2011,4,20111002,201110020gnb,den,"Denver Broncos",23,gnb,"Green Bay Packers",49
player,201110020gnb,den,McGaWi00,pass_att,0,,,,,
player,201110020gnb,den,McGaWi00,pass_yds,0,,,,,
player,201110020gnb,den,McGaWi00,pass_td,0,,,,,
player,201110020gnb,den,McGaWi00,pass_int,0,,,,,
player,201110020gnb,den,McGaWi00,pass_sacked,0,,,,,
player,201110020gnb,den,McGaWi00,pass_sacked_yds,0,,,,,
player,201110020gnb,den,McGaWi00,pass_long,0,,,,,
player,201110020gnb,den,McGaWi00,pass_rating,,,,,,
player,201110020gnb,den,McGaWi00,rush_att,15,,,,,
player,201110020gnb,den,McGaWi00,rush_yds,103,,,,,
player,201110020gnb,den,McGaWi00,rush_td,0,,,,,
player,201110020gnb,den,McGaWi00,rush_long,28,,,,,
player,201110020gnb,den,McGaWi00,targets,2,,,,,
player,201110020gnb,den,McGaWi00,rec,2,,,,,
player,201110020gnb,den,McGaWi00,rec_yds,10,,,,,
player,201110020gnb,den,McGaWi00,rec_td,0,,,,,
player,201110020gnb,den,McGaWi00,rec_long,5,,,,,
player,201110020gnb,den,McGaWi00,fumbles,0,,,,,
player,201110020gnb,den,McGaWi00,fumbles_lost,,,,,,
player,201110020gnb,den,BallLa00,pass_cmp,0,,,,,
player,201110020gnb,den,BallLa00,pass_att,0,,,,,
player,201110020gnb,den,BallLa00,pass_yds,0,,,,,
player,201110020gnb,den,BallLa00,pass_td,0,,,,,
player,201110020gnb,den,BallLa00,pass_int,0,,,,,
player,201110020gnb,den,BallLa00,pass_sacked,0,,,,,
player,201110020gnb,den,BallLa00,pass_sacked_yds,0,,,,,
player,201110020gnb,den,BallLa00,pass_long,0,,,,,
player,201110020gnb,den,BallLa00,pass_rating,,,,,,
player,201110020gnb,den,BallLa00,rush_att,2,,,,,
player,201110020gnb,den,BallLa00,rush_yds,5,,,,,
player,201110020gnb,den,BallLa00,rush_td,0,,,,,
player,201110020gnb,den,BallLa00,rush_long,6,,,,,
player,201110020gnb,den,BallLa00,targets,2,,,,,
player,201110020gnb,den,BallLa00,rec,1,,,,,
player,201110020gnb,den,BallLa00,rec_yds,6,,,,,
player,201110020gnb,den,BallLa00,rec_td,0,,,,,
player,201110020gnb,den,BallLa00,rec_long,6,,,,,
player,201110020gnb,den,BallLa00,fumbles,0,,,,,
player,201110020gnb,den,BallLa00,fumbles_lost,,,,,,
player,201110020gnb,den,MoreKn00,pass_cmp,0,,,,,
player,201110020gnb,den,MoreKn00,pass_att,0,,,,,
player,201110020gnb,den,MoreKn00,pass_yds,0,,,,,
player,201110020gnb,den,MoreKn00,pass_td,0,,,,,
player,201110020gnb,den,MoreKn00,pass_int,0,,,,,
player,201110020gnb,den,MoreKn00,pass_sacked,0,,,,,
player,201110020gnb,den,MoreKn00,pass_sacked_yds,0,,,,,
player,201110020gnb,den,MoreKn00,pass_long,0,,,,,
player,201110020gnb,den,MoreKn00,pass_rating,,,,,,
player,201110020gnb,den,MoreKn00,rush_att,2,,,,,
player,201110020gnb,den,MoreKn00,rush_yds,4,,,,,
player,201110020gnb,den,MoreKn00,rush_td,0,,,,,
player,201110020gnb,den,MoreKn00,rush_long,4,,,,,
player,201110020gnb,den,MoreKn00,targets,1,,,,,
player,201110020gnb,den,MoreKn00,rec,1,,,,,
player,201110020gnb,den,MoreKn00,rec_yds,7,,,,,
player,201110020gnb,den,MoreKn00,rec_td,0,,,,,
player,201110020gnb,den,MoreKn00,rec_long,7,,,,,
player,201110020gnb,den,MoreKn00,fumbles,0,,,,,
player,201110020gnb,den,MoreKn00,fumbles_lost,,,,,,
player,201110020gnb,den,DeckEr00,pass_cmp,0,,,,,
player,201110020gnb,den,DeckEr00,pass_att,0,,,,,
player,201110020gnb,den,DeckEr00,pass_yds,0,,,,,
player,201110020gnb,den,DeckEr00,pass_td,0,,,,,
player,201110020gnb,den,DeckEr00,pass_int,0,,,,,
player,201110020gnb,den,DeckEr00,pass_sacked,0,,,,,
player,201110020gnb,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201110020gnb,den,DeckEr00,pass_long,0,,,,,
player,201110020gnb,den,DeckEr00,pass_rating,,,,,,
player,201110020gnb,den,DeckEr00,rush_att,1,,,,,
player,201110020gnb,den,DeckEr00,rush_yds,1,,,,,
player,201110020gnb,den,DeckEr00,rush_td,0,,,,,
player,201110020gnb,den,DeckEr00,rush_long,1,,,,,
player,201110020gnb,den,DeckEr00,targets,10,,,,,
player,201110020gnb,den,DeckEr00,rec,5,,,,,
player,201110020gnb,den,DeckEr00,rec_yds,56,,,,,
player,201110020gnb,den,DeckEr00,rec_td,2,,,,,
player,201110020gnb,den,DeckEr00,rec_long,33,,,,,
player,201110020gnb,den,DeckEr00,fumbles,0,,,,,
player,201110020gnb,den,DeckEr00,fumbles_lost,,,,,,
player,201110020gnb,den,LloyBr00,pass_cmp,0,,,,,
player,201110020gnb,den,LloyBr00,pass_att,0,,,,,
player,201110020gnb,den,LloyBr00,pass_yds,0,,,,,
player,201110020gnb,den,LloyBr00,pass_td,0,,,,,
player,201110020gnb,den,LloyBr00,pass_int,0,,,,,
player,201110020gnb,den,LloyBr00,pass_sacked,0,,,,,
player,201110020gnb,den,LloyBr00,pass_sacked_yds,0,,,,,
player,201110020gnb,den,LloyBr00,pass_long,0,,,,,
player,201110020gnb,den,LloyBr00,pass_rating,,,,,,
player,201110020gnb,den,LloyBr00,rush_att,0,,,,,
player,201110020gnb,den,LloyBr00,rush_yds,0,,,,,
player,201110020gnb,den,LloyBr00,rush_td,0,,,,,
player,201110020gnb,den,LloyBr00,rush_long,0,,,,,
player,201110020gnb,den,LloyBr00,targets,11,,,,,
player,201110020gnb,den,LloyBr00,rec,8,,,,,
player,201110020gnb,den,LloyBr00,rec_yds,136,,,,,
player,201110020gnb,den,LloyBr00,rec_td,0,,,,,
player,201110020gnb,den,LloyBr00,rec_long,44,,,,,
player,201110020gnb,den,LloyBr00,fumbles,0,,,,,
player,201110020gnb,den,LloyBr00,fumbles_lost,,,,,,
player,201110020gnb,den,FellDa00,pass_cmp,0,,,,,
player,201110020gnb,den,FellDa00,pass_att,0,,,,,
player,201110020gnb,den,FellDa00,pass_yds,0,,,,,
player,201110020gnb,den,FellDa00,pass_td,0,,,,,
player,201110020gnb,den,FellDa00,pass_int,0,,,,,
player,201110020gnb,den,FellDa00,pass_sacked,0,,,,,
player,201110020gnb,den,FellDa00,pass_sacked_yds,0,,,,,
player,201110020gnb,den,FellDa00,pass_long,0,,,,,
player,201110020gnb,den,FellDa00,pass_rating,,,,,,
player,201110020gnb,den,FellDa00,rush_att,0,,,,,
player,201110020gnb,den,FellDa00,rush_yds,0,,,,,
player,201110020gnb,den,FellDa00,rush_td,0,,,,,
player,201110020gnb,den,FellDa00,rush_long,0,,,,,
player,201110020gnb,den,FellDa00,targets,3,,,,,
player,201110020gnb,den,FellDa00,rec,2,,,,,
player,201110020gnb,den,FellDa00,rec_yds,29,,,,,
player,201110020gnb,den,FellDa00,rec_td,1,,,,,
player,201110020gnb,den,FellDa00,rec_long,22,,,,,
player,201110020gnb,den,FellDa00,fumbles,1,,,,,
player,201110020gnb,den,FellDa00,fumbles_lost,1,,,,,
player,201110020gnb,den,WillMa00,pass_cmp,0,,,,,
player,201110020gnb,den,WillMa00,pass_att,0,,,,,
player,201110020gnb,den,WillMa00,pass_yds,0,,,,,
player,201110020gnb,den,WillMa00,pass_td,0,,,,,
player,201110020gnb,den,WillMa00,pass_int,0,,,,,
player,201110020gnb,den,WillMa00,pass_sacked,0,,,,,
player,201110020gnb,den,WillMa00,pass_sacked_yds,0,,,,,
player,201110020gnb,den,WillMa00,pass_long,0,,,,,
player,201110020gnb,den,WillMa00,pass_rating,,,,,,
player,201110020gnb,den,WillMa00,rush_att,0,,,,,
player,201110020gnb,den,WillMa00,rush_yds,0,,,,,
player,201110020gnb,den,WillMa00,rush_td,0,,,,,
player,201110020gnb,den,WillMa00,rush_long,0,,,,,
player,201110020gnb,den,WillMa00,targets,1,,,,,
player,201110020gnb,den,WillMa00,rec,1,,,,,
player,201110020gnb,den,WillMa00,rec_yds,15,,,,,
player,201110020gnb,den,WillMa00,rec_td,0,,,,,
player,201110020gnb,den,WillMa00,rec_long,15,,,,,
player,201110020gnb,den,WillMa00,fumbles,0,,,,,
player,201110020gnb,den,WillMa00,fumbles_lost,,,,,,
player,201110020gnb,den,GreeVi00,pass_cmp,0,,,,,
player,201110020gnb,den,GreeVi00,pass_att,0,,,,,
player,201110020gnb,den,GreeVi00,pass_yds,0,,,,,
player,201110020gnb,den,GreeVi00,pass_td,0,,,,,
player,201110020gnb,den,GreeVi00,pass_int,0,,,,,
player,201110020gnb,den,GreeVi00,pass_sacked,0,,,,,
player,201110020gnb,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201110020gnb,den,GreeVi00,pass_long,0,,,,,
player,201110020gnb,den,GreeVi00,pass_rating,,,,,,
player,201110020gnb,den,GreeVi00,rush_att,0,,,,,
player,201110020gnb,den,GreeVi00,rush_yds,0,,,,,
player,201110020gnb,den,GreeVi00,rush_td,0,,,,,
player,201110020gnb,den,GreeVi00,rush_long,0,,,,,
player,201110020gnb,den,GreeVi00,targets,1,,,,,
player,201110020gnb,den,GreeVi00,rec,1,,,,,
player,201110020gnb,den,GreeVi00,rec_yds,8,,,,,
player,201110020gnb,den,GreeVi00,rec_td,0,,,,,
player,201110020gnb,den,GreeVi00,rec_long,8,,,,,
player,201110020gnb,den,GreeVi00,fumbles,0,,,,,
player,201110020gnb,den,GreeVi00,fumbles_lost,,,,,,
player,201110020gnb,den,LarsSp99,pass_cmp,0,,,,,
player,201110020gnb,den,LarsSp99,pass_att,0,,,,,
player,201110020gnb,den,LarsSp99,pass_yds,0,,,,,
player,201110020gnb,den,LarsSp99,pass_td,0,,,,,
player,201110020gnb,den,LarsSp99,pass_int,0,,,,,
player,201110020gnb,den,LarsSp99,pass_sacked,0,,,,,
player,201110020gnb,den,LarsSp99,pass_sacked_yds,0,,,,,
player,201110020gnb,den,LarsSp99,pass_long,0,,,,,
player,201110020gnb,den,LarsSp99,pass_rating,,,,,,
player,201110020gnb,den,LarsSp99,rush_att,0,,,,,
player,201110020gnb,den,LarsSp99,rush_yds,0,,,,,
player,201110020gnb,den,LarsSp99,rush_td,0,,,,,
player,201110020gnb,den,LarsSp99,rush_long,0,,,,,
player,201110020gnb,den,LarsSp99,targets,1,,,,,
player,201110020gnb,den,LarsSp99,rec,1,,,,,
player,201110020gnb,den,LarsSp99,rec_yds,6,,,,,
player,201110020gnb,den,LarsSp99,rec_td,0,,,,,
player,201110020gnb,den,LarsSp99,rec_long,6,,,,,
player,201110020gnb,den,LarsSp99,fumbles,0,,,,,
player,201110020gnb,den,LarsSp99,fumbles_lost,,,,,,
player,201110020gnb,den,TeboTi00,pass_cmp,0,,,,,
player,201110020gnb,den,TeboTi00,pass_att,0,,,,,
player,201110020gnb,den,TeboTi00,pass_yds,0,,,,,
player,201110020gnb,den,TeboTi00,pass_td,0,,,,,
player,201110020gnb,den,TeboTi00,pass_int,0,,,,,
player,201110020gnb,den,TeboTi00,pass_sacked,0,,,,,
player,201110020gnb,den,TeboTi00,pass_sacked_yds,0,,,,,
player,201110020gnb,den,TeboTi00,pass_long,0,,,,,
player,201110020gnb,den,TeboTi00,pass_rating,,,,,,
player,201110020gnb,den,TeboTi00,rush_att,1,,,,,
player,201110020gnb,den,TeboTi00,rush_yds,-1,,,,,
player,201110020gnb,den,TeboTi00,rush_td,0,,,,,
player,201110020gnb,den,TeboTi00,rush_long,-1,,,,,
player,201110020gnb,den,TeboTi00,targets,0,,,,,
player,201110020gnb,den,TeboTi00,rec,0,,,,,
player,201110020gnb,den,TeboTi00,rec_yds,0,,,,,
player,201110020gnb,den,TeboTi00,rec_td,0,,,,,
player,201110020gnb,den,TeboTi00,rec_long,0,,,,,
player,201110020gnb,den,TeboTi00,fumbles,0,,,,,
player,201110020gnb,den,TeboTi00,fumbles_lost,,,,,,
player,201110020gnb,gnb,RodgAa00,pass_cmp,29,,,,,
player,201110020gnb,gnb,RodgAa00,pass_att,38,,,,,
player,201110020gnb,gnb,RodgAa00,pass_yds,408,,,,,
player,201110020gnb,gnb,RodgAa00,pass_td,4,,,,,
player,201110020gnb,gnb,RodgAa00,pass_int,1,,,,,
player,201110020gnb,gnb,RodgAa00,pass_sacked,2,,,,,
player,201110020gnb,gnb,RodgAa00,pass_sacked_yds,12,,,,,
player,201110020gnb,gnb,RodgAa00,pass_long,61,,,,,
player,201110020gnb,gnb,RodgAa00,pass_rating,134.5,,,,,
player,201110020gnb,gnb,RodgAa00,rush_att,9,,,,,
player,201110020gnb,gnb,RodgAa00,rush_yds,36,,,,,
player,201110020gnb,gnb,RodgAa00,rush_td,2,,,,,
player,201110020gnb,gnb,RodgAa00,rush_long,11,,,,,
player,201110020gnb,gnb,RodgAa00,targets,0,,,,,
player,201110020gnb,gnb,RodgAa00,rec,0,,,,,
player,201110020gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201110020gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201110020gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201110020gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201110020gnb,gnb,RodgAa00,fumbles_lost,,,,,,
player,201110020gnb,gnb,FlynMa00,pass_cmp,0,,,,,
player,201110020gnb,gnb,FlynMa00,pass_att,1,,,,,
player,201110020gnb,gnb,FlynMa00,pass_yds,0,,,,,
player,201110020gnb,gnb,FlynMa00,pass_td,0,,,,,
player,201110020gnb,gnb,FlynMa00,pass_int,1,,,,,
player,201110020gnb,gnb,FlynMa00,pass_sacked,0,,,,,
player,201110020gnb,gnb,FlynMa00,pass_sacked_yds,0,,,,,
player,201110020gnb,gnb,FlynMa00,pass_long,0,,,,,
player,201110020gnb,gnb,FlynMa00,pass_rating,0.0,,,,,
player,201110020gnb,gnb,FlynMa00,rush_att,2,,,,,
player,201110020gnb,gnb,FlynMa00,rush_yds,-2,,,,,
player,201110020gnb,gnb,FlynMa00,rush_td,0,,,,,
player,201110020gnb,gnb,FlynMa00,rush_long,-1,,,,,
player,201110020gnb,gnb,FlynMa00,targets,0,,,,,
player,201110020gnb,gnb,FlynMa00,rec,0,,,,,
player,201110020gnb,gnb,FlynMa00,rec_yds,0,,,,,
player,201110020gnb,gnb,FlynMa00,rec_td,0,,,,,
player,201110020gnb,gnb,FlynMa00,rec_long,0,,,,,
player,201110020gnb,gnb,FlynMa00,fumbles,0,,,,,
player,201110020gnb,gnb,FlynMa00,fumbles_lost,,,,,,
player,201110020gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201110020gnb,gnb,StarJa00,pass_att,0,,,,,
player,201110020gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201110020gnb,gnb,StarJa00,pass_td,0,,,,,
player,201110020gnb,gnb,StarJa00,pass_int,0,,,,,
player,201110020gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201110020gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201110020gnb,gnb,StarJa00,pass_long,0,,,,,
player,201110020gnb,gnb,StarJa00,pass_rating,,,,,,
player,201110020gnb,gnb,StarJa00,rush_att,13,,,,,
player,201110020gnb,gnb,StarJa00,rush_yds,63,,,,,
player,201110020gnb,gnb,StarJa00,rush_td,0,,,,,
player,201110020gnb,gnb,StarJa00,rush_long,22,,,,,
player,201110020gnb,gnb,StarJa00,targets,6,,,,,
player,201110020gnb,gnb,StarJa00,rec,5,,,,,
player,201110020gnb,gnb,StarJa00,rec_yds,38,,,,,
player,201110020gnb,gnb,StarJa00,rec_td,0,,,,,
player,201110020gnb,gnb,StarJa00,rec_long,16,,,,,
player,201110020gnb,gnb,StarJa00,fumbles,0,,,,,
player,201110020gnb,gnb,StarJa00,fumbles_lost,,,,,,
player,201110020gnb,gnb,GreeAl00,pass_cmp,0,,,,,
player,201110020gnb,gnb,GreeAl00,pass_att,0,,,,,
player,201110020gnb,gnb,GreeAl00,pass_yds,0,,,,,
player,201110020gnb,gnb,GreeAl00,pass_td,0,,,,,
player,201110020gnb,gnb,GreeAl00,pass_int,0,,,,,
player,201110020gnb,gnb,GreeAl00,pass_sacked,0,,,,,
player,201110020gnb,gnb,GreeAl00,pass_sacked_yds,0,,,,,
player,201110020gnb,gnb,GreeAl00,pass_long,0,,,,,
player,201110020gnb,gnb,GreeAl00,pass_rating,,,,,,
player,201110020gnb,gnb,GreeAl00,rush_att,3,,,,,
player,201110020gnb,gnb,GreeAl00,rush_yds,11,,,,,
player,201110020gnb,gnb,GreeAl00,rush_td,0,,,,,
player,201110020gnb,gnb,GreeAl00,rush_long,8,,,,,
player,201110020gnb,gnb,GreeAl00,targets,0,,,,,
player,201110020gnb,gnb,GreeAl00,rec,0,,,,,
player,201110020gnb,gnb,GreeAl00,rec_yds,0,,,,,
player,201110020gnb,gnb,GreeAl00,rec_td,0,,,,,
player,201110020gnb,gnb,GreeAl00,rec_long,0,,,,,
player,201110020gnb,gnb,GreeAl00,fumbles,0,,,,,
player,201110020gnb,gnb,GreeAl00,fumbles_lost,,,,,,
player,201110020gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201110020gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201110020gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201110020gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201110020gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201110020gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201110020gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201110020gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201110020gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201110020gnb,gnb,KuhnJo00,rush_att,1,,,,,
player,201110020gnb,gnb,KuhnJo00,rush_yds,3,,,,,
player,201110020gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201110020gnb,gnb,KuhnJo00,rush_long,3,,,,,
player,201110020gnb,gnb,KuhnJo00,targets,1,,,,,
player,201110020gnb,gnb,KuhnJo00,rec,1,,,,,
player,201110020gnb,gnb,KuhnJo00,rec_yds,5,,,,,
player,201110020gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201110020gnb,gnb,KuhnJo00,rec_long,5,,,,,
player,201110020gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201110020gnb,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201110020gnb,gnb,JennGr00,pass_cmp,0,,,,,
player,201110020gnb,gnb,JennGr00,pass_att,0,,,,,
player,201110020gnb,gnb,JennGr00,pass_yds,0,,,,,
player,201110020gnb,gnb,JennGr00,pass_td,0,,,,,
player,201110020gnb,gnb,JennGr00,pass_int,0,,,,,
player,201110020gnb,gnb,JennGr00,pass_sacked,0,,,,,
player,201110020gnb,gnb,JennGr00,pass_sacked_yds,0,,,,,
player,201110020gnb,gnb,JennGr00,pass_long,0,,,,,
player,201110020gnb,gnb,JennGr00,pass_rating,,,,,,
player,201110020gnb,gnb,JennGr00,rush_att,0,,,,,
player,201110020gnb,gnb,JennGr00,rush_yds,0,,,,,
player,201110020gnb,gnb,JennGr00,rush_td,0,,,,,
player,201110020gnb,gnb,JennGr00,rush_long,0,,,,,
player,201110020gnb,gnb,JennGr00,targets,7,,,,,
player,201110020gnb,gnb,JennGr00,rec,7,,,,,
player,201110020gnb,gnb,JennGr00,rec_yds,103,,,,,
player,201110020gnb,gnb,JennGr00,rec_td,1,,,,,
player,201110020gnb,gnb,JennGr00,rec_long,43,,,,,
player,201110020gnb,gnb,JennGr00,fumbles,0,,,,,
player,201110020gnb,gnb,JennGr00,fumbles_lost,,,,,,
player,201110020gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201110020gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201110020gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201110020gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201110020gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201110020gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201110020gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201110020gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201110020gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201110020gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201110020gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201110020gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201110020gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201110020gnb,gnb,NelsJo00,targets,6,,,,,
player,201110020gnb,gnb,NelsJo00,rec,5,,,,,
player,201110020gnb,gnb,NelsJo00,rec_yds,91,,,,,
player,201110020gnb,gnb,NelsJo00,rec_td,1,,,,,
player,201110020gnb,gnb,NelsJo00,rec_long,50,,,,,
player,201110020gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201110020gnb,gnb,NelsJo00,fumbles_lost,,,,,,
player,201110020gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201110020gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201110020gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201110020gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201110020gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201110020gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201110020gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201110020gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201110020gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201110020gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201110020gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201110020gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201110020gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201110020gnb,gnb,CobbRa00,targets,3,,,,,
player,201110020gnb,gnb,CobbRa00,rec,2,,,,,
player,201110020gnb,gnb,CobbRa00,rec_yds,75,,,,,
player,201110020gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201110020gnb,gnb,CobbRa00,rec_long,61,,,,,
player,201110020gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201110020gnb,gnb,CobbRa00,fumbles_lost,,,,,,
player,201110020gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201110020gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201110020gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201110020gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201110020gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201110020gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201110020gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201110020gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201110020gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201110020gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201110020gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201110020gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201110020gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201110020gnb,gnb,JoneJa04,targets,4,,,,,
player,201110020gnb,gnb,JoneJa04,rec,3,,,,,
player,201110020gnb,gnb,JoneJa04,rec_yds,48,,,,,
player,201110020gnb,gnb,JoneJa04,rec_td,1,,,,,
player,201110020gnb,gnb,JoneJa04,rec_long,18,,,,,
player,201110020gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201110020gnb,gnb,JoneJa04,fumbles_lost,,,,,,
player,201110020gnb,gnb,FinlJe00,pass_cmp,0,,,,,
player,201110020gnb,gnb,FinlJe00,pass_att,0,,,,,
player,201110020gnb,gnb,FinlJe00,pass_yds,0,,,,,
player,201110020gnb,gnb,FinlJe00,pass_td,0,,,,,
player,201110020gnb,gnb,FinlJe00,pass_int,0,,,,,
player,201110020gnb,gnb,FinlJe00,pass_sacked,0,,,,,
player,201110020gnb,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201110020gnb,gnb,FinlJe00,pass_long,0,,,,,
player,201110020gnb,gnb,FinlJe00,pass_rating,,,,,,
player,201110020gnb,gnb,FinlJe00,rush_att,0,,,,,
player,201110020gnb,gnb,FinlJe00,rush_yds,0,,,,,
player,201110020gnb,gnb,FinlJe00,rush_td,0,,,,,
player,201110020gnb,gnb,FinlJe00,rush_long,0,,,,,
player,201110020gnb,gnb,FinlJe00,targets,6,,,,,
player,201110020gnb,gnb,FinlJe00,rec,3,,,,,
player,201110020gnb,gnb,FinlJe00,rec_yds,28,,,,,
player,201110020gnb,gnb,FinlJe00,rec_td,0,,,,,
player,201110020gnb,gnb,FinlJe00,rec_long,16,,,,,
player,201110020gnb,gnb,FinlJe00,fumbles,0,,,,,
