game,2011,4,20111003,201110030tam,clt,"Indianapolis Colts",17,tam,"Tampa Bay Buccaneers",24
player,201110030tam,clt,WheePh99,def_int_td,0,,,,,
player,201110030tam,clt,WheePh99,def_int_long,0,,,,,
player,201110030tam,clt,WheePh99,pass_defended,0,,,,,
player,201110030tam,clt,WheePh99,sacks,0.0,,,,,
player,201110030tam,clt,WheePh99,tackles_combined,10,,,,,
player,201110030tam,clt,WheePh99,tackles_solo,6,,,,,
player,201110030tam,clt,WheePh99,tackles_assists,4,,,,,
player,201110030tam,clt,WheePh99,tackles_loss,0,,,,,
player,201110030tam,clt,WheePh99,qb_hits,0,,,,,
player,201110030tam,clt,WheePh99,fumbles_rec,0,,,,,
player,201110030tam,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201110030tam,clt,WheePh99,fumbles_forced,0,,,,,
player,201110030tam,clt,AngePa99,def_int,0,,,,,
player,201110030tam,clt,AngePa99,def_int_yds,0,,,,,
player,201110030tam,clt,AngePa99,def_int_td,0,,,,,
player,201110030tam,clt,AngePa99,def_int_long,0,,,,,
player,201110030tam,clt,AngePa99,pass_defended,0,,,,,
player,201110030tam,clt,AngePa99,sacks,0.0,,,,,
player,201110030tam,clt,AngePa99,tackles_combined,8,,,,,
player,201110030tam,clt,AngePa99,tackles_solo,6,,,,,
player,201110030tam,clt,AngePa99,tackles_assists,2,,,,,
player,201110030tam,clt,AngePa99,tackles_loss,1,,,,,
player,201110030tam,clt,AngePa99,qb_hits,0,,,,,
player,201110030tam,clt,AngePa99,fumbles_rec,0,,,,,
player,201110030tam,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201110030tam,clt,AngePa99,fumbles_forced,0,,,,,
player,201110030tam,clt,BethAn20,def_int,0,,,,,
player,201110030tam,clt,BethAn20,def_int_yds,0,,,,,
player,201110030tam,clt,BethAn20,def_int_td,0,,,,,
player,201110030tam,clt,BethAn20,def_int_long,0,,,,,
player,201110030tam,clt,BethAn20,pass_defended,1,,,,,
player,201110030tam,clt,BethAn20,sacks,0.0,,,,,
player,201110030tam,clt,BethAn20,tackles_combined,8,,,,,
player,201110030tam,clt,BethAn20,tackles_solo,7,,,,,
player,201110030tam,clt,BethAn20,tackles_assists,1,,,,,
player,201110030tam,clt,BethAn20,tackles_loss,0,,,,,
player,201110030tam,clt,BethAn20,qb_hits,0,,,,,
player,201110030tam,clt,BethAn20,fumbles_rec,0,,,,,
player,201110030tam,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201110030tam,clt,BethAn20,fumbles_forced,0,,,,,
player,201110030tam,clt,JohnTe01,def_int,0,,,,,
player,201110030tam,clt,JohnTe01,def_int_yds,0,,,,,
player,201110030tam,clt,JohnTe01,def_int_td,0,,,,,
player,201110030tam,clt,JohnTe01,def_int_long,0,,,,,
player,201110030tam,clt,JohnTe01,pass_defended,0,,,,,
player,201110030tam,clt,JohnTe01,sacks,0.0,,,,,
player,201110030tam,clt,JohnTe01,tackles_combined,8,,,,,
player,201110030tam,clt,JohnTe01,tackles_solo,6,,,,,
player,201110030tam,clt,JohnTe01,tackles_assists,2,,,,,
player,201110030tam,clt,JohnTe01,tackles_loss,0,,,,,
player,201110030tam,clt,JohnTe01,qb_hits,0,,,,,
player,201110030tam,clt,JohnTe01,fumbles_rec,0,,,,,
player,201110030tam,clt,JohnTe01,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,JohnTe01,fumbles_rec_td,0,,,,,
player,201110030tam,clt,JohnTe01,fumbles_forced,0,,,,,
player,201110030tam,clt,CaldDa00,def_int,0,,,,,
player,201110030tam,clt,CaldDa00,def_int_yds,0,,,,,
player,201110030tam,clt,CaldDa00,def_int_td,0,,,,,
player,201110030tam,clt,CaldDa00,def_int_long,0,,,,,
player,201110030tam,clt,CaldDa00,pass_defended,1,,,,,
player,201110030tam,clt,CaldDa00,sacks,0.0,,,,,
player,201110030tam,clt,CaldDa00,tackles_combined,5,,,,,
player,201110030tam,clt,CaldDa00,tackles_solo,4,,,,,
player,201110030tam,clt,CaldDa00,tackles_assists,1,,,,,
player,201110030tam,clt,CaldDa00,tackles_loss,0,,,,,
player,201110030tam,clt,CaldDa00,qb_hits,0,,,,,
player,201110030tam,clt,CaldDa00,fumbles_rec,0,,,,,
player,201110030tam,clt,CaldDa00,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,CaldDa00,fumbles_rec_td,0,,,,,
player,201110030tam,clt,CaldDa00,fumbles_forced,0,,,,,
player,201110030tam,clt,RuckCh00,def_int,0,,,,,
player,201110030tam,clt,RuckCh00,def_int_yds,0,,,,,
player,201110030tam,clt,RuckCh00,def_int_td,0,,,,,
player,201110030tam,clt,RuckCh00,def_int_long,0,,,,,
player,201110030tam,clt,RuckCh00,pass_defended,1,,,,,
player,201110030tam,clt,RuckCh00,sacks,0.0,,,,,
player,201110030tam,clt,RuckCh00,tackles_combined,4,,,,,
player,201110030tam,clt,RuckCh00,tackles_solo,4,,,,,
player,201110030tam,clt,RuckCh00,tackles_assists,0,,,,,
player,201110030tam,clt,RuckCh00,tackles_loss,0,,,,,
player,201110030tam,clt,RuckCh00,qb_hits,0,,,,,
player,201110030tam,clt,RuckCh00,fumbles_rec,0,,,,,
player,201110030tam,clt,RuckCh00,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,RuckCh00,fumbles_rec_td,0,,,,,
player,201110030tam,clt,RuckCh00,fumbles_forced,0,,,,,
player,201110030tam,clt,NeviDr00,def_int,0,,,,,
player,201110030tam,clt,NeviDr00,def_int_yds,0,,,,,
player,201110030tam,clt,NeviDr00,def_int_td,0,,,,,
player,201110030tam,clt,NeviDr00,def_int_long,0,,,,,
player,201110030tam,clt,NeviDr00,pass_defended,1,,,,,
player,201110030tam,clt,NeviDr00,sacks,0.0,,,,,
player,201110030tam,clt,NeviDr00,tackles_combined,3,,,,,
player,201110030tam,clt,NeviDr00,tackles_solo,2,,,,,
player,201110030tam,clt,NeviDr00,tackles_assists,1,,,,,
player,201110030tam,clt,NeviDr00,tackles_loss,0,,,,,
player,201110030tam,clt,NeviDr00,qb_hits,0,,,,,
player,201110030tam,clt,NeviDr00,fumbles_rec,0,,,,,
player,201110030tam,clt,NeviDr00,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,NeviDr00,fumbles_rec_td,0,,,,,
player,201110030tam,clt,NeviDr00,fumbles_forced,0,,,,,
player,201110030tam,clt,BrowSt99,def_int,0,,,,,
player,201110030tam,clt,BrowSt99,def_int_yds,0,,,,,
player,201110030tam,clt,BrowSt99,def_int_td,0,,,,,
player,201110030tam,clt,BrowSt99,def_int_long,0,,,,,
player,201110030tam,clt,BrowSt99,pass_defended,0,,,,,
player,201110030tam,clt,BrowSt99,sacks,0.0,,,,,
player,201110030tam,clt,BrowSt99,tackles_combined,2,,,,,
player,201110030tam,clt,BrowSt99,tackles_solo,2,,,,,
player,201110030tam,clt,BrowSt99,tackles_assists,0,,,,,
player,201110030tam,clt,BrowSt99,tackles_loss,0,,,,,
player,201110030tam,clt,BrowSt99,qb_hits,0,,,,,
player,201110030tam,clt,BrowSt99,fumbles_rec,0,,,,,
player,201110030tam,clt,BrowSt99,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,BrowSt99,fumbles_rec_td,0,,,,,
player,201110030tam,clt,BrowSt99,fumbles_forced,0,,,,,
player,201110030tam,clt,GronCh00,def_int,0,,,,,
player,201110030tam,clt,GronCh00,def_int_yds,0,,,,,
player,201110030tam,clt,GronCh00,def_int_td,0,,,,,
player,201110030tam,clt,GronCh00,def_int_long,0,,,,,
player,201110030tam,clt,GronCh00,pass_defended,0,,,,,
player,201110030tam,clt,GronCh00,sacks,0.0,,,,,
player,201110030tam,clt,GronCh00,tackles_combined,2,,,,,
player,201110030tam,clt,GronCh00,tackles_solo,2,,,,,
player,201110030tam,clt,GronCh00,tackles_assists,0,,,,,
player,201110030tam,clt,GronCh00,tackles_loss,0,,,,,
player,201110030tam,clt,GronCh00,qb_hits,0,,,,,
player,201110030tam,clt,GronCh00,fumbles_rec,0,,,,,
player,201110030tam,clt,GronCh00,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,GronCh00,fumbles_rec_td,0,,,,,
player,201110030tam,clt,GronCh00,fumbles_forced,0,,,,,
player,201110030tam,clt,JohnAn03,def_int,0,,,,,
player,201110030tam,clt,JohnAn03,def_int_yds,0,,,,,
player,201110030tam,clt,JohnAn03,def_int_td,0,,,,,
player,201110030tam,clt,JohnAn03,def_int_long,0,,,,,
player,201110030tam,clt,JohnAn03,pass_defended,0,,,,,
player,201110030tam,clt,JohnAn03,sacks,0.0,,,,,
player,201110030tam,clt,JohnAn03,tackles_combined,2,,,,,
player,201110030tam,clt,JohnAn03,tackles_solo,1,,,,,
player,201110030tam,clt,JohnAn03,tackles_assists,1,,,,,
player,201110030tam,clt,JohnAn03,tackles_loss,0,,,,,
player,201110030tam,clt,JohnAn03,qb_hits,0,,,,,
player,201110030tam,clt,JohnAn03,fumbles_rec,0,,,,,
player,201110030tam,clt,JohnAn03,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,JohnAn03,fumbles_rec_td,0,,,,,
player,201110030tam,clt,JohnAn03,fumbles_forced,0,,,,,
player,201110030tam,clt,LefeJo00,def_int,0,,,,,
player,201110030tam,clt,LefeJo00,def_int_yds,0,,,,,
player,201110030tam,clt,LefeJo00,def_int_td,0,,,,,
player,201110030tam,clt,LefeJo00,def_int_long,0,,,,,
player,201110030tam,clt,LefeJo00,pass_defended,0,,,,,
player,201110030tam,clt,LefeJo00,sacks,0.0,,,,,
player,201110030tam,clt,LefeJo00,tackles_combined,2,,,,,
player,201110030tam,clt,LefeJo00,tackles_solo,1,,,,,
player,201110030tam,clt,LefeJo00,tackles_assists,1,,,,,
player,201110030tam,clt,LefeJo00,tackles_loss,,,,,,
player,201110030tam,clt,LefeJo00,qb_hits,,,,,,
player,201110030tam,clt,LefeJo00,fumbles_rec,0,,,,,
player,201110030tam,clt,LefeJo00,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,LefeJo00,fumbles_rec_td,0,,,,,
player,201110030tam,clt,LefeJo00,fumbles_forced,0,,,,,
player,201110030tam,clt,AndeJa98,def_int,0,,,,,
player,201110030tam,clt,AndeJa98,def_int_yds,0,,,,,
player,201110030tam,clt,AndeJa98,def_int_td,0,,,,,
player,201110030tam,clt,AndeJa98,def_int_long,0,,,,,
player,201110030tam,clt,AndeJa98,pass_defended,1,,,,,
player,201110030tam,clt,AndeJa98,sacks,0.0,,,,,
player,201110030tam,clt,AndeJa98,tackles_combined,1,,,,,
player,201110030tam,clt,AndeJa98,tackles_solo,1,,,,,
player,201110030tam,clt,AndeJa98,tackles_assists,0,,,,,
player,201110030tam,clt,AndeJa98,tackles_loss,0,,,,,
player,201110030tam,clt,AndeJa98,qb_hits,0,,,,,
player,201110030tam,clt,AndeJa98,fumbles_rec,0,,,,,
player,201110030tam,clt,AndeJa98,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,AndeJa98,fumbles_rec_td,0,,,,,
player,201110030tam,clt,AndeJa98,fumbles_forced,0,,,,,
player,201110030tam,clt,MoteAd00,def_int,0,,,,,
player,201110030tam,clt,MoteAd00,def_int_yds,0,,,,,
player,201110030tam,clt,MoteAd00,def_int_td,0,,,,,
player,201110030tam,clt,MoteAd00,def_int_long,0,,,,,
player,201110030tam,clt,MoteAd00,pass_defended,0,,,,,
player,201110030tam,clt,MoteAd00,sacks,0.0,,,,,
player,201110030tam,clt,MoteAd00,tackles_combined,1,,,,,
player,201110030tam,clt,MoteAd00,tackles_solo,0,,,,,
player,201110030tam,clt,MoteAd00,tackles_assists,1,,,,,
player,201110030tam,clt,MoteAd00,tackles_loss,0,,,,,
player,201110030tam,clt,MoteAd00,qb_hits,0,,,,,
player,201110030tam,clt,MoteAd00,fumbles_rec,0,,,,,
player,201110030tam,clt,MoteAd00,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,MoteAd00,fumbles_rec_td,0,,,,,
player,201110030tam,clt,MoteAd00,fumbles_forced,0,,,,,
player,201110030tam,clt,PoweJe99,def_int,0,,,,,
player,201110030tam,clt,PoweJe99,def_int_yds,0,,,,,
player,201110030tam,clt,PoweJe99,def_int_td,0,,,,,
player,201110030tam,clt,PoweJe99,def_int_long,0,,,,,
player,201110030tam,clt,PoweJe99,pass_defended,0,,,,,
player,201110030tam,clt,PoweJe99,sacks,0.0,,,,,
player,201110030tam,clt,PoweJe99,tackles_combined,1,,,,,
player,201110030tam,clt,PoweJe99,tackles_solo,1,,,,,
player,201110030tam,clt,PoweJe99,tackles_assists,0,,,,,
player,201110030tam,clt,PoweJe99,tackles_loss,0,,,,,
player,201110030tam,clt,PoweJe99,qb_hits,0,,,,,
player,201110030tam,clt,PoweJe99,fumbles_rec,0,,,,,
player,201110030tam,clt,PoweJe99,fumbles_rec_yds,0,,,,,
player,201110030tam,clt,PoweJe99,fumbles_rec_td,0,,,,,
player,201110030tam,clt,PoweJe99,fumbles_forced,0,,,,,
player,201110030tam,clt,BrayTy20,def_int,,,,,,
player,201110030tam,clt,BrayTy20,def_int_yds,,,,,,
player,201110030tam,clt,BrayTy20,def_int_td,,,,,,
player,201110030tam,clt,BrayTy20,def_int_long,,,,,,
player,201110030tam,clt,BrayTy20,pass_defended,0,,,,,
player,201110030tam,clt,BrayTy20,sacks,0.0,,,,,
player,201110030tam,clt,BrayTy20,tackles_combined,0,,,,,
player,201110030tam,clt,BrayTy20,tackles_solo,0,,,,,
player,201110030tam,clt,BrayTy20,tackles_assists,0,,,,,
player,201110030tam,clt,BrayTy20,tackles_loss,0,,,,,
player,201110030tam,clt,BrayTy20,qb_hits,1,,,,,
player,201110030tam,clt,BrayTy20,fumbles_rec,0,,,,,
player,201110030tam,clt,BrayTy20,fumbles_rec_yds,,,,,,
player,201110030tam,clt,BrayTy20,fumbles_rec_td,,,,,,
player,201110030tam,clt,BrayTy20,fumbles_forced,0,,,,,
player,201110030tam,clt,EddsA.99,def_int,,,,,,
player,201110030tam,clt,EddsA.99,def_int_yds,,,,,,
player,201110030tam,clt,EddsA.99,def_int_td,,,,,,
player,201110030tam,clt,EddsA.99,def_int_long,,,,,,
player,201110030tam,clt,EddsA.99,pass_defended,,,,,,
player,201110030tam,clt,EddsA.99,sacks,0.0,,,,,
player,201110030tam,clt,EddsA.99,tackles_combined,,,,,,
player,201110030tam,clt,EddsA.99,tackles_solo,,,,,,
player,201110030tam,clt,EddsA.99,tackles_assists,,,,,,
player,201110030tam,clt,EddsA.99,tackles_loss,0,,,,,
player,201110030tam,clt,EddsA.99,qb_hits,1,,,,,
player,201110030tam,clt,EddsA.99,fumbles_rec,,,,,,
player,201110030tam,clt,EddsA.99,fumbles_rec_yds,,,,,,
player,201110030tam,clt,EddsA.99,fumbles_rec_td,,,,,,
player,201110030tam,clt,EddsA.99,fumbles_forced,,,,,,
player,201110030tam,tam,BennMi99,def_int,0,,,,,
player,201110030tam,tam,BennMi99,def_int_yds,0,,,,,
player,201110030tam,tam,BennMi99,def_int_td,0,,,,,
player,201110030tam,tam,BennMi99,def_int_long,0,,,,,
player,201110030tam,tam,BennMi99,pass_defended,0,,,,,
player,201110030tam,tam,BennMi99,sacks,2.0,,,,,
player,201110030tam,tam,BennMi99,tackles_combined,5,,,,,
player,201110030tam,tam,BennMi99,tackles_solo,4,,,,,
player,201110030tam,tam,BennMi99,tackles_assists,1,,,,,
player,201110030tam,tam,BennMi99,tackles_loss,1,,,,,
player,201110030tam,tam,BennMi99,qb_hits,2,,,,,
player,201110030tam,tam,BennMi99,fumbles_rec,1,,,,,
player,201110030tam,tam,BennMi99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,BennMi99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,BennMi99,fumbles_forced,1,,,,,
player,201110030tam,tam,McCoGe99,def_int,0,,,,,
player,201110030tam,tam,McCoGe99,def_int_yds,0,,,,,
player,201110030tam,tam,McCoGe99,def_int_td,0,,,,,
player,201110030tam,tam,McCoGe99,def_int_long,0,,,,,
player,201110030tam,tam,McCoGe99,pass_defended,0,,,,,
player,201110030tam,tam,McCoGe99,sacks,1.0,,,,,
player,201110030tam,tam,McCoGe99,tackles_combined,6,,,,,
player,201110030tam,tam,McCoGe99,tackles_solo,5,,,,,
player,201110030tam,tam,McCoGe99,tackles_assists,1,,,,,
player,201110030tam,tam,McCoGe99,tackles_loss,3,,,,,
player,201110030tam,tam,McCoGe99,qb_hits,2,,,,,
player,201110030tam,tam,McCoGe99,fumbles_rec,0,,,,,
player,201110030tam,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,McCoGe99,fumbles_forced,0,,,,,
player,201110030tam,tam,ClayAd00,def_int,0,,,,,
player,201110030tam,tam,ClayAd00,def_int_yds,0,,,,,
player,201110030tam,tam,ClayAd00,def_int_td,0,,,,,
player,201110030tam,tam,ClayAd00,def_int_long,0,,,,,
player,201110030tam,tam,ClayAd00,pass_defended,0,,,,,
player,201110030tam,tam,ClayAd00,sacks,1.0,,,,,
player,201110030tam,tam,ClayAd00,tackles_combined,2,,,,,
player,201110030tam,tam,ClayAd00,tackles_solo,2,,,,,
player,201110030tam,tam,ClayAd00,tackles_assists,0,,,,,
player,201110030tam,tam,ClayAd00,tackles_loss,1,,,,,
player,201110030tam,tam,ClayAd00,qb_hits,2,,,,,
player,201110030tam,tam,ClayAd00,fumbles_rec,0,,,,,
player,201110030tam,tam,ClayAd00,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,ClayAd00,fumbles_rec_td,0,,,,,
player,201110030tam,tam,ClayAd00,fumbles_forced,0,,,,,
player,201110030tam,tam,BarbRo00,def_int,0,,,,,
player,201110030tam,tam,BarbRo00,def_int_yds,0,,,,,
player,201110030tam,tam,BarbRo00,def_int_td,0,,,,,
player,201110030tam,tam,BarbRo00,def_int_long,0,,,,,
player,201110030tam,tam,BarbRo00,pass_defended,0,,,,,
player,201110030tam,tam,BarbRo00,sacks,0.0,,,,,
player,201110030tam,tam,BarbRo00,tackles_combined,4,,,,,
player,201110030tam,tam,BarbRo00,tackles_solo,4,,,,,
player,201110030tam,tam,BarbRo00,tackles_assists,0,,,,,
player,201110030tam,tam,BarbRo00,tackles_loss,0,,,,,
player,201110030tam,tam,BarbRo00,qb_hits,0,,,,,
player,201110030tam,tam,BarbRo00,fumbles_rec,0,,,,,
player,201110030tam,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201110030tam,tam,BarbRo00,fumbles_forced,0,,,,,
player,201110030tam,tam,FostMa00,def_int,0,,,,,
player,201110030tam,tam,FostMa00,def_int_yds,0,,,,,
player,201110030tam,tam,FostMa00,def_int_td,0,,,,,
player,201110030tam,tam,FostMa00,def_int_long,0,,,,,
player,201110030tam,tam,FostMa00,pass_defended,0,,,,,
player,201110030tam,tam,FostMa00,sacks,0.0,,,,,
player,201110030tam,tam,FostMa00,tackles_combined,4,,,,,
player,201110030tam,tam,FostMa00,tackles_solo,3,,,,,
player,201110030tam,tam,FostMa00,tackles_assists,1,,,,,
player,201110030tam,tam,FostMa00,tackles_loss,0,,,,,
player,201110030tam,tam,FostMa00,qb_hits,0,,,,,
player,201110030tam,tam,FostMa00,fumbles_rec,0,,,,,
player,201110030tam,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201110030tam,tam,FostMa00,fumbles_forced,0,,,,,
player,201110030tam,tam,LyncCo99,def_int,0,,,,,
player,201110030tam,tam,LyncCo99,def_int_yds,0,,,,,
player,201110030tam,tam,LyncCo99,def_int_td,0,,,,,
player,201110030tam,tam,LyncCo99,def_int_long,0,,,,,
player,201110030tam,tam,LyncCo99,pass_defended,0,,,,,
player,201110030tam,tam,LyncCo99,sacks,0.0,,,,,
player,201110030tam,tam,LyncCo99,tackles_combined,3,,,,,
player,201110030tam,tam,LyncCo99,tackles_solo,3,,,,,
player,201110030tam,tam,LyncCo99,tackles_assists,0,,,,,
player,201110030tam,tam,LyncCo99,tackles_loss,0,,,,,
player,201110030tam,tam,LyncCo99,qb_hits,0,,,,,
player,201110030tam,tam,LyncCo99,fumbles_rec,0,,,,,
player,201110030tam,tam,LyncCo99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,LyncCo99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,LyncCo99,fumbles_forced,0,,,,,
player,201110030tam,tam,BiggE.99,def_int,0,,,,,
player,201110030tam,tam,BiggE.99,def_int_yds,0,,,,,
player,201110030tam,tam,BiggE.99,def_int_td,0,,,,,
player,201110030tam,tam,BiggE.99,def_int_long,0,,,,,
player,201110030tam,tam,BiggE.99,pass_defended,0,,,,,
player,201110030tam,tam,BiggE.99,sacks,0.0,,,,,
player,201110030tam,tam,BiggE.99,tackles_combined,2,,,,,
player,201110030tam,tam,BiggE.99,tackles_solo,2,,,,,
player,201110030tam,tam,BiggE.99,tackles_assists,0,,,,,
player,201110030tam,tam,BiggE.99,tackles_loss,0,,,,,
player,201110030tam,tam,BiggE.99,qb_hits,0,,,,,
player,201110030tam,tam,BiggE.99,fumbles_rec,0,,,,,
player,201110030tam,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,BiggE.99,fumbles_forced,0,,,,,
player,201110030tam,tam,BoweDa00,def_int,0,,,,,
player,201110030tam,tam,BoweDa00,def_int_yds,0,,,,,
player,201110030tam,tam,BoweDa00,def_int_td,0,,,,,
player,201110030tam,tam,BoweDa00,def_int_long,0,,,,,
player,201110030tam,tam,BoweDa00,pass_defended,1,,,,,
player,201110030tam,tam,BoweDa00,sacks,0.0,,,,,
player,201110030tam,tam,BoweDa00,tackles_combined,2,,,,,
player,201110030tam,tam,BoweDa00,tackles_solo,1,,,,,
player,201110030tam,tam,BoweDa00,tackles_assists,1,,,,,
player,201110030tam,tam,BoweDa00,tackles_loss,0,,,,,
player,201110030tam,tam,BoweDa00,qb_hits,0,,,,,
player,201110030tam,tam,BoweDa00,fumbles_rec,0,,,,,
player,201110030tam,tam,BoweDa00,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,BoweDa00,fumbles_rec_td,0,,,,,
player,201110030tam,tam,BoweDa00,fumbles_forced,0,,,,,
player,201110030tam,tam,HayeGe98,def_int,0,,,,,
player,201110030tam,tam,HayeGe98,def_int_yds,0,,,,,
player,201110030tam,tam,HayeGe98,def_int_td,0,,,,,
player,201110030tam,tam,HayeGe98,def_int_long,0,,,,,
player,201110030tam,tam,HayeGe98,pass_defended,0,,,,,
player,201110030tam,tam,HayeGe98,sacks,0.0,,,,,
player,201110030tam,tam,HayeGe98,tackles_combined,2,,,,,
player,201110030tam,tam,HayeGe98,tackles_solo,1,,,,,
player,201110030tam,tam,HayeGe98,tackles_assists,1,,,,,
player,201110030tam,tam,HayeGe98,tackles_loss,0,,,,,
player,201110030tam,tam,HayeGe98,qb_hits,0,,,,,
player,201110030tam,tam,HayeGe98,fumbles_rec,0,,,,,
player,201110030tam,tam,HayeGe98,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,HayeGe98,fumbles_rec_td,0,,,,,
player,201110030tam,tam,HayeGe98,fumbles_forced,0,,,,,
player,201110030tam,tam,JoneSe20,def_int,0,,,,,
player,201110030tam,tam,JoneSe20,def_int_yds,0,,,,,
player,201110030tam,tam,JoneSe20,def_int_td,0,,,,,
player,201110030tam,tam,JoneSe20,def_int_long,0,,,,,
player,201110030tam,tam,JoneSe20,pass_defended,0,,,,,
player,201110030tam,tam,JoneSe20,sacks,0.0,,,,,
player,201110030tam,tam,JoneSe20,tackles_combined,2,,,,,
player,201110030tam,tam,JoneSe20,tackles_solo,1,,,,,
player,201110030tam,tam,JoneSe20,tackles_assists,1,,,,,
player,201110030tam,tam,JoneSe20,tackles_loss,0,,,,,
player,201110030tam,tam,JoneSe20,qb_hits,0,,,,,
player,201110030tam,tam,JoneSe20,fumbles_rec,0,,,,,
player,201110030tam,tam,JoneSe20,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,JoneSe20,fumbles_rec_td,0,,,,,
player,201110030tam,tam,JoneSe20,fumbles_forced,0,,,,,
player,201110030tam,tam,MackEl20,def_int,0,,,,,
player,201110030tam,tam,MackEl20,def_int_yds,0,,,,,
player,201110030tam,tam,MackEl20,def_int_td,0,,,,,
player,201110030tam,tam,MackEl20,def_int_long,0,,,,,
player,201110030tam,tam,MackEl20,pass_defended,1,,,,,
player,201110030tam,tam,MackEl20,sacks,0.0,,,,,
player,201110030tam,tam,MackEl20,tackles_combined,2,,,,,
player,201110030tam,tam,MackEl20,tackles_solo,2,,,,,
player,201110030tam,tam,MackEl20,tackles_assists,0,,,,,
player,201110030tam,tam,MackEl20,tackles_loss,0,,,,,
player,201110030tam,tam,MackEl20,qb_hits,0,,,,,
player,201110030tam,tam,MackEl20,fumbles_rec,0,,,,,
player,201110030tam,tam,MackEl20,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,MackEl20,fumbles_rec_td,0,,,,,
player,201110030tam,tam,MackEl20,fumbles_forced,0,,,,,
player,201110030tam,tam,TaliAq99,def_int,0,,,,,
player,201110030tam,tam,TaliAq99,def_int_yds,0,,,,,
player,201110030tam,tam,TaliAq99,def_int_td,0,,,,,
player,201110030tam,tam,TaliAq99,def_int_long,0,,,,,
player,201110030tam,tam,TaliAq99,pass_defended,2,,,,,
player,201110030tam,tam,TaliAq99,sacks,0.0,,,,,
player,201110030tam,tam,TaliAq99,tackles_combined,2,,,,,
player,201110030tam,tam,TaliAq99,tackles_solo,2,,,,,
player,201110030tam,tam,TaliAq99,tackles_assists,0,,,,,
player,201110030tam,tam,TaliAq99,tackles_loss,1,,,,,
player,201110030tam,tam,TaliAq99,qb_hits,0,,,,,
player,201110030tam,tam,TaliAq99,fumbles_rec,0,,,,,
player,201110030tam,tam,TaliAq99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,TaliAq99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,TaliAq99,fumbles_forced,0,,,,,
player,201110030tam,tam,BlacQu99,def_int,0,,,,,
player,201110030tam,tam,BlacQu99,def_int_yds,0,,,,,
player,201110030tam,tam,BlacQu99,def_int_td,0,,,,,
player,201110030tam,tam,BlacQu99,def_int_long,0,,,,,
player,201110030tam,tam,BlacQu99,pass_defended,0,,,,,
player,201110030tam,tam,BlacQu99,sacks,0.0,,,,,
player,201110030tam,tam,BlacQu99,tackles_combined,1,,,,,
player,201110030tam,tam,BlacQu99,tackles_solo,1,,,,,
player,201110030tam,tam,BlacQu99,tackles_assists,0,,,,,
player,201110030tam,tam,BlacQu99,tackles_loss,0,,,,,
player,201110030tam,tam,BlacQu99,qb_hits,0,,,,,
player,201110030tam,tam,BlacQu99,fumbles_rec,0,,,,,
player,201110030tam,tam,BlacQu99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,BlacQu99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,BlacQu99,fumbles_forced,0,,,,,
player,201110030tam,tam,CrowTi99,def_int,0,,,,,
player,201110030tam,tam,CrowTi99,def_int_yds,0,,,,,
player,201110030tam,tam,CrowTi99,def_int_td,0,,,,,
player,201110030tam,tam,CrowTi99,def_int_long,0,,,,,
player,201110030tam,tam,CrowTi99,pass_defended,0,,,,,
