game,2011,12,20111127,201111270kan,pit,"Pittsburgh Steelers",13,kan,"Kansas City Chiefs",9
player,201111270kan,pit,RoetBe00,fumbles,0,,,,,
player,201111270kan,pit,RoetBe00,fumbles_lost,,,,,,
player,201111270kan,pit,MendRa00,pass_cmp,0,,,,,
player,201111270kan,pit,MendRa00,pass_att,0,,,,,
player,201111270kan,pit,MendRa00,pass_yds,0,,,,,
player,201111270kan,pit,MendRa00,pass_td,0,,,,,
player,201111270kan,pit,MendRa00,pass_int,0,,,,,
player,201111270kan,pit,MendRa00,pass_sacked,0,,,,,
player,201111270kan,pit,MendRa00,pass_sacked_yds,0,,,,,
player,201111270kan,pit,MendRa00,pass_long,0,,,,,
player,201111270kan,pit,MendRa00,pass_rating,,,,,,
player,201111270kan,pit,MendRa00,rush_att,17,,,,,
player,201111270kan,pit,MendRa00,rush_yds,57,,,,,
player,201111270kan,pit,MendRa00,rush_td,0,,,,,
player,201111270kan,pit,MendRa00,rush_long,16,,,,,
player,201111270kan,pit,MendRa00,targets,2,,,,,
player,201111270kan,pit,MendRa00,rec,2,,,,,
player,201111270kan,pit,MendRa00,rec_yds,10,,,,,
player,201111270kan,pit,MendRa00,rec_td,0,,,,,
player,201111270kan,pit,MendRa00,rec_long,7,,,,,
player,201111270kan,pit,MendRa00,fumbles,0,,,,,
player,201111270kan,pit,MendRa00,fumbles_lost,,,,,,
player,201111270kan,pit,RedmIs20,pass_cmp,0,,,,,
player,201111270kan,pit,RedmIs20,pass_att,0,,,,,
player,201111270kan,pit,RedmIs20,pass_yds,0,,,,,
player,201111270kan,pit,RedmIs20,pass_td,0,,,,,
player,201111270kan,pit,RedmIs20,pass_int,0,,,,,
player,201111270kan,pit,RedmIs20,pass_sacked,0,,,,,
player,201111270kan,pit,RedmIs20,pass_sacked_yds,0,,,,,
player,201111270kan,pit,RedmIs20,pass_long,0,,,,,
player,201111270kan,pit,RedmIs20,pass_rating,,,,,,
player,201111270kan,pit,RedmIs20,rush_att,3,,,,,
player,201111270kan,pit,RedmIs20,rush_yds,22,,,,,
player,201111270kan,pit,RedmIs20,rush_td,0,,,,,
player,201111270kan,pit,RedmIs20,rush_long,14,,,,,
player,201111270kan,pit,RedmIs20,targets,2,,,,,
player,201111270kan,pit,RedmIs20,rec,2,,,,,
player,201111270kan,pit,RedmIs20,rec_yds,8,,,,,
player,201111270kan,pit,RedmIs20,rec_td,0,,,,,
player,201111270kan,pit,RedmIs20,rec_long,6,,,,,
player,201111270kan,pit,RedmIs20,fumbles,0,,,,,
player,201111270kan,pit,RedmIs20,fumbles_lost,,,,,,
player,201111270kan,pit,MoorMe00,pass_cmp,0,,,,,
player,201111270kan,pit,MoorMe00,pass_att,0,,,,,
player,201111270kan,pit,MoorMe00,pass_yds,0,,,,,
player,201111270kan,pit,MoorMe00,pass_td,0,,,,,
player,201111270kan,pit,MoorMe00,pass_int,0,,,,,
player,201111270kan,pit,MoorMe00,pass_sacked,0,,,,,
player,201111270kan,pit,MoorMe00,pass_sacked_yds,0,,,,,
player,201111270kan,pit,MoorMe00,pass_long,0,,,,,
player,201111270kan,pit,MoorMe00,pass_rating,,,,,,
player,201111270kan,pit,MoorMe00,rush_att,2,,,,,
player,201111270kan,pit,MoorMe00,rush_yds,16,,,,,
player,201111270kan,pit,MoorMe00,rush_td,0,,,,,
player,201111270kan,pit,MoorMe00,rush_long,10,,,,,
player,201111270kan,pit,MoorMe00,targets,3,,,,,
player,201111270kan,pit,MoorMe00,rec,3,,,,,
player,201111270kan,pit,MoorMe00,rec_yds,9,,,,,
player,201111270kan,pit,MoorMe00,rec_td,0,,,,,
player,201111270kan,pit,MoorMe00,rec_long,7,,,,,
player,201111270kan,pit,MoorMe00,fumbles,1,,,,,
player,201111270kan,pit,MoorMe00,fumbles_lost,,,,,,
player,201111270kan,pit,BrowAn04,pass_cmp,0,,,,,
player,201111270kan,pit,BrowAn04,pass_att,0,,,,,
player,201111270kan,pit,BrowAn04,pass_yds,0,,,,,
player,201111270kan,pit,BrowAn04,pass_td,0,,,,,
player,201111270kan,pit,BrowAn04,pass_int,0,,,,,
player,201111270kan,pit,BrowAn04,pass_sacked,0,,,,,
player,201111270kan,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201111270kan,pit,BrowAn04,pass_long,0,,,,,
player,201111270kan,pit,BrowAn04,pass_rating,,,,,,
player,201111270kan,pit,BrowAn04,rush_att,2,,,,,
player,201111270kan,pit,BrowAn04,rush_yds,5,,,,,
player,201111270kan,pit,BrowAn04,rush_td,0,,,,,
player,201111270kan,pit,BrowAn04,rush_long,3,,,,,
player,201111270kan,pit,BrowAn04,targets,6,,,,,
player,201111270kan,pit,BrowAn04,rec,4,,,,,
player,201111270kan,pit,BrowAn04,rec_yds,81,,,,,
player,201111270kan,pit,BrowAn04,rec_td,0,,,,,
player,201111270kan,pit,BrowAn04,rec_long,34,,,,,
player,201111270kan,pit,BrowAn04,fumbles,0,,,,,
player,201111270kan,pit,BrowAn04,fumbles_lost,,,,,,
player,201111270kan,pit,SandEm00,pass_cmp,0,,,,,
player,201111270kan,pit,SandEm00,pass_att,0,,,,,
player,201111270kan,pit,SandEm00,pass_yds,0,,,,,
player,201111270kan,pit,SandEm00,pass_td,0,,,,,
player,201111270kan,pit,SandEm00,pass_int,0,,,,,
player,201111270kan,pit,SandEm00,pass_sacked,0,,,,,
player,201111270kan,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201111270kan,pit,SandEm00,pass_long,0,,,,,
player,201111270kan,pit,SandEm00,pass_rating,,,,,,
player,201111270kan,pit,SandEm00,rush_att,0,,,,,
player,201111270kan,pit,SandEm00,rush_yds,0,,,,,
player,201111270kan,pit,SandEm00,rush_td,0,,,,,
player,201111270kan,pit,SandEm00,rush_long,0,,,,,
player,201111270kan,pit,SandEm00,targets,4,,,,,
player,201111270kan,pit,SandEm00,rec,2,,,,,
player,201111270kan,pit,SandEm00,rec_yds,25,,,,,
player,201111270kan,pit,SandEm00,rec_td,0,,,,,
player,201111270kan,pit,SandEm00,rec_long,13,,,,,
player,201111270kan,pit,SandEm00,fumbles,0,,,,,
player,201111270kan,pit,SandEm00,fumbles_lost,,,,,,
player,201111270kan,pit,WardHi00,pass_cmp,0,,,,,
player,201111270kan,pit,WardHi00,pass_att,0,,,,,
player,201111270kan,pit,WardHi00,pass_yds,0,,,,,
player,201111270kan,pit,WardHi00,pass_td,0,,,,,
player,201111270kan,pit,WardHi00,pass_int,0,,,,,
player,201111270kan,pit,WardHi00,pass_sacked,0,,,,,
player,201111270kan,pit,WardHi00,pass_sacked_yds,0,,,,,
player,201111270kan,pit,WardHi00,pass_long,0,,,,,
player,201111270kan,pit,WardHi00,pass_rating,,,,,,
player,201111270kan,pit,WardHi00,rush_att,0,,,,,
player,201111270kan,pit,WardHi00,rush_yds,0,,,,,
player,201111270kan,pit,WardHi00,rush_td,0,,,,,
player,201111270kan,pit,WardHi00,rush_long,0,,,,,
player,201111270kan,pit,WardHi00,targets,4,,,,,
player,201111270kan,pit,WardHi00,rec,4,,,,,
player,201111270kan,pit,WardHi00,rec_yds,21,,,,,
player,201111270kan,pit,WardHi00,rec_td,0,,,,,
player,201111270kan,pit,WardHi00,rec_long,14,,,,,
player,201111270kan,pit,WardHi00,fumbles,0,,,,,
player,201111270kan,pit,WardHi00,fumbles_lost,,,,,,
player,201111270kan,pit,MillHe00,pass_cmp,0,,,,,
player,201111270kan,pit,MillHe00,pass_att,0,,,,,
player,201111270kan,pit,MillHe00,pass_yds,0,,,,,
player,201111270kan,pit,MillHe00,pass_td,0,,,,,
player,201111270kan,pit,MillHe00,pass_int,0,,,,,
player,201111270kan,pit,MillHe00,pass_sacked,0,,,,,
player,201111270kan,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201111270kan,pit,MillHe00,pass_long,0,,,,,
player,201111270kan,pit,MillHe00,pass_rating,,,,,,
player,201111270kan,pit,MillHe00,rush_att,0,,,,,
player,201111270kan,pit,MillHe00,rush_yds,0,,,,,
player,201111270kan,pit,MillHe00,rush_td,0,,,,,
player,201111270kan,pit,MillHe00,rush_long,0,,,,,
player,201111270kan,pit,MillHe00,targets,2,,,,,
player,201111270kan,pit,MillHe00,rec,1,,,,,
player,201111270kan,pit,MillHe00,rec_yds,20,,,,,
player,201111270kan,pit,MillHe00,rec_td,0,,,,,
player,201111270kan,pit,MillHe00,rec_long,20,,,,,
player,201111270kan,pit,MillHe00,fumbles,0,,,,,
player,201111270kan,pit,MillHe00,fumbles_lost,,,,,,
player,201111270kan,pit,WallMi00,pass_cmp,0,,,,,
player,201111270kan,pit,WallMi00,pass_att,0,,,,,
player,201111270kan,pit,WallMi00,pass_yds,0,,,,,
player,201111270kan,pit,WallMi00,pass_td,0,,,,,
player,201111270kan,pit,WallMi00,pass_int,0,,,,,
player,201111270kan,pit,WallMi00,pass_sacked,0,,,,,
player,201111270kan,pit,WallMi00,pass_sacked_yds,0,,,,,
player,201111270kan,pit,WallMi00,pass_long,0,,,,,
player,201111270kan,pit,WallMi00,pass_rating,,,,,,
player,201111270kan,pit,WallMi00,rush_att,0,,,,,
player,201111270kan,pit,WallMi00,rush_yds,0,,,,,
player,201111270kan,pit,WallMi00,rush_td,0,,,,,
player,201111270kan,pit,WallMi00,rush_long,0,,,,,
player,201111270kan,pit,WallMi00,targets,6,,,,,
player,201111270kan,pit,WallMi00,rec,2,,,,,
player,201111270kan,pit,WallMi00,rec_yds,17,,,,,
player,201111270kan,pit,WallMi00,rec_td,0,,,,,
player,201111270kan,pit,WallMi00,rec_long,9,,,,,
player,201111270kan,pit,WallMi00,fumbles,0,,,,,
player,201111270kan,pit,WallMi00,fumbles_lost,,,,,,
player,201111270kan,pit,SaunWe00,pass_cmp,0,,,,,
player,201111270kan,pit,SaunWe00,pass_att,0,,,,,
player,201111270kan,pit,SaunWe00,pass_yds,0,,,,,
player,201111270kan,pit,SaunWe00,pass_td,0,,,,,
player,201111270kan,pit,SaunWe00,pass_int,0,,,,,
player,201111270kan,pit,SaunWe00,pass_sacked,0,,,,,
player,201111270kan,pit,SaunWe00,pass_sacked_yds,0,,,,,
player,201111270kan,pit,SaunWe00,pass_long,0,,,,,
player,201111270kan,pit,SaunWe00,pass_rating,,,,,,
player,201111270kan,pit,SaunWe00,rush_att,0,,,,,
player,201111270kan,pit,SaunWe00,rush_yds,0,,,,,
player,201111270kan,pit,SaunWe00,rush_td,0,,,,,
player,201111270kan,pit,SaunWe00,rush_long,0,,,,,
player,201111270kan,pit,SaunWe00,targets,1,,,,,
player,201111270kan,pit,SaunWe00,rec,1,,,,,
player,201111270kan,pit,SaunWe00,rec_yds,2,,,,,
player,201111270kan,pit,SaunWe00,rec_td,1,,,,,
player,201111270kan,pit,SaunWe00,rec_long,2,,,,,
player,201111270kan,pit,SaunWe00,fumbles,0,,,,,
player,201111270kan,pit,SaunWe00,fumbles_lost,,,,,,
player,201111270kan,pit,CotcJe00,pass_cmp,0,,,,,
player,201111270kan,pit,CotcJe00,pass_att,0,,,,,
player,201111270kan,pit,CotcJe00,pass_yds,0,,,,,
player,201111270kan,pit,CotcJe00,pass_td,0,,,,,
player,201111270kan,pit,CotcJe00,pass_int,0,,,,,
player,201111270kan,pit,CotcJe00,pass_sacked,0,,,,,
player,201111270kan,pit,CotcJe00,pass_sacked_yds,0,,,,,
player,201111270kan,pit,CotcJe00,pass_long,0,,,,,
player,201111270kan,pit,CotcJe00,pass_rating,,,,,,
player,201111270kan,pit,CotcJe00,rush_att,0,,,,,
player,201111270kan,pit,CotcJe00,rush_yds,0,,,,,
player,201111270kan,pit,CotcJe00,rush_td,0,,,,,
player,201111270kan,pit,CotcJe00,rush_long,0,,,,,
player,201111270kan,pit,CotcJe00,targets,1,,,,,
player,201111270kan,pit,CotcJe00,rec,0,,,,,
player,201111270kan,pit,CotcJe00,rec_yds,0,,,,,
player,201111270kan,pit,CotcJe00,rec_td,0,,,,,
player,201111270kan,pit,CotcJe00,rec_long,0,,,,,
player,201111270kan,pit,CotcJe00,fumbles,0,,,,,
player,201111270kan,pit,CotcJe00,fumbles_lost,,,,,,
player,201111270kan,kan,PalkTy00,pass_cmp,18,,,,,
player,201111270kan,kan,PalkTy00,pass_att,28,,,,,
player,201111270kan,kan,PalkTy00,pass_yds,167,,,,,
player,201111270kan,kan,PalkTy00,pass_td,0,,,,,
player,201111270kan,kan,PalkTy00,pass_int,3,,,,,
player,201111270kan,kan,PalkTy00,pass_sacked,1,,,,,
player,201111270kan,kan,PalkTy00,pass_sacked_yds,5,,,,,
player,201111270kan,kan,PalkTy00,pass_long,25,,,,,
player,201111270kan,kan,PalkTy00,pass_rating,40.9,,,,,
player,201111270kan,kan,PalkTy00,rush_att,1,,,,,
player,201111270kan,kan,PalkTy00,rush_yds,0,,,,,
player,201111270kan,kan,PalkTy00,rush_td,0,,,,,
player,201111270kan,kan,PalkTy00,rush_long,0,,,,,
player,201111270kan,kan,PalkTy00,targets,0,,,,,
player,201111270kan,kan,PalkTy00,rec,0,,,,,
player,201111270kan,kan,PalkTy00,rec_yds,0,,,,,
player,201111270kan,kan,PalkTy00,rec_td,0,,,,,
player,201111270kan,kan,PalkTy00,rec_long,0,,,,,
player,201111270kan,kan,PalkTy00,fumbles,1,,,,,
player,201111270kan,kan,PalkTy00,fumbles_lost,1,,,,,
player,201111270kan,kan,JoneTh00,pass_cmp,0,,,,,
player,201111270kan,kan,JoneTh00,pass_att,0,,,,,
player,201111270kan,kan,JoneTh00,pass_yds,0,,,,,
player,201111270kan,kan,JoneTh00,pass_td,0,,,,,
player,201111270kan,kan,JoneTh00,pass_int,0,,,,,
player,201111270kan,kan,JoneTh00,pass_sacked,0,,,,,
player,201111270kan,kan,JoneTh00,pass_sacked_yds,0,,,,,
player,201111270kan,kan,JoneTh00,pass_long,0,,,,,
player,201111270kan,kan,JoneTh00,pass_rating,,,,,,
player,201111270kan,kan,JoneTh00,rush_att,13,,,,,
player,201111270kan,kan,JoneTh00,rush_yds,37,,,,,
player,201111270kan,kan,JoneTh00,rush_td,0,,,,,
player,201111270kan,kan,JoneTh00,rush_long,8,,,,,
player,201111270kan,kan,JoneTh00,targets,1,,,,,
player,201111270kan,kan,JoneTh00,rec,1,,,,,
player,201111270kan,kan,JoneTh00,rec_yds,7,,,,,
player,201111270kan,kan,JoneTh00,rec_td,0,,,,,
player,201111270kan,kan,JoneTh00,rec_long,7,,,,,
player,201111270kan,kan,JoneTh00,fumbles,0,,,,,
player,201111270kan,kan,JoneTh00,fumbles_lost,,,,,,
player,201111270kan,kan,McClDe00,pass_cmp,0,,,,,
player,201111270kan,kan,McClDe00,pass_att,0,,,,,
player,201111270kan,kan,McClDe00,pass_yds,0,,,,,
player,201111270kan,kan,McClDe00,pass_td,0,,,,,
player,201111270kan,kan,McClDe00,pass_int,0,,,,,
player,201111270kan,kan,McClDe00,pass_sacked,0,,,,,
player,201111270kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201111270kan,kan,McClDe00,pass_long,0,,,,,
player,201111270kan,kan,McClDe00,pass_rating,,,,,,
player,201111270kan,kan,McClDe00,rush_att,9,,,,,
player,201111270kan,kan,McClDe00,rush_yds,28,,,,,
player,201111270kan,kan,McClDe00,rush_td,0,,,,,
player,201111270kan,kan,McClDe00,rush_long,9,,,,,
player,201111270kan,kan,McClDe00,targets,2,,,,,
player,201111270kan,kan,McClDe00,rec,2,,,,,
player,201111270kan,kan,McClDe00,rec_yds,11,,,,,
player,201111270kan,kan,McClDe00,rec_td,0,,,,,
player,201111270kan,kan,McClDe00,rec_long,6,,,,,
player,201111270kan,kan,McClDe00,fumbles,0,,,,,
player,201111270kan,kan,McClDe00,fumbles_lost,,,,,,
player,201111270kan,kan,BattJa00,pass_cmp,0,,,,,
player,201111270kan,kan,BattJa00,pass_att,0,,,,,
player,201111270kan,kan,BattJa00,pass_yds,0,,,,,
player,201111270kan,kan,BattJa00,pass_td,0,,,,,
player,201111270kan,kan,BattJa00,pass_int,0,,,,,
player,201111270kan,kan,BattJa00,pass_sacked,0,,,,,
player,201111270kan,kan,BattJa00,pass_sacked_yds,0,,,,,
player,201111270kan,kan,BattJa00,pass_long,0,,,,,
player,201111270kan,kan,BattJa00,pass_rating,,,,,,
player,201111270kan,kan,BattJa00,rush_att,9,,,,,
player,201111270kan,kan,BattJa00,rush_yds,20,,,,,
player,201111270kan,kan,BattJa00,rush_td,0,,,,,
player,201111270kan,kan,BattJa00,rush_long,9,,,,,
player,201111270kan,kan,BattJa00,targets,1,,,,,
player,201111270kan,kan,BattJa00,rec,0,,,,,
player,201111270kan,kan,BattJa00,rec_yds,0,,,,,
player,201111270kan,kan,BattJa00,rec_td,0,,,,,
player,201111270kan,kan,BattJa00,rec_long,0,,,,,
player,201111270kan,kan,BattJa00,fumbles,0,,,,,
player,201111270kan,kan,BattJa00,fumbles_lost,,,,,,
player,201111270kan,kan,ArenJa99,pass_cmp,0,,,,,
player,201111270kan,kan,ArenJa99,pass_att,0,,,,,
player,201111270kan,kan,ArenJa99,pass_yds,0,,,,,
player,201111270kan,kan,ArenJa99,pass_td,0,,,,,
player,201111270kan,kan,ArenJa99,pass_int,0,,,,,
player,201111270kan,kan,ArenJa99,pass_sacked,0,,,,,
player,201111270kan,kan,ArenJa99,pass_sacked_yds,0,,,,,
player,201111270kan,kan,ArenJa99,pass_long,0,,,,,
player,201111270kan,kan,ArenJa99,pass_rating,,,,,,
player,201111270kan,kan,ArenJa99,rush_att,2,,,,,
player,201111270kan,kan,ArenJa99,rush_yds,5,,,,,
player,201111270kan,kan,ArenJa99,rush_td,0,,,,,
player,201111270kan,kan,ArenJa99,rush_long,5,,,,,
player,201111270kan,kan,ArenJa99,targets,0,,,,,
player,201111270kan,kan,ArenJa99,rec,0,,,,,
player,201111270kan,kan,ArenJa99,rec_yds,0,,,,,
player,201111270kan,kan,ArenJa99,rec_td,0,,,,,
player,201111270kan,kan,ArenJa99,rec_long,0,,,,,
player,201111270kan,kan,ArenJa99,fumbles,0,,,,,
player,201111270kan,kan,ArenJa99,fumbles_lost,,,,,,
player,201111270kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201111270kan,kan,BoweDw00,pass_att,0,,,,,
player,201111270kan,kan,BoweDw00,pass_yds,0,,,,,
player,201111270kan,kan,BoweDw00,pass_td,0,,,,,
player,201111270kan,kan,BoweDw00,pass_int,0,,,,,
player,201111270kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201111270kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201111270kan,kan,BoweDw00,pass_long,0,,,,,
player,201111270kan,kan,BoweDw00,pass_rating,,,,,,
player,201111270kan,kan,BoweDw00,rush_att,0,,,,,
player,201111270kan,kan,BoweDw00,rush_yds,0,,,,,
player,201111270kan,kan,BoweDw00,rush_td,0,,,,,
player,201111270kan,kan,BoweDw00,rush_long,0,,,,,
player,201111270kan,kan,BoweDw00,targets,11,,,,,
player,201111270kan,kan,BoweDw00,rec,7,,,,,
player,201111270kan,kan,BoweDw00,rec_yds,69,,,,,
player,201111270kan,kan,BoweDw00,rec_td,0,,,,,
player,201111270kan,kan,BoweDw00,rec_long,25,,,,,
player,201111270kan,kan,BoweDw00,fumbles,0,,,,,
player,201111270kan,kan,BoweDw00,fumbles_lost,,,,,,
player,201111270kan,kan,BreaSt00,pass_cmp,0,,,,,
player,201111270kan,kan,BreaSt00,pass_att,0,,,,,
player,201111270kan,kan,BreaSt00,pass_yds,0,,,,,
player,201111270kan,kan,BreaSt00,pass_td,0,,,,,
player,201111270kan,kan,BreaSt00,pass_int,0,,,,,
player,201111270kan,kan,BreaSt00,pass_sacked,0,,,,,
player,201111270kan,kan,BreaSt00,pass_sacked_yds,0,,,,,
player,201111270kan,kan,BreaSt00,pass_long,0,,,,,
player,201111270kan,kan,BreaSt00,pass_rating,,,,,,
player,201111270kan,kan,BreaSt00,rush_att,0,,,,,
player,201111270kan,kan,BreaSt00,rush_yds,0,,,,,
player,201111270kan,kan,BreaSt00,rush_td,0,,,,,
player,201111270kan,kan,BreaSt00,rush_long,0,,,,,
player,201111270kan,kan,BreaSt00,targets,8,,,,,
player,201111270kan,kan,BreaSt00,rec,4,,,,,
player,201111270kan,kan,BreaSt00,rec_yds,44,,,,,
player,201111270kan,kan,BreaSt00,rec_td,0,,,,,
player,201111270kan,kan,BreaSt00,rec_long,18,,,,,
player,201111270kan,kan,BreaSt00,fumbles,0,,,,,
player,201111270kan,kan,BreaSt00,fumbles_lost,,,,,,
player,201111270kan,kan,BaldJo00,pass_cmp,0,,,,,
player,201111270kan,kan,BaldJo00,pass_att,0,,,,,
player,201111270kan,kan,BaldJo00,pass_yds,0,,,,,
player,201111270kan,kan,BaldJo00,pass_td,0,,,,,
player,201111270kan,kan,BaldJo00,pass_int,0,,,,,
player,201111270kan,kan,BaldJo00,pass_sacked,0,,,,,
player,201111270kan,kan,BaldJo00,pass_sacked_yds,0,,,,,
player,201111270kan,kan,BaldJo00,pass_long,0,,,,,
player,201111270kan,kan,BaldJo00,pass_rating,,,,,,
player,201111270kan,kan,BaldJo00,rush_att,0,,,,,
player,201111270kan,kan,BaldJo00,rush_yds,0,,,,,
player,201111270kan,kan,BaldJo00,rush_td,0,,,,,
player,201111270kan,kan,BaldJo00,rush_long,0,,,,,
player,201111270kan,kan,BaldJo00,targets,2,,,,,
player,201111270kan,kan,BaldJo00,rec,2,,,,,
player,201111270kan,kan,BaldJo00,rec_yds,26,,,,,
player,201111270kan,kan,BaldJo00,rec_td,0,,,,,
player,201111270kan,kan,BaldJo00,rec_long,20,,,,,
player,201111270kan,kan,BaldJo00,fumbles,0,,,,,
player,201111270kan,kan,BaldJo00,fumbles_lost,,,,,,
player,201111270kan,kan,PopeLe00,pass_cmp,0,,,,,
player,201111270kan,kan,PopeLe00,pass_att,0,,,,,
player,201111270kan,kan,PopeLe00,pass_yds,0,,,,,
player,201111270kan,kan,PopeLe00,pass_td,0,,,,,
player,201111270kan,kan,PopeLe00,pass_int,0,,,,,
player,201111270kan,kan,PopeLe00,pass_sacked,0,,,,,
player,201111270kan,kan,PopeLe00,pass_sacked_yds,0,,,,,
player,201111270kan,kan,PopeLe00,pass_long,0,,,,,
player,201111270kan,kan,PopeLe00,pass_rating,,,,,,
player,201111270kan,kan,PopeLe00,rush_att,0,,,,,
player,201111270kan,kan,PopeLe00,rush_yds,0,,,,,
player,201111270kan,kan,PopeLe00,rush_td,0,,,,,
player,201111270kan,kan,PopeLe00,rush_long,0,,,,,
player,201111270kan,kan,PopeLe00,targets,1,,,,,
player,201111270kan,kan,PopeLe00,rec,1,,,,,
player,201111270kan,kan,PopeLe00,rec_yds,9,,,,,
player,201111270kan,kan,PopeLe00,rec_td,0,,,,,
player,201111270kan,kan,PopeLe00,rec_long,9,,,,,
player,201111270kan,kan,PopeLe00,fumbles,0,,,,,
player,201111270kan,kan,PopeLe00,fumbles_lost,,,,,,
player,201111270kan,kan,ManeSt00,pass_cmp,0,,,,,
player,201111270kan,kan,ManeSt00,pass_att,0,,,,,
player,201111270kan,kan,ManeSt00,pass_yds,0,,,,,
player,201111270kan,kan,ManeSt00,pass_td,0,,,,,
player,201111270kan,kan,ManeSt00,pass_int,0,,,,,
player,201111270kan,kan,ManeSt00,pass_sacked,0,,,,,
player,201111270kan,kan,ManeSt00,pass_sacked_yds,0,,,,,
player,201111270kan,kan,ManeSt00,pass_long,0,,,,,
player,201111270kan,kan,ManeSt00,pass_rating,,,,,,
player,201111270kan,kan,ManeSt00,rush_att,0,,,,,
player,201111270kan,kan,ManeSt00,rush_yds,0,,,,,
player,201111270kan,kan,ManeSt00,rush_td,0,,,,,
player,201111270kan,kan,ManeSt00,rush_long,0,,,,,
player,201111270kan,kan,ManeSt00,targets,1,,,,,
player,201111270kan,kan,ManeSt00,rec,1,,,,,
player,201111270kan,kan,ManeSt00,rec_yds,1,,,,,
player,201111270kan,kan,ManeSt00,rec_td,0,,,,,
player,201111270kan,kan,ManeSt00,rec_long,1,,,,,
player,201111270kan,kan,ManeSt00,fumbles,0,,,,,
player,201111270kan,kan,ManeSt00,fumbles_lost,,,,,,
player,201111270kan,kan,BechAn00,pass_cmp,0,,,,,
player,201111270kan,kan,BechAn00,pass_att,0,,,,,
player,201111270kan,kan,BechAn00,pass_yds,0,,,,,
player,201111270kan,kan,BechAn00,pass_td,0,,,,,
player,201111270kan,kan,BechAn00,pass_int,0,,,,,
player,201111270kan,kan,BechAn00,pass_sacked,0,,,,,
player,201111270kan,kan,BechAn00,pass_sacked_yds,0,,,,,
player,201111270kan,kan,BechAn00,pass_long,0,,,,,
player,201111270kan,kan,BechAn00,pass_rating,,,,,,
player,201111270kan,kan,BechAn00,rush_att,0,,,,,
player,201111270kan,kan,BechAn00,rush_yds,0,,,,,
player,201111270kan,kan,BechAn00,rush_td,0,,,,,
player,201111270kan,kan,BechAn00,rush_long,0,,,,,
player,201111270kan,kan,BechAn00,targets,1,,,,,
player,201111270kan,kan,BechAn00,rec,0,,,,,
player,201111270kan,kan,BechAn00,rec_yds,0,,,,,
