game,2011,13,20111204,201112040cle,rav,"Baltimore Ravens",24,cle,"Cleveland Browns",10
team,201112040cle,rav,First Downs,24,,,,,,
team,201112040cle,cle,First Downs,13,,,,,,
team,201112040cle,rav,Rush-Yds-TDs,55-290-2,,,,,,
team,201112040cle,cle,Rush-Yds-TDs,17-59-0,,,,,,
team,201112040cle,rav,Cmp-Att-Yd-TD-INT,10-23-158-0-0,,,,,,
team,201112040cle,cle,Cmp-Att-Yd-TD-INT,18-36-196-1-1,,,,,,
team,201112040cle,rav,Sacked-Yards,1-0,,,,,,
team,201112040cle,cle,Sacked-Yards,3-22,,,,,,
team,201112040cle,rav,Net Pass Yards,158,,,,,,
team,201112040cle,cle,Net Pass Yards,174,,,,,,
team,201112040cle,rav,Total Yards,448,,,,,,
team,201112040cle,cle,Total Yards,233,,,,,,
team,201112040cle,rav,Fumbles-Lost,1-1,,,,,,
team,201112040cle,cle,Fumbles-Lost,0-0,,,,,,
team,201112040cle,rav,Turnovers,1,,,,,,
team,201112040cle,cle,Turnovers,1,,,,,,
team,201112040cle,rav,Penalties-Yards,4-18,,,,,,
team,201112040cle,cle,Penalties-Yards,3-37,,,,,,
team,201112040cle,rav,Third Down Conv.,9-19,,,,,,
team,201112040cle,cle,Third Down Conv.,3-14,,,,,,
team,201112040cle,rav,Fourth Down Conv.,1-2,,,,,,
team,201112040cle,cle,Fourth Down Conv.,1-1,,,,,,
team,201112040cle,rav,Time of Possession,37:34,,,,,,
team,201112040cle,cle,Time of Possession,22:26,,,,,,
player,201112040cle,rav,FlacJo00,pass_cmp,10,,,,,
player,201112040cle,rav,FlacJo00,pass_att,23,,,,,
player,201112040cle,rav,FlacJo00,pass_yds,158,,,,,
player,201112040cle,rav,FlacJo00,pass_td,0,,,,,
player,201112040cle,rav,FlacJo00,pass_int,0,,,,,
player,201112040cle,rav,FlacJo00,pass_sacked,1,,,,,
player,201112040cle,rav,FlacJo00,pass_sacked_yds,0,,,,,
player,201112040cle,rav,FlacJo00,pass_long,32,,,,,
player,201112040cle,rav,FlacJo00,pass_rating,66.9,,,,,
player,201112040cle,rav,FlacJo00,rush_att,4,,,,,
player,201112040cle,rav,FlacJo00,rush_yds,-1,,,,,
player,201112040cle,rav,FlacJo00,rush_td,0,,,,,
player,201112040cle,rav,FlacJo00,rush_long,2,,,,,
player,201112040cle,rav,FlacJo00,targets,0,,,,,
player,201112040cle,rav,FlacJo00,rec,0,,,,,
player,201112040cle,rav,FlacJo00,rec_yds,0,,,,,
player,201112040cle,rav,FlacJo00,rec_td,0,,,,,
player,201112040cle,rav,FlacJo00,rec_long,0,,,,,
player,201112040cle,rav,FlacJo00,fumbles,1,,,,,
player,201112040cle,rav,FlacJo00,fumbles_lost,1,,,,,
player,201112040cle,rav,RiceRa00,pass_cmp,0,,,,,
player,201112040cle,rav,RiceRa00,pass_att,0,,,,,
player,201112040cle,rav,RiceRa00,pass_yds,0,,,,,
player,201112040cle,rav,RiceRa00,pass_td,0,,,,,
player,201112040cle,rav,RiceRa00,pass_int,0,,,,,
player,201112040cle,rav,RiceRa00,pass_sacked,0,,,,,
player,201112040cle,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201112040cle,rav,RiceRa00,pass_long,0,,,,,
player,201112040cle,rav,RiceRa00,pass_rating,,,,,,
player,201112040cle,rav,RiceRa00,rush_att,29,,,,,
player,201112040cle,rav,RiceRa00,rush_yds,204,,,,,
player,201112040cle,rav,RiceRa00,rush_td,1,,,,,
player,201112040cle,rav,RiceRa00,rush_long,67,,,,,
player,201112040cle,rav,RiceRa00,targets,3,,,,,
player,201112040cle,rav,RiceRa00,rec,2,,,,,
player,201112040cle,rav,RiceRa00,rec_yds,10,,,,,
player,201112040cle,rav,RiceRa00,rec_td,0,,,,,
player,201112040cle,rav,RiceRa00,rec_long,8,,,,,
player,201112040cle,rav,RiceRa00,fumbles,0,,,,,
player,201112040cle,rav,RiceRa00,fumbles_lost,,,,,,
player,201112040cle,rav,WillRi00,pass_cmp,0,,,,,
player,201112040cle,rav,WillRi00,pass_att,0,,,,,
player,201112040cle,rav,WillRi00,pass_yds,0,,,,,
player,201112040cle,rav,WillRi00,pass_td,0,,,,,
player,201112040cle,rav,WillRi00,pass_int,0,,,,,
player,201112040cle,rav,WillRi00,pass_sacked,0,,,,,
player,201112040cle,rav,WillRi00,pass_sacked_yds,0,,,,,
player,201112040cle,rav,WillRi00,pass_long,0,,,,,
player,201112040cle,rav,WillRi00,pass_rating,,,,,,
player,201112040cle,rav,WillRi00,rush_att,16,,,,,
player,201112040cle,rav,WillRi00,rush_yds,76,,,,,
player,201112040cle,rav,WillRi00,rush_td,1,,,,,
player,201112040cle,rav,WillRi00,rush_long,15,,,,,
player,201112040cle,rav,WillRi00,targets,0,,,,,
player,201112040cle,rav,WillRi00,rec,0,,,,,
player,201112040cle,rav,WillRi00,rec_yds,0,,,,,
player,201112040cle,rav,WillRi00,rec_td,0,,,,,
player,201112040cle,rav,WillRi00,rec_long,0,,,,,
player,201112040cle,rav,WillRi00,fumbles,0,,,,,
player,201112040cle,rav,WillRi00,fumbles_lost,,,,,,
player,201112040cle,rav,LeacVo00,pass_cmp,0,,,,,
player,201112040cle,rav,LeacVo00,pass_att,0,,,,,
player,201112040cle,rav,LeacVo00,pass_yds,0,,,,,
player,201112040cle,rav,LeacVo00,pass_td,0,,,,,
player,201112040cle,rav,LeacVo00,pass_int,0,,,,,
player,201112040cle,rav,LeacVo00,pass_sacked,0,,,,,
player,201112040cle,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201112040cle,rav,LeacVo00,pass_long,0,,,,,
player,201112040cle,rav,LeacVo00,pass_rating,,,,,,
player,201112040cle,rav,LeacVo00,rush_att,4,,,,,
player,201112040cle,rav,LeacVo00,rush_yds,12,,,,,
player,201112040cle,rav,LeacVo00,rush_td,0,,,,,
player,201112040cle,rav,LeacVo00,rush_long,4,,,,,
player,201112040cle,rav,LeacVo00,targets,3,,,,,
player,201112040cle,rav,LeacVo00,rec,1,,,,,
player,201112040cle,rav,LeacVo00,rec_yds,11,,,,,
