game,2011,13,20111204,201112040crd,dal,"Dallas Cowboys",13,crd,"Arizona Cardinals",19
team,201112040crd,dal,First Downs,20,,,,,,
team,201112040crd,crd,First Downs,16,,,,,,
team,201112040crd,dal,Rush-Yds-TDs,20-75-0,,,,,,
team,201112040crd,crd,Rush-Yds-TDs,25-103-1,,,,,,
team,201112040crd,dal,Cmp-Att-Yd-TD-INT,28-42-299-1-0,,,,,,
team,201112040crd,crd,Cmp-Att-Yd-TD-INT,16-25-247-1-0,,,,,,
team,201112040crd,dal,Sacked-Yards,5-38,,,,,,
team,201112040crd,crd,Sacked-Yards,5-23,,,,,,
team,201112040crd,dal,Net Pass Yards,261,,,,,,
team,201112040crd,crd,Net Pass Yards,224,,,,,,
team,201112040crd,dal,Total Yards,336,,,,,,
team,201112040crd,crd,Total Yards,327,,,,,,
team,201112040crd,dal,Fumbles-Lost,2-0,,,,,,
team,201112040crd,crd,Fumbles-Lost,0-0,,,,,,
team,201112040crd,dal,Turnovers,0,,,,,,
team,201112040crd,crd,Turnovers,0,,,,,,
team,201112040crd,dal,Penalties-Yards,7-49,,,,,,
team,201112040crd,crd,Penalties-Yards,6-41,,,,,,
team,201112040crd,dal,Third Down Conv.,4-12,,,,,,
team,201112040crd,crd,Third Down Conv.,4-13,,,,,,
team,201112040crd,dal,Fourth Down Conv.,0-0,,,,,,
team,201112040crd,crd,Fourth Down Conv.,0-0,,,,,,
team,201112040crd,dal,Time of Possession,33:42,,,,,,
team,201112040crd,crd,Time of Possession,29:35,,,,,,
player,201112040crd,dal,RomoTo00,pass_cmp,28,,,,,
player,201112040crd,dal,RomoTo00,pass_att,42,,,,,
player,201112040crd,dal,RomoTo00,pass_yds,299,,,,,
player,201112040crd,dal,RomoTo00,pass_td,1,,,,,
player,201112040crd,dal,RomoTo00,pass_int,0,,,,,
player,201112040crd,dal,RomoTo00,pass_sacked,5,,,,,
player,201112040crd,dal,RomoTo00,pass_sacked_yds,38,,,,,
player,201112040crd,dal,RomoTo00,pass_long,36,,,,,
player,201112040crd,dal,RomoTo00,pass_rating,95.2,,,,,
player,201112040crd,dal,RomoTo00,rush_att,2,,,,,
player,201112040crd,dal,RomoTo00,rush_yds,1,,,,,
player,201112040crd,dal,RomoTo00,rush_td,0,,,,,
player,201112040crd,dal,RomoTo00,rush_long,1,,,,,
player,201112040crd,dal,RomoTo00,targets,0,,,,,
player,201112040crd,dal,RomoTo00,rec,0,,,,,
player,201112040crd,dal,RomoTo00,rec_yds,0,,,,,
player,201112040crd,dal,RomoTo00,rec_td,0,,,,,
player,201112040crd,dal,RomoTo00,rec_long,0,,,,,
player,201112040crd,dal,RomoTo00,fumbles,1,,,,,
player,201112040crd,dal,RomoTo00,fumbles_lost,0,,,,,
player,201112040crd,dal,MurrDe00,pass_cmp,0,,,,,
player,201112040crd,dal,MurrDe00,pass_att,0,,,,,
player,201112040crd,dal,MurrDe00,pass_yds,0,,,,,
player,201112040crd,dal,MurrDe00,pass_td,0,,,,,
player,201112040crd,dal,MurrDe00,pass_int,0,,,,,
player,201112040crd,dal,MurrDe00,pass_sacked,0,,,,,
player,201112040crd,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201112040crd,dal,MurrDe00,pass_long,0,,,,,
player,201112040crd,dal,MurrDe00,pass_rating,,,,,,
player,201112040crd,dal,MurrDe00,rush_att,12,,,,,
player,201112040crd,dal,MurrDe00,rush_yds,38,,,,,
player,201112040crd,dal,MurrDe00,rush_td,0,,,,,
player,201112040crd,dal,MurrDe00,rush_long,7,,,,,
player,201112040crd,dal,MurrDe00,targets,0,,,,,
player,201112040crd,dal,MurrDe00,rec,0,,,,,
player,201112040crd,dal,MurrDe00,rec_yds,0,,,,,
player,201112040crd,dal,MurrDe00,rec_td,0,,,,,
player,201112040crd,dal,MurrDe00,rec_long,0,,,,,
player,201112040crd,dal,MurrDe00,fumbles,0,,,,,
player,201112040crd,dal,MurrDe00,fumbles_lost,,,,,,
player,201112040crd,dal,JoneFe00,pass_cmp,0,,,,,
player,201112040crd,dal,JoneFe00,pass_att,0,,,,,
player,201112040crd,dal,JoneFe00,pass_yds,0,,,,,
player,201112040crd,dal,JoneFe00,pass_td,0,,,,,
player,201112040crd,dal,JoneFe00,pass_int,0,,,,,
player,201112040crd,dal,JoneFe00,pass_sacked,0,,,,,
player,201112040crd,dal,JoneFe00,pass_sacked_yds,0,,,,,
player,201112040crd,dal,JoneFe00,pass_long,0,,,,,
player,201112040crd,dal,JoneFe00,pass_rating,,,,,,
player,201112040crd,dal,JoneFe00,rush_att,6,,,,,
player,201112040crd,dal,JoneFe00,rush_yds,36,,,,,
player,201112040crd,dal,JoneFe00,rush_td,0,,,,,
player,201112040crd,dal,JoneFe00,rush_long,11,,,,,
player,201112040crd,dal,JoneFe00,targets,2,,,,,
player,201112040crd,dal,JoneFe00,rec,1,,,,,
player,201112040crd,dal,JoneFe00,rec_yds,7,,,,,
player,201112040crd,dal,JoneFe00,rec_td,0,,,,,
player,201112040crd,dal,JoneFe00,rec_long,7,,,,,
player,201112040crd,dal,JoneFe00,fumbles,0,,,,,
player,201112040crd,dal,JoneFe00,fumbles_lost,,,,,,
player,201112040crd,dal,BryaDe01,pass_cmp,0,,,,,
player,201112040crd,dal,BryaDe01,pass_att,0,,,,,
player,201112040crd,dal,BryaDe01,pass_yds,0,,,,,
player,201112040crd,dal,BryaDe01,pass_td,0,,,,,
player,201112040crd,dal,BryaDe01,pass_int,0,,,,,
player,201112040crd,dal,BryaDe01,pass_sacked,0,,,,,
player,201112040crd,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201112040crd,dal,BryaDe01,pass_long,0,,,,,
player,201112040crd,dal,BryaDe01,pass_rating,,,,,,
player,201112040crd,dal,BryaDe01,rush_att,0,,,,,
player,201112040crd,dal,BryaDe01,rush_yds,0,,,,,
player,201112040crd,dal,BryaDe01,rush_td,0,,,,,
player,201112040crd,dal,BryaDe01,rush_long,0,,,,,
player,201112040crd,dal,BryaDe01,targets,14,,,,,
player,201112040crd,dal,BryaDe01,rec,8,,,,,
player,201112040crd,dal,BryaDe01,rec_yds,86,,,,,
player,201112040crd,dal,BryaDe01,rec_td,1,,,,,
player,201112040crd,dal,BryaDe01,rec_long,24,,,,,
player,201112040crd,dal,BryaDe01,fumbles,1,,,,,
player,201112040crd,dal,BryaDe01,fumbles_lost,1,,,,,
player,201112040crd,dal,RobiLa01,pass_cmp,0,,,,,
player,201112040crd,dal,RobiLa01,pass_att,0,,,,,
player,201112040crd,dal,RobiLa01,pass_yds,0,,,,,
player,201112040crd,dal,RobiLa01,pass_td,0,,,,,
player,201112040crd,dal,RobiLa01,pass_int,0,,,,,
player,201112040crd,dal,RobiLa01,pass_sacked,0,,,,,
player,201112040crd,dal,RobiLa01,pass_sacked_yds,0,,,,,
player,201112040crd,dal,RobiLa01,pass_long,0,,,,,
player,201112040crd,dal,RobiLa01,pass_rating,,,,,,
player,201112040crd,dal,RobiLa01,rush_att,0,,,,,
player,201112040crd,dal,RobiLa01,rush_yds,0,,,,,
player,201112040crd,dal,RobiLa01,rush_td,0,,,,,
player,201112040crd,dal,RobiLa01,rush_long,0,,,,,
player,201112040crd,dal,RobiLa01,targets,6,,,,,
player,201112040crd,dal,RobiLa01,rec,4,,,,,
player,201112040crd,dal,RobiLa01,rec_yds,72,,,,,
player,201112040crd,dal,RobiLa01,rec_td,0,,,,,
player,201112040crd,dal,RobiLa01,rec_long,36,,,,,
player,201112040crd,dal,RobiLa01,fumbles,0,,,,,
player,201112040crd,dal,RobiLa01,fumbles_lost,,,,,,
player,201112040crd,dal,WittJa00,pass_cmp,0,,,,,
player,201112040crd,dal,WittJa00,pass_att,0,,,,,
player,201112040crd,dal,WittJa00,pass_yds,0,,,,,
player,201112040crd,dal,WittJa00,pass_td,0,,,,,
player,201112040crd,dal,WittJa00,pass_int,0,,,,,
player,201112040crd,dal,WittJa00,pass_sacked,0,,,,,
player,201112040crd,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201112040crd,dal,WittJa00,pass_long,0,,,,,
player,201112040crd,dal,WittJa00,pass_rating,,,,,,
player,201112040crd,dal,WittJa00,rush_att,0,,,,,
player,201112040crd,dal,WittJa00,rush_yds,0,,,,,
player,201112040crd,dal,WittJa00,rush_td,0,,,,,
player,201112040crd,dal,WittJa00,rush_long,0,,,,,
player,201112040crd,dal,WittJa00,targets,6,,,,,
player,201112040crd,dal,WittJa00,rec,5,,,,,
player,201112040crd,dal,WittJa00,rec_yds,47,,,,,
player,201112040crd,dal,WittJa00,rec_td,0,,,,,
player,201112040crd,dal,WittJa00,rec_long,28,,,,,
player,201112040crd,dal,WittJa00,fumbles,0,,,,,
player,201112040crd,dal,WittJa00,fumbles_lost,,,,,,
player,201112040crd,dal,HollJe00,pass_cmp,0,,,,,
player,201112040crd,dal,HollJe00,pass_att,0,,,,,
player,201112040crd,dal,HollJe00,pass_yds,0,,,,,
