game,2011,9,20111106,201111060rai,den,"Denver Broncos",38,rai,"Oakland Raiders",24
team,201111060rai,den,First Downs,20,,,,,,
team,201111060rai,rai,First Downs,21,,,,,,
team,201111060rai,den,Rush-Yds-TDs,39-299-2,,,,,,
team,201111060rai,rai,Rush-Yds-TDs,26-100-0,,,,,,
team,201111060rai,den,Cmp-Att-Yd-TD-INT,10-22-124-2-0,,,,,,
team,201111060rai,rai,Cmp-Att-Yd-TD-INT,19-35-332-3-3,,,,,,
team,201111060rai,den,Sacked-Yards,1-11,,,,,,
team,201111060rai,rai,Sacked-Yards,2-16,,,,,,
team,201111060rai,den,Net Pass Yards,113,,,,,,
team,201111060rai,rai,Net Pass Yards,316,,,,,,
team,201111060rai,den,Total Yards,412,,,,,,
team,201111060rai,rai,Total Yards,416,,,,,,
team,201111060rai,den,Fumbles-Lost,0-0,,,,,,
team,201111060rai,rai,Fumbles-Lost,2-0,,,,,,
team,201111060rai,den,Turnovers,0,,,,,,
team,201111060rai,rai,Turnovers,3,,,,,,
team,201111060rai,den,Penalties-Yards,11-93,,,,,,
team,201111060rai,rai,Penalties-Yards,15-130,,,,,,
team,201111060rai,den,Third Down Conv.,3-12,,,,,,
team,201111060rai,rai,Third Down Conv.,4-12,,,,,,
team,201111060rai,den,Fourth Down Conv.,0-1,,,,,,
team,201111060rai,rai,Fourth Down Conv.,0-0,,,,,,
team,201111060rai,den,Time of Possession,31:51,,,,,,
team,201111060rai,rai,Time of Possession,28:09,,,,,,
player,201111060rai,den,TeboTi00,pass_cmp,10,,,,,
player,201111060rai,den,TeboTi00,pass_att,21,,,,,
player,201111060rai,den,TeboTi00,pass_yds,124,,,,,
player,201111060rai,den,TeboTi00,pass_td,2,,,,,
player,201111060rai,den,TeboTi00,pass_int,0,,,,,
player,201111060rai,den,TeboTi00,pass_sacked,1,,,,,
player,201111060rai,den,TeboTi00,pass_sacked_yds,11,,,,,
player,201111060rai,den,TeboTi00,pass_long,29,,,,,
player,201111060rai,den,TeboTi00,pass_rating,98.1,,,,,
player,201111060rai,den,TeboTi00,rush_att,13,,,,,
player,201111060rai,den,TeboTi00,rush_yds,118,,,,,
player,201111060rai,den,TeboTi00,rush_td,0,,,,,
player,201111060rai,den,TeboTi00,rush_long,32,,,,,
player,201111060rai,den,TeboTi00,targets,0,,,,,
player,201111060rai,den,TeboTi00,rec,0,,,,,
player,201111060rai,den,TeboTi00,rec_yds,0,,,,,
player,201111060rai,den,TeboTi00,rec_td,0,,,,,
player,201111060rai,den,TeboTi00,rec_long,0,,,,,
player,201111060rai,den,TeboTi00,fumbles,0,,,,,
player,201111060rai,den,TeboTi00,fumbles_lost,,,,,,
player,201111060rai,den,ColqBr00,pass_cmp,0,,,,,
player,201111060rai,den,ColqBr00,pass_att,1,,,,,
player,201111060rai,den,ColqBr00,pass_yds,0,,,,,
player,201111060rai,den,ColqBr00,pass_td,0,,,,,
player,201111060rai,den,ColqBr00,pass_int,0,,,,,
player,201111060rai,den,ColqBr00,pass_sacked,0,,,,,
player,201111060rai,den,ColqBr00,pass_sacked_yds,0,,,,,
player,201111060rai,den,ColqBr00,pass_long,0,,,,,
player,201111060rai,den,ColqBr00,pass_rating,39.6,,,,,
player,201111060rai,den,ColqBr00,rush_att,0,,,,,
player,201111060rai,den,ColqBr00,rush_yds,0,,,,,
player,201111060rai,den,ColqBr00,rush_td,0,,,,,
player,201111060rai,den,ColqBr00,rush_long,0,,,,,
player,201111060rai,den,ColqBr00,targets,0,,,,,
player,201111060rai,den,ColqBr00,rec,0,,,,,
player,201111060rai,den,ColqBr00,rec_yds,0,,,,,
player,201111060rai,den,ColqBr00,rec_td,0,,,,,
player,201111060rai,den,ColqBr00,rec_long,0,,,,,
player,201111060rai,den,ColqBr00,fumbles,0,,,,,
player,201111060rai,den,ColqBr00,fumbles_lost,,,,,,
player,201111060rai,den,McGaWi00,pass_cmp,0,,,,,
player,201111060rai,den,McGaWi00,pass_att,0,,,,,
player,201111060rai,den,McGaWi00,pass_yds,0,,,,,
player,201111060rai,den,McGaWi00,pass_td,0,,,,,
player,201111060rai,den,McGaWi00,pass_int,0,,,,,
