game,2011,2,20110918,201109180nyj,jax,"Jacksonville Jaguars",3,nyj,"New York Jets",32
player,201109180nyj,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201109180nyj,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201109180nyj,nyj,HarrDa99,def_int,0,,,,,
player,201109180nyj,nyj,HarrDa99,def_int_yds,0,,,,,
player,201109180nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201109180nyj,nyj,HarrDa99,def_int_long,0,,,,,
player,201109180nyj,nyj,HarrDa99,pass_defended,1,,,,,
player,201109180nyj,nyj,HarrDa99,sacks,0.0,,,,,
player,201109180nyj,nyj,HarrDa99,tackles_combined,4,,,,,
player,201109180nyj,nyj,HarrDa99,tackles_solo,3,,,,,
player,201109180nyj,nyj,HarrDa99,tackles_assists,1,,,,,
player,201109180nyj,nyj,HarrDa99,tackles_loss,0,,,,,
player,201109180nyj,nyj,HarrDa99,qb_hits,0,,,,,
player,201109180nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201109180nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201109180nyj,nyj,ThomBr21,def_int,0,,,,,
player,201109180nyj,nyj,ThomBr21,def_int_yds,0,,,,,
player,201109180nyj,nyj,ThomBr21,def_int_td,0,,,,,
player,201109180nyj,nyj,ThomBr21,def_int_long,0,,,,,
player,201109180nyj,nyj,ThomBr21,pass_defended,0,,,,,
player,201109180nyj,nyj,ThomBr21,sacks,0.0,,,,,
player,201109180nyj,nyj,ThomBr21,tackles_combined,4,,,,,
player,201109180nyj,nyj,ThomBr21,tackles_solo,3,,,,,
player,201109180nyj,nyj,ThomBr21,tackles_assists,1,,,,,
player,201109180nyj,nyj,ThomBr21,tackles_loss,2,,,,,
player,201109180nyj,nyj,ThomBr21,qb_hits,0,,,,,
player,201109180nyj,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201109180nyj,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201109180nyj,nyj,ReviDa99,def_int,0,,,,,
player,201109180nyj,nyj,ReviDa99,def_int_yds,0,,,,,
player,201109180nyj,nyj,ReviDa99,def_int_td,0,,,,,
player,201109180nyj,nyj,ReviDa99,def_int_long,0,,,,,
player,201109180nyj,nyj,ReviDa99,pass_defended,0,,,,,
player,201109180nyj,nyj,ReviDa99,sacks,0.0,,,,,
player,201109180nyj,nyj,ReviDa99,tackles_combined,3,,,,,
player,201109180nyj,nyj,ReviDa99,tackles_solo,1,,,,,
player,201109180nyj,nyj,ReviDa99,tackles_assists,2,,,,,
player,201109180nyj,nyj,ReviDa99,tackles_loss,0,,,,,
player,201109180nyj,nyj,ReviDa99,qb_hits,0,,,,,
player,201109180nyj,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201109180nyj,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201109180nyj,nyj,BellNi01,def_int,0,,,,,
player,201109180nyj,nyj,BellNi01,def_int_yds,0,,,,,
player,201109180nyj,nyj,BellNi01,def_int_td,0,,,,,
player,201109180nyj,nyj,BellNi01,def_int_long,0,,,,,
player,201109180nyj,nyj,BellNi01,pass_defended,0,,,,,
player,201109180nyj,nyj,BellNi01,sacks,0.0,,,,,
player,201109180nyj,nyj,BellNi01,tackles_combined,2,,,,,
player,201109180nyj,nyj,BellNi01,tackles_solo,2,,,,,
player,201109180nyj,nyj,BellNi01,tackles_assists,0,,,,,
player,201109180nyj,nyj,BellNi01,tackles_loss,0,,,,,
player,201109180nyj,nyj,BellNi01,qb_hits,0,,,,,
player,201109180nyj,nyj,BellNi01,fumbles_rec,0,,,,,
player,201109180nyj,nyj,BellNi01,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,BellNi01,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,BellNi01,fumbles_forced,0,,,,,
player,201109180nyj,nyj,PouhSi20,def_int,0,,,,,
player,201109180nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201109180nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201109180nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201109180nyj,nyj,PouhSi20,pass_defended,2,,,,,
player,201109180nyj,nyj,PouhSi20,sacks,0.0,,,,,
player,201109180nyj,nyj,PouhSi20,tackles_combined,2,,,,,
player,201109180nyj,nyj,PouhSi20,tackles_solo,1,,,,,
player,201109180nyj,nyj,PouhSi20,tackles_assists,1,,,,,
player,201109180nyj,nyj,PouhSi20,tackles_loss,0,,,,,
player,201109180nyj,nyj,PouhSi20,qb_hits,0,,,,,
player,201109180nyj,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201109180nyj,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201109180nyj,nyj,WestJa99,def_int,0,,,,,
player,201109180nyj,nyj,WestJa99,def_int_yds,0,,,,,
player,201109180nyj,nyj,WestJa99,def_int_td,0,,,,,
player,201109180nyj,nyj,WestJa99,def_int_long,0,,,,,
player,201109180nyj,nyj,WestJa99,pass_defended,0,,,,,
player,201109180nyj,nyj,WestJa99,sacks,0.0,,,,,
player,201109180nyj,nyj,WestJa99,tackles_combined,2,,,,,
player,201109180nyj,nyj,WestJa99,tackles_solo,1,,,,,
player,201109180nyj,nyj,WestJa99,tackles_assists,1,,,,,
player,201109180nyj,nyj,WestJa99,tackles_loss,0,,,,,
player,201109180nyj,nyj,WestJa99,qb_hits,1,,,,,
player,201109180nyj,nyj,WestJa99,fumbles_rec,0,,,,,
player,201109180nyj,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,WestJa99,fumbles_forced,0,,,,,
player,201109180nyj,nyj,WilsKy99,def_int,0,,,,,
player,201109180nyj,nyj,WilsKy99,def_int_yds,0,,,,,
player,201109180nyj,nyj,WilsKy99,def_int_td,0,,,,,
player,201109180nyj,nyj,WilsKy99,def_int_long,0,,,,,
player,201109180nyj,nyj,WilsKy99,pass_defended,0,,,,,
player,201109180nyj,nyj,WilsKy99,sacks,0.0,,,,,
player,201109180nyj,nyj,WilsKy99,tackles_combined,2,,,,,
player,201109180nyj,nyj,WilsKy99,tackles_solo,2,,,,,
player,201109180nyj,nyj,WilsKy99,tackles_assists,0,,,,,
player,201109180nyj,nyj,WilsKy99,tackles_loss,0,,,,,
player,201109180nyj,nyj,WilsKy99,qb_hits,0,,,,,
player,201109180nyj,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201109180nyj,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201109180nyj,nyj,ColeMa01,def_int,0,,,,,
player,201109180nyj,nyj,ColeMa01,def_int_yds,0,,,,,
player,201109180nyj,nyj,ColeMa01,def_int_td,0,,,,,
player,201109180nyj,nyj,ColeMa01,def_int_long,0,,,,,
player,201109180nyj,nyj,ColeMa01,pass_defended,0,,,,,
player,201109180nyj,nyj,ColeMa01,sacks,0.0,,,,,
player,201109180nyj,nyj,ColeMa01,tackles_combined,1,,,,,
player,201109180nyj,nyj,ColeMa01,tackles_solo,1,,,,,
player,201109180nyj,nyj,ColeMa01,tackles_assists,0,,,,,
player,201109180nyj,nyj,ColeMa01,tackles_loss,0,,,,,
player,201109180nyj,nyj,ColeMa01,qb_hits,0,,,,,
player,201109180nyj,nyj,ColeMa01,fumbles_rec,0,,,,,
player,201109180nyj,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201109180nyj,nyj,CumbJe00,def_int,0,,,,,
player,201109180nyj,nyj,CumbJe00,def_int_yds,0,,,,,
player,201109180nyj,nyj,CumbJe00,def_int_td,0,,,,,
player,201109180nyj,nyj,CumbJe00,def_int_long,0,,,,,
player,201109180nyj,nyj,CumbJe00,pass_defended,0,,,,,
player,201109180nyj,nyj,CumbJe00,sacks,0.0,,,,,
player,201109180nyj,nyj,CumbJe00,tackles_combined,1,,,,,
player,201109180nyj,nyj,CumbJe00,tackles_solo,1,,,,,
player,201109180nyj,nyj,CumbJe00,tackles_assists,0,,,,,
player,201109180nyj,nyj,CumbJe00,tackles_loss,0,,,,,
player,201109180nyj,nyj,CumbJe00,qb_hits,0,,,,,
player,201109180nyj,nyj,CumbJe00,fumbles_rec,0,,,,,
player,201109180nyj,nyj,CumbJe00,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,CumbJe00,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,CumbJe00,fumbles_forced,0,,,,,
player,201109180nyj,nyj,LeonJi23,def_int,0,,,,,
player,201109180nyj,nyj,LeonJi23,def_int_yds,0,,,,,
player,201109180nyj,nyj,LeonJi23,def_int_td,0,,,,,
player,201109180nyj,nyj,LeonJi23,def_int_long,0,,,,,
player,201109180nyj,nyj,LeonJi23,pass_defended,0,,,,,
player,201109180nyj,nyj,LeonJi23,sacks,0.0,,,,,
player,201109180nyj,nyj,LeonJi23,tackles_combined,1,,,,,
player,201109180nyj,nyj,LeonJi23,tackles_solo,0,,,,,
player,201109180nyj,nyj,LeonJi23,tackles_assists,1,,,,,
player,201109180nyj,nyj,LeonJi23,tackles_loss,0,,,,,
player,201109180nyj,nyj,LeonJi23,qb_hits,0,,,,,
player,201109180nyj,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201109180nyj,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201109180nyj,nyj,McInGa00,def_int,0,,,,,
player,201109180nyj,nyj,McInGa00,def_int_yds,0,,,,,
player,201109180nyj,nyj,McInGa00,def_int_td,0,,,,,
player,201109180nyj,nyj,McInGa00,def_int_long,0,,,,,
player,201109180nyj,nyj,McInGa00,pass_defended,0,,,,,
player,201109180nyj,nyj,McInGa00,sacks,0.0,,,,,
player,201109180nyj,nyj,McInGa00,tackles_combined,1,,,,,
player,201109180nyj,nyj,McInGa00,tackles_solo,0,,,,,
player,201109180nyj,nyj,McInGa00,tackles_assists,1,,,,,
player,201109180nyj,nyj,McInGa00,tackles_loss,0,,,,,
player,201109180nyj,nyj,McInGa00,qb_hits,0,,,,,
player,201109180nyj,nyj,McInGa00,fumbles_rec,0,,,,,
player,201109180nyj,nyj,McInGa00,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,McInGa00,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,McInGa00,fumbles_forced,0,,,,,
player,201109180nyj,nyj,StriDo20,def_int,0,,,,,
player,201109180nyj,nyj,StriDo20,def_int_yds,0,,,,,
player,201109180nyj,nyj,StriDo20,def_int_td,0,,,,,
player,201109180nyj,nyj,StriDo20,def_int_long,0,,,,,
player,201109180nyj,nyj,StriDo20,pass_defended,0,,,,,
player,201109180nyj,nyj,StriDo20,sacks,0.0,,,,,
player,201109180nyj,nyj,StriDo20,tackles_combined,1,,,,,
player,201109180nyj,nyj,StriDo20,tackles_solo,1,,,,,
player,201109180nyj,nyj,StriDo20,tackles_assists,0,,,,,
player,201109180nyj,nyj,StriDo20,tackles_loss,0,,,,,
player,201109180nyj,nyj,StriDo20,qb_hits,0,,,,,
player,201109180nyj,nyj,StriDo20,fumbles_rec,0,,,,,
player,201109180nyj,nyj,StriDo20,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,StriDo20,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,StriDo20,fumbles_forced,0,,,,,
player,201109180nyj,nyj,TrufIs00,def_int,0,,,,,
player,201109180nyj,nyj,TrufIs00,def_int_yds,0,,,,,
player,201109180nyj,nyj,TrufIs00,def_int_td,0,,,,,
player,201109180nyj,nyj,TrufIs00,def_int_long,0,,,,,
player,201109180nyj,nyj,TrufIs00,pass_defended,0,,,,,
player,201109180nyj,nyj,TrufIs00,sacks,0.0,,,,,
player,201109180nyj,nyj,TrufIs00,tackles_combined,1,,,,,
player,201109180nyj,nyj,TrufIs00,tackles_solo,1,,,,,
player,201109180nyj,nyj,TrufIs00,tackles_assists,0,,,,,
player,201109180nyj,nyj,TrufIs00,tackles_loss,0,,,,,
player,201109180nyj,nyj,TrufIs00,qb_hits,0,,,,,
player,201109180nyj,nyj,TrufIs00,fumbles_rec,0,,,,,
player,201109180nyj,nyj,TrufIs00,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,TrufIs00,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,TrufIs00,fumbles_forced,0,,,,,
player,201109180nyj,nyj,TurnPa00,def_int,0,,,,,
player,201109180nyj,nyj,TurnPa00,def_int_yds,0,,,,,
player,201109180nyj,nyj,TurnPa00,def_int_td,0,,,,,
player,201109180nyj,nyj,TurnPa00,def_int_long,0,,,,,
player,201109180nyj,nyj,TurnPa00,pass_defended,0,,,,,
player,201109180nyj,nyj,TurnPa00,sacks,0.0,,,,,
player,201109180nyj,nyj,TurnPa00,tackles_combined,1,,,,,
player,201109180nyj,nyj,TurnPa00,tackles_solo,1,,,,,
player,201109180nyj,nyj,TurnPa00,tackles_assists,0,,,,,
player,201109180nyj,nyj,TurnPa00,tackles_loss,0,,,,,
player,201109180nyj,nyj,TurnPa00,qb_hits,0,,,,,
player,201109180nyj,nyj,TurnPa00,fumbles_rec,0,,,,,
player,201109180nyj,nyj,TurnPa00,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,TurnPa00,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,TurnPa00,fumbles_forced,0,,,,,
player,201109180nyj,jax,ShorCe00,kick_ret,0,,,,,
player,201109180nyj,jax,ShorCe00,kick_ret_yds,0,,,,,
player,201109180nyj,jax,ShorCe00,kick_ret_yds_per_ret,,,,,,
player,201109180nyj,jax,ShorCe00,kick_ret_td,0,,,,,
player,201109180nyj,jax,ShorCe00,kick_ret_long,0,,,,,
player,201109180nyj,jax,ShorCe00,punt_ret,2,,,,,
player,201109180nyj,jax,ShorCe00,punt_ret_yds,7,,,,,
player,201109180nyj,jax,ShorCe00,punt_ret_yds_per_ret,3.5,,,,,
player,201109180nyj,jax,ShorCe00,punt_ret_td,0,,,,,
player,201109180nyj,jax,ShorCe00,punt_ret_long,6,,,,,
player,201109180nyj,jax,KariDe00,kick_ret,5,,,,,
player,201109180nyj,jax,KariDe00,kick_ret_yds,91,,,,,
player,201109180nyj,jax,KariDe00,kick_ret_yds_per_ret,18.2,,,,,
player,201109180nyj,jax,KariDe00,kick_ret_td,0,,,,,
player,201109180nyj,jax,KariDe00,kick_ret_long,26,,,,,
player,201109180nyj,jax,KariDe00,punt_ret,0,,,,,
player,201109180nyj,jax,KariDe00,punt_ret_yds,0,,,,,
player,201109180nyj,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201109180nyj,jax,KariDe00,punt_ret_td,0,,,,,
player,201109180nyj,jax,KariDe00,punt_ret_long,0,,,,,
player,201109180nyj,jax,OwenMo01,kick_ret,1,,,,,
player,201109180nyj,jax,OwenMo01,kick_ret_yds,13,,,,,
player,201109180nyj,jax,OwenMo01,kick_ret_yds_per_ret,13.0,,,,,
player,201109180nyj,jax,OwenMo01,kick_ret_td,0,,,,,
player,201109180nyj,jax,OwenMo01,kick_ret_long,13,,,,,
player,201109180nyj,jax,OwenMo01,punt_ret,0,,,,,
player,201109180nyj,jax,OwenMo01,punt_ret_yds,0,,,,,
player,201109180nyj,jax,OwenMo01,punt_ret_yds_per_ret,,,,,,
player,201109180nyj,jax,OwenMo01,punt_ret_td,0,,,,,
player,201109180nyj,jax,OwenMo01,punt_ret_long,0,,,,,
player,201109180nyj,nyj,CromAn20,kick_ret,2,,,,,
player,201109180nyj,nyj,CromAn20,kick_ret_yds,85,,,,,
player,201109180nyj,nyj,CromAn20,kick_ret_yds_per_ret,42.5,,,,,
player,201109180nyj,nyj,CromAn20,kick_ret_td,0,,,,,
player,201109180nyj,nyj,CromAn20,kick_ret_long,46,,,,,
player,201109180nyj,nyj,CromAn20,punt_ret,0,,,,,
player,201109180nyj,nyj,CromAn20,punt_ret_yds,0,,,,,
player,201109180nyj,nyj,CromAn20,punt_ret_yds_per_ret,,,,,,
player,201109180nyj,nyj,CromAn20,punt_ret_td,0,,,,,
player,201109180nyj,nyj,CromAn20,punt_ret_long,0,,,,,
player,201109180nyj,nyj,KerlJe00,kick_ret,1,,,,,
player,201109180nyj,nyj,KerlJe00,kick_ret_yds,15,,,,,
player,201109180nyj,nyj,KerlJe00,kick_ret_yds_per_ret,15.0,,,,,
player,201109180nyj,nyj,KerlJe00,kick_ret_td,0,,,,,
player,201109180nyj,nyj,KerlJe00,kick_ret_long,15,,,,,
player,201109180nyj,nyj,KerlJe00,punt_ret,0,,,,,
player,201109180nyj,nyj,KerlJe00,punt_ret_yds,0,,,,,
player,201109180nyj,nyj,KerlJe00,punt_ret_yds_per_ret,,,,,,
player,201109180nyj,nyj,KerlJe00,punt_ret_td,0,,,,,
player,201109180nyj,nyj,KerlJe00,punt_ret_long,0,,,,,
player,201109180nyj,jax,TurkMa20,xpm,,,,,,
player,201109180nyj,jax,TurkMa20,xpa,,,,,,
player,201109180nyj,jax,TurkMa20,fgm,,,,,,
player,201109180nyj,jax,TurkMa20,fga,,,,,,
player,201109180nyj,jax,TurkMa20,punt,5,,,,,
player,201109180nyj,jax,TurkMa20,punt_yds,203,,,,,
player,201109180nyj,jax,TurkMa20,punt_yds_per_punt,40.6,,,,,
player,201109180nyj,jax,TurkMa20,punt_long,46,,,,,
player,201109180nyj,jax,scobejos01,xpm,,,,,,
player,201109180nyj,jax,scobejos01,xpa,,,,,,
player,201109180nyj,jax,scobejos01,fgm,1,,,,,
player,201109180nyj,jax,scobejos01,fga,1,,,,,
player,201109180nyj,jax,scobejos01,punt,0,,,,,
player,201109180nyj,jax,scobejos01,punt_yds,0,,,,,
player,201109180nyj,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201109180nyj,jax,scobejos01,punt_long,0,,,,,
player,201109180nyj,nyj,FolkNi20,xpm,3,,,,,
player,201109180nyj,nyj,FolkNi20,xpa,3,,,,,
player,201109180nyj,nyj,FolkNi20,fgm,3,,,,,
player,201109180nyj,nyj,FolkNi20,fga,3,,,,,
player,201109180nyj,nyj,FolkNi20,punt,0,,,,,
player,201109180nyj,nyj,FolkNi20,punt_yds,0,,,,,
player,201109180nyj,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201109180nyj,nyj,FolkNi20,punt_long,0,,,,,
player,201109180nyj,nyj,ConlT.00,xpm,,,,,,
player,201109180nyj,nyj,ConlT.00,xpa,,,,,,
player,201109180nyj,nyj,ConlT.00,fgm,,,,,,
player,201109180nyj,nyj,ConlT.00,fga,,,,,,
player,201109180nyj,nyj,ConlT.00,punt,5,,,,,
player,201109180nyj,nyj,ConlT.00,punt_yds,194,,,,,
player,201109180nyj,nyj,ConlT.00,punt_yds_per_punt,38.8,,,,,
player,201109180nyj,nyj,ConlT.00,punt_long,44,,,,,
