game,2011,17,20120101,201201010jax,clt,"Indianapolis Colts",13,jax,"Jacksonville Jaguars",19
player,201201010jax,clt,AngePa99,tackles_solo,6,,,,,
player,201201010jax,clt,AngePa99,tackles_assists,5,,,,,
player,201201010jax,clt,AngePa99,tackles_loss,0,,,,,
player,201201010jax,clt,AngePa99,qb_hits,0,,,,,
player,201201010jax,clt,AngePa99,fumbles_rec,0,,,,,
player,201201010jax,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201201010jax,clt,AngePa99,fumbles_forced,0,,,,,
player,201201010jax,clt,BethAn20,def_int,0,,,,,
player,201201010jax,clt,BethAn20,def_int_yds,0,,,,,
player,201201010jax,clt,BethAn20,def_int_td,0,,,,,
player,201201010jax,clt,BethAn20,def_int_long,0,,,,,
player,201201010jax,clt,BethAn20,pass_defended,0,,,,,
player,201201010jax,clt,BethAn20,sacks,0.0,,,,,
player,201201010jax,clt,BethAn20,tackles_combined,10,,,,,
player,201201010jax,clt,BethAn20,tackles_solo,8,,,,,
player,201201010jax,clt,BethAn20,tackles_assists,2,,,,,
player,201201010jax,clt,BethAn20,tackles_loss,0,,,,,
player,201201010jax,clt,BethAn20,qb_hits,0,,,,,
player,201201010jax,clt,BethAn20,fumbles_rec,0,,,,,
player,201201010jax,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201201010jax,clt,BethAn20,fumbles_forced,0,,,,,
player,201201010jax,clt,SimsEr20,def_int,0,,,,,
player,201201010jax,clt,SimsEr20,def_int_yds,0,,,,,
player,201201010jax,clt,SimsEr20,def_int_td,0,,,,,
player,201201010jax,clt,SimsEr20,def_int_long,0,,,,,
player,201201010jax,clt,SimsEr20,pass_defended,0,,,,,
player,201201010jax,clt,SimsEr20,sacks,0.0,,,,,
player,201201010jax,clt,SimsEr20,tackles_combined,7,,,,,
player,201201010jax,clt,SimsEr20,tackles_solo,5,,,,,
player,201201010jax,clt,SimsEr20,tackles_assists,2,,,,,
player,201201010jax,clt,SimsEr20,tackles_loss,0,,,,,
player,201201010jax,clt,SimsEr20,qb_hits,0,,,,,
player,201201010jax,clt,SimsEr20,fumbles_rec,0,,,,,
player,201201010jax,clt,SimsEr20,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,SimsEr20,fumbles_rec_td,0,,,,,
player,201201010jax,clt,SimsEr20,fumbles_forced,0,,,,,
player,201201010jax,clt,LaceJa99,def_int,0,,,,,
player,201201010jax,clt,LaceJa99,def_int_yds,0,,,,,
player,201201010jax,clt,LaceJa99,def_int_td,0,,,,,
player,201201010jax,clt,LaceJa99,def_int_long,0,,,,,
player,201201010jax,clt,LaceJa99,pass_defended,0,,,,,
player,201201010jax,clt,LaceJa99,sacks,0.0,,,,,
player,201201010jax,clt,LaceJa99,tackles_combined,5,,,,,
player,201201010jax,clt,LaceJa99,tackles_solo,2,,,,,
player,201201010jax,clt,LaceJa99,tackles_assists,3,,,,,
player,201201010jax,clt,LaceJa99,tackles_loss,0,,,,,
player,201201010jax,clt,LaceJa99,qb_hits,0,,,,,
player,201201010jax,clt,LaceJa99,fumbles_rec,0,,,,,
player,201201010jax,clt,LaceJa99,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,LaceJa99,fumbles_rec_td,0,,,,,
player,201201010jax,clt,LaceJa99,fumbles_forced,0,,,,,
player,201201010jax,clt,MathRi99,def_int,0,,,,,
player,201201010jax,clt,MathRi99,def_int_yds,0,,,,,
player,201201010jax,clt,MathRi99,def_int_td,0,,,,,
player,201201010jax,clt,MathRi99,def_int_long,0,,,,,
player,201201010jax,clt,MathRi99,pass_defended,0,,,,,
player,201201010jax,clt,MathRi99,sacks,0.0,,,,,
player,201201010jax,clt,MathRi99,tackles_combined,5,,,,,
player,201201010jax,clt,MathRi99,tackles_solo,4,,,,,
player,201201010jax,clt,MathRi99,tackles_assists,1,,,,,
player,201201010jax,clt,MathRi99,tackles_loss,0,,,,,
player,201201010jax,clt,MathRi99,qb_hits,0,,,,,
player,201201010jax,clt,MathRi99,fumbles_rec,0,,,,,
player,201201010jax,clt,MathRi99,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,MathRi99,fumbles_rec_td,0,,,,,
player,201201010jax,clt,MathRi99,fumbles_forced,0,,,,,
player,201201010jax,clt,CaldDa00,def_int,0,,,,,
player,201201010jax,clt,CaldDa00,def_int_yds,0,,,,,
player,201201010jax,clt,CaldDa00,def_int_td,0,,,,,
player,201201010jax,clt,CaldDa00,def_int_long,0,,,,,
player,201201010jax,clt,CaldDa00,pass_defended,0,,,,,
player,201201010jax,clt,CaldDa00,sacks,0.0,,,,,
player,201201010jax,clt,CaldDa00,tackles_combined,3,,,,,
player,201201010jax,clt,CaldDa00,tackles_solo,1,,,,,
player,201201010jax,clt,CaldDa00,tackles_assists,2,,,,,
player,201201010jax,clt,CaldDa00,tackles_loss,0,,,,,
player,201201010jax,clt,CaldDa00,qb_hits,0,,,,,
player,201201010jax,clt,CaldDa00,fumbles_rec,0,,,,,
player,201201010jax,clt,CaldDa00,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,CaldDa00,fumbles_rec_td,0,,,,,
player,201201010jax,clt,CaldDa00,fumbles_forced,0,,,,,
player,201201010jax,clt,RuckCh00,def_int,0,,,,,
player,201201010jax,clt,RuckCh00,def_int_yds,0,,,,,
player,201201010jax,clt,RuckCh00,def_int_td,0,,,,,
player,201201010jax,clt,RuckCh00,def_int_long,0,,,,,
player,201201010jax,clt,RuckCh00,pass_defended,0,,,,,
player,201201010jax,clt,RuckCh00,sacks,0.0,,,,,
player,201201010jax,clt,RuckCh00,tackles_combined,3,,,,,
player,201201010jax,clt,RuckCh00,tackles_solo,3,,,,,
player,201201010jax,clt,RuckCh00,tackles_assists,0,,,,,
player,201201010jax,clt,RuckCh00,tackles_loss,1,,,,,
player,201201010jax,clt,RuckCh00,qb_hits,0,,,,,
player,201201010jax,clt,RuckCh00,fumbles_rec,0,,,,,
player,201201010jax,clt,RuckCh00,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,RuckCh00,fumbles_rec_td,0,,,,,
player,201201010jax,clt,RuckCh00,fumbles_forced,0,,,,,
player,201201010jax,clt,HughJe99,def_int,0,,,,,
player,201201010jax,clt,HughJe99,def_int_yds,0,,,,,
player,201201010jax,clt,HughJe99,def_int_td,0,,,,,
player,201201010jax,clt,HughJe99,def_int_long,0,,,,,
player,201201010jax,clt,HughJe99,pass_defended,0,,,,,
player,201201010jax,clt,HughJe99,sacks,0.0,,,,,
player,201201010jax,clt,HughJe99,tackles_combined,2,,,,,
player,201201010jax,clt,HughJe99,tackles_solo,1,,,,,
player,201201010jax,clt,HughJe99,tackles_assists,1,,,,,
player,201201010jax,clt,HughJe99,tackles_loss,0,,,,,
player,201201010jax,clt,HughJe99,qb_hits,0,,,,,
player,201201010jax,clt,HughJe99,fumbles_rec,0,,,,,
player,201201010jax,clt,HughJe99,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,HughJe99,fumbles_rec_td,0,,,,,
player,201201010jax,clt,HughJe99,fumbles_forced,0,,,,,
player,201201010jax,clt,BrayTy20,def_int,0,,,,,
player,201201010jax,clt,BrayTy20,def_int_yds,0,,,,,
player,201201010jax,clt,BrayTy20,def_int_td,0,,,,,
player,201201010jax,clt,BrayTy20,def_int_long,0,,,,,
player,201201010jax,clt,BrayTy20,pass_defended,0,,,,,
player,201201010jax,clt,BrayTy20,sacks,0.0,,,,,
player,201201010jax,clt,BrayTy20,tackles_combined,1,,,,,
player,201201010jax,clt,BrayTy20,tackles_solo,1,,,,,
player,201201010jax,clt,BrayTy20,tackles_assists,0,,,,,
player,201201010jax,clt,BrayTy20,tackles_loss,0,,,,,
player,201201010jax,clt,BrayTy20,qb_hits,0,,,,,
player,201201010jax,clt,BrayTy20,fumbles_rec,0,,,,,
player,201201010jax,clt,BrayTy20,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,BrayTy20,fumbles_rec_td,0,,,,,
player,201201010jax,clt,BrayTy20,fumbles_forced,0,,,,,
player,201201010jax,clt,JohnAn03,def_int,0,,,,,
player,201201010jax,clt,JohnAn03,def_int_yds,0,,,,,
player,201201010jax,clt,JohnAn03,def_int_td,0,,,,,
player,201201010jax,clt,JohnAn03,def_int_long,0,,,,,
player,201201010jax,clt,JohnAn03,pass_defended,0,,,,,
player,201201010jax,clt,JohnAn03,sacks,0.0,,,,,
player,201201010jax,clt,JohnAn03,tackles_combined,1,,,,,
player,201201010jax,clt,JohnAn03,tackles_solo,0,,,,,
player,201201010jax,clt,JohnAn03,tackles_assists,1,,,,,
player,201201010jax,clt,JohnAn03,tackles_loss,0,,,,,
player,201201010jax,clt,JohnAn03,qb_hits,0,,,,,
player,201201010jax,clt,JohnAn03,fumbles_rec,0,,,,,
player,201201010jax,clt,JohnAn03,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,JohnAn03,fumbles_rec_td,0,,,,,
player,201201010jax,clt,JohnAn03,fumbles_forced,0,,,,,
player,201201010jax,clt,KingBr01,def_int,0,,,,,
player,201201010jax,clt,KingBr01,def_int_yds,0,,,,,
player,201201010jax,clt,KingBr01,def_int_td,0,,,,,
player,201201010jax,clt,KingBr01,def_int_long,0,,,,,
player,201201010jax,clt,KingBr01,pass_defended,0,,,,,
player,201201010jax,clt,KingBr01,sacks,0.0,,,,,
player,201201010jax,clt,KingBr01,tackles_combined,1,,,,,
player,201201010jax,clt,KingBr01,tackles_solo,1,,,,,
player,201201010jax,clt,KingBr01,tackles_assists,0,,,,,
player,201201010jax,clt,KingBr01,tackles_loss,0,,,,,
player,201201010jax,clt,KingBr01,qb_hits,0,,,,,
player,201201010jax,clt,KingBr01,fumbles_rec,0,,,,,
player,201201010jax,clt,KingBr01,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,KingBr01,fumbles_rec_td,0,,,,,
player,201201010jax,clt,KingBr01,fumbles_forced,0,,,,,
player,201201010jax,clt,LutrSc00,def_int,0,,,,,
player,201201010jax,clt,LutrSc00,def_int_yds,0,,,,,
player,201201010jax,clt,LutrSc00,def_int_td,0,,,,,
player,201201010jax,clt,LutrSc00,def_int_long,0,,,,,
player,201201010jax,clt,LutrSc00,pass_defended,0,,,,,
player,201201010jax,clt,LutrSc00,sacks,0.0,,,,,
player,201201010jax,clt,LutrSc00,tackles_combined,1,,,,,
player,201201010jax,clt,LutrSc00,tackles_solo,1,,,,,
player,201201010jax,clt,LutrSc00,tackles_assists,0,,,,,
player,201201010jax,clt,LutrSc00,tackles_loss,0,,,,,
player,201201010jax,clt,LutrSc00,qb_hits,0,,,,,
player,201201010jax,clt,LutrSc00,fumbles_rec,0,,,,,
player,201201010jax,clt,LutrSc00,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,LutrSc00,fumbles_rec_td,0,,,,,
player,201201010jax,clt,LutrSc00,fumbles_forced,0,,,,,
player,201201010jax,clt,MoalFi99,def_int,0,,,,,
player,201201010jax,clt,MoalFi99,def_int_yds,0,,,,,
player,201201010jax,clt,MoalFi99,def_int_td,0,,,,,
player,201201010jax,clt,MoalFi99,def_int_long,0,,,,,
player,201201010jax,clt,MoalFi99,pass_defended,0,,,,,
player,201201010jax,clt,MoalFi99,sacks,0.0,,,,,
player,201201010jax,clt,MoalFi99,tackles_combined,1,,,,,
player,201201010jax,clt,MoalFi99,tackles_solo,0,,,,,
player,201201010jax,clt,MoalFi99,tackles_assists,1,,,,,
player,201201010jax,clt,MoalFi99,tackles_loss,0,,,,,
player,201201010jax,clt,MoalFi99,qb_hits,0,,,,,
player,201201010jax,clt,MoalFi99,fumbles_rec,0,,,,,
player,201201010jax,clt,MoalFi99,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,MoalFi99,fumbles_rec_td,0,,,,,
player,201201010jax,clt,MoalFi99,fumbles_forced,0,,,,,
player,201201010jax,clt,TammJa00,def_int,0,,,,,
player,201201010jax,clt,TammJa00,def_int_yds,0,,,,,
player,201201010jax,clt,TammJa00,def_int_td,0,,,,,
player,201201010jax,clt,TammJa00,def_int_long,0,,,,,
player,201201010jax,clt,TammJa00,pass_defended,0,,,,,
player,201201010jax,clt,TammJa00,sacks,0.0,,,,,
player,201201010jax,clt,TammJa00,tackles_combined,1,,,,,
player,201201010jax,clt,TammJa00,tackles_solo,1,,,,,
player,201201010jax,clt,TammJa00,tackles_assists,0,,,,,
player,201201010jax,clt,TammJa00,tackles_loss,0,,,,,
player,201201010jax,clt,TammJa00,qb_hits,0,,,,,
player,201201010jax,clt,TammJa00,fumbles_rec,0,,,,,
player,201201010jax,clt,TammJa00,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,TammJa00,fumbles_rec_td,0,,,,,
player,201201010jax,clt,TammJa00,fumbles_forced,0,,,,,
player,201201010jax,clt,ThomKe99,def_int,0,,,,,
player,201201010jax,clt,ThomKe99,def_int_yds,0,,,,,
player,201201010jax,clt,ThomKe99,def_int_td,0,,,,,
player,201201010jax,clt,ThomKe99,def_int_long,0,,,,,
player,201201010jax,clt,ThomKe99,pass_defended,0,,,,,
player,201201010jax,clt,ThomKe99,sacks,0.0,,,,,
player,201201010jax,clt,ThomKe99,tackles_combined,1,,,,,
player,201201010jax,clt,ThomKe99,tackles_solo,1,,,,,
player,201201010jax,clt,ThomKe99,tackles_assists,0,,,,,
player,201201010jax,clt,ThomKe99,tackles_loss,0,,,,,
player,201201010jax,clt,ThomKe99,qb_hits,0,,,,,
player,201201010jax,clt,ThomKe99,fumbles_rec,0,,,,,
player,201201010jax,clt,ThomKe99,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,ThomKe99,fumbles_rec_td,0,,,,,
player,201201010jax,clt,ThomKe99,fumbles_forced,0,,,,,
player,201201010jax,clt,ConnKa99,def_int,0,,,,,
player,201201010jax,clt,ConnKa99,def_int_yds,0,,,,,
player,201201010jax,clt,ConnKa99,def_int_td,0,,,,,
player,201201010jax,clt,ConnKa99,def_int_long,0,,,,,
player,201201010jax,clt,ConnKa99,pass_defended,0,,,,,
player,201201010jax,clt,ConnKa99,sacks,0.0,,,,,
player,201201010jax,clt,ConnKa99,tackles_combined,0,,,,,
player,201201010jax,clt,ConnKa99,tackles_solo,0,,,,,
player,201201010jax,clt,ConnKa99,tackles_assists,0,,,,,
player,201201010jax,clt,ConnKa99,tackles_loss,0,,,,,
player,201201010jax,clt,ConnKa99,qb_hits,1,,,,,
player,201201010jax,clt,ConnKa99,fumbles_rec,0,,,,,
player,201201010jax,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201201010jax,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201201010jax,clt,ConnKa99,fumbles_forced,0,,,,,
player,201201010jax,jax,AlleRu00,def_int,1,,,,,
player,201201010jax,jax,AlleRu00,def_int_yds,3,,,,,
player,201201010jax,jax,AlleRu00,def_int_td,0,,,,,
player,201201010jax,jax,AlleRu00,def_int_long,3,,,,,
player,201201010jax,jax,AlleRu00,pass_defended,1,,,,,
player,201201010jax,jax,AlleRu00,sacks,0.0,,,,,
player,201201010jax,jax,AlleRu00,tackles_combined,6,,,,,
player,201201010jax,jax,AlleRu00,tackles_solo,5,,,,,
player,201201010jax,jax,AlleRu00,tackles_assists,1,,,,,
player,201201010jax,jax,AlleRu00,tackles_loss,0,,,,,
player,201201010jax,jax,AlleRu00,qb_hits,0,,,,,
player,201201010jax,jax,AlleRu00,fumbles_rec,0,,,,,
player,201201010jax,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201201010jax,jax,AlleRu00,fumbles_forced,0,,,,,
player,201201010jax,jax,TrenMo99,def_int,1,,,,,
player,201201010jax,jax,TrenMo99,def_int_yds,-5,,,,,
player,201201010jax,jax,TrenMo99,def_int_td,0,,,,,
player,201201010jax,jax,TrenMo99,def_int_long,-5,,,,,
player,201201010jax,jax,TrenMo99,pass_defended,1,,,,,
player,201201010jax,jax,TrenMo99,sacks,0.0,,,,,
player,201201010jax,jax,TrenMo99,tackles_combined,4,,,,,
player,201201010jax,jax,TrenMo99,tackles_solo,2,,,,,
player,201201010jax,jax,TrenMo99,tackles_assists,2,,,,,
player,201201010jax,jax,TrenMo99,tackles_loss,0,,,,,
player,201201010jax,jax,TrenMo99,qb_hits,0,,,,,
player,201201010jax,jax,TrenMo99,fumbles_rec,0,,,,,
player,201201010jax,jax,TrenMo99,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,TrenMo99,fumbles_rec_td,0,,,,,
player,201201010jax,jax,TrenMo99,fumbles_forced,0,,,,,
player,201201010jax,jax,MincJe99,def_int,0,,,,,
player,201201010jax,jax,MincJe99,def_int_yds,0,,,,,
player,201201010jax,jax,MincJe99,def_int_td,0,,,,,
player,201201010jax,jax,MincJe99,def_int_long,0,,,,,
player,201201010jax,jax,MincJe99,pass_defended,0,,,,,
player,201201010jax,jax,MincJe99,sacks,2.5,,,,,
player,201201010jax,jax,MincJe99,tackles_combined,5,,,,,
player,201201010jax,jax,MincJe99,tackles_solo,4,,,,,
player,201201010jax,jax,MincJe99,tackles_assists,1,,,,,
player,201201010jax,jax,MincJe99,tackles_loss,0,,,,,
player,201201010jax,jax,MincJe99,qb_hits,1,,,,,
player,201201010jax,jax,MincJe99,fumbles_rec,0,,,,,
player,201201010jax,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201201010jax,jax,MincJe99,fumbles_forced,2,,,,,
player,201201010jax,jax,SelvGe99,def_int,0,,,,,
player,201201010jax,jax,SelvGe99,def_int_yds,0,,,,,
player,201201010jax,jax,SelvGe99,def_int_td,0,,,,,
player,201201010jax,jax,SelvGe99,def_int_long,0,,,,,
player,201201010jax,jax,SelvGe99,pass_defended,0,,,,,
player,201201010jax,jax,SelvGe99,sacks,0.5,,,,,
player,201201010jax,jax,SelvGe99,tackles_combined,3,,,,,
player,201201010jax,jax,SelvGe99,tackles_solo,2,,,,,
player,201201010jax,jax,SelvGe99,tackles_assists,1,,,,,
player,201201010jax,jax,SelvGe99,tackles_loss,1,,,,,
player,201201010jax,jax,SelvGe99,qb_hits,1,,,,,
player,201201010jax,jax,SelvGe99,fumbles_rec,1,,,,,
player,201201010jax,jax,SelvGe99,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,SelvGe99,fumbles_rec_td,0,,,,,
player,201201010jax,jax,SelvGe99,fumbles_forced,0,,,,,
player,201201010jax,jax,RutlKe00,def_int,0,,,,,
player,201201010jax,jax,RutlKe00,def_int_yds,25,,,,,
player,201201010jax,jax,RutlKe00,def_int_td,0,,,,,
player,201201010jax,jax,RutlKe00,def_int_long,25,,,,,
player,201201010jax,jax,RutlKe00,pass_defended,0,,,,,
player,201201010jax,jax,RutlKe00,sacks,0.0,,,,,
player,201201010jax,jax,RutlKe00,tackles_combined,9,,,,,
player,201201010jax,jax,RutlKe00,tackles_solo,9,,,,,
player,201201010jax,jax,RutlKe00,tackles_assists,0,,,,,
player,201201010jax,jax,RutlKe00,tackles_loss,0,,,,,
player,201201010jax,jax,RutlKe00,qb_hits,0,,,,,
player,201201010jax,jax,RutlKe00,fumbles_rec,0,,,,,
player,201201010jax,jax,RutlKe00,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,RutlKe00,fumbles_rec_td,0,,,,,
player,201201010jax,jax,RutlKe00,fumbles_forced,0,,,,,
player,201201010jax,jax,DouzLe00,def_int,0,,,,,
player,201201010jax,jax,DouzLe00,def_int_yds,0,,,,,
player,201201010jax,jax,DouzLe00,def_int_td,0,,,,,
player,201201010jax,jax,DouzLe00,def_int_long,0,,,,,
player,201201010jax,jax,DouzLe00,pass_defended,0,,,,,
player,201201010jax,jax,DouzLe00,sacks,0.0,,,,,
player,201201010jax,jax,DouzLe00,tackles_combined,6,,,,,
player,201201010jax,jax,DouzLe00,tackles_solo,3,,,,,
player,201201010jax,jax,DouzLe00,tackles_assists,3,,,,,
player,201201010jax,jax,DouzLe00,tackles_loss,0,,,,,
player,201201010jax,jax,DouzLe00,qb_hits,1,,,,,
player,201201010jax,jax,DouzLe00,fumbles_rec,0,,,,,
player,201201010jax,jax,DouzLe00,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,DouzLe00,fumbles_rec_td,0,,,,,
player,201201010jax,jax,DouzLe00,fumbles_forced,0,,,,,
player,201201010jax,jax,LandDa21,def_int,0,,,,,
player,201201010jax,jax,LandDa21,def_int_yds,0,,,,,
player,201201010jax,jax,LandDa21,def_int_td,0,,,,,
player,201201010jax,jax,LandDa21,def_int_long,0,,,,,
player,201201010jax,jax,LandDa21,pass_defended,0,,,,,
player,201201010jax,jax,LandDa21,sacks,0.0,,,,,
player,201201010jax,jax,LandDa21,tackles_combined,6,,,,,
player,201201010jax,jax,LandDa21,tackles_solo,5,,,,,
player,201201010jax,jax,LandDa21,tackles_assists,1,,,,,
player,201201010jax,jax,LandDa21,tackles_loss,0,,,,,
player,201201010jax,jax,LandDa21,qb_hits,0,,,,,
player,201201010jax,jax,LandDa21,fumbles_rec,0,,,,,
player,201201010jax,jax,LandDa21,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,LandDa21,fumbles_rec_td,0,,,,,
player,201201010jax,jax,LandDa21,fumbles_forced,0,,,,,
player,201201010jax,jax,SmitDa24,def_int,0,,,,,
player,201201010jax,jax,SmitDa24,def_int_yds,0,,,,,
player,201201010jax,jax,SmitDa24,def_int_td,0,,,,,
player,201201010jax,jax,SmitDa24,def_int_long,0,,,,,
player,201201010jax,jax,SmitDa24,pass_defended,2,,,,,
player,201201010jax,jax,SmitDa24,sacks,0.0,,,,,
player,201201010jax,jax,SmitDa24,tackles_combined,6,,,,,
player,201201010jax,jax,SmitDa24,tackles_solo,5,,,,,
player,201201010jax,jax,SmitDa24,tackles_assists,1,,,,,
player,201201010jax,jax,SmitDa24,tackles_loss,0,,,,,
player,201201010jax,jax,SmitDa24,qb_hits,2,,,,,
player,201201010jax,jax,SmitDa24,fumbles_rec,0,,,,,
player,201201010jax,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201201010jax,jax,SmitDa24,fumbles_forced,0,,,,,
player,201201010jax,jax,OwusAk99,def_int,0,,,,,
player,201201010jax,jax,OwusAk99,def_int_yds,0,,,,,
player,201201010jax,jax,OwusAk99,def_int_td,0,,,,,
player,201201010jax,jax,OwusAk99,def_int_long,0,,,,,
player,201201010jax,jax,OwusAk99,pass_defended,0,,,,,
player,201201010jax,jax,OwusAk99,sacks,0.0,,,,,
player,201201010jax,jax,OwusAk99,tackles_combined,4,,,,,
player,201201010jax,jax,OwusAk99,tackles_solo,2,,,,,
player,201201010jax,jax,OwusAk99,tackles_assists,2,,,,,
player,201201010jax,jax,OwusAk99,tackles_loss,0,,,,,
player,201201010jax,jax,OwusAk99,qb_hits,0,,,,,
player,201201010jax,jax,OwusAk99,fumbles_rec,0,,,,,
player,201201010jax,jax,OwusAk99,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,OwusAk99,fumbles_rec_td,0,,,,,
player,201201010jax,jax,OwusAk99,fumbles_forced,0,,,,,
player,201201010jax,jax,PoluPa99,def_int,0,,,,,
player,201201010jax,jax,PoluPa99,def_int_yds,0,,,,,
player,201201010jax,jax,PoluPa99,def_int_td,0,,,,,
player,201201010jax,jax,PoluPa99,def_int_long,0,,,,,
player,201201010jax,jax,PoluPa99,pass_defended,0,,,,,
player,201201010jax,jax,PoluPa99,sacks,0.0,,,,,
player,201201010jax,jax,PoluPa99,tackles_combined,4,,,,,
player,201201010jax,jax,PoluPa99,tackles_solo,1,,,,,
player,201201010jax,jax,PoluPa99,tackles_assists,3,,,,,
player,201201010jax,jax,PoluPa99,tackles_loss,0,,,,,
player,201201010jax,jax,PoluPa99,qb_hits,2,,,,,
player,201201010jax,jax,PoluPa99,fumbles_rec,0,,,,,
player,201201010jax,jax,PoluPa99,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,PoluPa99,fumbles_rec_td,0,,,,,
player,201201010jax,jax,PoluPa99,fumbles_forced,0,,,,,
player,201201010jax,jax,KnigTe99,def_int,0,,,,,
player,201201010jax,jax,KnigTe99,def_int_yds,0,,,,,
player,201201010jax,jax,KnigTe99,def_int_td,0,,,,,
player,201201010jax,jax,KnigTe99,def_int_long,0,,,,,
player,201201010jax,jax,KnigTe99,pass_defended,0,,,,,
player,201201010jax,jax,KnigTe99,sacks,0.0,,,,,
player,201201010jax,jax,KnigTe99,tackles_combined,2,,,,,
player,201201010jax,jax,KnigTe99,tackles_solo,1,,,,,
player,201201010jax,jax,KnigTe99,tackles_assists,1,,,,,
player,201201010jax,jax,KnigTe99,tackles_loss,0,,,,,
player,201201010jax,jax,KnigTe99,qb_hits,0,,,,,
player,201201010jax,jax,KnigTe99,fumbles_rec,0,,,,,
player,201201010jax,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201201010jax,jax,KnigTe99,fumbles_forced,0,,,,,
player,201201010jax,jax,OsgoKa00,def_int,0,,,,,
player,201201010jax,jax,OsgoKa00,def_int_yds,0,,,,,
player,201201010jax,jax,OsgoKa00,def_int_td,0,,,,,
player,201201010jax,jax,OsgoKa00,def_int_long,0,,,,,
player,201201010jax,jax,OsgoKa00,pass_defended,0,,,,,
player,201201010jax,jax,OsgoKa00,sacks,0.0,,,,,
player,201201010jax,jax,OsgoKa00,tackles_combined,2,,,,,
player,201201010jax,jax,OsgoKa00,tackles_solo,2,,,,,
player,201201010jax,jax,OsgoKa00,tackles_assists,0,,,,,
player,201201010jax,jax,OsgoKa00,tackles_loss,0,,,,,
player,201201010jax,jax,OsgoKa00,qb_hits,0,,,,,
player,201201010jax,jax,OsgoKa00,fumbles_rec,0,,,,,
player,201201010jax,jax,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,OsgoKa00,fumbles_rec_td,0,,,,,
player,201201010jax,jax,OsgoKa00,fumbles_forced,0,,,,,
player,201201010jax,jax,AluaTy99,def_int,0,,,,,
player,201201010jax,jax,AluaTy99,def_int_yds,0,,,,,
player,201201010jax,jax,AluaTy99,def_int_td,0,,,,,
player,201201010jax,jax,AluaTy99,def_int_long,0,,,,,
player,201201010jax,jax,AluaTy99,pass_defended,0,,,,,
player,201201010jax,jax,AluaTy99,sacks,0.0,,,,,
player,201201010jax,jax,AluaTy99,tackles_combined,1,,,,,
player,201201010jax,jax,AluaTy99,tackles_solo,0,,,,,
player,201201010jax,jax,AluaTy99,tackles_assists,1,,,,,
player,201201010jax,jax,AluaTy99,tackles_loss,0,,,,,
player,201201010jax,jax,AluaTy99,qb_hits,0,,,,,
player,201201010jax,jax,AluaTy99,fumbles_rec,0,,,,,
player,201201010jax,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201201010jax,jax,AluaTy99,fumbles_forced,0,,,,,
player,201201010jax,jax,BoleBr00,def_int,0,,,,,
player,201201010jax,jax,BoleBr00,def_int_yds,0,,,,,
player,201201010jax,jax,BoleBr00,def_int_td,0,,,,,
player,201201010jax,jax,BoleBr00,def_int_long,0,,,,,
player,201201010jax,jax,BoleBr00,pass_defended,0,,,,,
player,201201010jax,jax,BoleBr00,sacks,0.0,,,,,
player,201201010jax,jax,BoleBr00,tackles_combined,1,,,,,
player,201201010jax,jax,BoleBr00,tackles_solo,1,,,,,
player,201201010jax,jax,BoleBr00,tackles_assists,0,,,,,
player,201201010jax,jax,BoleBr00,tackles_loss,0,,,,,
