game,2011,7,20111023,201110230cle,sea,"Seattle Seahawks",3,cle,"Cleveland Browns",6
player,201110230cle,sea,ChanKa99,def_int,0,,,,,
player,201110230cle,sea,ChanKa99,def_int_yds,0,,,,,
player,201110230cle,sea,ChanKa99,def_int_td,0,,,,,
player,201110230cle,sea,ChanKa99,def_int_long,0,,,,,
player,201110230cle,sea,ChanKa99,pass_defended,1,,,,,
player,201110230cle,sea,ChanKa99,sacks,1.0,,,,,
player,201110230cle,sea,ChanKa99,tackles_combined,8,,,,,
player,201110230cle,sea,ChanKa99,tackles_solo,7,,,,,
player,201110230cle,sea,ChanKa99,tackles_assists,1,,,,,
player,201110230cle,sea,ChanKa99,tackles_loss,0,,,,,
player,201110230cle,sea,ChanKa99,qb_hits,1,,,,,
player,201110230cle,sea,ChanKa99,fumbles_rec,0,,,,,
player,201110230cle,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201110230cle,sea,ChanKa99,fumbles_forced,0,,,,,
player,201110230cle,sea,ClemCh23,def_int,0,,,,,
player,201110230cle,sea,ClemCh23,def_int_yds,0,,,,,
player,201110230cle,sea,ClemCh23,def_int_td,0,,,,,
player,201110230cle,sea,ClemCh23,def_int_long,0,,,,,
player,201110230cle,sea,ClemCh23,pass_defended,0,,,,,
player,201110230cle,sea,ClemCh23,sacks,1.0,,,,,
player,201110230cle,sea,ClemCh23,tackles_combined,4,,,,,
player,201110230cle,sea,ClemCh23,tackles_solo,4,,,,,
player,201110230cle,sea,ClemCh23,tackles_assists,0,,,,,
player,201110230cle,sea,ClemCh23,tackles_loss,2,,,,,
player,201110230cle,sea,ClemCh23,qb_hits,2,,,,,
player,201110230cle,sea,ClemCh23,fumbles_rec,0,,,,,
player,201110230cle,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201110230cle,sea,ClemCh23,fumbles_forced,0,,,,,
player,201110230cle,sea,BryaRe99,def_int,0,,,,,
player,201110230cle,sea,BryaRe99,def_int_yds,0,,,,,
player,201110230cle,sea,BryaRe99,def_int_td,0,,,,,
player,201110230cle,sea,BryaRe99,def_int_long,0,,,,,
player,201110230cle,sea,BryaRe99,pass_defended,0,,,,,
player,201110230cle,sea,BryaRe99,sacks,0.5,,,,,
player,201110230cle,sea,BryaRe99,tackles_combined,4,,,,,
player,201110230cle,sea,BryaRe99,tackles_solo,3,,,,,
player,201110230cle,sea,BryaRe99,tackles_assists,1,,,,,
player,201110230cle,sea,BryaRe99,tackles_loss,0,,,,,
player,201110230cle,sea,BryaRe99,qb_hits,2,,,,,
player,201110230cle,sea,BryaRe99,fumbles_rec,0,,,,,
player,201110230cle,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201110230cle,sea,BryaRe99,fumbles_forced,0,,,,,
player,201110230cle,sea,CoxxKe20,def_int,0,,,,,
player,201110230cle,sea,CoxxKe20,def_int_yds,0,,,,,
player,201110230cle,sea,CoxxKe20,def_int_td,0,,,,,
player,201110230cle,sea,CoxxKe20,def_int_long,0,,,,,
player,201110230cle,sea,CoxxKe20,pass_defended,0,,,,,
player,201110230cle,sea,CoxxKe20,sacks,0.5,,,,,
player,201110230cle,sea,CoxxKe20,tackles_combined,3,,,,,
player,201110230cle,sea,CoxxKe20,tackles_solo,1,,,,,
player,201110230cle,sea,CoxxKe20,tackles_assists,2,,,,,
player,201110230cle,sea,CoxxKe20,tackles_loss,0,,,,,
player,201110230cle,sea,CoxxKe20,qb_hits,1,,,,,
player,201110230cle,sea,CoxxKe20,fumbles_rec,0,,,,,
player,201110230cle,sea,CoxxKe20,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,CoxxKe20,fumbles_rec_td,0,,,,,
player,201110230cle,sea,CoxxKe20,fumbles_forced,0,,,,,
player,201110230cle,sea,HillLe20,def_int,0,,,,,
player,201110230cle,sea,HillLe20,def_int_yds,0,,,,,
player,201110230cle,sea,HillLe20,def_int_td,0,,,,,
player,201110230cle,sea,HillLe20,def_int_long,0,,,,,
player,201110230cle,sea,HillLe20,pass_defended,0,,,,,
player,201110230cle,sea,HillLe20,sacks,0.0,,,,,
player,201110230cle,sea,HillLe20,tackles_combined,8,,,,,
player,201110230cle,sea,HillLe20,tackles_solo,7,,,,,
player,201110230cle,sea,HillLe20,tackles_assists,1,,,,,
player,201110230cle,sea,HillLe20,tackles_loss,1,,,,,
player,201110230cle,sea,HillLe20,qb_hits,0,,,,,
player,201110230cle,sea,HillLe20,fumbles_rec,0,,,,,
player,201110230cle,sea,HillLe20,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201110230cle,sea,HillLe20,fumbles_forced,0,,,,,
player,201110230cle,sea,WrigK.00,def_int,0,,,,,
player,201110230cle,sea,WrigK.00,def_int_yds,0,,,,,
player,201110230cle,sea,WrigK.00,def_int_td,0,,,,,
player,201110230cle,sea,WrigK.00,def_int_long,0,,,,,
player,201110230cle,sea,WrigK.00,pass_defended,0,,,,,
player,201110230cle,sea,WrigK.00,sacks,0.0,,,,,
player,201110230cle,sea,WrigK.00,tackles_combined,7,,,,,
player,201110230cle,sea,WrigK.00,tackles_solo,6,,,,,
player,201110230cle,sea,WrigK.00,tackles_assists,1,,,,,
player,201110230cle,sea,WrigK.00,tackles_loss,1,,,,,
player,201110230cle,sea,WrigK.00,qb_hits,0,,,,,
player,201110230cle,sea,WrigK.00,fumbles_rec,0,,,,,
player,201110230cle,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201110230cle,sea,WrigK.00,fumbles_forced,0,,,,,
player,201110230cle,sea,MebaBr99,def_int,0,,,,,
player,201110230cle,sea,MebaBr99,def_int_yds,0,,,,,
player,201110230cle,sea,MebaBr99,def_int_td,0,,,,,
player,201110230cle,sea,MebaBr99,def_int_long,0,,,,,
player,201110230cle,sea,MebaBr99,pass_defended,0,,,,,
player,201110230cle,sea,MebaBr99,sacks,0.0,,,,,
player,201110230cle,sea,MebaBr99,tackles_combined,6,,,,,
player,201110230cle,sea,MebaBr99,tackles_solo,5,,,,,
player,201110230cle,sea,MebaBr99,tackles_assists,1,,,,,
player,201110230cle,sea,MebaBr99,tackles_loss,1,,,,,
player,201110230cle,sea,MebaBr99,qb_hits,1,,,,,
player,201110230cle,sea,MebaBr99,fumbles_rec,0,,,,,
player,201110230cle,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201110230cle,sea,MebaBr99,fumbles_forced,0,,,,,
player,201110230cle,sea,SherRi00,def_int,0,,,,,
player,201110230cle,sea,SherRi00,def_int_yds,0,,,,,
player,201110230cle,sea,SherRi00,def_int_td,0,,,,,
player,201110230cle,sea,SherRi00,def_int_long,0,,,,,
player,201110230cle,sea,SherRi00,pass_defended,0,,,,,
player,201110230cle,sea,SherRi00,sacks,0.0,,,,,
player,201110230cle,sea,SherRi00,tackles_combined,5,,,,,
player,201110230cle,sea,SherRi00,tackles_solo,4,,,,,
player,201110230cle,sea,SherRi00,tackles_assists,1,,,,,
player,201110230cle,sea,SherRi00,tackles_loss,0,,,,,
player,201110230cle,sea,SherRi00,qb_hits,0,,,,,
player,201110230cle,sea,SherRi00,fumbles_rec,0,,,,,
player,201110230cle,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201110230cle,sea,SherRi00,fumbles_forced,0,,,,,
player,201110230cle,sea,ThomEa99,def_int,0,,,,,
player,201110230cle,sea,ThomEa99,def_int_yds,0,,,,,
player,201110230cle,sea,ThomEa99,def_int_td,0,,,,,
player,201110230cle,sea,ThomEa99,def_int_long,0,,,,,
player,201110230cle,sea,ThomEa99,pass_defended,2,,,,,
player,201110230cle,sea,ThomEa99,sacks,0.0,,,,,
player,201110230cle,sea,ThomEa99,tackles_combined,5,,,,,
player,201110230cle,sea,ThomEa99,tackles_solo,5,,,,,
player,201110230cle,sea,ThomEa99,tackles_assists,0,,,,,
player,201110230cle,sea,ThomEa99,tackles_loss,0,,,,,
player,201110230cle,sea,ThomEa99,qb_hits,0,,,,,
player,201110230cle,sea,ThomEa99,fumbles_rec,0,,,,,
player,201110230cle,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201110230cle,sea,ThomEa99,fumbles_forced,0,,,,,
player,201110230cle,sea,McDoCl99,def_int,0,,,,,
player,201110230cle,sea,McDoCl99,def_int_yds,0,,,,,
player,201110230cle,sea,McDoCl99,def_int_td,0,,,,,
player,201110230cle,sea,McDoCl99,def_int_long,0,,,,,
player,201110230cle,sea,McDoCl99,pass_defended,0,,,,,
player,201110230cle,sea,McDoCl99,sacks,0.0,,,,,
player,201110230cle,sea,McDoCl99,tackles_combined,3,,,,,
player,201110230cle,sea,McDoCl99,tackles_solo,2,,,,,
player,201110230cle,sea,McDoCl99,tackles_assists,1,,,,,
player,201110230cle,sea,McDoCl99,tackles_loss,0,,,,,
player,201110230cle,sea,McDoCl99,qb_hits,0,,,,,
player,201110230cle,sea,McDoCl99,fumbles_rec,0,,,,,
player,201110230cle,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201110230cle,sea,McDoCl99,fumbles_forced,0,,,,,
player,201110230cle,sea,BigbAt20,def_int,0,,,,,
player,201110230cle,sea,BigbAt20,def_int_yds,0,,,,,
player,201110230cle,sea,BigbAt20,def_int_td,0,,,,,
player,201110230cle,sea,BigbAt20,def_int_long,0,,,,,
player,201110230cle,sea,BigbAt20,pass_defended,0,,,,,
player,201110230cle,sea,BigbAt20,sacks,0.0,,,,,
player,201110230cle,sea,BigbAt20,tackles_combined,2,,,,,
player,201110230cle,sea,BigbAt20,tackles_solo,1,,,,,
player,201110230cle,sea,BigbAt20,tackles_assists,1,,,,,
player,201110230cle,sea,BigbAt20,tackles_loss,0,,,,,
player,201110230cle,sea,BigbAt20,qb_hits,0,,,,,
player,201110230cle,sea,BigbAt20,fumbles_rec,0,,,,,
player,201110230cle,sea,BigbAt20,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,BigbAt20,fumbles_rec_td,0,,,,,
player,201110230cle,sea,BigbAt20,fumbles_forced,0,,,,,
player,201110230cle,sea,ThurWa99,def_int,0,,,,,
player,201110230cle,sea,ThurWa99,def_int_yds,0,,,,,
player,201110230cle,sea,ThurWa99,def_int_td,0,,,,,
player,201110230cle,sea,ThurWa99,def_int_long,0,,,,,
player,201110230cle,sea,ThurWa99,pass_defended,0,,,,,
player,201110230cle,sea,ThurWa99,sacks,0.0,,,,,
player,201110230cle,sea,ThurWa99,tackles_combined,2,,,,,
player,201110230cle,sea,ThurWa99,tackles_solo,2,,,,,
player,201110230cle,sea,ThurWa99,tackles_assists,0,,,,,
player,201110230cle,sea,ThurWa99,tackles_loss,0,,,,,
player,201110230cle,sea,ThurWa99,qb_hits,0,,,,,
player,201110230cle,sea,ThurWa99,fumbles_rec,0,,,,,
player,201110230cle,sea,ThurWa99,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,ThurWa99,fumbles_rec_td,0,,,,,
player,201110230cle,sea,ThurWa99,fumbles_forced,0,,,,,
player,201110230cle,sea,BranAl99,def_int,0,,,,,
player,201110230cle,sea,BranAl99,def_int_yds,0,,,,,
player,201110230cle,sea,BranAl99,def_int_td,0,,,,,
player,201110230cle,sea,BranAl99,def_int_long,0,,,,,
player,201110230cle,sea,BranAl99,pass_defended,1,,,,,
player,201110230cle,sea,BranAl99,sacks,0.0,,,,,
player,201110230cle,sea,BranAl99,tackles_combined,1,,,,,
player,201110230cle,sea,BranAl99,tackles_solo,0,,,,,
player,201110230cle,sea,BranAl99,tackles_assists,1,,,,,
player,201110230cle,sea,BranAl99,tackles_loss,0,,,,,
player,201110230cle,sea,BranAl99,qb_hits,0,,,,,
player,201110230cle,sea,BranAl99,fumbles_rec,0,,,,,
player,201110230cle,sea,BranAl99,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,BranAl99,fumbles_rec_td,0,,,,,
player,201110230cle,sea,BranAl99,fumbles_forced,0,,,,,
player,201110230cle,sea,BrocRa20,def_int,0,,,,,
player,201110230cle,sea,BrocRa20,def_int_yds,0,,,,,
player,201110230cle,sea,BrocRa20,def_int_td,0,,,,,
player,201110230cle,sea,BrocRa20,def_int_long,0,,,,,
player,201110230cle,sea,BrocRa20,pass_defended,0,,,,,
player,201110230cle,sea,BrocRa20,sacks,0.0,,,,,
player,201110230cle,sea,BrocRa20,tackles_combined,1,,,,,
player,201110230cle,sea,BrocRa20,tackles_solo,1,,,,,
player,201110230cle,sea,BrocRa20,tackles_assists,0,,,,,
player,201110230cle,sea,BrocRa20,tackles_loss,0,,,,,
player,201110230cle,sea,BrocRa20,qb_hits,0,,,,,
player,201110230cle,sea,BrocRa20,fumbles_rec,0,,,,,
player,201110230cle,sea,BrocRa20,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,BrocRa20,fumbles_rec_td,0,,,,,
player,201110230cle,sea,BrocRa20,fumbles_forced,0,,,,,
player,201110230cle,sea,BrowBr00,def_int,0,,,,,
player,201110230cle,sea,BrowBr00,def_int_yds,0,,,,,
player,201110230cle,sea,BrowBr00,def_int_td,0,,,,,
player,201110230cle,sea,BrowBr00,def_int_long,0,,,,,
player,201110230cle,sea,BrowBr00,pass_defended,1,,,,,
player,201110230cle,sea,BrowBr00,sacks,0.0,,,,,
player,201110230cle,sea,BrowBr00,tackles_combined,1,,,,,
player,201110230cle,sea,BrowBr00,tackles_solo,1,,,,,
player,201110230cle,sea,BrowBr00,tackles_assists,0,,,,,
player,201110230cle,sea,BrowBr00,tackles_loss,0,,,,,
player,201110230cle,sea,BrowBr00,qb_hits,0,,,,,
player,201110230cle,sea,BrowBr00,fumbles_rec,0,,,,,
player,201110230cle,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201110230cle,sea,BrowBr00,fumbles_forced,0,,,,,
player,201110230cle,sea,FarwHe20,def_int,0,,,,,
player,201110230cle,sea,FarwHe20,def_int_yds,0,,,,,
player,201110230cle,sea,FarwHe20,def_int_td,0,,,,,
player,201110230cle,sea,FarwHe20,def_int_long,0,,,,,
player,201110230cle,sea,FarwHe20,pass_defended,0,,,,,
player,201110230cle,sea,FarwHe20,sacks,0.0,,,,,
player,201110230cle,sea,FarwHe20,tackles_combined,1,,,,,
player,201110230cle,sea,FarwHe20,tackles_solo,1,,,,,
player,201110230cle,sea,FarwHe20,tackles_assists,0,,,,,
player,201110230cle,sea,FarwHe20,tackles_loss,0,,,,,
player,201110230cle,sea,FarwHe20,qb_hits,0,,,,,
player,201110230cle,sea,FarwHe20,fumbles_rec,0,,,,,
player,201110230cle,sea,FarwHe20,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,FarwHe20,fumbles_rec_td,0,,,,,
player,201110230cle,sea,FarwHe20,fumbles_forced,0,,,,,
player,201110230cle,sea,HargAn20,def_int,0,,,,,
player,201110230cle,sea,HargAn20,def_int_yds,0,,,,,
player,201110230cle,sea,HargAn20,def_int_td,0,,,,,
player,201110230cle,sea,HargAn20,def_int_long,0,,,,,
player,201110230cle,sea,HargAn20,pass_defended,0,,,,,
player,201110230cle,sea,HargAn20,sacks,0.0,,,,,
player,201110230cle,sea,HargAn20,tackles_combined,1,,,,,
player,201110230cle,sea,HargAn20,tackles_solo,1,,,,,
player,201110230cle,sea,HargAn20,tackles_assists,0,,,,,
player,201110230cle,sea,HargAn20,tackles_loss,,,,,,
player,201110230cle,sea,HargAn20,qb_hits,,,,,,
player,201110230cle,sea,HargAn20,fumbles_rec,0,,,,,
player,201110230cle,sea,HargAn20,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,HargAn20,fumbles_rec_td,0,,,,,
player,201110230cle,sea,HargAn20,fumbles_forced,0,,,,,
player,201110230cle,sea,ObomBe00,def_int,0,,,,,
player,201110230cle,sea,ObomBe00,def_int_yds,0,,,,,
player,201110230cle,sea,ObomBe00,def_int_td,0,,,,,
player,201110230cle,sea,ObomBe00,def_int_long,0,,,,,
player,201110230cle,sea,ObomBe00,pass_defended,0,,,,,
player,201110230cle,sea,ObomBe00,sacks,0.0,,,,,
player,201110230cle,sea,ObomBe00,tackles_combined,1,,,,,
player,201110230cle,sea,ObomBe00,tackles_solo,1,,,,,
player,201110230cle,sea,ObomBe00,tackles_assists,0,,,,,
player,201110230cle,sea,ObomBe00,tackles_loss,0,,,,,
player,201110230cle,sea,ObomBe00,qb_hits,0,,,,,
player,201110230cle,sea,ObomBe00,fumbles_rec,0,,,,,
player,201110230cle,sea,ObomBe00,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,ObomBe00,fumbles_rec_td,0,,,,,
player,201110230cle,sea,ObomBe00,fumbles_forced,0,,,,,
player,201110230cle,sea,SmitMa02,def_int,0,,,,,
player,201110230cle,sea,SmitMa02,def_int_yds,0,,,,,
player,201110230cle,sea,SmitMa02,def_int_td,0,,,,,
player,201110230cle,sea,SmitMa02,def_int_long,0,,,,,
player,201110230cle,sea,SmitMa02,pass_defended,0,,,,,
player,201110230cle,sea,SmitMa02,sacks,0.0,,,,,
player,201110230cle,sea,SmitMa02,tackles_combined,1,,,,,
player,201110230cle,sea,SmitMa02,tackles_solo,1,,,,,
player,201110230cle,sea,SmitMa02,tackles_assists,0,,,,,
player,201110230cle,sea,SmitMa02,tackles_loss,0,,,,,
player,201110230cle,sea,SmitMa02,qb_hits,0,,,,,
player,201110230cle,sea,SmitMa02,fumbles_rec,0,,,,,
player,201110230cle,sea,SmitMa02,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,SmitMa02,fumbles_rec_td,0,,,,,
player,201110230cle,sea,SmitMa02,fumbles_forced,0,,,,,
player,201110230cle,sea,WhitCh02,def_int,0,,,,,
player,201110230cle,sea,WhitCh02,def_int_yds,0,,,,,
player,201110230cle,sea,WhitCh02,def_int_td,0,,,,,
player,201110230cle,sea,WhitCh02,def_int_long,0,,,,,
player,201110230cle,sea,WhitCh02,pass_defended,0,,,,,
player,201110230cle,sea,WhitCh02,sacks,0.0,,,,,
player,201110230cle,sea,WhitCh02,tackles_combined,0,,,,,
player,201110230cle,sea,WhitCh02,tackles_solo,0,,,,,
player,201110230cle,sea,WhitCh02,tackles_assists,0,,,,,
player,201110230cle,sea,WhitCh02,tackles_loss,,,,,,
player,201110230cle,sea,WhitCh02,qb_hits,,,,,,
player,201110230cle,sea,WhitCh02,fumbles_rec,1,,,,,
player,201110230cle,sea,WhitCh02,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,WhitCh02,fumbles_rec_td,0,,,,,
player,201110230cle,sea,WhitCh02,fumbles_forced,0,,,,,
player,201110230cle,sea,JohnJe02,def_int,,,,,,
player,201110230cle,sea,JohnJe02,def_int_yds,,,,,,
player,201110230cle,sea,JohnJe02,def_int_td,,,,,,
player,201110230cle,sea,JohnJe02,def_int_long,,,,,,
player,201110230cle,sea,JohnJe02,pass_defended,,,,,,
player,201110230cle,sea,JohnJe02,sacks,0.0,,,,,
player,201110230cle,sea,JohnJe02,tackles_combined,,,,,,
player,201110230cle,sea,JohnJe02,tackles_solo,,,,,,
player,201110230cle,sea,JohnJe02,tackles_assists,,,,,,
player,201110230cle,sea,JohnJe02,tackles_loss,0,,,,,
player,201110230cle,sea,JohnJe02,qb_hits,1,,,,,
player,201110230cle,sea,JohnJe02,fumbles_rec,,,,,,
player,201110230cle,sea,JohnJe02,fumbles_rec_yds,,,,,,
player,201110230cle,sea,JohnJe02,fumbles_rec_td,,,,,,
player,201110230cle,sea,JohnJe02,fumbles_forced,,,,,,
player,201110230cle,cle,BrowSh20,def_int,1,,,,,
player,201110230cle,cle,BrowSh20,def_int_yds,0,,,,,
player,201110230cle,cle,BrowSh20,def_int_td,0,,,,,
player,201110230cle,cle,BrowSh20,def_int_long,0,,,,,
player,201110230cle,cle,BrowSh20,pass_defended,1,,,,,
player,201110230cle,cle,BrowSh20,sacks,0.0,,,,,
player,201110230cle,cle,BrowSh20,tackles_combined,0,,,,,
player,201110230cle,cle,BrowSh20,tackles_solo,0,,,,,
player,201110230cle,cle,BrowSh20,tackles_assists,0,,,,,
player,201110230cle,cle,BrowSh20,tackles_loss,0,,,,,
player,201110230cle,cle,BrowSh20,qb_hits,0,,,,,
player,201110230cle,cle,BrowSh20,fumbles_rec,0,,,,,
player,201110230cle,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201110230cle,cle,BrowSh20,fumbles_forced,0,,,,,
player,201110230cle,cle,WardT.99,def_int,0,,,,,
player,201110230cle,cle,WardT.99,def_int_yds,0,,,,,
player,201110230cle,cle,WardT.99,def_int_td,0,,,,,
player,201110230cle,cle,WardT.99,def_int_long,0,,,,,
player,201110230cle,cle,WardT.99,pass_defended,1,,,,,
player,201110230cle,cle,WardT.99,sacks,1.0,,,,,
player,201110230cle,cle,WardT.99,tackles_combined,7,,,,,
player,201110230cle,cle,WardT.99,tackles_solo,5,,,,,
player,201110230cle,cle,WardT.99,tackles_assists,2,,,,,
player,201110230cle,cle,WardT.99,tackles_loss,0,,,,,
player,201110230cle,cle,WardT.99,qb_hits,1,,,,,
player,201110230cle,cle,WardT.99,fumbles_rec,0,,,,,
player,201110230cle,cle,WardT.99,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,WardT.99,fumbles_rec_td,0,,,,,
player,201110230cle,cle,WardT.99,fumbles_forced,1,,,,,
player,201110230cle,cle,GocoCh99,def_int,0,,,,,
player,201110230cle,cle,GocoCh99,def_int_yds,0,,,,,
player,201110230cle,cle,GocoCh99,def_int_td,0,,,,,
player,201110230cle,cle,GocoCh99,def_int_long,0,,,,,
player,201110230cle,cle,GocoCh99,pass_defended,0,,,,,
player,201110230cle,cle,GocoCh99,sacks,1.0,,,,,
player,201110230cle,cle,GocoCh99,tackles_combined,4,,,,,
player,201110230cle,cle,GocoCh99,tackles_solo,4,,,,,
player,201110230cle,cle,GocoCh99,tackles_assists,0,,,,,
player,201110230cle,cle,GocoCh99,tackles_loss,1,,,,,
player,201110230cle,cle,GocoCh99,qb_hits,2,,,,,
player,201110230cle,cle,GocoCh99,fumbles_rec,0,,,,,
player,201110230cle,cle,GocoCh99,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,GocoCh99,fumbles_rec_td,0,,,,,
player,201110230cle,cle,GocoCh99,fumbles_forced,0,,,,,
player,201110230cle,cle,RubiAh99,def_int,0,,,,,
player,201110230cle,cle,RubiAh99,def_int_yds,0,,,,,
player,201110230cle,cle,RubiAh99,def_int_td,0,,,,,
player,201110230cle,cle,RubiAh99,def_int_long,0,,,,,
player,201110230cle,cle,RubiAh99,pass_defended,0,,,,,
player,201110230cle,cle,RubiAh99,sacks,0.5,,,,,
player,201110230cle,cle,RubiAh99,tackles_combined,5,,,,,
player,201110230cle,cle,RubiAh99,tackles_solo,3,,,,,
player,201110230cle,cle,RubiAh99,tackles_assists,2,,,,,
player,201110230cle,cle,RubiAh99,tackles_loss,0,,,,,
player,201110230cle,cle,RubiAh99,qb_hits,1,,,,,
player,201110230cle,cle,RubiAh99,fumbles_rec,0,,,,,
player,201110230cle,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201110230cle,cle,RubiAh99,fumbles_forced,0,,,,,
player,201110230cle,cle,SheaJa00,def_int,0,,,,,
player,201110230cle,cle,SheaJa00,def_int_yds,0,,,,,
player,201110230cle,cle,SheaJa00,def_int_td,0,,,,,
player,201110230cle,cle,SheaJa00,def_int_long,0,,,,,
player,201110230cle,cle,SheaJa00,pass_defended,0,,,,,
player,201110230cle,cle,SheaJa00,sacks,0.5,,,,,
player,201110230cle,cle,SheaJa00,tackles_combined,3,,,,,
player,201110230cle,cle,SheaJa00,tackles_solo,2,,,,,
player,201110230cle,cle,SheaJa00,tackles_assists,1,,,,,
player,201110230cle,cle,SheaJa00,tackles_loss,0,,,,,
player,201110230cle,cle,SheaJa00,qb_hits,1,,,,,
player,201110230cle,cle,SheaJa00,fumbles_rec,0,,,,,
player,201110230cle,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201110230cle,cle,SheaJa00,fumbles_forced,0,,,,,
player,201110230cle,cle,HadeJo99,def_int,0,,,,,
player,201110230cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201110230cle,cle,HadeJo99,def_int_td,0,,,,,
player,201110230cle,cle,HadeJo99,def_int_long,0,,,,,
player,201110230cle,cle,HadeJo99,pass_defended,1,,,,,
player,201110230cle,cle,HadeJo99,sacks,0.0,,,,,
player,201110230cle,cle,HadeJo99,tackles_combined,5,,,,,
player,201110230cle,cle,HadeJo99,tackles_solo,4,,,,,
player,201110230cle,cle,HadeJo99,tackles_assists,1,,,,,
player,201110230cle,cle,HadeJo99,tackles_loss,1,,,,,
player,201110230cle,cle,HadeJo99,qb_hits,0,,,,,
player,201110230cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201110230cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201110230cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201110230cle,cle,JackDQ20,def_int,0,,,,,
player,201110230cle,cle,JackDQ20,def_int_yds,0,,,,,
player,201110230cle,cle,JackDQ20,def_int_td,0,,,,,
player,201110230cle,cle,JackDQ20,def_int_long,0,,,,,
player,201110230cle,cle,JackDQ20,pass_defended,0,,,,,
player,201110230cle,cle,JackDQ20,sacks,0.0,,,,,
player,201110230cle,cle,JackDQ20,tackles_combined,5,,,,,
player,201110230cle,cle,JackDQ20,tackles_solo,4,,,,,
player,201110230cle,cle,JackDQ20,tackles_assists,1,,,,,
player,201110230cle,cle,JackDQ20,tackles_loss,0,,,,,
player,201110230cle,cle,JackDQ20,qb_hits,0,,,,,
player,201110230cle,cle,JackDQ20,fumbles_rec,1,,,,,
player,201110230cle,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201110230cle,cle,JackDQ20,fumbles_forced,0,,,,,
player,201110230cle,cle,MaiaKa99,def_int,0,,,,,
player,201110230cle,cle,MaiaKa99,def_int_yds,0,,,,,
player,201110230cle,cle,MaiaKa99,def_int_td,0,,,,,
player,201110230cle,cle,MaiaKa99,def_int_long,0,,,,,
player,201110230cle,cle,MaiaKa99,pass_defended,0,,,,,
player,201110230cle,cle,MaiaKa99,sacks,0.0,,,,,
player,201110230cle,cle,MaiaKa99,tackles_combined,2,,,,,
player,201110230cle,cle,MaiaKa99,tackles_solo,2,,,,,
player,201110230cle,cle,MaiaKa99,tackles_assists,0,,,,,
player,201110230cle,cle,MaiaKa99,tackles_loss,0,,,,,
player,201110230cle,cle,MaiaKa99,qb_hits,0,,,,,
player,201110230cle,cle,MaiaKa99,fumbles_rec,0,,,,,
player,201110230cle,cle,MaiaKa99,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,MaiaKa99,fumbles_rec_td,0,,,,,
player,201110230cle,cle,MaiaKa99,fumbles_forced,0,,,,,
player,201110230cle,cle,AdamMi21,def_int,0,,,,,
player,201110230cle,cle,AdamMi21,def_int_yds,0,,,,,
