game,2011,1,20110911,201109110chi,atl,"Atlanta Falcons",12,chi,"Chicago Bears",30
player,201109110chi,atl,LoftCu99,fumbles_rec,0,,,,,
player,201109110chi,atl,LoftCu99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,LoftCu99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,LoftCu99,fumbles_forced,0,,,,,
player,201109110chi,atl,DeCoTh99,def_int,0,,,,,
player,201109110chi,atl,DeCoTh99,def_int_yds,0,,,,,
player,201109110chi,atl,DeCoTh99,def_int_td,0,,,,,
player,201109110chi,atl,DeCoTh99,def_int_long,0,,,,,
player,201109110chi,atl,DeCoTh99,pass_defended,0,,,,,
player,201109110chi,atl,DeCoTh99,sacks,0.0,,,,,
player,201109110chi,atl,DeCoTh99,tackles_combined,7,,,,,
player,201109110chi,atl,DeCoTh99,tackles_solo,7,,,,,
player,201109110chi,atl,DeCoTh99,tackles_assists,0,,,,,
player,201109110chi,atl,DeCoTh99,tackles_loss,0,,,,,
player,201109110chi,atl,DeCoTh99,qb_hits,0,,,,,
player,201109110chi,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201109110chi,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201109110chi,atl,RobiDu20,def_int,0,,,,,
player,201109110chi,atl,RobiDu20,def_int_yds,0,,,,,
player,201109110chi,atl,RobiDu20,def_int_td,0,,,,,
player,201109110chi,atl,RobiDu20,def_int_long,0,,,,,
player,201109110chi,atl,RobiDu20,pass_defended,0,,,,,
player,201109110chi,atl,RobiDu20,sacks,0.0,,,,,
player,201109110chi,atl,RobiDu20,tackles_combined,6,,,,,
player,201109110chi,atl,RobiDu20,tackles_solo,6,,,,,
player,201109110chi,atl,RobiDu20,tackles_assists,0,,,,,
player,201109110chi,atl,RobiDu20,tackles_loss,0,,,,,
player,201109110chi,atl,RobiDu20,qb_hits,0,,,,,
player,201109110chi,atl,RobiDu20,fumbles_rec,0,,,,,
player,201109110chi,atl,RobiDu20,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,RobiDu20,fumbles_rec_td,0,,,,,
player,201109110chi,atl,RobiDu20,fumbles_forced,0,,,,,
player,201109110chi,atl,MoorWi99,def_int,0,,,,,
player,201109110chi,atl,MoorWi99,def_int_yds,0,,,,,
player,201109110chi,atl,MoorWi99,def_int_td,0,,,,,
player,201109110chi,atl,MoorWi99,def_int_long,0,,,,,
player,201109110chi,atl,MoorWi99,pass_defended,0,,,,,
player,201109110chi,atl,MoorWi99,sacks,0.0,,,,,
player,201109110chi,atl,MoorWi99,tackles_combined,3,,,,,
player,201109110chi,atl,MoorWi99,tackles_solo,3,,,,,
player,201109110chi,atl,MoorWi99,tackles_assists,0,,,,,
player,201109110chi,atl,MoorWi99,tackles_loss,0,,,,,
player,201109110chi,atl,MoorWi99,qb_hits,0,,,,,
player,201109110chi,atl,MoorWi99,fumbles_rec,0,,,,,
player,201109110chi,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,MoorWi99,fumbles_forced,0,,,,,
player,201109110chi,atl,NichSt99,def_int,0,,,,,
player,201109110chi,atl,NichSt99,def_int_yds,0,,,,,
player,201109110chi,atl,NichSt99,def_int_td,0,,,,,
player,201109110chi,atl,NichSt99,def_int_long,0,,,,,
player,201109110chi,atl,NichSt99,pass_defended,0,,,,,
player,201109110chi,atl,NichSt99,sacks,0.0,,,,,
player,201109110chi,atl,NichSt99,tackles_combined,3,,,,,
player,201109110chi,atl,NichSt99,tackles_solo,3,,,,,
player,201109110chi,atl,NichSt99,tackles_assists,0,,,,,
player,201109110chi,atl,NichSt99,tackles_loss,1,,,,,
player,201109110chi,atl,NichSt99,qb_hits,1,,,,,
player,201109110chi,atl,NichSt99,fumbles_rec,0,,,,,
player,201109110chi,atl,NichSt99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,NichSt99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,NichSt99,fumbles_forced,0,,,,,
player,201109110chi,atl,GrimBr20,def_int,0,,,,,
player,201109110chi,atl,GrimBr20,def_int_yds,0,,,,,
player,201109110chi,atl,GrimBr20,def_int_td,0,,,,,
player,201109110chi,atl,GrimBr20,def_int_long,0,,,,,
player,201109110chi,atl,GrimBr20,pass_defended,3,,,,,
player,201109110chi,atl,GrimBr20,sacks,0.0,,,,,
player,201109110chi,atl,GrimBr20,tackles_combined,2,,,,,
player,201109110chi,atl,GrimBr20,tackles_solo,2,,,,,
player,201109110chi,atl,GrimBr20,tackles_assists,0,,,,,
player,201109110chi,atl,GrimBr20,tackles_loss,0,,,,,
player,201109110chi,atl,GrimBr20,qb_hits,0,,,,,
player,201109110chi,atl,GrimBr20,fumbles_rec,0,,,,,
player,201109110chi,atl,GrimBr20,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,GrimBr20,fumbles_rec_td,0,,,,,
player,201109110chi,atl,GrimBr20,fumbles_forced,0,,,,,
player,201109110chi,atl,BabiJo20,def_int,0,,,,,
player,201109110chi,atl,BabiJo20,def_int_yds,0,,,,,
player,201109110chi,atl,BabiJo20,def_int_td,0,,,,,
player,201109110chi,atl,BabiJo20,def_int_long,0,,,,,
player,201109110chi,atl,BabiJo20,pass_defended,0,,,,,
player,201109110chi,atl,BabiJo20,sacks,0.0,,,,,
player,201109110chi,atl,BabiJo20,tackles_combined,1,,,,,
player,201109110chi,atl,BabiJo20,tackles_solo,1,,,,,
player,201109110chi,atl,BabiJo20,tackles_assists,0,,,,,
player,201109110chi,atl,BabiJo20,tackles_loss,0,,,,,
player,201109110chi,atl,BabiJo20,qb_hits,0,,,,,
player,201109110chi,atl,BabiJo20,fumbles_rec,0,,,,,
player,201109110chi,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201109110chi,atl,BabiJo20,fumbles_forced,0,,,,,
player,201109110chi,atl,EdwaRa21,def_int,0,,,,,
player,201109110chi,atl,EdwaRa21,def_int_yds,0,,,,,
player,201109110chi,atl,EdwaRa21,def_int_td,0,,,,,
player,201109110chi,atl,EdwaRa21,def_int_long,0,,,,,
player,201109110chi,atl,EdwaRa21,pass_defended,0,,,,,
player,201109110chi,atl,EdwaRa21,sacks,0.0,,,,,
player,201109110chi,atl,EdwaRa21,tackles_combined,1,,,,,
player,201109110chi,atl,EdwaRa21,tackles_solo,1,,,,,
player,201109110chi,atl,EdwaRa21,tackles_assists,0,,,,,
player,201109110chi,atl,EdwaRa21,tackles_loss,0,,,,,
player,201109110chi,atl,EdwaRa21,qb_hits,0,,,,,
player,201109110chi,atl,EdwaRa21,fumbles_rec,0,,,,,
player,201109110chi,atl,EdwaRa21,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,EdwaRa21,fumbles_rec_td,0,,,,,
player,201109110chi,atl,EdwaRa21,fumbles_forced,0,,,,,
player,201109110chi,atl,JerrPe99,def_int,0,,,,,
player,201109110chi,atl,JerrPe99,def_int_yds,0,,,,,
player,201109110chi,atl,JerrPe99,def_int_td,0,,,,,
player,201109110chi,atl,JerrPe99,def_int_long,0,,,,,
player,201109110chi,atl,JerrPe99,pass_defended,0,,,,,
player,201109110chi,atl,JerrPe99,sacks,0.0,,,,,
player,201109110chi,atl,JerrPe99,tackles_combined,1,,,,,
player,201109110chi,atl,JerrPe99,tackles_solo,1,,,,,
player,201109110chi,atl,JerrPe99,tackles_assists,0,,,,,
player,201109110chi,atl,JerrPe99,tackles_loss,0,,,,,
player,201109110chi,atl,JerrPe99,qb_hits,0,,,,,
player,201109110chi,atl,JerrPe99,fumbles_rec,0,,,,,
player,201109110chi,atl,JerrPe99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,JerrPe99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,JerrPe99,fumbles_forced,0,,,,,
player,201109110chi,atl,MughOv00,def_int,0,,,,,
player,201109110chi,atl,MughOv00,def_int_yds,0,,,,,
player,201109110chi,atl,MughOv00,def_int_td,0,,,,,
player,201109110chi,atl,MughOv00,def_int_long,0,,,,,
player,201109110chi,atl,MughOv00,pass_defended,0,,,,,
player,201109110chi,atl,MughOv00,sacks,0.0,,,,,
player,201109110chi,atl,MughOv00,tackles_combined,1,,,,,
player,201109110chi,atl,MughOv00,tackles_solo,1,,,,,
player,201109110chi,atl,MughOv00,tackles_assists,0,,,,,
player,201109110chi,atl,MughOv00,tackles_loss,0,,,,,
player,201109110chi,atl,MughOv00,qb_hits,0,,,,,
player,201109110chi,atl,MughOv00,fumbles_rec,0,,,,,
player,201109110chi,atl,MughOv00,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,MughOv00,fumbles_rec_td,0,,,,,
player,201109110chi,atl,MughOv00,fumbles_forced,0,,,,,
player,201109110chi,atl,OwenCh99,def_int,0,,,,,
player,201109110chi,atl,OwenCh99,def_int_yds,0,,,,,
player,201109110chi,atl,OwenCh99,def_int_td,0,,,,,
player,201109110chi,atl,OwenCh99,def_int_long,0,,,,,
player,201109110chi,atl,OwenCh99,pass_defended,0,,,,,
player,201109110chi,atl,OwenCh99,sacks,0.0,,,,,
player,201109110chi,atl,OwenCh99,tackles_combined,1,,,,,
player,201109110chi,atl,OwenCh99,tackles_solo,1,,,,,
player,201109110chi,atl,OwenCh99,tackles_assists,0,,,,,
player,201109110chi,atl,OwenCh99,tackles_loss,0,,,,,
player,201109110chi,atl,OwenCh99,qb_hits,0,,,,,
player,201109110chi,atl,OwenCh99,fumbles_rec,0,,,,,
player,201109110chi,atl,OwenCh99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,OwenCh99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,OwenCh99,fumbles_forced,0,,,,,
player,201109110chi,atl,SchiSh99,def_int,0,,,,,
player,201109110chi,atl,SchiSh99,def_int_yds,0,,,,,
player,201109110chi,atl,SchiSh99,def_int_td,0,,,,,
player,201109110chi,atl,SchiSh99,def_int_long,0,,,,,
player,201109110chi,atl,SchiSh99,pass_defended,0,,,,,
player,201109110chi,atl,SchiSh99,sacks,0.0,,,,,
player,201109110chi,atl,SchiSh99,tackles_combined,1,,,,,
player,201109110chi,atl,SchiSh99,tackles_solo,1,,,,,
player,201109110chi,atl,SchiSh99,tackles_assists,0,,,,,
player,201109110chi,atl,SchiSh99,tackles_loss,0,,,,,
player,201109110chi,atl,SchiSh99,qb_hits,0,,,,,
player,201109110chi,atl,SchiSh99,fumbles_rec,0,,,,,
player,201109110chi,atl,SchiSh99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,SchiSh99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,SchiSh99,fumbles_forced,0,,,,,
player,201109110chi,atl,SnelJa00,def_int,0,,,,,
player,201109110chi,atl,SnelJa00,def_int_yds,0,,,,,
player,201109110chi,atl,SnelJa00,def_int_td,0,,,,,
player,201109110chi,atl,SnelJa00,def_int_long,0,,,,,
player,201109110chi,atl,SnelJa00,pass_defended,0,,,,,
player,201109110chi,atl,SnelJa00,sacks,0.0,,,,,
player,201109110chi,atl,SnelJa00,tackles_combined,1,,,,,
player,201109110chi,atl,SnelJa00,tackles_solo,1,,,,,
player,201109110chi,atl,SnelJa00,tackles_assists,0,,,,,
player,201109110chi,atl,SnelJa00,tackles_loss,0,,,,,
player,201109110chi,atl,SnelJa00,qb_hits,0,,,,,
player,201109110chi,atl,SnelJa00,fumbles_rec,0,,,,,
player,201109110chi,atl,SnelJa00,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,SnelJa00,fumbles_rec_td,0,,,,,
player,201109110chi,atl,SnelJa00,fumbles_forced,0,,,,,
player,201109110chi,atl,WalkVa99,def_int,0,,,,,
player,201109110chi,atl,WalkVa99,def_int_yds,0,,,,,
player,201109110chi,atl,WalkVa99,def_int_td,0,,,,,
player,201109110chi,atl,WalkVa99,def_int_long,0,,,,,
player,201109110chi,atl,WalkVa99,pass_defended,0,,,,,
player,201109110chi,atl,WalkVa99,sacks,0.0,,,,,
player,201109110chi,atl,WalkVa99,tackles_combined,1,,,,,
player,201109110chi,atl,WalkVa99,tackles_solo,1,,,,,
player,201109110chi,atl,WalkVa99,tackles_assists,0,,,,,
player,201109110chi,atl,WalkVa99,tackles_loss,1,,,,,
player,201109110chi,atl,WalkVa99,qb_hits,0,,,,,
player,201109110chi,atl,WalkVa99,fumbles_rec,0,,,,,
player,201109110chi,atl,WalkVa99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,WalkVa99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,WalkVa99,fumbles_forced,0,,,,,
player,201109110chi,chi,UrlaBr00,def_int,1,,,,,
player,201109110chi,chi,UrlaBr00,def_int_yds,-1,,,,,
player,201109110chi,chi,UrlaBr00,def_int_td,0,,,,,
player,201109110chi,chi,UrlaBr00,def_int_long,-1,,,,,
player,201109110chi,chi,UrlaBr00,pass_defended,1,,,,,
player,201109110chi,chi,UrlaBr00,sacks,0.0,,,,,
player,201109110chi,chi,UrlaBr00,tackles_combined,10,,,,,
player,201109110chi,chi,UrlaBr00,tackles_solo,6,,,,,
player,201109110chi,chi,UrlaBr00,tackles_assists,4,,,,,
player,201109110chi,chi,UrlaBr00,tackles_loss,1,,,,,
player,201109110chi,chi,UrlaBr00,qb_hits,0,,,,,
player,201109110chi,chi,UrlaBr00,fumbles_rec,1,,,,,
player,201109110chi,chi,UrlaBr00,fumbles_rec_yds,12,,,,,
player,201109110chi,chi,UrlaBr00,fumbles_rec_td,1,,,,,
player,201109110chi,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201109110chi,chi,MeltHe99,def_int,0,,,,,
player,201109110chi,chi,MeltHe99,def_int_yds,0,,,,,
player,201109110chi,chi,MeltHe99,def_int_td,0,,,,,
player,201109110chi,chi,MeltHe99,def_int_long,0,,,,,
player,201109110chi,chi,MeltHe99,pass_defended,0,,,,,
player,201109110chi,chi,MeltHe99,sacks,2.0,,,,,
player,201109110chi,chi,MeltHe99,tackles_combined,5,,,,,
player,201109110chi,chi,MeltHe99,tackles_solo,4,,,,,
player,201109110chi,chi,MeltHe99,tackles_assists,1,,,,,
player,201109110chi,chi,MeltHe99,tackles_loss,2,,,,,
player,201109110chi,chi,MeltHe99,qb_hits,7,,,,,
player,201109110chi,chi,MeltHe99,fumbles_rec,0,,,,,
player,201109110chi,chi,MeltHe99,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,MeltHe99,fumbles_rec_td,0,,,,,
player,201109110chi,chi,MeltHe99,fumbles_forced,0,,,,,
player,201109110chi,chi,PeppJu99,def_int,0,,,,,
player,201109110chi,chi,PeppJu99,def_int_yds,0,,,,,
player,201109110chi,chi,PeppJu99,def_int_td,0,,,,,
player,201109110chi,chi,PeppJu99,def_int_long,0,,,,,
player,201109110chi,chi,PeppJu99,pass_defended,0,,,,,
player,201109110chi,chi,PeppJu99,sacks,1.0,,,,,
player,201109110chi,chi,PeppJu99,tackles_combined,2,,,,,
player,201109110chi,chi,PeppJu99,tackles_solo,1,,,,,
player,201109110chi,chi,PeppJu99,tackles_assists,1,,,,,
player,201109110chi,chi,PeppJu99,tackles_loss,1,,,,,
player,201109110chi,chi,PeppJu99,qb_hits,1,,,,,
player,201109110chi,chi,PeppJu99,fumbles_rec,1,,,,,
player,201109110chi,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201109110chi,chi,PeppJu99,fumbles_forced,0,,,,,
player,201109110chi,chi,OkoyAm99,def_int,0,,,,,
player,201109110chi,chi,OkoyAm99,def_int_yds,0,,,,,
player,201109110chi,chi,OkoyAm99,def_int_td,0,,,,,
player,201109110chi,chi,OkoyAm99,def_int_long,0,,,,,
player,201109110chi,chi,OkoyAm99,pass_defended,0,,,,,
player,201109110chi,chi,OkoyAm99,sacks,1.0,,,,,
player,201109110chi,chi,OkoyAm99,tackles_combined,1,,,,,
player,201109110chi,chi,OkoyAm99,tackles_solo,1,,,,,
player,201109110chi,chi,OkoyAm99,tackles_assists,0,,,,,
player,201109110chi,chi,OkoyAm99,tackles_loss,1,,,,,
player,201109110chi,chi,OkoyAm99,qb_hits,1,,,,,
player,201109110chi,chi,OkoyAm99,fumbles_rec,0,,,,,
player,201109110chi,chi,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,OkoyAm99,fumbles_rec_td,0,,,,,
player,201109110chi,chi,OkoyAm99,fumbles_forced,0,,,,,
player,201109110chi,chi,JennTi20,def_int,0,,,,,
player,201109110chi,chi,JennTi20,def_int_yds,0,,,,,
player,201109110chi,chi,JennTi20,def_int_td,0,,,,,
player,201109110chi,chi,JennTi20,def_int_long,0,,,,,
player,201109110chi,chi,JennTi20,pass_defended,0,,,,,
player,201109110chi,chi,JennTi20,sacks,0.0,,,,,
player,201109110chi,chi,JennTi20,tackles_combined,8,,,,,
player,201109110chi,chi,JennTi20,tackles_solo,7,,,,,
player,201109110chi,chi,JennTi20,tackles_assists,1,,,,,
player,201109110chi,chi,JennTi20,tackles_loss,0,,,,,
player,201109110chi,chi,JennTi20,qb_hits,0,,,,,
player,201109110chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201109110chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201109110chi,chi,JennTi20,fumbles_forced,0,,,,,
player,201109110chi,chi,TillCh20,def_int,0,,,,,
player,201109110chi,chi,TillCh20,def_int_yds,0,,,,,
player,201109110chi,chi,TillCh20,def_int_td,0,,,,,
player,201109110chi,chi,TillCh20,def_int_long,0,,,,,
player,201109110chi,chi,TillCh20,pass_defended,2,,,,,
player,201109110chi,chi,TillCh20,sacks,0.0,,,,,
player,201109110chi,chi,TillCh20,tackles_combined,7,,,,,
player,201109110chi,chi,TillCh20,tackles_solo,5,,,,,
player,201109110chi,chi,TillCh20,tackles_assists,2,,,,,
player,201109110chi,chi,TillCh20,tackles_loss,1,,,,,
player,201109110chi,chi,TillCh20,qb_hits,0,,,,,
player,201109110chi,chi,TillCh20,fumbles_rec,0,,,,,
player,201109110chi,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201109110chi,chi,TillCh20,fumbles_forced,1,,,,,
player,201109110chi,chi,MoorDJ99,def_int,0,,,,,
player,201109110chi,chi,MoorDJ99,def_int_yds,0,,,,,
player,201109110chi,chi,MoorDJ99,def_int_td,0,,,,,
player,201109110chi,chi,MoorDJ99,def_int_long,0,,,,,
player,201109110chi,chi,MoorDJ99,pass_defended,1,,,,,
player,201109110chi,chi,MoorDJ99,sacks,0.0,,,,,
player,201109110chi,chi,MoorDJ99,tackles_combined,5,,,,,
player,201109110chi,chi,MoorDJ99,tackles_solo,3,,,,,
player,201109110chi,chi,MoorDJ99,tackles_assists,2,,,,,
player,201109110chi,chi,MoorDJ99,tackles_loss,0,,,,,
player,201109110chi,chi,MoorDJ99,qb_hits,1,,,,,
player,201109110chi,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201109110chi,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201109110chi,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201109110chi,chi,WrigMa99,def_int,0,,,,,
player,201109110chi,chi,WrigMa99,def_int_yds,0,,,,,
player,201109110chi,chi,WrigMa99,def_int_td,0,,,,,
player,201109110chi,chi,WrigMa99,def_int_long,0,,,,,
player,201109110chi,chi,WrigMa99,pass_defended,0,,,,,
player,201109110chi,chi,WrigMa99,sacks,0.0,,,,,
player,201109110chi,chi,WrigMa99,tackles_combined,4,,,,,
player,201109110chi,chi,WrigMa99,tackles_solo,3,,,,,
player,201109110chi,chi,WrigMa99,tackles_assists,1,,,,,
player,201109110chi,chi,WrigMa99,tackles_loss,0,,,,,
player,201109110chi,chi,WrigMa99,qb_hits,0,,,,,
player,201109110chi,chi,WrigMa99,fumbles_rec,0,,,,,
player,201109110chi,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201109110chi,chi,WrigMa99,fumbles_forced,0,,,,,
player,201109110chi,chi,BrigLa99,def_int,0,,,,,
player,201109110chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201109110chi,chi,BrigLa99,def_int_td,0,,,,,
player,201109110chi,chi,BrigLa99,def_int_long,0,,,,,
player,201109110chi,chi,BrigLa99,pass_defended,0,,,,,
player,201109110chi,chi,BrigLa99,sacks,0.0,,,,,
player,201109110chi,chi,BrigLa99,tackles_combined,3,,,,,
player,201109110chi,chi,BrigLa99,tackles_solo,2,,,,,
player,201109110chi,chi,BrigLa99,tackles_assists,1,,,,,
player,201109110chi,chi,BrigLa99,tackles_loss,0,,,,,
player,201109110chi,chi,BrigLa99,qb_hits,0,,,,,
player,201109110chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201109110chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201109110chi,chi,BrigLa99,fumbles_forced,0,,,,,
player,201109110chi,chi,GrahCo99,def_int,0,,,,,
player,201109110chi,chi,GrahCo99,def_int_yds,0,,,,,
player,201109110chi,chi,GrahCo99,def_int_td,0,,,,,
player,201109110chi,chi,GrahCo99,def_int_long,0,,,,,
player,201109110chi,chi,GrahCo99,pass_defended,0,,,,,
player,201109110chi,chi,GrahCo99,sacks,0.0,,,,,
player,201109110chi,chi,GrahCo99,tackles_combined,3,,,,,
player,201109110chi,chi,GrahCo99,tackles_solo,2,,,,,
player,201109110chi,chi,GrahCo99,tackles_assists,1,,,,,
player,201109110chi,chi,GrahCo99,tackles_loss,0,,,,,
player,201109110chi,chi,GrahCo99,qb_hits,0,,,,,
player,201109110chi,chi,GrahCo99,fumbles_rec,0,,,,,
player,201109110chi,chi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,GrahCo99,fumbles_rec_td,0,,,,,
player,201109110chi,chi,GrahCo99,fumbles_forced,0,,,,,
player,201109110chi,chi,HarrCh20,def_int,0,,,,,
player,201109110chi,chi,HarrCh20,def_int_yds,0,,,,,
player,201109110chi,chi,HarrCh20,def_int_td,0,,,,,
player,201109110chi,chi,HarrCh20,def_int_long,0,,,,,
player,201109110chi,chi,HarrCh20,pass_defended,0,,,,,
player,201109110chi,chi,HarrCh20,sacks,0.0,,,,,
player,201109110chi,chi,HarrCh20,tackles_combined,3,,,,,
player,201109110chi,chi,HarrCh20,tackles_solo,2,,,,,
player,201109110chi,chi,HarrCh20,tackles_assists,1,,,,,
player,201109110chi,chi,HarrCh20,tackles_loss,0,,,,,
player,201109110chi,chi,HarrCh20,qb_hits,0,,,,,
player,201109110chi,chi,HarrCh20,fumbles_rec,0,,,,,
player,201109110chi,chi,HarrCh20,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,HarrCh20,fumbles_rec_td,0,,,,,
player,201109110chi,chi,HarrCh20,fumbles_forced,0,,,,,
player,201109110chi,chi,IdonIs20,def_int,0,,,,,
player,201109110chi,chi,IdonIs20,def_int_yds,0,,,,,
player,201109110chi,chi,IdonIs20,def_int_td,0,,,,,
player,201109110chi,chi,IdonIs20,def_int_long,0,,,,,
player,201109110chi,chi,IdonIs20,pass_defended,0,,,,,
player,201109110chi,chi,IdonIs20,sacks,0.0,,,,,
player,201109110chi,chi,IdonIs20,tackles_combined,3,,,,,
player,201109110chi,chi,IdonIs20,tackles_solo,1,,,,,
player,201109110chi,chi,IdonIs20,tackles_assists,2,,,,,
player,201109110chi,chi,IdonIs20,tackles_loss,0,,,,,
player,201109110chi,chi,IdonIs20,qb_hits,0,,,,,
player,201109110chi,chi,IdonIs20,fumbles_rec,0,,,,,
player,201109110chi,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201109110chi,chi,IdonIs20,fumbles_forced,0,,,,,
player,201109110chi,chi,AdamAn20,def_int,0,,,,,
player,201109110chi,chi,AdamAn20,def_int_yds,0,,,,,
player,201109110chi,chi,AdamAn20,def_int_td,0,,,,,
player,201109110chi,chi,AdamAn20,def_int_long,0,,,,,
player,201109110chi,chi,AdamAn20,pass_defended,0,,,,,
player,201109110chi,chi,AdamAn20,sacks,0.0,,,,,
player,201109110chi,chi,AdamAn20,tackles_combined,2,,,,,
player,201109110chi,chi,AdamAn20,tackles_solo,2,,,,,
player,201109110chi,chi,AdamAn20,tackles_assists,0,,,,,
player,201109110chi,chi,AdamAn20,tackles_loss,0,,,,,
player,201109110chi,chi,AdamAn20,qb_hits,0,,,,,
player,201109110chi,chi,AdamAn20,fumbles_rec,0,,,,,
player,201109110chi,chi,AdamAn20,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,AdamAn20,fumbles_rec_td,0,,,,,
player,201109110chi,chi,AdamAn20,fumbles_forced,0,,,,,
player,201109110chi,chi,MeriBr99,def_int,0,,,,,
player,201109110chi,chi,MeriBr99,def_int_yds,0,,,,,
player,201109110chi,chi,MeriBr99,def_int_td,0,,,,,
player,201109110chi,chi,MeriBr99,def_int_long,0,,,,,
player,201109110chi,chi,MeriBr99,pass_defended,0,,,,,
player,201109110chi,chi,MeriBr99,sacks,0.0,,,,,
player,201109110chi,chi,MeriBr99,tackles_combined,2,,,,,
player,201109110chi,chi,MeriBr99,tackles_solo,1,,,,,
player,201109110chi,chi,MeriBr99,tackles_assists,1,,,,,
player,201109110chi,chi,MeriBr99,tackles_loss,0,,,,,
player,201109110chi,chi,MeriBr99,qb_hits,0,,,,,
player,201109110chi,chi,MeriBr99,fumbles_rec,0,,,,,
player,201109110chi,chi,MeriBr99,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,MeriBr99,fumbles_rec_td,0,,,,,
player,201109110chi,chi,MeriBr99,fumbles_forced,0,,,,,
player,201109110chi,chi,RoacNi99,def_int,0,,,,,
player,201109110chi,chi,RoacNi99,def_int_yds,0,,,,,
player,201109110chi,chi,RoacNi99,def_int_td,0,,,,,
player,201109110chi,chi,RoacNi99,def_int_long,0,,,,,
player,201109110chi,chi,RoacNi99,pass_defended,0,,,,,
player,201109110chi,chi,RoacNi99,sacks,0.0,,,,,
player,201109110chi,chi,RoacNi99,tackles_combined,2,,,,,
player,201109110chi,chi,RoacNi99,tackles_solo,1,,,,,
player,201109110chi,chi,RoacNi99,tackles_assists,1,,,,,
player,201109110chi,chi,RoacNi99,tackles_loss,0,,,,,
player,201109110chi,chi,RoacNi99,qb_hits,0,,,,,
player,201109110chi,chi,RoacNi99,fumbles_rec,0,,,,,
player,201109110chi,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201109110chi,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201109110chi,chi,RoacNi99,fumbles_forced,0,,,,,
player,201109110chi,chi,ToeaMa99,def_int,0,,,,,
player,201109110chi,chi,ToeaMa99,def_int_yds,0,,,,,
player,201109110chi,chi,ToeaMa99,def_int_td,0,,,,,
player,201109110chi,chi,ToeaMa99,def_int_long,0,,,,,
player,201109110chi,chi,ToeaMa99,pass_defended,0,,,,,
player,201109110chi,chi,ToeaMa99,sacks,0.0,,,,,
player,201109110chi,chi,ToeaMa99,tackles_combined,2,,,,,
player,201109110chi,chi,ToeaMa99,tackles_solo,0,,,,,
player,201109110chi,chi,ToeaMa99,tackles_assists,2,,,,,
player,201109110chi,chi,ToeaMa99,tackles_loss,0,,,,,
