game,2011,2,20110918,201109180was,crd,"Arizona Cardinals",21,was,"Washington Redskins",22
player,201109180was,crd,KolbKe00,rec_td,0,,,,,
player,201109180was,crd,KolbKe00,rec_long,0,,,,,
player,201109180was,crd,KolbKe00,fumbles,1,,,,,
player,201109180was,crd,KolbKe00,fumbles_lost,0,,,,,
player,201109180was,crd,WellCh00,pass_cmp,0,,,,,
player,201109180was,crd,WellCh00,pass_att,0,,,,,
player,201109180was,crd,WellCh00,pass_yds,0,,,,,
player,201109180was,crd,WellCh00,pass_td,0,,,,,
player,201109180was,crd,WellCh00,pass_int,0,,,,,
player,201109180was,crd,WellCh00,pass_sacked,0,,,,,
player,201109180was,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201109180was,crd,WellCh00,pass_long,0,,,,,
player,201109180was,crd,WellCh00,pass_rating,,,,,,
player,201109180was,crd,WellCh00,rush_att,14,,,,,
player,201109180was,crd,WellCh00,rush_yds,93,,,,,
player,201109180was,crd,WellCh00,rush_td,1,,,,,
player,201109180was,crd,WellCh00,rush_long,25,,,,,
player,201109180was,crd,WellCh00,targets,2,,,,,
player,201109180was,crd,WellCh00,rec,0,,,,,
player,201109180was,crd,WellCh00,rec_yds,0,,,,,
player,201109180was,crd,WellCh00,rec_td,0,,,,,
player,201109180was,crd,WellCh00,rec_long,0,,,,,
player,201109180was,crd,WellCh00,fumbles,0,,,,,
player,201109180was,crd,WellCh00,fumbles_lost,,,,,,
player,201109180was,crd,FitzLa00,pass_cmp,0,,,,,
player,201109180was,crd,FitzLa00,pass_att,0,,,,,
player,201109180was,crd,FitzLa00,pass_yds,0,,,,,
player,201109180was,crd,FitzLa00,pass_td,0,,,,,
player,201109180was,crd,FitzLa00,pass_int,0,,,,,
player,201109180was,crd,FitzLa00,pass_sacked,0,,,,,
player,201109180was,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201109180was,crd,FitzLa00,pass_long,0,,,,,
player,201109180was,crd,FitzLa00,pass_rating,,,,,,
player,201109180was,crd,FitzLa00,rush_att,0,,,,,
player,201109180was,crd,FitzLa00,rush_yds,0,,,,,
player,201109180was,crd,FitzLa00,rush_td,0,,,,,
player,201109180was,crd,FitzLa00,rush_long,0,,,,,
player,201109180was,crd,FitzLa00,targets,9,,,,,
player,201109180was,crd,FitzLa00,rec,7,,,,,
player,201109180was,crd,FitzLa00,rec_yds,133,,,,,
player,201109180was,crd,FitzLa00,rec_td,1,,,,,
player,201109180was,crd,FitzLa00,rec_long,73,,,,,
player,201109180was,crd,FitzLa00,fumbles,0,,,,,
player,201109180was,crd,FitzLa00,fumbles_lost,,,,,,
player,201109180was,crd,KingJe00,pass_cmp,0,,,,,
player,201109180was,crd,KingJe00,pass_att,0,,,,,
player,201109180was,crd,KingJe00,pass_yds,0,,,,,
player,201109180was,crd,KingJe00,pass_td,0,,,,,
player,201109180was,crd,KingJe00,pass_int,0,,,,,
player,201109180was,crd,KingJe00,pass_sacked,0,,,,,
player,201109180was,crd,KingJe00,pass_sacked_yds,0,,,,,
player,201109180was,crd,KingJe00,pass_long,0,,,,,
player,201109180was,crd,KingJe00,pass_rating,,,,,,
player,201109180was,crd,KingJe00,rush_att,0,,,,,
player,201109180was,crd,KingJe00,rush_yds,0,,,,,
player,201109180was,crd,KingJe00,rush_td,0,,,,,
player,201109180was,crd,KingJe00,rush_long,0,,,,,
player,201109180was,crd,KingJe00,targets,2,,,,,
player,201109180was,crd,KingJe00,rec,2,,,,,
player,201109180was,crd,KingJe00,rec_yds,36,,,,,
player,201109180was,crd,KingJe00,rec_td,1,,,,,
player,201109180was,crd,KingJe00,rec_long,21,,,,,
player,201109180was,crd,KingJe00,fumbles,0,,,,,
player,201109180was,crd,KingJe00,fumbles_lost,,,,,,
player,201109180was,crd,RobeAn00,pass_cmp,0,,,,,
player,201109180was,crd,RobeAn00,pass_att,0,,,,,
player,201109180was,crd,RobeAn00,pass_yds,0,,,,,
player,201109180was,crd,RobeAn00,pass_td,0,,,,,
player,201109180was,crd,RobeAn00,pass_int,0,,,,,
player,201109180was,crd,RobeAn00,pass_sacked,0,,,,,
player,201109180was,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201109180was,crd,RobeAn00,pass_long,0,,,,,
player,201109180was,crd,RobeAn00,pass_rating,,,,,,
player,201109180was,crd,RobeAn00,rush_att,0,,,,,
player,201109180was,crd,RobeAn00,rush_yds,0,,,,,
player,201109180was,crd,RobeAn00,rush_td,0,,,,,
player,201109180was,crd,RobeAn00,rush_long,0,,,,,
player,201109180was,crd,RobeAn00,targets,7,,,,,
player,201109180was,crd,RobeAn00,rec,3,,,,,
player,201109180was,crd,RobeAn00,rec_yds,30,,,,,
player,201109180was,crd,RobeAn00,rec_td,0,,,,,
player,201109180was,crd,RobeAn00,rec_long,16,,,,,
player,201109180was,crd,RobeAn00,fumbles,0,,,,,
player,201109180was,crd,RobeAn00,fumbles_lost,,,,,,
player,201109180was,crd,StucCh20,pass_cmp,0,,,,,
player,201109180was,crd,StucCh20,pass_att,0,,,,,
player,201109180was,crd,StucCh20,pass_yds,0,,,,,
player,201109180was,crd,StucCh20,pass_td,0,,,,,
player,201109180was,crd,StucCh20,pass_int,0,,,,,
player,201109180was,crd,StucCh20,pass_sacked,0,,,,,
player,201109180was,crd,StucCh20,pass_sacked_yds,0,,,,,
player,201109180was,crd,StucCh20,pass_long,0,,,,,
player,201109180was,crd,StucCh20,pass_rating,,,,,,
player,201109180was,crd,StucCh20,rush_att,0,,,,,
player,201109180was,crd,StucCh20,rush_yds,0,,,,,
player,201109180was,crd,StucCh20,rush_td,0,,,,,
player,201109180was,crd,StucCh20,rush_long,0,,,,,
player,201109180was,crd,StucCh20,targets,3,,,,,
player,201109180was,crd,StucCh20,rec,2,,,,,
player,201109180was,crd,StucCh20,rec_yds,24,,,,,
player,201109180was,crd,StucCh20,rec_td,0,,,,,
player,201109180was,crd,StucCh20,rec_long,12,,,,,
player,201109180was,crd,StucCh20,fumbles,1,,,,,
player,201109180was,crd,StucCh20,fumbles_lost,1,,,,,
player,201109180was,crd,DoucEa00,pass_cmp,0,,,,,
player,201109180was,crd,DoucEa00,pass_att,0,,,,,
player,201109180was,crd,DoucEa00,pass_yds,0,,,,,
player,201109180was,crd,DoucEa00,pass_td,0,,,,,
player,201109180was,crd,DoucEa00,pass_int,0,,,,,
player,201109180was,crd,DoucEa00,pass_sacked,0,,,,,
player,201109180was,crd,DoucEa00,pass_sacked_yds,0,,,,,
player,201109180was,crd,DoucEa00,pass_long,0,,,,,
player,201109180was,crd,DoucEa00,pass_rating,,,,,,
player,201109180was,crd,DoucEa00,rush_att,0,,,,,
player,201109180was,crd,DoucEa00,rush_yds,0,,,,,
player,201109180was,crd,DoucEa00,rush_td,0,,,,,
player,201109180was,crd,DoucEa00,rush_long,0,,,,,
player,201109180was,crd,DoucEa00,targets,6,,,,,
player,201109180was,crd,DoucEa00,rec,2,,,,,
player,201109180was,crd,DoucEa00,rec_yds,20,,,,,
player,201109180was,crd,DoucEa00,rec_td,0,,,,,
player,201109180was,crd,DoucEa00,rec_long,14,,,,,
player,201109180was,crd,DoucEa00,fumbles,0,,,,,
player,201109180was,crd,DoucEa00,fumbles_lost,,,,,,
player,201109180was,crd,HeapTo00,pass_cmp,0,,,,,
player,201109180was,crd,HeapTo00,pass_att,0,,,,,
player,201109180was,crd,HeapTo00,pass_yds,0,,,,,
player,201109180was,crd,HeapTo00,pass_td,0,,,,,
player,201109180was,crd,HeapTo00,pass_int,0,,,,,
player,201109180was,crd,HeapTo00,pass_sacked,0,,,,,
player,201109180was,crd,HeapTo00,pass_sacked_yds,0,,,,,
player,201109180was,crd,HeapTo00,pass_long,0,,,,,
player,201109180was,crd,HeapTo00,pass_rating,,,,,,
player,201109180was,crd,HeapTo00,rush_att,0,,,,,
player,201109180was,crd,HeapTo00,rush_yds,0,,,,,
player,201109180was,crd,HeapTo00,rush_td,0,,,,,
player,201109180was,crd,HeapTo00,rush_long,0,,,,,
player,201109180was,crd,HeapTo00,targets,1,,,,,
player,201109180was,crd,HeapTo00,rec,1,,,,,
player,201109180was,crd,HeapTo00,rec_yds,8,,,,,
player,201109180was,crd,HeapTo00,rec_td,0,,,,,
player,201109180was,crd,HeapTo00,rec_long,8,,,,,
player,201109180was,crd,HeapTo00,fumbles,0,,,,,
player,201109180was,crd,HeapTo00,fumbles_lost,,,,,,
player,201109180was,crd,TaylCh01,pass_cmp,0,,,,,
player,201109180was,crd,TaylCh01,pass_att,0,,,,,
player,201109180was,crd,TaylCh01,pass_yds,0,,,,,
player,201109180was,crd,TaylCh01,pass_td,0,,,,,
player,201109180was,crd,TaylCh01,pass_int,0,,,,,
player,201109180was,crd,TaylCh01,pass_sacked,0,,,,,
player,201109180was,crd,TaylCh01,pass_sacked_yds,0,,,,,
player,201109180was,crd,TaylCh01,pass_long,0,,,,,
player,201109180was,crd,TaylCh01,pass_rating,,,,,,
player,201109180was,crd,TaylCh01,rush_att,1,,,,,
player,201109180was,crd,TaylCh01,rush_yds,0,,,,,
player,201109180was,crd,TaylCh01,rush_td,0,,,,,
player,201109180was,crd,TaylCh01,rush_long,0,,,,,
player,201109180was,crd,TaylCh01,targets,0,,,,,
player,201109180was,crd,TaylCh01,rec,0,,,,,
player,201109180was,crd,TaylCh01,rec_yds,0,,,,,
player,201109180was,crd,TaylCh01,rec_td,0,,,,,
player,201109180was,crd,TaylCh01,rec_long,0,,,,,
player,201109180was,crd,TaylCh01,fumbles,0,,,,,
player,201109180was,crd,TaylCh01,fumbles_lost,,,,,,
player,201109180was,was,GrosRe00,pass_cmp,25,,,,,
player,201109180was,was,GrosRe00,pass_att,43,,,,,
player,201109180was,was,GrosRe00,pass_yds,291,,,,,
player,201109180was,was,GrosRe00,pass_td,2,,,,,
player,201109180was,was,GrosRe00,pass_int,2,,,,,
player,201109180was,was,GrosRe00,pass_sacked,1,,,,,
player,201109180was,was,GrosRe00,pass_sacked_yds,8,,,,,
player,201109180was,was,GrosRe00,pass_long,40,,,,,
player,201109180was,was,GrosRe00,pass_rating,74.9,,,,,
player,201109180was,was,GrosRe00,rush_att,4,,,,,
player,201109180was,was,GrosRe00,rush_yds,-5,,,,,
player,201109180was,was,GrosRe00,rush_td,0,,,,,
player,201109180was,was,GrosRe00,rush_long,-1,,,,,
player,201109180was,was,GrosRe00,targets,0,,,,,
player,201109180was,was,GrosRe00,rec,0,,,,,
player,201109180was,was,GrosRe00,rec_yds,0,,,,,
player,201109180was,was,GrosRe00,rec_td,0,,,,,
player,201109180was,was,GrosRe00,rec_long,0,,,,,
player,201109180was,was,GrosRe00,fumbles,0,,,,,
player,201109180was,was,GrosRe00,fumbles_lost,,,,,,
player,201109180was,was,HighTi00,pass_cmp,0,,,,,
player,201109180was,was,HighTi00,pass_att,0,,,,,
player,201109180was,was,HighTi00,pass_yds,0,,,,,
player,201109180was,was,HighTi00,pass_td,0,,,,,
player,201109180was,was,HighTi00,pass_int,0,,,,,
player,201109180was,was,HighTi00,pass_sacked,0,,,,,
player,201109180was,was,HighTi00,pass_sacked_yds,0,,,,,
player,201109180was,was,HighTi00,pass_long,0,,,,,
player,201109180was,was,HighTi00,pass_rating,,,,,,
player,201109180was,was,HighTi00,rush_att,20,,,,,
player,201109180was,was,HighTi00,rush_yds,96,,,,,
player,201109180was,was,HighTi00,rush_td,0,,,,,
player,201109180was,was,HighTi00,rush_long,20,,,,,
player,201109180was,was,HighTi00,targets,2,,,,,
player,201109180was,was,HighTi00,rec,1,,,,,
player,201109180was,was,HighTi00,rec_yds,10,,,,,
player,201109180was,was,HighTi00,rec_td,0,,,,,
player,201109180was,was,HighTi00,rec_long,10,,,,,
player,201109180was,was,HighTi00,fumbles,0,,,,,
player,201109180was,was,HighTi00,fumbles_lost,,,,,,
player,201109180was,was,HeluRo00,pass_cmp,0,,,,,
player,201109180was,was,HeluRo00,pass_att,0,,,,,
player,201109180was,was,HeluRo00,pass_yds,0,,,,,
player,201109180was,was,HeluRo00,pass_td,0,,,,,
player,201109180was,was,HeluRo00,pass_int,0,,,,,
player,201109180was,was,HeluRo00,pass_sacked,0,,,,,
player,201109180was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201109180was,was,HeluRo00,pass_long,0,,,,,
player,201109180was,was,HeluRo00,pass_rating,,,,,,
player,201109180was,was,HeluRo00,rush_att,10,,,,,
player,201109180was,was,HeluRo00,rush_yds,74,,,,,
player,201109180was,was,HeluRo00,rush_td,0,,,,,
player,201109180was,was,HeluRo00,rush_long,18,,,,,
player,201109180was,was,HeluRo00,targets,4,,,,,
player,201109180was,was,HeluRo00,rec,3,,,,,
player,201109180was,was,HeluRo00,rec_yds,38,,,,,
player,201109180was,was,HeluRo00,rec_td,0,,,,,
player,201109180was,was,HeluRo00,rec_long,33,,,,,
player,201109180was,was,HeluRo00,fumbles,0,,,,,
player,201109180was,was,HeluRo00,fumbles_lost,,,,,,
player,201109180was,was,YounDa01,pass_cmp,0,,,,,
player,201109180was,was,YounDa01,pass_att,0,,,,,
player,201109180was,was,YounDa01,pass_yds,0,,,,,
player,201109180was,was,YounDa01,pass_td,0,,,,,
player,201109180was,was,YounDa01,pass_int,0,,,,,
player,201109180was,was,YounDa01,pass_sacked,0,,,,,
player,201109180was,was,YounDa01,pass_sacked_yds,0,,,,,
player,201109180was,was,YounDa01,pass_long,0,,,,,
player,201109180was,was,YounDa01,pass_rating,,,,,,
player,201109180was,was,YounDa01,rush_att,1,,,,,
player,201109180was,was,YounDa01,rush_yds,7,,,,,
player,201109180was,was,YounDa01,rush_td,0,,,,,
player,201109180was,was,YounDa01,rush_long,7,,,,,
player,201109180was,was,YounDa01,targets,2,,,,,
player,201109180was,was,YounDa01,rec,1,,,,,
player,201109180was,was,YounDa01,rec_yds,4,,,,,
player,201109180was,was,YounDa01,rec_td,0,,,,,
player,201109180was,was,YounDa01,rec_long,4,,,,,
player,201109180was,was,YounDa01,fumbles,0,,,,,
player,201109180was,was,YounDa01,fumbles_lost,,,,,,
player,201109180was,was,DaviFr01,pass_cmp,0,,,,,
player,201109180was,was,DaviFr01,pass_att,0,,,,,
player,201109180was,was,DaviFr01,pass_yds,0,,,,,
player,201109180was,was,DaviFr01,pass_td,0,,,,,
player,201109180was,was,DaviFr01,pass_int,0,,,,,
player,201109180was,was,DaviFr01,pass_sacked,0,,,,,
player,201109180was,was,DaviFr01,pass_sacked_yds,0,,,,,
player,201109180was,was,DaviFr01,pass_long,0,,,,,
player,201109180was,was,DaviFr01,pass_rating,,,,,,
player,201109180was,was,DaviFr01,rush_att,0,,,,,
player,201109180was,was,DaviFr01,rush_yds,0,,,,,
player,201109180was,was,DaviFr01,rush_td,0,,,,,
player,201109180was,was,DaviFr01,rush_long,0,,,,,
player,201109180was,was,DaviFr01,targets,7,,,,,
player,201109180was,was,DaviFr01,rec,6,,,,,
player,201109180was,was,DaviFr01,rec_yds,86,,,,,
player,201109180was,was,DaviFr01,rec_td,1,,,,,
player,201109180was,was,DaviFr01,rec_long,40,,,,,
player,201109180was,was,DaviFr01,fumbles,0,,,,,
player,201109180was,was,DaviFr01,fumbles_lost,,,,,,
player,201109180was,was,GaffJa00,pass_cmp,0,,,,,
player,201109180was,was,GaffJa00,pass_att,0,,,,,
player,201109180was,was,GaffJa00,pass_yds,0,,,,,
player,201109180was,was,GaffJa00,pass_td,0,,,,,
player,201109180was,was,GaffJa00,pass_int,0,,,,,
player,201109180was,was,GaffJa00,pass_sacked,0,,,,,
player,201109180was,was,GaffJa00,pass_sacked_yds,0,,,,,
player,201109180was,was,GaffJa00,pass_long,0,,,,,
player,201109180was,was,GaffJa00,pass_rating,,,,,,
player,201109180was,was,GaffJa00,rush_att,0,,,,,
player,201109180was,was,GaffJa00,rush_yds,0,,,,,
player,201109180was,was,GaffJa00,rush_td,0,,,,,
player,201109180was,was,GaffJa00,rush_long,0,,,,,
player,201109180was,was,GaffJa00,targets,8,,,,,
player,201109180was,was,GaffJa00,rec,5,,,,,
player,201109180was,was,GaffJa00,rec_yds,62,,,,,
player,201109180was,was,GaffJa00,rec_td,0,,,,,
player,201109180was,was,GaffJa00,rec_long,22,,,,,
player,201109180was,was,GaffJa00,fumbles,0,,,,,
player,201109180was,was,GaffJa00,fumbles_lost,,,,,,
player,201109180was,was,MossSa00,pass_cmp,0,,,,,
player,201109180was,was,MossSa00,pass_att,0,,,,,
player,201109180was,was,MossSa00,pass_yds,0,,,,,
player,201109180was,was,MossSa00,pass_td,0,,,,,
player,201109180was,was,MossSa00,pass_int,0,,,,,
player,201109180was,was,MossSa00,pass_sacked,0,,,,,
player,201109180was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201109180was,was,MossSa00,pass_long,0,,,,,
player,201109180was,was,MossSa00,pass_rating,,,,,,
player,201109180was,was,MossSa00,rush_att,0,,,,,
player,201109180was,was,MossSa00,rush_yds,0,,,,,
player,201109180was,was,MossSa00,rush_td,0,,,,,
player,201109180was,was,MossSa00,rush_long,0,,,,,
player,201109180was,was,MossSa00,targets,9,,,,,
player,201109180was,was,MossSa00,rec,5,,,,,
player,201109180was,was,MossSa00,rec_yds,61,,,,,
player,201109180was,was,MossSa00,rec_td,1,,,,,
player,201109180was,was,MossSa00,rec_long,19,,,,,
player,201109180was,was,MossSa00,fumbles,0,,,,,
player,201109180was,was,MossSa00,fumbles_lost,,,,,,
player,201109180was,was,StalDo00,pass_cmp,0,,,,,
player,201109180was,was,StalDo00,pass_att,0,,,,,
player,201109180was,was,StalDo00,pass_yds,0,,,,,
player,201109180was,was,StalDo00,pass_td,0,,,,,
player,201109180was,was,StalDo00,pass_int,0,,,,,
player,201109180was,was,StalDo00,pass_sacked,0,,,,,
player,201109180was,was,StalDo00,pass_sacked_yds,0,,,,,
player,201109180was,was,StalDo00,pass_long,0,,,,,
player,201109180was,was,StalDo00,pass_rating,,,,,,
player,201109180was,was,StalDo00,rush_att,0,,,,,
player,201109180was,was,StalDo00,rush_yds,0,,,,,
player,201109180was,was,StalDo00,rush_td,0,,,,,
player,201109180was,was,StalDo00,rush_long,0,,,,,
player,201109180was,was,StalDo00,targets,5,,,,,
player,201109180was,was,StalDo00,rec,2,,,,,
player,201109180was,was,StalDo00,rec_yds,16,,,,,
player,201109180was,was,StalDo00,rec_td,0,,,,,
player,201109180was,was,StalDo00,rec_long,9,,,,,
player,201109180was,was,StalDo00,fumbles,0,,,,,
player,201109180was,was,StalDo00,fumbles_lost,,,,,,
player,201109180was,was,ArmsAn00,pass_cmp,0,,,,,
player,201109180was,was,ArmsAn00,pass_att,0,,,,,
player,201109180was,was,ArmsAn00,pass_yds,0,,,,,
player,201109180was,was,ArmsAn00,pass_td,0,,,,,
player,201109180was,was,ArmsAn00,pass_int,0,,,,,
player,201109180was,was,ArmsAn00,pass_sacked,0,,,,,
player,201109180was,was,ArmsAn00,pass_sacked_yds,0,,,,,
player,201109180was,was,ArmsAn00,pass_long,0,,,,,
player,201109180was,was,ArmsAn00,pass_rating,,,,,,
player,201109180was,was,ArmsAn00,rush_att,0,,,,,
player,201109180was,was,ArmsAn00,rush_yds,0,,,,,
player,201109180was,was,ArmsAn00,rush_td,0,,,,,
player,201109180was,was,ArmsAn00,rush_long,0,,,,,
player,201109180was,was,ArmsAn00,targets,4,,,,,
player,201109180was,was,ArmsAn00,rec,2,,,,,
player,201109180was,was,ArmsAn00,rec_yds,14,,,,,
player,201109180was,was,ArmsAn00,rec_td,0,,,,,
player,201109180was,was,ArmsAn00,rec_long,8,,,,,
player,201109180was,was,ArmsAn00,fumbles,0,,,,,
player,201109180was,was,ArmsAn00,fumbles_lost,,,,,,
player,201109180was,was,CoolCh00,pass_cmp,0,,,,,
player,201109180was,was,CoolCh00,pass_att,0,,,,,
player,201109180was,was,CoolCh00,pass_yds,0,,,,,
player,201109180was,was,CoolCh00,pass_td,0,,,,,
player,201109180was,was,CoolCh00,pass_int,0,,,,,
player,201109180was,was,CoolCh00,pass_sacked,0,,,,,
player,201109180was,was,CoolCh00,pass_sacked_yds,0,,,,,
player,201109180was,was,CoolCh00,pass_long,0,,,,,
player,201109180was,was,CoolCh00,pass_rating,,,,,,
player,201109180was,was,CoolCh00,rush_att,0,,,,,
player,201109180was,was,CoolCh00,rush_yds,0,,,,,
player,201109180was,was,CoolCh00,rush_td,0,,,,,
player,201109180was,was,CoolCh00,rush_long,0,,,,,
player,201109180was,was,CoolCh00,targets,2,,,,,
player,201109180was,was,CoolCh00,rec,0,,,,,
player,201109180was,was,CoolCh00,rec_yds,0,,,,,
player,201109180was,was,CoolCh00,rec_td,0,,,,,
player,201109180was,was,CoolCh00,rec_long,0,,,,,
player,201109180was,was,CoolCh00,fumbles,0,,,,,
player,201109180was,was,CoolCh00,fumbles_lost,,,,,,
player,201109180was,crd,WilsAd99,def_int,1,,,,,
player,201109180was,crd,WilsAd99,def_int_yds,17,,,,,
player,201109180was,crd,WilsAd99,def_int_td,0,,,,,
player,201109180was,crd,WilsAd99,def_int_long,17,,,,,
player,201109180was,crd,WilsAd99,pass_defended,2,,,,,
player,201109180was,crd,WilsAd99,sacks,0.0,,,,,
player,201109180was,crd,WilsAd99,tackles_combined,4,,,,,
player,201109180was,crd,WilsAd99,tackles_solo,3,,,,,
player,201109180was,crd,WilsAd99,tackles_assists,1,,,,,
player,201109180was,crd,WilsAd99,tackles_loss,1,,,,,
player,201109180was,crd,WilsAd99,qb_hits,1,,,,,
player,201109180was,crd,WilsAd99,fumbles_rec,0,,,,,
player,201109180was,crd,WilsAd99,fumbles_rec_yds,0,,,,,
player,201109180was,crd,WilsAd99,fumbles_rec_td,0,,,,,
player,201109180was,crd,WilsAd99,fumbles_forced,0,,,,,
player,201109180was,crd,MarsRi20,def_int,1,,,,,
player,201109180was,crd,MarsRi20,def_int_yds,33,,,,,
player,201109180was,crd,MarsRi20,def_int_td,0,,,,,
player,201109180was,crd,MarsRi20,def_int_long,33,,,,,
player,201109180was,crd,MarsRi20,pass_defended,2,,,,,
player,201109180was,crd,MarsRi20,sacks,0.0,,,,,
player,201109180was,crd,MarsRi20,tackles_combined,3,,,,,
player,201109180was,crd,MarsRi20,tackles_solo,2,,,,,
player,201109180was,crd,MarsRi20,tackles_assists,1,,,,,
player,201109180was,crd,MarsRi20,tackles_loss,0,,,,,
player,201109180was,crd,MarsRi20,qb_hits,0,,,,,
player,201109180was,crd,MarsRi20,fumbles_rec,0,,,,,
player,201109180was,crd,MarsRi20,fumbles_rec_yds,0,,,,,
player,201109180was,crd,MarsRi20,fumbles_rec_td,0,,,,,
player,201109180was,crd,MarsRi20,fumbles_forced,0,,,,,
player,201109180was,crd,RhodKe20,def_int,0,,,,,
player,201109180was,crd,RhodKe20,def_int_yds,0,,,,,
player,201109180was,crd,RhodKe20,def_int_td,0,,,,,
player,201109180was,crd,RhodKe20,def_int_long,0,,,,,
player,201109180was,crd,RhodKe20,pass_defended,1,,,,,
player,201109180was,crd,RhodKe20,sacks,1.0,,,,,
player,201109180was,crd,RhodKe20,tackles_combined,8,,,,,
player,201109180was,crd,RhodKe20,tackles_solo,7,,,,,
player,201109180was,crd,RhodKe20,tackles_assists,1,,,,,
player,201109180was,crd,RhodKe20,tackles_loss,1,,,,,
player,201109180was,crd,RhodKe20,qb_hits,1,,,,,
player,201109180was,crd,RhodKe20,fumbles_rec,0,,,,,
player,201109180was,crd,RhodKe20,fumbles_rec_yds,0,,,,,
player,201109180was,crd,RhodKe20,fumbles_rec_td,0,,,,,
player,201109180was,crd,RhodKe20,fumbles_forced,0,,,,,
player,201109180was,crd,PetePa00,def_int,0,,,,,
player,201109180was,crd,PetePa00,def_int_yds,0,,,,,
player,201109180was,crd,PetePa00,def_int_td,0,,,,,
player,201109180was,crd,PetePa00,def_int_long,0,,,,,
player,201109180was,crd,PetePa00,pass_defended,0,,,,,
player,201109180was,crd,PetePa00,sacks,0.0,,,,,
player,201109180was,crd,PetePa00,tackles_combined,8,,,,,
player,201109180was,crd,PetePa00,tackles_solo,5,,,,,
player,201109180was,crd,PetePa00,tackles_assists,3,,,,,
player,201109180was,crd,PetePa00,tackles_loss,0,,,,,
player,201109180was,crd,PetePa00,qb_hits,0,,,,,
player,201109180was,crd,PetePa00,fumbles_rec,1,,,,,
player,201109180was,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201109180was,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201109180was,crd,PetePa00,fumbles_forced,0,,,,,
player,201109180was,crd,BradSt99,def_int,0,,,,,
player,201109180was,crd,BradSt99,def_int_yds,0,,,,,
player,201109180was,crd,BradSt99,def_int_td,0,,,,,
player,201109180was,crd,BradSt99,def_int_long,0,,,,,
player,201109180was,crd,BradSt99,pass_defended,0,,,,,
player,201109180was,crd,BradSt99,sacks,0.0,,,,,
player,201109180was,crd,BradSt99,tackles_combined,7,,,,,
player,201109180was,crd,BradSt99,tackles_solo,5,,,,,
player,201109180was,crd,BradSt99,tackles_assists,2,,,,,
player,201109180was,crd,BradSt99,tackles_loss,0,,,,,
player,201109180was,crd,BradSt99,qb_hits,0,,,,,
player,201109180was,crd,BradSt99,fumbles_rec,0,,,,,
player,201109180was,crd,BradSt99,fumbles_rec_yds,0,,,,,
player,201109180was,crd,BradSt99,fumbles_rec_td,0,,,,,
player,201109180was,crd,BradSt99,fumbles_forced,0,,,,,
