game,2011,2,20110918,201109180nor,chi,"Chicago Bears",13,nor,"New Orleans Saints",30
player,201109180nor,nor,KingMi99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,KingMi99,fumbles_forced,0,,,,,
player,201109180nor,nor,RobiPa99,def_int,0,,,,,
player,201109180nor,nor,RobiPa99,def_int_yds,0,,,,,
player,201109180nor,nor,RobiPa99,def_int_td,0,,,,,
player,201109180nor,nor,RobiPa99,def_int_long,0,,,,,
player,201109180nor,nor,RobiPa99,pass_defended,1,,,,,
player,201109180nor,nor,RobiPa99,sacks,0.0,,,,,
player,201109180nor,nor,RobiPa99,tackles_combined,2,,,,,
player,201109180nor,nor,RobiPa99,tackles_solo,2,,,,,
player,201109180nor,nor,RobiPa99,tackles_assists,0,,,,,
player,201109180nor,nor,RobiPa99,tackles_loss,0,,,,,
player,201109180nor,nor,RobiPa99,qb_hits,0,,,,,
player,201109180nor,nor,RobiPa99,fumbles_rec,0,,,,,
player,201109180nor,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,RobiPa99,fumbles_forced,0,,,,,
player,201109180nor,nor,ShanSc20,def_int,0,,,,,
player,201109180nor,nor,ShanSc20,def_int_yds,0,,,,,
player,201109180nor,nor,ShanSc20,def_int_td,0,,,,,
player,201109180nor,nor,ShanSc20,def_int_long,0,,,,,
player,201109180nor,nor,ShanSc20,pass_defended,0,,,,,
player,201109180nor,nor,ShanSc20,sacks,0.0,,,,,
player,201109180nor,nor,ShanSc20,tackles_combined,2,,,,,
player,201109180nor,nor,ShanSc20,tackles_solo,1,,,,,
player,201109180nor,nor,ShanSc20,tackles_assists,1,,,,,
player,201109180nor,nor,ShanSc20,tackles_loss,0,,,,,
player,201109180nor,nor,ShanSc20,qb_hits,0,,,,,
player,201109180nor,nor,ShanSc20,fumbles_rec,0,,,,,
player,201109180nor,nor,ShanSc20,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,ShanSc20,fumbles_rec_td,0,,,,,
player,201109180nor,nor,ShanSc20,fumbles_forced,0,,,,,
player,201109180nor,nor,AbduIs00,def_int,0,,,,,
player,201109180nor,nor,AbduIs00,def_int_yds,0,,,,,
player,201109180nor,nor,AbduIs00,def_int_td,0,,,,,
player,201109180nor,nor,AbduIs00,def_int_long,0,,,,,
player,201109180nor,nor,AbduIs00,pass_defended,0,,,,,
player,201109180nor,nor,AbduIs00,sacks,0.0,,,,,
player,201109180nor,nor,AbduIs00,tackles_combined,1,,,,,
player,201109180nor,nor,AbduIs00,tackles_solo,1,,,,,
player,201109180nor,nor,AbduIs00,tackles_assists,0,,,,,
player,201109180nor,nor,AbduIs00,tackles_loss,0,,,,,
player,201109180nor,nor,AbduIs00,qb_hits,0,,,,,
player,201109180nor,nor,AbduIs00,fumbles_rec,0,,,,,
player,201109180nor,nor,AbduIs00,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,AbduIs00,fumbles_rec_td,0,,,,,
player,201109180nor,nor,AbduIs00,fumbles_forced,1,,,,,
player,201109180nor,nor,CharJe99,def_int,0,,,,,
player,201109180nor,nor,CharJe99,def_int_yds,0,,,,,
player,201109180nor,nor,CharJe99,def_int_td,0,,,,,
player,201109180nor,nor,CharJe99,def_int_long,0,,,,,
player,201109180nor,nor,CharJe99,pass_defended,0,,,,,
player,201109180nor,nor,CharJe99,sacks,0.0,,,,,
player,201109180nor,nor,CharJe99,tackles_combined,1,,,,,
player,201109180nor,nor,CharJe99,tackles_solo,0,,,,,
player,201109180nor,nor,CharJe99,tackles_assists,1,,,,,
player,201109180nor,nor,CharJe99,tackles_loss,0,,,,,
player,201109180nor,nor,CharJe99,qb_hits,1,,,,,
player,201109180nor,nor,CharJe99,fumbles_rec,0,,,,,
player,201109180nor,nor,CharJe99,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,CharJe99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,CharJe99,fumbles_forced,0,,,,,
player,201109180nor,nor,HerrWi99,def_int,0,,,,,
player,201109180nor,nor,HerrWi99,def_int_yds,0,,,,,
player,201109180nor,nor,HerrWi99,def_int_td,0,,,,,
player,201109180nor,nor,HerrWi99,def_int_long,0,,,,,
player,201109180nor,nor,HerrWi99,pass_defended,0,,,,,
player,201109180nor,nor,HerrWi99,sacks,0.0,,,,,
player,201109180nor,nor,HerrWi99,tackles_combined,1,,,,,
player,201109180nor,nor,HerrWi99,tackles_solo,1,,,,,
player,201109180nor,nor,HerrWi99,tackles_assists,0,,,,,
player,201109180nor,nor,HerrWi99,tackles_loss,0,,,,,
player,201109180nor,nor,HerrWi99,qb_hits,0,,,,,
player,201109180nor,nor,HerrWi99,fumbles_rec,0,,,,,
player,201109180nor,nor,HerrWi99,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,HerrWi99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,HerrWi99,fumbles_forced,0,,,,,
player,201109180nor,nor,JordCa00,def_int,0,,,,,
player,201109180nor,nor,JordCa00,def_int_yds,0,,,,,
player,201109180nor,nor,JordCa00,def_int_td,0,,,,,
player,201109180nor,nor,JordCa00,def_int_long,0,,,,,
player,201109180nor,nor,JordCa00,pass_defended,0,,,,,
player,201109180nor,nor,JordCa00,sacks,0.0,,,,,
player,201109180nor,nor,JordCa00,tackles_combined,1,,,,,
player,201109180nor,nor,JordCa00,tackles_solo,0,,,,,
player,201109180nor,nor,JordCa00,tackles_assists,1,,,,,
player,201109180nor,nor,JordCa00,tackles_loss,0,,,,,
player,201109180nor,nor,JordCa00,qb_hits,0,,,,,
player,201109180nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201109180nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201109180nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201109180nor,nor,RogeSh99,def_int,0,,,,,
player,201109180nor,nor,RogeSh99,def_int_yds,0,,,,,
player,201109180nor,nor,RogeSh99,def_int_td,0,,,,,
player,201109180nor,nor,RogeSh99,def_int_long,0,,,,,
player,201109180nor,nor,RogeSh99,pass_defended,0,,,,,
player,201109180nor,nor,RogeSh99,sacks,0.0,,,,,
player,201109180nor,nor,RogeSh99,tackles_combined,1,,,,,
player,201109180nor,nor,RogeSh99,tackles_solo,0,,,,,
player,201109180nor,nor,RogeSh99,tackles_assists,1,,,,,
player,201109180nor,nor,RogeSh99,tackles_loss,0,,,,,
player,201109180nor,nor,RogeSh99,qb_hits,0,,,,,
player,201109180nor,nor,RogeSh99,fumbles_rec,0,,,,,
player,201109180nor,nor,RogeSh99,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,RogeSh99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,RogeSh99,fumbles_forced,0,,,,,
player,201109180nor,chi,HestDe99,kick_ret,2,,,,,
player,201109180nor,chi,HestDe99,kick_ret_yds,47,,,,,
player,201109180nor,chi,HestDe99,kick_ret_yds_per_ret,23.5,,,,,
player,201109180nor,chi,HestDe99,kick_ret_td,0,,,,,
player,201109180nor,chi,HestDe99,kick_ret_long,29,,,,,
player,201109180nor,chi,HestDe99,punt_ret,1,,,,,
player,201109180nor,chi,HestDe99,punt_ret_yds,-4,,,,,
player,201109180nor,chi,HestDe99,punt_ret_yds_per_ret,-4.0,,,,,
player,201109180nor,chi,HestDe99,punt_ret_td,0,,,,,
player,201109180nor,chi,HestDe99,punt_ret_long,-4,,,,,
player,201109180nor,chi,KnoxJo00,kick_ret,1,,,,,
player,201109180nor,chi,KnoxJo00,kick_ret_yds,30,,,,,
player,201109180nor,chi,KnoxJo00,kick_ret_yds_per_ret,30.0,,,,,
player,201109180nor,chi,KnoxJo00,kick_ret_td,0,,,,,
player,201109180nor,chi,KnoxJo00,kick_ret_long,30,,,,,
player,201109180nor,chi,KnoxJo00,punt_ret,0,,,,,
player,201109180nor,chi,KnoxJo00,punt_ret_yds,0,,,,,
player,201109180nor,chi,KnoxJo00,punt_ret_yds_per_ret,,,,,,
player,201109180nor,chi,KnoxJo00,punt_ret_td,0,,,,,
player,201109180nor,chi,KnoxJo00,punt_ret_long,0,,,,,
player,201109180nor,nor,SproDa00,kick_ret,1,,,,,
player,201109180nor,nor,SproDa00,kick_ret_yds,24,,,,,
player,201109180nor,nor,SproDa00,kick_ret_yds_per_ret,24.0,,,,,
player,201109180nor,nor,SproDa00,kick_ret_td,0,,,,,
player,201109180nor,nor,SproDa00,kick_ret_long,24,,,,,
player,201109180nor,nor,SproDa00,punt_ret,2,,,,,
player,201109180nor,nor,SproDa00,punt_ret_yds,1,,,,,
player,201109180nor,nor,SproDa00,punt_ret_yds_per_ret,0.5,,,,,
player,201109180nor,nor,SproDa00,punt_ret_td,0,,,,,
player,201109180nor,nor,SproDa00,punt_ret_long,1,,,,,
player,201109180nor,chi,gouldrob01,xpm,1,,,,,
player,201109180nor,chi,gouldrob01,xpa,1,,,,,
player,201109180nor,chi,gouldrob01,fgm,2,,,,,
player,201109180nor,chi,gouldrob01,fga,2,,,,,
player,201109180nor,chi,gouldrob01,punt,0,,,,,
player,201109180nor,chi,gouldrob01,punt_yds,0,,,,,
player,201109180nor,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201109180nor,chi,gouldrob01,punt_long,0,,,,,
player,201109180nor,chi,PodlAd20,xpm,,,,,,
player,201109180nor,chi,PodlAd20,xpa,,,,,,
player,201109180nor,chi,PodlAd20,fgm,,,,,,
player,201109180nor,chi,PodlAd20,fga,,,,,,
player,201109180nor,chi,PodlAd20,punt,8,,,,,
player,201109180nor,chi,PodlAd20,punt_yds,350,,,,,
player,201109180nor,chi,PodlAd20,punt_yds_per_punt,43.8,,,,,
player,201109180nor,chi,PodlAd20,punt_long,51,,,,,
player,201109180nor,nor,kasayjoh01,xpm,3,,,,,
player,201109180nor,nor,kasayjoh01,xpa,3,,,,,
player,201109180nor,nor,kasayjoh01,fgm,3,,,,,
player,201109180nor,nor,kasayjoh01,fga,3,,,,,
player,201109180nor,nor,kasayjoh01,punt,0,,,,,
player,201109180nor,nor,kasayjoh01,punt_yds,0,,,,,
player,201109180nor,nor,kasayjoh01,punt_yds_per_punt,,,,,,
player,201109180nor,nor,kasayjoh01,punt_long,0,,,,,
player,201109180nor,nor,MorsTh00,xpm,,,,,,
player,201109180nor,nor,MorsTh00,xpa,,,,,,
player,201109180nor,nor,MorsTh00,fgm,,,,,,
player,201109180nor,nor,MorsTh00,fga,,,,,,
player,201109180nor,nor,MorsTh00,punt,5,,,,,
player,201109180nor,nor,MorsTh00,punt_yds,229,,,,,
player,201109180nor,nor,MorsTh00,punt_yds_per_punt,45.8,,,,,
player,201109180nor,nor,MorsTh00,punt_long,59,,,,,
