game,2011,7,20111023,201110230rai,kan,"Kansas City Chiefs",28,rai,"Oakland Raiders",0
team,201110230rai,kan,First Downs,22,,,,,,
team,201110230rai,rai,First Downs,18,,,,,,
team,201110230rai,kan,Rush-Yds-TDs,39-139-2,,,,,,
team,201110230rai,rai,Rush-Yds-TDs,27-155-0,,,,,,
team,201110230rai,kan,Cmp-Att-Yd-TD-INT,15-30-161-0-2,,,,,,
team,201110230rai,rai,Cmp-Att-Yd-TD-INT,15-35-177-0-6,,,,,,
team,201110230rai,kan,Sacked-Yards,0-0,,,,,,
team,201110230rai,rai,Sacked-Yards,1-10,,,,,,
team,201110230rai,kan,Net Pass Yards,161,,,,,,
team,201110230rai,rai,Net Pass Yards,167,,,,,,
team,201110230rai,kan,Total Yards,300,,,,,,
team,201110230rai,rai,Total Yards,322,,,,,,
team,201110230rai,kan,Fumbles-Lost,0-0,,,,,,
team,201110230rai,rai,Fumbles-Lost,2-0,,,,,,
team,201110230rai,kan,Turnovers,2,,,,,,
team,201110230rai,rai,Turnovers,6,,,,,,
team,201110230rai,kan,Penalties-Yards,10-98,,,,,,
team,201110230rai,rai,Penalties-Yards,14-120,,,,,,
team,201110230rai,kan,Third Down Conv.,7-15,,,,,,
team,201110230rai,rai,Third Down Conv.,4-13,,,,,,
team,201110230rai,kan,Fourth Down Conv.,0-0,,,,,,
team,201110230rai,rai,Fourth Down Conv.,0-1,,,,,,
team,201110230rai,kan,Time of Possession,33:37,,,,,,
team,201110230rai,rai,Time of Possession,26:23,,,,,,
player,201110230rai,kan,CassMa00,pass_cmp,15,,,,,
player,201110230rai,kan,CassMa00,pass_att,30,,,,,
player,201110230rai,kan,CassMa00,pass_yds,161,,,,,
player,201110230rai,kan,CassMa00,pass_td,0,,,,,
player,201110230rai,kan,CassMa00,pass_int,2,,,,,
player,201110230rai,kan,CassMa00,pass_sacked,0,,,,,
player,201110230rai,kan,CassMa00,pass_sacked_yds,0,,,,,
player,201110230rai,kan,CassMa00,pass_long,21,,,,,
player,201110230rai,kan,CassMa00,pass_rating,38.3,,,,,
player,201110230rai,kan,CassMa00,rush_att,2,,,,,
player,201110230rai,kan,CassMa00,rush_yds,-2,,,,,
player,201110230rai,kan,CassMa00,rush_td,0,,,,,
player,201110230rai,kan,CassMa00,rush_long,-1,,,,,
player,201110230rai,kan,CassMa00,targets,0,,,,,
player,201110230rai,kan,CassMa00,rec,0,,,,,
player,201110230rai,kan,CassMa00,rec_yds,0,,,,,
player,201110230rai,kan,CassMa00,rec_td,0,,,,,
player,201110230rai,kan,CassMa00,rec_long,0,,,,,
player,201110230rai,kan,CassMa00,fumbles,0,,,,,
player,201110230rai,kan,CassMa00,fumbles_lost,,,,,,
player,201110230rai,kan,BattJa00,pass_cmp,0,,,,,
player,201110230rai,kan,BattJa00,pass_att,0,,,,,
player,201110230rai,kan,BattJa00,pass_yds,0,,,,,
player,201110230rai,kan,BattJa00,pass_td,0,,,,,
player,201110230rai,kan,BattJa00,pass_int,0,,,,,
player,201110230rai,kan,BattJa00,pass_sacked,0,,,,,
player,201110230rai,kan,BattJa00,pass_sacked_yds,0,,,,,
player,201110230rai,kan,BattJa00,pass_long,0,,,,,
player,201110230rai,kan,BattJa00,pass_rating,,,,,,
player,201110230rai,kan,BattJa00,rush_att,16,,,,,
player,201110230rai,kan,BattJa00,rush_yds,76,,,,,
player,201110230rai,kan,BattJa00,rush_td,0,,,,,
player,201110230rai,kan,BattJa00,rush_long,24,,,,,
player,201110230rai,kan,BattJa00,targets,0,,,,,
player,201110230rai,kan,BattJa00,rec,0,,,,,
player,201110230rai,kan,BattJa00,rec_yds,0,,,,,
player,201110230rai,kan,BattJa00,rec_td,0,,,,,
player,201110230rai,kan,BattJa00,rec_long,0,,,,,
player,201110230rai,kan,BattJa00,fumbles,0,,,,,
player,201110230rai,kan,BattJa00,fumbles_lost,,,,,,
player,201110230rai,kan,McClDe00,pass_cmp,0,,,,,
player,201110230rai,kan,McClDe00,pass_att,0,,,,,
player,201110230rai,kan,McClDe00,pass_yds,0,,,,,
player,201110230rai,kan,McClDe00,pass_td,0,,,,,
player,201110230rai,kan,McClDe00,pass_int,0,,,,,
player,201110230rai,kan,McClDe00,pass_sacked,0,,,,,
player,201110230rai,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201110230rai,kan,McClDe00,pass_long,0,,,,,
player,201110230rai,kan,McClDe00,pass_rating,,,,,,
player,201110230rai,kan,McClDe00,rush_att,10,,,,,
player,201110230rai,kan,McClDe00,rush_yds,38,,,,,
player,201110230rai,kan,McClDe00,rush_td,0,,,,,
player,201110230rai,kan,McClDe00,rush_long,13,,,,,
player,201110230rai,kan,McClDe00,targets,2,,,,,
player,201110230rai,kan,McClDe00,rec,1,,,,,
player,201110230rai,kan,McClDe00,rec_yds,-3,,,,,
player,201110230rai,kan,McClDe00,rec_td,0,,,,,
player,201110230rai,kan,McClDe00,rec_long,-3,,,,,
player,201110230rai,kan,McClDe00,fumbles,0,,,,,
player,201110230rai,kan,McClDe00,fumbles_lost,,,,,,
player,201110230rai,kan,JoneTh00,pass_cmp,0,,,,,
player,201110230rai,kan,JoneTh00,pass_att,0,,,,,
player,201110230rai,kan,JoneTh00,pass_yds,0,,,,,
player,201110230rai,kan,JoneTh00,pass_td,0,,,,,
player,201110230rai,kan,JoneTh00,pass_int,0,,,,,
player,201110230rai,kan,JoneTh00,pass_sacked,0,,,,,
player,201110230rai,kan,JoneTh00,pass_sacked_yds,0,,,,,
player,201110230rai,kan,JoneTh00,pass_long,0,,,,,
player,201110230rai,kan,JoneTh00,pass_rating,,,,,,
player,201110230rai,kan,JoneTh00,rush_att,9,,,,,
player,201110230rai,kan,JoneTh00,rush_yds,19,,,,,
player,201110230rai,kan,JoneTh00,rush_td,0,,,,,
player,201110230rai,kan,JoneTh00,rush_long,14,,,,,
player,201110230rai,kan,JoneTh00,targets,0,,,,,
player,201110230rai,kan,JoneTh00,rec,0,,,,,
player,201110230rai,kan,JoneTh00,rec_yds,0,,,,,
player,201110230rai,kan,JoneTh00,rec_td,0,,,,,
player,201110230rai,kan,JoneTh00,rec_long,0,,,,,
player,201110230rai,kan,JoneTh00,fumbles,0,,,,,
player,201110230rai,kan,JoneTh00,fumbles_lost,,,,,,
player,201110230rai,kan,ArenJa99,pass_cmp,0,,,,,
player,201110230rai,kan,ArenJa99,pass_att,0,,,,,
player,201110230rai,kan,ArenJa99,pass_yds,0,,,,,
player,201110230rai,kan,ArenJa99,pass_td,0,,,,,
player,201110230rai,kan,ArenJa99,pass_int,0,,,,,
player,201110230rai,kan,ArenJa99,pass_sacked,0,,,,,
player,201110230rai,kan,ArenJa99,pass_sacked_yds,0,,,,,
player,201110230rai,kan,ArenJa99,pass_long,0,,,,,
player,201110230rai,kan,ArenJa99,pass_rating,,,,,,
