game,2011,5,20111010,201110100det,chi,"Chicago Bears",13,det,"Detroit Lions",24
team,201110100det,chi,First Downs,23,,,,,,
team,201110100det,det,First Downs,16,,,,,,
team,201110100det,chi,Rush-Yds-TDs,25-122-0,,,,,,
team,201110100det,det,Rush-Yds-TDs,20-181-1,,,,,,
team,201110100det,chi,Cmp-Att-Yd-TD-INT,28-38-249-1-0,,,,,,
team,201110100det,det,Cmp-Att-Yd-TD-INT,19-26-219-2-1,,,,,,
team,201110100det,chi,Sacked-Yards,3-12,,,,,,
team,201110100det,det,Sacked-Yards,1-5,,,,,,
team,201110100det,chi,Net Pass Yards,237,,,,,,
team,201110100det,det,Net Pass Yards,214,,,,,,
team,201110100det,chi,Total Yards,359,,,,,,
team,201110100det,det,Total Yards,395,,,,,,
team,201110100det,chi,Fumbles-Lost,0-0,,,,,,
team,201110100det,det,Fumbles-Lost,1-0,,,,,,
team,201110100det,chi,Turnovers,0,,,,,,
team,201110100det,det,Turnovers,1,,,,,,
team,201110100det,chi,Penalties-Yards,14-104,,,,,,
team,201110100det,det,Penalties-Yards,12-94,,,,,,
team,201110100det,chi,Third Down Conv.,4-13,,,,,,
team,201110100det,det,Third Down Conv.,5-11,,,,,,
team,201110100det,chi,Fourth Down Conv.,0-1,,,,,,
team,201110100det,det,Fourth Down Conv.,0-0,,,,,,
team,201110100det,chi,Time of Possession,39:03,,,,,,
team,201110100det,det,Time of Possession,20:57,,,,,,
player,201110100det,chi,CutlJa00,pass_cmp,28,,,,,
player,201110100det,chi,CutlJa00,pass_att,38,,,,,
player,201110100det,chi,CutlJa00,pass_yds,249,,,,,
player,201110100det,chi,CutlJa00,pass_td,1,,,,,
player,201110100det,chi,CutlJa00,pass_int,0,,,,,
player,201110100det,chi,CutlJa00,pass_sacked,3,,,,,
player,201110100det,chi,CutlJa00,pass_sacked_yds,12,,,,,
player,201110100det,chi,CutlJa00,pass_long,28,,,,,
player,201110100det,chi,CutlJa00,pass_rating,99.6,,,,,
player,201110100det,chi,CutlJa00,rush_att,2,,,,,
player,201110100det,chi,CutlJa00,rush_yds,3,,,,,
player,201110100det,chi,CutlJa00,rush_td,0,,,,,
player,201110100det,chi,CutlJa00,rush_long,4,,,,,
player,201110100det,chi,CutlJa00,targets,0,,,,,
player,201110100det,chi,CutlJa00,rec,0,,,,,
player,201110100det,chi,CutlJa00,rec_yds,0,,,,,
player,201110100det,chi,CutlJa00,rec_td,0,,,,,
player,201110100det,chi,CutlJa00,rec_long,0,,,,,
player,201110100det,chi,CutlJa00,fumbles,0,,,,,
player,201110100det,chi,CutlJa00,fumbles_lost,,,,,,
player,201110100det,chi,FortMa00,pass_cmp,0,,,,,
player,201110100det,chi,FortMa00,pass_att,0,,,,,
player,201110100det,chi,FortMa00,pass_yds,0,,,,,
player,201110100det,chi,FortMa00,pass_td,0,,,,,
player,201110100det,chi,FortMa00,pass_int,0,,,,,
player,201110100det,chi,FortMa00,pass_sacked,0,,,,,
player,201110100det,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201110100det,chi,FortMa00,pass_long,0,,,,,
player,201110100det,chi,FortMa00,pass_rating,,,,,,
player,201110100det,chi,FortMa00,rush_att,22,,,,,
player,201110100det,chi,FortMa00,rush_yds,116,,,,,
player,201110100det,chi,FortMa00,rush_td,0,,,,,
player,201110100det,chi,FortMa00,rush_long,23,,,,,
player,201110100det,chi,FortMa00,targets,7,,,,,
player,201110100det,chi,FortMa00,rec,4,,,,,
player,201110100det,chi,FortMa00,rec_yds,35,,,,,
player,201110100det,chi,FortMa00,rec_td,0,,,,,
player,201110100det,chi,FortMa00,rec_long,17,,,,,
player,201110100det,chi,FortMa00,fumbles,0,,,,,
player,201110100det,chi,FortMa00,fumbles_lost,,,,,,
player,201110100det,chi,BarbMa01,pass_cmp,0,,,,,
player,201110100det,chi,BarbMa01,pass_att,0,,,,,
player,201110100det,chi,BarbMa01,pass_yds,0,,,,,
player,201110100det,chi,BarbMa01,pass_td,0,,,,,
player,201110100det,chi,BarbMa01,pass_int,0,,,,,
player,201110100det,chi,BarbMa01,pass_sacked,0,,,,,
player,201110100det,chi,BarbMa01,pass_sacked_yds,0,,,,,
player,201110100det,chi,BarbMa01,pass_long,0,,,,,
player,201110100det,chi,BarbMa01,pass_rating,,,,,,
player,201110100det,chi,BarbMa01,rush_att,1,,,,,
player,201110100det,chi,BarbMa01,rush_yds,3,,,,,
player,201110100det,chi,BarbMa01,rush_td,0,,,,,
player,201110100det,chi,BarbMa01,rush_long,3,,,,,
player,201110100det,chi,BarbMa01,targets,1,,,,,
player,201110100det,chi,BarbMa01,rec,1,,,,,
player,201110100det,chi,BarbMa01,rec_yds,7,,,,,
player,201110100det,chi,BarbMa01,rec_td,0,,,,,
player,201110100det,chi,BarbMa01,rec_long,7,,,,,
player,201110100det,chi,BarbMa01,fumbles,0,,,,,
player,201110100det,chi,BarbMa01,fumbles_lost,,,,,,
player,201110100det,chi,SanzDa00,pass_cmp,0,,,,,
player,201110100det,chi,SanzDa00,pass_att,0,,,,,
player,201110100det,chi,SanzDa00,pass_yds,0,,,,,
player,201110100det,chi,SanzDa00,pass_td,0,,,,,
player,201110100det,chi,SanzDa00,pass_int,0,,,,,
player,201110100det,chi,SanzDa00,pass_sacked,0,,,,,
player,201110100det,chi,SanzDa00,pass_sacked_yds,0,,,,,
player,201110100det,chi,SanzDa00,pass_long,0,,,,,
player,201110100det,chi,SanzDa00,pass_rating,,,,,,
player,201110100det,chi,SanzDa00,rush_att,0,,,,,
player,201110100det,chi,SanzDa00,rush_yds,0,,,,,
player,201110100det,chi,SanzDa00,rush_td,0,,,,,
player,201110100det,chi,SanzDa00,rush_long,0,,,,,
player,201110100det,chi,SanzDa00,targets,10,,,,,
player,201110100det,chi,SanzDa00,rec,6,,,,,
player,201110100det,chi,SanzDa00,rec_yds,64,,,,,
player,201110100det,chi,SanzDa00,rec_td,0,,,,,
player,201110100det,chi,SanzDa00,rec_long,15,,,,,
player,201110100det,chi,SanzDa00,fumbles,0,,,,,
player,201110100det,chi,SanzDa00,fumbles_lost,,,,,,
player,201110100det,chi,HurdSa00,pass_cmp,0,,,,,
player,201110100det,chi,HurdSa00,pass_att,0,,,,,
player,201110100det,chi,HurdSa00,pass_yds,0,,,,,
player,201110100det,chi,HurdSa00,pass_td,0,,,,,
player,201110100det,chi,HurdSa00,pass_int,0,,,,,
player,201110100det,chi,HurdSa00,pass_sacked,0,,,,,
player,201110100det,chi,HurdSa00,pass_sacked_yds,0,,,,,
player,201110100det,chi,HurdSa00,pass_long,0,,,,,
player,201110100det,chi,HurdSa00,pass_rating,,,,,,
player,201110100det,chi,HurdSa00,rush_att,0,,,,,
player,201110100det,chi,HurdSa00,rush_yds,0,,,,,
player,201110100det,chi,HurdSa00,rush_td,0,,,,,
player,201110100det,chi,HurdSa00,rush_long,0,,,,,
player,201110100det,chi,HurdSa00,targets,5,,,,,
player,201110100det,chi,HurdSa00,rec,4,,,,,
player,201110100det,chi,HurdSa00,rec_yds,50,,,,,
player,201110100det,chi,HurdSa00,rec_td,0,,,,,
player,201110100det,chi,HurdSa00,rec_long,28,,,,,
player,201110100det,chi,HurdSa00,fumbles,0,,,,,
player,201110100det,chi,HurdSa00,fumbles_lost,,,,,,
player,201110100det,chi,HestDe99,pass_cmp,0,,,,,
player,201110100det,chi,HestDe99,pass_att,0,,,,,
player,201110100det,chi,HestDe99,pass_yds,0,,,,,
player,201110100det,chi,HestDe99,pass_td,0,,,,,
player,201110100det,chi,HestDe99,pass_int,0,,,,,
player,201110100det,chi,HestDe99,pass_sacked,0,,,,,
player,201110100det,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201110100det,chi,HestDe99,pass_long,0,,,,,
player,201110100det,chi,HestDe99,pass_rating,,,,,,
player,201110100det,chi,HestDe99,rush_att,0,,,,,
player,201110100det,chi,HestDe99,rush_yds,0,,,,,
player,201110100det,chi,HestDe99,rush_td,0,,,,,
player,201110100det,chi,HestDe99,rush_long,0,,,,,
player,201110100det,chi,HestDe99,targets,7,,,,,
player,201110100det,chi,HestDe99,rec,5,,,,,
player,201110100det,chi,HestDe99,rec_yds,32,,,,,
player,201110100det,chi,HestDe99,rec_td,0,,,,,
player,201110100det,chi,HestDe99,rec_long,26,,,,,
player,201110100det,chi,HestDe99,fumbles,0,,,,,
player,201110100det,chi,HestDe99,fumbles_lost,,,,,,
player,201110100det,chi,DaviKe01,pass_cmp,0,,,,,
player,201110100det,chi,DaviKe01,pass_att,0,,,,,
player,201110100det,chi,DaviKe01,pass_yds,0,,,,,
player,201110100det,chi,DaviKe01,pass_td,0,,,,,
player,201110100det,chi,DaviKe01,pass_int,0,,,,,
player,201110100det,chi,DaviKe01,pass_sacked,0,,,,,
player,201110100det,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201110100det,chi,DaviKe01,pass_long,0,,,,,
player,201110100det,chi,DaviKe01,pass_rating,,,,,,
player,201110100det,chi,DaviKe01,rush_att,0,,,,,
player,201110100det,chi,DaviKe01,rush_yds,0,,,,,
player,201110100det,chi,DaviKe01,rush_td,0,,,,,
player,201110100det,chi,DaviKe01,rush_long,0,,,,,
player,201110100det,chi,DaviKe01,targets,3,,,,,
player,201110100det,chi,DaviKe01,rec,3,,,,,
player,201110100det,chi,DaviKe01,rec_yds,25,,,,,
player,201110100det,chi,DaviKe01,rec_td,1,,,,,
player,201110100det,chi,DaviKe01,rec_long,17,,,,,
player,201110100det,chi,DaviKe01,fumbles,0,,,,,
player,201110100det,chi,DaviKe01,fumbles_lost,,,,,,
player,201110100det,chi,KnoxJo00,pass_cmp,0,,,,,
player,201110100det,chi,KnoxJo00,pass_att,0,,,,,
player,201110100det,chi,KnoxJo00,pass_yds,0,,,,,
player,201110100det,chi,KnoxJo00,pass_td,0,,,,,
player,201110100det,chi,KnoxJo00,pass_int,0,,,,,
player,201110100det,chi,KnoxJo00,pass_sacked,0,,,,,
player,201110100det,chi,KnoxJo00,pass_sacked_yds,0,,,,,
player,201110100det,chi,KnoxJo00,pass_long,0,,,,,
player,201110100det,chi,KnoxJo00,pass_rating,,,,,,
player,201110100det,chi,KnoxJo00,rush_att,0,,,,,
player,201110100det,chi,KnoxJo00,rush_yds,0,,,,,
player,201110100det,chi,KnoxJo00,rush_td,0,,,,,
player,201110100det,chi,KnoxJo00,rush_long,0,,,,,
player,201110100det,chi,KnoxJo00,targets,2,,,,,
player,201110100det,chi,KnoxJo00,rec,2,,,,,
player,201110100det,chi,KnoxJo00,rec_yds,17,,,,,
player,201110100det,chi,KnoxJo00,rec_td,0,,,,,
player,201110100det,chi,KnoxJo00,rec_long,13,,,,,
player,201110100det,chi,KnoxJo00,fumbles,0,,,,,
player,201110100det,chi,KnoxJo00,fumbles_lost,,,,,,
player,201110100det,chi,WillRo04,pass_cmp,0,,,,,
player,201110100det,chi,WillRo04,pass_att,0,,,,,
player,201110100det,chi,WillRo04,pass_yds,0,,,,,
player,201110100det,chi,WillRo04,pass_td,0,,,,,
player,201110100det,chi,WillRo04,pass_int,0,,,,,
player,201110100det,chi,WillRo04,pass_sacked,0,,,,,
player,201110100det,chi,WillRo04,pass_sacked_yds,0,,,,,
player,201110100det,chi,WillRo04,pass_long,0,,,,,
player,201110100det,chi,WillRo04,pass_rating,,,,,,
player,201110100det,chi,WillRo04,rush_att,0,,,,,
player,201110100det,chi,WillRo04,rush_yds,0,,,,,
player,201110100det,chi,WillRo04,rush_td,0,,,,,
player,201110100det,chi,WillRo04,rush_long,0,,,,,
player,201110100det,chi,WillRo04,targets,1,,,,,
player,201110100det,chi,WillRo04,rec,1,,,,,
player,201110100det,chi,WillRo04,rec_yds,11,,,,,
player,201110100det,chi,WillRo04,rec_td,0,,,,,
player,201110100det,chi,WillRo04,rec_long,11,,,,,
player,201110100det,chi,WillRo04,fumbles,0,,,,,
player,201110100det,chi,WillRo04,fumbles_lost,,,,,,
player,201110100det,chi,SpaeMa00,pass_cmp,0,,,,,
player,201110100det,chi,SpaeMa00,pass_att,0,,,,,
player,201110100det,chi,SpaeMa00,pass_yds,0,,,,,
player,201110100det,chi,SpaeMa00,pass_td,0,,,,,
player,201110100det,chi,SpaeMa00,pass_int,0,,,,,
player,201110100det,chi,SpaeMa00,pass_sacked,0,,,,,
player,201110100det,chi,SpaeMa00,pass_sacked_yds,0,,,,,
player,201110100det,chi,SpaeMa00,pass_long,0,,,,,
player,201110100det,chi,SpaeMa00,pass_rating,,,,,,
player,201110100det,chi,SpaeMa00,rush_att,0,,,,,
player,201110100det,chi,SpaeMa00,rush_yds,0,,,,,
player,201110100det,chi,SpaeMa00,rush_td,0,,,,,
player,201110100det,chi,SpaeMa00,rush_long,0,,,,,
player,201110100det,chi,SpaeMa00,targets,1,,,,,
player,201110100det,chi,SpaeMa00,rec,1,,,,,
player,201110100det,chi,SpaeMa00,rec_yds,8,,,,,
player,201110100det,chi,SpaeMa00,rec_td,0,,,,,
player,201110100det,chi,SpaeMa00,rec_long,8,,,,,
player,201110100det,chi,SpaeMa00,fumbles,0,,,,,
player,201110100det,chi,SpaeMa00,fumbles_lost,,,,,,
player,201110100det,chi,ClutTy00,pass_cmp,0,,,,,
player,201110100det,chi,ClutTy00,pass_att,0,,,,,
player,201110100det,chi,ClutTy00,pass_yds,0,,,,,
player,201110100det,chi,ClutTy00,pass_td,0,,,,,
player,201110100det,chi,ClutTy00,pass_int,0,,,,,
player,201110100det,chi,ClutTy00,pass_sacked,0,,,,,
player,201110100det,chi,ClutTy00,pass_sacked_yds,0,,,,,
player,201110100det,chi,ClutTy00,pass_long,0,,,,,
player,201110100det,chi,ClutTy00,pass_rating,,,,,,
player,201110100det,chi,ClutTy00,rush_att,0,,,,,
player,201110100det,chi,ClutTy00,rush_yds,0,,,,,
player,201110100det,chi,ClutTy00,rush_td,0,,,,,
player,201110100det,chi,ClutTy00,rush_long,0,,,,,
player,201110100det,chi,ClutTy00,targets,1,,,,,
player,201110100det,chi,ClutTy00,rec,1,,,,,
player,201110100det,chi,ClutTy00,rec_yds,0,,,,,
player,201110100det,chi,ClutTy00,rec_td,0,,,,,
player,201110100det,chi,ClutTy00,rec_long,0,,,,,
player,201110100det,chi,ClutTy00,fumbles,0,,,,,
player,201110100det,chi,ClutTy00,fumbles_lost,,,,,,
player,201110100det,det,StafMa00,pass_cmp,19,,,,,
player,201110100det,det,StafMa00,pass_att,26,,,,,
player,201110100det,det,StafMa00,pass_yds,219,,,,,
player,201110100det,det,StafMa00,pass_td,2,,,,,
player,201110100det,det,StafMa00,pass_int,1,,,,,
player,201110100det,det,StafMa00,pass_sacked,1,,,,,
player,201110100det,det,StafMa00,pass_sacked_yds,5,,,,,
player,201110100det,det,StafMa00,pass_long,73,,,,,
player,201110100det,det,StafMa00,pass_rating,107.7,,,,,
player,201110100det,det,StafMa00,rush_att,1,,,,,
player,201110100det,det,StafMa00,rush_yds,1,,,,,
player,201110100det,det,StafMa00,rush_td,0,,,,,
player,201110100det,det,StafMa00,rush_long,1,,,,,
player,201110100det,det,StafMa00,targets,0,,,,,
player,201110100det,det,StafMa00,rec,0,,,,,
player,201110100det,det,StafMa00,rec_yds,0,,,,,
player,201110100det,det,StafMa00,rec_td,0,,,,,
player,201110100det,det,StafMa00,rec_long,0,,,,,
player,201110100det,det,StafMa00,fumbles,0,,,,,
player,201110100det,det,StafMa00,fumbles_lost,,,,,,
player,201110100det,det,BestJa00,pass_cmp,0,,,,,
player,201110100det,det,BestJa00,pass_att,0,,,,,
player,201110100det,det,BestJa00,pass_yds,0,,,,,
player,201110100det,det,BestJa00,pass_td,0,,,,,
player,201110100det,det,BestJa00,pass_int,0,,,,,
player,201110100det,det,BestJa00,pass_sacked,0,,,,,
player,201110100det,det,BestJa00,pass_sacked_yds,0,,,,,
player,201110100det,det,BestJa00,pass_long,0,,,,,
player,201110100det,det,BestJa00,pass_rating,,,,,,
player,201110100det,det,BestJa00,rush_att,12,,,,,
player,201110100det,det,BestJa00,rush_yds,163,,,,,
player,201110100det,det,BestJa00,rush_td,1,,,,,
player,201110100det,det,BestJa00,rush_long,88,,,,,
player,201110100det,det,BestJa00,targets,4,,,,,
player,201110100det,det,BestJa00,rec,4,,,,,
player,201110100det,det,BestJa00,rec_yds,9,,,,,
player,201110100det,det,BestJa00,rec_td,0,,,,,
player,201110100det,det,BestJa00,rec_long,3,,,,,
player,201110100det,det,BestJa00,fumbles,0,,,,,
player,201110100det,det,BestJa00,fumbles_lost,,,,,,
player,201110100det,det,WillKe03,pass_cmp,0,,,,,
player,201110100det,det,WillKe03,pass_att,0,,,,,
player,201110100det,det,WillKe03,pass_yds,0,,,,,
player,201110100det,det,WillKe03,pass_td,0,,,,,
player,201110100det,det,WillKe03,pass_int,0,,,,,
player,201110100det,det,WillKe03,pass_sacked,0,,,,,
player,201110100det,det,WillKe03,pass_sacked_yds,0,,,,,
player,201110100det,det,WillKe03,pass_long,0,,,,,
player,201110100det,det,WillKe03,pass_rating,,,,,,
player,201110100det,det,WillKe03,rush_att,4,,,,,
player,201110100det,det,WillKe03,rush_yds,7,,,,,
player,201110100det,det,WillKe03,rush_td,0,,,,,
player,201110100det,det,WillKe03,rush_long,3,,,,,
player,201110100det,det,WillKe03,targets,0,,,,,
player,201110100det,det,WillKe03,rec,0,,,,,
player,201110100det,det,WillKe03,rec_yds,0,,,,,
player,201110100det,det,WillKe03,rec_td,0,,,,,
player,201110100det,det,WillKe03,rec_long,0,,,,,
player,201110100det,det,WillKe03,fumbles,0,,,,,
player,201110100det,det,WillKe03,fumbles_lost,,,,,,
player,201110100det,det,LogaSt00,pass_cmp,0,,,,,
player,201110100det,det,LogaSt00,pass_att,0,,,,,
player,201110100det,det,LogaSt00,pass_yds,0,,,,,
player,201110100det,det,LogaSt00,pass_td,0,,,,,
player,201110100det,det,LogaSt00,pass_int,0,,,,,
player,201110100det,det,LogaSt00,pass_sacked,0,,,,,
