game,2011,3,20110925,201109250buf,nwe,"New England Patriots",31,buf,"Buffalo Bills",34
player,201109250buf,nwe,RidlSt00,fumbles,0,,,,,
player,201109250buf,nwe,RidlSt00,fumbles_lost,,,,,,
player,201109250buf,nwe,WoodDa02,pass_cmp,0,,,,,
player,201109250buf,nwe,WoodDa02,pass_att,0,,,,,
player,201109250buf,nwe,WoodDa02,pass_yds,0,,,,,
player,201109250buf,nwe,WoodDa02,pass_td,0,,,,,
player,201109250buf,nwe,WoodDa02,pass_int,0,,,,,
player,201109250buf,nwe,WoodDa02,pass_sacked,0,,,,,
player,201109250buf,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201109250buf,nwe,WoodDa02,pass_long,0,,,,,
player,201109250buf,nwe,WoodDa02,pass_rating,,,,,,
player,201109250buf,nwe,WoodDa02,rush_att,6,,,,,
player,201109250buf,nwe,WoodDa02,rush_yds,21,,,,,
player,201109250buf,nwe,WoodDa02,rush_td,0,,,,,
player,201109250buf,nwe,WoodDa02,rush_long,10,,,,,
player,201109250buf,nwe,WoodDa02,targets,5,,,,,
player,201109250buf,nwe,WoodDa02,rec,3,,,,,
player,201109250buf,nwe,WoodDa02,rec_yds,20,,,,,
player,201109250buf,nwe,WoodDa02,rec_td,0,,,,,
player,201109250buf,nwe,WoodDa02,rec_long,13,,,,,
player,201109250buf,nwe,WoodDa02,fumbles,0,,,,,
player,201109250buf,nwe,WoodDa02,fumbles_lost,,,,,,
player,201109250buf,nwe,WelkWe00,pass_cmp,0,,,,,
player,201109250buf,nwe,WelkWe00,pass_att,0,,,,,
player,201109250buf,nwe,WelkWe00,pass_yds,0,,,,,
player,201109250buf,nwe,WelkWe00,pass_td,0,,,,,
player,201109250buf,nwe,WelkWe00,pass_int,0,,,,,
player,201109250buf,nwe,WelkWe00,pass_sacked,0,,,,,
player,201109250buf,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201109250buf,nwe,WelkWe00,pass_long,0,,,,,
player,201109250buf,nwe,WelkWe00,pass_rating,,,,,,
player,201109250buf,nwe,WelkWe00,rush_att,1,,,,,
player,201109250buf,nwe,WelkWe00,rush_yds,19,,,,,
player,201109250buf,nwe,WelkWe00,rush_td,0,,,,,
player,201109250buf,nwe,WelkWe00,rush_long,19,,,,,
player,201109250buf,nwe,WelkWe00,targets,20,,,,,
player,201109250buf,nwe,WelkWe00,rec,16,,,,,
player,201109250buf,nwe,WelkWe00,rec_yds,217,,,,,
player,201109250buf,nwe,WelkWe00,rec_td,2,,,,,
player,201109250buf,nwe,WelkWe00,rec_long,33,,,,,
player,201109250buf,nwe,WelkWe00,fumbles,0,,,,,
player,201109250buf,nwe,WelkWe00,fumbles_lost,,,,,,
player,201109250buf,nwe,GreeBe00,pass_cmp,0,,,,,
player,201109250buf,nwe,GreeBe00,pass_att,0,,,,,
player,201109250buf,nwe,GreeBe00,pass_yds,0,,,,,
player,201109250buf,nwe,GreeBe00,pass_td,0,,,,,
player,201109250buf,nwe,GreeBe00,pass_int,0,,,,,
player,201109250buf,nwe,GreeBe00,pass_sacked,0,,,,,
player,201109250buf,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201109250buf,nwe,GreeBe00,pass_long,0,,,,,
player,201109250buf,nwe,GreeBe00,pass_rating,,,,,,
player,201109250buf,nwe,GreeBe00,rush_att,10,,,,,
player,201109250buf,nwe,GreeBe00,rush_yds,18,,,,,
player,201109250buf,nwe,GreeBe00,rush_td,0,,,,,
player,201109250buf,nwe,GreeBe00,rush_long,5,,,,,
player,201109250buf,nwe,GreeBe00,targets,0,,,,,
player,201109250buf,nwe,GreeBe00,rec,0,,,,,
player,201109250buf,nwe,GreeBe00,rec_yds,0,,,,,
player,201109250buf,nwe,GreeBe00,rec_td,0,,,,,
player,201109250buf,nwe,GreeBe00,rec_long,0,,,,,
player,201109250buf,nwe,GreeBe00,fumbles,0,,,,,
player,201109250buf,nwe,GreeBe00,fumbles_lost,,,,,,
player,201109250buf,nwe,EdelJu00,pass_cmp,0,,,,,
player,201109250buf,nwe,EdelJu00,pass_att,0,,,,,
player,201109250buf,nwe,EdelJu00,pass_yds,0,,,,,
player,201109250buf,nwe,EdelJu00,pass_td,0,,,,,
player,201109250buf,nwe,EdelJu00,pass_int,0,,,,,
player,201109250buf,nwe,EdelJu00,pass_sacked,0,,,,,
player,201109250buf,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201109250buf,nwe,EdelJu00,pass_long,0,,,,,
player,201109250buf,nwe,EdelJu00,pass_rating,,,,,,
player,201109250buf,nwe,EdelJu00,rush_att,2,,,,,
player,201109250buf,nwe,EdelJu00,rush_yds,3,,,,,
player,201109250buf,nwe,EdelJu00,rush_td,0,,,,,
player,201109250buf,nwe,EdelJu00,rush_long,5,,,,,
player,201109250buf,nwe,EdelJu00,targets,3,,,,,
player,201109250buf,nwe,EdelJu00,rec,1,,,,,
player,201109250buf,nwe,EdelJu00,rec_yds,5,,,,,
player,201109250buf,nwe,EdelJu00,rec_td,0,,,,,
player,201109250buf,nwe,EdelJu00,rec_long,5,,,,,
player,201109250buf,nwe,EdelJu00,fumbles,0,,,,,
player,201109250buf,nwe,EdelJu00,fumbles_lost,,,,,,
player,201109250buf,nwe,GronRo00,pass_cmp,0,,,,,
player,201109250buf,nwe,GronRo00,pass_att,0,,,,,
player,201109250buf,nwe,GronRo00,pass_yds,0,,,,,
player,201109250buf,nwe,GronRo00,pass_td,0,,,,,
player,201109250buf,nwe,GronRo00,pass_int,0,,,,,
player,201109250buf,nwe,GronRo00,pass_sacked,0,,,,,
player,201109250buf,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201109250buf,nwe,GronRo00,pass_long,0,,,,,
player,201109250buf,nwe,GronRo00,pass_rating,,,,,,
player,201109250buf,nwe,GronRo00,rush_att,0,,,,,
player,201109250buf,nwe,GronRo00,rush_yds,0,,,,,
player,201109250buf,nwe,GronRo00,rush_td,0,,,,,
player,201109250buf,nwe,GronRo00,rush_long,0,,,,,
player,201109250buf,nwe,GronRo00,targets,9,,,,,
player,201109250buf,nwe,GronRo00,rec,7,,,,,
player,201109250buf,nwe,GronRo00,rec_yds,109,,,,,
player,201109250buf,nwe,GronRo00,rec_td,2,,,,,
player,201109250buf,nwe,GronRo00,rec_long,29,,,,,
player,201109250buf,nwe,GronRo00,fumbles,0,,,,,
player,201109250buf,nwe,GronRo00,fumbles_lost,,,,,,
player,201109250buf,nwe,JohnCh01,pass_cmp,0,,,,,
player,201109250buf,nwe,JohnCh01,pass_att,0,,,,,
player,201109250buf,nwe,JohnCh01,pass_yds,0,,,,,
player,201109250buf,nwe,JohnCh01,pass_td,0,,,,,
player,201109250buf,nwe,JohnCh01,pass_int,0,,,,,
player,201109250buf,nwe,JohnCh01,pass_sacked,0,,,,,
player,201109250buf,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201109250buf,nwe,JohnCh01,pass_long,0,,,,,
player,201109250buf,nwe,JohnCh01,pass_rating,,,,,,
player,201109250buf,nwe,JohnCh01,rush_att,0,,,,,
player,201109250buf,nwe,JohnCh01,rush_yds,0,,,,,
player,201109250buf,nwe,JohnCh01,rush_td,0,,,,,
player,201109250buf,nwe,JohnCh01,rush_long,0,,,,,
player,201109250buf,nwe,JohnCh01,targets,4,,,,,
player,201109250buf,nwe,JohnCh01,rec,2,,,,,
player,201109250buf,nwe,JohnCh01,rec_yds,28,,,,,
player,201109250buf,nwe,JohnCh01,rec_td,0,,,,,
player,201109250buf,nwe,JohnCh01,rec_long,19,,,,,
player,201109250buf,nwe,JohnCh01,fumbles,0,,,,,
player,201109250buf,nwe,JohnCh01,fumbles_lost,,,,,,
player,201109250buf,nwe,BranDe00,pass_cmp,0,,,,,
player,201109250buf,nwe,BranDe00,pass_att,0,,,,,
player,201109250buf,nwe,BranDe00,pass_yds,0,,,,,
player,201109250buf,nwe,BranDe00,pass_td,0,,,,,
player,201109250buf,nwe,BranDe00,pass_int,0,,,,,
player,201109250buf,nwe,BranDe00,pass_sacked,0,,,,,
player,201109250buf,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201109250buf,nwe,BranDe00,pass_long,0,,,,,
player,201109250buf,nwe,BranDe00,pass_rating,,,,,,
player,201109250buf,nwe,BranDe00,rush_att,0,,,,,
player,201109250buf,nwe,BranDe00,rush_yds,0,,,,,
player,201109250buf,nwe,BranDe00,rush_td,0,,,,,
player,201109250buf,nwe,BranDe00,rush_long,0,,,,,
player,201109250buf,nwe,BranDe00,targets,3,,,,,
player,201109250buf,nwe,BranDe00,rec,0,,,,,
player,201109250buf,nwe,BranDe00,rec_yds,0,,,,,
player,201109250buf,nwe,BranDe00,rec_td,0,,,,,
player,201109250buf,nwe,BranDe00,rec_long,0,,,,,
player,201109250buf,nwe,BranDe00,fumbles,0,,,,,
player,201109250buf,nwe,BranDe00,fumbles_lost,,,,,,
player,201109250buf,buf,FitzRy00,pass_cmp,27,,,,,
player,201109250buf,buf,FitzRy00,pass_att,40,,,,,
player,201109250buf,buf,FitzRy00,pass_yds,369,,,,,
player,201109250buf,buf,FitzRy00,pass_td,2,,,,,
player,201109250buf,buf,FitzRy00,pass_int,2,,,,,
player,201109250buf,buf,FitzRy00,pass_sacked,0,,,,,
player,201109250buf,buf,FitzRy00,pass_sacked_yds,0,,,,,
player,201109250buf,buf,FitzRy00,pass_long,48,,,,,
player,201109250buf,buf,FitzRy00,pass_rating,92.6,,,,,
player,201109250buf,buf,FitzRy00,rush_att,4,,,,,
player,201109250buf,buf,FitzRy00,rush_yds,-6,,,,,
player,201109250buf,buf,FitzRy00,rush_td,0,,,,,
player,201109250buf,buf,FitzRy00,rush_long,0,,,,,
player,201109250buf,buf,FitzRy00,targets,0,,,,,
player,201109250buf,buf,FitzRy00,rec,0,,,,,
player,201109250buf,buf,FitzRy00,rec_yds,0,,,,,
player,201109250buf,buf,FitzRy00,rec_td,0,,,,,
player,201109250buf,buf,FitzRy00,rec_long,0,,,,,
player,201109250buf,buf,FitzRy00,fumbles,0,,,,,
player,201109250buf,buf,FitzRy00,fumbles_lost,,,,,,
player,201109250buf,buf,JackFr02,pass_cmp,0,,,,,
player,201109250buf,buf,JackFr02,pass_att,0,,,,,
player,201109250buf,buf,JackFr02,pass_yds,0,,,,,
player,201109250buf,buf,JackFr02,pass_td,0,,,,,
player,201109250buf,buf,JackFr02,pass_int,0,,,,,
player,201109250buf,buf,JackFr02,pass_sacked,0,,,,,
player,201109250buf,buf,JackFr02,pass_sacked_yds,0,,,,,
player,201109250buf,buf,JackFr02,pass_long,0,,,,,
player,201109250buf,buf,JackFr02,pass_rating,,,,,,
player,201109250buf,buf,JackFr02,rush_att,12,,,,,
player,201109250buf,buf,JackFr02,rush_yds,74,,,,,
player,201109250buf,buf,JackFr02,rush_td,1,,,,,
player,201109250buf,buf,JackFr02,rush_long,21,,,,,
player,201109250buf,buf,JackFr02,targets,6,,,,,
player,201109250buf,buf,JackFr02,rec,5,,,,,
player,201109250buf,buf,JackFr02,rec_yds,87,,,,,
player,201109250buf,buf,JackFr02,rec_td,0,,,,,
player,201109250buf,buf,JackFr02,rec_long,38,,,,,
player,201109250buf,buf,JackFr02,fumbles,0,,,,,
player,201109250buf,buf,JackFr02,fumbles_lost,,,,,,
player,201109250buf,buf,SmitBr01,pass_cmp,0,,,,,
player,201109250buf,buf,SmitBr01,pass_att,0,,,,,
player,201109250buf,buf,SmitBr01,pass_yds,0,,,,,
player,201109250buf,buf,SmitBr01,pass_td,0,,,,,
player,201109250buf,buf,SmitBr01,pass_int,0,,,,,
player,201109250buf,buf,SmitBr01,pass_sacked,0,,,,,
player,201109250buf,buf,SmitBr01,pass_sacked_yds,0,,,,,
player,201109250buf,buf,SmitBr01,pass_long,0,,,,,
player,201109250buf,buf,SmitBr01,pass_rating,,,,,,
player,201109250buf,buf,SmitBr01,rush_att,2,,,,,
player,201109250buf,buf,SmitBr01,rush_yds,6,,,,,
player,201109250buf,buf,SmitBr01,rush_td,0,,,,,
player,201109250buf,buf,SmitBr01,rush_long,5,,,,,
player,201109250buf,buf,SmitBr01,targets,1,,,,,
player,201109250buf,buf,SmitBr01,rec,0,,,,,
player,201109250buf,buf,SmitBr01,rec_yds,0,,,,,
player,201109250buf,buf,SmitBr01,rec_td,0,,,,,
player,201109250buf,buf,SmitBr01,rec_long,0,,,,,
player,201109250buf,buf,SmitBr01,fumbles,0,,,,,
player,201109250buf,buf,SmitBr01,fumbles_lost,,,,,,
player,201109250buf,buf,SpilC.00,pass_cmp,0,,,,,
player,201109250buf,buf,SpilC.00,pass_att,0,,,,,
player,201109250buf,buf,SpilC.00,pass_yds,0,,,,,
player,201109250buf,buf,SpilC.00,pass_td,0,,,,,
player,201109250buf,buf,SpilC.00,pass_int,0,,,,,
player,201109250buf,buf,SpilC.00,pass_sacked,0,,,,,
player,201109250buf,buf,SpilC.00,pass_sacked_yds,0,,,,,
player,201109250buf,buf,SpilC.00,pass_long,0,,,,,
player,201109250buf,buf,SpilC.00,pass_rating,,,,,,
player,201109250buf,buf,SpilC.00,rush_att,1,,,,,
player,201109250buf,buf,SpilC.00,rush_yds,3,,,,,
player,201109250buf,buf,SpilC.00,rush_td,0,,,,,
player,201109250buf,buf,SpilC.00,rush_long,3,,,,,
player,201109250buf,buf,SpilC.00,targets,1,,,,,
player,201109250buf,buf,SpilC.00,rec,1,,,,,
player,201109250buf,buf,SpilC.00,rec_yds,-7,,,,,
player,201109250buf,buf,SpilC.00,rec_td,0,,,,,
player,201109250buf,buf,SpilC.00,rec_long,-7,,,,,
player,201109250buf,buf,SpilC.00,fumbles,0,,,,,
player,201109250buf,buf,SpilC.00,fumbles_lost,,,,,,
player,201109250buf,buf,JoneDo00,pass_cmp,0,,,,,
player,201109250buf,buf,JoneDo00,pass_att,0,,,,,
player,201109250buf,buf,JoneDo00,pass_yds,0,,,,,
player,201109250buf,buf,JoneDo00,pass_td,0,,,,,
player,201109250buf,buf,JoneDo00,pass_int,0,,,,,
player,201109250buf,buf,JoneDo00,pass_sacked,0,,,,,
player,201109250buf,buf,JoneDo00,pass_sacked_yds,0,,,,,
player,201109250buf,buf,JoneDo00,pass_long,0,,,,,
player,201109250buf,buf,JoneDo00,pass_rating,,,,,,
player,201109250buf,buf,JoneDo00,rush_att,1,,,,,
player,201109250buf,buf,JoneDo00,rush_yds,2,,,,,
player,201109250buf,buf,JoneDo00,rush_td,0,,,,,
player,201109250buf,buf,JoneDo00,rush_long,2,,,,,
player,201109250buf,buf,JoneDo00,targets,10,,,,,
player,201109250buf,buf,JoneDo00,rec,5,,,,,
player,201109250buf,buf,JoneDo00,rec_yds,101,,,,,
player,201109250buf,buf,JoneDo00,rec_td,0,,,,,
player,201109250buf,buf,JoneDo00,rec_long,48,,,,,
player,201109250buf,buf,JoneDo00,fumbles,0,,,,,
player,201109250buf,buf,JoneDo00,fumbles_lost,,,,,,
player,201109250buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201109250buf,buf,JohnSt00,pass_att,0,,,,,
player,201109250buf,buf,JohnSt00,pass_yds,0,,,,,
player,201109250buf,buf,JohnSt00,pass_td,0,,,,,
player,201109250buf,buf,JohnSt00,pass_int,0,,,,,
player,201109250buf,buf,JohnSt00,pass_sacked,0,,,,,
player,201109250buf,buf,JohnSt00,pass_sacked_yds,0,,,,,
player,201109250buf,buf,JohnSt00,pass_long,0,,,,,
player,201109250buf,buf,JohnSt00,pass_rating,,,,,,
player,201109250buf,buf,JohnSt00,rush_att,0,,,,,
player,201109250buf,buf,JohnSt00,rush_yds,0,,,,,
player,201109250buf,buf,JohnSt00,rush_td,0,,,,,
player,201109250buf,buf,JohnSt00,rush_long,0,,,,,
player,201109250buf,buf,JohnSt00,targets,10,,,,,
player,201109250buf,buf,JohnSt00,rec,8,,,,,
player,201109250buf,buf,JohnSt00,rec_yds,94,,,,,
player,201109250buf,buf,JohnSt00,rec_td,1,,,,,
player,201109250buf,buf,JohnSt00,rec_long,33,,,,,
player,201109250buf,buf,JohnSt00,fumbles,0,,,,,
player,201109250buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201109250buf,buf,NelsDa01,pass_cmp,0,,,,,
player,201109250buf,buf,NelsDa01,pass_att,0,,,,,
player,201109250buf,buf,NelsDa01,pass_yds,0,,,,,
player,201109250buf,buf,NelsDa01,pass_td,0,,,,,
player,201109250buf,buf,NelsDa01,pass_int,0,,,,,
player,201109250buf,buf,NelsDa01,pass_sacked,0,,,,,
player,201109250buf,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201109250buf,buf,NelsDa01,pass_long,0,,,,,
player,201109250buf,buf,NelsDa01,pass_rating,,,,,,
player,201109250buf,buf,NelsDa01,rush_att,0,,,,,
player,201109250buf,buf,NelsDa01,rush_yds,0,,,,,
player,201109250buf,buf,NelsDa01,rush_td,0,,,,,
player,201109250buf,buf,NelsDa01,rush_long,0,,,,,
player,201109250buf,buf,NelsDa01,targets,8,,,,,
player,201109250buf,buf,NelsDa01,rec,6,,,,,
player,201109250buf,buf,NelsDa01,rec_yds,84,,,,,
player,201109250buf,buf,NelsDa01,rec_td,0,,,,,
player,201109250buf,buf,NelsDa01,rec_long,26,,,,,
player,201109250buf,buf,NelsDa01,fumbles,0,,,,,
player,201109250buf,buf,NelsDa01,fumbles_lost,,,,,,
player,201109250buf,buf,ChanSc00,pass_cmp,0,,,,,
player,201109250buf,buf,ChanSc00,pass_att,0,,,,,
player,201109250buf,buf,ChanSc00,pass_yds,0,,,,,
player,201109250buf,buf,ChanSc00,pass_td,0,,,,,
player,201109250buf,buf,ChanSc00,pass_int,0,,,,,
player,201109250buf,buf,ChanSc00,pass_sacked,0,,,,,
player,201109250buf,buf,ChanSc00,pass_sacked_yds,0,,,,,
player,201109250buf,buf,ChanSc00,pass_long,0,,,,,
player,201109250buf,buf,ChanSc00,pass_rating,,,,,,
player,201109250buf,buf,ChanSc00,rush_att,0,,,,,
player,201109250buf,buf,ChanSc00,rush_yds,0,,,,,
player,201109250buf,buf,ChanSc00,rush_td,0,,,,,
player,201109250buf,buf,ChanSc00,rush_long,0,,,,,
player,201109250buf,buf,ChanSc00,targets,3,,,,,
player,201109250buf,buf,ChanSc00,rec,2,,,,,
player,201109250buf,buf,ChanSc00,rec_yds,10,,,,,
player,201109250buf,buf,ChanSc00,rec_td,1,,,,,
player,201109250buf,buf,ChanSc00,rec_long,7,,,,,
player,201109250buf,buf,ChanSc00,fumbles,0,,,,,
player,201109250buf,buf,ChanSc00,fumbles_lost,,,,,,
player,201109250buf,buf,RoosNa00,pass_cmp,0,,,,,
player,201109250buf,buf,RoosNa00,pass_att,0,,,,,
player,201109250buf,buf,RoosNa00,pass_yds,0,,,,,
player,201109250buf,buf,RoosNa00,pass_td,0,,,,,
player,201109250buf,buf,RoosNa00,pass_int,0,,,,,
player,201109250buf,buf,RoosNa00,pass_sacked,0,,,,,
player,201109250buf,buf,RoosNa00,pass_sacked_yds,0,,,,,
player,201109250buf,buf,RoosNa00,pass_long,0,,,,,
player,201109250buf,buf,RoosNa00,pass_rating,,,,,,
player,201109250buf,buf,RoosNa00,rush_att,0,,,,,
player,201109250buf,buf,RoosNa00,rush_yds,0,,,,,
player,201109250buf,buf,RoosNa00,rush_td,0,,,,,
player,201109250buf,buf,RoosNa00,rush_long,0,,,,,
player,201109250buf,buf,RoosNa00,targets,1,,,,,
player,201109250buf,buf,RoosNa00,rec,0,,,,,
player,201109250buf,buf,RoosNa00,rec_yds,0,,,,,
player,201109250buf,buf,RoosNa00,rec_td,0,,,,,
player,201109250buf,buf,RoosNa00,rec_long,0,,,,,
player,201109250buf,buf,RoosNa00,fumbles,0,,,,,
player,201109250buf,buf,RoosNa00,fumbles_lost,,,,,,
player,201109250buf,nwe,ArriKy00,def_int,2,,,,,
player,201109250buf,nwe,ArriKy00,def_int_yds,37,,,,,
player,201109250buf,nwe,ArriKy00,def_int_td,0,,,,,
player,201109250buf,nwe,ArriKy00,def_int_long,27,,,,,
player,201109250buf,nwe,ArriKy00,pass_defended,3,,,,,
player,201109250buf,nwe,ArriKy00,sacks,0.0,,,,,
player,201109250buf,nwe,ArriKy00,tackles_combined,6,,,,,
player,201109250buf,nwe,ArriKy00,tackles_solo,3,,,,,
player,201109250buf,nwe,ArriKy00,tackles_assists,3,,,,,
player,201109250buf,nwe,ArriKy00,tackles_loss,0,,,,,
player,201109250buf,nwe,ArriKy00,qb_hits,0,,,,,
player,201109250buf,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201109250buf,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201109250buf,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201109250buf,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201109250buf,nwe,McCoDe99,def_int,0,,,,,
player,201109250buf,nwe,McCoDe99,def_int_yds,0,,,,,
player,201109250buf,nwe,McCoDe99,def_int_td,0,,,,,
player,201109250buf,nwe,McCoDe99,def_int_long,0,,,,,
player,201109250buf,nwe,McCoDe99,pass_defended,1,,,,,
player,201109250buf,nwe,McCoDe99,sacks,0.0,,,,,
player,201109250buf,nwe,McCoDe99,tackles_combined,11,,,,,
player,201109250buf,nwe,McCoDe99,tackles_solo,8,,,,,
player,201109250buf,nwe,McCoDe99,tackles_assists,3,,,,,
player,201109250buf,nwe,McCoDe99,tackles_loss,0,,,,,
player,201109250buf,nwe,McCoDe99,qb_hits,0,,,,,
player,201109250buf,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201109250buf,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201109250buf,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201109250buf,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201109250buf,nwe,BoddLe20,def_int,0,,,,,
player,201109250buf,nwe,BoddLe20,def_int_yds,0,,,,,
player,201109250buf,nwe,BoddLe20,def_int_td,0,,,,,
player,201109250buf,nwe,BoddLe20,def_int_long,0,,,,,
player,201109250buf,nwe,BoddLe20,pass_defended,2,,,,,
player,201109250buf,nwe,BoddLe20,sacks,0.0,,,,,
player,201109250buf,nwe,BoddLe20,tackles_combined,7,,,,,
player,201109250buf,nwe,BoddLe20,tackles_solo,5,,,,,
player,201109250buf,nwe,BoddLe20,tackles_assists,2,,,,,
player,201109250buf,nwe,BoddLe20,tackles_loss,0,,,,,
player,201109250buf,nwe,BoddLe20,qb_hits,0,,,,,
player,201109250buf,nwe,BoddLe20,fumbles_rec,0,,,,,
player,201109250buf,nwe,BoddLe20,fumbles_rec_yds,0,,,,,
player,201109250buf,nwe,BoddLe20,fumbles_rec_td,0,,,,,
player,201109250buf,nwe,BoddLe20,fumbles_forced,0,,,,,
player,201109250buf,nwe,MayoJe99,def_int,0,,,,,
player,201109250buf,nwe,MayoJe99,def_int_yds,0,,,,,
player,201109250buf,nwe,MayoJe99,def_int_td,0,,,,,
player,201109250buf,nwe,MayoJe99,def_int_long,0,,,,,
player,201109250buf,nwe,MayoJe99,pass_defended,0,,,,,
player,201109250buf,nwe,MayoJe99,sacks,0.0,,,,,
player,201109250buf,nwe,MayoJe99,tackles_combined,5,,,,,
player,201109250buf,nwe,MayoJe99,tackles_solo,4,,,,,
player,201109250buf,nwe,MayoJe99,tackles_assists,1,,,,,
player,201109250buf,nwe,MayoJe99,tackles_loss,1,,,,,
player,201109250buf,nwe,MayoJe99,qb_hits,0,,,,,
player,201109250buf,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201109250buf,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201109250buf,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201109250buf,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201109250buf,nwe,SpikBr99,def_int,0,,,,,
player,201109250buf,nwe,SpikBr99,def_int_yds,0,,,,,
player,201109250buf,nwe,SpikBr99,def_int_td,0,,,,,
