game,2011,7,20111023,201110230nor,clt,"Indianapolis Colts",7,nor,"New Orleans Saints",62
player,201110230nor,clt,ThomKe99,tackles_assists,3,,,,,
player,201110230nor,clt,ThomKe99,tackles_loss,0,,,,,
player,201110230nor,clt,ThomKe99,qb_hits,0,,,,,
player,201110230nor,clt,ThomKe99,fumbles_rec,0,,,,,
player,201110230nor,clt,ThomKe99,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,ThomKe99,fumbles_rec_td,0,,,,,
player,201110230nor,clt,ThomKe99,fumbles_forced,0,,,,,
player,201110230nor,clt,WheePh99,def_int,0,,,,,
player,201110230nor,clt,WheePh99,def_int_yds,0,,,,,
player,201110230nor,clt,WheePh99,def_int_td,0,,,,,
player,201110230nor,clt,WheePh99,def_int_long,0,,,,,
player,201110230nor,clt,WheePh99,pass_defended,0,,,,,
player,201110230nor,clt,WheePh99,sacks,0.0,,,,,
player,201110230nor,clt,WheePh99,tackles_combined,10,,,,,
player,201110230nor,clt,WheePh99,tackles_solo,6,,,,,
player,201110230nor,clt,WheePh99,tackles_assists,4,,,,,
player,201110230nor,clt,WheePh99,tackles_loss,1,,,,,
player,201110230nor,clt,WheePh99,qb_hits,0,,,,,
player,201110230nor,clt,WheePh99,fumbles_rec,0,,,,,
player,201110230nor,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201110230nor,clt,WheePh99,fumbles_forced,0,,,,,
player,201110230nor,clt,AngePa99,def_int,0,,,,,
player,201110230nor,clt,AngePa99,def_int_yds,0,,,,,
player,201110230nor,clt,AngePa99,def_int_td,0,,,,,
player,201110230nor,clt,AngePa99,def_int_long,0,,,,,
player,201110230nor,clt,AngePa99,pass_defended,0,,,,,
player,201110230nor,clt,AngePa99,sacks,0.0,,,,,
player,201110230nor,clt,AngePa99,tackles_combined,7,,,,,
player,201110230nor,clt,AngePa99,tackles_solo,2,,,,,
player,201110230nor,clt,AngePa99,tackles_assists,5,,,,,
player,201110230nor,clt,AngePa99,tackles_loss,0,,,,,
player,201110230nor,clt,AngePa99,qb_hits,0,,,,,
player,201110230nor,clt,AngePa99,fumbles_rec,0,,,,,
player,201110230nor,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201110230nor,clt,AngePa99,fumbles_forced,0,,,,,
player,201110230nor,clt,PoweJe99,def_int,0,,,,,
player,201110230nor,clt,PoweJe99,def_int_yds,0,,,,,
player,201110230nor,clt,PoweJe99,def_int_td,0,,,,,
player,201110230nor,clt,PoweJe99,def_int_long,0,,,,,
player,201110230nor,clt,PoweJe99,pass_defended,0,,,,,
player,201110230nor,clt,PoweJe99,sacks,0.0,,,,,
player,201110230nor,clt,PoweJe99,tackles_combined,7,,,,,
player,201110230nor,clt,PoweJe99,tackles_solo,4,,,,,
player,201110230nor,clt,PoweJe99,tackles_assists,3,,,,,
player,201110230nor,clt,PoweJe99,tackles_loss,1,,,,,
player,201110230nor,clt,PoweJe99,qb_hits,0,,,,,
player,201110230nor,clt,PoweJe99,fumbles_rec,0,,,,,
player,201110230nor,clt,PoweJe99,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,PoweJe99,fumbles_rec_td,0,,,,,
player,201110230nor,clt,PoweJe99,fumbles_forced,0,,,,,
player,201110230nor,clt,CaldDa00,def_int,0,,,,,
player,201110230nor,clt,CaldDa00,def_int_yds,0,,,,,
player,201110230nor,clt,CaldDa00,def_int_td,0,,,,,
player,201110230nor,clt,CaldDa00,def_int_long,0,,,,,
player,201110230nor,clt,CaldDa00,pass_defended,1,,,,,
player,201110230nor,clt,CaldDa00,sacks,0.0,,,,,
player,201110230nor,clt,CaldDa00,tackles_combined,5,,,,,
player,201110230nor,clt,CaldDa00,tackles_solo,3,,,,,
player,201110230nor,clt,CaldDa00,tackles_assists,2,,,,,
player,201110230nor,clt,CaldDa00,tackles_loss,0,,,,,
player,201110230nor,clt,CaldDa00,qb_hits,0,,,,,
player,201110230nor,clt,CaldDa00,fumbles_rec,0,,,,,
player,201110230nor,clt,CaldDa00,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,CaldDa00,fumbles_rec_td,0,,,,,
player,201110230nor,clt,CaldDa00,fumbles_forced,0,,,,,
player,201110230nor,clt,JohnTe01,def_int,0,,,,,
player,201110230nor,clt,JohnTe01,def_int_yds,0,,,,,
player,201110230nor,clt,JohnTe01,def_int_td,0,,,,,
player,201110230nor,clt,JohnTe01,def_int_long,0,,,,,
player,201110230nor,clt,JohnTe01,pass_defended,0,,,,,
player,201110230nor,clt,JohnTe01,sacks,0.0,,,,,
player,201110230nor,clt,JohnTe01,tackles_combined,5,,,,,
player,201110230nor,clt,JohnTe01,tackles_solo,4,,,,,
player,201110230nor,clt,JohnTe01,tackles_assists,1,,,,,
player,201110230nor,clt,JohnTe01,tackles_loss,0,,,,,
player,201110230nor,clt,JohnTe01,qb_hits,0,,,,,
player,201110230nor,clt,JohnTe01,fumbles_rec,0,,,,,
player,201110230nor,clt,JohnTe01,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,JohnTe01,fumbles_rec_td,0,,,,,
player,201110230nor,clt,JohnTe01,fumbles_forced,0,,,,,
player,201110230nor,clt,LefeJo00,def_int,0,,,,,
player,201110230nor,clt,LefeJo00,def_int_yds,0,,,,,
player,201110230nor,clt,LefeJo00,def_int_td,0,,,,,
player,201110230nor,clt,LefeJo00,def_int_long,0,,,,,
player,201110230nor,clt,LefeJo00,pass_defended,0,,,,,
player,201110230nor,clt,LefeJo00,sacks,0.0,,,,,
player,201110230nor,clt,LefeJo00,tackles_combined,5,,,,,
player,201110230nor,clt,LefeJo00,tackles_solo,4,,,,,
player,201110230nor,clt,LefeJo00,tackles_assists,1,,,,,
player,201110230nor,clt,LefeJo00,tackles_loss,,,,,,
player,201110230nor,clt,LefeJo00,qb_hits,,,,,,
player,201110230nor,clt,LefeJo00,fumbles_rec,0,,,,,
player,201110230nor,clt,LefeJo00,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,LefeJo00,fumbles_rec_td,0,,,,,
player,201110230nor,clt,LefeJo00,fumbles_forced,0,,,,,
player,201110230nor,clt,SimsEr20,def_int,0,,,,,
player,201110230nor,clt,SimsEr20,def_int_yds,0,,,,,
player,201110230nor,clt,SimsEr20,def_int_td,0,,,,,
player,201110230nor,clt,SimsEr20,def_int_long,0,,,,,
player,201110230nor,clt,SimsEr20,pass_defended,0,,,,,
player,201110230nor,clt,SimsEr20,sacks,0.0,,,,,
player,201110230nor,clt,SimsEr20,tackles_combined,5,,,,,
player,201110230nor,clt,SimsEr20,tackles_solo,1,,,,,
player,201110230nor,clt,SimsEr20,tackles_assists,4,,,,,
player,201110230nor,clt,SimsEr20,tackles_loss,0,,,,,
player,201110230nor,clt,SimsEr20,qb_hits,0,,,,,
player,201110230nor,clt,SimsEr20,fumbles_rec,0,,,,,
player,201110230nor,clt,SimsEr20,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,SimsEr20,fumbles_rec_td,0,,,,,
player,201110230nor,clt,SimsEr20,fumbles_forced,0,,,,,
player,201110230nor,clt,ConnKa99,def_int,0,,,,,
player,201110230nor,clt,ConnKa99,def_int_yds,0,,,,,
player,201110230nor,clt,ConnKa99,def_int_td,0,,,,,
player,201110230nor,clt,ConnKa99,def_int_long,0,,,,,
player,201110230nor,clt,ConnKa99,pass_defended,0,,,,,
player,201110230nor,clt,ConnKa99,sacks,0.0,,,,,
player,201110230nor,clt,ConnKa99,tackles_combined,3,,,,,
player,201110230nor,clt,ConnKa99,tackles_solo,1,,,,,
player,201110230nor,clt,ConnKa99,tackles_assists,2,,,,,
player,201110230nor,clt,ConnKa99,tackles_loss,0,,,,,
player,201110230nor,clt,ConnKa99,qb_hits,0,,,,,
player,201110230nor,clt,ConnKa99,fumbles_rec,0,,,,,
player,201110230nor,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201110230nor,clt,ConnKa99,fumbles_forced,0,,,,,
player,201110230nor,clt,JohnAn03,def_int,0,,,,,
player,201110230nor,clt,JohnAn03,def_int_yds,0,,,,,
player,201110230nor,clt,JohnAn03,def_int_td,0,,,,,
player,201110230nor,clt,JohnAn03,def_int_long,0,,,,,
player,201110230nor,clt,JohnAn03,pass_defended,0,,,,,
player,201110230nor,clt,JohnAn03,sacks,0.0,,,,,
player,201110230nor,clt,JohnAn03,tackles_combined,2,,,,,
player,201110230nor,clt,JohnAn03,tackles_solo,2,,,,,
player,201110230nor,clt,JohnAn03,tackles_assists,0,,,,,
player,201110230nor,clt,JohnAn03,tackles_loss,0,,,,,
player,201110230nor,clt,JohnAn03,qb_hits,0,,,,,
player,201110230nor,clt,JohnAn03,fumbles_rec,0,,,,,
player,201110230nor,clt,JohnAn03,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,JohnAn03,fumbles_rec_td,0,,,,,
player,201110230nor,clt,JohnAn03,fumbles_forced,0,,,,,
player,201110230nor,clt,MathRi99,def_int,0,,,,,
player,201110230nor,clt,MathRi99,def_int_yds,0,,,,,
player,201110230nor,clt,MathRi99,def_int_td,0,,,,,
player,201110230nor,clt,MathRi99,def_int_long,0,,,,,
player,201110230nor,clt,MathRi99,pass_defended,0,,,,,
player,201110230nor,clt,MathRi99,sacks,0.0,,,,,
player,201110230nor,clt,MathRi99,tackles_combined,2,,,,,
player,201110230nor,clt,MathRi99,tackles_solo,1,,,,,
player,201110230nor,clt,MathRi99,tackles_assists,1,,,,,
player,201110230nor,clt,MathRi99,tackles_loss,1,,,,,
player,201110230nor,clt,MathRi99,qb_hits,0,,,,,
player,201110230nor,clt,MathRi99,fumbles_rec,0,,,,,
player,201110230nor,clt,MathRi99,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,MathRi99,fumbles_rec_td,0,,,,,
player,201110230nor,clt,MathRi99,fumbles_forced,0,,,,,
player,201110230nor,clt,MoalFi99,def_int,0,,,,,
player,201110230nor,clt,MoalFi99,def_int_yds,0,,,,,
player,201110230nor,clt,MoalFi99,def_int_td,0,,,,,
player,201110230nor,clt,MoalFi99,def_int_long,0,,,,,
player,201110230nor,clt,MoalFi99,pass_defended,0,,,,,
player,201110230nor,clt,MoalFi99,sacks,0.0,,,,,
player,201110230nor,clt,MoalFi99,tackles_combined,2,,,,,
player,201110230nor,clt,MoalFi99,tackles_solo,1,,,,,
player,201110230nor,clt,MoalFi99,tackles_assists,1,,,,,
player,201110230nor,clt,MoalFi99,tackles_loss,1,,,,,
player,201110230nor,clt,MoalFi99,qb_hits,0,,,,,
player,201110230nor,clt,MoalFi99,fumbles_rec,0,,,,,
player,201110230nor,clt,MoalFi99,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,MoalFi99,fumbles_rec_td,0,,,,,
player,201110230nor,clt,MoalFi99,fumbles_forced,0,,,,,
player,201110230nor,clt,MuirDa20,def_int,0,,,,,
player,201110230nor,clt,MuirDa20,def_int_yds,0,,,,,
player,201110230nor,clt,MuirDa20,def_int_td,0,,,,,
player,201110230nor,clt,MuirDa20,def_int_long,0,,,,,
player,201110230nor,clt,MuirDa20,pass_defended,0,,,,,
player,201110230nor,clt,MuirDa20,sacks,0.0,,,,,
player,201110230nor,clt,MuirDa20,tackles_combined,2,,,,,
player,201110230nor,clt,MuirDa20,tackles_solo,2,,,,,
player,201110230nor,clt,MuirDa20,tackles_assists,0,,,,,
player,201110230nor,clt,MuirDa20,tackles_loss,0,,,,,
player,201110230nor,clt,MuirDa20,qb_hits,0,,,,,
player,201110230nor,clt,MuirDa20,fumbles_rec,0,,,,,
player,201110230nor,clt,MuirDa20,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,MuirDa20,fumbles_rec_td,0,,,,,
player,201110230nor,clt,MuirDa20,fumbles_forced,0,,,,,
player,201110230nor,clt,GronCh00,def_int,0,,,,,
player,201110230nor,clt,GronCh00,def_int_yds,0,,,,,
player,201110230nor,clt,GronCh00,def_int_td,0,,,,,
player,201110230nor,clt,GronCh00,def_int_long,0,,,,,
player,201110230nor,clt,GronCh00,pass_defended,0,,,,,
player,201110230nor,clt,GronCh00,sacks,0.0,,,,,
player,201110230nor,clt,GronCh00,tackles_combined,1,,,,,
player,201110230nor,clt,GronCh00,tackles_solo,1,,,,,
player,201110230nor,clt,GronCh00,tackles_assists,0,,,,,
player,201110230nor,clt,GronCh00,tackles_loss,0,,,,,
player,201110230nor,clt,GronCh00,qb_hits,0,,,,,
player,201110230nor,clt,GronCh00,fumbles_rec,0,,,,,
player,201110230nor,clt,GronCh00,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,GronCh00,fumbles_rec_td,0,,,,,
player,201110230nor,clt,GronCh00,fumbles_forced,0,,,,,
player,201110230nor,clt,HughJe99,def_int,0,,,,,
player,201110230nor,clt,HughJe99,def_int_yds,0,,,,,
player,201110230nor,clt,HughJe99,def_int_td,0,,,,,
player,201110230nor,clt,HughJe99,def_int_long,0,,,,,
player,201110230nor,clt,HughJe99,pass_defended,0,,,,,
player,201110230nor,clt,HughJe99,sacks,0.0,,,,,
player,201110230nor,clt,HughJe99,tackles_combined,1,,,,,
player,201110230nor,clt,HughJe99,tackles_solo,1,,,,,
player,201110230nor,clt,HughJe99,tackles_assists,0,,,,,
player,201110230nor,clt,HughJe99,tackles_loss,0,,,,,
player,201110230nor,clt,HughJe99,qb_hits,0,,,,,
player,201110230nor,clt,HughJe99,fumbles_rec,0,,,,,
player,201110230nor,clt,HughJe99,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,HughJe99,fumbles_rec_td,0,,,,,
player,201110230nor,clt,HughJe99,fumbles_forced,0,,,,,
player,201110230nor,clt,LaceJa99,def_int,0,,,,,
player,201110230nor,clt,LaceJa99,def_int_yds,0,,,,,
player,201110230nor,clt,LaceJa99,def_int_td,0,,,,,
player,201110230nor,clt,LaceJa99,def_int_long,0,,,,,
player,201110230nor,clt,LaceJa99,pass_defended,0,,,,,
player,201110230nor,clt,LaceJa99,sacks,0.0,,,,,
player,201110230nor,clt,LaceJa99,tackles_combined,1,,,,,
player,201110230nor,clt,LaceJa99,tackles_solo,1,,,,,
player,201110230nor,clt,LaceJa99,tackles_assists,0,,,,,
player,201110230nor,clt,LaceJa99,tackles_loss,0,,,,,
player,201110230nor,clt,LaceJa99,qb_hits,0,,,,,
player,201110230nor,clt,LaceJa99,fumbles_rec,0,,,,,
player,201110230nor,clt,LaceJa99,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,LaceJa99,fumbles_rec_td,0,,,,,
player,201110230nor,clt,LaceJa99,fumbles_forced,0,,,,,
player,201110230nor,clt,MathRo20,def_int,0,,,,,
player,201110230nor,clt,MathRo20,def_int_yds,0,,,,,
player,201110230nor,clt,MathRo20,def_int_td,0,,,,,
player,201110230nor,clt,MathRo20,def_int_long,0,,,,,
player,201110230nor,clt,MathRo20,pass_defended,0,,,,,
player,201110230nor,clt,MathRo20,sacks,0.0,,,,,
player,201110230nor,clt,MathRo20,tackles_combined,1,,,,,
player,201110230nor,clt,MathRo20,tackles_solo,1,,,,,
player,201110230nor,clt,MathRo20,tackles_assists,0,,,,,
player,201110230nor,clt,MathRo20,tackles_loss,0,,,,,
player,201110230nor,clt,MathRo20,qb_hits,0,,,,,
player,201110230nor,clt,MathRo20,fumbles_rec,0,,,,,
player,201110230nor,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201110230nor,clt,MathRo20,fumbles_forced,0,,,,,
player,201110230nor,clt,SnowJu00,def_int,0,,,,,
player,201110230nor,clt,SnowJu00,def_int_yds,0,,,,,
player,201110230nor,clt,SnowJu00,def_int_td,0,,,,,
player,201110230nor,clt,SnowJu00,def_int_long,0,,,,,
player,201110230nor,clt,SnowJu00,pass_defended,0,,,,,
player,201110230nor,clt,SnowJu00,sacks,0.0,,,,,
player,201110230nor,clt,SnowJu00,tackles_combined,1,,,,,
player,201110230nor,clt,SnowJu00,tackles_solo,1,,,,,
player,201110230nor,clt,SnowJu00,tackles_assists,0,,,,,
player,201110230nor,clt,SnowJu00,tackles_loss,0,,,,,
player,201110230nor,clt,SnowJu00,qb_hits,0,,,,,
player,201110230nor,clt,SnowJu00,fumbles_rec,0,,,,,
player,201110230nor,clt,SnowJu00,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,SnowJu00,fumbles_rec_td,0,,,,,
player,201110230nor,clt,SnowJu00,fumbles_forced,0,,,,,
player,201110230nor,clt,TammJa00,def_int,0,,,,,
player,201110230nor,clt,TammJa00,def_int_yds,0,,,,,
player,201110230nor,clt,TammJa00,def_int_td,0,,,,,
player,201110230nor,clt,TammJa00,def_int_long,0,,,,,
player,201110230nor,clt,TammJa00,pass_defended,0,,,,,
player,201110230nor,clt,TammJa00,sacks,0.0,,,,,
player,201110230nor,clt,TammJa00,tackles_combined,1,,,,,
player,201110230nor,clt,TammJa00,tackles_solo,1,,,,,
player,201110230nor,clt,TammJa00,tackles_assists,0,,,,,
player,201110230nor,clt,TammJa00,tackles_loss,0,,,,,
player,201110230nor,clt,TammJa00,qb_hits,0,,,,,
player,201110230nor,clt,TammJa00,fumbles_rec,0,,,,,
player,201110230nor,clt,TammJa00,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,TammJa00,fumbles_rec_td,0,,,,,
player,201110230nor,clt,TammJa00,fumbles_forced,0,,,,,
player,201110230nor,nor,TorrLe20,def_int,1,,,,,
player,201110230nor,nor,TorrLe20,def_int_yds,42,,,,,
player,201110230nor,nor,TorrLe20,def_int_td,1,,,,,
player,201110230nor,nor,TorrLe20,def_int_long,42,,,,,
player,201110230nor,nor,TorrLe20,pass_defended,1,,,,,
player,201110230nor,nor,TorrLe20,sacks,0.0,,,,,
player,201110230nor,nor,TorrLe20,tackles_combined,1,,,,,
player,201110230nor,nor,TorrLe20,tackles_solo,1,,,,,
player,201110230nor,nor,TorrLe20,tackles_assists,0,,,,,
player,201110230nor,nor,TorrLe20,tackles_loss,0,,,,,
player,201110230nor,nor,TorrLe20,qb_hits,0,,,,,
player,201110230nor,nor,TorrLe20,fumbles_rec,0,,,,,
player,201110230nor,nor,TorrLe20,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,TorrLe20,fumbles_rec_td,0,,,,,
player,201110230nor,nor,TorrLe20,fumbles_forced,0,,,,,
player,201110230nor,nor,CasiJo99,def_int,0,,,,,
player,201110230nor,nor,CasiJo99,def_int_yds,0,,,,,
player,201110230nor,nor,CasiJo99,def_int_td,0,,,,,
player,201110230nor,nor,CasiJo99,def_int_long,0,,,,,
player,201110230nor,nor,CasiJo99,pass_defended,0,,,,,
player,201110230nor,nor,CasiJo99,sacks,1.0,,,,,
player,201110230nor,nor,CasiJo99,tackles_combined,5,,,,,
player,201110230nor,nor,CasiJo99,tackles_solo,2,,,,,
player,201110230nor,nor,CasiJo99,tackles_assists,3,,,,,
player,201110230nor,nor,CasiJo99,tackles_loss,1,,,,,
player,201110230nor,nor,CasiJo99,qb_hits,1,,,,,
player,201110230nor,nor,CasiJo99,fumbles_rec,0,,,,,
player,201110230nor,nor,CasiJo99,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,CasiJo99,fumbles_rec_td,0,,,,,
player,201110230nor,nor,CasiJo99,fumbles_forced,0,,,,,
player,201110230nor,nor,DunbJo20,def_int,0,,,,,
player,201110230nor,nor,DunbJo20,def_int_yds,0,,,,,
player,201110230nor,nor,DunbJo20,def_int_td,0,,,,,
player,201110230nor,nor,DunbJo20,def_int_long,0,,,,,
player,201110230nor,nor,DunbJo20,pass_defended,0,,,,,
player,201110230nor,nor,DunbJo20,sacks,0.0,,,,,
player,201110230nor,nor,DunbJo20,tackles_combined,4,,,,,
player,201110230nor,nor,DunbJo20,tackles_solo,2,,,,,
player,201110230nor,nor,DunbJo20,tackles_assists,2,,,,,
player,201110230nor,nor,DunbJo20,tackles_loss,0,,,,,
player,201110230nor,nor,DunbJo20,qb_hits,0,,,,,
player,201110230nor,nor,DunbJo20,fumbles_rec,0,,,,,
player,201110230nor,nor,DunbJo20,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,DunbJo20,fumbles_rec_td,0,,,,,
player,201110230nor,nor,DunbJo20,fumbles_forced,0,,,,,
player,201110230nor,nor,JohnTo01,def_int,0,,,,,
player,201110230nor,nor,JohnTo01,def_int_yds,0,,,,,
player,201110230nor,nor,JohnTo01,def_int_td,0,,,,,
player,201110230nor,nor,JohnTo01,def_int_long,0,,,,,
player,201110230nor,nor,JohnTo01,pass_defended,0,,,,,
player,201110230nor,nor,JohnTo01,sacks,0.0,,,,,
player,201110230nor,nor,JohnTo01,tackles_combined,4,,,,,
player,201110230nor,nor,JohnTo01,tackles_solo,1,,,,,
player,201110230nor,nor,JohnTo01,tackles_assists,3,,,,,
player,201110230nor,nor,JohnTo01,tackles_loss,0,,,,,
player,201110230nor,nor,JohnTo01,qb_hits,0,,,,,
player,201110230nor,nor,JohnTo01,fumbles_rec,0,,,,,
player,201110230nor,nor,JohnTo01,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,JohnTo01,fumbles_rec_td,0,,,,,
player,201110230nor,nor,JohnTo01,fumbles_forced,1,,,,,
player,201110230nor,nor,VilmJo99,def_int,0,,,,,
player,201110230nor,nor,VilmJo99,def_int_yds,0,,,,,
player,201110230nor,nor,VilmJo99,def_int_td,0,,,,,
player,201110230nor,nor,VilmJo99,def_int_long,0,,,,,
player,201110230nor,nor,VilmJo99,pass_defended,0,,,,,
player,201110230nor,nor,VilmJo99,sacks,0.0,,,,,
player,201110230nor,nor,VilmJo99,tackles_combined,4,,,,,
player,201110230nor,nor,VilmJo99,tackles_solo,1,,,,,
player,201110230nor,nor,VilmJo99,tackles_assists,3,,,,,
player,201110230nor,nor,VilmJo99,tackles_loss,0,,,,,
player,201110230nor,nor,VilmJo99,qb_hits,0,,,,,
player,201110230nor,nor,VilmJo99,fumbles_rec,1,,,,,
player,201110230nor,nor,VilmJo99,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,VilmJo99,fumbles_rec_td,0,,,,,
player,201110230nor,nor,VilmJo99,fumbles_forced,0,,,,,
player,201110230nor,nor,HarpRo21,def_int,0,,,,,
player,201110230nor,nor,HarpRo21,def_int_yds,0,,,,,
player,201110230nor,nor,HarpRo21,def_int_td,0,,,,,
player,201110230nor,nor,HarpRo21,def_int_long,0,,,,,
player,201110230nor,nor,HarpRo21,pass_defended,0,,,,,
player,201110230nor,nor,HarpRo21,sacks,0.0,,,,,
player,201110230nor,nor,HarpRo21,tackles_combined,3,,,,,
player,201110230nor,nor,HarpRo21,tackles_solo,2,,,,,
player,201110230nor,nor,HarpRo21,tackles_assists,1,,,,,
player,201110230nor,nor,HarpRo21,tackles_loss,0,,,,,
player,201110230nor,nor,HarpRo21,qb_hits,1,,,,,
player,201110230nor,nor,HarpRo21,fumbles_rec,0,,,,,
player,201110230nor,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201110230nor,nor,HarpRo21,fumbles_forced,0,,,,,
player,201110230nor,nor,JordCa00,def_int,0,,,,,
player,201110230nor,nor,JordCa00,def_int_yds,0,,,,,
player,201110230nor,nor,JordCa00,def_int_td,0,,,,,
player,201110230nor,nor,JordCa00,def_int_long,0,,,,,
player,201110230nor,nor,JordCa00,pass_defended,0,,,,,
player,201110230nor,nor,JordCa00,sacks,0.0,,,,,
player,201110230nor,nor,JordCa00,tackles_combined,3,,,,,
player,201110230nor,nor,JordCa00,tackles_solo,2,,,,,
player,201110230nor,nor,JordCa00,tackles_assists,1,,,,,
player,201110230nor,nor,JordCa00,tackles_loss,0,,,,,
player,201110230nor,nor,JordCa00,qb_hits,1,,,,,
player,201110230nor,nor,JordCa00,fumbles_rec,1,,,,,
player,201110230nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201110230nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201110230nor,nor,RogeSh99,def_int,0,,,,,
player,201110230nor,nor,RogeSh99,def_int_yds,0,,,,,
player,201110230nor,nor,RogeSh99,def_int_td,0,,,,,
player,201110230nor,nor,RogeSh99,def_int_long,0,,,,,
player,201110230nor,nor,RogeSh99,pass_defended,0,,,,,
player,201110230nor,nor,RogeSh99,sacks,0.0,,,,,
player,201110230nor,nor,RogeSh99,tackles_combined,3,,,,,
player,201110230nor,nor,RogeSh99,tackles_solo,1,,,,,
player,201110230nor,nor,RogeSh99,tackles_assists,2,,,,,
player,201110230nor,nor,RogeSh99,tackles_loss,0,,,,,
player,201110230nor,nor,RogeSh99,qb_hits,0,,,,,
player,201110230nor,nor,RogeSh99,fumbles_rec,0,,,,,
player,201110230nor,nor,RogeSh99,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,RogeSh99,fumbles_rec_td,0,,,,,
player,201110230nor,nor,RogeSh99,fumbles_forced,0,,,,,
player,201110230nor,nor,AmayJo00,def_int,0,,,,,
player,201110230nor,nor,AmayJo00,def_int_yds,0,,,,,
player,201110230nor,nor,AmayJo00,def_int_td,0,,,,,
player,201110230nor,nor,AmayJo00,def_int_long,0,,,,,
player,201110230nor,nor,AmayJo00,pass_defended,0,,,,,
player,201110230nor,nor,AmayJo00,sacks,0.0,,,,,
player,201110230nor,nor,AmayJo00,tackles_combined,2,,,,,
player,201110230nor,nor,AmayJo00,tackles_solo,1,,,,,
player,201110230nor,nor,AmayJo00,tackles_assists,1,,,,,
player,201110230nor,nor,AmayJo00,tackles_loss,0,,,,,
player,201110230nor,nor,AmayJo00,qb_hits,1,,,,,
player,201110230nor,nor,AmayJo00,fumbles_rec,0,,,,,
player,201110230nor,nor,AmayJo00,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,AmayJo00,fumbles_rec_td,0,,,,,
player,201110230nor,nor,AmayJo00,fumbles_forced,0,,,,,
player,201110230nor,nor,GreeJa22,def_int,0,,,,,
player,201110230nor,nor,GreeJa22,def_int_yds,0,,,,,
player,201110230nor,nor,GreeJa22,def_int_td,0,,,,,
player,201110230nor,nor,GreeJa22,def_int_long,0,,,,,
player,201110230nor,nor,GreeJa22,pass_defended,1,,,,,
player,201110230nor,nor,GreeJa22,sacks,0.0,,,,,
player,201110230nor,nor,GreeJa22,tackles_combined,2,,,,,
player,201110230nor,nor,GreeJa22,tackles_solo,2,,,,,
player,201110230nor,nor,GreeJa22,tackles_assists,0,,,,,
player,201110230nor,nor,GreeJa22,tackles_loss,0,,,,,
player,201110230nor,nor,GreeJa22,qb_hits,0,,,,,
player,201110230nor,nor,GreeJa22,fumbles_rec,0,,,,,
player,201110230nor,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201110230nor,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201110230nor,nor,GreeJa22,fumbles_forced,0,,,,,
player,201110230nor,nor,JenkMa99,def_int,0,,,,,
player,201110230nor,nor,JenkMa99,def_int_yds,0,,,,,
player,201110230nor,nor,JenkMa99,def_int_td,0,,,,,
player,201110230nor,nor,JenkMa99,def_int_long,0,,,,,
player,201110230nor,nor,JenkMa99,pass_defended,0,,,,,
player,201110230nor,nor,JenkMa99,sacks,0.0,,,,,
player,201110230nor,nor,JenkMa99,tackles_combined,2,,,,,
player,201110230nor,nor,JenkMa99,tackles_solo,2,,,,,
player,201110230nor,nor,JenkMa99,tackles_assists,0,,,,,
player,201110230nor,nor,JenkMa99,tackles_loss,0,,,,,
player,201110230nor,nor,JenkMa99,qb_hits,0,,,,,
