game,2011,15,20111218,201112180ram,cin,"Cincinnati Bengals",20,ram,"St. Louis Rams",13
player,201112180ram,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201112180ram,cin,JohnMi98,fumbles_forced,0,,,,,
player,201112180ram,cin,JonePa20,def_int,0,,,,,
player,201112180ram,cin,JonePa20,def_int_yds,0,,,,,
player,201112180ram,cin,JonePa20,def_int_td,0,,,,,
player,201112180ram,cin,JonePa20,def_int_long,0,,,,,
player,201112180ram,cin,JonePa20,pass_defended,0,,,,,
player,201112180ram,cin,JonePa20,sacks,0.0,,,,,
player,201112180ram,cin,JonePa20,tackles_combined,5,,,,,
player,201112180ram,cin,JonePa20,tackles_solo,5,,,,,
player,201112180ram,cin,JonePa20,tackles_assists,0,,,,,
player,201112180ram,cin,JonePa20,tackles_loss,0,,,,,
player,201112180ram,cin,JonePa20,qb_hits,0,,,,,
player,201112180ram,cin,JonePa20,fumbles_rec,0,,,,,
player,201112180ram,cin,JonePa20,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,JonePa20,fumbles_rec_td,0,,,,,
player,201112180ram,cin,JonePa20,fumbles_forced,0,,,,,
player,201112180ram,cin,MauaRe99,def_int,0,,,,,
player,201112180ram,cin,MauaRe99,def_int_yds,0,,,,,
player,201112180ram,cin,MauaRe99,def_int_td,0,,,,,
player,201112180ram,cin,MauaRe99,def_int_long,0,,,,,
player,201112180ram,cin,MauaRe99,pass_defended,0,,,,,
player,201112180ram,cin,MauaRe99,sacks,0.0,,,,,
player,201112180ram,cin,MauaRe99,tackles_combined,5,,,,,
player,201112180ram,cin,MauaRe99,tackles_solo,5,,,,,
player,201112180ram,cin,MauaRe99,tackles_assists,0,,,,,
player,201112180ram,cin,MauaRe99,tackles_loss,0,,,,,
player,201112180ram,cin,MauaRe99,qb_hits,0,,,,,
player,201112180ram,cin,MauaRe99,fumbles_rec,0,,,,,
player,201112180ram,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201112180ram,cin,MauaRe99,fumbles_forced,0,,,,,
player,201112180ram,cin,CrocCh20,def_int,0,,,,,
player,201112180ram,cin,CrocCh20,def_int_yds,0,,,,,
player,201112180ram,cin,CrocCh20,def_int_td,0,,,,,
player,201112180ram,cin,CrocCh20,def_int_long,0,,,,,
player,201112180ram,cin,CrocCh20,pass_defended,0,,,,,
player,201112180ram,cin,CrocCh20,sacks,0.0,,,,,
player,201112180ram,cin,CrocCh20,tackles_combined,4,,,,,
player,201112180ram,cin,CrocCh20,tackles_solo,3,,,,,
player,201112180ram,cin,CrocCh20,tackles_assists,1,,,,,
player,201112180ram,cin,CrocCh20,tackles_loss,0,,,,,
player,201112180ram,cin,CrocCh20,qb_hits,1,,,,,
player,201112180ram,cin,CrocCh20,fumbles_rec,0,,,,,
player,201112180ram,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201112180ram,cin,CrocCh20,fumbles_forced,0,,,,,
player,201112180ram,cin,JohnBr20,def_int,0,,,,,
player,201112180ram,cin,JohnBr20,def_int_yds,0,,,,,
player,201112180ram,cin,JohnBr20,def_int_td,0,,,,,
player,201112180ram,cin,JohnBr20,def_int_long,0,,,,,
player,201112180ram,cin,JohnBr20,pass_defended,1,,,,,
player,201112180ram,cin,JohnBr20,sacks,0.0,,,,,
player,201112180ram,cin,JohnBr20,tackles_combined,3,,,,,
player,201112180ram,cin,JohnBr20,tackles_solo,3,,,,,
player,201112180ram,cin,JohnBr20,tackles_assists,0,,,,,
player,201112180ram,cin,JohnBr20,tackles_loss,0,,,,,
player,201112180ram,cin,JohnBr20,qb_hits,0,,,,,
player,201112180ram,cin,JohnBr20,fumbles_rec,0,,,,,
player,201112180ram,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201112180ram,cin,JohnBr20,fumbles_forced,0,,,,,
player,201112180ram,cin,HaydNi99,def_int,0,,,,,
player,201112180ram,cin,HaydNi99,def_int_yds,0,,,,,
player,201112180ram,cin,HaydNi99,def_int_td,0,,,,,
player,201112180ram,cin,HaydNi99,def_int_long,0,,,,,
player,201112180ram,cin,HaydNi99,pass_defended,0,,,,,
player,201112180ram,cin,HaydNi99,sacks,0.0,,,,,
player,201112180ram,cin,HaydNi99,tackles_combined,2,,,,,
player,201112180ram,cin,HaydNi99,tackles_solo,2,,,,,
player,201112180ram,cin,HaydNi99,tackles_assists,0,,,,,
player,201112180ram,cin,HaydNi99,tackles_loss,0,,,,,
player,201112180ram,cin,HaydNi99,qb_hits,0,,,,,
player,201112180ram,cin,HaydNi99,fumbles_rec,0,,,,,
player,201112180ram,cin,HaydNi99,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,HaydNi99,fumbles_rec_td,0,,,,,
player,201112180ram,cin,HaydNi99,fumbles_forced,0,,,,,
player,201112180ram,cin,JennKe20,def_int,0,,,,,
player,201112180ram,cin,JennKe20,def_int_yds,0,,,,,
player,201112180ram,cin,JennKe20,def_int_td,0,,,,,
player,201112180ram,cin,JennKe20,def_int_long,0,,,,,
player,201112180ram,cin,JennKe20,pass_defended,0,,,,,
player,201112180ram,cin,JennKe20,sacks,0.0,,,,,
player,201112180ram,cin,JennKe20,tackles_combined,2,,,,,
player,201112180ram,cin,JennKe20,tackles_solo,2,,,,,
player,201112180ram,cin,JennKe20,tackles_assists,0,,,,,
player,201112180ram,cin,JennKe20,tackles_loss,0,,,,,
player,201112180ram,cin,JennKe20,qb_hits,0,,,,,
player,201112180ram,cin,JennKe20,fumbles_rec,0,,,,,
player,201112180ram,cin,JennKe20,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,JennKe20,fumbles_rec_td,0,,,,,
player,201112180ram,cin,JennKe20,fumbles_forced,0,,,,,
player,201112180ram,cin,LawsMa20,def_int,0,,,,,
player,201112180ram,cin,LawsMa20,def_int_yds,0,,,,,
player,201112180ram,cin,LawsMa20,def_int_td,0,,,,,
player,201112180ram,cin,LawsMa20,def_int_long,0,,,,,
player,201112180ram,cin,LawsMa20,pass_defended,0,,,,,
player,201112180ram,cin,LawsMa20,sacks,0.0,,,,,
player,201112180ram,cin,LawsMa20,tackles_combined,2,,,,,
player,201112180ram,cin,LawsMa20,tackles_solo,2,,,,,
player,201112180ram,cin,LawsMa20,tackles_assists,0,,,,,
player,201112180ram,cin,LawsMa20,tackles_loss,0,,,,,
player,201112180ram,cin,LawsMa20,qb_hits,0,,,,,
player,201112180ram,cin,LawsMa20,fumbles_rec,0,,,,,
player,201112180ram,cin,LawsMa20,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,LawsMa20,fumbles_rec_td,0,,,,,
player,201112180ram,cin,LawsMa20,fumbles_forced,0,,,,,
player,201112180ram,cin,SkutDa00,def_int,0,,,,,
player,201112180ram,cin,SkutDa00,def_int_yds,0,,,,,
player,201112180ram,cin,SkutDa00,def_int_td,0,,,,,
player,201112180ram,cin,SkutDa00,def_int_long,0,,,,,
player,201112180ram,cin,SkutDa00,pass_defended,0,,,,,
player,201112180ram,cin,SkutDa00,sacks,0.0,,,,,
player,201112180ram,cin,SkutDa00,tackles_combined,2,,,,,
player,201112180ram,cin,SkutDa00,tackles_solo,2,,,,,
player,201112180ram,cin,SkutDa00,tackles_assists,0,,,,,
player,201112180ram,cin,SkutDa00,tackles_loss,0,,,,,
player,201112180ram,cin,SkutDa00,qb_hits,0,,,,,
player,201112180ram,cin,SkutDa00,fumbles_rec,0,,,,,
player,201112180ram,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201112180ram,cin,SkutDa00,fumbles_forced,0,,,,,
player,201112180ram,cin,WilsGi20,def_int,0,,,,,
player,201112180ram,cin,WilsGi20,def_int_yds,0,,,,,
player,201112180ram,cin,WilsGi20,def_int_td,0,,,,,
player,201112180ram,cin,WilsGi20,def_int_long,0,,,,,
player,201112180ram,cin,WilsGi20,pass_defended,0,,,,,
player,201112180ram,cin,WilsGi20,sacks,0.0,,,,,
player,201112180ram,cin,WilsGi20,tackles_combined,2,,,,,
player,201112180ram,cin,WilsGi20,tackles_solo,2,,,,,
player,201112180ram,cin,WilsGi20,tackles_assists,0,,,,,
player,201112180ram,cin,WilsGi20,tackles_loss,0,,,,,
player,201112180ram,cin,WilsGi20,qb_hits,0,,,,,
player,201112180ram,cin,WilsGi20,fumbles_rec,0,,,,,
player,201112180ram,cin,WilsGi20,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,WilsGi20,fumbles_rec_td,0,,,,,
player,201112180ram,cin,WilsGi20,fumbles_forced,0,,,,,
player,201112180ram,cin,DunlCa99,def_int,0,,,,,
player,201112180ram,cin,DunlCa99,def_int_yds,0,,,,,
player,201112180ram,cin,DunlCa99,def_int_td,0,,,,,
player,201112180ram,cin,DunlCa99,def_int_long,0,,,,,
player,201112180ram,cin,DunlCa99,pass_defended,0,,,,,
player,201112180ram,cin,DunlCa99,sacks,0.0,,,,,
player,201112180ram,cin,DunlCa99,tackles_combined,1,,,,,
player,201112180ram,cin,DunlCa99,tackles_solo,1,,,,,
player,201112180ram,cin,DunlCa99,tackles_assists,0,,,,,
player,201112180ram,cin,DunlCa99,tackles_loss,0,,,,,
player,201112180ram,cin,DunlCa99,qb_hits,0,,,,,
player,201112180ram,cin,DunlCa99,fumbles_rec,0,,,,,
player,201112180ram,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201112180ram,cin,DunlCa99,fumbles_forced,0,,,,,
player,201112180ram,cin,MileJe00,def_int,0,,,,,
player,201112180ram,cin,MileJe00,def_int_yds,0,,,,,
player,201112180ram,cin,MileJe00,def_int_td,0,,,,,
player,201112180ram,cin,MileJe00,def_int_long,0,,,,,
player,201112180ram,cin,MileJe00,pass_defended,0,,,,,
player,201112180ram,cin,MileJe00,sacks,0.0,,,,,
player,201112180ram,cin,MileJe00,tackles_combined,1,,,,,
player,201112180ram,cin,MileJe00,tackles_solo,1,,,,,
player,201112180ram,cin,MileJe00,tackles_assists,0,,,,,
player,201112180ram,cin,MileJe00,tackles_loss,0,,,,,
player,201112180ram,cin,MileJe00,qb_hits,0,,,,,
player,201112180ram,cin,MileJe00,fumbles_rec,0,,,,,
player,201112180ram,cin,MileJe00,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,MileJe00,fumbles_rec_td,0,,,,,
player,201112180ram,cin,MileJe00,fumbles_forced,0,,,,,
player,201112180ram,cin,NelsRe99,def_int,0,,,,,
player,201112180ram,cin,NelsRe99,def_int_yds,0,,,,,
player,201112180ram,cin,NelsRe99,def_int_td,0,,,,,
player,201112180ram,cin,NelsRe99,def_int_long,0,,,,,
player,201112180ram,cin,NelsRe99,pass_defended,1,,,,,
player,201112180ram,cin,NelsRe99,sacks,0.0,,,,,
player,201112180ram,cin,NelsRe99,tackles_combined,1,,,,,
player,201112180ram,cin,NelsRe99,tackles_solo,1,,,,,
player,201112180ram,cin,NelsRe99,tackles_assists,0,,,,,
player,201112180ram,cin,NelsRe99,tackles_loss,0,,,,,
player,201112180ram,cin,NelsRe99,qb_hits,1,,,,,
player,201112180ram,cin,NelsRe99,fumbles_rec,0,,,,,
player,201112180ram,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201112180ram,cin,NelsRe99,fumbles_forced,0,,,,,
player,201112180ram,cin,RuckFr99,def_int,0,,,,,
player,201112180ram,cin,RuckFr99,def_int_yds,0,,,,,
player,201112180ram,cin,RuckFr99,def_int_td,0,,,,,
player,201112180ram,cin,RuckFr99,def_int_long,0,,,,,
player,201112180ram,cin,RuckFr99,pass_defended,0,,,,,
player,201112180ram,cin,RuckFr99,sacks,0.0,,,,,
player,201112180ram,cin,RuckFr99,tackles_combined,1,,,,,
player,201112180ram,cin,RuckFr99,tackles_solo,1,,,,,
player,201112180ram,cin,RuckFr99,tackles_assists,0,,,,,
player,201112180ram,cin,RuckFr99,tackles_loss,1,,,,,
player,201112180ram,cin,RuckFr99,qb_hits,0,,,,,
player,201112180ram,cin,RuckFr99,fumbles_rec,0,,,,,
player,201112180ram,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201112180ram,cin,RuckFr99,fumbles_forced,0,,,,,
player,201112180ram,ram,GordJo01,def_int,1,,,,,
player,201112180ram,ram,GordJo01,def_int_yds,30,,,,,
player,201112180ram,ram,GordJo01,def_int_td,0,,,,,
player,201112180ram,ram,GordJo01,def_int_long,30,,,,,
player,201112180ram,ram,GordJo01,pass_defended,2,,,,,
player,201112180ram,ram,GordJo01,sacks,0.0,,,,,
player,201112180ram,ram,GordJo01,tackles_combined,2,,,,,
player,201112180ram,ram,GordJo01,tackles_solo,2,,,,,
player,201112180ram,ram,GordJo01,tackles_assists,0,,,,,
player,201112180ram,ram,GordJo01,tackles_loss,0,,,,,
player,201112180ram,ram,GordJo01,qb_hits,0,,,,,
player,201112180ram,ram,GordJo01,fumbles_rec,0,,,,,
player,201112180ram,ram,GordJo01,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,GordJo01,fumbles_rec_td,0,,,,,
player,201112180ram,ram,GordJo01,fumbles_forced,0,,,,,
player,201112180ram,ram,LongCh99,def_int,0,,,,,
player,201112180ram,ram,LongCh99,def_int_yds,0,,,,,
player,201112180ram,ram,LongCh99,def_int_td,0,,,,,
player,201112180ram,ram,LongCh99,def_int_long,0,,,,,
player,201112180ram,ram,LongCh99,pass_defended,0,,,,,
player,201112180ram,ram,LongCh99,sacks,1.0,,,,,
player,201112180ram,ram,LongCh99,tackles_combined,2,,,,,
player,201112180ram,ram,LongCh99,tackles_solo,2,,,,,
player,201112180ram,ram,LongCh99,tackles_assists,0,,,,,
player,201112180ram,ram,LongCh99,tackles_loss,2,,,,,
player,201112180ram,ram,LongCh99,qb_hits,1,,,,,
player,201112180ram,ram,LongCh99,fumbles_rec,0,,,,,
player,201112180ram,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201112180ram,ram,LongCh99,fumbles_forced,0,,,,,
player,201112180ram,ram,MikeQu20,def_int,0,,,,,
player,201112180ram,ram,MikeQu20,def_int_yds,0,,,,,
player,201112180ram,ram,MikeQu20,def_int_td,0,,,,,
player,201112180ram,ram,MikeQu20,def_int_long,0,,,,,
player,201112180ram,ram,MikeQu20,pass_defended,1,,,,,
player,201112180ram,ram,MikeQu20,sacks,0.0,,,,,
player,201112180ram,ram,MikeQu20,tackles_combined,10,,,,,
player,201112180ram,ram,MikeQu20,tackles_solo,8,,,,,
player,201112180ram,ram,MikeQu20,tackles_assists,2,,,,,
player,201112180ram,ram,MikeQu20,tackles_loss,0,,,,,
player,201112180ram,ram,MikeQu20,qb_hits,0,,,,,
player,201112180ram,ram,MikeQu20,fumbles_rec,0,,,,,
player,201112180ram,ram,MikeQu20,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201112180ram,ram,MikeQu20,fumbles_forced,2,,,,,
player,201112180ram,ram,StewDa00,def_int,0,,,,,
player,201112180ram,ram,StewDa00,def_int_yds,0,,,,,
player,201112180ram,ram,StewDa00,def_int_td,0,,,,,
player,201112180ram,ram,StewDa00,def_int_long,0,,,,,
player,201112180ram,ram,StewDa00,pass_defended,0,,,,,
player,201112180ram,ram,StewDa00,sacks,0.0,,,,,
player,201112180ram,ram,StewDa00,tackles_combined,7,,,,,
player,201112180ram,ram,StewDa00,tackles_solo,4,,,,,
player,201112180ram,ram,StewDa00,tackles_assists,3,,,,,
player,201112180ram,ram,StewDa00,tackles_loss,1,,,,,
player,201112180ram,ram,StewDa00,qb_hits,0,,,,,
player,201112180ram,ram,StewDa00,fumbles_rec,0,,,,,
player,201112180ram,ram,StewDa00,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,StewDa00,fumbles_rec_td,0,,,,,
player,201112180ram,ram,StewDa00,fumbles_forced,1,,,,,
player,201112180ram,ram,LaurJa99,def_int,0,,,,,
player,201112180ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201112180ram,ram,LaurJa99,def_int_td,0,,,,,
player,201112180ram,ram,LaurJa99,def_int_long,0,,,,,
player,201112180ram,ram,LaurJa99,pass_defended,0,,,,,
player,201112180ram,ram,LaurJa99,sacks,0.0,,,,,
player,201112180ram,ram,LaurJa99,tackles_combined,6,,,,,
player,201112180ram,ram,LaurJa99,tackles_solo,5,,,,,
player,201112180ram,ram,LaurJa99,tackles_assists,1,,,,,
player,201112180ram,ram,LaurJa99,tackles_loss,1,,,,,
player,201112180ram,ram,LaurJa99,qb_hits,0,,,,,
player,201112180ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201112180ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201112180ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201112180ram,ram,ChamCh99,def_int,0,,,,,
player,201112180ram,ram,ChamCh99,def_int_yds,0,,,,,
player,201112180ram,ram,ChamCh99,def_int_td,0,,,,,
player,201112180ram,ram,ChamCh99,def_int_long,0,,,,,
player,201112180ram,ram,ChamCh99,pass_defended,0,,,,,
player,201112180ram,ram,ChamCh99,sacks,0.0,,,,,
player,201112180ram,ram,ChamCh99,tackles_combined,5,,,,,
player,201112180ram,ram,ChamCh99,tackles_solo,5,,,,,
player,201112180ram,ram,ChamCh99,tackles_assists,0,,,,,
player,201112180ram,ram,ChamCh99,tackles_loss,1,,,,,
player,201112180ram,ram,ChamCh99,qb_hits,0,,,,,
player,201112180ram,ram,ChamCh99,fumbles_rec,0,,,,,
player,201112180ram,ram,ChamCh99,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,ChamCh99,fumbles_rec_td,0,,,,,
player,201112180ram,ram,ChamCh99,fumbles_forced,0,,,,,
player,201112180ram,ram,HoodRo20,def_int,0,,,,,
player,201112180ram,ram,HoodRo20,def_int_yds,0,,,,,
player,201112180ram,ram,HoodRo20,def_int_td,0,,,,,
player,201112180ram,ram,HoodRo20,def_int_long,0,,,,,
player,201112180ram,ram,HoodRo20,pass_defended,0,,,,,
player,201112180ram,ram,HoodRo20,sacks,0.0,,,,,
player,201112180ram,ram,HoodRo20,tackles_combined,5,,,,,
player,201112180ram,ram,HoodRo20,tackles_solo,5,,,,,
player,201112180ram,ram,HoodRo20,tackles_assists,0,,,,,
player,201112180ram,ram,HoodRo20,tackles_loss,0,,,,,
player,201112180ram,ram,HoodRo20,qb_hits,0,,,,,
player,201112180ram,ram,HoodRo20,fumbles_rec,0,,,,,
player,201112180ram,ram,HoodRo20,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,HoodRo20,fumbles_rec_td,0,,,,,
player,201112180ram,ram,HoodRo20,fumbles_forced,0,,,,,
player,201112180ram,ram,PoppBr20,def_int,0,,,,,
player,201112180ram,ram,PoppBr20,def_int_yds,0,,,,,
player,201112180ram,ram,PoppBr20,def_int_td,0,,,,,
player,201112180ram,ram,PoppBr20,def_int_long,0,,,,,
player,201112180ram,ram,PoppBr20,pass_defended,1,,,,,
player,201112180ram,ram,PoppBr20,sacks,0.0,,,,,
player,201112180ram,ram,PoppBr20,tackles_combined,5,,,,,
player,201112180ram,ram,PoppBr20,tackles_solo,2,,,,,
player,201112180ram,ram,PoppBr20,tackles_assists,3,,,,,
player,201112180ram,ram,PoppBr20,tackles_loss,0,,,,,
player,201112180ram,ram,PoppBr20,qb_hits,0,,,,,
player,201112180ram,ram,PoppBr20,fumbles_rec,0,,,,,
player,201112180ram,ram,PoppBr20,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,PoppBr20,fumbles_rec_td,0,,,,,
player,201112180ram,ram,PoppBr20,fumbles_forced,0,,,,,
player,201112180ram,ram,BannJu20,def_int,0,,,,,
player,201112180ram,ram,BannJu20,def_int_yds,0,,,,,
player,201112180ram,ram,BannJu20,def_int_td,0,,,,,
player,201112180ram,ram,BannJu20,def_int_long,0,,,,,
player,201112180ram,ram,BannJu20,pass_defended,0,,,,,
player,201112180ram,ram,BannJu20,sacks,0.0,,,,,
player,201112180ram,ram,BannJu20,tackles_combined,4,,,,,
player,201112180ram,ram,BannJu20,tackles_solo,4,,,,,
player,201112180ram,ram,BannJu20,tackles_assists,0,,,,,
player,201112180ram,ram,BannJu20,tackles_loss,0,,,,,
player,201112180ram,ram,BannJu20,qb_hits,0,,,,,
player,201112180ram,ram,BannJu20,fumbles_rec,0,,,,,
player,201112180ram,ram,BannJu20,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,BannJu20,fumbles_rec_td,0,,,,,
player,201112180ram,ram,BannJu20,fumbles_forced,0,,,,,
player,201112180ram,ram,RobbFr20,def_int,0,,,,,
player,201112180ram,ram,RobbFr20,def_int_yds,0,,,,,
player,201112180ram,ram,RobbFr20,def_int_td,0,,,,,
player,201112180ram,ram,RobbFr20,def_int_long,0,,,,,
player,201112180ram,ram,RobbFr20,pass_defended,0,,,,,
player,201112180ram,ram,RobbFr20,sacks,0.0,,,,,
player,201112180ram,ram,RobbFr20,tackles_combined,3,,,,,
player,201112180ram,ram,RobbFr20,tackles_solo,2,,,,,
player,201112180ram,ram,RobbFr20,tackles_assists,1,,,,,
player,201112180ram,ram,RobbFr20,tackles_loss,0,,,,,
player,201112180ram,ram,RobbFr20,qb_hits,0,,,,,
player,201112180ram,ram,RobbFr20,fumbles_rec,0,,,,,
player,201112180ram,ram,RobbFr20,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,RobbFr20,fumbles_rec_td,0,,,,,
player,201112180ram,ram,RobbFr20,fumbles_forced,0,,,,,
player,201112180ram,ram,ScotDo99,def_int,0,,,,,
player,201112180ram,ram,ScotDo99,def_int_yds,0,,,,,
player,201112180ram,ram,ScotDo99,def_int_td,0,,,,,
player,201112180ram,ram,ScotDo99,def_int_long,0,,,,,
player,201112180ram,ram,ScotDo99,pass_defended,0,,,,,
player,201112180ram,ram,ScotDo99,sacks,0.0,,,,,
player,201112180ram,ram,ScotDo99,tackles_combined,3,,,,,
player,201112180ram,ram,ScotDo99,tackles_solo,2,,,,,
player,201112180ram,ram,ScotDo99,tackles_assists,1,,,,,
player,201112180ram,ram,ScotDo99,tackles_loss,0,,,,,
player,201112180ram,ram,ScotDo99,qb_hits,0,,,,,
player,201112180ram,ram,ScotDo99,fumbles_rec,0,,,,,
player,201112180ram,ram,ScotDo99,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,ScotDo99,fumbles_rec_td,0,,,,,
player,201112180ram,ram,ScotDo99,fumbles_forced,0,,,,,
player,201112180ram,ram,ButlJa20,def_int,0,,,,,
player,201112180ram,ram,ButlJa20,def_int_yds,0,,,,,
player,201112180ram,ram,ButlJa20,def_int_td,0,,,,,
player,201112180ram,ram,ButlJa20,def_int_long,0,,,,,
player,201112180ram,ram,ButlJa20,pass_defended,0,,,,,
player,201112180ram,ram,ButlJa20,sacks,0.0,,,,,
player,201112180ram,ram,ButlJa20,tackles_combined,2,,,,,
player,201112180ram,ram,ButlJa20,tackles_solo,2,,,,,
player,201112180ram,ram,ButlJa20,tackles_assists,0,,,,,
player,201112180ram,ram,ButlJa20,tackles_loss,0,,,,,
player,201112180ram,ram,ButlJa20,qb_hits,0,,,,,
player,201112180ram,ram,ButlJa20,fumbles_rec,0,,,,,
player,201112180ram,ram,ButlJa20,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,ButlJa20,fumbles_rec_td,0,,,,,
player,201112180ram,ram,ButlJa20,fumbles_forced,0,,,,,
player,201112180ram,ram,DahlCr99,def_int,0,,,,,
player,201112180ram,ram,DahlCr99,def_int_yds,0,,,,,
player,201112180ram,ram,DahlCr99,def_int_td,0,,,,,
player,201112180ram,ram,DahlCr99,def_int_long,0,,,,,
player,201112180ram,ram,DahlCr99,pass_defended,0,,,,,
player,201112180ram,ram,DahlCr99,sacks,0.0,,,,,
player,201112180ram,ram,DahlCr99,tackles_combined,2,,,,,
player,201112180ram,ram,DahlCr99,tackles_solo,2,,,,,
player,201112180ram,ram,DahlCr99,tackles_assists,0,,,,,
player,201112180ram,ram,DahlCr99,tackles_loss,0,,,,,
player,201112180ram,ram,DahlCr99,qb_hits,0,,,,,
player,201112180ram,ram,DahlCr99,fumbles_rec,0,,,,,
player,201112180ram,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201112180ram,ram,DahlCr99,fumbles_forced,0,,,,,
player,201112180ram,ram,HullJo99,def_int,0,,,,,
player,201112180ram,ram,HullJo99,def_int_yds,0,,,,,
player,201112180ram,ram,HullJo99,def_int_td,0,,,,,
player,201112180ram,ram,HullJo99,def_int_long,0,,,,,
player,201112180ram,ram,HullJo99,pass_defended,0,,,,,
player,201112180ram,ram,HullJo99,sacks,0.0,,,,,
player,201112180ram,ram,HullJo99,tackles_combined,1,,,,,
player,201112180ram,ram,HullJo99,tackles_solo,1,,,,,
player,201112180ram,ram,HullJo99,tackles_assists,0,,,,,
player,201112180ram,ram,HullJo99,tackles_loss,0,,,,,
player,201112180ram,ram,HullJo99,qb_hits,0,,,,,
player,201112180ram,ram,HullJo99,fumbles_rec,0,,,,,
player,201112180ram,ram,HullJo99,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,HullJo99,fumbles_rec_td,0,,,,,
player,201112180ram,ram,HullJo99,fumbles_forced,0,,,,,
player,201112180ram,ram,McQuJa00,def_int,0,,,,,
player,201112180ram,ram,McQuJa00,def_int_yds,0,,,,,
player,201112180ram,ram,McQuJa00,def_int_td,0,,,,,
player,201112180ram,ram,McQuJa00,def_int_long,0,,,,,
player,201112180ram,ram,McQuJa00,pass_defended,0,,,,,
player,201112180ram,ram,McQuJa00,sacks,0.0,,,,,
player,201112180ram,ram,McQuJa00,tackles_combined,1,,,,,
player,201112180ram,ram,McQuJa00,tackles_solo,1,,,,,
player,201112180ram,ram,McQuJa00,tackles_assists,0,,,,,
player,201112180ram,ram,McQuJa00,tackles_loss,0,,,,,
player,201112180ram,ram,McQuJa00,qb_hits,0,,,,,
player,201112180ram,ram,McQuJa00,fumbles_rec,0,,,,,
player,201112180ram,ram,McQuJa00,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,McQuJa00,fumbles_rec_td,0,,,,,
player,201112180ram,ram,McQuJa00,fumbles_forced,0,,,,,
player,201112180ram,ram,NixoDa20,def_int,0,,,,,
player,201112180ram,ram,NixoDa20,def_int_yds,0,,,,,
player,201112180ram,ram,NixoDa20,def_int_td,0,,,,,
player,201112180ram,ram,NixoDa20,def_int_long,0,,,,,
player,201112180ram,ram,NixoDa20,pass_defended,0,,,,,
player,201112180ram,ram,NixoDa20,sacks,0.0,,,,,
player,201112180ram,ram,NixoDa20,tackles_combined,1,,,,,
player,201112180ram,ram,NixoDa20,tackles_solo,1,,,,,
player,201112180ram,ram,NixoDa20,tackles_assists,0,,,,,
player,201112180ram,ram,NixoDa20,tackles_loss,0,,,,,
player,201112180ram,ram,NixoDa20,qb_hits,0,,,,,
player,201112180ram,ram,NixoDa20,fumbles_rec,0,,,,,
player,201112180ram,ram,NixoDa20,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,NixoDa20,fumbles_rec_td,0,,,,,
player,201112180ram,ram,NixoDa20,fumbles_forced,0,,,,,
