game,2011,3,20110925,201109250tam,atl,"Atlanta Falcons",13,tam,"Tampa Bay Buccaneers",16
team,201109250tam,atl,First Downs,21,,,,,,
team,201109250tam,tam,First Downs,20,,,,,,
team,201109250tam,atl,Rush-Yds-TDs,15-30-0,,,,,,
team,201109250tam,tam,Rush-Yds-TDs,36-115-1,,,,,,
team,201109250tam,atl,Cmp-Att-Yd-TD-INT,26-47-330-1-1,,,,,,
team,201109250tam,tam,Cmp-Att-Yd-TD-INT,22-32-180-0-2,,,,,,
team,201109250tam,atl,Sacked-Yards,4-35,,,,,,
team,201109250tam,tam,Sacked-Yards,0-0,,,,,,
team,201109250tam,atl,Net Pass Yards,295,,,,,,
team,201109250tam,tam,Net Pass Yards,180,,,,,,
team,201109250tam,atl,Total Yards,325,,,,,,
team,201109250tam,tam,Total Yards,295,,,,,,
team,201109250tam,atl,Fumbles-Lost,2-2,,,,,,
team,201109250tam,tam,Fumbles-Lost,0-0,,,,,,
team,201109250tam,atl,Turnovers,3,,,,,,
team,201109250tam,tam,Turnovers,2,,,,,,
team,201109250tam,atl,Penalties-Yards,7-50,,,,,,
team,201109250tam,tam,Penalties-Yards,9-66,,,,,,
team,201109250tam,atl,Third Down Conv.,5-13,,,,,,
team,201109250tam,tam,Third Down Conv.,5-14,,,,,,
team,201109250tam,atl,Fourth Down Conv.,0-1,,,,,,
team,201109250tam,tam,Fourth Down Conv.,1-1,,,,,,
team,201109250tam,atl,Time of Possession,24:08,,,,,,
team,201109250tam,tam,Time of Possession,35:52,,,,,,
player,201109250tam,atl,RyanMa00,pass_cmp,26,,,,,
player,201109250tam,atl,RyanMa00,pass_att,47,,,,,
player,201109250tam,atl,RyanMa00,pass_yds,330,,,,,
player,201109250tam,atl,RyanMa00,pass_td,1,,,,,
player,201109250tam,atl,RyanMa00,pass_int,1,,,,,
player,201109250tam,atl,RyanMa00,pass_sacked,4,,,,,
player,201109250tam,atl,RyanMa00,pass_sacked_yds,35,,,,,
player,201109250tam,atl,RyanMa00,pass_long,49,,,,,
player,201109250tam,atl,RyanMa00,pass_rating,75.7,,,,,
player,201109250tam,atl,RyanMa00,rush_att,1,,,,,
player,201109250tam,atl,RyanMa00,rush_yds,12,,,,,
player,201109250tam,atl,RyanMa00,rush_td,0,,,,,
player,201109250tam,atl,RyanMa00,rush_long,12,,,,,
player,201109250tam,atl,RyanMa00,targets,0,,,,,
player,201109250tam,atl,RyanMa00,rec,0,,,,,
player,201109250tam,atl,RyanMa00,rec_yds,0,,,,,
player,201109250tam,atl,RyanMa00,rec_td,0,,,,,
player,201109250tam,atl,RyanMa00,rec_long,0,,,,,
player,201109250tam,atl,RyanMa00,fumbles,2,,,,,
player,201109250tam,atl,RyanMa00,fumbles_lost,2,,,,,
player,201109250tam,atl,TurnMi00,pass_cmp,0,,,,,
player,201109250tam,atl,TurnMi00,pass_att,0,,,,,
player,201109250tam,atl,TurnMi00,pass_yds,0,,,,,
player,201109250tam,atl,TurnMi00,pass_td,0,,,,,
player,201109250tam,atl,TurnMi00,pass_int,0,,,,,
player,201109250tam,atl,TurnMi00,pass_sacked,0,,,,,
player,201109250tam,atl,TurnMi00,pass_sacked_yds,0,,,,,
player,201109250tam,atl,TurnMi00,pass_long,0,,,,,
player,201109250tam,atl,TurnMi00,pass_rating,,,,,,
player,201109250tam,atl,TurnMi00,rush_att,11,,,,,
player,201109250tam,atl,TurnMi00,rush_yds,20,,,,,
player,201109250tam,atl,TurnMi00,rush_td,0,,,,,
player,201109250tam,atl,TurnMi00,rush_long,9,,,,,
player,201109250tam,atl,TurnMi00,targets,0,,,,,
player,201109250tam,atl,TurnMi00,rec,0,,,,,
player,201109250tam,atl,TurnMi00,rec_yds,0,,,,,
player,201109250tam,atl,TurnMi00,rec_td,0,,,,,
player,201109250tam,atl,TurnMi00,rec_long,0,,,,,
player,201109250tam,atl,TurnMi00,fumbles,0,,,,,
player,201109250tam,atl,TurnMi00,fumbles_lost,,,,,,
