game,2011,5,20111009,201110090atl,gnb,"Green Bay Packers",25,atl,"Atlanta Falcons",14
team,201110090atl,gnb,First Downs,19,,,,,,
team,201110090atl,atl,First Downs,18,,,,,,
team,201110090atl,gnb,Rush-Yds-TDs,20-57-0,,,,,,
team,201110090atl,atl,Rush-Yds-TDs,22-95-1,,,,,,
team,201110090atl,gnb,Cmp-Att-Yd-TD-INT,26-39-396-2-0,,,,,,
team,201110090atl,atl,Cmp-Att-Yd-TD-INT,18-32-167-1-2,,,,,,
team,201110090atl,gnb,Sacked-Yards,4-27,,,,,,
team,201110090atl,atl,Sacked-Yards,1-11,,,,,,
team,201110090atl,gnb,Net Pass Yards,369,,,,,,
team,201110090atl,atl,Net Pass Yards,156,,,,,,
team,201110090atl,gnb,Total Yards,426,,,,,,
team,201110090atl,atl,Total Yards,251,,,,,,
team,201110090atl,gnb,Fumbles-Lost,1-1,,,,,,
team,201110090atl,atl,Fumbles-Lost,0-0,,,,,,
team,201110090atl,gnb,Turnovers,1,,,,,,
team,201110090atl,atl,Turnovers,2,,,,,,
team,201110090atl,gnb,Penalties-Yards,6-55,,,,,,
team,201110090atl,atl,Penalties-Yards,5-44,,,,,,
team,201110090atl,gnb,Third Down Conv.,9-15,,,,,,
team,201110090atl,atl,Third Down Conv.,5-11,,,,,,
team,201110090atl,gnb,Fourth Down Conv.,0-0,,,,,,
team,201110090atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201110090atl,gnb,Time of Possession,33:11,,,,,,
team,201110090atl,atl,Time of Possession,26:49,,,,,,
player,201110090atl,gnb,RodgAa00,pass_cmp,26,,,,,
player,201110090atl,gnb,RodgAa00,pass_att,39,,,,,
player,201110090atl,gnb,RodgAa00,pass_yds,396,,,,,
player,201110090atl,gnb,RodgAa00,pass_td,2,,,,,
player,201110090atl,gnb,RodgAa00,pass_int,0,,,,,
player,201110090atl,gnb,RodgAa00,pass_sacked,4,,,,,
player,201110090atl,gnb,RodgAa00,pass_sacked_yds,27,,,,,
player,201110090atl,gnb,RodgAa00,pass_long,70,,,,,
player,201110090atl,gnb,RodgAa00,pass_rating,117.0,,,,,
player,201110090atl,gnb,RodgAa00,rush_att,1,,,,,
player,201110090atl,gnb,RodgAa00,rush_yds,-1,,,,,
player,201110090atl,gnb,RodgAa00,rush_td,0,,,,,
player,201110090atl,gnb,RodgAa00,rush_long,-1,,,,,
player,201110090atl,gnb,RodgAa00,targets,0,,,,,
player,201110090atl,gnb,RodgAa00,rec,0,,,,,
player,201110090atl,gnb,RodgAa00,rec_yds,0,,,,,
player,201110090atl,gnb,RodgAa00,rec_td,0,,,,,
player,201110090atl,gnb,RodgAa00,rec_long,0,,,,,
player,201110090atl,gnb,RodgAa00,fumbles,0,,,,,
player,201110090atl,gnb,RodgAa00,fumbles_lost,,,,,,
player,201110090atl,gnb,StarJa00,pass_cmp,0,,,,,
player,201110090atl,gnb,StarJa00,pass_att,0,,,,,
player,201110090atl,gnb,StarJa00,pass_yds,0,,,,,
player,201110090atl,gnb,StarJa00,pass_td,0,,,,,
player,201110090atl,gnb,StarJa00,pass_int,0,,,,,
player,201110090atl,gnb,StarJa00,pass_sacked,0,,,,,
player,201110090atl,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201110090atl,gnb,StarJa00,pass_long,0,,,,,
player,201110090atl,gnb,StarJa00,pass_rating,,,,,,
player,201110090atl,gnb,StarJa00,rush_att,12,,,,,
player,201110090atl,gnb,StarJa00,rush_yds,40,,,,,
player,201110090atl,gnb,StarJa00,rush_td,0,,,,,
player,201110090atl,gnb,StarJa00,rush_long,11,,,,,
player,201110090atl,gnb,StarJa00,targets,3,,,,,
player,201110090atl,gnb,StarJa00,rec,2,,,,,
player,201110090atl,gnb,StarJa00,rec_yds,19,,,,,
player,201110090atl,gnb,StarJa00,rec_td,0,,,,,
player,201110090atl,gnb,StarJa00,rec_long,11,,,,,
player,201110090atl,gnb,StarJa00,fumbles,0,,,,,
player,201110090atl,gnb,StarJa00,fumbles_lost,,,,,,
player,201110090atl,gnb,GranRy00,pass_cmp,0,,,,,
player,201110090atl,gnb,GranRy00,pass_att,0,,,,,
player,201110090atl,gnb,GranRy00,pass_yds,0,,,,,
player,201110090atl,gnb,GranRy00,pass_td,0,,,,,
player,201110090atl,gnb,GranRy00,pass_int,0,,,,,
player,201110090atl,gnb,GranRy00,pass_sacked,0,,,,,
player,201110090atl,gnb,GranRy00,pass_sacked_yds,0,,,,,
player,201110090atl,gnb,GranRy00,pass_long,0,,,,,
player,201110090atl,gnb,GranRy00,pass_rating,,,,,,
player,201110090atl,gnb,GranRy00,rush_att,7,,,,,
player,201110090atl,gnb,GranRy00,rush_yds,18,,,,,
player,201110090atl,gnb,GranRy00,rush_td,0,,,,,
player,201110090atl,gnb,GranRy00,rush_long,9,,,,,
player,201110090atl,gnb,GranRy00,targets,1,,,,,
player,201110090atl,gnb,GranRy00,rec,1,,,,,
player,201110090atl,gnb,GranRy00,rec_yds,6,,,,,
player,201110090atl,gnb,GranRy00,rec_td,0,,,,,
player,201110090atl,gnb,GranRy00,rec_long,6,,,,,
player,201110090atl,gnb,GranRy00,fumbles,1,,,,,
player,201110090atl,gnb,GranRy00,fumbles_lost,1,,,,,
player,201110090atl,gnb,JoneJa04,pass_cmp,0,,,,,
player,201110090atl,gnb,JoneJa04,pass_att,0,,,,,
player,201110090atl,gnb,JoneJa04,pass_yds,0,,,,,
player,201110090atl,gnb,JoneJa04,pass_td,0,,,,,
player,201110090atl,gnb,JoneJa04,pass_int,0,,,,,
player,201110090atl,gnb,JoneJa04,pass_sacked,0,,,,,
player,201110090atl,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201110090atl,gnb,JoneJa04,pass_long,0,,,,,
