game,2011,1,20110911,201109110kan,buf,"Buffalo Bills",41,kan,"Kansas City Chiefs",7
player,201109110kan,kan,CoppTe00,rec,0,,,,,
player,201109110kan,kan,CoppTe00,rec_yds,0,,,,,
player,201109110kan,kan,CoppTe00,rec_td,0,,,,,
player,201109110kan,kan,CoppTe00,rec_long,0,,,,,
player,201109110kan,kan,CoppTe00,fumbles,0,,,,,
player,201109110kan,kan,CoppTe00,fumbles_lost,,,,,,
player,201109110kan,buf,FlorDr20,def_int,1,,,,,
player,201109110kan,buf,FlorDr20,def_int_yds,30,,,,,
player,201109110kan,buf,FlorDr20,def_int_td,0,,,,,
player,201109110kan,buf,FlorDr20,def_int_long,30,,,,,
player,201109110kan,buf,FlorDr20,pass_defended,2,,,,,
player,201109110kan,buf,FlorDr20,sacks,0.0,,,,,
player,201109110kan,buf,FlorDr20,tackles_combined,2,,,,,
player,201109110kan,buf,FlorDr20,tackles_solo,2,,,,,
player,201109110kan,buf,FlorDr20,tackles_assists,0,,,,,
player,201109110kan,buf,FlorDr20,tackles_loss,0,,,,,
player,201109110kan,buf,FlorDr20,qb_hits,0,,,,,
player,201109110kan,buf,FlorDr20,fumbles_rec,0,,,,,
player,201109110kan,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201109110kan,buf,FlorDr20,fumbles_forced,0,,,,,
player,201109110kan,buf,ScotBr20,def_int,0,,,,,
player,201109110kan,buf,ScotBr20,def_int_yds,0,,,,,
player,201109110kan,buf,ScotBr20,def_int_td,0,,,,,
player,201109110kan,buf,ScotBr20,def_int_long,0,,,,,
player,201109110kan,buf,ScotBr20,pass_defended,0,,,,,
player,201109110kan,buf,ScotBr20,sacks,1.0,,,,,
player,201109110kan,buf,ScotBr20,tackles_combined,9,,,,,
player,201109110kan,buf,ScotBr20,tackles_solo,9,,,,,
player,201109110kan,buf,ScotBr20,tackles_assists,0,,,,,
player,201109110kan,buf,ScotBr20,tackles_loss,3,,,,,
player,201109110kan,buf,ScotBr20,qb_hits,1,,,,,
player,201109110kan,buf,ScotBr20,fumbles_rec,0,,,,,
player,201109110kan,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201109110kan,buf,ScotBr20,fumbles_forced,0,,,,,
player,201109110kan,buf,JohnSp20,def_int,0,,,,,
player,201109110kan,buf,JohnSp20,def_int_yds,0,,,,,
player,201109110kan,buf,JohnSp20,def_int_td,0,,,,,
player,201109110kan,buf,JohnSp20,def_int_long,0,,,,,
player,201109110kan,buf,JohnSp20,pass_defended,0,,,,,
player,201109110kan,buf,JohnSp20,sacks,1.0,,,,,
player,201109110kan,buf,JohnSp20,tackles_combined,2,,,,,
player,201109110kan,buf,JohnSp20,tackles_solo,2,,,,,
player,201109110kan,buf,JohnSp20,tackles_assists,0,,,,,
player,201109110kan,buf,JohnSp20,tackles_loss,1,,,,,
player,201109110kan,buf,JohnSp20,qb_hits,1,,,,,
player,201109110kan,buf,JohnSp20,fumbles_rec,0,,,,,
player,201109110kan,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201109110kan,buf,JohnSp20,fumbles_forced,0,,,,,
player,201109110kan,buf,ByrdJa99,def_int,0,,,,,
player,201109110kan,buf,ByrdJa99,def_int_yds,0,,,,,
player,201109110kan,buf,ByrdJa99,def_int_td,0,,,,,
player,201109110kan,buf,ByrdJa99,def_int_long,0,,,,,
player,201109110kan,buf,ByrdJa99,pass_defended,0,,,,,
player,201109110kan,buf,ByrdJa99,sacks,0.0,,,,,
player,201109110kan,buf,ByrdJa99,tackles_combined,5,,,,,
player,201109110kan,buf,ByrdJa99,tackles_solo,5,,,,,
player,201109110kan,buf,ByrdJa99,tackles_assists,0,,,,,
player,201109110kan,buf,ByrdJa99,tackles_loss,1,,,,,
player,201109110kan,buf,ByrdJa99,qb_hits,0,,,,,
player,201109110kan,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201109110kan,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201109110kan,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201109110kan,buf,WilsGe01,def_int,0,,,,,
player,201109110kan,buf,WilsGe01,def_int_yds,0,,,,,
player,201109110kan,buf,WilsGe01,def_int_td,0,,,,,
player,201109110kan,buf,WilsGe01,def_int_long,0,,,,,
player,201109110kan,buf,WilsGe01,pass_defended,0,,,,,
player,201109110kan,buf,WilsGe01,sacks,0.0,,,,,
player,201109110kan,buf,WilsGe01,tackles_combined,5,,,,,
player,201109110kan,buf,WilsGe01,tackles_solo,5,,,,,
player,201109110kan,buf,WilsGe01,tackles_assists,0,,,,,
player,201109110kan,buf,WilsGe01,tackles_loss,1,,,,,
player,201109110kan,buf,WilsGe01,qb_hits,0,,,,,
player,201109110kan,buf,WilsGe01,fumbles_rec,0,,,,,
player,201109110kan,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201109110kan,buf,WilsGe01,fumbles_forced,1,,,,,
player,201109110kan,buf,BarnNi20,def_int,0,,,,,
player,201109110kan,buf,BarnNi20,def_int_yds,0,,,,,
player,201109110kan,buf,BarnNi20,def_int_td,0,,,,,
player,201109110kan,buf,BarnNi20,def_int_long,0,,,,,
player,201109110kan,buf,BarnNi20,pass_defended,1,,,,,
player,201109110kan,buf,BarnNi20,sacks,0.0,,,,,
player,201109110kan,buf,BarnNi20,tackles_combined,4,,,,,
player,201109110kan,buf,BarnNi20,tackles_solo,4,,,,,
player,201109110kan,buf,BarnNi20,tackles_assists,0,,,,,
player,201109110kan,buf,BarnNi20,tackles_loss,0,,,,,
player,201109110kan,buf,BarnNi20,qb_hits,0,,,,,
player,201109110kan,buf,BarnNi20,fumbles_rec,0,,,,,
player,201109110kan,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201109110kan,buf,BarnNi20,fumbles_forced,0,,,,,
player,201109110kan,buf,McKeLe99,def_int,0,,,,,
player,201109110kan,buf,McKeLe99,def_int_yds,0,,,,,
player,201109110kan,buf,McKeLe99,def_int_td,0,,,,,
player,201109110kan,buf,McKeLe99,def_int_long,0,,,,,
player,201109110kan,buf,McKeLe99,pass_defended,1,,,,,
player,201109110kan,buf,McKeLe99,sacks,0.0,,,,,
player,201109110kan,buf,McKeLe99,tackles_combined,4,,,,,
player,201109110kan,buf,McKeLe99,tackles_solo,4,,,,,
player,201109110kan,buf,McKeLe99,tackles_assists,0,,,,,
player,201109110kan,buf,McKeLe99,tackles_loss,0,,,,,
player,201109110kan,buf,McKeLe99,qb_hits,0,,,,,
player,201109110kan,buf,McKeLe99,fumbles_rec,1,,,,,
player,201109110kan,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201109110kan,buf,McKeLe99,fumbles_forced,0,,,,,
player,201109110kan,buf,WillAa00,def_int,0,,,,,
player,201109110kan,buf,WillAa00,def_int_yds,0,,,,,
player,201109110kan,buf,WillAa00,def_int_td,0,,,,,
player,201109110kan,buf,WillAa00,def_int_long,0,,,,,
player,201109110kan,buf,WillAa00,pass_defended,0,,,,,
player,201109110kan,buf,WillAa00,sacks,0.0,,,,,
player,201109110kan,buf,WillAa00,tackles_combined,3,,,,,
player,201109110kan,buf,WillAa00,tackles_solo,3,,,,,
player,201109110kan,buf,WillAa00,tackles_assists,0,,,,,
player,201109110kan,buf,WillAa00,tackles_loss,0,,,,,
player,201109110kan,buf,WillAa00,qb_hits,0,,,,,
player,201109110kan,buf,WillAa00,fumbles_rec,0,,,,,
player,201109110kan,buf,WillAa00,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,WillAa00,fumbles_rec_td,0,,,,,
player,201109110kan,buf,WillAa00,fumbles_forced,0,,,,,
player,201109110kan,buf,BattDa99,def_int,0,,,,,
player,201109110kan,buf,BattDa99,def_int_yds,0,,,,,
player,201109110kan,buf,BattDa99,def_int_td,0,,,,,
player,201109110kan,buf,BattDa99,def_int_long,0,,,,,
player,201109110kan,buf,BattDa99,pass_defended,0,,,,,
player,201109110kan,buf,BattDa99,sacks,0.0,,,,,
player,201109110kan,buf,BattDa99,tackles_combined,2,,,,,
player,201109110kan,buf,BattDa99,tackles_solo,2,,,,,
player,201109110kan,buf,BattDa99,tackles_assists,0,,,,,
player,201109110kan,buf,BattDa99,tackles_loss,1,,,,,
player,201109110kan,buf,BattDa99,qb_hits,0,,,,,
player,201109110kan,buf,BattDa99,fumbles_rec,0,,,,,
player,201109110kan,buf,BattDa99,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,BattDa99,fumbles_rec_td,0,,,,,
player,201109110kan,buf,BattDa99,fumbles_forced,0,,,,,
player,201109110kan,buf,DareMa00,def_int,0,,,,,
player,201109110kan,buf,DareMa00,def_int_yds,0,,,,,
player,201109110kan,buf,DareMa00,def_int_td,0,,,,,
player,201109110kan,buf,DareMa00,def_int_long,0,,,,,
player,201109110kan,buf,DareMa00,pass_defended,0,,,,,
player,201109110kan,buf,DareMa00,sacks,0.0,,,,,
player,201109110kan,buf,DareMa00,tackles_combined,2,,,,,
player,201109110kan,buf,DareMa00,tackles_solo,2,,,,,
player,201109110kan,buf,DareMa00,tackles_assists,0,,,,,
player,201109110kan,buf,DareMa00,tackles_loss,0,,,,,
player,201109110kan,buf,DareMa00,qb_hits,0,,,,,
player,201109110kan,buf,DareMa00,fumbles_rec,0,,,,,
player,201109110kan,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201109110kan,buf,DareMa00,fumbles_forced,0,,,,,
player,201109110kan,buf,ShepKe00,def_int,0,,,,,
player,201109110kan,buf,ShepKe00,def_int_yds,0,,,,,
player,201109110kan,buf,ShepKe00,def_int_td,0,,,,,
player,201109110kan,buf,ShepKe00,def_int_long,0,,,,,
player,201109110kan,buf,ShepKe00,pass_defended,0,,,,,
player,201109110kan,buf,ShepKe00,sacks,0.0,,,,,
player,201109110kan,buf,ShepKe00,tackles_combined,2,,,,,
player,201109110kan,buf,ShepKe00,tackles_solo,1,,,,,
player,201109110kan,buf,ShepKe00,tackles_assists,1,,,,,
player,201109110kan,buf,ShepKe00,tackles_loss,1,,,,,
player,201109110kan,buf,ShepKe00,qb_hits,0,,,,,
player,201109110kan,buf,ShepKe00,fumbles_rec,1,,,,,
player,201109110kan,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201109110kan,buf,ShepKe00,fumbles_forced,0,,,,,
player,201109110kan,buf,WhitCh03,def_int,0,,,,,
player,201109110kan,buf,WhitCh03,def_int_yds,0,,,,,
player,201109110kan,buf,WhitCh03,def_int_td,0,,,,,
player,201109110kan,buf,WhitCh03,def_int_long,0,,,,,
player,201109110kan,buf,WhitCh03,pass_defended,0,,,,,
player,201109110kan,buf,WhitCh03,sacks,0.0,,,,,
player,201109110kan,buf,WhitCh03,tackles_combined,2,,,,,
player,201109110kan,buf,WhitCh03,tackles_solo,2,,,,,
player,201109110kan,buf,WhitCh03,tackles_assists,0,,,,,
player,201109110kan,buf,WhitCh03,tackles_loss,0,,,,,
player,201109110kan,buf,WhitCh03,qb_hits,0,,,,,
player,201109110kan,buf,WhitCh03,fumbles_rec,0,,,,,
player,201109110kan,buf,WhitCh03,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,WhitCh03,fumbles_rec_td,0,,,,,
player,201109110kan,buf,WhitCh03,fumbles_forced,1,,,,,
player,201109110kan,buf,WhitJo01,def_int,0,,,,,
player,201109110kan,buf,WhitJo01,def_int_yds,0,,,,,
player,201109110kan,buf,WhitJo01,def_int_td,0,,,,,
player,201109110kan,buf,WhitJo01,def_int_long,0,,,,,
player,201109110kan,buf,WhitJo01,pass_defended,0,,,,,
player,201109110kan,buf,WhitJo01,sacks,0.0,,,,,
player,201109110kan,buf,WhitJo01,tackles_combined,2,,,,,
player,201109110kan,buf,WhitJo01,tackles_solo,2,,,,,
player,201109110kan,buf,WhitJo01,tackles_assists,0,,,,,
player,201109110kan,buf,WhitJo01,tackles_loss,0,,,,,
player,201109110kan,buf,WhitJo01,qb_hits,0,,,,,
player,201109110kan,buf,WhitJo01,fumbles_rec,0,,,,,
player,201109110kan,buf,WhitJo01,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,WhitJo01,fumbles_rec_td,0,,,,,
player,201109110kan,buf,WhitJo01,fumbles_forced,0,,,,,
player,201109110kan,buf,EdwaDw20,def_int,0,,,,,
player,201109110kan,buf,EdwaDw20,def_int_yds,0,,,,,
player,201109110kan,buf,EdwaDw20,def_int_td,0,,,,,
player,201109110kan,buf,EdwaDw20,def_int_long,0,,,,,
player,201109110kan,buf,EdwaDw20,pass_defended,0,,,,,
player,201109110kan,buf,EdwaDw20,sacks,0.0,,,,,
player,201109110kan,buf,EdwaDw20,tackles_combined,1,,,,,
player,201109110kan,buf,EdwaDw20,tackles_solo,1,,,,,
player,201109110kan,buf,EdwaDw20,tackles_assists,0,,,,,
player,201109110kan,buf,EdwaDw20,tackles_loss,1,,,,,
player,201109110kan,buf,EdwaDw20,qb_hits,1,,,,,
player,201109110kan,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201109110kan,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201109110kan,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201109110kan,buf,KelsCh21,def_int,0,,,,,
player,201109110kan,buf,KelsCh21,def_int_yds,0,,,,,
player,201109110kan,buf,KelsCh21,def_int_td,0,,,,,
player,201109110kan,buf,KelsCh21,def_int_long,0,,,,,
player,201109110kan,buf,KelsCh21,pass_defended,0,,,,,
player,201109110kan,buf,KelsCh21,sacks,0.0,,,,,
player,201109110kan,buf,KelsCh21,tackles_combined,1,,,,,
player,201109110kan,buf,KelsCh21,tackles_solo,1,,,,,
player,201109110kan,buf,KelsCh21,tackles_assists,0,,,,,
player,201109110kan,buf,KelsCh21,tackles_loss,0,,,,,
player,201109110kan,buf,KelsCh21,qb_hits,0,,,,,
player,201109110kan,buf,KelsCh21,fumbles_rec,0,,,,,
player,201109110kan,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201109110kan,buf,KelsCh21,fumbles_forced,0,,,,,
player,201109110kan,buf,linderia01,def_int,0,,,,,
player,201109110kan,buf,linderia01,def_int_yds,0,,,,,
player,201109110kan,buf,linderia01,def_int_td,0,,,,,
player,201109110kan,buf,linderia01,def_int_long,0,,,,,
player,201109110kan,buf,linderia01,pass_defended,0,,,,,
player,201109110kan,buf,linderia01,sacks,0.0,,,,,
player,201109110kan,buf,linderia01,tackles_combined,1,,,,,
player,201109110kan,buf,linderia01,tackles_solo,1,,,,,
player,201109110kan,buf,linderia01,tackles_assists,0,,,,,
player,201109110kan,buf,linderia01,tackles_loss,0,,,,,
player,201109110kan,buf,linderia01,qb_hits,0,,,,,
player,201109110kan,buf,linderia01,fumbles_rec,0,,,,,
player,201109110kan,buf,linderia01,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,linderia01,fumbles_rec_td,0,,,,,
player,201109110kan,buf,linderia01,fumbles_forced,0,,,,,
player,201109110kan,buf,McInCo00,def_int,0,,,,,
player,201109110kan,buf,McInCo00,def_int_yds,0,,,,,
player,201109110kan,buf,McInCo00,def_int_td,0,,,,,
player,201109110kan,buf,McInCo00,def_int_long,0,,,,,
player,201109110kan,buf,McInCo00,pass_defended,0,,,,,
player,201109110kan,buf,McInCo00,sacks,0.0,,,,,
player,201109110kan,buf,McInCo00,tackles_combined,1,,,,,
player,201109110kan,buf,McInCo00,tackles_solo,0,,,,,
player,201109110kan,buf,McInCo00,tackles_assists,1,,,,,
player,201109110kan,buf,McInCo00,tackles_loss,0,,,,,
player,201109110kan,buf,McInCo00,qb_hits,0,,,,,
player,201109110kan,buf,McInCo00,fumbles_rec,0,,,,,
player,201109110kan,buf,McInCo00,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,McInCo00,fumbles_rec_td,0,,,,,
player,201109110kan,buf,McInCo00,fumbles_forced,0,,,,,
player,201109110kan,buf,MerrSh99,def_int,0,,,,,
player,201109110kan,buf,MerrSh99,def_int_yds,0,,,,,
player,201109110kan,buf,MerrSh99,def_int_td,0,,,,,
player,201109110kan,buf,MerrSh99,def_int_long,0,,,,,
player,201109110kan,buf,MerrSh99,pass_defended,0,,,,,
player,201109110kan,buf,MerrSh99,sacks,0.0,,,,,
player,201109110kan,buf,MerrSh99,tackles_combined,1,,,,,
player,201109110kan,buf,MerrSh99,tackles_solo,1,,,,,
player,201109110kan,buf,MerrSh99,tackles_assists,0,,,,,
player,201109110kan,buf,MerrSh99,tackles_loss,0,,,,,
player,201109110kan,buf,MerrSh99,qb_hits,0,,,,,
player,201109110kan,buf,MerrSh99,fumbles_rec,0,,,,,
player,201109110kan,buf,MerrSh99,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,MerrSh99,fumbles_rec_td,0,,,,,
player,201109110kan,buf,MerrSh99,fumbles_forced,0,,,,,
player,201109110kan,buf,MorrKi20,def_int,0,,,,,
player,201109110kan,buf,MorrKi20,def_int_yds,0,,,,,
player,201109110kan,buf,MorrKi20,def_int_td,0,,,,,
player,201109110kan,buf,MorrKi20,def_int_long,0,,,,,
player,201109110kan,buf,MorrKi20,pass_defended,0,,,,,
player,201109110kan,buf,MorrKi20,sacks,0.0,,,,,
player,201109110kan,buf,MorrKi20,tackles_combined,1,,,,,
player,201109110kan,buf,MorrKi20,tackles_solo,1,,,,,
player,201109110kan,buf,MorrKi20,tackles_assists,0,,,,,
player,201109110kan,buf,MorrKi20,tackles_loss,0,,,,,
player,201109110kan,buf,MorrKi20,qb_hits,0,,,,,
player,201109110kan,buf,MorrKi20,fumbles_rec,0,,,,,
player,201109110kan,buf,MorrKi20,fumbles_rec_yds,0,,,,,
player,201109110kan,buf,MorrKi20,fumbles_rec_td,0,,,,,
player,201109110kan,buf,MorrKi20,fumbles_forced,0,,,,,
player,201109110kan,kan,FlowBr99,def_int,1,,,,,
player,201109110kan,kan,FlowBr99,def_int_yds,0,,,,,
player,201109110kan,kan,FlowBr99,def_int_td,0,,,,,
player,201109110kan,kan,FlowBr99,def_int_long,0,,,,,
player,201109110kan,kan,FlowBr99,pass_defended,2,,,,,
player,201109110kan,kan,FlowBr99,sacks,0.0,,,,,
player,201109110kan,kan,FlowBr99,tackles_combined,2,,,,,
player,201109110kan,kan,FlowBr99,tackles_solo,2,,,,,
player,201109110kan,kan,FlowBr99,tackles_assists,0,,,,,
player,201109110kan,kan,FlowBr99,tackles_loss,1,,,,,
player,201109110kan,kan,FlowBr99,qb_hits,0,,,,,
player,201109110kan,kan,FlowBr99,fumbles_rec,0,,,,,
player,201109110kan,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201109110kan,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201109110kan,kan,FlowBr99,fumbles_forced,0,,,,,
player,201109110kan,kan,HaliTa20,def_int,0,,,,,
player,201109110kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201109110kan,kan,HaliTa20,def_int_td,0,,,,,
player,201109110kan,kan,HaliTa20,def_int_long,0,,,,,
player,201109110kan,kan,HaliTa20,pass_defended,0,,,,,
player,201109110kan,kan,HaliTa20,sacks,1.0,,,,,
player,201109110kan,kan,HaliTa20,tackles_combined,6,,,,,
player,201109110kan,kan,HaliTa20,tackles_solo,4,,,,,
player,201109110kan,kan,HaliTa20,tackles_assists,2,,,,,
player,201109110kan,kan,HaliTa20,tackles_loss,2,,,,,
player,201109110kan,kan,HaliTa20,qb_hits,2,,,,,
player,201109110kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201109110kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201109110kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201109110kan,kan,HaliTa20,fumbles_forced,0,,,,,
player,201109110kan,kan,McGrJo21,def_int,0,,,,,
player,201109110kan,kan,McGrJo21,def_int_yds,0,,,,,
player,201109110kan,kan,McGrJo21,def_int_td,0,,,,,
player,201109110kan,kan,McGrJo21,def_int_long,0,,,,,
player,201109110kan,kan,McGrJo21,pass_defended,0,,,,,
player,201109110kan,kan,McGrJo21,sacks,0.0,,,,,
player,201109110kan,kan,McGrJo21,tackles_combined,8,,,,,
player,201109110kan,kan,McGrJo21,tackles_solo,8,,,,,
player,201109110kan,kan,McGrJo21,tackles_assists,0,,,,,
player,201109110kan,kan,McGrJo21,tackles_loss,0,,,,,
player,201109110kan,kan,McGrJo21,qb_hits,0,,,,,
player,201109110kan,kan,McGrJo21,fumbles_rec,0,,,,,
player,201109110kan,kan,McGrJo21,fumbles_rec_yds,0,,,,,
player,201109110kan,kan,McGrJo21,fumbles_rec_td,0,,,,,
player,201109110kan,kan,McGrJo21,fumbles_forced,0,,,,,
player,201109110kan,kan,BelcJo00,def_int,0,,,,,
player,201109110kan,kan,BelcJo00,def_int_yds,0,,,,,
player,201109110kan,kan,BelcJo00,def_int_td,0,,,,,
player,201109110kan,kan,BelcJo00,def_int_long,0,,,,,
player,201109110kan,kan,BelcJo00,pass_defended,0,,,,,
player,201109110kan,kan,BelcJo00,sacks,0.0,,,,,
player,201109110kan,kan,BelcJo00,tackles_combined,6,,,,,
player,201109110kan,kan,BelcJo00,tackles_solo,4,,,,,
player,201109110kan,kan,BelcJo00,tackles_assists,2,,,,,
player,201109110kan,kan,BelcJo00,tackles_loss,0,,,,,
player,201109110kan,kan,BelcJo00,qb_hits,0,,,,,
player,201109110kan,kan,BelcJo00,fumbles_rec,0,,,,,
player,201109110kan,kan,BelcJo00,fumbles_rec_yds,0,,,,,
player,201109110kan,kan,BelcJo00,fumbles_rec_td,0,,,,,
player,201109110kan,kan,BelcJo00,fumbles_forced,0,,,,,
player,201109110kan,kan,JohnDe25,def_int,0,,,,,
player,201109110kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201109110kan,kan,JohnDe25,def_int_td,0,,,,,
player,201109110kan,kan,JohnDe25,def_int_long,0,,,,,
player,201109110kan,kan,JohnDe25,pass_defended,0,,,,,
player,201109110kan,kan,JohnDe25,sacks,0.0,,,,,
player,201109110kan,kan,JohnDe25,tackles_combined,5,,,,,
player,201109110kan,kan,JohnDe25,tackles_solo,5,,,,,
player,201109110kan,kan,JohnDe25,tackles_assists,0,,,,,
player,201109110kan,kan,JohnDe25,tackles_loss,0,,,,,
player,201109110kan,kan,JohnDe25,qb_hits,0,,,,,
player,201109110kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201109110kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201109110kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201109110kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201109110kan,kan,WillDe22,def_int,0,,,,,
player,201109110kan,kan,WillDe22,def_int_yds,0,,,,,
player,201109110kan,kan,WillDe22,def_int_td,0,,,,,
player,201109110kan,kan,WillDe22,def_int_long,0,,,,,
player,201109110kan,kan,WillDe22,pass_defended,0,,,,,
player,201109110kan,kan,WillDe22,sacks,0.0,,,,,
player,201109110kan,kan,WillDe22,tackles_combined,5,,,,,
player,201109110kan,kan,WillDe22,tackles_solo,5,,,,,
player,201109110kan,kan,WillDe22,tackles_assists,0,,,,,
player,201109110kan,kan,WillDe22,tackles_loss,2,,,,,
player,201109110kan,kan,WillDe22,qb_hits,0,,,,,
player,201109110kan,kan,WillDe22,fumbles_rec,0,,,,,
player,201109110kan,kan,WillDe22,fumbles_rec_yds,0,,,,,
player,201109110kan,kan,WillDe22,fumbles_rec_td,0,,,,,
player,201109110kan,kan,WillDe22,fumbles_forced,0,,,,,
player,201109110kan,kan,DorsGl99,def_int,0,,,,,
player,201109110kan,kan,DorsGl99,def_int_yds,0,,,,,
player,201109110kan,kan,DorsGl99,def_int_td,0,,,,,
player,201109110kan,kan,DorsGl99,def_int_long,0,,,,,
player,201109110kan,kan,DorsGl99,pass_defended,0,,,,,
player,201109110kan,kan,DorsGl99,sacks,0.0,,,,,
player,201109110kan,kan,DorsGl99,tackles_combined,4,,,,,
player,201109110kan,kan,DorsGl99,tackles_solo,2,,,,,
player,201109110kan,kan,DorsGl99,tackles_assists,2,,,,,
player,201109110kan,kan,DorsGl99,tackles_loss,0,,,,,
player,201109110kan,kan,DorsGl99,qb_hits,0,,,,,
player,201109110kan,kan,DorsGl99,fumbles_rec,0,,,,,
player,201109110kan,kan,DorsGl99,fumbles_rec_yds,0,,,,,
player,201109110kan,kan,DorsGl99,fumbles_rec_td,0,,,,,
player,201109110kan,kan,DorsGl99,fumbles_forced,0,,,,,
player,201109110kan,kan,LewiKe00,def_int,0,,,,,
player,201109110kan,kan,LewiKe00,def_int_yds,0,,,,,
player,201109110kan,kan,LewiKe00,def_int_td,0,,,,,
player,201109110kan,kan,LewiKe00,def_int_long,0,,,,,
player,201109110kan,kan,LewiKe00,pass_defended,0,,,,,
player,201109110kan,kan,LewiKe00,sacks,0.0,,,,,
player,201109110kan,kan,LewiKe00,tackles_combined,4,,,,,
player,201109110kan,kan,LewiKe00,tackles_solo,4,,,,,
player,201109110kan,kan,LewiKe00,tackles_assists,0,,,,,
player,201109110kan,kan,LewiKe00,tackles_loss,0,,,,,
player,201109110kan,kan,LewiKe00,qb_hits,0,,,,,
player,201109110kan,kan,LewiKe00,fumbles_rec,0,,,,,
player,201109110kan,kan,LewiKe00,fumbles_rec_yds,0,,,,,
player,201109110kan,kan,LewiKe00,fumbles_rec_td,0,,,,,
player,201109110kan,kan,LewiKe00,fumbles_forced,0,,,,,
player,201109110kan,kan,PiscSa99,def_int,0,,,,,
player,201109110kan,kan,PiscSa99,def_int_yds,0,,,,,
player,201109110kan,kan,PiscSa99,def_int_td,0,,,,,
player,201109110kan,kan,PiscSa99,def_int_long,0,,,,,
player,201109110kan,kan,PiscSa99,pass_defended,0,,,,,
player,201109110kan,kan,PiscSa99,sacks,0.0,,,,,
player,201109110kan,kan,PiscSa99,tackles_combined,4,,,,,
player,201109110kan,kan,PiscSa99,tackles_solo,4,,,,,
player,201109110kan,kan,PiscSa99,tackles_assists,0,,,,,
player,201109110kan,kan,PiscSa99,tackles_loss,0,,,,,
player,201109110kan,kan,PiscSa99,qb_hits,0,,,,,
player,201109110kan,kan,PiscSa99,fumbles_rec,0,,,,,
player,201109110kan,kan,PiscSa99,fumbles_rec_yds,0,,,,,
player,201109110kan,kan,PiscSa99,fumbles_rec_td,0,,,,,
player,201109110kan,kan,PiscSa99,fumbles_forced,0,,,,,
player,201109110kan,kan,ArenJa99,def_int,0,,,,,
player,201109110kan,kan,ArenJa99,def_int_yds,0,,,,,
player,201109110kan,kan,ArenJa99,def_int_td,0,,,,,
player,201109110kan,kan,ArenJa99,def_int_long,0,,,,,
player,201109110kan,kan,ArenJa99,pass_defended,0,,,,,
player,201109110kan,kan,ArenJa99,sacks,0.0,,,,,
player,201109110kan,kan,ArenJa99,tackles_combined,3,,,,,
player,201109110kan,kan,ArenJa99,tackles_solo,3,,,,,
player,201109110kan,kan,ArenJa99,tackles_assists,0,,,,,
player,201109110kan,kan,ArenJa99,tackles_loss,0,,,,,
player,201109110kan,kan,ArenJa99,qb_hits,2,,,,,
player,201109110kan,kan,ArenJa99,fumbles_rec,0,,,,,
