game,2011,5,20111009,201110090buf,phi,"Philadelphia Eagles",24,buf,"Buffalo Bills",31
player,201110090buf,phi,RollBr00,fumbles_rec,0,,,,,
player,201110090buf,phi,RollBr00,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,RollBr00,fumbles_rec_td,0,,,,,
player,201110090buf,phi,RollBr00,fumbles_forced,0,,,,,
player,201110090buf,phi,AsomNn20,def_int,0,,,,,
player,201110090buf,phi,AsomNn20,def_int_yds,0,,,,,
player,201110090buf,phi,AsomNn20,def_int_td,0,,,,,
player,201110090buf,phi,AsomNn20,def_int_long,0,,,,,
player,201110090buf,phi,AsomNn20,pass_defended,0,,,,,
player,201110090buf,phi,AsomNn20,sacks,0.0,,,,,
player,201110090buf,phi,AsomNn20,tackles_combined,5,,,,,
player,201110090buf,phi,AsomNn20,tackles_solo,4,,,,,
player,201110090buf,phi,AsomNn20,tackles_assists,1,,,,,
player,201110090buf,phi,AsomNn20,tackles_loss,1,,,,,
player,201110090buf,phi,AsomNn20,qb_hits,0,,,,,
player,201110090buf,phi,AsomNn20,fumbles_rec,0,,,,,
player,201110090buf,phi,AsomNn20,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,AsomNn20,fumbles_rec_td,0,,,,,
player,201110090buf,phi,AsomNn20,fumbles_forced,0,,,,,
player,201110090buf,phi,BabiJa20,def_int,0,,,,,
player,201110090buf,phi,BabiJa20,def_int_yds,0,,,,,
player,201110090buf,phi,BabiJa20,def_int_td,0,,,,,
player,201110090buf,phi,BabiJa20,def_int_long,0,,,,,
player,201110090buf,phi,BabiJa20,pass_defended,0,,,,,
player,201110090buf,phi,BabiJa20,sacks,0.0,,,,,
player,201110090buf,phi,BabiJa20,tackles_combined,5,,,,,
player,201110090buf,phi,BabiJa20,tackles_solo,3,,,,,
player,201110090buf,phi,BabiJa20,tackles_assists,2,,,,,
player,201110090buf,phi,BabiJa20,tackles_loss,1,,,,,
player,201110090buf,phi,BabiJa20,qb_hits,2,,,,,
player,201110090buf,phi,BabiJa20,fumbles_rec,0,,,,,
player,201110090buf,phi,BabiJa20,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,BabiJa20,fumbles_rec_td,0,,,,,
player,201110090buf,phi,BabiJa20,fumbles_forced,0,,,,,
player,201110090buf,phi,FokoMo99,def_int,0,,,,,
player,201110090buf,phi,FokoMo99,def_int_yds,0,,,,,
player,201110090buf,phi,FokoMo99,def_int_td,0,,,,,
player,201110090buf,phi,FokoMo99,def_int_long,0,,,,,
player,201110090buf,phi,FokoMo99,pass_defended,0,,,,,
player,201110090buf,phi,FokoMo99,sacks,0.0,,,,,
player,201110090buf,phi,FokoMo99,tackles_combined,3,,,,,
player,201110090buf,phi,FokoMo99,tackles_solo,0,,,,,
player,201110090buf,phi,FokoMo99,tackles_assists,3,,,,,
player,201110090buf,phi,FokoMo99,tackles_loss,0,,,,,
player,201110090buf,phi,FokoMo99,qb_hits,0,,,,,
player,201110090buf,phi,FokoMo99,fumbles_rec,0,,,,,
player,201110090buf,phi,FokoMo99,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,FokoMo99,fumbles_rec_td,0,,,,,
player,201110090buf,phi,FokoMo99,fumbles_forced,0,,,,,
player,201110090buf,phi,RodgDo99,def_int,0,,,,,
player,201110090buf,phi,RodgDo99,def_int_yds,0,,,,,
player,201110090buf,phi,RodgDo99,def_int_td,0,,,,,
player,201110090buf,phi,RodgDo99,def_int_long,0,,,,,
player,201110090buf,phi,RodgDo99,pass_defended,1,,,,,
player,201110090buf,phi,RodgDo99,sacks,0.0,,,,,
player,201110090buf,phi,RodgDo99,tackles_combined,3,,,,,
player,201110090buf,phi,RodgDo99,tackles_solo,3,,,,,
player,201110090buf,phi,RodgDo99,tackles_assists,0,,,,,
player,201110090buf,phi,RodgDo99,tackles_loss,0,,,,,
player,201110090buf,phi,RodgDo99,qb_hits,0,,,,,
player,201110090buf,phi,RodgDo99,fumbles_rec,0,,,,,
player,201110090buf,phi,RodgDo99,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,RodgDo99,fumbles_rec_td,0,,,,,
player,201110090buf,phi,RodgDo99,fumbles_forced,0,,,,,
player,201110090buf,phi,TappDa20,def_int,0,,,,,
player,201110090buf,phi,TappDa20,def_int_yds,0,,,,,
player,201110090buf,phi,TappDa20,def_int_td,0,,,,,
player,201110090buf,phi,TappDa20,def_int_long,0,,,,,
player,201110090buf,phi,TappDa20,pass_defended,0,,,,,
player,201110090buf,phi,TappDa20,sacks,0.0,,,,,
player,201110090buf,phi,TappDa20,tackles_combined,3,,,,,
player,201110090buf,phi,TappDa20,tackles_solo,2,,,,,
player,201110090buf,phi,TappDa20,tackles_assists,1,,,,,
player,201110090buf,phi,TappDa20,tackles_loss,1,,,,,
player,201110090buf,phi,TappDa20,qb_hits,1,,,,,
player,201110090buf,phi,TappDa20,fumbles_rec,0,,,,,
player,201110090buf,phi,TappDa20,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,TappDa20,fumbles_rec_td,0,,,,,
player,201110090buf,phi,TappDa20,fumbles_forced,0,,,,,
player,201110090buf,phi,ColeKu99,def_int,0,,,,,
player,201110090buf,phi,ColeKu99,def_int_yds,0,,,,,
player,201110090buf,phi,ColeKu99,def_int_td,0,,,,,
player,201110090buf,phi,ColeKu99,def_int_long,0,,,,,
player,201110090buf,phi,ColeKu99,pass_defended,0,,,,,
player,201110090buf,phi,ColeKu99,sacks,0.0,,,,,
player,201110090buf,phi,ColeKu99,tackles_combined,2,,,,,
player,201110090buf,phi,ColeKu99,tackles_solo,0,,,,,
player,201110090buf,phi,ColeKu99,tackles_assists,2,,,,,
player,201110090buf,phi,ColeKu99,tackles_loss,0,,,,,
player,201110090buf,phi,ColeKu99,qb_hits,0,,,,,
player,201110090buf,phi,ColeKu99,fumbles_rec,0,,,,,
player,201110090buf,phi,ColeKu99,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,ColeKu99,fumbles_rec_td,0,,,,,
player,201110090buf,phi,ColeKu99,fumbles_forced,0,,,,,
player,201110090buf,phi,LawsTr99,def_int,0,,,,,
player,201110090buf,phi,LawsTr99,def_int_yds,0,,,,,
player,201110090buf,phi,LawsTr99,def_int_td,0,,,,,
player,201110090buf,phi,LawsTr99,def_int_long,0,,,,,
player,201110090buf,phi,LawsTr99,pass_defended,0,,,,,
player,201110090buf,phi,LawsTr99,sacks,0.0,,,,,
player,201110090buf,phi,LawsTr99,tackles_combined,2,,,,,
player,201110090buf,phi,LawsTr99,tackles_solo,1,,,,,
player,201110090buf,phi,LawsTr99,tackles_assists,1,,,,,
player,201110090buf,phi,LawsTr99,tackles_loss,1,,,,,
player,201110090buf,phi,LawsTr99,qb_hits,0,,,,,
player,201110090buf,phi,LawsTr99,fumbles_rec,0,,,,,
player,201110090buf,phi,LawsTr99,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,LawsTr99,fumbles_rec_td,0,,,,,
player,201110090buf,phi,LawsTr99,fumbles_forced,0,,,,,
player,201110090buf,phi,PattMi20,def_int,0,,,,,
player,201110090buf,phi,PattMi20,def_int_yds,0,,,,,
player,201110090buf,phi,PattMi20,def_int_td,0,,,,,
player,201110090buf,phi,PattMi20,def_int_long,0,,,,,
player,201110090buf,phi,PattMi20,pass_defended,0,,,,,
player,201110090buf,phi,PattMi20,sacks,0.0,,,,,
player,201110090buf,phi,PattMi20,tackles_combined,2,,,,,
player,201110090buf,phi,PattMi20,tackles_solo,1,,,,,
player,201110090buf,phi,PattMi20,tackles_assists,1,,,,,
player,201110090buf,phi,PattMi20,tackles_loss,0,,,,,
player,201110090buf,phi,PattMi20,qb_hits,0,,,,,
player,201110090buf,phi,PattMi20,fumbles_rec,0,,,,,
player,201110090buf,phi,PattMi20,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,PattMi20,fumbles_rec_td,0,,,,,
player,201110090buf,phi,PattMi20,fumbles_forced,0,,,,,
player,201110090buf,phi,AndeCo01,def_int,0,,,,,
player,201110090buf,phi,AndeCo01,def_int_yds,0,,,,,
player,201110090buf,phi,AndeCo01,def_int_td,0,,,,,
player,201110090buf,phi,AndeCo01,def_int_long,0,,,,,
player,201110090buf,phi,AndeCo01,pass_defended,0,,,,,
player,201110090buf,phi,AndeCo01,sacks,0.0,,,,,
player,201110090buf,phi,AndeCo01,tackles_combined,1,,,,,
player,201110090buf,phi,AndeCo01,tackles_solo,1,,,,,
player,201110090buf,phi,AndeCo01,tackles_assists,0,,,,,
player,201110090buf,phi,AndeCo01,tackles_loss,0,,,,,
player,201110090buf,phi,AndeCo01,qb_hits,0,,,,,
player,201110090buf,phi,AndeCo01,fumbles_rec,0,,,,,
player,201110090buf,phi,AndeCo01,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,AndeCo01,fumbles_rec_td,0,,,,,
player,201110090buf,phi,AndeCo01,fumbles_forced,0,,,,,
player,201110090buf,phi,CoopRi00,def_int,0,,,,,
player,201110090buf,phi,CoopRi00,def_int_yds,0,,,,,
player,201110090buf,phi,CoopRi00,def_int_td,0,,,,,
player,201110090buf,phi,CoopRi00,def_int_long,0,,,,,
player,201110090buf,phi,CoopRi00,pass_defended,0,,,,,
player,201110090buf,phi,CoopRi00,sacks,0.0,,,,,
player,201110090buf,phi,CoopRi00,tackles_combined,1,,,,,
player,201110090buf,phi,CoopRi00,tackles_solo,0,,,,,
player,201110090buf,phi,CoopRi00,tackles_assists,1,,,,,
player,201110090buf,phi,CoopRi00,tackles_loss,0,,,,,
player,201110090buf,phi,CoopRi00,qb_hits,0,,,,,
player,201110090buf,phi,CoopRi00,fumbles_rec,0,,,,,
player,201110090buf,phi,CoopRi00,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,CoopRi00,fumbles_rec_td,0,,,,,
player,201110090buf,phi,CoopRi00,fumbles_forced,0,,,,,
player,201110090buf,phi,HansJo20,def_int,0,,,,,
player,201110090buf,phi,HansJo20,def_int_yds,0,,,,,
player,201110090buf,phi,HansJo20,def_int_td,0,,,,,
player,201110090buf,phi,HansJo20,def_int_long,0,,,,,
player,201110090buf,phi,HansJo20,pass_defended,0,,,,,
player,201110090buf,phi,HansJo20,sacks,0.0,,,,,
player,201110090buf,phi,HansJo20,tackles_combined,1,,,,,
player,201110090buf,phi,HansJo20,tackles_solo,1,,,,,
player,201110090buf,phi,HansJo20,tackles_assists,0,,,,,
player,201110090buf,phi,HansJo20,tackles_loss,0,,,,,
player,201110090buf,phi,HansJo20,qb_hits,0,,,,,
player,201110090buf,phi,HansJo20,fumbles_rec,0,,,,,
player,201110090buf,phi,HansJo20,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,HansJo20,fumbles_rec_td,0,,,,,
player,201110090buf,phi,HansJo20,fumbles_forced,0,,,,,
player,201110090buf,phi,HughBr99,def_int,0,,,,,
player,201110090buf,phi,HughBr99,def_int_yds,0,,,,,
player,201110090buf,phi,HughBr99,def_int_td,0,,,,,
player,201110090buf,phi,HughBr99,def_int_long,0,,,,,
player,201110090buf,phi,HughBr99,pass_defended,0,,,,,
player,201110090buf,phi,HughBr99,sacks,0.0,,,,,
player,201110090buf,phi,HughBr99,tackles_combined,1,,,,,
player,201110090buf,phi,HughBr99,tackles_solo,0,,,,,
player,201110090buf,phi,HughBr99,tackles_assists,1,,,,,
player,201110090buf,phi,HughBr99,tackles_loss,0,,,,,
player,201110090buf,phi,HughBr99,qb_hits,0,,,,,
player,201110090buf,phi,HughBr99,fumbles_rec,0,,,,,
player,201110090buf,phi,HughBr99,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,HughBr99,fumbles_rec_td,0,,,,,
player,201110090buf,phi,HughBr99,fumbles_forced,0,,,,,
player,201110090buf,phi,LandDe99,def_int,0,,,,,
player,201110090buf,phi,LandDe99,def_int_yds,0,,,,,
player,201110090buf,phi,LandDe99,def_int_td,0,,,,,
player,201110090buf,phi,LandDe99,def_int_long,0,,,,,
player,201110090buf,phi,LandDe99,pass_defended,0,,,,,
player,201110090buf,phi,LandDe99,sacks,0.0,,,,,
player,201110090buf,phi,LandDe99,tackles_combined,1,,,,,
player,201110090buf,phi,LandDe99,tackles_solo,1,,,,,
player,201110090buf,phi,LandDe99,tackles_assists,0,,,,,
player,201110090buf,phi,LandDe99,tackles_loss,0,,,,,
player,201110090buf,phi,LandDe99,qb_hits,0,,,,,
player,201110090buf,phi,LandDe99,fumbles_rec,0,,,,,
player,201110090buf,phi,LandDe99,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,LandDe99,fumbles_rec_td,0,,,,,
player,201110090buf,phi,LandDe99,fumbles_forced,0,,,,,
player,201110090buf,phi,ThomJu20,def_int,0,,,,,
player,201110090buf,phi,ThomJu20,def_int_yds,0,,,,,
player,201110090buf,phi,ThomJu20,def_int_td,0,,,,,
player,201110090buf,phi,ThomJu20,def_int_long,0,,,,,
player,201110090buf,phi,ThomJu20,pass_defended,0,,,,,
player,201110090buf,phi,ThomJu20,sacks,0.0,,,,,
player,201110090buf,phi,ThomJu20,tackles_combined,1,,,,,
player,201110090buf,phi,ThomJu20,tackles_solo,1,,,,,
player,201110090buf,phi,ThomJu20,tackles_assists,0,,,,,
player,201110090buf,phi,ThomJu20,tackles_loss,0,,,,,
player,201110090buf,phi,ThomJu20,qb_hits,0,,,,,
player,201110090buf,phi,ThomJu20,fumbles_rec,0,,,,,
player,201110090buf,phi,ThomJu20,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,ThomJu20,fumbles_rec_td,0,,,,,
player,201110090buf,phi,ThomJu20,fumbles_forced,0,,,,,
player,201110090buf,phi,HuntPh00,def_int,0,,,,,
player,201110090buf,phi,HuntPh00,def_int_yds,0,,,,,
player,201110090buf,phi,HuntPh00,def_int_td,0,,,,,
player,201110090buf,phi,HuntPh00,def_int_long,0,,,,,
player,201110090buf,phi,HuntPh00,pass_defended,0,,,,,
player,201110090buf,phi,HuntPh00,sacks,0.0,,,,,
player,201110090buf,phi,HuntPh00,tackles_combined,0,,,,,
player,201110090buf,phi,HuntPh00,tackles_solo,0,,,,,
player,201110090buf,phi,HuntPh00,tackles_assists,0,,,,,
player,201110090buf,phi,HuntPh00,tackles_loss,0,,,,,
player,201110090buf,phi,HuntPh00,qb_hits,1,,,,,
player,201110090buf,phi,HuntPh00,fumbles_rec,0,,,,,
player,201110090buf,phi,HuntPh00,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,HuntPh00,fumbles_rec_td,0,,,,,
player,201110090buf,phi,HuntPh00,fumbles_forced,0,,,,,
player,201110090buf,buf,BarnNi20,def_int,2,,,,,
player,201110090buf,buf,BarnNi20,def_int_yds,47,,,,,
player,201110090buf,buf,BarnNi20,def_int_td,1,,,,,
player,201110090buf,buf,BarnNi20,def_int_long,31,,,,,
player,201110090buf,buf,BarnNi20,pass_defended,2,,,,,
player,201110090buf,buf,BarnNi20,sacks,0.0,,,,,
player,201110090buf,buf,BarnNi20,tackles_combined,3,,,,,
player,201110090buf,buf,BarnNi20,tackles_solo,2,,,,,
player,201110090buf,buf,BarnNi20,tackles_assists,1,,,,,
player,201110090buf,buf,BarnNi20,tackles_loss,0,,,,,
player,201110090buf,buf,BarnNi20,qb_hits,0,,,,,
player,201110090buf,buf,BarnNi20,fumbles_rec,0,,,,,
player,201110090buf,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201110090buf,buf,BarnNi20,fumbles_forced,0,,,,,
player,201110090buf,buf,WilsGe01,def_int,1,,,,,
player,201110090buf,buf,WilsGe01,def_int_yds,1,,,,,
player,201110090buf,buf,WilsGe01,def_int_td,0,,,,,
player,201110090buf,buf,WilsGe01,def_int_long,1,,,,,
player,201110090buf,buf,WilsGe01,pass_defended,3,,,,,
player,201110090buf,buf,WilsGe01,sacks,0.0,,,,,
player,201110090buf,buf,WilsGe01,tackles_combined,11,,,,,
player,201110090buf,buf,WilsGe01,tackles_solo,11,,,,,
player,201110090buf,buf,WilsGe01,tackles_assists,0,,,,,
player,201110090buf,buf,WilsGe01,tackles_loss,1,,,,,
player,201110090buf,buf,WilsGe01,qb_hits,1,,,,,
player,201110090buf,buf,WilsGe01,fumbles_rec,0,,,,,
player,201110090buf,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201110090buf,buf,WilsGe01,fumbles_forced,0,,,,,
player,201110090buf,buf,CornRe99,def_int,1,,,,,
player,201110090buf,buf,CornRe99,def_int_yds,4,,,,,
player,201110090buf,buf,CornRe99,def_int_td,0,,,,,
player,201110090buf,buf,CornRe99,def_int_long,4,,,,,
player,201110090buf,buf,CornRe99,pass_defended,2,,,,,
player,201110090buf,buf,CornRe99,sacks,0.0,,,,,
player,201110090buf,buf,CornRe99,tackles_combined,1,,,,,
player,201110090buf,buf,CornRe99,tackles_solo,1,,,,,
player,201110090buf,buf,CornRe99,tackles_assists,0,,,,,
player,201110090buf,buf,CornRe99,tackles_loss,0,,,,,
player,201110090buf,buf,CornRe99,qb_hits,0,,,,,
player,201110090buf,buf,CornRe99,fumbles_rec,0,,,,,
player,201110090buf,buf,CornRe99,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,CornRe99,fumbles_rec_td,0,,,,,
player,201110090buf,buf,CornRe99,fumbles_forced,0,,,,,
player,201110090buf,buf,ByrdJa99,def_int,0,,,,,
player,201110090buf,buf,ByrdJa99,def_int_yds,0,,,,,
player,201110090buf,buf,ByrdJa99,def_int_td,0,,,,,
player,201110090buf,buf,ByrdJa99,def_int_long,0,,,,,
player,201110090buf,buf,ByrdJa99,pass_defended,1,,,,,
player,201110090buf,buf,ByrdJa99,sacks,0.0,,,,,
player,201110090buf,buf,ByrdJa99,tackles_combined,8,,,,,
player,201110090buf,buf,ByrdJa99,tackles_solo,8,,,,,
player,201110090buf,buf,ByrdJa99,tackles_assists,0,,,,,
player,201110090buf,buf,ByrdJa99,tackles_loss,1,,,,,
player,201110090buf,buf,ByrdJa99,qb_hits,0,,,,,
player,201110090buf,buf,ByrdJa99,fumbles_rec,1,,,,,
player,201110090buf,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201110090buf,buf,ByrdJa99,fumbles_forced,1,,,,,
player,201110090buf,buf,MoatAr00,def_int,0,,,,,
player,201110090buf,buf,MoatAr00,def_int_yds,0,,,,,
player,201110090buf,buf,MoatAr00,def_int_td,0,,,,,
player,201110090buf,buf,MoatAr00,def_int_long,0,,,,,
player,201110090buf,buf,MoatAr00,pass_defended,0,,,,,
player,201110090buf,buf,MoatAr00,sacks,0.0,,,,,
player,201110090buf,buf,MoatAr00,tackles_combined,5,,,,,
player,201110090buf,buf,MoatAr00,tackles_solo,3,,,,,
player,201110090buf,buf,MoatAr00,tackles_assists,2,,,,,
player,201110090buf,buf,MoatAr00,tackles_loss,0,,,,,
player,201110090buf,buf,MoatAr00,qb_hits,1,,,,,
player,201110090buf,buf,MoatAr00,fumbles_rec,0,,,,,
player,201110090buf,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201110090buf,buf,MoatAr00,fumbles_forced,0,,,,,
player,201110090buf,buf,ScotBr20,def_int,0,,,,,
player,201110090buf,buf,ScotBr20,def_int_yds,0,,,,,
player,201110090buf,buf,ScotBr20,def_int_td,0,,,,,
player,201110090buf,buf,ScotBr20,def_int_long,0,,,,,
player,201110090buf,buf,ScotBr20,pass_defended,0,,,,,
player,201110090buf,buf,ScotBr20,sacks,0.0,,,,,
player,201110090buf,buf,ScotBr20,tackles_combined,5,,,,,
player,201110090buf,buf,ScotBr20,tackles_solo,4,,,,,
player,201110090buf,buf,ScotBr20,tackles_assists,1,,,,,
player,201110090buf,buf,ScotBr20,tackles_loss,0,,,,,
player,201110090buf,buf,ScotBr20,qb_hits,0,,,,,
player,201110090buf,buf,ScotBr20,fumbles_rec,0,,,,,
player,201110090buf,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201110090buf,buf,ScotBr20,fumbles_forced,0,,,,,
player,201110090buf,buf,McKeLe99,def_int,0,,,,,
player,201110090buf,buf,McKeLe99,def_int_yds,0,,,,,
player,201110090buf,buf,McKeLe99,def_int_td,0,,,,,
player,201110090buf,buf,McKeLe99,def_int_long,0,,,,,
player,201110090buf,buf,McKeLe99,pass_defended,0,,,,,
player,201110090buf,buf,McKeLe99,sacks,0.0,,,,,
player,201110090buf,buf,McKeLe99,tackles_combined,4,,,,,
player,201110090buf,buf,McKeLe99,tackles_solo,4,,,,,
player,201110090buf,buf,McKeLe99,tackles_assists,0,,,,,
player,201110090buf,buf,McKeLe99,tackles_loss,0,,,,,
player,201110090buf,buf,McKeLe99,qb_hits,0,,,,,
player,201110090buf,buf,McKeLe99,fumbles_rec,0,,,,,
player,201110090buf,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201110090buf,buf,McKeLe99,fumbles_forced,0,,,,,
player,201110090buf,buf,ShepKe00,def_int,0,,,,,
player,201110090buf,buf,ShepKe00,def_int_yds,0,,,,,
player,201110090buf,buf,ShepKe00,def_int_td,0,,,,,
player,201110090buf,buf,ShepKe00,def_int_long,0,,,,,
player,201110090buf,buf,ShepKe00,pass_defended,0,,,,,
player,201110090buf,buf,ShepKe00,sacks,0.0,,,,,
player,201110090buf,buf,ShepKe00,tackles_combined,3,,,,,
player,201110090buf,buf,ShepKe00,tackles_solo,3,,,,,
player,201110090buf,buf,ShepKe00,tackles_assists,0,,,,,
player,201110090buf,buf,ShepKe00,tackles_loss,0,,,,,
player,201110090buf,buf,ShepKe00,qb_hits,1,,,,,
player,201110090buf,buf,ShepKe00,fumbles_rec,0,,,,,
player,201110090buf,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201110090buf,buf,ShepKe00,fumbles_forced,0,,,,,
player,201110090buf,buf,CarrAl99,def_int,0,,,,,
player,201110090buf,buf,CarrAl99,def_int_yds,0,,,,,
player,201110090buf,buf,CarrAl99,def_int_td,0,,,,,
player,201110090buf,buf,CarrAl99,def_int_long,0,,,,,
player,201110090buf,buf,CarrAl99,pass_defended,1,,,,,
player,201110090buf,buf,CarrAl99,sacks,0.0,,,,,
player,201110090buf,buf,CarrAl99,tackles_combined,2,,,,,
player,201110090buf,buf,CarrAl99,tackles_solo,2,,,,,
player,201110090buf,buf,CarrAl99,tackles_assists,0,,,,,
player,201110090buf,buf,CarrAl99,tackles_loss,1,,,,,
player,201110090buf,buf,CarrAl99,qb_hits,0,,,,,
player,201110090buf,buf,CarrAl99,fumbles_rec,0,,,,,
player,201110090buf,buf,CarrAl99,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,CarrAl99,fumbles_rec_td,0,,,,,
player,201110090buf,buf,CarrAl99,fumbles_forced,0,,,,,
player,201110090buf,buf,FlorDr20,def_int,0,,,,,
player,201110090buf,buf,FlorDr20,def_int_yds,0,,,,,
player,201110090buf,buf,FlorDr20,def_int_td,0,,,,,
player,201110090buf,buf,FlorDr20,def_int_long,0,,,,,
player,201110090buf,buf,FlorDr20,pass_defended,1,,,,,
player,201110090buf,buf,FlorDr20,sacks,0.0,,,,,
player,201110090buf,buf,FlorDr20,tackles_combined,2,,,,,
player,201110090buf,buf,FlorDr20,tackles_solo,2,,,,,
player,201110090buf,buf,FlorDr20,tackles_assists,0,,,,,
player,201110090buf,buf,FlorDr20,tackles_loss,0,,,,,
player,201110090buf,buf,FlorDr20,qb_hits,0,,,,,
player,201110090buf,buf,FlorDr20,fumbles_rec,0,,,,,
player,201110090buf,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201110090buf,buf,FlorDr20,fumbles_forced,0,,,,,
player,201110090buf,buf,JohnSp20,def_int,0,,,,,
player,201110090buf,buf,JohnSp20,def_int_yds,0,,,,,
player,201110090buf,buf,JohnSp20,def_int_td,0,,,,,
player,201110090buf,buf,JohnSp20,def_int_long,0,,,,,
player,201110090buf,buf,JohnSp20,pass_defended,0,,,,,
player,201110090buf,buf,JohnSp20,sacks,0.0,,,,,
player,201110090buf,buf,JohnSp20,tackles_combined,2,,,,,
player,201110090buf,buf,JohnSp20,tackles_solo,1,,,,,
player,201110090buf,buf,JohnSp20,tackles_assists,1,,,,,
player,201110090buf,buf,JohnSp20,tackles_loss,0,,,,,
player,201110090buf,buf,JohnSp20,qb_hits,0,,,,,
player,201110090buf,buf,JohnSp20,fumbles_rec,0,,,,,
player,201110090buf,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201110090buf,buf,JohnSp20,fumbles_forced,0,,,,,
player,201110090buf,buf,MartRu00,def_int,0,,,,,
player,201110090buf,buf,MartRu00,def_int_yds,0,,,,,
player,201110090buf,buf,MartRu00,def_int_td,0,,,,,
player,201110090buf,buf,MartRu00,def_int_long,0,,,,,
player,201110090buf,buf,MartRu00,pass_defended,0,,,,,
player,201110090buf,buf,MartRu00,sacks,0.0,,,,,
player,201110090buf,buf,MartRu00,tackles_combined,2,,,,,
player,201110090buf,buf,MartRu00,tackles_solo,1,,,,,
player,201110090buf,buf,MartRu00,tackles_assists,1,,,,,
player,201110090buf,buf,MartRu00,tackles_loss,0,,,,,
player,201110090buf,buf,MartRu00,qb_hits,0,,,,,
player,201110090buf,buf,MartRu00,fumbles_rec,0,,,,,
player,201110090buf,buf,MartRu00,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,MartRu00,fumbles_rec_td,0,,,,,
player,201110090buf,buf,MartRu00,fumbles_forced,0,,,,,
player,201110090buf,buf,SmitBr01,def_int,0,,,,,
player,201110090buf,buf,SmitBr01,def_int_yds,0,,,,,
player,201110090buf,buf,SmitBr01,def_int_td,0,,,,,
player,201110090buf,buf,SmitBr01,def_int_long,0,,,,,
player,201110090buf,buf,SmitBr01,pass_defended,0,,,,,
player,201110090buf,buf,SmitBr01,sacks,0.0,,,,,
player,201110090buf,buf,SmitBr01,tackles_combined,2,,,,,
player,201110090buf,buf,SmitBr01,tackles_solo,1,,,,,
player,201110090buf,buf,SmitBr01,tackles_assists,1,,,,,
player,201110090buf,buf,SmitBr01,tackles_loss,0,,,,,
player,201110090buf,buf,SmitBr01,qb_hits,0,,,,,
player,201110090buf,buf,SmitBr01,fumbles_rec,0,,,,,
player,201110090buf,buf,SmitBr01,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,SmitBr01,fumbles_rec_td,0,,,,,
player,201110090buf,buf,SmitBr01,fumbles_forced,0,,,,,
player,201110090buf,buf,DaviAn20,def_int,0,,,,,
player,201110090buf,buf,DaviAn20,def_int_yds,0,,,,,
player,201110090buf,buf,DaviAn20,def_int_td,0,,,,,
player,201110090buf,buf,DaviAn20,def_int_long,0,,,,,
player,201110090buf,buf,DaviAn20,pass_defended,0,,,,,
player,201110090buf,buf,DaviAn20,sacks,0.0,,,,,
player,201110090buf,buf,DaviAn20,tackles_combined,1,,,,,
player,201110090buf,buf,DaviAn20,tackles_solo,0,,,,,
player,201110090buf,buf,DaviAn20,tackles_assists,1,,,,,
player,201110090buf,buf,DaviAn20,tackles_loss,0,,,,,
player,201110090buf,buf,DaviAn20,qb_hits,0,,,,,
player,201110090buf,buf,DaviAn20,fumbles_rec,0,,,,,
player,201110090buf,buf,DaviAn20,fumbles_rec_yds,0,,,,,
