game,2011,17,20120101,201201010phi,was,"Washington Redskins",10,phi,"Philadelphia Eagles",34
player,201201010phi,was,GaffJa00,rush_att,0,,,,,
player,201201010phi,was,GaffJa00,rush_yds,0,,,,,
player,201201010phi,was,GaffJa00,rush_td,0,,,,,
player,201201010phi,was,GaffJa00,rush_long,0,,,,,
player,201201010phi,was,GaffJa00,targets,10,,,,,
player,201201010phi,was,GaffJa00,rec,4,,,,,
player,201201010phi,was,GaffJa00,rec_yds,28,,,,,
player,201201010phi,was,GaffJa00,rec_td,0,,,,,
player,201201010phi,was,GaffJa00,rec_long,13,,,,,
player,201201010phi,was,GaffJa00,fumbles,0,,,,,
player,201201010phi,was,GaffJa00,fumbles_lost,,,,,,
player,201201010phi,was,BankBr00,pass_cmp,0,,,,,
player,201201010phi,was,BankBr00,pass_att,0,,,,,
player,201201010phi,was,BankBr00,pass_yds,0,,,,,
player,201201010phi,was,BankBr00,pass_td,0,,,,,
player,201201010phi,was,BankBr00,pass_int,0,,,,,
player,201201010phi,was,BankBr00,pass_sacked,0,,,,,
player,201201010phi,was,BankBr00,pass_sacked_yds,0,,,,,
player,201201010phi,was,BankBr00,pass_long,0,,,,,
player,201201010phi,was,BankBr00,pass_rating,,,,,,
player,201201010phi,was,BankBr00,rush_att,0,,,,,
player,201201010phi,was,BankBr00,rush_yds,0,,,,,
player,201201010phi,was,BankBr00,rush_td,0,,,,,
player,201201010phi,was,BankBr00,rush_long,0,,,,,
player,201201010phi,was,BankBr00,targets,1,,,,,
player,201201010phi,was,BankBr00,rec,1,,,,,
player,201201010phi,was,BankBr00,rec_yds,10,,,,,
player,201201010phi,was,BankBr00,rec_td,0,,,,,
player,201201010phi,was,BankBr00,rec_long,10,,,,,
player,201201010phi,was,BankBr00,fumbles,1,,,,,
player,201201010phi,was,BankBr00,fumbles_lost,0,,,,,
player,201201010phi,was,StalDo00,pass_cmp,0,,,,,
player,201201010phi,was,StalDo00,pass_att,0,,,,,
player,201201010phi,was,StalDo00,pass_yds,0,,,,,
player,201201010phi,was,StalDo00,pass_td,0,,,,,
player,201201010phi,was,StalDo00,pass_int,0,,,,,
player,201201010phi,was,StalDo00,pass_sacked,0,,,,,
player,201201010phi,was,StalDo00,pass_sacked_yds,0,,,,,
player,201201010phi,was,StalDo00,pass_long,0,,,,,
player,201201010phi,was,StalDo00,pass_rating,,,,,,
player,201201010phi,was,StalDo00,rush_att,0,,,,,
player,201201010phi,was,StalDo00,rush_yds,0,,,,,
player,201201010phi,was,StalDo00,rush_td,0,,,,,
player,201201010phi,was,StalDo00,rush_long,0,,,,,
player,201201010phi,was,StalDo00,targets,1,,,,,
player,201201010phi,was,StalDo00,rec,1,,,,,
player,201201010phi,was,StalDo00,rec_yds,8,,,,,
player,201201010phi,was,StalDo00,rec_td,0,,,,,
player,201201010phi,was,StalDo00,rec_long,8,,,,,
player,201201010phi,was,StalDo00,fumbles,0,,,,,
player,201201010phi,was,StalDo00,fumbles_lost,,,,,,
player,201201010phi,was,AustTe00,pass_cmp,0,,,,,
player,201201010phi,was,AustTe00,pass_att,0,,,,,
player,201201010phi,was,AustTe00,pass_yds,0,,,,,
player,201201010phi,was,AustTe00,pass_td,0,,,,,
player,201201010phi,was,AustTe00,pass_int,0,,,,,
player,201201010phi,was,AustTe00,pass_sacked,0,,,,,
player,201201010phi,was,AustTe00,pass_sacked_yds,0,,,,,
player,201201010phi,was,AustTe00,pass_long,0,,,,,
player,201201010phi,was,AustTe00,pass_rating,,,,,,
player,201201010phi,was,AustTe00,rush_att,0,,,,,
player,201201010phi,was,AustTe00,rush_yds,0,,,,,
player,201201010phi,was,AustTe00,rush_td,0,,,,,
player,201201010phi,was,AustTe00,rush_long,0,,,,,
player,201201010phi,was,AustTe00,targets,2,,,,,
player,201201010phi,was,AustTe00,rec,1,,,,,
player,201201010phi,was,AustTe00,rec_yds,4,,,,,
player,201201010phi,was,AustTe00,rec_td,0,,,,,
player,201201010phi,was,AustTe00,rec_long,4,,,,,
player,201201010phi,was,AustTe00,fumbles,0,,,,,
player,201201010phi,was,AustTe00,fumbles_lost,,,,,,
player,201201010phi,was,ArmsAn00,pass_cmp,0,,,,,
player,201201010phi,was,ArmsAn00,pass_att,0,,,,,
player,201201010phi,was,ArmsAn00,pass_yds,0,,,,,
player,201201010phi,was,ArmsAn00,pass_td,0,,,,,
player,201201010phi,was,ArmsAn00,pass_int,0,,,,,
player,201201010phi,was,ArmsAn00,pass_sacked,0,,,,,
player,201201010phi,was,ArmsAn00,pass_sacked_yds,0,,,,,
player,201201010phi,was,ArmsAn00,pass_long,0,,,,,
player,201201010phi,was,ArmsAn00,pass_rating,,,,,,
player,201201010phi,was,ArmsAn00,rush_att,0,,,,,
player,201201010phi,was,ArmsAn00,rush_yds,0,,,,,
player,201201010phi,was,ArmsAn00,rush_td,0,,,,,
player,201201010phi,was,ArmsAn00,rush_long,0,,,,,
player,201201010phi,was,ArmsAn00,targets,3,,,,,
player,201201010phi,was,ArmsAn00,rec,0,,,,,
player,201201010phi,was,ArmsAn00,rec_yds,0,,,,,
player,201201010phi,was,ArmsAn00,rec_td,0,,,,,
player,201201010phi,was,ArmsAn00,rec_long,0,,,,,
player,201201010phi,was,ArmsAn00,fumbles,0,,,,,
player,201201010phi,was,ArmsAn00,fumbles_lost,,,,,,
player,201201010phi,was,PaulNi00,pass_cmp,0,,,,,
player,201201010phi,was,PaulNi00,pass_att,0,,,,,
player,201201010phi,was,PaulNi00,pass_yds,0,,,,,
player,201201010phi,was,PaulNi00,pass_td,0,,,,,
player,201201010phi,was,PaulNi00,pass_int,0,,,,,
player,201201010phi,was,PaulNi00,pass_sacked,0,,,,,
player,201201010phi,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201201010phi,was,PaulNi00,pass_long,0,,,,,
player,201201010phi,was,PaulNi00,pass_rating,,,,,,
player,201201010phi,was,PaulNi00,rush_att,0,,,,,
player,201201010phi,was,PaulNi00,rush_yds,0,,,,,
player,201201010phi,was,PaulNi00,rush_td,0,,,,,
player,201201010phi,was,PaulNi00,rush_long,0,,,,,
player,201201010phi,was,PaulNi00,targets,1,,,,,
player,201201010phi,was,PaulNi00,rec,0,,,,,
player,201201010phi,was,PaulNi00,rec_yds,0,,,,,
player,201201010phi,was,PaulNi00,rec_td,0,,,,,
player,201201010phi,was,PaulNi00,rec_long,0,,,,,
player,201201010phi,was,PaulNi00,fumbles,0,,,,,
player,201201010phi,was,PaulNi00,fumbles_lost,,,,,,
player,201201010phi,phi,VickMi00,pass_cmp,24,,,,,
player,201201010phi,phi,VickMi00,pass_att,39,,,,,
player,201201010phi,phi,VickMi00,pass_yds,335,,,,,
player,201201010phi,phi,VickMi00,pass_td,3,,,,,
player,201201010phi,phi,VickMi00,pass_int,1,,,,,
player,201201010phi,phi,VickMi00,pass_sacked,2,,,,,
player,201201010phi,phi,VickMi00,pass_sacked_yds,20,,,,,
player,201201010phi,phi,VickMi00,pass_long,62,,,,,
player,201201010phi,phi,VickMi00,pass_rating,104.1,,,,,
player,201201010phi,phi,VickMi00,rush_att,1,,,,,
player,201201010phi,phi,VickMi00,rush_yds,3,,,,,
player,201201010phi,phi,VickMi00,rush_td,0,,,,,
player,201201010phi,phi,VickMi00,rush_long,3,,,,,
player,201201010phi,phi,VickMi00,targets,0,,,,,
player,201201010phi,phi,VickMi00,rec,0,,,,,
player,201201010phi,phi,VickMi00,rec_yds,0,,,,,
player,201201010phi,phi,VickMi00,rec_td,0,,,,,
player,201201010phi,phi,VickMi00,rec_long,0,,,,,
player,201201010phi,phi,VickMi00,fumbles,1,,,,,
player,201201010phi,phi,VickMi00,fumbles_lost,1,,,,,
player,201201010phi,phi,LewiDi00,pass_cmp,0,,,,,
player,201201010phi,phi,LewiDi00,pass_att,0,,,,,
player,201201010phi,phi,LewiDi00,pass_yds,0,,,,,
player,201201010phi,phi,LewiDi00,pass_td,0,,,,,
player,201201010phi,phi,LewiDi00,pass_int,0,,,,,
player,201201010phi,phi,LewiDi00,pass_sacked,0,,,,,
player,201201010phi,phi,LewiDi00,pass_sacked_yds,0,,,,,
player,201201010phi,phi,LewiDi00,pass_long,0,,,,,
player,201201010phi,phi,LewiDi00,pass_rating,,,,,,
player,201201010phi,phi,LewiDi00,rush_att,12,,,,,
player,201201010phi,phi,LewiDi00,rush_yds,58,,,,,
player,201201010phi,phi,LewiDi00,rush_td,1,,,,,
player,201201010phi,phi,LewiDi00,rush_long,20,,,,,
player,201201010phi,phi,LewiDi00,targets,0,,,,,
player,201201010phi,phi,LewiDi00,rec,0,,,,,
player,201201010phi,phi,LewiDi00,rec_yds,0,,,,,
player,201201010phi,phi,LewiDi00,rec_td,0,,,,,
player,201201010phi,phi,LewiDi00,rec_long,0,,,,,
player,201201010phi,phi,LewiDi00,fumbles,0,,,,,
player,201201010phi,phi,LewiDi00,fumbles_lost,,,,,,
player,201201010phi,phi,BrowRo05,pass_cmp,0,,,,,
player,201201010phi,phi,BrowRo05,pass_att,0,,,,,
player,201201010phi,phi,BrowRo05,pass_yds,0,,,,,
player,201201010phi,phi,BrowRo05,pass_td,0,,,,,
player,201201010phi,phi,BrowRo05,pass_int,0,,,,,
player,201201010phi,phi,BrowRo05,pass_sacked,0,,,,,
player,201201010phi,phi,BrowRo05,pass_sacked_yds,0,,,,,
player,201201010phi,phi,BrowRo05,pass_long,0,,,,,
player,201201010phi,phi,BrowRo05,pass_rating,,,,,,
player,201201010phi,phi,BrowRo05,rush_att,6,,,,,
player,201201010phi,phi,BrowRo05,rush_yds,14,,,,,
player,201201010phi,phi,BrowRo05,rush_td,0,,,,,
player,201201010phi,phi,BrowRo05,rush_long,9,,,,,
player,201201010phi,phi,BrowRo05,targets,1,,,,,
player,201201010phi,phi,BrowRo05,rec,0,,,,,
player,201201010phi,phi,BrowRo05,rec_yds,0,,,,,
player,201201010phi,phi,BrowRo05,rec_td,0,,,,,
player,201201010phi,phi,BrowRo05,rec_long,0,,,,,
player,201201010phi,phi,BrowRo05,fumbles,0,,,,,
player,201201010phi,phi,BrowRo05,fumbles_lost,,,,,,
player,201201010phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201201010phi,phi,MaclJe00,pass_att,0,,,,,
player,201201010phi,phi,MaclJe00,pass_yds,0,,,,,
player,201201010phi,phi,MaclJe00,pass_td,0,,,,,
player,201201010phi,phi,MaclJe00,pass_int,0,,,,,
player,201201010phi,phi,MaclJe00,pass_sacked,0,,,,,
player,201201010phi,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201201010phi,phi,MaclJe00,pass_long,0,,,,,
player,201201010phi,phi,MaclJe00,pass_rating,,,,,,
player,201201010phi,phi,MaclJe00,rush_att,0,,,,,
player,201201010phi,phi,MaclJe00,rush_yds,0,,,,,
player,201201010phi,phi,MaclJe00,rush_td,0,,,,,
player,201201010phi,phi,MaclJe00,rush_long,0,,,,,
player,201201010phi,phi,MaclJe00,targets,13,,,,,
player,201201010phi,phi,MaclJe00,rec,8,,,,,
player,201201010phi,phi,MaclJe00,rec_yds,105,,,,,
player,201201010phi,phi,MaclJe00,rec_td,0,,,,,
player,201201010phi,phi,MaclJe00,rec_long,29,,,,,
player,201201010phi,phi,MaclJe00,fumbles,0,,,,,
player,201201010phi,phi,MaclJe00,fumbles_lost,,,,,,
player,201201010phi,phi,JackDe00,pass_cmp,0,,,,,
player,201201010phi,phi,JackDe00,pass_att,0,,,,,
player,201201010phi,phi,JackDe00,pass_yds,0,,,,,
player,201201010phi,phi,JackDe00,pass_td,0,,,,,
player,201201010phi,phi,JackDe00,pass_int,0,,,,,
player,201201010phi,phi,JackDe00,pass_sacked,0,,,,,
player,201201010phi,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201201010phi,phi,JackDe00,pass_long,0,,,,,
player,201201010phi,phi,JackDe00,pass_rating,,,,,,
player,201201010phi,phi,JackDe00,rush_att,0,,,,,
player,201201010phi,phi,JackDe00,rush_yds,0,,,,,
player,201201010phi,phi,JackDe00,rush_td,0,,,,,
player,201201010phi,phi,JackDe00,rush_long,0,,,,,
player,201201010phi,phi,JackDe00,targets,6,,,,,
player,201201010phi,phi,JackDe00,rec,4,,,,,
player,201201010phi,phi,JackDe00,rec_yds,86,,,,,
player,201201010phi,phi,JackDe00,rec_td,1,,,,,
player,201201010phi,phi,JackDe00,rec_long,62,,,,,
player,201201010phi,phi,JackDe00,fumbles,0,,,,,
player,201201010phi,phi,JackDe00,fumbles_lost,,,,,,
player,201201010phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201201010phi,phi,CeleBr00,pass_att,0,,,,,
player,201201010phi,phi,CeleBr00,pass_yds,0,,,,,
player,201201010phi,phi,CeleBr00,pass_td,0,,,,,
player,201201010phi,phi,CeleBr00,pass_int,0,,,,,
player,201201010phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201201010phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201201010phi,phi,CeleBr00,pass_long,0,,,,,
player,201201010phi,phi,CeleBr00,pass_rating,,,,,,
player,201201010phi,phi,CeleBr00,rush_att,0,,,,,
player,201201010phi,phi,CeleBr00,rush_yds,0,,,,,
player,201201010phi,phi,CeleBr00,rush_td,0,,,,,
player,201201010phi,phi,CeleBr00,rush_long,0,,,,,
player,201201010phi,phi,CeleBr00,targets,10,,,,,
player,201201010phi,phi,CeleBr00,rec,6,,,,,
player,201201010phi,phi,CeleBr00,rec_yds,86,,,,,
player,201201010phi,phi,CeleBr00,rec_td,1,,,,,
player,201201010phi,phi,CeleBr00,rec_long,30,,,,,
player,201201010phi,phi,CeleBr00,fumbles,0,,,,,
player,201201010phi,phi,CeleBr00,fumbles_lost,,,,,,
player,201201010phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201201010phi,phi,AvanJa00,pass_att,0,,,,,
player,201201010phi,phi,AvanJa00,pass_yds,0,,,,,
player,201201010phi,phi,AvanJa00,pass_td,0,,,,,
player,201201010phi,phi,AvanJa00,pass_int,0,,,,,
player,201201010phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201201010phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201201010phi,phi,AvanJa00,pass_long,0,,,,,
player,201201010phi,phi,AvanJa00,pass_rating,,,,,,
player,201201010phi,phi,AvanJa00,rush_att,0,,,,,
player,201201010phi,phi,AvanJa00,rush_yds,0,,,,,
player,201201010phi,phi,AvanJa00,rush_td,0,,,,,
player,201201010phi,phi,AvanJa00,rush_long,0,,,,,
player,201201010phi,phi,AvanJa00,targets,6,,,,,
player,201201010phi,phi,AvanJa00,rec,4,,,,,
player,201201010phi,phi,AvanJa00,rec_yds,42,,,,,
player,201201010phi,phi,AvanJa00,rec_td,0,,,,,
player,201201010phi,phi,AvanJa00,rec_long,16,,,,,
player,201201010phi,phi,AvanJa00,fumbles,0,,,,,
player,201201010phi,phi,AvanJa00,fumbles_lost,,,,,,
player,201201010phi,phi,HarbCl00,pass_cmp,0,,,,,
player,201201010phi,phi,HarbCl00,pass_att,0,,,,,
player,201201010phi,phi,HarbCl00,pass_yds,0,,,,,
player,201201010phi,phi,HarbCl00,pass_td,0,,,,,
player,201201010phi,phi,HarbCl00,pass_int,0,,,,,
player,201201010phi,phi,HarbCl00,pass_sacked,0,,,,,
player,201201010phi,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201201010phi,phi,HarbCl00,pass_long,0,,,,,
player,201201010phi,phi,HarbCl00,pass_rating,,,,,,
player,201201010phi,phi,HarbCl00,rush_att,0,,,,,
player,201201010phi,phi,HarbCl00,rush_yds,0,,,,,
player,201201010phi,phi,HarbCl00,rush_td,0,,,,,
player,201201010phi,phi,HarbCl00,rush_long,0,,,,,
player,201201010phi,phi,HarbCl00,targets,2,,,,,
player,201201010phi,phi,HarbCl00,rec,1,,,,,
player,201201010phi,phi,HarbCl00,rec_yds,9,,,,,
player,201201010phi,phi,HarbCl00,rec_td,0,,,,,
player,201201010phi,phi,HarbCl00,rec_long,9,,,,,
player,201201010phi,phi,HarbCl00,fumbles,0,,,,,
player,201201010phi,phi,HarbCl00,fumbles_lost,,,,,,
player,201201010phi,phi,HallCh00,pass_cmp,0,,,,,
player,201201010phi,phi,HallCh00,pass_att,0,,,,,
player,201201010phi,phi,HallCh00,pass_yds,0,,,,,
player,201201010phi,phi,HallCh00,pass_td,0,,,,,
player,201201010phi,phi,HallCh00,pass_int,0,,,,,
player,201201010phi,phi,HallCh00,pass_sacked,0,,,,,
player,201201010phi,phi,HallCh00,pass_sacked_yds,0,,,,,
player,201201010phi,phi,HallCh00,pass_long,0,,,,,
player,201201010phi,phi,HallCh00,pass_rating,,,,,,
player,201201010phi,phi,HallCh00,rush_att,0,,,,,
player,201201010phi,phi,HallCh00,rush_yds,0,,,,,
player,201201010phi,phi,HallCh00,rush_td,0,,,,,
player,201201010phi,phi,HallCh00,rush_long,0,,,,,
player,201201010phi,phi,HallCh00,targets,1,,,,,
player,201201010phi,phi,HallCh00,rec,1,,,,,
player,201201010phi,phi,HallCh00,rec_yds,7,,,,,
player,201201010phi,phi,HallCh00,rec_td,1,,,,,
player,201201010phi,phi,HallCh00,rec_long,7,,,,,
player,201201010phi,phi,HallCh00,fumbles,0,,,,,
player,201201010phi,phi,HallCh00,fumbles_lost,,,,,,
player,201201010phi,was,AtogO.20,def_int,1,,,,,
player,201201010phi,was,AtogO.20,def_int_yds,16,,,,,
player,201201010phi,was,AtogO.20,def_int_td,0,,,,,
player,201201010phi,was,AtogO.20,def_int_long,16,,,,,
player,201201010phi,was,AtogO.20,pass_defended,1,,,,,
player,201201010phi,was,AtogO.20,sacks,0.0,,,,,
player,201201010phi,was,AtogO.20,tackles_combined,3,,,,,
player,201201010phi,was,AtogO.20,tackles_solo,2,,,,,
player,201201010phi,was,AtogO.20,tackles_assists,1,,,,,
player,201201010phi,was,AtogO.20,tackles_loss,0,,,,,
player,201201010phi,was,AtogO.20,qb_hits,0,,,,,
player,201201010phi,was,AtogO.20,fumbles_rec,0,,,,,
player,201201010phi,was,AtogO.20,fumbles_rec_yds,0,,,,,
player,201201010phi,was,AtogO.20,fumbles_rec_td,0,,,,,
player,201201010phi,was,AtogO.20,fumbles_forced,0,,,,,
player,201201010phi,was,OrakBr99,def_int,0,,,,,
player,201201010phi,was,OrakBr99,def_int_yds,0,,,,,
player,201201010phi,was,OrakBr99,def_int_td,0,,,,,
player,201201010phi,was,OrakBr99,def_int_long,0,,,,,
player,201201010phi,was,OrakBr99,pass_defended,0,,,,,
player,201201010phi,was,OrakBr99,sacks,2.0,,,,,
player,201201010phi,was,OrakBr99,tackles_combined,3,,,,,
player,201201010phi,was,OrakBr99,tackles_solo,3,,,,,
player,201201010phi,was,OrakBr99,tackles_assists,0,,,,,
