game,2011,6,20111017,201110170nyj,mia,"Miami Dolphins",6,nyj,"New York Jets",24
player,201110170nyj,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,JoneRe99,fumbles_forced,0,,,,,
player,201110170nyj,mia,BurnKe20,def_int,0,,,,,
player,201110170nyj,mia,BurnKe20,def_int_yds,0,,,,,
player,201110170nyj,mia,BurnKe20,def_int_td,0,,,,,
player,201110170nyj,mia,BurnKe20,def_int_long,0,,,,,
player,201110170nyj,mia,BurnKe20,pass_defended,0,,,,,
player,201110170nyj,mia,BurnKe20,sacks,0.0,,,,,
player,201110170nyj,mia,BurnKe20,tackles_combined,4,,,,,
player,201110170nyj,mia,BurnKe20,tackles_solo,4,,,,,
player,201110170nyj,mia,BurnKe20,tackles_assists,0,,,,,
player,201110170nyj,mia,BurnKe20,tackles_loss,1,,,,,
player,201110170nyj,mia,BurnKe20,qb_hits,0,,,,,
player,201110170nyj,mia,BurnKe20,fumbles_rec,0,,,,,
player,201110170nyj,mia,BurnKe20,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,BurnKe20,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,BurnKe20,fumbles_forced,0,,,,,
player,201110170nyj,mia,MitcMa99,def_int,0,,,,,
player,201110170nyj,mia,MitcMa99,def_int_yds,0,,,,,
player,201110170nyj,mia,MitcMa99,def_int_td,0,,,,,
player,201110170nyj,mia,MitcMa99,def_int_long,0,,,,,
player,201110170nyj,mia,MitcMa99,pass_defended,0,,,,,
player,201110170nyj,mia,MitcMa99,sacks,0.0,,,,,
player,201110170nyj,mia,MitcMa99,tackles_combined,4,,,,,
player,201110170nyj,mia,MitcMa99,tackles_solo,4,,,,,
player,201110170nyj,mia,MitcMa99,tackles_assists,0,,,,,
player,201110170nyj,mia,MitcMa99,tackles_loss,0,,,,,
player,201110170nyj,mia,MitcMa99,qb_hits,0,,,,,
player,201110170nyj,mia,MitcMa99,fumbles_rec,0,,,,,
player,201110170nyj,mia,MitcMa99,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,MitcMa99,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,MitcMa99,fumbles_forced,0,,,,,
player,201110170nyj,mia,SoliPa99,def_int,0,,,,,
player,201110170nyj,mia,SoliPa99,def_int_yds,0,,,,,
player,201110170nyj,mia,SoliPa99,def_int_td,0,,,,,
player,201110170nyj,mia,SoliPa99,def_int_long,0,,,,,
player,201110170nyj,mia,SoliPa99,pass_defended,0,,,,,
player,201110170nyj,mia,SoliPa99,sacks,0.0,,,,,
player,201110170nyj,mia,SoliPa99,tackles_combined,3,,,,,
player,201110170nyj,mia,SoliPa99,tackles_solo,3,,,,,
player,201110170nyj,mia,SoliPa99,tackles_assists,0,,,,,
player,201110170nyj,mia,SoliPa99,tackles_loss,0,,,,,
player,201110170nyj,mia,SoliPa99,qb_hits,0,,,,,
player,201110170nyj,mia,SoliPa99,fumbles_rec,0,,,,,
player,201110170nyj,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,SoliPa99,fumbles_forced,0,,,,,
player,201110170nyj,mia,CulvTy20,def_int,0,,,,,
player,201110170nyj,mia,CulvTy20,def_int_yds,0,,,,,
player,201110170nyj,mia,CulvTy20,def_int_td,0,,,,,
player,201110170nyj,mia,CulvTy20,def_int_long,0,,,,,
player,201110170nyj,mia,CulvTy20,pass_defended,0,,,,,
player,201110170nyj,mia,CulvTy20,sacks,0.0,,,,,
player,201110170nyj,mia,CulvTy20,tackles_combined,2,,,,,
player,201110170nyj,mia,CulvTy20,tackles_solo,1,,,,,
player,201110170nyj,mia,CulvTy20,tackles_assists,1,,,,,
player,201110170nyj,mia,CulvTy20,tackles_loss,0,,,,,
player,201110170nyj,mia,CulvTy20,qb_hits,0,,,,,
player,201110170nyj,mia,CulvTy20,fumbles_rec,0,,,,,
player,201110170nyj,mia,CulvTy20,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,CulvTy20,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,CulvTy20,fumbles_forced,0,,,,,
player,201110170nyj,mia,WakeCa00,def_int,0,,,,,
player,201110170nyj,mia,WakeCa00,def_int_yds,0,,,,,
player,201110170nyj,mia,WakeCa00,def_int_td,0,,,,,
player,201110170nyj,mia,WakeCa00,def_int_long,0,,,,,
player,201110170nyj,mia,WakeCa00,pass_defended,0,,,,,
player,201110170nyj,mia,WakeCa00,sacks,0.0,,,,,
player,201110170nyj,mia,WakeCa00,tackles_combined,2,,,,,
player,201110170nyj,mia,WakeCa00,tackles_solo,2,,,,,
player,201110170nyj,mia,WakeCa00,tackles_assists,0,,,,,
player,201110170nyj,mia,WakeCa00,tackles_loss,1,,,,,
player,201110170nyj,mia,WakeCa00,qb_hits,0,,,,,
player,201110170nyj,mia,WakeCa00,fumbles_rec,0,,,,,
player,201110170nyj,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,WakeCa00,fumbles_forced,0,,,,,
player,201110170nyj,mia,WilsJi00,def_int,0,,,,,
player,201110170nyj,mia,WilsJi00,def_int_yds,0,,,,,
player,201110170nyj,mia,WilsJi00,def_int_td,0,,,,,
player,201110170nyj,mia,WilsJi00,def_int_long,0,,,,,
player,201110170nyj,mia,WilsJi00,pass_defended,0,,,,,
player,201110170nyj,mia,WilsJi00,sacks,0.0,,,,,
player,201110170nyj,mia,WilsJi00,tackles_combined,2,,,,,
player,201110170nyj,mia,WilsJi00,tackles_solo,2,,,,,
player,201110170nyj,mia,WilsJi00,tackles_assists,0,,,,,
player,201110170nyj,mia,WilsJi00,tackles_loss,0,,,,,
player,201110170nyj,mia,WilsJi00,qb_hits,0,,,,,
player,201110170nyj,mia,WilsJi00,fumbles_rec,0,,,,,
player,201110170nyj,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,WilsJi00,fumbles_forced,1,,,,,
player,201110170nyj,mia,CarpDa44,def_int,0,,,,,
player,201110170nyj,mia,CarpDa44,def_int_yds,0,,,,,
player,201110170nyj,mia,CarpDa44,def_int_td,0,,,,,
player,201110170nyj,mia,CarpDa44,def_int_long,0,,,,,
player,201110170nyj,mia,CarpDa44,pass_defended,0,,,,,
player,201110170nyj,mia,CarpDa44,sacks,0.0,,,,,
player,201110170nyj,mia,CarpDa44,tackles_combined,1,,,,,
player,201110170nyj,mia,CarpDa44,tackles_solo,1,,,,,
player,201110170nyj,mia,CarpDa44,tackles_assists,0,,,,,
player,201110170nyj,mia,CarpDa44,tackles_loss,0,,,,,
player,201110170nyj,mia,CarpDa44,qb_hits,0,,,,,
player,201110170nyj,mia,CarpDa44,fumbles_rec,0,,,,,
player,201110170nyj,mia,CarpDa44,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,CarpDa44,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,CarpDa44,fumbles_forced,0,,,,,
player,201110170nyj,mia,HartBr00,def_int,0,,,,,
player,201110170nyj,mia,HartBr00,def_int_yds,0,,,,,
player,201110170nyj,mia,HartBr00,def_int_td,0,,,,,
player,201110170nyj,mia,HartBr00,def_int_long,0,,,,,
player,201110170nyj,mia,HartBr00,pass_defended,0,,,,,
player,201110170nyj,mia,HartBr00,sacks,0.0,,,,,
player,201110170nyj,mia,HartBr00,tackles_combined,1,,,,,
player,201110170nyj,mia,HartBr00,tackles_solo,0,,,,,
player,201110170nyj,mia,HartBr00,tackles_assists,1,,,,,
player,201110170nyj,mia,HartBr00,tackles_loss,0,,,,,
player,201110170nyj,mia,HartBr00,qb_hits,0,,,,,
player,201110170nyj,mia,HartBr00,fumbles_rec,0,,,,,
player,201110170nyj,mia,HartBr00,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,HartBr00,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,HartBr00,fumbles_forced,0,,,,,
player,201110170nyj,mia,LangKe98,def_int,0,,,,,
player,201110170nyj,mia,LangKe98,def_int_yds,0,,,,,
player,201110170nyj,mia,LangKe98,def_int_td,0,,,,,
player,201110170nyj,mia,LangKe98,def_int_long,0,,,,,
player,201110170nyj,mia,LangKe98,pass_defended,0,,,,,
player,201110170nyj,mia,LangKe98,sacks,0.0,,,,,
player,201110170nyj,mia,LangKe98,tackles_combined,1,,,,,
player,201110170nyj,mia,LangKe98,tackles_solo,1,,,,,
player,201110170nyj,mia,LangKe98,tackles_assists,0,,,,,
player,201110170nyj,mia,LangKe98,tackles_loss,0,,,,,
player,201110170nyj,mia,LangKe98,qb_hits,0,,,,,
player,201110170nyj,mia,LangKe98,fumbles_rec,0,,,,,
player,201110170nyj,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,LangKe98,fumbles_forced,0,,,,,
player,201110170nyj,mia,McDaTo20,def_int,0,,,,,
player,201110170nyj,mia,McDaTo20,def_int_yds,0,,,,,
player,201110170nyj,mia,McDaTo20,def_int_td,0,,,,,
player,201110170nyj,mia,McDaTo20,def_int_long,0,,,,,
player,201110170nyj,mia,McDaTo20,pass_defended,0,,,,,
player,201110170nyj,mia,McDaTo20,sacks,0.0,,,,,
player,201110170nyj,mia,McDaTo20,tackles_combined,1,,,,,
player,201110170nyj,mia,McDaTo20,tackles_solo,1,,,,,
player,201110170nyj,mia,McDaTo20,tackles_assists,0,,,,,
player,201110170nyj,mia,McDaTo20,tackles_loss,1,,,,,
player,201110170nyj,mia,McDaTo20,qb_hits,0,,,,,
player,201110170nyj,mia,McDaTo20,fumbles_rec,0,,,,,
player,201110170nyj,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,McDaTo20,fumbles_forced,0,,,,,
player,201110170nyj,mia,SpitAu99,def_int,0,,,,,
player,201110170nyj,mia,SpitAu99,def_int_yds,0,,,,,
player,201110170nyj,mia,SpitAu99,def_int_td,0,,,,,
player,201110170nyj,mia,SpitAu99,def_int_long,0,,,,,
player,201110170nyj,mia,SpitAu99,pass_defended,0,,,,,
player,201110170nyj,mia,SpitAu99,sacks,0.0,,,,,
player,201110170nyj,mia,SpitAu99,tackles_combined,1,,,,,
player,201110170nyj,mia,SpitAu99,tackles_solo,1,,,,,
player,201110170nyj,mia,SpitAu99,tackles_assists,0,,,,,
player,201110170nyj,mia,SpitAu99,tackles_loss,0,,,,,
player,201110170nyj,mia,SpitAu99,qb_hits,0,,,,,
player,201110170nyj,mia,SpitAu99,fumbles_rec,1,,,,,
player,201110170nyj,mia,SpitAu99,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,SpitAu99,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,SpitAu99,fumbles_forced,0,,,,,
player,201110170nyj,mia,TaylJa03,def_int,0,,,,,
player,201110170nyj,mia,TaylJa03,def_int_yds,0,,,,,
player,201110170nyj,mia,TaylJa03,def_int_td,0,,,,,
player,201110170nyj,mia,TaylJa03,def_int_long,0,,,,,
player,201110170nyj,mia,TaylJa03,pass_defended,0,,,,,
player,201110170nyj,mia,TaylJa03,sacks,0.0,,,,,
player,201110170nyj,mia,TaylJa03,tackles_combined,1,,,,,
player,201110170nyj,mia,TaylJa03,tackles_solo,1,,,,,
player,201110170nyj,mia,TaylJa03,tackles_assists,0,,,,,
player,201110170nyj,mia,TaylJa03,tackles_loss,0,,,,,
player,201110170nyj,mia,TaylJa03,qb_hits,0,,,,,
player,201110170nyj,mia,TaylJa03,fumbles_rec,0,,,,,
player,201110170nyj,mia,TaylJa03,fumbles_rec_yds,0,,,,,
player,201110170nyj,mia,TaylJa03,fumbles_rec_td,0,,,,,
player,201110170nyj,mia,TaylJa03,fumbles_forced,0,,,,,
player,201110170nyj,nyj,ReviDa99,def_int,2,,,,,
player,201110170nyj,nyj,ReviDa99,def_int_yds,100,,,,,
player,201110170nyj,nyj,ReviDa99,def_int_td,1,,,,,
player,201110170nyj,nyj,ReviDa99,def_int_long,100,,,,,
player,201110170nyj,nyj,ReviDa99,pass_defended,4,,,,,
player,201110170nyj,nyj,ReviDa99,sacks,0.0,,,,,
player,201110170nyj,nyj,ReviDa99,tackles_combined,3,,,,,
player,201110170nyj,nyj,ReviDa99,tackles_solo,3,,,,,
player,201110170nyj,nyj,ReviDa99,tackles_assists,0,,,,,
player,201110170nyj,nyj,ReviDa99,tackles_loss,0,,,,,
player,201110170nyj,nyj,ReviDa99,qb_hits,0,,,,,
player,201110170nyj,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201110170nyj,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201110170nyj,nyj,PaceCa20,def_int,0,,,,,
player,201110170nyj,nyj,PaceCa20,def_int_yds,0,,,,,
player,201110170nyj,nyj,PaceCa20,def_int_td,0,,,,,
player,201110170nyj,nyj,PaceCa20,def_int_long,0,,,,,
player,201110170nyj,nyj,PaceCa20,pass_defended,0,,,,,
player,201110170nyj,nyj,PaceCa20,sacks,2.0,,,,,
player,201110170nyj,nyj,PaceCa20,tackles_combined,7,,,,,
player,201110170nyj,nyj,PaceCa20,tackles_solo,6,,,,,
player,201110170nyj,nyj,PaceCa20,tackles_assists,1,,,,,
player,201110170nyj,nyj,PaceCa20,tackles_loss,1,,,,,
player,201110170nyj,nyj,PaceCa20,qb_hits,2,,,,,
player,201110170nyj,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201110170nyj,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,PaceCa20,fumbles_forced,1,,,,,
player,201110170nyj,nyj,MaybAa99,def_int,0,,,,,
player,201110170nyj,nyj,MaybAa99,def_int_yds,0,,,,,
player,201110170nyj,nyj,MaybAa99,def_int_td,0,,,,,
player,201110170nyj,nyj,MaybAa99,def_int_long,0,,,,,
player,201110170nyj,nyj,MaybAa99,pass_defended,0,,,,,
player,201110170nyj,nyj,MaybAa99,sacks,1.0,,,,,
player,201110170nyj,nyj,MaybAa99,tackles_combined,2,,,,,
player,201110170nyj,nyj,MaybAa99,tackles_solo,2,,,,,
player,201110170nyj,nyj,MaybAa99,tackles_assists,0,,,,,
player,201110170nyj,nyj,MaybAa99,tackles_loss,0,,,,,
player,201110170nyj,nyj,MaybAa99,qb_hits,2,,,,,
player,201110170nyj,nyj,MaybAa99,fumbles_rec,0,,,,,
player,201110170nyj,nyj,MaybAa99,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,MaybAa99,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,MaybAa99,fumbles_forced,2,,,,,
player,201110170nyj,nyj,ScotBa20,def_int,0,,,,,
player,201110170nyj,nyj,ScotBa20,def_int_yds,0,,,,,
player,201110170nyj,nyj,ScotBa20,def_int_td,0,,,,,
player,201110170nyj,nyj,ScotBa20,def_int_long,0,,,,,
player,201110170nyj,nyj,ScotBa20,pass_defended,0,,,,,
player,201110170nyj,nyj,ScotBa20,sacks,0.5,,,,,
player,201110170nyj,nyj,ScotBa20,tackles_combined,5,,,,,
player,201110170nyj,nyj,ScotBa20,tackles_solo,4,,,,,
player,201110170nyj,nyj,ScotBa20,tackles_assists,1,,,,,
player,201110170nyj,nyj,ScotBa20,tackles_loss,0,,,,,
player,201110170nyj,nyj,ScotBa20,qb_hits,1,,,,,
player,201110170nyj,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201110170nyj,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,ScotBa20,fumbles_forced,1,,,,,
player,201110170nyj,nyj,WestJa99,def_int,0,,,,,
player,201110170nyj,nyj,WestJa99,def_int_yds,0,,,,,
player,201110170nyj,nyj,WestJa99,def_int_td,0,,,,,
player,201110170nyj,nyj,WestJa99,def_int_long,0,,,,,
player,201110170nyj,nyj,WestJa99,pass_defended,0,,,,,
player,201110170nyj,nyj,WestJa99,sacks,0.5,,,,,
player,201110170nyj,nyj,WestJa99,tackles_combined,2,,,,,
player,201110170nyj,nyj,WestJa99,tackles_solo,1,,,,,
player,201110170nyj,nyj,WestJa99,tackles_assists,1,,,,,
player,201110170nyj,nyj,WestJa99,tackles_loss,0,,,,,
player,201110170nyj,nyj,WestJa99,qb_hits,2,,,,,
player,201110170nyj,nyj,WestJa99,fumbles_rec,0,,,,,
player,201110170nyj,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,WestJa99,fumbles_forced,0,,,,,
player,201110170nyj,nyj,LeonJi23,def_int,0,,,,,
player,201110170nyj,nyj,LeonJi23,def_int_yds,0,,,,,
player,201110170nyj,nyj,LeonJi23,def_int_td,0,,,,,
player,201110170nyj,nyj,LeonJi23,def_int_long,0,,,,,
player,201110170nyj,nyj,LeonJi23,pass_defended,0,,,,,
player,201110170nyj,nyj,LeonJi23,sacks,0.0,,,,,
player,201110170nyj,nyj,LeonJi23,tackles_combined,7,,,,,
player,201110170nyj,nyj,LeonJi23,tackles_solo,7,,,,,
player,201110170nyj,nyj,LeonJi23,tackles_assists,0,,,,,
player,201110170nyj,nyj,LeonJi23,tackles_loss,0,,,,,
player,201110170nyj,nyj,LeonJi23,qb_hits,0,,,,,
player,201110170nyj,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201110170nyj,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,LeonJi23,fumbles_forced,1,,,,,
player,201110170nyj,nyj,WilsKy99,def_int,0,,,,,
player,201110170nyj,nyj,WilsKy99,def_int_yds,0,,,,,
player,201110170nyj,nyj,WilsKy99,def_int_td,0,,,,,
player,201110170nyj,nyj,WilsKy99,def_int_long,0,,,,,
player,201110170nyj,nyj,WilsKy99,pass_defended,0,,,,,
player,201110170nyj,nyj,WilsKy99,sacks,0.0,,,,,
player,201110170nyj,nyj,WilsKy99,tackles_combined,5,,,,,
player,201110170nyj,nyj,WilsKy99,tackles_solo,5,,,,,
player,201110170nyj,nyj,WilsKy99,tackles_assists,0,,,,,
player,201110170nyj,nyj,WilsKy99,tackles_loss,0,,,,,
player,201110170nyj,nyj,WilsKy99,qb_hits,0,,,,,
player,201110170nyj,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201110170nyj,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201110170nyj,nyj,ColeMa01,def_int,0,,,,,
player,201110170nyj,nyj,ColeMa01,def_int_yds,0,,,,,
player,201110170nyj,nyj,ColeMa01,def_int_td,0,,,,,
player,201110170nyj,nyj,ColeMa01,def_int_long,0,,,,,
player,201110170nyj,nyj,ColeMa01,pass_defended,0,,,,,
player,201110170nyj,nyj,ColeMa01,sacks,0.0,,,,,
player,201110170nyj,nyj,ColeMa01,tackles_combined,3,,,,,
player,201110170nyj,nyj,ColeMa01,tackles_solo,2,,,,,
player,201110170nyj,nyj,ColeMa01,tackles_assists,1,,,,,
player,201110170nyj,nyj,ColeMa01,tackles_loss,0,,,,,
player,201110170nyj,nyj,ColeMa01,qb_hits,0,,,,,
player,201110170nyj,nyj,ColeMa01,fumbles_rec,1,,,,,
player,201110170nyj,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201110170nyj,nyj,DeViMi99,def_int,0,,,,,
player,201110170nyj,nyj,DeViMi99,def_int_yds,0,,,,,
player,201110170nyj,nyj,DeViMi99,def_int_td,0,,,,,
player,201110170nyj,nyj,DeViMi99,def_int_long,0,,,,,
player,201110170nyj,nyj,DeViMi99,pass_defended,0,,,,,
player,201110170nyj,nyj,DeViMi99,sacks,0.0,,,,,
player,201110170nyj,nyj,DeViMi99,tackles_combined,3,,,,,
player,201110170nyj,nyj,DeViMi99,tackles_solo,3,,,,,
player,201110170nyj,nyj,DeViMi99,tackles_assists,0,,,,,
player,201110170nyj,nyj,DeViMi99,tackles_loss,1,,,,,
player,201110170nyj,nyj,DeViMi99,qb_hits,0,,,,,
player,201110170nyj,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201110170nyj,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201110170nyj,nyj,ElliKe01,def_int,0,,,,,
player,201110170nyj,nyj,ElliKe01,def_int_yds,0,,,,,
player,201110170nyj,nyj,ElliKe01,def_int_td,0,,,,,
player,201110170nyj,nyj,ElliKe01,def_int_long,0,,,,,
player,201110170nyj,nyj,ElliKe01,pass_defended,0,,,,,
player,201110170nyj,nyj,ElliKe01,sacks,0.0,,,,,
player,201110170nyj,nyj,ElliKe01,tackles_combined,3,,,,,
player,201110170nyj,nyj,ElliKe01,tackles_solo,2,,,,,
player,201110170nyj,nyj,ElliKe01,tackles_assists,1,,,,,
player,201110170nyj,nyj,ElliKe01,tackles_loss,1,,,,,
player,201110170nyj,nyj,ElliKe01,qb_hits,0,,,,,
player,201110170nyj,nyj,ElliKe01,fumbles_rec,0,,,,,
player,201110170nyj,nyj,ElliKe01,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,ElliKe01,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,ElliKe01,fumbles_forced,0,,,,,
player,201110170nyj,nyj,HarrDa99,def_int,0,,,,,
player,201110170nyj,nyj,HarrDa99,def_int_yds,0,,,,,
player,201110170nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201110170nyj,nyj,HarrDa99,def_int_long,0,,,,,
player,201110170nyj,nyj,HarrDa99,pass_defended,0,,,,,
player,201110170nyj,nyj,HarrDa99,sacks,0.0,,,,,
player,201110170nyj,nyj,HarrDa99,tackles_combined,2,,,,,
player,201110170nyj,nyj,HarrDa99,tackles_solo,2,,,,,
player,201110170nyj,nyj,HarrDa99,tackles_assists,0,,,,,
player,201110170nyj,nyj,HarrDa99,tackles_loss,0,,,,,
player,201110170nyj,nyj,HarrDa99,qb_hits,2,,,,,
player,201110170nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201110170nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201110170nyj,nyj,PouhSi20,def_int,0,,,,,
player,201110170nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201110170nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201110170nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201110170nyj,nyj,PouhSi20,pass_defended,0,,,,,
player,201110170nyj,nyj,PouhSi20,sacks,0.0,,,,,
player,201110170nyj,nyj,PouhSi20,tackles_combined,2,,,,,
player,201110170nyj,nyj,PouhSi20,tackles_solo,2,,,,,
player,201110170nyj,nyj,PouhSi20,tackles_assists,0,,,,,
player,201110170nyj,nyj,PouhSi20,tackles_loss,0,,,,,
player,201110170nyj,nyj,PouhSi20,qb_hits,0,,,,,
player,201110170nyj,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201110170nyj,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201110170nyj,nyj,TurnPa00,def_int,0,,,,,
player,201110170nyj,nyj,TurnPa00,def_int_yds,0,,,,,
player,201110170nyj,nyj,TurnPa00,def_int_td,0,,,,,
player,201110170nyj,nyj,TurnPa00,def_int_long,0,,,,,
player,201110170nyj,nyj,TurnPa00,pass_defended,0,,,,,
player,201110170nyj,nyj,TurnPa00,sacks,0.0,,,,,
player,201110170nyj,nyj,TurnPa00,tackles_combined,2,,,,,
player,201110170nyj,nyj,TurnPa00,tackles_solo,2,,,,,
player,201110170nyj,nyj,TurnPa00,tackles_assists,0,,,,,
player,201110170nyj,nyj,TurnPa00,tackles_loss,0,,,,,
player,201110170nyj,nyj,TurnPa00,qb_hits,0,,,,,
player,201110170nyj,nyj,TurnPa00,fumbles_rec,0,,,,,
player,201110170nyj,nyj,TurnPa00,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,TurnPa00,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,TurnPa00,fumbles_forced,0,,,,,
player,201110170nyj,nyj,BellNi01,def_int,0,,,,,
player,201110170nyj,nyj,BellNi01,def_int_yds,0,,,,,
player,201110170nyj,nyj,BellNi01,def_int_td,0,,,,,
player,201110170nyj,nyj,BellNi01,def_int_long,0,,,,,
player,201110170nyj,nyj,BellNi01,pass_defended,0,,,,,
player,201110170nyj,nyj,BellNi01,sacks,0.0,,,,,
player,201110170nyj,nyj,BellNi01,tackles_combined,1,,,,,
player,201110170nyj,nyj,BellNi01,tackles_solo,1,,,,,
player,201110170nyj,nyj,BellNi01,tackles_assists,0,,,,,
player,201110170nyj,nyj,BellNi01,tackles_loss,0,,,,,
player,201110170nyj,nyj,BellNi01,qb_hits,0,,,,,
player,201110170nyj,nyj,BellNi01,fumbles_rec,0,,,,,
player,201110170nyj,nyj,BellNi01,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,BellNi01,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,BellNi01,fumbles_forced,0,,,,,
player,201110170nyj,nyj,CookEm99,def_int,0,,,,,
player,201110170nyj,nyj,CookEm99,def_int_yds,0,,,,,
player,201110170nyj,nyj,CookEm99,def_int_td,0,,,,,
player,201110170nyj,nyj,CookEm99,def_int_long,0,,,,,
player,201110170nyj,nyj,CookEm99,pass_defended,0,,,,,
player,201110170nyj,nyj,CookEm99,sacks,0.0,,,,,
player,201110170nyj,nyj,CookEm99,tackles_combined,1,,,,,
player,201110170nyj,nyj,CookEm99,tackles_solo,1,,,,,
player,201110170nyj,nyj,CookEm99,tackles_assists,0,,,,,
player,201110170nyj,nyj,CookEm99,tackles_loss,0,,,,,
player,201110170nyj,nyj,CookEm99,qb_hits,0,,,,,
player,201110170nyj,nyj,CookEm99,fumbles_rec,0,,,,,
player,201110170nyj,nyj,CookEm99,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,CookEm99,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,CookEm99,fumbles_forced,0,,,,,
player,201110170nyj,nyj,CromAn20,def_int,0,,,,,
player,201110170nyj,nyj,CromAn20,def_int_yds,0,,,,,
player,201110170nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201110170nyj,nyj,CromAn20,def_int_long,0,,,,,
player,201110170nyj,nyj,CromAn20,pass_defended,1,,,,,
player,201110170nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201110170nyj,nyj,CromAn20,tackles_combined,1,,,,,
player,201110170nyj,nyj,CromAn20,tackles_solo,1,,,,,
player,201110170nyj,nyj,CromAn20,tackles_assists,0,,,,,
player,201110170nyj,nyj,CromAn20,tackles_loss,0,,,,,
