game,2011,9,20111106,201111060nwe,nyg,"New York Giants",24,nwe,"New England Patriots",20
player,201111060nwe,nwe,JohnCh01,rush_yds,0,,,,,
player,201111060nwe,nwe,JohnCh01,rush_td,0,,,,,
player,201111060nwe,nwe,JohnCh01,rush_long,0,,,,,
player,201111060nwe,nwe,JohnCh01,targets,5,,,,,
player,201111060nwe,nwe,JohnCh01,rec,0,,,,,
player,201111060nwe,nwe,JohnCh01,rec_yds,0,,,,,
player,201111060nwe,nwe,JohnCh01,rec_td,0,,,,,
player,201111060nwe,nwe,JohnCh01,rec_long,0,,,,,
player,201111060nwe,nwe,JohnCh01,fumbles,0,,,,,
player,201111060nwe,nwe,JohnCh01,fumbles_lost,,,,,,
player,201111060nwe,nyg,KiwaMa20,def_int,1,,,,,
player,201111060nwe,nyg,KiwaMa20,def_int_yds,9,,,,,
player,201111060nwe,nyg,KiwaMa20,def_int_td,0,,,,,
player,201111060nwe,nyg,KiwaMa20,def_int_long,9,,,,,
player,201111060nwe,nyg,KiwaMa20,pass_defended,1,,,,,
player,201111060nwe,nyg,KiwaMa20,sacks,0.0,,,,,
player,201111060nwe,nyg,KiwaMa20,tackles_combined,12,,,,,
player,201111060nwe,nyg,KiwaMa20,tackles_solo,6,,,,,
player,201111060nwe,nyg,KiwaMa20,tackles_assists,6,,,,,
player,201111060nwe,nyg,KiwaMa20,tackles_loss,0,,,,,
player,201111060nwe,nyg,KiwaMa20,qb_hits,0,,,,,
player,201111060nwe,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201111060nwe,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201111060nwe,nyg,GranDe21,def_int,1,,,,,
player,201111060nwe,nyg,GranDe21,def_int_yds,0,,,,,
player,201111060nwe,nyg,GranDe21,def_int_td,0,,,,,
player,201111060nwe,nyg,GranDe21,def_int_long,0,,,,,
player,201111060nwe,nyg,GranDe21,pass_defended,2,,,,,
player,201111060nwe,nyg,GranDe21,sacks,0.0,,,,,
player,201111060nwe,nyg,GranDe21,tackles_combined,4,,,,,
player,201111060nwe,nyg,GranDe21,tackles_solo,2,,,,,
player,201111060nwe,nyg,GranDe21,tackles_assists,2,,,,,
player,201111060nwe,nyg,GranDe21,tackles_loss,0,,,,,
player,201111060nwe,nyg,GranDe21,qb_hits,0,,,,,
player,201111060nwe,nyg,GranDe21,fumbles_rec,0,,,,,
player,201111060nwe,nyg,GranDe21,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,GranDe21,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,GranDe21,fumbles_forced,0,,,,,
player,201111060nwe,nyg,BoleMi20,def_int,0,,,,,
player,201111060nwe,nyg,BoleMi20,def_int_yds,0,,,,,
player,201111060nwe,nyg,BoleMi20,def_int_td,0,,,,,
player,201111060nwe,nyg,BoleMi20,def_int_long,0,,,,,
player,201111060nwe,nyg,BoleMi20,pass_defended,1,,,,,
player,201111060nwe,nyg,BoleMi20,sacks,1.0,,,,,
player,201111060nwe,nyg,BoleMi20,tackles_combined,10,,,,,
player,201111060nwe,nyg,BoleMi20,tackles_solo,7,,,,,
player,201111060nwe,nyg,BoleMi20,tackles_assists,3,,,,,
player,201111060nwe,nyg,BoleMi20,tackles_loss,0,,,,,
player,201111060nwe,nyg,BoleMi20,qb_hits,0,,,,,
player,201111060nwe,nyg,BoleMi20,fumbles_rec,0,,,,,
player,201111060nwe,nyg,BoleMi20,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,BoleMi20,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,BoleMi20,fumbles_forced,1,,,,,
player,201111060nwe,nyg,PierJa99,def_int,0,,,,,
player,201111060nwe,nyg,PierJa99,def_int_yds,0,,,,,
player,201111060nwe,nyg,PierJa99,def_int_td,0,,,,,
player,201111060nwe,nyg,PierJa99,def_int_long,0,,,,,
player,201111060nwe,nyg,PierJa99,pass_defended,0,,,,,
player,201111060nwe,nyg,PierJa99,sacks,1.0,,,,,
player,201111060nwe,nyg,PierJa99,tackles_combined,3,,,,,
player,201111060nwe,nyg,PierJa99,tackles_solo,1,,,,,
player,201111060nwe,nyg,PierJa99,tackles_assists,2,,,,,
player,201111060nwe,nyg,PierJa99,tackles_loss,1,,,,,
player,201111060nwe,nyg,PierJa99,qb_hits,1,,,,,
player,201111060nwe,nyg,PierJa99,fumbles_rec,0,,,,,
player,201111060nwe,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,PierJa99,fumbles_forced,0,,,,,
player,201111060nwe,nyg,PhilKe99,def_int,0,,,,,
player,201111060nwe,nyg,PhilKe99,def_int_yds,0,,,,,
player,201111060nwe,nyg,PhilKe99,def_int_td,0,,,,,
player,201111060nwe,nyg,PhilKe99,def_int_long,0,,,,,
player,201111060nwe,nyg,PhilKe99,pass_defended,0,,,,,
player,201111060nwe,nyg,PhilKe99,sacks,0.0,,,,,
player,201111060nwe,nyg,PhilKe99,tackles_combined,8,,,,,
player,201111060nwe,nyg,PhilKe99,tackles_solo,6,,,,,
player,201111060nwe,nyg,PhilKe99,tackles_assists,2,,,,,
player,201111060nwe,nyg,PhilKe99,tackles_loss,0,,,,,
player,201111060nwe,nyg,PhilKe99,qb_hits,0,,,,,
player,201111060nwe,nyg,PhilKe99,fumbles_rec,0,,,,,
player,201111060nwe,nyg,PhilKe99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,PhilKe99,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,PhilKe99,fumbles_forced,0,,,,,
player,201111060nwe,nyg,RollAn20,def_int,0,,,,,
player,201111060nwe,nyg,RollAn20,def_int_yds,0,,,,,
player,201111060nwe,nyg,RollAn20,def_int_td,0,,,,,
player,201111060nwe,nyg,RollAn20,def_int_long,0,,,,,
player,201111060nwe,nyg,RollAn20,pass_defended,0,,,,,
player,201111060nwe,nyg,RollAn20,sacks,0.0,,,,,
player,201111060nwe,nyg,RollAn20,tackles_combined,6,,,,,
player,201111060nwe,nyg,RollAn20,tackles_solo,6,,,,,
player,201111060nwe,nyg,RollAn20,tackles_assists,0,,,,,
player,201111060nwe,nyg,RollAn20,tackles_loss,0,,,,,
player,201111060nwe,nyg,RollAn20,qb_hits,0,,,,,
player,201111060nwe,nyg,RollAn20,fumbles_rec,0,,,,,
player,201111060nwe,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,RollAn20,fumbles_forced,0,,,,,
player,201111060nwe,nyg,UmenOs99,def_int,0,,,,,
player,201111060nwe,nyg,UmenOs99,def_int_yds,0,,,,,
player,201111060nwe,nyg,UmenOs99,def_int_td,0,,,,,
player,201111060nwe,nyg,UmenOs99,def_int_long,0,,,,,
player,201111060nwe,nyg,UmenOs99,pass_defended,0,,,,,
player,201111060nwe,nyg,UmenOs99,sacks,0.0,,,,,
player,201111060nwe,nyg,UmenOs99,tackles_combined,5,,,,,
player,201111060nwe,nyg,UmenOs99,tackles_solo,1,,,,,
player,201111060nwe,nyg,UmenOs99,tackles_assists,4,,,,,
player,201111060nwe,nyg,UmenOs99,tackles_loss,0,,,,,
player,201111060nwe,nyg,UmenOs99,qb_hits,1,,,,,
player,201111060nwe,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201111060nwe,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,UmenOs99,fumbles_forced,0,,,,,
player,201111060nwe,nyg,CantCh21,def_int,0,,,,,
player,201111060nwe,nyg,CantCh21,def_int_yds,0,,,,,
player,201111060nwe,nyg,CantCh21,def_int_td,0,,,,,
player,201111060nwe,nyg,CantCh21,def_int_long,0,,,,,
player,201111060nwe,nyg,CantCh21,pass_defended,0,,,,,
player,201111060nwe,nyg,CantCh21,sacks,0.0,,,,,
player,201111060nwe,nyg,CantCh21,tackles_combined,3,,,,,
player,201111060nwe,nyg,CantCh21,tackles_solo,2,,,,,
player,201111060nwe,nyg,CantCh21,tackles_assists,1,,,,,
player,201111060nwe,nyg,CantCh21,tackles_loss,1,,,,,
player,201111060nwe,nyg,CantCh21,qb_hits,1,,,,,
player,201111060nwe,nyg,CantCh21,fumbles_rec,0,,,,,
player,201111060nwe,nyg,CantCh21,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,CantCh21,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,CantCh21,fumbles_forced,0,,,,,
player,201111060nwe,nyg,JoseLi99,def_int,0,,,,,
player,201111060nwe,nyg,JoseLi99,def_int_yds,0,,,,,
player,201111060nwe,nyg,JoseLi99,def_int_td,0,,,,,
player,201111060nwe,nyg,JoseLi99,def_int_long,0,,,,,
player,201111060nwe,nyg,JoseLi99,pass_defended,0,,,,,
player,201111060nwe,nyg,JoseLi99,sacks,0.0,,,,,
player,201111060nwe,nyg,JoseLi99,tackles_combined,3,,,,,
player,201111060nwe,nyg,JoseLi99,tackles_solo,3,,,,,
player,201111060nwe,nyg,JoseLi99,tackles_assists,0,,,,,
player,201111060nwe,nyg,JoseLi99,tackles_loss,0,,,,,
player,201111060nwe,nyg,JoseLi99,qb_hits,0,,,,,
player,201111060nwe,nyg,JoseLi99,fumbles_rec,0,,,,,
player,201111060nwe,nyg,JoseLi99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,JoseLi99,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,JoseLi99,fumbles_forced,0,,,,,
player,201111060nwe,nyg,RossAa99,def_int,0,,,,,
player,201111060nwe,nyg,RossAa99,def_int_yds,0,,,,,
player,201111060nwe,nyg,RossAa99,def_int_td,0,,,,,
player,201111060nwe,nyg,RossAa99,def_int_long,0,,,,,
player,201111060nwe,nyg,RossAa99,pass_defended,0,,,,,
player,201111060nwe,nyg,RossAa99,sacks,0.0,,,,,
player,201111060nwe,nyg,RossAa99,tackles_combined,3,,,,,
player,201111060nwe,nyg,RossAa99,tackles_solo,2,,,,,
player,201111060nwe,nyg,RossAa99,tackles_assists,1,,,,,
player,201111060nwe,nyg,RossAa99,tackles_loss,0,,,,,
player,201111060nwe,nyg,RossAa99,qb_hits,0,,,,,
player,201111060nwe,nyg,RossAa99,fumbles_rec,0,,,,,
player,201111060nwe,nyg,RossAa99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,RossAa99,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,RossAa99,fumbles_forced,0,,,,,
player,201111060nwe,nyg,TuckJu20,def_int,0,,,,,
player,201111060nwe,nyg,TuckJu20,def_int_yds,0,,,,,
player,201111060nwe,nyg,TuckJu20,def_int_td,0,,,,,
player,201111060nwe,nyg,TuckJu20,def_int_long,0,,,,,
player,201111060nwe,nyg,TuckJu20,pass_defended,1,,,,,
player,201111060nwe,nyg,TuckJu20,sacks,0.0,,,,,
player,201111060nwe,nyg,TuckJu20,tackles_combined,3,,,,,
player,201111060nwe,nyg,TuckJu20,tackles_solo,2,,,,,
player,201111060nwe,nyg,TuckJu20,tackles_assists,1,,,,,
player,201111060nwe,nyg,TuckJu20,tackles_loss,0,,,,,
player,201111060nwe,nyg,TuckJu20,qb_hits,0,,,,,
player,201111060nwe,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201111060nwe,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201111060nwe,nyg,WillJa02,def_int,0,,,,,
player,201111060nwe,nyg,WillJa02,def_int_yds,0,,,,,
player,201111060nwe,nyg,WillJa02,def_int_td,0,,,,,
player,201111060nwe,nyg,WillJa02,def_int_long,0,,,,,
player,201111060nwe,nyg,WillJa02,pass_defended,0,,,,,
player,201111060nwe,nyg,WillJa02,sacks,0.0,,,,,
player,201111060nwe,nyg,WillJa02,tackles_combined,3,,,,,
player,201111060nwe,nyg,WillJa02,tackles_solo,2,,,,,
player,201111060nwe,nyg,WillJa02,tackles_assists,1,,,,,
player,201111060nwe,nyg,WillJa02,tackles_loss,0,,,,,
player,201111060nwe,nyg,WillJa02,qb_hits,0,,,,,
player,201111060nwe,nyg,WillJa02,fumbles_rec,1,,,,,
player,201111060nwe,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,WillJa02,fumbles_forced,0,,,,,
player,201111060nwe,nyg,CoexMi99,def_int,0,,,,,
player,201111060nwe,nyg,CoexMi99,def_int_yds,0,,,,,
player,201111060nwe,nyg,CoexMi99,def_int_td,0,,,,,
player,201111060nwe,nyg,CoexMi99,def_int_long,0,,,,,
player,201111060nwe,nyg,CoexMi99,pass_defended,1,,,,,
player,201111060nwe,nyg,CoexMi99,sacks,0.0,,,,,
player,201111060nwe,nyg,CoexMi99,tackles_combined,2,,,,,
player,201111060nwe,nyg,CoexMi99,tackles_solo,1,,,,,
player,201111060nwe,nyg,CoexMi99,tackles_assists,1,,,,,
player,201111060nwe,nyg,CoexMi99,tackles_loss,0,,,,,
player,201111060nwe,nyg,CoexMi99,qb_hits,0,,,,,
player,201111060nwe,nyg,CoexMi99,fumbles_rec,0,,,,,
player,201111060nwe,nyg,CoexMi99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,CoexMi99,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,CoexMi99,fumbles_forced,0,,,,,
player,201111060nwe,nyg,HerzMa00,def_int,0,,,,,
player,201111060nwe,nyg,HerzMa00,def_int_yds,0,,,,,
player,201111060nwe,nyg,HerzMa00,def_int_td,0,,,,,
player,201111060nwe,nyg,HerzMa00,def_int_long,0,,,,,
player,201111060nwe,nyg,HerzMa00,pass_defended,0,,,,,
player,201111060nwe,nyg,HerzMa00,sacks,0.0,,,,,
player,201111060nwe,nyg,HerzMa00,tackles_combined,2,,,,,
player,201111060nwe,nyg,HerzMa00,tackles_solo,1,,,,,
player,201111060nwe,nyg,HerzMa00,tackles_assists,1,,,,,
player,201111060nwe,nyg,HerzMa00,tackles_loss,0,,,,,
player,201111060nwe,nyg,HerzMa00,qb_hits,0,,,,,
player,201111060nwe,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201111060nwe,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,HerzMa00,fumbles_forced,0,,,,,
player,201111060nwe,nyg,JoneGr02,def_int,0,,,,,
player,201111060nwe,nyg,JoneGr02,def_int_yds,0,,,,,
player,201111060nwe,nyg,JoneGr02,def_int_td,0,,,,,
player,201111060nwe,nyg,JoneGr02,def_int_long,0,,,,,
player,201111060nwe,nyg,JoneGr02,pass_defended,0,,,,,
player,201111060nwe,nyg,JoneGr02,sacks,0.0,,,,,
player,201111060nwe,nyg,JoneGr02,tackles_combined,2,,,,,
player,201111060nwe,nyg,JoneGr02,tackles_solo,1,,,,,
player,201111060nwe,nyg,JoneGr02,tackles_assists,1,,,,,
player,201111060nwe,nyg,JoneGr02,tackles_loss,0,,,,,
player,201111060nwe,nyg,JoneGr02,qb_hits,0,,,,,
player,201111060nwe,nyg,JoneGr02,fumbles_rec,0,,,,,
player,201111060nwe,nyg,JoneGr02,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,JoneGr02,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,JoneGr02,fumbles_forced,0,,,,,
player,201111060nwe,nyg,MartDe22,def_int,0,,,,,
player,201111060nwe,nyg,MartDe22,def_int_yds,0,,,,,
player,201111060nwe,nyg,MartDe22,def_int_td,0,,,,,
player,201111060nwe,nyg,MartDe22,def_int_long,0,,,,,
player,201111060nwe,nyg,MartDe22,pass_defended,0,,,,,
player,201111060nwe,nyg,MartDe22,sacks,0.0,,,,,
player,201111060nwe,nyg,MartDe22,tackles_combined,2,,,,,
player,201111060nwe,nyg,MartDe22,tackles_solo,2,,,,,
player,201111060nwe,nyg,MartDe22,tackles_assists,0,,,,,
player,201111060nwe,nyg,MartDe22,tackles_loss,0,,,,,
player,201111060nwe,nyg,MartDe22,qb_hits,0,,,,,
player,201111060nwe,nyg,MartDe22,fumbles_rec,0,,,,,
player,201111060nwe,nyg,MartDe22,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,MartDe22,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,MartDe22,fumbles_forced,0,,,,,
player,201111060nwe,nyg,SashTy00,def_int,0,,,,,
player,201111060nwe,nyg,SashTy00,def_int_yds,0,,,,,
player,201111060nwe,nyg,SashTy00,def_int_td,0,,,,,
player,201111060nwe,nyg,SashTy00,def_int_long,0,,,,,
player,201111060nwe,nyg,SashTy00,pass_defended,0,,,,,
player,201111060nwe,nyg,SashTy00,sacks,0.0,,,,,
player,201111060nwe,nyg,SashTy00,tackles_combined,2,,,,,
player,201111060nwe,nyg,SashTy00,tackles_solo,2,,,,,
player,201111060nwe,nyg,SashTy00,tackles_assists,0,,,,,
player,201111060nwe,nyg,SashTy00,tackles_loss,0,,,,,
player,201111060nwe,nyg,SashTy00,qb_hits,0,,,,,
player,201111060nwe,nyg,SashTy00,fumbles_rec,0,,,,,
player,201111060nwe,nyg,SashTy00,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,SashTy00,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,SashTy00,fumbles_forced,1,,,,,
player,201111060nwe,nyg,WebsCo20,def_int,0,,,,,
player,201111060nwe,nyg,WebsCo20,def_int_yds,0,,,,,
player,201111060nwe,nyg,WebsCo20,def_int_td,0,,,,,
player,201111060nwe,nyg,WebsCo20,def_int_long,0,,,,,
player,201111060nwe,nyg,WebsCo20,pass_defended,1,,,,,
player,201111060nwe,nyg,WebsCo20,sacks,0.0,,,,,
player,201111060nwe,nyg,WebsCo20,tackles_combined,2,,,,,
player,201111060nwe,nyg,WebsCo20,tackles_solo,1,,,,,
player,201111060nwe,nyg,WebsCo20,tackles_assists,1,,,,,
player,201111060nwe,nyg,WebsCo20,tackles_loss,0,,,,,
player,201111060nwe,nyg,WebsCo20,qb_hits,0,,,,,
player,201111060nwe,nyg,WebsCo20,fumbles_rec,0,,,,,
player,201111060nwe,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201111060nwe,nyg,DeOsZa99,def_int,0,,,,,
player,201111060nwe,nyg,DeOsZa99,def_int_yds,0,,,,,
player,201111060nwe,nyg,DeOsZa99,def_int_td,0,,,,,
player,201111060nwe,nyg,DeOsZa99,def_int_long,0,,,,,
player,201111060nwe,nyg,DeOsZa99,pass_defended,0,,,,,
player,201111060nwe,nyg,DeOsZa99,sacks,0.0,,,,,
player,201111060nwe,nyg,DeOsZa99,tackles_combined,1,,,,,
player,201111060nwe,nyg,DeOsZa99,tackles_solo,1,,,,,
player,201111060nwe,nyg,DeOsZa99,tackles_assists,0,,,,,
player,201111060nwe,nyg,DeOsZa99,tackles_loss,0,,,,,
player,201111060nwe,nyg,DeOsZa99,qb_hits,0,,,,,
player,201111060nwe,nyg,DeOsZa99,fumbles_rec,0,,,,,
player,201111060nwe,nyg,DeOsZa99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,DeOsZa99,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,DeOsZa99,fumbles_forced,0,,,,,
player,201111060nwe,nyg,PaysSp00,def_int,0,,,,,
player,201111060nwe,nyg,PaysSp00,def_int_yds,0,,,,,
player,201111060nwe,nyg,PaysSp00,def_int_td,0,,,,,
player,201111060nwe,nyg,PaysSp00,def_int_long,0,,,,,
player,201111060nwe,nyg,PaysSp00,pass_defended,0,,,,,
player,201111060nwe,nyg,PaysSp00,sacks,0.0,,,,,
player,201111060nwe,nyg,PaysSp00,tackles_combined,1,,,,,
player,201111060nwe,nyg,PaysSp00,tackles_solo,0,,,,,
player,201111060nwe,nyg,PaysSp00,tackles_assists,1,,,,,
player,201111060nwe,nyg,PaysSp00,tackles_loss,0,,,,,
player,201111060nwe,nyg,PaysSp00,qb_hits,0,,,,,
player,201111060nwe,nyg,PaysSp00,fumbles_rec,1,,,,,
player,201111060nwe,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201111060nwe,nyg,TollDa99,def_int,0,,,,,
player,201111060nwe,nyg,TollDa99,def_int_yds,0,,,,,
player,201111060nwe,nyg,TollDa99,def_int_td,0,,,,,
player,201111060nwe,nyg,TollDa99,def_int_long,0,,,,,
player,201111060nwe,nyg,TollDa99,pass_defended,0,,,,,
player,201111060nwe,nyg,TollDa99,sacks,0.0,,,,,
player,201111060nwe,nyg,TollDa99,tackles_combined,1,,,,,
player,201111060nwe,nyg,TollDa99,tackles_solo,0,,,,,
player,201111060nwe,nyg,TollDa99,tackles_assists,1,,,,,
player,201111060nwe,nyg,TollDa99,tackles_loss,0,,,,,
player,201111060nwe,nyg,TollDa99,qb_hits,0,,,,,
player,201111060nwe,nyg,TollDa99,fumbles_rec,0,,,,,
player,201111060nwe,nyg,TollDa99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nyg,TollDa99,fumbles_rec_td,0,,,,,
player,201111060nwe,nyg,TollDa99,fumbles_forced,0,,,,,
player,201111060nwe,nwe,ArriKy00,def_int,1,,,,,
player,201111060nwe,nwe,ArriKy00,def_int_yds,0,,,,,
player,201111060nwe,nwe,ArriKy00,def_int_td,0,,,,,
player,201111060nwe,nwe,ArriKy00,def_int_long,0,,,,,
player,201111060nwe,nwe,ArriKy00,pass_defended,2,,,,,
player,201111060nwe,nwe,ArriKy00,sacks,0.0,,,,,
player,201111060nwe,nwe,ArriKy00,tackles_combined,3,,,,,
player,201111060nwe,nwe,ArriKy00,tackles_solo,2,,,,,
player,201111060nwe,nwe,ArriKy00,tackles_assists,1,,,,,
player,201111060nwe,nwe,ArriKy00,tackles_loss,0,,,,,
player,201111060nwe,nwe,ArriKy00,qb_hits,0,,,,,
player,201111060nwe,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201111060nwe,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201111060nwe,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201111060nwe,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201111060nwe,nwe,NinkRo20,def_int,0,,,,,
player,201111060nwe,nwe,NinkRo20,def_int_yds,0,,,,,
player,201111060nwe,nwe,NinkRo20,def_int_td,0,,,,,
player,201111060nwe,nwe,NinkRo20,def_int_long,0,,,,,
player,201111060nwe,nwe,NinkRo20,pass_defended,1,,,,,
player,201111060nwe,nwe,NinkRo20,sacks,0.0,,,,,
player,201111060nwe,nwe,NinkRo20,tackles_combined,7,,,,,
player,201111060nwe,nwe,NinkRo20,tackles_solo,4,,,,,
player,201111060nwe,nwe,NinkRo20,tackles_assists,3,,,,,
player,201111060nwe,nwe,NinkRo20,tackles_loss,0,,,,,
player,201111060nwe,nwe,NinkRo20,qb_hits,1,,,,,
player,201111060nwe,nwe,NinkRo20,fumbles_rec,1,,,,,
player,201111060nwe,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201111060nwe,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201111060nwe,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201111060nwe,nwe,MayoJe99,def_int,0,,,,,
player,201111060nwe,nwe,MayoJe99,def_int_yds,0,,,,,
player,201111060nwe,nwe,MayoJe99,def_int_td,0,,,,,
player,201111060nwe,nwe,MayoJe99,def_int_long,0,,,,,
player,201111060nwe,nwe,MayoJe99,pass_defended,0,,,,,
player,201111060nwe,nwe,MayoJe99,sacks,0.0,,,,,
player,201111060nwe,nwe,MayoJe99,tackles_combined,6,,,,,
player,201111060nwe,nwe,MayoJe99,tackles_solo,0,,,,,
player,201111060nwe,nwe,MayoJe99,tackles_assists,6,,,,,
player,201111060nwe,nwe,MayoJe99,tackles_loss,0,,,,,
player,201111060nwe,nwe,MayoJe99,qb_hits,0,,,,,
player,201111060nwe,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201111060nwe,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201111060nwe,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201111060nwe,nwe,McCoDe99,def_int,0,,,,,
player,201111060nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201111060nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201111060nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201111060nwe,nwe,McCoDe99,pass_defended,0,,,,,
player,201111060nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201111060nwe,nwe,McCoDe99,tackles_combined,6,,,,,
player,201111060nwe,nwe,McCoDe99,tackles_solo,5,,,,,
player,201111060nwe,nwe,McCoDe99,tackles_assists,1,,,,,
player,201111060nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201111060nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201111060nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201111060nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201111060nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201111060nwe,nwe,ChunPa99,def_int,0,,,,,
player,201111060nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201111060nwe,nwe,ChunPa99,def_int_td,0,,,,,
player,201111060nwe,nwe,ChunPa99,def_int_long,0,,,,,
player,201111060nwe,nwe,ChunPa99,pass_defended,1,,,,,
player,201111060nwe,nwe,ChunPa99,sacks,0.0,,,,,
player,201111060nwe,nwe,ChunPa99,tackles_combined,5,,,,,
player,201111060nwe,nwe,ChunPa99,tackles_solo,4,,,,,
player,201111060nwe,nwe,ChunPa99,tackles_assists,1,,,,,
player,201111060nwe,nwe,ChunPa99,tackles_loss,0,,,,,
player,201111060nwe,nwe,ChunPa99,qb_hits,0,,,,,
player,201111060nwe,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201111060nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201111060nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201111060nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201111060nwe,nwe,GuytGa99,def_int,0,,,,,
player,201111060nwe,nwe,GuytGa99,def_int_yds,0,,,,,
player,201111060nwe,nwe,GuytGa99,def_int_td,0,,,,,
player,201111060nwe,nwe,GuytGa99,def_int_long,0,,,,,
player,201111060nwe,nwe,GuytGa99,pass_defended,0,,,,,
player,201111060nwe,nwe,GuytGa99,sacks,0.0,,,,,
player,201111060nwe,nwe,GuytGa99,tackles_combined,5,,,,,
player,201111060nwe,nwe,GuytGa99,tackles_solo,1,,,,,
player,201111060nwe,nwe,GuytGa99,tackles_assists,4,,,,,
player,201111060nwe,nwe,GuytGa99,tackles_loss,0,,,,,
player,201111060nwe,nwe,GuytGa99,qb_hits,0,,,,,
player,201111060nwe,nwe,GuytGa99,fumbles_rec,0,,,,,
player,201111060nwe,nwe,GuytGa99,fumbles_rec_yds,0,,,,,
