game,2011,11,20111120,201111200nyg,phi,"Philadelphia Eagles",17,nyg,"New York Giants",10
player,201111200nyg,phi,HallCh00,pass_int,0,,,,,
player,201111200nyg,phi,HallCh00,pass_sacked,0,,,,,
player,201111200nyg,phi,HallCh00,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,HallCh00,pass_long,0,,,,,
player,201111200nyg,phi,HallCh00,pass_rating,,,,,,
player,201111200nyg,phi,HallCh00,rush_att,2,,,,,
player,201111200nyg,phi,HallCh00,rush_yds,11,,,,,
player,201111200nyg,phi,HallCh00,rush_td,0,,,,,
player,201111200nyg,phi,HallCh00,rush_long,7,,,,,
player,201111200nyg,phi,HallCh00,targets,0,,,,,
player,201111200nyg,phi,HallCh00,rec,0,,,,,
player,201111200nyg,phi,HallCh00,rec_yds,0,,,,,
player,201111200nyg,phi,HallCh00,rec_td,0,,,,,
player,201111200nyg,phi,HallCh00,rec_long,0,,,,,
player,201111200nyg,phi,HallCh00,fumbles,0,,,,,
player,201111200nyg,phi,HallCh00,fumbles_lost,,,,,,
player,201111200nyg,phi,BrowRo05,pass_cmp,0,,,,,
player,201111200nyg,phi,BrowRo05,pass_att,0,,,,,
player,201111200nyg,phi,BrowRo05,pass_yds,0,,,,,
player,201111200nyg,phi,BrowRo05,pass_td,0,,,,,
player,201111200nyg,phi,BrowRo05,pass_int,0,,,,,
player,201111200nyg,phi,BrowRo05,pass_sacked,0,,,,,
player,201111200nyg,phi,BrowRo05,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,BrowRo05,pass_long,0,,,,,
player,201111200nyg,phi,BrowRo05,pass_rating,,,,,,
player,201111200nyg,phi,BrowRo05,rush_att,1,,,,,
player,201111200nyg,phi,BrowRo05,rush_yds,6,,,,,
player,201111200nyg,phi,BrowRo05,rush_td,0,,,,,
player,201111200nyg,phi,BrowRo05,rush_long,6,,,,,
player,201111200nyg,phi,BrowRo05,targets,0,,,,,
player,201111200nyg,phi,BrowRo05,rec,0,,,,,
player,201111200nyg,phi,BrowRo05,rec_yds,0,,,,,
player,201111200nyg,phi,BrowRo05,rec_td,0,,,,,
player,201111200nyg,phi,BrowRo05,rec_long,0,,,,,
player,201111200nyg,phi,BrowRo05,fumbles,0,,,,,
player,201111200nyg,phi,BrowRo05,fumbles_lost,,,,,,
player,201111200nyg,phi,LewiDi00,pass_cmp,0,,,,,
player,201111200nyg,phi,LewiDi00,pass_att,0,,,,,
player,201111200nyg,phi,LewiDi00,pass_yds,0,,,,,
player,201111200nyg,phi,LewiDi00,pass_td,0,,,,,
player,201111200nyg,phi,LewiDi00,pass_int,0,,,,,
player,201111200nyg,phi,LewiDi00,pass_sacked,0,,,,,
player,201111200nyg,phi,LewiDi00,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,LewiDi00,pass_long,0,,,,,
player,201111200nyg,phi,LewiDi00,pass_rating,,,,,,
player,201111200nyg,phi,LewiDi00,rush_att,1,,,,,
player,201111200nyg,phi,LewiDi00,rush_yds,1,,,,,
player,201111200nyg,phi,LewiDi00,rush_td,0,,,,,
player,201111200nyg,phi,LewiDi00,rush_long,1,,,,,
player,201111200nyg,phi,LewiDi00,targets,0,,,,,
player,201111200nyg,phi,LewiDi00,rec,0,,,,,
player,201111200nyg,phi,LewiDi00,rec_yds,0,,,,,
player,201111200nyg,phi,LewiDi00,rec_td,0,,,,,
player,201111200nyg,phi,LewiDi00,rec_long,0,,,,,
player,201111200nyg,phi,LewiDi00,fumbles,0,,,,,
player,201111200nyg,phi,LewiDi00,fumbles_lost,,,,,,
player,201111200nyg,phi,JackDe00,pass_cmp,0,,,,,
player,201111200nyg,phi,JackDe00,pass_att,0,,,,,
player,201111200nyg,phi,JackDe00,pass_yds,0,,,,,
player,201111200nyg,phi,JackDe00,pass_td,0,,,,,
player,201111200nyg,phi,JackDe00,pass_int,0,,,,,
player,201111200nyg,phi,JackDe00,pass_sacked,0,,,,,
player,201111200nyg,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,JackDe00,pass_long,0,,,,,
player,201111200nyg,phi,JackDe00,pass_rating,,,,,,
player,201111200nyg,phi,JackDe00,rush_att,0,,,,,
player,201111200nyg,phi,JackDe00,rush_yds,0,,,,,
player,201111200nyg,phi,JackDe00,rush_td,0,,,,,
player,201111200nyg,phi,JackDe00,rush_long,0,,,,,
player,201111200nyg,phi,JackDe00,targets,8,,,,,
player,201111200nyg,phi,JackDe00,rec,6,,,,,
player,201111200nyg,phi,JackDe00,rec_yds,88,,,,,
player,201111200nyg,phi,JackDe00,rec_td,0,,,,,
player,201111200nyg,phi,JackDe00,rec_long,32,,,,,
player,201111200nyg,phi,JackDe00,fumbles,0,,,,,
player,201111200nyg,phi,JackDe00,fumbles_lost,,,,,,
player,201111200nyg,phi,CoopRi00,pass_cmp,0,,,,,
player,201111200nyg,phi,CoopRi00,pass_att,0,,,,,
player,201111200nyg,phi,CoopRi00,pass_yds,0,,,,,
player,201111200nyg,phi,CoopRi00,pass_td,0,,,,,
player,201111200nyg,phi,CoopRi00,pass_int,0,,,,,
player,201111200nyg,phi,CoopRi00,pass_sacked,0,,,,,
player,201111200nyg,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,CoopRi00,pass_long,0,,,,,
player,201111200nyg,phi,CoopRi00,pass_rating,,,,,,
player,201111200nyg,phi,CoopRi00,rush_att,0,,,,,
player,201111200nyg,phi,CoopRi00,rush_yds,0,,,,,
player,201111200nyg,phi,CoopRi00,rush_td,0,,,,,
player,201111200nyg,phi,CoopRi00,rush_long,0,,,,,
player,201111200nyg,phi,CoopRi00,targets,12,,,,,
player,201111200nyg,phi,CoopRi00,rec,5,,,,,
player,201111200nyg,phi,CoopRi00,rec_yds,75,,,,,
player,201111200nyg,phi,CoopRi00,rec_td,1,,,,,
player,201111200nyg,phi,CoopRi00,rec_long,23,,,,,
player,201111200nyg,phi,CoopRi00,fumbles,0,,,,,
player,201111200nyg,phi,CoopRi00,fumbles_lost,,,,,,
player,201111200nyg,phi,CeleBr00,pass_cmp,0,,,,,
player,201111200nyg,phi,CeleBr00,pass_att,0,,,,,
player,201111200nyg,phi,CeleBr00,pass_yds,0,,,,,
player,201111200nyg,phi,CeleBr00,pass_td,0,,,,,
player,201111200nyg,phi,CeleBr00,pass_int,0,,,,,
player,201111200nyg,phi,CeleBr00,pass_sacked,0,,,,,
player,201111200nyg,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,CeleBr00,pass_long,0,,,,,
player,201111200nyg,phi,CeleBr00,pass_rating,,,,,,
player,201111200nyg,phi,CeleBr00,rush_att,0,,,,,
player,201111200nyg,phi,CeleBr00,rush_yds,0,,,,,
player,201111200nyg,phi,CeleBr00,rush_td,0,,,,,
player,201111200nyg,phi,CeleBr00,rush_long,0,,,,,
player,201111200nyg,phi,CeleBr00,targets,6,,,,,
player,201111200nyg,phi,CeleBr00,rec,6,,,,,
player,201111200nyg,phi,CeleBr00,rec_yds,60,,,,,
player,201111200nyg,phi,CeleBr00,rec_td,0,,,,,
player,201111200nyg,phi,CeleBr00,rec_long,18,,,,,
player,201111200nyg,phi,CeleBr00,fumbles,0,,,,,
player,201111200nyg,phi,CeleBr00,fumbles_lost,,,,,,
player,201111200nyg,phi,SmitSt02,pass_cmp,0,,,,,
player,201111200nyg,phi,SmitSt02,pass_att,0,,,,,
player,201111200nyg,phi,SmitSt02,pass_yds,0,,,,,
player,201111200nyg,phi,SmitSt02,pass_td,0,,,,,
player,201111200nyg,phi,SmitSt02,pass_int,0,,,,,
player,201111200nyg,phi,SmitSt02,pass_sacked,0,,,,,
player,201111200nyg,phi,SmitSt02,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,SmitSt02,pass_long,0,,,,,
player,201111200nyg,phi,SmitSt02,pass_rating,,,,,,
player,201111200nyg,phi,SmitSt02,rush_att,0,,,,,
player,201111200nyg,phi,SmitSt02,rush_yds,0,,,,,
player,201111200nyg,phi,SmitSt02,rush_td,0,,,,,
player,201111200nyg,phi,SmitSt02,rush_long,0,,,,,
player,201111200nyg,phi,SmitSt02,targets,1,,,,,
player,201111200nyg,phi,SmitSt02,rec,1,,,,,
player,201111200nyg,phi,SmitSt02,rec_yds,14,,,,,
player,201111200nyg,phi,SmitSt02,rec_td,1,,,,,
player,201111200nyg,phi,SmitSt02,rec_long,14,,,,,
player,201111200nyg,phi,SmitSt02,fumbles,0,,,,,
player,201111200nyg,phi,SmitSt02,fumbles_lost,,,,,,
player,201111200nyg,phi,AvanJa00,pass_cmp,0,,,,,
player,201111200nyg,phi,AvanJa00,pass_att,0,,,,,
player,201111200nyg,phi,AvanJa00,pass_yds,0,,,,,
player,201111200nyg,phi,AvanJa00,pass_td,0,,,,,
player,201111200nyg,phi,AvanJa00,pass_int,0,,,,,
player,201111200nyg,phi,AvanJa00,pass_sacked,0,,,,,
player,201111200nyg,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,AvanJa00,pass_long,0,,,,,
player,201111200nyg,phi,AvanJa00,pass_rating,,,,,,
player,201111200nyg,phi,AvanJa00,rush_att,0,,,,,
player,201111200nyg,phi,AvanJa00,rush_yds,0,,,,,
player,201111200nyg,phi,AvanJa00,rush_td,0,,,,,
player,201111200nyg,phi,AvanJa00,rush_long,0,,,,,
player,201111200nyg,phi,AvanJa00,targets,2,,,,,
player,201111200nyg,phi,AvanJa00,rec,1,,,,,
player,201111200nyg,phi,AvanJa00,rec_yds,13,,,,,
player,201111200nyg,phi,AvanJa00,rec_td,0,,,,,
player,201111200nyg,phi,AvanJa00,rec_long,13,,,,,
player,201111200nyg,phi,AvanJa00,fumbles,0,,,,,
player,201111200nyg,phi,AvanJa00,fumbles_lost,,,,,,
player,201111200nyg,phi,HarbCl00,pass_cmp,0,,,,,
player,201111200nyg,phi,HarbCl00,pass_att,0,,,,,
player,201111200nyg,phi,HarbCl00,pass_yds,0,,,,,
player,201111200nyg,phi,HarbCl00,pass_td,0,,,,,
player,201111200nyg,phi,HarbCl00,pass_int,0,,,,,
player,201111200nyg,phi,HarbCl00,pass_sacked,0,,,,,
player,201111200nyg,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,HarbCl00,pass_long,0,,,,,
player,201111200nyg,phi,HarbCl00,pass_rating,,,,,,
player,201111200nyg,phi,HarbCl00,rush_att,0,,,,,
player,201111200nyg,phi,HarbCl00,rush_yds,0,,,,,
player,201111200nyg,phi,HarbCl00,rush_td,0,,,,,
player,201111200nyg,phi,HarbCl00,rush_long,0,,,,,
player,201111200nyg,phi,HarbCl00,targets,2,,,,,
player,201111200nyg,phi,HarbCl00,rec,1,,,,,
player,201111200nyg,phi,HarbCl00,rec_yds,6,,,,,
player,201111200nyg,phi,HarbCl00,rec_td,0,,,,,
player,201111200nyg,phi,HarbCl00,rec_long,6,,,,,
player,201111200nyg,phi,HarbCl00,fumbles,0,,,,,
player,201111200nyg,phi,HarbCl00,fumbles_lost,,,,,,
player,201111200nyg,phi,SchmOw00,pass_cmp,0,,,,,
player,201111200nyg,phi,SchmOw00,pass_att,0,,,,,
player,201111200nyg,phi,SchmOw00,pass_yds,0,,,,,
player,201111200nyg,phi,SchmOw00,pass_td,0,,,,,
player,201111200nyg,phi,SchmOw00,pass_int,0,,,,,
player,201111200nyg,phi,SchmOw00,pass_sacked,0,,,,,
player,201111200nyg,phi,SchmOw00,pass_sacked_yds,0,,,,,
player,201111200nyg,phi,SchmOw00,pass_long,0,,,,,
player,201111200nyg,phi,SchmOw00,pass_rating,,,,,,
player,201111200nyg,phi,SchmOw00,rush_att,0,,,,,
player,201111200nyg,phi,SchmOw00,rush_yds,0,,,,,
player,201111200nyg,phi,SchmOw00,rush_td,0,,,,,
player,201111200nyg,phi,SchmOw00,rush_long,0,,,,,
player,201111200nyg,phi,SchmOw00,targets,1,,,,,
player,201111200nyg,phi,SchmOw00,rec,0,,,,,
player,201111200nyg,phi,SchmOw00,rec_yds,0,,,,,
player,201111200nyg,phi,SchmOw00,rec_td,0,,,,,
player,201111200nyg,phi,SchmOw00,rec_long,0,,,,,
player,201111200nyg,phi,SchmOw00,fumbles,0,,,,,
player,201111200nyg,phi,SchmOw00,fumbles_lost,,,,,,
player,201111200nyg,nyg,MannEl00,pass_cmp,18,,,,,
player,201111200nyg,nyg,MannEl00,pass_att,35,,,,,
player,201111200nyg,nyg,MannEl00,pass_yds,264,,,,,
player,201111200nyg,nyg,MannEl00,pass_td,1,,,,,
player,201111200nyg,nyg,MannEl00,pass_int,1,,,,,
player,201111200nyg,nyg,MannEl00,pass_sacked,3,,,,,
player,201111200nyg,nyg,MannEl00,pass_sacked_yds,15,,,,,
player,201111200nyg,nyg,MannEl00,pass_long,47,,,,,
player,201111200nyg,nyg,MannEl00,pass_rating,74.0,,,,,
player,201111200nyg,nyg,MannEl00,rush_att,0,,,,,
player,201111200nyg,nyg,MannEl00,rush_yds,0,,,,,
player,201111200nyg,nyg,MannEl00,rush_td,0,,,,,
player,201111200nyg,nyg,MannEl00,rush_long,0,,,,,
player,201111200nyg,nyg,MannEl00,targets,0,,,,,
player,201111200nyg,nyg,MannEl00,rec,0,,,,,
player,201111200nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201111200nyg,nyg,MannEl00,rec_td,0,,,,,
player,201111200nyg,nyg,MannEl00,rec_long,0,,,,,
player,201111200nyg,nyg,MannEl00,fumbles,1,,,,,
player,201111200nyg,nyg,MannEl00,fumbles_lost,1,,,,,
player,201111200nyg,nyg,JacoBr00,pass_cmp,0,,,,,
player,201111200nyg,nyg,JacoBr00,pass_att,0,,,,,
player,201111200nyg,nyg,JacoBr00,pass_yds,0,,,,,
player,201111200nyg,nyg,JacoBr00,pass_td,0,,,,,
player,201111200nyg,nyg,JacoBr00,pass_int,0,,,,,
player,201111200nyg,nyg,JacoBr00,pass_sacked,0,,,,,
player,201111200nyg,nyg,JacoBr00,pass_sacked_yds,0,,,,,
player,201111200nyg,nyg,JacoBr00,pass_long,0,,,,,
player,201111200nyg,nyg,JacoBr00,pass_rating,,,,,,
player,201111200nyg,nyg,JacoBr00,rush_att,12,,,,,
player,201111200nyg,nyg,JacoBr00,rush_yds,21,,,,,
player,201111200nyg,nyg,JacoBr00,rush_td,0,,,,,
player,201111200nyg,nyg,JacoBr00,rush_long,9,,,,,
player,201111200nyg,nyg,JacoBr00,targets,4,,,,,
player,201111200nyg,nyg,JacoBr00,rec,3,,,,,
player,201111200nyg,nyg,JacoBr00,rec_yds,11,,,,,
player,201111200nyg,nyg,JacoBr00,rec_td,0,,,,,
player,201111200nyg,nyg,JacoBr00,rec_long,8,,,,,
player,201111200nyg,nyg,JacoBr00,fumbles,0,,,,,
player,201111200nyg,nyg,JacoBr00,fumbles_lost,,,,,,
player,201111200nyg,nyg,ScotDa01,pass_cmp,0,,,,,
player,201111200nyg,nyg,ScotDa01,pass_att,0,,,,,
player,201111200nyg,nyg,ScotDa01,pass_yds,0,,,,,
player,201111200nyg,nyg,ScotDa01,pass_td,0,,,,,
player,201111200nyg,nyg,ScotDa01,pass_int,0,,,,,
player,201111200nyg,nyg,ScotDa01,pass_sacked,0,,,,,
player,201111200nyg,nyg,ScotDa01,pass_sacked_yds,0,,,,,
player,201111200nyg,nyg,ScotDa01,pass_long,0,,,,,
player,201111200nyg,nyg,ScotDa01,pass_rating,,,,,,
player,201111200nyg,nyg,ScotDa01,rush_att,2,,,,,
player,201111200nyg,nyg,ScotDa01,rush_yds,11,,,,,
player,201111200nyg,nyg,ScotDa01,rush_td,0,,,,,
player,201111200nyg,nyg,ScotDa01,rush_long,8,,,,,
player,201111200nyg,nyg,ScotDa01,targets,1,,,,,
player,201111200nyg,nyg,ScotDa01,rec,1,,,,,
player,201111200nyg,nyg,ScotDa01,rec_yds,9,,,,,
player,201111200nyg,nyg,ScotDa01,rec_td,0,,,,,
player,201111200nyg,nyg,ScotDa01,rec_long,9,,,,,
player,201111200nyg,nyg,ScotDa01,fumbles,0,,,,,
player,201111200nyg,nyg,ScotDa01,fumbles_lost,,,,,,
player,201111200nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201111200nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201111200nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201111200nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201111200nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201111200nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201111200nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201111200nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201111200nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201111200nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201111200nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201111200nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201111200nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201111200nyg,nyg,CruzVi00,targets,10,,,,,
player,201111200nyg,nyg,CruzVi00,rec,6,,,,,
player,201111200nyg,nyg,CruzVi00,rec_yds,128,,,,,
player,201111200nyg,nyg,CruzVi00,rec_td,1,,,,,
player,201111200nyg,nyg,CruzVi00,rec_long,47,,,,,
player,201111200nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201111200nyg,nyg,CruzVi00,fumbles_lost,,,,,,
player,201111200nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201111200nyg,nyg,NickHa01,pass_att,0,,,,,
player,201111200nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201111200nyg,nyg,NickHa01,pass_td,0,,,,,
player,201111200nyg,nyg,NickHa01,pass_int,0,,,,,
player,201111200nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201111200nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201111200nyg,nyg,NickHa01,pass_long,0,,,,,
player,201111200nyg,nyg,NickHa01,pass_rating,,,,,,
player,201111200nyg,nyg,NickHa01,rush_att,0,,,,,
player,201111200nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201111200nyg,nyg,NickHa01,rush_td,0,,,,,
player,201111200nyg,nyg,NickHa01,rush_long,0,,,,,
player,201111200nyg,nyg,NickHa01,targets,7,,,,,
player,201111200nyg,nyg,NickHa01,rec,3,,,,,
player,201111200nyg,nyg,NickHa01,rec_yds,69,,,,,
player,201111200nyg,nyg,NickHa01,rec_td,0,,,,,
player,201111200nyg,nyg,NickHa01,rec_long,47,,,,,
player,201111200nyg,nyg,NickHa01,fumbles,0,,,,,
player,201111200nyg,nyg,NickHa01,fumbles_lost,,,,,,
player,201111200nyg,nyg,BardRa00,pass_cmp,0,,,,,
player,201111200nyg,nyg,BardRa00,pass_att,0,,,,,
player,201111200nyg,nyg,BardRa00,pass_yds,0,,,,,
player,201111200nyg,nyg,BardRa00,pass_td,0,,,,,
player,201111200nyg,nyg,BardRa00,pass_int,0,,,,,
player,201111200nyg,nyg,BardRa00,pass_sacked,0,,,,,
player,201111200nyg,nyg,BardRa00,pass_sacked_yds,0,,,,,
player,201111200nyg,nyg,BardRa00,pass_long,0,,,,,
player,201111200nyg,nyg,BardRa00,pass_rating,,,,,,
player,201111200nyg,nyg,BardRa00,rush_att,0,,,,,
player,201111200nyg,nyg,BardRa00,rush_yds,0,,,,,
player,201111200nyg,nyg,BardRa00,rush_td,0,,,,,
player,201111200nyg,nyg,BardRa00,rush_long,0,,,,,
player,201111200nyg,nyg,BardRa00,targets,1,,,,,
player,201111200nyg,nyg,BardRa00,rec,1,,,,,
player,201111200nyg,nyg,BardRa00,rec_yds,13,,,,,
player,201111200nyg,nyg,BardRa00,rec_td,0,,,,,
player,201111200nyg,nyg,BardRa00,rec_long,13,,,,,
player,201111200nyg,nyg,BardRa00,fumbles,0,,,,,
player,201111200nyg,nyg,BardRa00,fumbles_lost,,,,,,
player,201111200nyg,nyg,BallJa21,pass_cmp,0,,,,,
player,201111200nyg,nyg,BallJa21,pass_att,0,,,,,
player,201111200nyg,nyg,BallJa21,pass_yds,0,,,,,
player,201111200nyg,nyg,BallJa21,pass_td,0,,,,,
player,201111200nyg,nyg,BallJa21,pass_int,0,,,,,
player,201111200nyg,nyg,BallJa21,pass_sacked,0,,,,,
player,201111200nyg,nyg,BallJa21,pass_sacked_yds,0,,,,,
player,201111200nyg,nyg,BallJa21,pass_long,0,,,,,
player,201111200nyg,nyg,BallJa21,pass_rating,,,,,,
player,201111200nyg,nyg,BallJa21,rush_att,0,,,,,
player,201111200nyg,nyg,BallJa21,rush_yds,0,,,,,
player,201111200nyg,nyg,BallJa21,rush_td,0,,,,,
player,201111200nyg,nyg,BallJa21,rush_long,0,,,,,
player,201111200nyg,nyg,BallJa21,targets,7,,,,,
player,201111200nyg,nyg,BallJa21,rec,1,,,,,
player,201111200nyg,nyg,BallJa21,rec_yds,13,,,,,
player,201111200nyg,nyg,BallJa21,rec_td,0,,,,,
player,201111200nyg,nyg,BallJa21,rec_long,13,,,,,
player,201111200nyg,nyg,BallJa21,fumbles,0,,,,,
player,201111200nyg,nyg,BallJa21,fumbles_lost,,,,,,
player,201111200nyg,nyg,MannMa01,pass_cmp,0,,,,,
player,201111200nyg,nyg,MannMa01,pass_att,0,,,,,
player,201111200nyg,nyg,MannMa01,pass_yds,0,,,,,
player,201111200nyg,nyg,MannMa01,pass_td,0,,,,,
player,201111200nyg,nyg,MannMa01,pass_int,0,,,,,
player,201111200nyg,nyg,MannMa01,pass_sacked,0,,,,,
player,201111200nyg,nyg,MannMa01,pass_sacked_yds,0,,,,,
player,201111200nyg,nyg,MannMa01,pass_long,0,,,,,
player,201111200nyg,nyg,MannMa01,pass_rating,,,,,,
player,201111200nyg,nyg,MannMa01,rush_att,0,,,,,
player,201111200nyg,nyg,MannMa01,rush_yds,0,,,,,
player,201111200nyg,nyg,MannMa01,rush_td,0,,,,,
player,201111200nyg,nyg,MannMa01,rush_long,0,,,,,
player,201111200nyg,nyg,MannMa01,targets,2,,,,,
player,201111200nyg,nyg,MannMa01,rec,1,,,,,
player,201111200nyg,nyg,MannMa01,rec_yds,4,,,,,
player,201111200nyg,nyg,MannMa01,rec_td,0,,,,,
player,201111200nyg,nyg,MannMa01,rec_long,4,,,,,
player,201111200nyg,nyg,MannMa01,fumbles,0,,,,,
player,201111200nyg,nyg,MannMa01,fumbles_lost,,,,,,
player,201111200nyg,nyg,WareDa00,pass_cmp,0,,,,,
player,201111200nyg,nyg,WareDa00,pass_att,0,,,,,
player,201111200nyg,nyg,WareDa00,pass_yds,0,,,,,
player,201111200nyg,nyg,WareDa00,pass_td,0,,,,,
player,201111200nyg,nyg,WareDa00,pass_int,0,,,,,
player,201111200nyg,nyg,WareDa00,pass_sacked,0,,,,,
player,201111200nyg,nyg,WareDa00,pass_sacked_yds,0,,,,,
player,201111200nyg,nyg,WareDa00,pass_long,0,,,,,
player,201111200nyg,nyg,WareDa00,pass_rating,,,,,,
player,201111200nyg,nyg,WareDa00,rush_att,3,,,,,
player,201111200nyg,nyg,WareDa00,rush_yds,-3,,,,,
player,201111200nyg,nyg,WareDa00,rush_td,0,,,,,
player,201111200nyg,nyg,WareDa00,rush_long,2,,,,,
player,201111200nyg,nyg,WareDa00,targets,3,,,,,
player,201111200nyg,nyg,WareDa00,rec,2,,,,,
player,201111200nyg,nyg,WareDa00,rec_yds,17,,,,,
