game,2011,15,20111218,201112180nyg,was,"Washington Redskins",23,nyg,"New York Giants",10
team,201112180nyg,was,First Downs,19,,,,,,
team,201112180nyg,nyg,First Downs,22,,,,,,
team,201112180nyg,was,Rush-Yds-TDs,40-123-1,,,,,,
team,201112180nyg,nyg,Rush-Yds-TDs,18-91-1,,,,,,
team,201112180nyg,was,Cmp-Att-Yd-TD-INT,15-24-185-1-2,,,,,,
team,201112180nyg,nyg,Cmp-Att-Yd-TD-INT,23-40-257-0-3,,,,,,
team,201112180nyg,was,Sacked-Yards,1-8,,,,,,
team,201112180nyg,nyg,Sacked-Yards,3-24,,,,,,
team,201112180nyg,was,Net Pass Yards,177,,,,,,
team,201112180nyg,nyg,Net Pass Yards,233,,,,,,
team,201112180nyg,was,Total Yards,300,,,,,,
team,201112180nyg,nyg,Total Yards,324,,,,,,
team,201112180nyg,was,Fumbles-Lost,1-0,,,,,,
team,201112180nyg,nyg,Fumbles-Lost,1-0,,,,,,
team,201112180nyg,was,Turnovers,2,,,,,,
team,201112180nyg,nyg,Turnovers,3,,,,,,
team,201112180nyg,was,Penalties-Yards,2-48,,,,,,
team,201112180nyg,nyg,Penalties-Yards,8-75,,,,,,
team,201112180nyg,was,Third Down Conv.,8-15,,,,,,
team,201112180nyg,nyg,Third Down Conv.,3-9,,,,,,
team,201112180nyg,was,Fourth Down Conv.,1-2,,,,,,
team,201112180nyg,nyg,Fourth Down Conv.,0-1,,,,,,
team,201112180nyg,was,Time of Possession,35:00,,,,,,
team,201112180nyg,nyg,Time of Possession,25:00,,,,,,
player,201112180nyg,was,GrosRe00,pass_cmp,15,,,,,
player,201112180nyg,was,GrosRe00,pass_att,24,,,,,
player,201112180nyg,was,GrosRe00,pass_yds,185,,,,,
player,201112180nyg,was,GrosRe00,pass_td,1,,,,,
player,201112180nyg,was,GrosRe00,pass_int,2,,,,,
player,201112180nyg,was,GrosRe00,pass_sacked,1,,,,,
player,201112180nyg,was,GrosRe00,pass_sacked_yds,8,,,,,
player,201112180nyg,was,GrosRe00,pass_long,20,,,,,
player,201112180nyg,was,GrosRe00,pass_rating,65.5,,,,,
player,201112180nyg,was,GrosRe00,rush_att,1,,,,,
player,201112180nyg,was,GrosRe00,rush_yds,-1,,,,,
player,201112180nyg,was,GrosRe00,rush_td,0,,,,,
player,201112180nyg,was,GrosRe00,rush_long,-1,,,,,
player,201112180nyg,was,GrosRe00,targets,0,,,,,
player,201112180nyg,was,GrosRe00,rec,0,,,,,
player,201112180nyg,was,GrosRe00,rec_yds,0,,,,,
player,201112180nyg,was,GrosRe00,rec_td,0,,,,,
player,201112180nyg,was,GrosRe00,rec_long,0,,,,,
player,201112180nyg,was,GrosRe00,fumbles,0,,,,,
player,201112180nyg,was,GrosRe00,fumbles_lost,,,,,,
player,201112180nyg,was,HeluRo00,pass_cmp,0,,,,,
player,201112180nyg,was,HeluRo00,pass_att,0,,,,,
player,201112180nyg,was,HeluRo00,pass_yds,0,,,,,
player,201112180nyg,was,HeluRo00,pass_td,0,,,,,
player,201112180nyg,was,HeluRo00,pass_int,0,,,,,
player,201112180nyg,was,HeluRo00,pass_sacked,0,,,,,
player,201112180nyg,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201112180nyg,was,HeluRo00,pass_long,0,,,,,
player,201112180nyg,was,HeluRo00,pass_rating,,,,,,
player,201112180nyg,was,HeluRo00,rush_att,23,,,,,
player,201112180nyg,was,HeluRo00,rush_yds,53,,,,,
player,201112180nyg,was,HeluRo00,rush_td,0,,,,,
player,201112180nyg,was,HeluRo00,rush_long,8,,,,,
player,201112180nyg,was,HeluRo00,targets,4,,,,,
player,201112180nyg,was,HeluRo00,rec,3,,,,,
player,201112180nyg,was,HeluRo00,rec_yds,16,,,,,
player,201112180nyg,was,HeluRo00,rec_td,0,,,,,
player,201112180nyg,was,HeluRo00,rec_long,9,,,,,
player,201112180nyg,was,HeluRo00,fumbles,0,,,,,
player,201112180nyg,was,HeluRo00,fumbles_lost,,,,,,
player,201112180nyg,was,RoysEv00,pass_cmp,0,,,,,
player,201112180nyg,was,RoysEv00,pass_att,0,,,,,
player,201112180nyg,was,RoysEv00,pass_yds,0,,,,,
player,201112180nyg,was,RoysEv00,pass_td,0,,,,,
player,201112180nyg,was,RoysEv00,pass_int,0,,,,,
player,201112180nyg,was,RoysEv00,pass_sacked,0,,,,,
player,201112180nyg,was,RoysEv00,pass_sacked_yds,0,,,,,
player,201112180nyg,was,RoysEv00,pass_long,0,,,,,
player,201112180nyg,was,RoysEv00,pass_rating,,,,,,
player,201112180nyg,was,RoysEv00,rush_att,10,,,,,
player,201112180nyg,was,RoysEv00,rush_yds,36,,,,,
player,201112180nyg,was,RoysEv00,rush_td,0,,,,,
player,201112180nyg,was,RoysEv00,rush_long,7,,,,,
player,201112180nyg,was,RoysEv00,targets,0,,,,,
player,201112180nyg,was,RoysEv00,rec,0,,,,,
player,201112180nyg,was,RoysEv00,rec_yds,0,,,,,
player,201112180nyg,was,RoysEv00,rec_td,0,,,,,
player,201112180nyg,was,RoysEv00,rec_long,0,,,,,
player,201112180nyg,was,RoysEv00,fumbles,0,,,,,
player,201112180nyg,was,RoysEv00,fumbles_lost,,,,,,
player,201112180nyg,was,ArmsAn00,pass_cmp,0,,,,,
player,201112180nyg,was,ArmsAn00,pass_att,0,,,,,
player,201112180nyg,was,ArmsAn00,pass_yds,0,,,,,
player,201112180nyg,was,ArmsAn00,pass_td,0,,,,,
player,201112180nyg,was,ArmsAn00,pass_int,0,,,,,
player,201112180nyg,was,ArmsAn00,pass_sacked,0,,,,,
player,201112180nyg,was,ArmsAn00,pass_sacked_yds,0,,,,,
player,201112180nyg,was,ArmsAn00,pass_long,0,,,,,
player,201112180nyg,was,ArmsAn00,pass_rating,,,,,,
player,201112180nyg,was,ArmsAn00,rush_att,1,,,,,
player,201112180nyg,was,ArmsAn00,rush_yds,14,,,,,
player,201112180nyg,was,ArmsAn00,rush_td,0,,,,,
player,201112180nyg,was,ArmsAn00,rush_long,14,,,,,
player,201112180nyg,was,ArmsAn00,targets,1,,,,,
player,201112180nyg,was,ArmsAn00,rec,0,,,,,
player,201112180nyg,was,ArmsAn00,rec_yds,0,,,,,
player,201112180nyg,was,ArmsAn00,rec_td,0,,,,,
player,201112180nyg,was,ArmsAn00,rec_long,0,,,,,
