game,2011,17,20120101,201201010htx,oti,"Tennessee Titans",23,htx,"Houston Texans",22
player,201201010htx,oti,HassMa00,rec_td,0,,,,,
player,201201010htx,oti,HassMa00,rec_long,0,,,,,
player,201201010htx,oti,HassMa00,fumbles,0,,,,,
player,201201010htx,oti,HassMa00,fumbles_lost,,,,,,
player,201201010htx,oti,JohnCh04,pass_cmp,0,,,,,
player,201201010htx,oti,JohnCh04,pass_att,0,,,,,
player,201201010htx,oti,JohnCh04,pass_yds,0,,,,,
player,201201010htx,oti,JohnCh04,pass_td,0,,,,,
player,201201010htx,oti,JohnCh04,pass_int,0,,,,,
player,201201010htx,oti,JohnCh04,pass_sacked,0,,,,,
player,201201010htx,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201201010htx,oti,JohnCh04,pass_long,0,,,,,
player,201201010htx,oti,JohnCh04,pass_rating,,,,,,
player,201201010htx,oti,JohnCh04,rush_att,15,,,,,
player,201201010htx,oti,JohnCh04,rush_yds,61,,,,,
player,201201010htx,oti,JohnCh04,rush_td,0,,,,,
player,201201010htx,oti,JohnCh04,rush_long,27,,,,,
player,201201010htx,oti,JohnCh04,targets,4,,,,,
player,201201010htx,oti,JohnCh04,rec,4,,,,,
player,201201010htx,oti,JohnCh04,rec_yds,49,,,,,
player,201201010htx,oti,JohnCh04,rec_td,0,,,,,
player,201201010htx,oti,JohnCh04,rec_long,20,,,,,
player,201201010htx,oti,JohnCh04,fumbles,0,,,,,
player,201201010htx,oti,JohnCh04,fumbles_lost,,,,,,
player,201201010htx,oti,HarpJa01,pass_cmp,0,,,,,
player,201201010htx,oti,HarpJa01,pass_att,0,,,,,
player,201201010htx,oti,HarpJa01,pass_yds,0,,,,,
player,201201010htx,oti,HarpJa01,pass_td,0,,,,,
player,201201010htx,oti,HarpJa01,pass_int,0,,,,,
player,201201010htx,oti,HarpJa01,pass_sacked,0,,,,,
player,201201010htx,oti,HarpJa01,pass_sacked_yds,0,,,,,
player,201201010htx,oti,HarpJa01,pass_long,0,,,,,
player,201201010htx,oti,HarpJa01,pass_rating,,,,,,
player,201201010htx,oti,HarpJa01,rush_att,4,,,,,
player,201201010htx,oti,HarpJa01,rush_yds,19,,,,,
player,201201010htx,oti,HarpJa01,rush_td,0,,,,,
player,201201010htx,oti,HarpJa01,rush_long,12,,,,,
player,201201010htx,oti,HarpJa01,targets,2,,,,,
player,201201010htx,oti,HarpJa01,rec,1,,,,,
player,201201010htx,oti,HarpJa01,rec_yds,4,,,,,
player,201201010htx,oti,HarpJa01,rec_td,0,,,,,
player,201201010htx,oti,HarpJa01,rec_long,4,,,,,
player,201201010htx,oti,HarpJa01,fumbles,0,,,,,
player,201201010htx,oti,HarpJa01,fumbles_lost,,,,,,
player,201201010htx,oti,HallAh00,pass_cmp,0,,,,,
player,201201010htx,oti,HallAh00,pass_att,0,,,,,
player,201201010htx,oti,HallAh00,pass_yds,0,,,,,
player,201201010htx,oti,HallAh00,pass_td,0,,,,,
player,201201010htx,oti,HallAh00,pass_int,0,,,,,
player,201201010htx,oti,HallAh00,pass_sacked,0,,,,,
player,201201010htx,oti,HallAh00,pass_sacked_yds,0,,,,,
player,201201010htx,oti,HallAh00,pass_long,0,,,,,
player,201201010htx,oti,HallAh00,pass_rating,,,,,,
player,201201010htx,oti,HallAh00,rush_att,2,,,,,
player,201201010htx,oti,HallAh00,rush_yds,7,,,,,
player,201201010htx,oti,HallAh00,rush_td,0,,,,,
player,201201010htx,oti,HallAh00,rush_long,4,,,,,
player,201201010htx,oti,HallAh00,targets,1,,,,,
player,201201010htx,oti,HallAh00,rec,1,,,,,
player,201201010htx,oti,HallAh00,rec_yds,4,,,,,
player,201201010htx,oti,HallAh00,rec_td,0,,,,,
player,201201010htx,oti,HallAh00,rec_long,4,,,,,
player,201201010htx,oti,HallAh00,fumbles,1,,,,,
player,201201010htx,oti,HallAh00,fumbles_lost,1,,,,,
player,201201010htx,oti,WashNa00,pass_cmp,0,,,,,
player,201201010htx,oti,WashNa00,pass_att,0,,,,,
player,201201010htx,oti,WashNa00,pass_yds,0,,,,,
player,201201010htx,oti,WashNa00,pass_td,0,,,,,
player,201201010htx,oti,WashNa00,pass_int,0,,,,,
player,201201010htx,oti,WashNa00,pass_sacked,0,,,,,
player,201201010htx,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201201010htx,oti,WashNa00,pass_long,0,,,,,
player,201201010htx,oti,WashNa00,pass_rating,,,,,,
player,201201010htx,oti,WashNa00,rush_att,0,,,,,
player,201201010htx,oti,WashNa00,rush_yds,0,,,,,
player,201201010htx,oti,WashNa00,rush_td,0,,,,,
player,201201010htx,oti,WashNa00,rush_long,0,,,,,
player,201201010htx,oti,WashNa00,targets,9,,,,,
player,201201010htx,oti,WashNa00,rec,4,,,,,
player,201201010htx,oti,WashNa00,rec_yds,92,,,,,
player,201201010htx,oti,WashNa00,rec_td,1,,,,,
player,201201010htx,oti,WashNa00,rec_long,55,,,,,
player,201201010htx,oti,WashNa00,fumbles,0,,,,,
player,201201010htx,oti,WashNa00,fumbles_lost,,,,,,
player,201201010htx,oti,CookJa02,pass_cmp,0,,,,,
player,201201010htx,oti,CookJa02,pass_att,0,,,,,
player,201201010htx,oti,CookJa02,pass_yds,0,,,,,
player,201201010htx,oti,CookJa02,pass_td,0,,,,,
player,201201010htx,oti,CookJa02,pass_int,0,,,,,
player,201201010htx,oti,CookJa02,pass_sacked,0,,,,,
player,201201010htx,oti,CookJa02,pass_sacked_yds,0,,,,,
player,201201010htx,oti,CookJa02,pass_long,0,,,,,
player,201201010htx,oti,CookJa02,pass_rating,,,,,,
player,201201010htx,oti,CookJa02,rush_att,0,,,,,
player,201201010htx,oti,CookJa02,rush_yds,0,,,,,
player,201201010htx,oti,CookJa02,rush_td,0,,,,,
player,201201010htx,oti,CookJa02,rush_long,0,,,,,
player,201201010htx,oti,CookJa02,targets,7,,,,,
player,201201010htx,oti,CookJa02,rec,4,,,,,
player,201201010htx,oti,CookJa02,rec_yds,63,,,,,
player,201201010htx,oti,CookJa02,rec_td,0,,,,,
player,201201010htx,oti,CookJa02,rec_long,25,,,,,
player,201201010htx,oti,CookJa02,fumbles,0,,,,,
player,201201010htx,oti,CookJa02,fumbles_lost,,,,,,
player,201201010htx,oti,AverDo00,pass_cmp,0,,,,,
player,201201010htx,oti,AverDo00,pass_att,0,,,,,
player,201201010htx,oti,AverDo00,pass_yds,0,,,,,
player,201201010htx,oti,AverDo00,pass_td,0,,,,,
player,201201010htx,oti,AverDo00,pass_int,0,,,,,
player,201201010htx,oti,AverDo00,pass_sacked,0,,,,,
player,201201010htx,oti,AverDo00,pass_sacked_yds,0,,,,,
player,201201010htx,oti,AverDo00,pass_long,0,,,,,
player,201201010htx,oti,AverDo00,pass_rating,,,,,,
player,201201010htx,oti,AverDo00,rush_att,0,,,,,
player,201201010htx,oti,AverDo00,rush_yds,0,,,,,
player,201201010htx,oti,AverDo00,rush_td,0,,,,,
player,201201010htx,oti,AverDo00,rush_long,0,,,,,
player,201201010htx,oti,AverDo00,targets,6,,,,,
player,201201010htx,oti,AverDo00,rec,3,,,,,
player,201201010htx,oti,AverDo00,rec_yds,45,,,,,
player,201201010htx,oti,AverDo00,rec_td,1,,,,,
player,201201010htx,oti,AverDo00,rec_long,23,,,,,
player,201201010htx,oti,AverDo00,fumbles,0,,,,,
player,201201010htx,oti,AverDo00,fumbles_lost,,,,,,
player,201201010htx,oti,WillDa04,pass_cmp,0,,,,,
player,201201010htx,oti,WillDa04,pass_att,0,,,,,
player,201201010htx,oti,WillDa04,pass_yds,0,,,,,
player,201201010htx,oti,WillDa04,pass_td,0,,,,,
player,201201010htx,oti,WillDa04,pass_int,0,,,,,
player,201201010htx,oti,WillDa04,pass_sacked,0,,,,,
player,201201010htx,oti,WillDa04,pass_sacked_yds,0,,,,,
player,201201010htx,oti,WillDa04,pass_long,0,,,,,
player,201201010htx,oti,WillDa04,pass_rating,,,,,,
player,201201010htx,oti,WillDa04,rush_att,0,,,,,
player,201201010htx,oti,WillDa04,rush_yds,0,,,,,
player,201201010htx,oti,WillDa04,rush_td,0,,,,,
player,201201010htx,oti,WillDa04,rush_long,0,,,,,
player,201201010htx,oti,WillDa04,targets,2,,,,,
player,201201010htx,oti,WillDa04,rec,2,,,,,
player,201201010htx,oti,WillDa04,rec_yds,21,,,,,
player,201201010htx,oti,WillDa04,rec_td,0,,,,,
player,201201010htx,oti,WillDa04,rec_long,11,,,,,
player,201201010htx,oti,WillDa04,fumbles,0,,,,,
player,201201010htx,oti,WillDa04,fumbles_lost,,,,,,
player,201201010htx,oti,HawkLa00,pass_cmp,0,,,,,
player,201201010htx,oti,HawkLa00,pass_att,0,,,,,
player,201201010htx,oti,HawkLa00,pass_yds,0,,,,,
player,201201010htx,oti,HawkLa00,pass_td,0,,,,,
player,201201010htx,oti,HawkLa00,pass_int,0,,,,,
player,201201010htx,oti,HawkLa00,pass_sacked,0,,,,,
player,201201010htx,oti,HawkLa00,pass_sacked_yds,0,,,,,
player,201201010htx,oti,HawkLa00,pass_long,0,,,,,
player,201201010htx,oti,HawkLa00,pass_rating,,,,,,
player,201201010htx,oti,HawkLa00,rush_att,0,,,,,
player,201201010htx,oti,HawkLa00,rush_yds,0,,,,,
player,201201010htx,oti,HawkLa00,rush_td,0,,,,,
player,201201010htx,oti,HawkLa00,rush_long,0,,,,,
player,201201010htx,oti,HawkLa00,targets,3,,,,,
player,201201010htx,oti,HawkLa00,rec,3,,,,,
player,201201010htx,oti,HawkLa00,rec_yds,19,,,,,
player,201201010htx,oti,HawkLa00,rec_td,0,,,,,
player,201201010htx,oti,HawkLa00,rec_long,7,,,,,
player,201201010htx,oti,HawkLa00,fumbles,0,,,,,
player,201201010htx,oti,HawkLa00,fumbles_lost,,,,,,
player,201201010htx,oti,MariMa00,pass_cmp,0,,,,,
player,201201010htx,oti,MariMa00,pass_att,0,,,,,
player,201201010htx,oti,MariMa00,pass_yds,0,,,,,
player,201201010htx,oti,MariMa00,pass_td,0,,,,,
player,201201010htx,oti,MariMa00,pass_int,0,,,,,
player,201201010htx,oti,MariMa00,pass_sacked,0,,,,,
player,201201010htx,oti,MariMa00,pass_sacked_yds,0,,,,,
player,201201010htx,oti,MariMa00,pass_long,0,,,,,
player,201201010htx,oti,MariMa00,pass_rating,,,,,,
player,201201010htx,oti,MariMa00,rush_att,0,,,,,
player,201201010htx,oti,MariMa00,rush_yds,0,,,,,
player,201201010htx,oti,MariMa00,rush_td,0,,,,,
player,201201010htx,oti,MariMa00,rush_long,0,,,,,
player,201201010htx,oti,MariMa00,targets,1,,,,,
player,201201010htx,oti,MariMa00,rec,0,,,,,
player,201201010htx,oti,MariMa00,rec_yds,0,,,,,
player,201201010htx,oti,MariMa00,rec_td,0,,,,,
player,201201010htx,oti,MariMa00,rec_long,0,,,,,
player,201201010htx,oti,MariMa00,fumbles,0,,,,,
player,201201010htx,oti,MariMa00,fumbles_lost,,,,,,
player,201201010htx,htx,DelhJa00,pass_cmp,18,,,,,
player,201201010htx,htx,DelhJa00,pass_att,28,,,,,
player,201201010htx,htx,DelhJa00,pass_yds,211,,,,,
player,201201010htx,htx,DelhJa00,pass_td,1,,,,,
player,201201010htx,htx,DelhJa00,pass_int,0,,,,,
player,201201010htx,htx,DelhJa00,pass_sacked,2,,,,,
player,201201010htx,htx,DelhJa00,pass_sacked_yds,18,,,,,
player,201201010htx,htx,DelhJa00,pass_long,40,,,,,
player,201201010htx,htx,DelhJa00,pass_rating,99.0,,,,,
player,201201010htx,htx,DelhJa00,rush_att,0,,,,,
player,201201010htx,htx,DelhJa00,rush_yds,0,,,,,
player,201201010htx,htx,DelhJa00,rush_td,0,,,,,
player,201201010htx,htx,DelhJa00,rush_long,0,,,,,
player,201201010htx,htx,DelhJa00,targets,0,,,,,
player,201201010htx,htx,DelhJa00,rec,0,,,,,
player,201201010htx,htx,DelhJa00,rec_yds,0,,,,,
player,201201010htx,htx,DelhJa00,rec_td,0,,,,,
player,201201010htx,htx,DelhJa00,rec_long,0,,,,,
player,201201010htx,htx,DelhJa00,fumbles,1,,,,,
player,201201010htx,htx,DelhJa00,fumbles_lost,1,,,,,
player,201201010htx,htx,YateT.00,pass_cmp,4,,,,,
player,201201010htx,htx,YateT.00,pass_att,4,,,,,
player,201201010htx,htx,YateT.00,pass_yds,47,,,,,
player,201201010htx,htx,YateT.00,pass_td,0,,,,,
player,201201010htx,htx,YateT.00,pass_int,0,,,,,
player,201201010htx,htx,YateT.00,pass_sacked,1,,,,,
player,201201010htx,htx,YateT.00,pass_sacked_yds,5,,,,,
player,201201010htx,htx,YateT.00,pass_long,15,,,,,
player,201201010htx,htx,YateT.00,pass_rating,115.6,,,,,
player,201201010htx,htx,YateT.00,rush_att,0,,,,,
player,201201010htx,htx,YateT.00,rush_yds,0,,,,,
player,201201010htx,htx,YateT.00,rush_td,0,,,,,
player,201201010htx,htx,YateT.00,rush_long,0,,,,,
player,201201010htx,htx,YateT.00,targets,0,,,,,
player,201201010htx,htx,YateT.00,rec,0,,,,,
player,201201010htx,htx,YateT.00,rec_yds,0,,,,,
player,201201010htx,htx,YateT.00,rec_td,0,,,,,
player,201201010htx,htx,YateT.00,rec_long,0,,,,,
player,201201010htx,htx,YateT.00,fumbles,0,,,,,
player,201201010htx,htx,YateT.00,fumbles_lost,,,,,,
player,201201010htx,htx,TateBe00,pass_cmp,0,,,,,
player,201201010htx,htx,TateBe00,pass_att,0,,,,,
player,201201010htx,htx,TateBe00,pass_yds,0,,,,,
player,201201010htx,htx,TateBe00,pass_td,0,,,,,
player,201201010htx,htx,TateBe00,pass_int,0,,,,,
player,201201010htx,htx,TateBe00,pass_sacked,0,,,,,
player,201201010htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201201010htx,htx,TateBe00,pass_long,0,,,,,
player,201201010htx,htx,TateBe00,pass_rating,,,,,,
player,201201010htx,htx,TateBe00,rush_att,16,,,,,
player,201201010htx,htx,TateBe00,rush_yds,97,,,,,
player,201201010htx,htx,TateBe00,rush_td,1,,,,,
player,201201010htx,htx,TateBe00,rush_long,56,,,,,
player,201201010htx,htx,TateBe00,targets,5,,,,,
player,201201010htx,htx,TateBe00,rec,4,,,,,
player,201201010htx,htx,TateBe00,rec_yds,24,,,,,
player,201201010htx,htx,TateBe00,rec_td,0,,,,,
player,201201010htx,htx,TateBe00,rec_long,9,,,,,
player,201201010htx,htx,TateBe00,fumbles,0,,,,,
player,201201010htx,htx,TateBe00,fumbles_lost,,,,,,
player,201201010htx,htx,WardDe01,pass_cmp,0,,,,,
player,201201010htx,htx,WardDe01,pass_att,0,,,,,
player,201201010htx,htx,WardDe01,pass_yds,0,,,,,
player,201201010htx,htx,WardDe01,pass_td,0,,,,,
player,201201010htx,htx,WardDe01,pass_int,0,,,,,
player,201201010htx,htx,WardDe01,pass_sacked,0,,,,,
player,201201010htx,htx,WardDe01,pass_sacked_yds,0,,,,,
player,201201010htx,htx,WardDe01,pass_long,0,,,,,
player,201201010htx,htx,WardDe01,pass_rating,,,,,,
player,201201010htx,htx,WardDe01,rush_att,12,,,,,
player,201201010htx,htx,WardDe01,rush_yds,50,,,,,
player,201201010htx,htx,WardDe01,rush_td,0,,,,,
player,201201010htx,htx,WardDe01,rush_long,15,,,,,
player,201201010htx,htx,WardDe01,targets,1,,,,,
player,201201010htx,htx,WardDe01,rec,0,,,,,
player,201201010htx,htx,WardDe01,rec_yds,0,,,,,
player,201201010htx,htx,WardDe01,rec_td,0,,,,,
player,201201010htx,htx,WardDe01,rec_long,0,,,,,
player,201201010htx,htx,WardDe01,fumbles,0,,,,,
player,201201010htx,htx,WardDe01,fumbles_lost,,,,,,
player,201201010htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201201010htx,htx,JoneJa03,pass_att,0,,,,,
player,201201010htx,htx,JoneJa03,pass_yds,0,,,,,
player,201201010htx,htx,JoneJa03,pass_td,0,,,,,
player,201201010htx,htx,JoneJa03,pass_int,0,,,,,
player,201201010htx,htx,JoneJa03,pass_sacked,0,,,,,
player,201201010htx,htx,JoneJa03,pass_sacked_yds,0,,,,,
player,201201010htx,htx,JoneJa03,pass_long,0,,,,,
player,201201010htx,htx,JoneJa03,pass_rating,,,,,,
player,201201010htx,htx,JoneJa03,rush_att,1,,,,,
player,201201010htx,htx,JoneJa03,rush_yds,4,,,,,
player,201201010htx,htx,JoneJa03,rush_td,0,,,,,
player,201201010htx,htx,JoneJa03,rush_long,4,,,,,
player,201201010htx,htx,JoneJa03,targets,7,,,,,
player,201201010htx,htx,JoneJa03,rec,3,,,,,
player,201201010htx,htx,JoneJa03,rec_yds,35,,,,,
player,201201010htx,htx,JoneJa03,rec_td,0,,,,,
player,201201010htx,htx,JoneJa03,rec_long,20,,,,,
player,201201010htx,htx,JoneJa03,fumbles,0,,,,,
player,201201010htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201201010htx,htx,JohnBr02,pass_cmp,0,,,,,
player,201201010htx,htx,JohnBr02,pass_att,0,,,,,
player,201201010htx,htx,JohnBr02,pass_yds,0,,,,,
player,201201010htx,htx,JohnBr02,pass_td,0,,,,,
player,201201010htx,htx,JohnBr02,pass_int,0,,,,,
player,201201010htx,htx,JohnBr02,pass_sacked,0,,,,,
player,201201010htx,htx,JohnBr02,pass_sacked_yds,0,,,,,
player,201201010htx,htx,JohnBr02,pass_long,0,,,,,
player,201201010htx,htx,JohnBr02,pass_rating,,,,,,
player,201201010htx,htx,JohnBr02,rush_att,1,,,,,
player,201201010htx,htx,JohnBr02,rush_yds,1,,,,,
player,201201010htx,htx,JohnBr02,rush_td,0,,,,,
player,201201010htx,htx,JohnBr02,rush_long,1,,,,,
player,201201010htx,htx,JohnBr02,targets,2,,,,,
player,201201010htx,htx,JohnBr02,rec,2,,,,,
player,201201010htx,htx,JohnBr02,rec_yds,45,,,,,
player,201201010htx,htx,JohnBr02,rec_td,1,,,,,
player,201201010htx,htx,JohnBr02,rec_long,40,,,,,
player,201201010htx,htx,JohnBr02,fumbles,0,,,,,
player,201201010htx,htx,JohnBr02,fumbles_lost,,,,,,
player,201201010htx,htx,CaseJa00,pass_cmp,0,,,,,
player,201201010htx,htx,CaseJa00,pass_att,0,,,,,
player,201201010htx,htx,CaseJa00,pass_yds,0,,,,,
player,201201010htx,htx,CaseJa00,pass_td,0,,,,,
player,201201010htx,htx,CaseJa00,pass_int,0,,,,,
player,201201010htx,htx,CaseJa00,pass_sacked,0,,,,,
player,201201010htx,htx,CaseJa00,pass_sacked_yds,0,,,,,
player,201201010htx,htx,CaseJa00,pass_long,0,,,,,
player,201201010htx,htx,CaseJa00,pass_rating,,,,,,
player,201201010htx,htx,CaseJa00,rush_att,0,,,,,
player,201201010htx,htx,CaseJa00,rush_yds,0,,,,,
player,201201010htx,htx,CaseJa00,rush_td,0,,,,,
player,201201010htx,htx,CaseJa00,rush_long,0,,,,,
player,201201010htx,htx,CaseJa00,targets,7,,,,,
player,201201010htx,htx,CaseJa00,rec,7,,,,,
player,201201010htx,htx,CaseJa00,rec_yds,91,,,,,
player,201201010htx,htx,CaseJa00,rec_td,0,,,,,
player,201201010htx,htx,CaseJa00,rec_long,21,,,,,
player,201201010htx,htx,CaseJa00,fumbles,0,,,,,
player,201201010htx,htx,CaseJa00,fumbles_lost,,,,,,
player,201201010htx,htx,GrahGa00,pass_cmp,0,,,,,
player,201201010htx,htx,GrahGa00,pass_att,0,,,,,
player,201201010htx,htx,GrahGa00,pass_yds,0,,,,,
player,201201010htx,htx,GrahGa00,pass_td,0,,,,,
player,201201010htx,htx,GrahGa00,pass_int,0,,,,,
player,201201010htx,htx,GrahGa00,pass_sacked,0,,,,,
player,201201010htx,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201201010htx,htx,GrahGa00,pass_long,0,,,,,
player,201201010htx,htx,GrahGa00,pass_rating,,,,,,
player,201201010htx,htx,GrahGa00,rush_att,0,,,,,
player,201201010htx,htx,GrahGa00,rush_yds,0,,,,,
player,201201010htx,htx,GrahGa00,rush_td,0,,,,,
player,201201010htx,htx,GrahGa00,rush_long,0,,,,,
player,201201010htx,htx,GrahGa00,targets,1,,,,,
player,201201010htx,htx,GrahGa00,rec,1,,,,,
player,201201010htx,htx,GrahGa00,rec_yds,24,,,,,
player,201201010htx,htx,GrahGa00,rec_td,0,,,,,
player,201201010htx,htx,GrahGa00,rec_long,24,,,,,
player,201201010htx,htx,GrahGa00,fumbles,0,,,,,
player,201201010htx,htx,GrahGa00,fumbles_lost,,,,,,
player,201201010htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201201010htx,htx,JohnAn02,pass_att,0,,,,,
player,201201010htx,htx,JohnAn02,pass_yds,0,,,,,
player,201201010htx,htx,JohnAn02,pass_td,0,,,,,
player,201201010htx,htx,JohnAn02,pass_int,0,,,,,
player,201201010htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201201010htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201201010htx,htx,JohnAn02,pass_long,0,,,,,
player,201201010htx,htx,JohnAn02,pass_rating,,,,,,
player,201201010htx,htx,JohnAn02,rush_att,0,,,,,
player,201201010htx,htx,JohnAn02,rush_yds,0,,,,,
player,201201010htx,htx,JohnAn02,rush_td,0,,,,,
player,201201010htx,htx,JohnAn02,rush_long,0,,,,,
player,201201010htx,htx,JohnAn02,targets,2,,,,,
player,201201010htx,htx,JohnAn02,rec,2,,,,,
player,201201010htx,htx,JohnAn02,rec_yds,21,,,,,
player,201201010htx,htx,JohnAn02,rec_td,0,,,,,
player,201201010htx,htx,JohnAn02,rec_long,16,,,,,
player,201201010htx,htx,JohnAn02,fumbles,0,,,,,
player,201201010htx,htx,JohnAn02,fumbles_lost,,,,,,
player,201201010htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201201010htx,htx,DreeJo00,pass_att,0,,,,,
player,201201010htx,htx,DreeJo00,pass_yds,0,,,,,
player,201201010htx,htx,DreeJo00,pass_td,0,,,,,
player,201201010htx,htx,DreeJo00,pass_int,0,,,,,
player,201201010htx,htx,DreeJo00,pass_sacked,0,,,,,
player,201201010htx,htx,DreeJo00,pass_sacked_yds,0,,,,,
player,201201010htx,htx,DreeJo00,pass_long,0,,,,,
player,201201010htx,htx,DreeJo00,pass_rating,,,,,,
player,201201010htx,htx,DreeJo00,rush_att,0,,,,,
player,201201010htx,htx,DreeJo00,rush_yds,0,,,,,
player,201201010htx,htx,DreeJo00,rush_td,0,,,,,
player,201201010htx,htx,DreeJo00,rush_long,0,,,,,
player,201201010htx,htx,DreeJo00,targets,3,,,,,
player,201201010htx,htx,DreeJo00,rec,3,,,,,
player,201201010htx,htx,DreeJo00,rec_yds,18,,,,,
player,201201010htx,htx,DreeJo00,rec_td,0,,,,,
player,201201010htx,htx,DreeJo00,rec_long,15,,,,,
player,201201010htx,htx,DreeJo00,fumbles,0,,,,,
player,201201010htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201201010htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201201010htx,htx,WaltKe00,pass_att,0,,,,,
player,201201010htx,htx,WaltKe00,pass_yds,0,,,,,
player,201201010htx,htx,WaltKe00,pass_td,0,,,,,
player,201201010htx,htx,WaltKe00,pass_int,0,,,,,
player,201201010htx,htx,WaltKe00,pass_sacked,0,,,,,
player,201201010htx,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201201010htx,htx,WaltKe00,pass_long,0,,,,,
player,201201010htx,htx,WaltKe00,pass_rating,,,,,,
player,201201010htx,htx,WaltKe00,rush_att,0,,,,,
player,201201010htx,htx,WaltKe00,rush_yds,0,,,,,
player,201201010htx,htx,WaltKe00,rush_td,0,,,,,
player,201201010htx,htx,WaltKe00,rush_long,0,,,,,
player,201201010htx,htx,WaltKe00,targets,1,,,,,
player,201201010htx,htx,WaltKe00,rec,0,,,,,
player,201201010htx,htx,WaltKe00,rec_yds,0,,,,,
player,201201010htx,htx,WaltKe00,rec_td,0,,,,,
player,201201010htx,htx,WaltKe00,rec_long,0,,,,,
player,201201010htx,htx,WaltKe00,fumbles,0,,,,,
player,201201010htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201201010htx,htx,MaehJe00,pass_cmp,0,,,,,
player,201201010htx,htx,MaehJe00,pass_att,0,,,,,
player,201201010htx,htx,MaehJe00,pass_yds,0,,,,,
player,201201010htx,htx,MaehJe00,pass_td,0,,,,,
player,201201010htx,htx,MaehJe00,pass_int,0,,,,,
player,201201010htx,htx,MaehJe00,pass_sacked,0,,,,,
player,201201010htx,htx,MaehJe00,pass_sacked_yds,0,,,,,
player,201201010htx,htx,MaehJe00,pass_long,0,,,,,
player,201201010htx,htx,MaehJe00,pass_rating,,,,,,
player,201201010htx,htx,MaehJe00,rush_att,0,,,,,
player,201201010htx,htx,MaehJe00,rush_yds,0,,,,,
player,201201010htx,htx,MaehJe00,rush_td,0,,,,,
player,201201010htx,htx,MaehJe00,rush_long,0,,,,,
player,201201010htx,htx,MaehJe00,targets,1,,,,,
player,201201010htx,htx,MaehJe00,rec,0,,,,,
player,201201010htx,htx,MaehJe00,rec_yds,0,,,,,
player,201201010htx,htx,MaehJe00,rec_td,0,,,,,
player,201201010htx,htx,MaehJe00,rec_long,0,,,,,
