game,2011,10,20111114,201111140gnb,min,"Minnesota Vikings",7,gnb,"Green Bay Packers",45
team,201111140gnb,min,First Downs,14,,,,,,
team,201111140gnb,gnb,First Downs,23,,,,,,
team,201111140gnb,min,Rush-Yds-TDs,22-104-1,,,,,,
team,201111140gnb,gnb,Rush-Yds-TDs,31-90-1,,,,,,
team,201111140gnb,min,Cmp-Att-Yd-TD-INT,16-34-190-0-1,,,,,,
team,201111140gnb,gnb,Cmp-Att-Yd-TD-INT,25-32-288-4-0,,,,,,
team,201111140gnb,min,Sacked-Yards,3-28,,,,,,
team,201111140gnb,gnb,Sacked-Yards,3-22,,,,,,
team,201111140gnb,min,Net Pass Yards,162,,,,,,
team,201111140gnb,gnb,Net Pass Yards,266,,,,,,
team,201111140gnb,min,Total Yards,266,,,,,,
team,201111140gnb,gnb,Total Yards,356,,,,,,
team,201111140gnb,min,Fumbles-Lost,1-0,,,,,,
team,201111140gnb,gnb,Fumbles-Lost,3-1,,,,,,
team,201111140gnb,min,Turnovers,1,,,,,,
team,201111140gnb,gnb,Turnovers,1,,,,,,
team,201111140gnb,min,Penalties-Yards,10-80,,,,,,
team,201111140gnb,gnb,Penalties-Yards,1-5,,,,,,
team,201111140gnb,min,Third Down Conv.,5-14,,,,,,
team,201111140gnb,gnb,Third Down Conv.,7-13,,,,,,
team,201111140gnb,min,Fourth Down Conv.,0-2,,,,,,
team,201111140gnb,gnb,Fourth Down Conv.,2-2,,,,,,
team,201111140gnb,min,Time of Possession,26:42,,,,,,
team,201111140gnb,gnb,Time of Possession,33:18,,,,,,
player,201111140gnb,min,PondCh00,pass_cmp,16,,,,,
player,201111140gnb,min,PondCh00,pass_att,34,,,,,
player,201111140gnb,min,PondCh00,pass_yds,190,,,,,
player,201111140gnb,min,PondCh00,pass_td,0,,,,,
player,201111140gnb,min,PondCh00,pass_int,1,,,,,
player,201111140gnb,min,PondCh00,pass_sacked,3,,,,,
player,201111140gnb,min,PondCh00,pass_sacked_yds,28,,,,,
player,201111140gnb,min,PondCh00,pass_long,33,,,,,
player,201111140gnb,min,PondCh00,pass_rating,52.3,,,,,
player,201111140gnb,min,PondCh00,rush_att,2,,,,,
player,201111140gnb,min,PondCh00,rush_yds,17,,,,,
player,201111140gnb,min,PondCh00,rush_td,0,,,,,
player,201111140gnb,min,PondCh00,rush_long,13,,,,,
player,201111140gnb,min,PondCh00,targets,0,,,,,
player,201111140gnb,min,PondCh00,rec,0,,,,,
player,201111140gnb,min,PondCh00,rec_yds,0,,,,,
player,201111140gnb,min,PondCh00,rec_td,0,,,,,
player,201111140gnb,min,PondCh00,rec_long,0,,,,,
player,201111140gnb,min,PondCh00,fumbles,1,,,,,
player,201111140gnb,min,PondCh00,fumbles_lost,0,,,,,
player,201111140gnb,min,PeteAd01,pass_cmp,0,,,,,
player,201111140gnb,min,PeteAd01,pass_att,0,,,,,
player,201111140gnb,min,PeteAd01,pass_yds,0,,,,,
player,201111140gnb,min,PeteAd01,pass_td,0,,,,,
player,201111140gnb,min,PeteAd01,pass_int,0,,,,,
player,201111140gnb,min,PeteAd01,pass_sacked,0,,,,,
player,201111140gnb,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201111140gnb,min,PeteAd01,pass_long,0,,,,,
player,201111140gnb,min,PeteAd01,pass_rating,,,,,,
player,201111140gnb,min,PeteAd01,rush_att,14,,,,,
player,201111140gnb,min,PeteAd01,rush_yds,51,,,,,
player,201111140gnb,min,PeteAd01,rush_td,1,,,,,
player,201111140gnb,min,PeteAd01,rush_long,13,,,,,
player,201111140gnb,min,PeteAd01,targets,1,,,,,
player,201111140gnb,min,PeteAd01,rec,0,,,,,
player,201111140gnb,min,PeteAd01,rec_yds,0,,,,,
player,201111140gnb,min,PeteAd01,rec_td,0,,,,,
player,201111140gnb,min,PeteAd01,rec_long,0,,,,,
player,201111140gnb,min,PeteAd01,fumbles,0,,,,,
player,201111140gnb,min,PeteAd01,fumbles_lost,,,,,,
player,201111140gnb,min,HarvPe00,pass_cmp,0,,,,,
player,201111140gnb,min,HarvPe00,pass_att,0,,,,,
player,201111140gnb,min,HarvPe00,pass_yds,0,,,,,
player,201111140gnb,min,HarvPe00,pass_td,0,,,,,
player,201111140gnb,min,HarvPe00,pass_int,0,,,,,
player,201111140gnb,min,HarvPe00,pass_sacked,0,,,,,
player,201111140gnb,min,HarvPe00,pass_sacked_yds,0,,,,,
player,201111140gnb,min,HarvPe00,pass_long,0,,,,,
