game,2011,1,20110911,201109110nyj,dal,"Dallas Cowboys",24,nyj,"New York Jets",27
player,201109110nyj,nyj,TrufIs00,sacks,0.0,,,,,
player,201109110nyj,nyj,TrufIs00,tackles_combined,2,,,,,
player,201109110nyj,nyj,TrufIs00,tackles_solo,2,,,,,
player,201109110nyj,nyj,TrufIs00,tackles_assists,0,,,,,
player,201109110nyj,nyj,TrufIs00,tackles_loss,0,,,,,
player,201109110nyj,nyj,TrufIs00,qb_hits,0,,,,,
player,201109110nyj,nyj,TrufIs00,fumbles_rec,0,,,,,
player,201109110nyj,nyj,TrufIs00,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,TrufIs00,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,TrufIs00,fumbles_forced,0,,,,,
player,201109110nyj,nyj,WilsKy99,def_int,0,,,,,
player,201109110nyj,nyj,WilsKy99,def_int_yds,0,,,,,
player,201109110nyj,nyj,WilsKy99,def_int_td,0,,,,,
player,201109110nyj,nyj,WilsKy99,def_int_long,0,,,,,
player,201109110nyj,nyj,WilsKy99,pass_defended,0,,,,,
player,201109110nyj,nyj,WilsKy99,sacks,0.0,,,,,
player,201109110nyj,nyj,WilsKy99,tackles_combined,2,,,,,
player,201109110nyj,nyj,WilsKy99,tackles_solo,2,,,,,
player,201109110nyj,nyj,WilsKy99,tackles_assists,0,,,,,
player,201109110nyj,nyj,WilsKy99,tackles_loss,0,,,,,
player,201109110nyj,nyj,WilsKy99,qb_hits,0,,,,,
player,201109110nyj,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201109110nyj,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201109110nyj,nyj,CromAn20,def_int,0,,,,,
player,201109110nyj,nyj,CromAn20,def_int_yds,0,,,,,
player,201109110nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201109110nyj,nyj,CromAn20,def_int_long,0,,,,,
player,201109110nyj,nyj,CromAn20,pass_defended,0,,,,,
player,201109110nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201109110nyj,nyj,CromAn20,tackles_combined,1,,,,,
player,201109110nyj,nyj,CromAn20,tackles_solo,1,,,,,
player,201109110nyj,nyj,CromAn20,tackles_assists,0,,,,,
player,201109110nyj,nyj,CromAn20,tackles_loss,0,,,,,
player,201109110nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201109110nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201109110nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201109110nyj,nyj,PitoRo00,def_int,0,,,,,
player,201109110nyj,nyj,PitoRo00,def_int_yds,0,,,,,
player,201109110nyj,nyj,PitoRo00,def_int_td,0,,,,,
player,201109110nyj,nyj,PitoRo00,def_int_long,0,,,,,
player,201109110nyj,nyj,PitoRo00,pass_defended,0,,,,,
player,201109110nyj,nyj,PitoRo00,sacks,0.0,,,,,
player,201109110nyj,nyj,PitoRo00,tackles_combined,1,,,,,
player,201109110nyj,nyj,PitoRo00,tackles_solo,1,,,,,
player,201109110nyj,nyj,PitoRo00,tackles_assists,0,,,,,
player,201109110nyj,nyj,PitoRo00,tackles_loss,0,,,,,
player,201109110nyj,nyj,PitoRo00,qb_hits,0,,,,,
player,201109110nyj,nyj,PitoRo00,fumbles_rec,0,,,,,
player,201109110nyj,nyj,PitoRo00,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,PitoRo00,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,PitoRo00,fumbles_forced,0,,,,,
player,201109110nyj,nyj,PoolBr20,def_int,0,,,,,
player,201109110nyj,nyj,PoolBr20,def_int_yds,0,,,,,
player,201109110nyj,nyj,PoolBr20,def_int_td,0,,,,,
player,201109110nyj,nyj,PoolBr20,def_int_long,0,,,,,
player,201109110nyj,nyj,PoolBr20,pass_defended,0,,,,,
player,201109110nyj,nyj,PoolBr20,sacks,0.0,,,,,
player,201109110nyj,nyj,PoolBr20,tackles_combined,1,,,,,
player,201109110nyj,nyj,PoolBr20,tackles_solo,1,,,,,
player,201109110nyj,nyj,PoolBr20,tackles_assists,0,,,,,
player,201109110nyj,nyj,PoolBr20,tackles_loss,0,,,,,
player,201109110nyj,nyj,PoolBr20,qb_hits,0,,,,,
player,201109110nyj,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201109110nyj,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201109110nyj,nyj,PouhSi20,def_int,0,,,,,
player,201109110nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201109110nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201109110nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201109110nyj,nyj,PouhSi20,pass_defended,0,,,,,
player,201109110nyj,nyj,PouhSi20,sacks,0.0,,,,,
player,201109110nyj,nyj,PouhSi20,tackles_combined,1,,,,,
player,201109110nyj,nyj,PouhSi20,tackles_solo,1,,,,,
player,201109110nyj,nyj,PouhSi20,tackles_assists,0,,,,,
player,201109110nyj,nyj,PouhSi20,tackles_loss,0,,,,,
player,201109110nyj,nyj,PouhSi20,qb_hits,0,,,,,
player,201109110nyj,nyj,PouhSi20,fumbles_rec,1,,,,,
player,201109110nyj,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201109110nyj,nyj,WilkMu00,def_int,0,,,,,
player,201109110nyj,nyj,WilkMu00,def_int_yds,0,,,,,
player,201109110nyj,nyj,WilkMu00,def_int_td,0,,,,,
player,201109110nyj,nyj,WilkMu00,def_int_long,0,,,,,
player,201109110nyj,nyj,WilkMu00,pass_defended,0,,,,,
player,201109110nyj,nyj,WilkMu00,sacks,0.0,,,,,
player,201109110nyj,nyj,WilkMu00,tackles_combined,1,,,,,
player,201109110nyj,nyj,WilkMu00,tackles_solo,1,,,,,
player,201109110nyj,nyj,WilkMu00,tackles_assists,0,,,,,
player,201109110nyj,nyj,WilkMu00,tackles_loss,0,,,,,
player,201109110nyj,nyj,WilkMu00,qb_hits,0,,,,,
player,201109110nyj,nyj,WilkMu00,fumbles_rec,0,,,,,
player,201109110nyj,nyj,WilkMu00,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,WilkMu00,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,WilkMu00,fumbles_forced,0,,,,,
player,201109110nyj,nyj,ColeMa01,def_int,0,,,,,
player,201109110nyj,nyj,ColeMa01,def_int_yds,0,,,,,
player,201109110nyj,nyj,ColeMa01,def_int_td,0,,,,,
player,201109110nyj,nyj,ColeMa01,def_int_long,0,,,,,
player,201109110nyj,nyj,ColeMa01,pass_defended,0,,,,,
player,201109110nyj,nyj,ColeMa01,sacks,0.0,,,,,
player,201109110nyj,nyj,ColeMa01,tackles_combined,0,,,,,
player,201109110nyj,nyj,ColeMa01,tackles_solo,0,,,,,
player,201109110nyj,nyj,ColeMa01,tackles_assists,0,,,,,
player,201109110nyj,nyj,ColeMa01,tackles_loss,0,,,,,
player,201109110nyj,nyj,ColeMa01,qb_hits,1,,,,,
player,201109110nyj,nyj,ColeMa01,fumbles_rec,0,,,,,
player,201109110nyj,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201109110nyj,nyj,StriDo20,def_int,0,,,,,
player,201109110nyj,nyj,StriDo20,def_int_yds,0,,,,,
player,201109110nyj,nyj,StriDo20,def_int_td,0,,,,,
player,201109110nyj,nyj,StriDo20,def_int_long,0,,,,,
player,201109110nyj,nyj,StriDo20,pass_defended,0,,,,,
player,201109110nyj,nyj,StriDo20,sacks,0.0,,,,,
player,201109110nyj,nyj,StriDo20,tackles_combined,0,,,,,
player,201109110nyj,nyj,StriDo20,tackles_solo,0,,,,,
player,201109110nyj,nyj,StriDo20,tackles_assists,0,,,,,
player,201109110nyj,nyj,StriDo20,tackles_loss,0,,,,,
player,201109110nyj,nyj,StriDo20,qb_hits,1,,,,,
player,201109110nyj,nyj,StriDo20,fumbles_rec,0,,,,,
player,201109110nyj,nyj,StriDo20,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,StriDo20,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,StriDo20,fumbles_forced,0,,,,,
player,201109110nyj,nyj,WestJa99,def_int,0,,,,,
player,201109110nyj,nyj,WestJa99,def_int_yds,0,,,,,
player,201109110nyj,nyj,WestJa99,def_int_td,0,,,,,
player,201109110nyj,nyj,WestJa99,def_int_long,0,,,,,
player,201109110nyj,nyj,WestJa99,pass_defended,0,,,,,
player,201109110nyj,nyj,WestJa99,sacks,0.0,,,,,
player,201109110nyj,nyj,WestJa99,tackles_combined,0,,,,,
player,201109110nyj,nyj,WestJa99,tackles_solo,0,,,,,
player,201109110nyj,nyj,WestJa99,tackles_assists,0,,,,,
player,201109110nyj,nyj,WestJa99,tackles_loss,0,,,,,
player,201109110nyj,nyj,WestJa99,qb_hits,0,,,,,
player,201109110nyj,nyj,WestJa99,fumbles_rec,1,,,,,
player,201109110nyj,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,WestJa99,fumbles_forced,0,,,,,
player,201109110nyj,dal,HarrDw00,kick_ret,0,,,,,
player,201109110nyj,dal,HarrDw00,kick_ret_yds,0,,,,,
player,201109110nyj,dal,HarrDw00,kick_ret_yds_per_ret,,,,,,
player,201109110nyj,dal,HarrDw00,kick_ret_td,0,,,,,
player,201109110nyj,dal,HarrDw00,kick_ret_long,0,,,,,
player,201109110nyj,dal,HarrDw00,punt_ret,2,,,,,
player,201109110nyj,dal,HarrDw00,punt_ret_yds,17,,,,,
player,201109110nyj,dal,HarrDw00,punt_ret_yds_per_ret,8.5,,,,,
player,201109110nyj,dal,HarrDw00,punt_ret_td,0,,,,,
player,201109110nyj,dal,HarrDw00,punt_ret_long,11,,,,,
player,201109110nyj,dal,BryaDe01,kick_ret,0,,,,,
player,201109110nyj,dal,BryaDe01,kick_ret_yds,0,,,,,
player,201109110nyj,dal,BryaDe01,kick_ret_yds_per_ret,,,,,,
player,201109110nyj,dal,BryaDe01,kick_ret_td,0,,,,,
player,201109110nyj,dal,BryaDe01,kick_ret_long,0,,,,,
player,201109110nyj,dal,BryaDe01,punt_ret,1,,,,,
player,201109110nyj,dal,BryaDe01,punt_ret_yds,12,,,,,
player,201109110nyj,dal,BryaDe01,punt_ret_yds_per_ret,12.0,,,,,
player,201109110nyj,dal,BryaDe01,punt_ret_td,0,,,,,
player,201109110nyj,dal,BryaDe01,punt_ret_long,12,,,,,
player,201109110nyj,dal,MurrDe00,kick_ret,1,,,,,
player,201109110nyj,dal,MurrDe00,kick_ret_yds,14,,,,,
player,201109110nyj,dal,MurrDe00,kick_ret_yds_per_ret,14.0,,,,,
player,201109110nyj,dal,MurrDe00,kick_ret_td,0,,,,,
player,201109110nyj,dal,MurrDe00,kick_ret_long,14,,,,,
player,201109110nyj,dal,MurrDe00,punt_ret,0,,,,,
player,201109110nyj,dal,MurrDe00,punt_ret_yds,0,,,,,
player,201109110nyj,dal,MurrDe00,punt_ret_yds_per_ret,,,,,,
player,201109110nyj,dal,MurrDe00,punt_ret_td,0,,,,,
player,201109110nyj,dal,MurrDe00,punt_ret_long,0,,,,,
player,201109110nyj,dal,PhilJo00,kick_ret,1,,,,,
player,201109110nyj,dal,PhilJo00,kick_ret_yds,16,,,,,
player,201109110nyj,dal,PhilJo00,kick_ret_yds_per_ret,16.0,,,,,
player,201109110nyj,dal,PhilJo00,kick_ret_td,0,,,,,
player,201109110nyj,dal,PhilJo00,kick_ret_long,16,,,,,
player,201109110nyj,dal,PhilJo00,punt_ret,0,,,,,
player,201109110nyj,dal,PhilJo00,punt_ret_yds,0,,,,,
player,201109110nyj,dal,PhilJo00,punt_ret_yds_per_ret,,,,,,
player,201109110nyj,dal,PhilJo00,punt_ret_td,0,,,,,
player,201109110nyj,dal,PhilJo00,punt_ret_long,0,,,,,
player,201109110nyj,nyj,KerlJe00,kick_ret,0,,,,,
player,201109110nyj,nyj,KerlJe00,kick_ret_yds,0,,,,,
player,201109110nyj,nyj,KerlJe00,kick_ret_yds_per_ret,,,,,,
player,201109110nyj,nyj,KerlJe00,kick_ret_td,0,,,,,
player,201109110nyj,nyj,KerlJe00,kick_ret_long,0,,,,,
player,201109110nyj,nyj,KerlJe00,punt_ret,3,,,,,
player,201109110nyj,nyj,KerlJe00,punt_ret_yds,13,,,,,
player,201109110nyj,nyj,KerlJe00,punt_ret_yds_per_ret,4.3,,,,,
player,201109110nyj,nyj,KerlJe00,punt_ret_td,0,,,,,
player,201109110nyj,nyj,KerlJe00,punt_ret_long,7,,,,,
player,201109110nyj,nyj,CromAn20,kick_ret,3,,,,,
player,201109110nyj,nyj,CromAn20,kick_ret_yds,51,,,,,
player,201109110nyj,nyj,CromAn20,kick_ret_yds_per_ret,17.0,,,,,
player,201109110nyj,nyj,CromAn20,kick_ret_td,0,,,,,
player,201109110nyj,nyj,CromAn20,kick_ret_long,22,,,,,
player,201109110nyj,nyj,CromAn20,punt_ret,0,,,,,
player,201109110nyj,nyj,CromAn20,punt_ret_yds,0,,,,,
player,201109110nyj,nyj,CromAn20,punt_ret_yds_per_ret,,,,,,
player,201109110nyj,nyj,CromAn20,punt_ret_td,0,,,,,
player,201109110nyj,nyj,CromAn20,punt_ret_long,0,,,,,
player,201109110nyj,nyj,McKnJo00,kick_ret,1,,,,,
player,201109110nyj,nyj,McKnJo00,kick_ret_yds,27,,,,,
player,201109110nyj,nyj,McKnJo00,kick_ret_yds_per_ret,27.0,,,,,
player,201109110nyj,nyj,McKnJo00,kick_ret_td,0,,,,,
player,201109110nyj,nyj,McKnJo00,kick_ret_long,27,,,,,
player,201109110nyj,nyj,McKnJo00,punt_ret,0,,,,,
player,201109110nyj,nyj,McKnJo00,punt_ret_yds,0,,,,,
player,201109110nyj,nyj,McKnJo00,punt_ret_yds_per_ret,,,,,,
player,201109110nyj,nyj,McKnJo00,punt_ret_td,0,,,,,
player,201109110nyj,nyj,McKnJo00,punt_ret_long,0,,,,,
player,201109110nyj,dal,BailDa00,xpm,3,,,,,
player,201109110nyj,dal,BailDa00,xpa,3,,,,,
player,201109110nyj,dal,BailDa00,fgm,1,,,,,
player,201109110nyj,dal,BailDa00,fga,1,,,,,
player,201109110nyj,dal,BailDa00,punt,0,,,,,
player,201109110nyj,dal,BailDa00,punt_yds,0,,,,,
player,201109110nyj,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201109110nyj,dal,BailDa00,punt_long,0,,,,,
player,201109110nyj,dal,McBrMa20,xpm,,,,,,
player,201109110nyj,dal,McBrMa20,xpa,,,,,,
player,201109110nyj,dal,McBrMa20,fgm,,,,,,
player,201109110nyj,dal,McBrMa20,fga,,,,,,
player,201109110nyj,dal,McBrMa20,punt,5,,,,,
player,201109110nyj,dal,McBrMa20,punt_yds,236,,,,,
player,201109110nyj,dal,McBrMa20,punt_yds_per_punt,47.2,,,,,
player,201109110nyj,dal,McBrMa20,punt_long,59,,,,,
player,201109110nyj,nyj,FolkNi20,xpm,3,,,,,
player,201109110nyj,nyj,FolkNi20,xpa,3,,,,,
player,201109110nyj,nyj,FolkNi20,fgm,2,,,,,
player,201109110nyj,nyj,FolkNi20,fga,2,,,,,
player,201109110nyj,nyj,FolkNi20,punt,0,,,,,
player,201109110nyj,nyj,FolkNi20,punt_yds,0,,,,,
player,201109110nyj,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201109110nyj,nyj,FolkNi20,punt_long,0,,,,,
player,201109110nyj,nyj,ConlT.00,xpm,,,,,,
player,201109110nyj,nyj,ConlT.00,xpa,,,,,,
player,201109110nyj,nyj,ConlT.00,fgm,,,,,,
player,201109110nyj,nyj,ConlT.00,fga,,,,,,
player,201109110nyj,nyj,ConlT.00,punt,6,,,,,
player,201109110nyj,nyj,ConlT.00,punt_yds,239,,,,,
player,201109110nyj,nyj,ConlT.00,punt_yds_per_punt,39.8,,,,,
player,201109110nyj,nyj,ConlT.00,punt_long,48,,,,,
