game,2011,17,20120101,201201010crd,sea,"Seattle Seahawks",20,crd,"Arizona Cardinals",23
player,201201010crd,sea,ButlDe00,pass_cmp,0,,,,,
player,201201010crd,sea,ButlDe00,pass_att,0,,,,,
player,201201010crd,sea,ButlDe00,pass_yds,0,,,,,
player,201201010crd,sea,ButlDe00,pass_td,0,,,,,
player,201201010crd,sea,ButlDe00,pass_int,0,,,,,
player,201201010crd,sea,ButlDe00,pass_sacked,0,,,,,
player,201201010crd,sea,ButlDe00,pass_sacked_yds,0,,,,,
player,201201010crd,sea,ButlDe00,pass_long,0,,,,,
player,201201010crd,sea,ButlDe00,pass_rating,,,,,,
player,201201010crd,sea,ButlDe00,rush_att,0,,,,,
player,201201010crd,sea,ButlDe00,rush_yds,0,,,,,
player,201201010crd,sea,ButlDe00,rush_td,0,,,,,
player,201201010crd,sea,ButlDe00,rush_long,0,,,,,
player,201201010crd,sea,ButlDe00,targets,1,,,,,
player,201201010crd,sea,ButlDe00,rec,1,,,,,
player,201201010crd,sea,ButlDe00,rec_yds,11,,,,,
player,201201010crd,sea,ButlDe00,rec_td,0,,,,,
player,201201010crd,sea,ButlDe00,rec_long,11,,,,,
player,201201010crd,sea,ButlDe00,fumbles,0,,,,,
player,201201010crd,sea,ButlDe00,fumbles_lost,,,,,,
player,201201010crd,sea,MillZa01,pass_cmp,0,,,,,
player,201201010crd,sea,MillZa01,pass_att,0,,,,,
player,201201010crd,sea,MillZa01,pass_yds,0,,,,,
player,201201010crd,sea,MillZa01,pass_td,0,,,,,
player,201201010crd,sea,MillZa01,pass_int,0,,,,,
player,201201010crd,sea,MillZa01,pass_sacked,0,,,,,
player,201201010crd,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201201010crd,sea,MillZa01,pass_long,0,,,,,
player,201201010crd,sea,MillZa01,pass_rating,,,,,,
player,201201010crd,sea,MillZa01,rush_att,0,,,,,
player,201201010crd,sea,MillZa01,rush_yds,0,,,,,
player,201201010crd,sea,MillZa01,rush_td,0,,,,,
player,201201010crd,sea,MillZa01,rush_long,0,,,,,
player,201201010crd,sea,MillZa01,targets,4,,,,,
player,201201010crd,sea,MillZa01,rec,0,,,,,
player,201201010crd,sea,MillZa01,rec_yds,0,,,,,
player,201201010crd,sea,MillZa01,rec_td,0,,,,,
player,201201010crd,sea,MillZa01,rec_long,0,,,,,
player,201201010crd,sea,MillZa01,fumbles,0,,,,,
player,201201010crd,sea,MillZa01,fumbles_lost,,,,,,
player,201201010crd,sea,TateGo00,pass_cmp,0,,,,,
player,201201010crd,sea,TateGo00,pass_att,0,,,,,
player,201201010crd,sea,TateGo00,pass_yds,0,,,,,
player,201201010crd,sea,TateGo00,pass_td,0,,,,,
player,201201010crd,sea,TateGo00,pass_int,0,,,,,
player,201201010crd,sea,TateGo00,pass_sacked,0,,,,,
player,201201010crd,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201201010crd,sea,TateGo00,pass_long,0,,,,,
player,201201010crd,sea,TateGo00,pass_rating,,,,,,
player,201201010crd,sea,TateGo00,rush_att,1,,,,,
player,201201010crd,sea,TateGo00,rush_yds,-5,,,,,
player,201201010crd,sea,TateGo00,rush_td,0,,,,,
player,201201010crd,sea,TateGo00,rush_long,-5,,,,,
player,201201010crd,sea,TateGo00,targets,6,,,,,
player,201201010crd,sea,TateGo00,rec,5,,,,,
player,201201010crd,sea,TateGo00,rec_yds,46,,,,,
player,201201010crd,sea,TateGo00,rec_td,0,,,,,
player,201201010crd,sea,TateGo00,rec_long,23,,,,,
player,201201010crd,sea,TateGo00,fumbles,0,,,,,
player,201201010crd,sea,TateGo00,fumbles_lost,,,,,,
player,201201010crd,crd,SkelJo00,pass_cmp,22,,,,,
player,201201010crd,crd,SkelJo00,pass_att,40,,,,,
player,201201010crd,crd,SkelJo00,pass_yds,271,,,,,
player,201201010crd,crd,SkelJo00,pass_td,1,,,,,
player,201201010crd,crd,SkelJo00,pass_int,1,,,,,
player,201201010crd,crd,SkelJo00,pass_sacked,2,,,,,
player,201201010crd,crd,SkelJo00,pass_sacked_yds,14,,,,,
player,201201010crd,crd,SkelJo00,pass_long,41,,,,,
player,201201010crd,crd,SkelJo00,pass_rating,74.1,,,,,
player,201201010crd,crd,SkelJo00,rush_att,5,,,,,
player,201201010crd,crd,SkelJo00,rush_yds,19,,,,,
player,201201010crd,crd,SkelJo00,rush_td,0,,,,,
player,201201010crd,crd,SkelJo00,rush_long,9,,,,,
player,201201010crd,crd,SkelJo00,targets,0,,,,,
player,201201010crd,crd,SkelJo00,rec,0,,,,,
player,201201010crd,crd,SkelJo00,rec_yds,0,,,,,
player,201201010crd,crd,SkelJo00,rec_td,0,,,,,
player,201201010crd,crd,SkelJo00,rec_long,0,,,,,
player,201201010crd,crd,SkelJo00,fumbles,0,,,,,
player,201201010crd,crd,SkelJo00,fumbles_lost,,,,,,
player,201201010crd,crd,StepLa00,pass_cmp,0,,,,,
player,201201010crd,crd,StepLa00,pass_att,0,,,,,
player,201201010crd,crd,StepLa00,pass_yds,0,,,,,
player,201201010crd,crd,StepLa00,pass_td,0,,,,,
player,201201010crd,crd,StepLa00,pass_int,0,,,,,
player,201201010crd,crd,StepLa00,pass_sacked,0,,,,,
player,201201010crd,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201201010crd,crd,StepLa00,pass_long,0,,,,,
player,201201010crd,crd,StepLa00,pass_rating,,,,,,
player,201201010crd,crd,StepLa00,rush_att,21,,,,,
player,201201010crd,crd,StepLa00,rush_yds,93,,,,,
player,201201010crd,crd,StepLa00,rush_td,0,,,,,
player,201201010crd,crd,StepLa00,rush_long,39,,,,,
player,201201010crd,crd,StepLa00,targets,0,,,,,
player,201201010crd,crd,StepLa00,rec,0,,,,,
player,201201010crd,crd,StepLa00,rec_yds,0,,,,,
player,201201010crd,crd,StepLa00,rec_td,0,,,,,
player,201201010crd,crd,StepLa00,rec_long,0,,,,,
player,201201010crd,crd,StepLa00,fumbles,0,,,,,
player,201201010crd,crd,StepLa00,fumbles_lost,,,,,,
player,201201010crd,crd,RobeAn00,pass_cmp,0,,,,,
player,201201010crd,crd,RobeAn00,pass_att,0,,,,,
player,201201010crd,crd,RobeAn00,pass_yds,0,,,,,
player,201201010crd,crd,RobeAn00,pass_td,0,,,,,
player,201201010crd,crd,RobeAn00,pass_int,0,,,,,
player,201201010crd,crd,RobeAn00,pass_sacked,0,,,,,
player,201201010crd,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201201010crd,crd,RobeAn00,pass_long,0,,,,,
player,201201010crd,crd,RobeAn00,pass_rating,,,,,,
player,201201010crd,crd,RobeAn00,rush_att,1,,,,,
player,201201010crd,crd,RobeAn00,rush_yds,8,,,,,
player,201201010crd,crd,RobeAn00,rush_td,0,,,,,
player,201201010crd,crd,RobeAn00,rush_long,8,,,,,
player,201201010crd,crd,RobeAn00,targets,8,,,,,
player,201201010crd,crd,RobeAn00,rec,4,,,,,
player,201201010crd,crd,RobeAn00,rec_yds,24,,,,,
player,201201010crd,crd,RobeAn00,rec_td,0,,,,,
player,201201010crd,crd,RobeAn00,rec_long,8,,,,,
player,201201010crd,crd,RobeAn00,fumbles,0,,,,,
player,201201010crd,crd,RobeAn00,fumbles_lost,,,,,,
player,201201010crd,crd,TaylCh01,pass_cmp,0,,,,,
player,201201010crd,crd,TaylCh01,pass_att,0,,,,,
player,201201010crd,crd,TaylCh01,pass_yds,0,,,,,
player,201201010crd,crd,TaylCh01,pass_td,0,,,,,
player,201201010crd,crd,TaylCh01,pass_int,0,,,,,
player,201201010crd,crd,TaylCh01,pass_sacked,0,,,,,
player,201201010crd,crd,TaylCh01,pass_sacked_yds,0,,,,,
player,201201010crd,crd,TaylCh01,pass_long,0,,,,,
player,201201010crd,crd,TaylCh01,pass_rating,,,,,,
player,201201010crd,crd,TaylCh01,rush_att,3,,,,,
player,201201010crd,crd,TaylCh01,rush_yds,8,,,,,
player,201201010crd,crd,TaylCh01,rush_td,1,,,,,
player,201201010crd,crd,TaylCh01,rush_long,7,,,,,
player,201201010crd,crd,TaylCh01,targets,3,,,,,
player,201201010crd,crd,TaylCh01,rec,1,,,,,
player,201201010crd,crd,TaylCh01,rec_yds,6,,,,,
player,201201010crd,crd,TaylCh01,rec_td,0,,,,,
player,201201010crd,crd,TaylCh01,rec_long,6,,,,,
player,201201010crd,crd,TaylCh01,fumbles,0,,,,,
player,201201010crd,crd,TaylCh01,fumbles_lost,,,,,,
player,201201010crd,crd,SherAn00,pass_cmp,0,,,,,
player,201201010crd,crd,SherAn00,pass_att,0,,,,,
player,201201010crd,crd,SherAn00,pass_yds,0,,,,,
player,201201010crd,crd,SherAn00,pass_td,0,,,,,
player,201201010crd,crd,SherAn00,pass_int,0,,,,,
player,201201010crd,crd,SherAn00,pass_sacked,0,,,,,
player,201201010crd,crd,SherAn00,pass_sacked_yds,0,,,,,
player,201201010crd,crd,SherAn00,pass_long,0,,,,,
player,201201010crd,crd,SherAn00,pass_rating,,,,,,
player,201201010crd,crd,SherAn00,rush_att,1,,,,,
player,201201010crd,crd,SherAn00,rush_yds,3,,,,,
player,201201010crd,crd,SherAn00,rush_td,0,,,,,
player,201201010crd,crd,SherAn00,rush_long,3,,,,,
player,201201010crd,crd,SherAn00,targets,1,,,,,
player,201201010crd,crd,SherAn00,rec,1,,,,,
player,201201010crd,crd,SherAn00,rec_yds,11,,,,,
player,201201010crd,crd,SherAn00,rec_td,0,,,,,
player,201201010crd,crd,SherAn00,rec_long,11,,,,,
player,201201010crd,crd,SherAn00,fumbles,0,,,,,
player,201201010crd,crd,SherAn00,fumbles_lost,,,,,,
player,201201010crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201201010crd,crd,FitzLa00,pass_att,0,,,,,
player,201201010crd,crd,FitzLa00,pass_yds,0,,,,,
player,201201010crd,crd,FitzLa00,pass_td,0,,,,,
player,201201010crd,crd,FitzLa00,pass_int,0,,,,,
player,201201010crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201201010crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201201010crd,crd,FitzLa00,pass_long,0,,,,,
player,201201010crd,crd,FitzLa00,pass_rating,,,,,,
player,201201010crd,crd,FitzLa00,rush_att,0,,,,,
player,201201010crd,crd,FitzLa00,rush_yds,0,,,,,
player,201201010crd,crd,FitzLa00,rush_td,0,,,,,
player,201201010crd,crd,FitzLa00,rush_long,0,,,,,
player,201201010crd,crd,FitzLa00,targets,18,,,,,
player,201201010crd,crd,FitzLa00,rec,9,,,,,
player,201201010crd,crd,FitzLa00,rec_yds,149,,,,,
player,201201010crd,crd,FitzLa00,rec_td,0,,,,,
player,201201010crd,crd,FitzLa00,rec_long,41,,,,,
player,201201010crd,crd,FitzLa00,fumbles,0,,,,,
player,201201010crd,crd,FitzLa00,fumbles_lost,,,,,,
player,201201010crd,crd,HeapTo00,pass_cmp,0,,,,,
player,201201010crd,crd,HeapTo00,pass_att,0,,,,,
player,201201010crd,crd,HeapTo00,pass_yds,0,,,,,
player,201201010crd,crd,HeapTo00,pass_td,0,,,,,
player,201201010crd,crd,HeapTo00,pass_int,0,,,,,
player,201201010crd,crd,HeapTo00,pass_sacked,0,,,,,
player,201201010crd,crd,HeapTo00,pass_sacked_yds,0,,,,,
player,201201010crd,crd,HeapTo00,pass_long,0,,,,,
player,201201010crd,crd,HeapTo00,pass_rating,,,,,,
player,201201010crd,crd,HeapTo00,rush_att,0,,,,,
player,201201010crd,crd,HeapTo00,rush_yds,0,,,,,
player,201201010crd,crd,HeapTo00,rush_td,0,,,,,
player,201201010crd,crd,HeapTo00,rush_long,0,,,,,
player,201201010crd,crd,HeapTo00,targets,2,,,,,
player,201201010crd,crd,HeapTo00,rec,2,,,,,
player,201201010crd,crd,HeapTo00,rec_yds,35,,,,,
player,201201010crd,crd,HeapTo00,rec_td,1,,,,,
player,201201010crd,crd,HeapTo00,rec_long,22,,,,,
player,201201010crd,crd,HeapTo00,fumbles,0,,,,,
player,201201010crd,crd,HeapTo00,fumbles_lost,,,,,,
player,201201010crd,crd,HousRo01,pass_cmp,0,,,,,
player,201201010crd,crd,HousRo01,pass_att,0,,,,,
player,201201010crd,crd,HousRo01,pass_yds,0,,,,,
player,201201010crd,crd,HousRo01,pass_td,0,,,,,
player,201201010crd,crd,HousRo01,pass_int,0,,,,,
player,201201010crd,crd,HousRo01,pass_sacked,0,,,,,
player,201201010crd,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201201010crd,crd,HousRo01,pass_long,0,,,,,
player,201201010crd,crd,HousRo01,pass_rating,,,,,,
player,201201010crd,crd,HousRo01,rush_att,0,,,,,
player,201201010crd,crd,HousRo01,rush_yds,0,,,,,
player,201201010crd,crd,HousRo01,rush_td,0,,,,,
player,201201010crd,crd,HousRo01,rush_long,0,,,,,
player,201201010crd,crd,HousRo01,targets,3,,,,,
player,201201010crd,crd,HousRo01,rec,2,,,,,
player,201201010crd,crd,HousRo01,rec_yds,27,,,,,
player,201201010crd,crd,HousRo01,rec_td,0,,,,,
player,201201010crd,crd,HousRo01,rec_long,21,,,,,
player,201201010crd,crd,HousRo01,fumbles,1,,,,,
player,201201010crd,crd,HousRo01,fumbles_lost,1,,,,,
player,201201010crd,crd,KingJe00,pass_cmp,0,,,,,
player,201201010crd,crd,KingJe00,pass_att,0,,,,,
player,201201010crd,crd,KingJe00,pass_yds,0,,,,,
player,201201010crd,crd,KingJe00,pass_td,0,,,,,
player,201201010crd,crd,KingJe00,pass_int,0,,,,,
player,201201010crd,crd,KingJe00,pass_sacked,0,,,,,
player,201201010crd,crd,KingJe00,pass_sacked_yds,0,,,,,
player,201201010crd,crd,KingJe00,pass_long,0,,,,,
player,201201010crd,crd,KingJe00,pass_rating,,,,,,
player,201201010crd,crd,KingJe00,rush_att,0,,,,,
player,201201010crd,crd,KingJe00,rush_yds,0,,,,,
player,201201010crd,crd,KingJe00,rush_td,0,,,,,
player,201201010crd,crd,KingJe00,rush_long,0,,,,,
player,201201010crd,crd,KingJe00,targets,2,,,,,
player,201201010crd,crd,KingJe00,rec,2,,,,,
player,201201010crd,crd,KingJe00,rec_yds,12,,,,,
player,201201010crd,crd,KingJe00,rec_td,0,,,,,
player,201201010crd,crd,KingJe00,rec_long,10,,,,,
player,201201010crd,crd,KingJe00,fumbles,0,,,,,
player,201201010crd,crd,KingJe00,fumbles_lost,,,,,,
player,201201010crd,crd,DoucEa00,pass_cmp,0,,,,,
player,201201010crd,crd,DoucEa00,pass_att,0,,,,,
player,201201010crd,crd,DoucEa00,pass_yds,0,,,,,
player,201201010crd,crd,DoucEa00,pass_td,0,,,,,
player,201201010crd,crd,DoucEa00,pass_int,0,,,,,
player,201201010crd,crd,DoucEa00,pass_sacked,0,,,,,
player,201201010crd,crd,DoucEa00,pass_sacked_yds,0,,,,,
player,201201010crd,crd,DoucEa00,pass_long,0,,,,,
player,201201010crd,crd,DoucEa00,pass_rating,,,,,,
player,201201010crd,crd,DoucEa00,rush_att,0,,,,,
player,201201010crd,crd,DoucEa00,rush_yds,0,,,,,
player,201201010crd,crd,DoucEa00,rush_td,0,,,,,
player,201201010crd,crd,DoucEa00,rush_long,0,,,,,
player,201201010crd,crd,DoucEa00,targets,3,,,,,
player,201201010crd,crd,DoucEa00,rec,1,,,,,
player,201201010crd,crd,DoucEa00,rec_yds,7,,,,,
player,201201010crd,crd,DoucEa00,rec_td,0,,,,,
player,201201010crd,crd,DoucEa00,rec_long,7,,,,,
player,201201010crd,crd,DoucEa00,fumbles,0,,,,,
player,201201010crd,crd,DoucEa00,fumbles_lost,,,,,,
player,201201010crd,sea,SherRi00,def_int,1,,,,,
player,201201010crd,sea,SherRi00,def_int_yds,33,,,,,
player,201201010crd,sea,SherRi00,def_int_td,0,,,,,
player,201201010crd,sea,SherRi00,def_int_long,33,,,,,
player,201201010crd,sea,SherRi00,pass_defended,1,,,,,
player,201201010crd,sea,SherRi00,sacks,0.0,,,,,
player,201201010crd,sea,SherRi00,tackles_combined,6,,,,,
player,201201010crd,sea,SherRi00,tackles_solo,6,,,,,
player,201201010crd,sea,SherRi00,tackles_assists,0,,,,,
player,201201010crd,sea,SherRi00,tackles_loss,0,,,,,
player,201201010crd,sea,SherRi00,qb_hits,0,,,,,
player,201201010crd,sea,SherRi00,fumbles_rec,0,,,,,
player,201201010crd,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201201010crd,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201201010crd,sea,SherRi00,fumbles_forced,0,,,,,
player,201201010crd,sea,HawtDa20,def_int,0,,,,,
player,201201010crd,sea,HawtDa20,def_int_yds,0,,,,,
