game,2011,10,20111113,201111130nyj,nwe,"New England Patriots",37,nyj,"New York Jets",16
player,201111130nyj,nwe,FaulKe00,rush_td,0,,,,,
player,201111130nyj,nwe,FaulKe00,rush_long,6,,,,,
player,201111130nyj,nwe,FaulKe00,targets,0,,,,,
player,201111130nyj,nwe,FaulKe00,rec,0,,,,,
player,201111130nyj,nwe,FaulKe00,rec_yds,0,,,,,
player,201111130nyj,nwe,FaulKe00,rec_td,0,,,,,
player,201111130nyj,nwe,FaulKe00,rec_long,0,,,,,
player,201111130nyj,nwe,FaulKe00,fumbles,0,,,,,
player,201111130nyj,nwe,FaulKe00,fumbles_lost,,,,,,
player,201111130nyj,nwe,GreeBe00,pass_cmp,0,,,,,
player,201111130nyj,nwe,GreeBe00,pass_att,0,,,,,
player,201111130nyj,nwe,GreeBe00,pass_yds,0,,,,,
player,201111130nyj,nwe,GreeBe00,pass_td,0,,,,,
player,201111130nyj,nwe,GreeBe00,pass_int,0,,,,,
player,201111130nyj,nwe,GreeBe00,pass_sacked,0,,,,,
player,201111130nyj,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201111130nyj,nwe,GreeBe00,pass_long,0,,,,,
player,201111130nyj,nwe,GreeBe00,pass_rating,,,,,,
player,201111130nyj,nwe,GreeBe00,rush_att,8,,,,,
player,201111130nyj,nwe,GreeBe00,rush_yds,8,,,,,
player,201111130nyj,nwe,GreeBe00,rush_td,0,,,,,
player,201111130nyj,nwe,GreeBe00,rush_long,6,,,,,
player,201111130nyj,nwe,GreeBe00,targets,0,,,,,
player,201111130nyj,nwe,GreeBe00,rec,0,,,,,
player,201111130nyj,nwe,GreeBe00,rec_yds,0,,,,,
player,201111130nyj,nwe,GreeBe00,rec_td,0,,,,,
player,201111130nyj,nwe,GreeBe00,rec_long,0,,,,,
player,201111130nyj,nwe,GreeBe00,fumbles,0,,,,,
player,201111130nyj,nwe,GreeBe00,fumbles_lost,,,,,,
player,201111130nyj,nwe,RidlSt00,pass_cmp,0,,,,,
player,201111130nyj,nwe,RidlSt00,pass_att,0,,,,,
player,201111130nyj,nwe,RidlSt00,pass_yds,0,,,,,
player,201111130nyj,nwe,RidlSt00,pass_td,0,,,,,
player,201111130nyj,nwe,RidlSt00,pass_int,0,,,,,
player,201111130nyj,nwe,RidlSt00,pass_sacked,0,,,,,
player,201111130nyj,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201111130nyj,nwe,RidlSt00,pass_long,0,,,,,
player,201111130nyj,nwe,RidlSt00,pass_rating,,,,,,
player,201111130nyj,nwe,RidlSt00,rush_att,5,,,,,
player,201111130nyj,nwe,RidlSt00,rush_yds,4,,,,,
player,201111130nyj,nwe,RidlSt00,rush_td,0,,,,,
player,201111130nyj,nwe,RidlSt00,rush_long,3,,,,,
player,201111130nyj,nwe,RidlSt00,targets,0,,,,,
player,201111130nyj,nwe,RidlSt00,rec,0,,,,,
player,201111130nyj,nwe,RidlSt00,rec_yds,0,,,,,
player,201111130nyj,nwe,RidlSt00,rec_td,0,,,,,
player,201111130nyj,nwe,RidlSt00,rec_long,0,,,,,
player,201111130nyj,nwe,RidlSt00,fumbles,0,,,,,
player,201111130nyj,nwe,RidlSt00,fumbles_lost,,,,,,
player,201111130nyj,nwe,GronRo00,pass_cmp,0,,,,,
player,201111130nyj,nwe,GronRo00,pass_att,0,,,,,
player,201111130nyj,nwe,GronRo00,pass_yds,0,,,,,
player,201111130nyj,nwe,GronRo00,pass_td,0,,,,,
player,201111130nyj,nwe,GronRo00,pass_int,0,,,,,
player,201111130nyj,nwe,GronRo00,pass_sacked,0,,,,,
player,201111130nyj,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201111130nyj,nwe,GronRo00,pass_long,0,,,,,
player,201111130nyj,nwe,GronRo00,pass_rating,,,,,,
player,201111130nyj,nwe,GronRo00,rush_att,0,,,,,
player,201111130nyj,nwe,GronRo00,rush_yds,0,,,,,
player,201111130nyj,nwe,GronRo00,rush_td,0,,,,,
player,201111130nyj,nwe,GronRo00,rush_long,0,,,,,
player,201111130nyj,nwe,GronRo00,targets,11,,,,,
player,201111130nyj,nwe,GronRo00,rec,8,,,,,
player,201111130nyj,nwe,GronRo00,rec_yds,113,,,,,
player,201111130nyj,nwe,GronRo00,rec_td,2,,,,,
player,201111130nyj,nwe,GronRo00,rec_long,23,,,,,
player,201111130nyj,nwe,GronRo00,fumbles,0,,,,,
player,201111130nyj,nwe,GronRo00,fumbles_lost,,,,,,
player,201111130nyj,nwe,JohnCh01,pass_cmp,0,,,,,
player,201111130nyj,nwe,JohnCh01,pass_att,0,,,,,
player,201111130nyj,nwe,JohnCh01,pass_yds,0,,,,,
player,201111130nyj,nwe,JohnCh01,pass_td,0,,,,,
player,201111130nyj,nwe,JohnCh01,pass_int,0,,,,,
player,201111130nyj,nwe,JohnCh01,pass_sacked,0,,,,,
player,201111130nyj,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201111130nyj,nwe,JohnCh01,pass_long,0,,,,,
player,201111130nyj,nwe,JohnCh01,pass_rating,,,,,,
player,201111130nyj,nwe,JohnCh01,rush_att,0,,,,,
player,201111130nyj,nwe,JohnCh01,rush_yds,0,,,,,
player,201111130nyj,nwe,JohnCh01,rush_td,0,,,,,
player,201111130nyj,nwe,JohnCh01,rush_long,0,,,,,
player,201111130nyj,nwe,JohnCh01,targets,2,,,,,
player,201111130nyj,nwe,JohnCh01,rec,2,,,,,
player,201111130nyj,nwe,JohnCh01,rec_yds,65,,,,,
player,201111130nyj,nwe,JohnCh01,rec_td,0,,,,,
player,201111130nyj,nwe,JohnCh01,rec_long,53,,,,,
player,201111130nyj,nwe,JohnCh01,fumbles,0,,,,,
player,201111130nyj,nwe,JohnCh01,fumbles_lost,,,,,,
player,201111130nyj,nwe,BranDe00,pass_cmp,0,,,,,
player,201111130nyj,nwe,BranDe00,pass_att,0,,,,,
player,201111130nyj,nwe,BranDe00,pass_yds,0,,,,,
player,201111130nyj,nwe,BranDe00,pass_td,0,,,,,
player,201111130nyj,nwe,BranDe00,pass_int,0,,,,,
player,201111130nyj,nwe,BranDe00,pass_sacked,0,,,,,
player,201111130nyj,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201111130nyj,nwe,BranDe00,pass_long,0,,,,,
player,201111130nyj,nwe,BranDe00,pass_rating,,,,,,
player,201111130nyj,nwe,BranDe00,rush_att,0,,,,,
player,201111130nyj,nwe,BranDe00,rush_yds,0,,,,,
player,201111130nyj,nwe,BranDe00,rush_td,0,,,,,
player,201111130nyj,nwe,BranDe00,rush_long,0,,,,,
player,201111130nyj,nwe,BranDe00,targets,9,,,,,
player,201111130nyj,nwe,BranDe00,rec,5,,,,,
player,201111130nyj,nwe,BranDe00,rec_yds,58,,,,,
player,201111130nyj,nwe,BranDe00,rec_td,1,,,,,
player,201111130nyj,nwe,BranDe00,rec_long,20,,,,,
player,201111130nyj,nwe,BranDe00,fumbles,0,,,,,
player,201111130nyj,nwe,BranDe00,fumbles_lost,,,,,,
player,201111130nyj,nwe,WelkWe00,pass_cmp,0,,,,,
player,201111130nyj,nwe,WelkWe00,pass_att,0,,,,,
player,201111130nyj,nwe,WelkWe00,pass_yds,0,,,,,
player,201111130nyj,nwe,WelkWe00,pass_td,0,,,,,
player,201111130nyj,nwe,WelkWe00,pass_int,0,,,,,
player,201111130nyj,nwe,WelkWe00,pass_sacked,0,,,,,
player,201111130nyj,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201111130nyj,nwe,WelkWe00,pass_long,0,,,,,
player,201111130nyj,nwe,WelkWe00,pass_rating,,,,,,
player,201111130nyj,nwe,WelkWe00,rush_att,0,,,,,
player,201111130nyj,nwe,WelkWe00,rush_yds,0,,,,,
player,201111130nyj,nwe,WelkWe00,rush_td,0,,,,,
player,201111130nyj,nwe,WelkWe00,rush_long,0,,,,,
player,201111130nyj,nwe,WelkWe00,targets,8,,,,,
player,201111130nyj,nwe,WelkWe00,rec,6,,,,,
player,201111130nyj,nwe,WelkWe00,rec_yds,46,,,,,
player,201111130nyj,nwe,WelkWe00,rec_td,0,,,,,
player,201111130nyj,nwe,WelkWe00,rec_long,14,,,,,
player,201111130nyj,nwe,WelkWe00,fumbles,0,,,,,
player,201111130nyj,nwe,WelkWe00,fumbles_lost,,,,,,
player,201111130nyj,nwe,HernAa00,pass_cmp,0,,,,,
player,201111130nyj,nwe,HernAa00,pass_att,0,,,,,
player,201111130nyj,nwe,HernAa00,pass_yds,0,,,,,
player,201111130nyj,nwe,HernAa00,pass_td,0,,,,,
player,201111130nyj,nwe,HernAa00,pass_int,0,,,,,
player,201111130nyj,nwe,HernAa00,pass_sacked,0,,,,,
player,201111130nyj,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201111130nyj,nwe,HernAa00,pass_long,0,,,,,
player,201111130nyj,nwe,HernAa00,pass_rating,,,,,,
player,201111130nyj,nwe,HernAa00,rush_att,0,,,,,
player,201111130nyj,nwe,HernAa00,rush_yds,0,,,,,
player,201111130nyj,nwe,HernAa00,rush_td,0,,,,,
player,201111130nyj,nwe,HernAa00,rush_long,0,,,,,
player,201111130nyj,nwe,HernAa00,targets,5,,,,,
player,201111130nyj,nwe,HernAa00,rec,4,,,,,
player,201111130nyj,nwe,HernAa00,rec_yds,41,,,,,
player,201111130nyj,nwe,HernAa00,rec_td,0,,,,,
player,201111130nyj,nwe,HernAa00,rec_long,15,,,,,
player,201111130nyj,nwe,HernAa00,fumbles,0,,,,,
player,201111130nyj,nwe,HernAa00,fumbles_lost,,,,,,
player,201111130nyj,nyj,SancMa00,pass_cmp,20,,,,,
player,201111130nyj,nyj,SancMa00,pass_att,39,,,,,
player,201111130nyj,nyj,SancMa00,pass_yds,306,,,,,
player,201111130nyj,nyj,SancMa00,pass_td,1,,,,,
player,201111130nyj,nyj,SancMa00,pass_int,2,,,,,
player,201111130nyj,nyj,SancMa00,pass_sacked,5,,,,,
player,201111130nyj,nyj,SancMa00,pass_sacked_yds,38,,,,,
player,201111130nyj,nyj,SancMa00,pass_long,38,,,,,
player,201111130nyj,nyj,SancMa00,pass_rating,64.7,,,,,
player,201111130nyj,nyj,SancMa00,rush_att,5,,,,,
player,201111130nyj,nyj,SancMa00,rush_yds,11,,,,,
player,201111130nyj,nyj,SancMa00,rush_td,1,,,,,
player,201111130nyj,nyj,SancMa00,rush_long,4,,,,,
player,201111130nyj,nyj,SancMa00,targets,0,,,,,
player,201111130nyj,nyj,SancMa00,rec,0,,,,,
player,201111130nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201111130nyj,nyj,SancMa00,rec_td,0,,,,,
player,201111130nyj,nyj,SancMa00,rec_long,0,,,,,
player,201111130nyj,nyj,SancMa00,fumbles,0,,,,,
player,201111130nyj,nyj,SancMa00,fumbles_lost,,,,,,
player,201111130nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201111130nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201111130nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201111130nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201111130nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201111130nyj,nyj,GreeSh00,pass_sacked,0,,,,,
player,201111130nyj,nyj,GreeSh00,pass_sacked_yds,0,,,,,
player,201111130nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201111130nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201111130nyj,nyj,GreeSh00,rush_att,13,,,,,
player,201111130nyj,nyj,GreeSh00,rush_yds,61,,,,,
player,201111130nyj,nyj,GreeSh00,rush_td,0,,,,,
player,201111130nyj,nyj,GreeSh00,rush_long,8,,,,,
player,201111130nyj,nyj,GreeSh00,targets,4,,,,,
player,201111130nyj,nyj,GreeSh00,rec,2,,,,,
player,201111130nyj,nyj,GreeSh00,rec_yds,14,,,,,
player,201111130nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201111130nyj,nyj,GreeSh00,rec_long,7,,,,,
player,201111130nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201111130nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201111130nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201111130nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201111130nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201111130nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201111130nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201111130nyj,nyj,TomlLa00,pass_sacked,0,,,,,
player,201111130nyj,nyj,TomlLa00,pass_sacked_yds,0,,,,,
player,201111130nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201111130nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201111130nyj,nyj,TomlLa00,rush_att,7,,,,,
player,201111130nyj,nyj,TomlLa00,rush_yds,38,,,,,
player,201111130nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201111130nyj,nyj,TomlLa00,rush_long,15,,,,,
player,201111130nyj,nyj,TomlLa00,targets,5,,,,,
player,201111130nyj,nyj,TomlLa00,rec,2,,,,,
player,201111130nyj,nyj,TomlLa00,rec_yds,22,,,,,
player,201111130nyj,nyj,TomlLa00,rec_td,0,,,,,
player,201111130nyj,nyj,TomlLa00,rec_long,16,,,,,
player,201111130nyj,nyj,TomlLa00,fumbles,0,,,,,
player,201111130nyj,nyj,TomlLa00,fumbles_lost,,,,,,
player,201111130nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201111130nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201111130nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201111130nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201111130nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201111130nyj,nyj,HolmSa00,pass_sacked,0,,,,,
player,201111130nyj,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201111130nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201111130nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201111130nyj,nyj,HolmSa00,rush_att,0,,,,,
player,201111130nyj,nyj,HolmSa00,rush_yds,0,,,,,
player,201111130nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201111130nyj,nyj,HolmSa00,rush_long,0,,,,,
player,201111130nyj,nyj,HolmSa00,targets,8,,,,,
player,201111130nyj,nyj,HolmSa00,rec,6,,,,,
player,201111130nyj,nyj,HolmSa00,rec_yds,93,,,,,
player,201111130nyj,nyj,HolmSa00,rec_td,0,,,,,
player,201111130nyj,nyj,HolmSa00,rec_long,27,,,,,
player,201111130nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201111130nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201111130nyj,nyj,KerlJe00,pass_cmp,0,,,,,
player,201111130nyj,nyj,KerlJe00,pass_att,0,,,,,
player,201111130nyj,nyj,KerlJe00,pass_yds,0,,,,,
player,201111130nyj,nyj,KerlJe00,pass_td,0,,,,,
player,201111130nyj,nyj,KerlJe00,pass_int,0,,,,,
player,201111130nyj,nyj,KerlJe00,pass_sacked,0,,,,,
player,201111130nyj,nyj,KerlJe00,pass_sacked_yds,0,,,,,
player,201111130nyj,nyj,KerlJe00,pass_long,0,,,,,
player,201111130nyj,nyj,KerlJe00,pass_rating,,,,,,
player,201111130nyj,nyj,KerlJe00,rush_att,0,,,,,
player,201111130nyj,nyj,KerlJe00,rush_yds,0,,,,,
player,201111130nyj,nyj,KerlJe00,rush_td,0,,,,,
player,201111130nyj,nyj,KerlJe00,rush_long,0,,,,,
player,201111130nyj,nyj,KerlJe00,targets,8,,,,,
player,201111130nyj,nyj,KerlJe00,rec,4,,,,,
player,201111130nyj,nyj,KerlJe00,rec_yds,79,,,,,
player,201111130nyj,nyj,KerlJe00,rec_td,0,,,,,
player,201111130nyj,nyj,KerlJe00,rec_long,38,,,,,
player,201111130nyj,nyj,KerlJe00,fumbles,0,,,,,
player,201111130nyj,nyj,KerlJe00,fumbles_lost,,,,,,
player,201111130nyj,nyj,BurrPl00,pass_cmp,0,,,,,
player,201111130nyj,nyj,BurrPl00,pass_att,0,,,,,
player,201111130nyj,nyj,BurrPl00,pass_yds,0,,,,,
player,201111130nyj,nyj,BurrPl00,pass_td,0,,,,,
player,201111130nyj,nyj,BurrPl00,pass_int,0,,,,,
player,201111130nyj,nyj,BurrPl00,pass_sacked,0,,,,,
player,201111130nyj,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201111130nyj,nyj,BurrPl00,pass_long,0,,,,,
player,201111130nyj,nyj,BurrPl00,pass_rating,,,,,,
player,201111130nyj,nyj,BurrPl00,rush_att,0,,,,,
player,201111130nyj,nyj,BurrPl00,rush_yds,0,,,,,
player,201111130nyj,nyj,BurrPl00,rush_td,0,,,,,
player,201111130nyj,nyj,BurrPl00,rush_long,0,,,,,
player,201111130nyj,nyj,BurrPl00,targets,8,,,,,
player,201111130nyj,nyj,BurrPl00,rec,3,,,,,
player,201111130nyj,nyj,BurrPl00,rec_yds,39,,,,,
player,201111130nyj,nyj,BurrPl00,rec_td,1,,,,,
player,201111130nyj,nyj,BurrPl00,rec_long,21,,,,,
player,201111130nyj,nyj,BurrPl00,fumbles,0,,,,,
player,201111130nyj,nyj,BurrPl00,fumbles_lost,,,,,,
player,201111130nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201111130nyj,nyj,KellDu00,pass_att,0,,,,,
player,201111130nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201111130nyj,nyj,KellDu00,pass_td,0,,,,,
player,201111130nyj,nyj,KellDu00,pass_int,0,,,,,
player,201111130nyj,nyj,KellDu00,pass_sacked,0,,,,,
player,201111130nyj,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201111130nyj,nyj,KellDu00,pass_long,0,,,,,
player,201111130nyj,nyj,KellDu00,pass_rating,,,,,,
player,201111130nyj,nyj,KellDu00,rush_att,0,,,,,
player,201111130nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201111130nyj,nyj,KellDu00,rush_td,0,,,,,
player,201111130nyj,nyj,KellDu00,rush_long,0,,,,,
player,201111130nyj,nyj,KellDu00,targets,4,,,,,
player,201111130nyj,nyj,KellDu00,rec,2,,,,,
player,201111130nyj,nyj,KellDu00,rec_yds,37,,,,,
player,201111130nyj,nyj,KellDu00,rec_td,0,,,,,
player,201111130nyj,nyj,KellDu00,rec_long,29,,,,,
player,201111130nyj,nyj,KellDu00,fumbles,0,,,,,
player,201111130nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201111130nyj,nyj,TurnPa00,pass_cmp,0,,,,,
player,201111130nyj,nyj,TurnPa00,pass_att,0,,,,,
player,201111130nyj,nyj,TurnPa00,pass_yds,0,,,,,
player,201111130nyj,nyj,TurnPa00,pass_td,0,,,,,
player,201111130nyj,nyj,TurnPa00,pass_int,0,,,,,
player,201111130nyj,nyj,TurnPa00,pass_sacked,0,,,,,
player,201111130nyj,nyj,TurnPa00,pass_sacked_yds,0,,,,,
player,201111130nyj,nyj,TurnPa00,pass_long,0,,,,,
player,201111130nyj,nyj,TurnPa00,pass_rating,,,,,,
player,201111130nyj,nyj,TurnPa00,rush_att,0,,,,,
player,201111130nyj,nyj,TurnPa00,rush_yds,0,,,,,
player,201111130nyj,nyj,TurnPa00,rush_td,0,,,,,
player,201111130nyj,nyj,TurnPa00,rush_long,0,,,,,
player,201111130nyj,nyj,TurnPa00,targets,1,,,,,
player,201111130nyj,nyj,TurnPa00,rec,1,,,,,
player,201111130nyj,nyj,TurnPa00,rec_yds,22,,,,,
player,201111130nyj,nyj,TurnPa00,rec_td,0,,,,,
player,201111130nyj,nyj,TurnPa00,rec_long,22,,,,,
player,201111130nyj,nyj,TurnPa00,fumbles,0,,,,,
player,201111130nyj,nyj,TurnPa00,fumbles_lost,,,,,,
player,201111130nyj,nwe,NinkRo20,def_int,2,,,,,
player,201111130nyj,nwe,NinkRo20,def_int_yds,30,,,,,
player,201111130nyj,nwe,NinkRo20,def_int_td,1,,,,,
player,201111130nyj,nwe,NinkRo20,def_int_long,18,,,,,
player,201111130nyj,nwe,NinkRo20,pass_defended,2,,,,,
player,201111130nyj,nwe,NinkRo20,sacks,0.0,,,,,
player,201111130nyj,nwe,NinkRo20,tackles_combined,5,,,,,
player,201111130nyj,nwe,NinkRo20,tackles_solo,4,,,,,
player,201111130nyj,nwe,NinkRo20,tackles_assists,1,,,,,
player,201111130nyj,nwe,NinkRo20,tackles_loss,0,,,,,
player,201111130nyj,nwe,NinkRo20,qb_hits,0,,,,,
player,201111130nyj,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201111130nyj,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201111130nyj,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201111130nyj,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201111130nyj,nwe,CartAn20,def_int,0,,,,,
player,201111130nyj,nwe,CartAn20,def_int_yds,0,,,,,
player,201111130nyj,nwe,CartAn20,def_int_td,0,,,,,
player,201111130nyj,nwe,CartAn20,def_int_long,0,,,,,
player,201111130nyj,nwe,CartAn20,pass_defended,0,,,,,
player,201111130nyj,nwe,CartAn20,sacks,4.0,,,,,
player,201111130nyj,nwe,CartAn20,tackles_combined,5,,,,,
player,201111130nyj,nwe,CartAn20,tackles_solo,5,,,,,
player,201111130nyj,nwe,CartAn20,tackles_assists,0,,,,,
player,201111130nyj,nwe,CartAn20,tackles_loss,4,,,,,
player,201111130nyj,nwe,CartAn20,qb_hits,6,,,,,
player,201111130nyj,nwe,CartAn20,fumbles_rec,0,,,,,
player,201111130nyj,nwe,CartAn20,fumbles_rec_yds,0,,,,,
player,201111130nyj,nwe,CartAn20,fumbles_rec_td,0,,,,,
player,201111130nyj,nwe,CartAn20,fumbles_forced,0,,,,,
player,201111130nyj,nwe,AndeMa21,def_int,0,,,,,
player,201111130nyj,nwe,AndeMa21,def_int_yds,0,,,,,
player,201111130nyj,nwe,AndeMa21,def_int_td,0,,,,,
player,201111130nyj,nwe,AndeMa21,def_int_long,0,,,,,
player,201111130nyj,nwe,AndeMa21,pass_defended,0,,,,,
player,201111130nyj,nwe,AndeMa21,sacks,1.0,,,,,
player,201111130nyj,nwe,AndeMa21,tackles_combined,2,,,,,
player,201111130nyj,nwe,AndeMa21,tackles_solo,2,,,,,
player,201111130nyj,nwe,AndeMa21,tackles_assists,0,,,,,
player,201111130nyj,nwe,AndeMa21,tackles_loss,1,,,,,
player,201111130nyj,nwe,AndeMa21,qb_hits,2,,,,,
player,201111130nyj,nwe,AndeMa21,fumbles_rec,0,,,,,
player,201111130nyj,nwe,AndeMa21,fumbles_rec_yds,0,,,,,
player,201111130nyj,nwe,AndeMa21,fumbles_rec_td,0,,,,,
player,201111130nyj,nwe,AndeMa21,fumbles_forced,0,,,,,
player,201111130nyj,nwe,IhedJa00,def_int,0,,,,,
