game,2011,13,20111204,201112040nyg,gnb,"Green Bay Packers",38,nyg,"New York Giants",35
player,201112040nyg,gnb,RodgAa00,rec_yds,0,,,,,
player,201112040nyg,gnb,RodgAa00,rec_td,0,,,,,
player,201112040nyg,gnb,RodgAa00,rec_long,0,,,,,
player,201112040nyg,gnb,RodgAa00,fumbles,0,,,,,
player,201112040nyg,gnb,RodgAa00,fumbles_lost,,,,,,
player,201112040nyg,gnb,CobbRa00,pass_cmp,0,,,,,
player,201112040nyg,gnb,CobbRa00,pass_att,1,,,,,
player,201112040nyg,gnb,CobbRa00,pass_yds,0,,,,,
player,201112040nyg,gnb,CobbRa00,pass_td,0,,,,,
player,201112040nyg,gnb,CobbRa00,pass_int,0,,,,,
player,201112040nyg,gnb,CobbRa00,pass_sacked,0,,,,,
player,201112040nyg,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,CobbRa00,pass_long,0,,,,,
player,201112040nyg,gnb,CobbRa00,pass_rating,39.6,,,,,
player,201112040nyg,gnb,CobbRa00,rush_att,0,,,,,
player,201112040nyg,gnb,CobbRa00,rush_yds,0,,,,,
player,201112040nyg,gnb,CobbRa00,rush_td,0,,,,,
player,201112040nyg,gnb,CobbRa00,rush_long,0,,,,,
player,201112040nyg,gnb,CobbRa00,targets,1,,,,,
player,201112040nyg,gnb,CobbRa00,rec,0,,,,,
player,201112040nyg,gnb,CobbRa00,rec_yds,0,,,,,
player,201112040nyg,gnb,CobbRa00,rec_td,0,,,,,
player,201112040nyg,gnb,CobbRa00,rec_long,0,,,,,
player,201112040nyg,gnb,CobbRa00,fumbles,0,,,,,
player,201112040nyg,gnb,CobbRa00,fumbles_lost,,,,,,
player,201112040nyg,gnb,GranRy00,pass_cmp,0,,,,,
player,201112040nyg,gnb,GranRy00,pass_att,0,,,,,
player,201112040nyg,gnb,GranRy00,pass_yds,0,,,,,
player,201112040nyg,gnb,GranRy00,pass_td,0,,,,,
player,201112040nyg,gnb,GranRy00,pass_int,0,,,,,
player,201112040nyg,gnb,GranRy00,pass_sacked,0,,,,,
player,201112040nyg,gnb,GranRy00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,GranRy00,pass_long,0,,,,,
player,201112040nyg,gnb,GranRy00,pass_rating,,,,,,
player,201112040nyg,gnb,GranRy00,rush_att,13,,,,,
player,201112040nyg,gnb,GranRy00,rush_yds,29,,,,,
player,201112040nyg,gnb,GranRy00,rush_td,0,,,,,
player,201112040nyg,gnb,GranRy00,rush_long,8,,,,,
player,201112040nyg,gnb,GranRy00,targets,1,,,,,
player,201112040nyg,gnb,GranRy00,rec,1,,,,,
player,201112040nyg,gnb,GranRy00,rec_yds,17,,,,,
player,201112040nyg,gnb,GranRy00,rec_td,0,,,,,
player,201112040nyg,gnb,GranRy00,rec_long,17,,,,,
player,201112040nyg,gnb,GranRy00,fumbles,0,,,,,
player,201112040nyg,gnb,GranRy00,fumbles_lost,,,,,,
player,201112040nyg,gnb,SainBr00,pass_cmp,0,,,,,
player,201112040nyg,gnb,SainBr00,pass_att,0,,,,,
player,201112040nyg,gnb,SainBr00,pass_yds,0,,,,,
player,201112040nyg,gnb,SainBr00,pass_td,0,,,,,
player,201112040nyg,gnb,SainBr00,pass_int,0,,,,,
player,201112040nyg,gnb,SainBr00,pass_sacked,0,,,,,
player,201112040nyg,gnb,SainBr00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,SainBr00,pass_long,0,,,,,
player,201112040nyg,gnb,SainBr00,pass_rating,,,,,,
player,201112040nyg,gnb,SainBr00,rush_att,6,,,,,
player,201112040nyg,gnb,SainBr00,rush_yds,16,,,,,
player,201112040nyg,gnb,SainBr00,rush_td,0,,,,,
player,201112040nyg,gnb,SainBr00,rush_long,5,,,,,
player,201112040nyg,gnb,SainBr00,targets,6,,,,,
player,201112040nyg,gnb,SainBr00,rec,4,,,,,
player,201112040nyg,gnb,SainBr00,rec_yds,29,,,,,
player,201112040nyg,gnb,SainBr00,rec_td,0,,,,,
player,201112040nyg,gnb,SainBr00,rec_long,22,,,,,
player,201112040nyg,gnb,SainBr00,fumbles,0,,,,,
player,201112040nyg,gnb,SainBr00,fumbles_lost,,,,,,
player,201112040nyg,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201112040nyg,gnb,KuhnJo00,pass_att,0,,,,,
player,201112040nyg,gnb,KuhnJo00,pass_yds,0,,,,,
player,201112040nyg,gnb,KuhnJo00,pass_td,0,,,,,
player,201112040nyg,gnb,KuhnJo00,pass_int,0,,,,,
player,201112040nyg,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201112040nyg,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,KuhnJo00,pass_long,0,,,,,
player,201112040nyg,gnb,KuhnJo00,pass_rating,,,,,,
player,201112040nyg,gnb,KuhnJo00,rush_att,2,,,,,
player,201112040nyg,gnb,KuhnJo00,rush_yds,7,,,,,
player,201112040nyg,gnb,KuhnJo00,rush_td,0,,,,,
player,201112040nyg,gnb,KuhnJo00,rush_long,5,,,,,
player,201112040nyg,gnb,KuhnJo00,targets,1,,,,,
player,201112040nyg,gnb,KuhnJo00,rec,0,,,,,
player,201112040nyg,gnb,KuhnJo00,rec_yds,0,,,,,
player,201112040nyg,gnb,KuhnJo00,rec_td,0,,,,,
player,201112040nyg,gnb,KuhnJo00,rec_long,0,,,,,
player,201112040nyg,gnb,KuhnJo00,fumbles,0,,,,,
player,201112040nyg,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201112040nyg,gnb,StarJa00,pass_cmp,0,,,,,
player,201112040nyg,gnb,StarJa00,pass_att,0,,,,,
player,201112040nyg,gnb,StarJa00,pass_yds,0,,,,,
player,201112040nyg,gnb,StarJa00,pass_td,0,,,,,
player,201112040nyg,gnb,StarJa00,pass_int,0,,,,,
player,201112040nyg,gnb,StarJa00,pass_sacked,0,,,,,
player,201112040nyg,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,StarJa00,pass_long,0,,,,,
player,201112040nyg,gnb,StarJa00,pass_rating,,,,,,
player,201112040nyg,gnb,StarJa00,rush_att,3,,,,,
player,201112040nyg,gnb,StarJa00,rush_yds,5,,,,,
player,201112040nyg,gnb,StarJa00,rush_td,0,,,,,
player,201112040nyg,gnb,StarJa00,rush_long,6,,,,,
player,201112040nyg,gnb,StarJa00,targets,0,,,,,
player,201112040nyg,gnb,StarJa00,rec,0,,,,,
player,201112040nyg,gnb,StarJa00,rec_yds,0,,,,,
player,201112040nyg,gnb,StarJa00,rec_td,0,,,,,
player,201112040nyg,gnb,StarJa00,rec_long,0,,,,,
player,201112040nyg,gnb,StarJa00,fumbles,0,,,,,
player,201112040nyg,gnb,StarJa00,fumbles_lost,,,,,,
player,201112040nyg,gnb,NelsJo00,pass_cmp,0,,,,,
player,201112040nyg,gnb,NelsJo00,pass_att,0,,,,,
player,201112040nyg,gnb,NelsJo00,pass_yds,0,,,,,
player,201112040nyg,gnb,NelsJo00,pass_td,0,,,,,
player,201112040nyg,gnb,NelsJo00,pass_int,0,,,,,
player,201112040nyg,gnb,NelsJo00,pass_sacked,0,,,,,
player,201112040nyg,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,NelsJo00,pass_long,0,,,,,
player,201112040nyg,gnb,NelsJo00,pass_rating,,,,,,
player,201112040nyg,gnb,NelsJo00,rush_att,0,,,,,
player,201112040nyg,gnb,NelsJo00,rush_yds,0,,,,,
player,201112040nyg,gnb,NelsJo00,rush_td,0,,,,,
player,201112040nyg,gnb,NelsJo00,rush_long,0,,,,,
player,201112040nyg,gnb,NelsJo00,targets,4,,,,,
player,201112040nyg,gnb,NelsJo00,rec,4,,,,,
player,201112040nyg,gnb,NelsJo00,rec_yds,94,,,,,
player,201112040nyg,gnb,NelsJo00,rec_td,0,,,,,
player,201112040nyg,gnb,NelsJo00,rec_long,33,,,,,
player,201112040nyg,gnb,NelsJo00,fumbles,0,,,,,
player,201112040nyg,gnb,NelsJo00,fumbles_lost,,,,,,
player,201112040nyg,gnb,JennGr00,pass_cmp,0,,,,,
player,201112040nyg,gnb,JennGr00,pass_att,0,,,,,
player,201112040nyg,gnb,JennGr00,pass_yds,0,,,,,
player,201112040nyg,gnb,JennGr00,pass_td,0,,,,,
player,201112040nyg,gnb,JennGr00,pass_int,0,,,,,
player,201112040nyg,gnb,JennGr00,pass_sacked,0,,,,,
player,201112040nyg,gnb,JennGr00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,JennGr00,pass_long,0,,,,,
player,201112040nyg,gnb,JennGr00,pass_rating,,,,,,
player,201112040nyg,gnb,JennGr00,rush_att,0,,,,,
player,201112040nyg,gnb,JennGr00,rush_yds,0,,,,,
player,201112040nyg,gnb,JennGr00,rush_td,0,,,,,
player,201112040nyg,gnb,JennGr00,rush_long,0,,,,,
player,201112040nyg,gnb,JennGr00,targets,14,,,,,
player,201112040nyg,gnb,JennGr00,rec,7,,,,,
player,201112040nyg,gnb,JennGr00,rec_yds,94,,,,,
player,201112040nyg,gnb,JennGr00,rec_td,1,,,,,
player,201112040nyg,gnb,JennGr00,rec_long,20,,,,,
player,201112040nyg,gnb,JennGr00,fumbles,0,,,,,
player,201112040nyg,gnb,JennGr00,fumbles_lost,,,,,,
player,201112040nyg,gnb,FinlJe00,pass_cmp,0,,,,,
player,201112040nyg,gnb,FinlJe00,pass_att,0,,,,,
player,201112040nyg,gnb,FinlJe00,pass_yds,0,,,,,
player,201112040nyg,gnb,FinlJe00,pass_td,0,,,,,
player,201112040nyg,gnb,FinlJe00,pass_int,0,,,,,
player,201112040nyg,gnb,FinlJe00,pass_sacked,0,,,,,
player,201112040nyg,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,FinlJe00,pass_long,0,,,,,
player,201112040nyg,gnb,FinlJe00,pass_rating,,,,,,
player,201112040nyg,gnb,FinlJe00,rush_att,0,,,,,
player,201112040nyg,gnb,FinlJe00,rush_yds,0,,,,,
player,201112040nyg,gnb,FinlJe00,rush_td,0,,,,,
player,201112040nyg,gnb,FinlJe00,rush_long,0,,,,,
player,201112040nyg,gnb,FinlJe00,targets,11,,,,,
player,201112040nyg,gnb,FinlJe00,rec,6,,,,,
player,201112040nyg,gnb,FinlJe00,rec_yds,87,,,,,
player,201112040nyg,gnb,FinlJe00,rec_td,1,,,,,
player,201112040nyg,gnb,FinlJe00,rec_long,24,,,,,
player,201112040nyg,gnb,FinlJe00,fumbles,0,,,,,
player,201112040nyg,gnb,FinlJe00,fumbles_lost,,,,,,
player,201112040nyg,gnb,DrivDo00,pass_cmp,0,,,,,
player,201112040nyg,gnb,DrivDo00,pass_att,0,,,,,
player,201112040nyg,gnb,DrivDo00,pass_yds,0,,,,,
player,201112040nyg,gnb,DrivDo00,pass_td,0,,,,,
player,201112040nyg,gnb,DrivDo00,pass_int,0,,,,,
player,201112040nyg,gnb,DrivDo00,pass_sacked,0,,,,,
player,201112040nyg,gnb,DrivDo00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,DrivDo00,pass_long,0,,,,,
player,201112040nyg,gnb,DrivDo00,pass_rating,,,,,,
player,201112040nyg,gnb,DrivDo00,rush_att,0,,,,,
player,201112040nyg,gnb,DrivDo00,rush_yds,0,,,,,
player,201112040nyg,gnb,DrivDo00,rush_td,0,,,,,
player,201112040nyg,gnb,DrivDo00,rush_long,0,,,,,
player,201112040nyg,gnb,DrivDo00,targets,4,,,,,
player,201112040nyg,gnb,DrivDo00,rec,4,,,,,
player,201112040nyg,gnb,DrivDo00,rec_yds,34,,,,,
player,201112040nyg,gnb,DrivDo00,rec_td,2,,,,,
player,201112040nyg,gnb,DrivDo00,rec_long,13,,,,,
player,201112040nyg,gnb,DrivDo00,fumbles,0,,,,,
player,201112040nyg,gnb,DrivDo00,fumbles_lost,,,,,,
player,201112040nyg,gnb,QuarAn00,pass_cmp,0,,,,,
player,201112040nyg,gnb,QuarAn00,pass_att,0,,,,,
player,201112040nyg,gnb,QuarAn00,pass_yds,0,,,,,
player,201112040nyg,gnb,QuarAn00,pass_td,0,,,,,
player,201112040nyg,gnb,QuarAn00,pass_int,0,,,,,
player,201112040nyg,gnb,QuarAn00,pass_sacked,0,,,,,
player,201112040nyg,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,QuarAn00,pass_long,0,,,,,
player,201112040nyg,gnb,QuarAn00,pass_rating,,,,,,
player,201112040nyg,gnb,QuarAn00,rush_att,0,,,,,
player,201112040nyg,gnb,QuarAn00,rush_yds,0,,,,,
player,201112040nyg,gnb,QuarAn00,rush_td,0,,,,,
player,201112040nyg,gnb,QuarAn00,rush_long,0,,,,,
player,201112040nyg,gnb,QuarAn00,targets,1,,,,,
player,201112040nyg,gnb,QuarAn00,rec,1,,,,,
player,201112040nyg,gnb,QuarAn00,rec_yds,7,,,,,
player,201112040nyg,gnb,QuarAn00,rec_td,0,,,,,
player,201112040nyg,gnb,QuarAn00,rec_long,7,,,,,
player,201112040nyg,gnb,QuarAn00,fumbles,0,,,,,
player,201112040nyg,gnb,QuarAn00,fumbles_lost,,,,,,
player,201112040nyg,gnb,CrabTo00,pass_cmp,0,,,,,
player,201112040nyg,gnb,CrabTo00,pass_att,0,,,,,
player,201112040nyg,gnb,CrabTo00,pass_yds,0,,,,,
player,201112040nyg,gnb,CrabTo00,pass_td,0,,,,,
player,201112040nyg,gnb,CrabTo00,pass_int,0,,,,,
player,201112040nyg,gnb,CrabTo00,pass_sacked,0,,,,,
player,201112040nyg,gnb,CrabTo00,pass_sacked_yds,0,,,,,
player,201112040nyg,gnb,CrabTo00,pass_long,0,,,,,
player,201112040nyg,gnb,CrabTo00,pass_rating,,,,,,
player,201112040nyg,gnb,CrabTo00,rush_att,0,,,,,
player,201112040nyg,gnb,CrabTo00,rush_yds,0,,,,,
player,201112040nyg,gnb,CrabTo00,rush_td,0,,,,,
player,201112040nyg,gnb,CrabTo00,rush_long,0,,,,,
player,201112040nyg,gnb,CrabTo00,targets,2,,,,,
player,201112040nyg,gnb,CrabTo00,rec,1,,,,,
player,201112040nyg,gnb,CrabTo00,rec_yds,7,,,,,
player,201112040nyg,gnb,CrabTo00,rec_td,0,,,,,
player,201112040nyg,gnb,CrabTo00,rec_long,7,,,,,
player,201112040nyg,gnb,CrabTo00,fumbles,0,,,,,
player,201112040nyg,gnb,CrabTo00,fumbles_lost,,,,,,
player,201112040nyg,nyg,MannEl00,pass_cmp,23,,,,,
player,201112040nyg,nyg,MannEl00,pass_att,40,,,,,
player,201112040nyg,nyg,MannEl00,pass_yds,347,,,,,
player,201112040nyg,nyg,MannEl00,pass_td,3,,,,,
player,201112040nyg,nyg,MannEl00,pass_int,1,,,,,
player,201112040nyg,nyg,MannEl00,pass_sacked,1,,,,,
player,201112040nyg,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201112040nyg,nyg,MannEl00,pass_long,67,,,,,
player,201112040nyg,nyg,MannEl00,pass_rating,100.7,,,,,
player,201112040nyg,nyg,MannEl00,rush_att,0,,,,,
player,201112040nyg,nyg,MannEl00,rush_yds,0,,,,,
player,201112040nyg,nyg,MannEl00,rush_td,0,,,,,
player,201112040nyg,nyg,MannEl00,rush_long,0,,,,,
player,201112040nyg,nyg,MannEl00,targets,0,,,,,
player,201112040nyg,nyg,MannEl00,rec,0,,,,,
player,201112040nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201112040nyg,nyg,MannEl00,rec_td,0,,,,,
player,201112040nyg,nyg,MannEl00,rec_long,0,,,,,
player,201112040nyg,nyg,MannEl00,fumbles,1,,,,,
player,201112040nyg,nyg,MannEl00,fumbles_lost,1,,,,,
player,201112040nyg,nyg,JacoBr00,pass_cmp,0,,,,,
player,201112040nyg,nyg,JacoBr00,pass_att,0,,,,,
player,201112040nyg,nyg,JacoBr00,pass_yds,0,,,,,
player,201112040nyg,nyg,JacoBr00,pass_td,0,,,,,
player,201112040nyg,nyg,JacoBr00,pass_int,0,,,,,
player,201112040nyg,nyg,JacoBr00,pass_sacked,0,,,,,
player,201112040nyg,nyg,JacoBr00,pass_sacked_yds,0,,,,,
player,201112040nyg,nyg,JacoBr00,pass_long,0,,,,,
player,201112040nyg,nyg,JacoBr00,pass_rating,,,,,,
player,201112040nyg,nyg,JacoBr00,rush_att,8,,,,,
player,201112040nyg,nyg,JacoBr00,rush_yds,59,,,,,
player,201112040nyg,nyg,JacoBr00,rush_td,1,,,,,
player,201112040nyg,nyg,JacoBr00,rush_long,14,,,,,
player,201112040nyg,nyg,JacoBr00,targets,1,,,,,
player,201112040nyg,nyg,JacoBr00,rec,0,,,,,
player,201112040nyg,nyg,JacoBr00,rec_yds,0,,,,,
player,201112040nyg,nyg,JacoBr00,rec_td,0,,,,,
player,201112040nyg,nyg,JacoBr00,rec_long,0,,,,,
player,201112040nyg,nyg,JacoBr00,fumbles,0,,,,,
player,201112040nyg,nyg,JacoBr00,fumbles_lost,,,,,,
player,201112040nyg,nyg,BradAh00,pass_cmp,0,,,,,
player,201112040nyg,nyg,BradAh00,pass_att,0,,,,,
player,201112040nyg,nyg,BradAh00,pass_yds,0,,,,,
player,201112040nyg,nyg,BradAh00,pass_td,0,,,,,
player,201112040nyg,nyg,BradAh00,pass_int,0,,,,,
player,201112040nyg,nyg,BradAh00,pass_sacked,0,,,,,
player,201112040nyg,nyg,BradAh00,pass_sacked_yds,0,,,,,
player,201112040nyg,nyg,BradAh00,pass_long,0,,,,,
player,201112040nyg,nyg,BradAh00,pass_rating,,,,,,
player,201112040nyg,nyg,BradAh00,rush_att,11,,,,,
player,201112040nyg,nyg,BradAh00,rush_yds,38,,,,,
player,201112040nyg,nyg,BradAh00,rush_td,0,,,,,
player,201112040nyg,nyg,BradAh00,rush_long,8,,,,,
player,201112040nyg,nyg,BradAh00,targets,5,,,,,
player,201112040nyg,nyg,BradAh00,rec,2,,,,,
player,201112040nyg,nyg,BradAh00,rec_yds,9,,,,,
player,201112040nyg,nyg,BradAh00,rec_td,0,,,,,
player,201112040nyg,nyg,BradAh00,rec_long,7,,,,,
player,201112040nyg,nyg,BradAh00,fumbles,0,,,,,
player,201112040nyg,nyg,BradAh00,fumbles_lost,,,,,,
player,201112040nyg,nyg,WareDa00,pass_cmp,0,,,,,
player,201112040nyg,nyg,WareDa00,pass_att,0,,,,,
player,201112040nyg,nyg,WareDa00,pass_yds,0,,,,,
player,201112040nyg,nyg,WareDa00,pass_td,0,,,,,
player,201112040nyg,nyg,WareDa00,pass_int,0,,,,,
player,201112040nyg,nyg,WareDa00,pass_sacked,0,,,,,
player,201112040nyg,nyg,WareDa00,pass_sacked_yds,0,,,,,
player,201112040nyg,nyg,WareDa00,pass_long,0,,,,,
player,201112040nyg,nyg,WareDa00,pass_rating,,,,,,
player,201112040nyg,nyg,WareDa00,rush_att,1,,,,,
player,201112040nyg,nyg,WareDa00,rush_yds,3,,,,,
player,201112040nyg,nyg,WareDa00,rush_td,0,,,,,
player,201112040nyg,nyg,WareDa00,rush_long,3,,,,,
player,201112040nyg,nyg,WareDa00,targets,3,,,,,
player,201112040nyg,nyg,WareDa00,rec,2,,,,,
player,201112040nyg,nyg,WareDa00,rec_yds,8,,,,,
player,201112040nyg,nyg,WareDa00,rec_td,0,,,,,
player,201112040nyg,nyg,WareDa00,rec_long,12,,,,,
player,201112040nyg,nyg,WareDa00,fumbles,0,,,,,
player,201112040nyg,nyg,WareDa00,fumbles_lost,,,,,,
player,201112040nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201112040nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201112040nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201112040nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201112040nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201112040nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201112040nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201112040nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201112040nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201112040nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201112040nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201112040nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201112040nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201112040nyg,nyg,CruzVi00,targets,9,,,,,
player,201112040nyg,nyg,CruzVi00,rec,7,,,,,
player,201112040nyg,nyg,CruzVi00,rec_yds,119,,,,,
player,201112040nyg,nyg,CruzVi00,rec_td,0,,,,,
player,201112040nyg,nyg,CruzVi00,rec_long,42,,,,,
player,201112040nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201112040nyg,nyg,CruzVi00,fumbles_lost,,,,,,
player,201112040nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201112040nyg,nyg,NickHa01,pass_att,0,,,,,
player,201112040nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201112040nyg,nyg,NickHa01,pass_td,0,,,,,
player,201112040nyg,nyg,NickHa01,pass_int,0,,,,,
player,201112040nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201112040nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201112040nyg,nyg,NickHa01,pass_long,0,,,,,
player,201112040nyg,nyg,NickHa01,pass_rating,,,,,,
player,201112040nyg,nyg,NickHa01,rush_att,0,,,,,
player,201112040nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201112040nyg,nyg,NickHa01,rush_td,0,,,,,
player,201112040nyg,nyg,NickHa01,rush_long,0,,,,,
player,201112040nyg,nyg,NickHa01,targets,12,,,,,
player,201112040nyg,nyg,NickHa01,rec,7,,,,,
player,201112040nyg,nyg,NickHa01,rec_yds,88,,,,,
player,201112040nyg,nyg,NickHa01,rec_td,2,,,,,
player,201112040nyg,nyg,NickHa01,rec_long,51,,,,,
player,201112040nyg,nyg,NickHa01,fumbles,0,,,,,
player,201112040nyg,nyg,NickHa01,fumbles_lost,,,,,,
player,201112040nyg,nyg,BeckTr00,pass_cmp,0,,,,,
player,201112040nyg,nyg,BeckTr00,pass_att,0,,,,,
player,201112040nyg,nyg,BeckTr00,pass_yds,0,,,,,
player,201112040nyg,nyg,BeckTr00,pass_td,0,,,,,
player,201112040nyg,nyg,BeckTr00,pass_int,0,,,,,
player,201112040nyg,nyg,BeckTr00,pass_sacked,0,,,,,
player,201112040nyg,nyg,BeckTr00,pass_sacked_yds,0,,,,,
player,201112040nyg,nyg,BeckTr00,pass_long,0,,,,,
player,201112040nyg,nyg,BeckTr00,pass_rating,,,,,,
player,201112040nyg,nyg,BeckTr00,rush_att,0,,,,,
player,201112040nyg,nyg,BeckTr00,rush_yds,0,,,,,
player,201112040nyg,nyg,BeckTr00,rush_td,0,,,,,
player,201112040nyg,nyg,BeckTr00,rush_long,0,,,,,
player,201112040nyg,nyg,BeckTr00,targets,1,,,,,
player,201112040nyg,nyg,BeckTr00,rec,1,,,,,
player,201112040nyg,nyg,BeckTr00,rec_yds,67,,,,,
player,201112040nyg,nyg,BeckTr00,rec_td,1,,,,,
player,201112040nyg,nyg,BeckTr00,rec_long,67,,,,,
player,201112040nyg,nyg,BeckTr00,fumbles,0,,,,,
player,201112040nyg,nyg,BeckTr00,fumbles_lost,,,,,,
player,201112040nyg,nyg,BallJa21,pass_cmp,0,,,,,
player,201112040nyg,nyg,BallJa21,pass_att,0,,,,,
player,201112040nyg,nyg,BallJa21,pass_yds,0,,,,,
player,201112040nyg,nyg,BallJa21,pass_td,0,,,,,
player,201112040nyg,nyg,BallJa21,pass_int,0,,,,,
player,201112040nyg,nyg,BallJa21,pass_sacked,0,,,,,
player,201112040nyg,nyg,BallJa21,pass_sacked_yds,0,,,,,
player,201112040nyg,nyg,BallJa21,pass_long,0,,,,,
player,201112040nyg,nyg,BallJa21,pass_rating,,,,,,
player,201112040nyg,nyg,BallJa21,rush_att,0,,,,,
player,201112040nyg,nyg,BallJa21,rush_yds,0,,,,,
player,201112040nyg,nyg,BallJa21,rush_td,0,,,,,
player,201112040nyg,nyg,BallJa21,rush_long,0,,,,,
player,201112040nyg,nyg,BallJa21,targets,6,,,,,
player,201112040nyg,nyg,BallJa21,rec,3,,,,,
player,201112040nyg,nyg,BallJa21,rec_yds,47,,,,,
player,201112040nyg,nyg,BallJa21,rec_td,0,,,,,
player,201112040nyg,nyg,BallJa21,rec_long,17,,,,,
player,201112040nyg,nyg,BallJa21,fumbles,0,,,,,
player,201112040nyg,nyg,BallJa21,fumbles_lost,,,,,,
player,201112040nyg,nyg,BardRa00,pass_cmp,0,,,,,
player,201112040nyg,nyg,BardRa00,pass_att,0,,,,,
player,201112040nyg,nyg,BardRa00,pass_yds,0,,,,,
player,201112040nyg,nyg,BardRa00,pass_td,0,,,,,
player,201112040nyg,nyg,BardRa00,pass_int,0,,,,,
player,201112040nyg,nyg,BardRa00,pass_sacked,0,,,,,
player,201112040nyg,nyg,BardRa00,pass_sacked_yds,0,,,,,
player,201112040nyg,nyg,BardRa00,pass_long,0,,,,,
