game,2011,15,20111218,201112180sdg,rav,"Baltimore Ravens",14,sdg,"San Diego Chargers",34
player,201112180sdg,rav,JohnJa23,tackles_loss,1,,,,,
player,201112180sdg,rav,JohnJa23,qb_hits,0,,,,,
player,201112180sdg,rav,JohnJa23,fumbles_rec,0,,,,,
player,201112180sdg,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,JohnJa23,fumbles_forced,0,,,,,
player,201112180sdg,rav,McClJa01,def_int,0,,,,,
player,201112180sdg,rav,McClJa01,def_int_yds,0,,,,,
player,201112180sdg,rav,McClJa01,def_int_td,0,,,,,
player,201112180sdg,rav,McClJa01,def_int_long,0,,,,,
player,201112180sdg,rav,McClJa01,pass_defended,0,,,,,
player,201112180sdg,rav,McClJa01,sacks,0.0,,,,,
player,201112180sdg,rav,McClJa01,tackles_combined,6,,,,,
player,201112180sdg,rav,McClJa01,tackles_solo,3,,,,,
player,201112180sdg,rav,McClJa01,tackles_assists,3,,,,,
player,201112180sdg,rav,McClJa01,tackles_loss,0,,,,,
player,201112180sdg,rav,McClJa01,qb_hits,0,,,,,
player,201112180sdg,rav,McClJa01,fumbles_rec,0,,,,,
player,201112180sdg,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,McClJa01,fumbles_forced,0,,,,,
player,201112180sdg,rav,ReddCo20,def_int,0,,,,,
player,201112180sdg,rav,ReddCo20,def_int_yds,0,,,,,
player,201112180sdg,rav,ReddCo20,def_int_td,0,,,,,
player,201112180sdg,rav,ReddCo20,def_int_long,0,,,,,
player,201112180sdg,rav,ReddCo20,pass_defended,0,,,,,
player,201112180sdg,rav,ReddCo20,sacks,0.0,,,,,
player,201112180sdg,rav,ReddCo20,tackles_combined,5,,,,,
player,201112180sdg,rav,ReddCo20,tackles_solo,3,,,,,
player,201112180sdg,rav,ReddCo20,tackles_assists,2,,,,,
player,201112180sdg,rav,ReddCo20,tackles_loss,0,,,,,
player,201112180sdg,rav,ReddCo20,qb_hits,0,,,,,
player,201112180sdg,rav,ReddCo20,fumbles_rec,0,,,,,
player,201112180sdg,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,ReddCo20,fumbles_forced,0,,,,,
player,201112180sdg,rav,SmitJi03,def_int,0,,,,,
player,201112180sdg,rav,SmitJi03,def_int_yds,0,,,,,
player,201112180sdg,rav,SmitJi03,def_int_td,0,,,,,
player,201112180sdg,rav,SmitJi03,def_int_long,0,,,,,
player,201112180sdg,rav,SmitJi03,pass_defended,1,,,,,
player,201112180sdg,rav,SmitJi03,sacks,0.0,,,,,
player,201112180sdg,rav,SmitJi03,tackles_combined,5,,,,,
player,201112180sdg,rav,SmitJi03,tackles_solo,5,,,,,
player,201112180sdg,rav,SmitJi03,tackles_assists,0,,,,,
player,201112180sdg,rav,SmitJi03,tackles_loss,0,,,,,
player,201112180sdg,rav,SmitJi03,qb_hits,0,,,,,
player,201112180sdg,rav,SmitJi03,fumbles_rec,0,,,,,
player,201112180sdg,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,SmitJi03,fumbles_forced,0,,,,,
player,201112180sdg,rav,PollBe20,def_int,0,,,,,
player,201112180sdg,rav,PollBe20,def_int_yds,0,,,,,
player,201112180sdg,rav,PollBe20,def_int_td,0,,,,,
player,201112180sdg,rav,PollBe20,def_int_long,0,,,,,
player,201112180sdg,rav,PollBe20,pass_defended,1,,,,,
player,201112180sdg,rav,PollBe20,sacks,0.0,,,,,
player,201112180sdg,rav,PollBe20,tackles_combined,4,,,,,
player,201112180sdg,rav,PollBe20,tackles_solo,3,,,,,
player,201112180sdg,rav,PollBe20,tackles_assists,1,,,,,
player,201112180sdg,rav,PollBe20,tackles_loss,0,,,,,
player,201112180sdg,rav,PollBe20,qb_hits,0,,,,,
player,201112180sdg,rav,PollBe20,fumbles_rec,0,,,,,
player,201112180sdg,rav,PollBe20,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,PollBe20,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,PollBe20,fumbles_forced,0,,,,,
player,201112180sdg,rav,CodyTe99,def_int,0,,,,,
player,201112180sdg,rav,CodyTe99,def_int_yds,0,,,,,
player,201112180sdg,rav,CodyTe99,def_int_td,0,,,,,
player,201112180sdg,rav,CodyTe99,def_int_long,0,,,,,
player,201112180sdg,rav,CodyTe99,pass_defended,0,,,,,
player,201112180sdg,rav,CodyTe99,sacks,0.0,,,,,
player,201112180sdg,rav,CodyTe99,tackles_combined,3,,,,,
player,201112180sdg,rav,CodyTe99,tackles_solo,1,,,,,
player,201112180sdg,rav,CodyTe99,tackles_assists,2,,,,,
player,201112180sdg,rav,CodyTe99,tackles_loss,0,,,,,
player,201112180sdg,rav,CodyTe99,qb_hits,0,,,,,
player,201112180sdg,rav,CodyTe99,fumbles_rec,0,,,,,
player,201112180sdg,rav,CodyTe99,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,CodyTe99,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,CodyTe99,fumbles_forced,0,,,,,
player,201112180sdg,rav,ReedEd00,def_int,0,,,,,
player,201112180sdg,rav,ReedEd00,def_int_yds,0,,,,,
player,201112180sdg,rav,ReedEd00,def_int_td,0,,,,,
player,201112180sdg,rav,ReedEd00,def_int_long,0,,,,,
player,201112180sdg,rav,ReedEd00,pass_defended,0,,,,,
player,201112180sdg,rav,ReedEd00,sacks,0.0,,,,,
player,201112180sdg,rav,ReedEd00,tackles_combined,3,,,,,
player,201112180sdg,rav,ReedEd00,tackles_solo,2,,,,,
player,201112180sdg,rav,ReedEd00,tackles_assists,1,,,,,
player,201112180sdg,rav,ReedEd00,tackles_loss,0,,,,,
player,201112180sdg,rav,ReedEd00,qb_hits,0,,,,,
player,201112180sdg,rav,ReedEd00,fumbles_rec,0,,,,,
player,201112180sdg,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,ReedEd00,fumbles_forced,0,,,,,
player,201112180sdg,rav,AyanBr99,def_int,0,,,,,
player,201112180sdg,rav,AyanBr99,def_int_yds,0,,,,,
player,201112180sdg,rav,AyanBr99,def_int_td,0,,,,,
player,201112180sdg,rav,AyanBr99,def_int_long,0,,,,,
player,201112180sdg,rav,AyanBr99,pass_defended,0,,,,,
player,201112180sdg,rav,AyanBr99,sacks,0.0,,,,,
player,201112180sdg,rav,AyanBr99,tackles_combined,2,,,,,
player,201112180sdg,rav,AyanBr99,tackles_solo,1,,,,,
player,201112180sdg,rav,AyanBr99,tackles_assists,1,,,,,
player,201112180sdg,rav,AyanBr99,tackles_loss,0,,,,,
player,201112180sdg,rav,AyanBr99,qb_hits,0,,,,,
player,201112180sdg,rav,AyanBr99,fumbles_rec,0,,,,,
player,201112180sdg,rav,AyanBr99,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,AyanBr99,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,AyanBr99,fumbles_forced,0,,,,,
player,201112180sdg,rav,JoneAr22,def_int,0,,,,,
player,201112180sdg,rav,JoneAr22,def_int_yds,0,,,,,
player,201112180sdg,rav,JoneAr22,def_int_td,0,,,,,
player,201112180sdg,rav,JoneAr22,def_int_long,0,,,,,
player,201112180sdg,rav,JoneAr22,pass_defended,0,,,,,
player,201112180sdg,rav,JoneAr22,sacks,0.0,,,,,
player,201112180sdg,rav,JoneAr22,tackles_combined,2,,,,,
player,201112180sdg,rav,JoneAr22,tackles_solo,1,,,,,
player,201112180sdg,rav,JoneAr22,tackles_assists,1,,,,,
player,201112180sdg,rav,JoneAr22,tackles_loss,0,,,,,
player,201112180sdg,rav,JoneAr22,qb_hits,0,,,,,
player,201112180sdg,rav,JoneAr22,fumbles_rec,0,,,,,
player,201112180sdg,rav,JoneAr22,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,JoneAr22,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,JoneAr22,fumbles_forced,0,,,,,
player,201112180sdg,rav,McClAl00,def_int,0,,,,,
player,201112180sdg,rav,McClAl00,def_int_yds,0,,,,,
player,201112180sdg,rav,McClAl00,def_int_td,0,,,,,
player,201112180sdg,rav,McClAl00,def_int_long,0,,,,,
player,201112180sdg,rav,McClAl00,pass_defended,0,,,,,
player,201112180sdg,rav,McClAl00,sacks,0.0,,,,,
player,201112180sdg,rav,McClAl00,tackles_combined,2,,,,,
player,201112180sdg,rav,McClAl00,tackles_solo,2,,,,,
player,201112180sdg,rav,McClAl00,tackles_assists,0,,,,,
player,201112180sdg,rav,McClAl00,tackles_loss,0,,,,,
player,201112180sdg,rav,McClAl00,qb_hits,0,,,,,
player,201112180sdg,rav,McClAl00,fumbles_rec,0,,,,,
player,201112180sdg,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,McClAl00,fumbles_forced,0,,,,,
player,201112180sdg,rav,SuggTe99,def_int,0,,,,,
player,201112180sdg,rav,SuggTe99,def_int_yds,0,,,,,
player,201112180sdg,rav,SuggTe99,def_int_td,0,,,,,
player,201112180sdg,rav,SuggTe99,def_int_long,0,,,,,
player,201112180sdg,rav,SuggTe99,pass_defended,0,,,,,
player,201112180sdg,rav,SuggTe99,sacks,0.0,,,,,
player,201112180sdg,rav,SuggTe99,tackles_combined,2,,,,,
player,201112180sdg,rav,SuggTe99,tackles_solo,2,,,,,
player,201112180sdg,rav,SuggTe99,tackles_assists,0,,,,,
player,201112180sdg,rav,SuggTe99,tackles_loss,0,,,,,
player,201112180sdg,rav,SuggTe99,qb_hits,1,,,,,
player,201112180sdg,rav,SuggTe99,fumbles_rec,0,,,,,
player,201112180sdg,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,SuggTe99,fumbles_forced,0,,,,,
player,201112180sdg,rav,ElleDa99,def_int,0,,,,,
player,201112180sdg,rav,ElleDa99,def_int_yds,0,,,,,
player,201112180sdg,rav,ElleDa99,def_int_td,0,,,,,
player,201112180sdg,rav,ElleDa99,def_int_long,0,,,,,
player,201112180sdg,rav,ElleDa99,pass_defended,0,,,,,
player,201112180sdg,rav,ElleDa99,sacks,0.0,,,,,
player,201112180sdg,rav,ElleDa99,tackles_combined,1,,,,,
player,201112180sdg,rav,ElleDa99,tackles_solo,1,,,,,
player,201112180sdg,rav,ElleDa99,tackles_assists,0,,,,,
player,201112180sdg,rav,ElleDa99,tackles_loss,0,,,,,
player,201112180sdg,rav,ElleDa99,qb_hits,0,,,,,
player,201112180sdg,rav,ElleDa99,fumbles_rec,0,,,,,
player,201112180sdg,rav,ElleDa99,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,ElleDa99,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,ElleDa99,fumbles_forced,0,,,,,
player,201112180sdg,rav,KrugPa99,def_int,0,,,,,
player,201112180sdg,rav,KrugPa99,def_int_yds,0,,,,,
player,201112180sdg,rav,KrugPa99,def_int_td,0,,,,,
player,201112180sdg,rav,KrugPa99,def_int_long,0,,,,,
player,201112180sdg,rav,KrugPa99,pass_defended,0,,,,,
player,201112180sdg,rav,KrugPa99,sacks,0.0,,,,,
player,201112180sdg,rav,KrugPa99,tackles_combined,1,,,,,
player,201112180sdg,rav,KrugPa99,tackles_solo,1,,,,,
player,201112180sdg,rav,KrugPa99,tackles_assists,0,,,,,
player,201112180sdg,rav,KrugPa99,tackles_loss,0,,,,,
player,201112180sdg,rav,KrugPa99,qb_hits,0,,,,,
player,201112180sdg,rav,KrugPa99,fumbles_rec,0,,,,,
player,201112180sdg,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,KrugPa99,fumbles_forced,0,,,,,
player,201112180sdg,rav,McPhPe00,def_int,0,,,,,
player,201112180sdg,rav,McPhPe00,def_int_yds,0,,,,,
player,201112180sdg,rav,McPhPe00,def_int_td,0,,,,,
player,201112180sdg,rav,McPhPe00,def_int_long,0,,,,,
player,201112180sdg,rav,McPhPe00,pass_defended,0,,,,,
player,201112180sdg,rav,McPhPe00,sacks,0.0,,,,,
player,201112180sdg,rav,McPhPe00,tackles_combined,1,,,,,
player,201112180sdg,rav,McPhPe00,tackles_solo,0,,,,,
player,201112180sdg,rav,McPhPe00,tackles_assists,1,,,,,
player,201112180sdg,rav,McPhPe00,tackles_loss,0,,,,,
player,201112180sdg,rav,McPhPe00,qb_hits,0,,,,,
player,201112180sdg,rav,McPhPe00,fumbles_rec,0,,,,,
player,201112180sdg,rav,McPhPe00,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,McPhPe00,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,McPhPe00,fumbles_forced,0,,,,,
player,201112180sdg,rav,ZbikTo99,def_int,0,,,,,
player,201112180sdg,rav,ZbikTo99,def_int_yds,0,,,,,
player,201112180sdg,rav,ZbikTo99,def_int_td,0,,,,,
player,201112180sdg,rav,ZbikTo99,def_int_long,0,,,,,
player,201112180sdg,rav,ZbikTo99,pass_defended,0,,,,,
player,201112180sdg,rav,ZbikTo99,sacks,0.0,,,,,
player,201112180sdg,rav,ZbikTo99,tackles_combined,1,,,,,
player,201112180sdg,rav,ZbikTo99,tackles_solo,1,,,,,
player,201112180sdg,rav,ZbikTo99,tackles_assists,0,,,,,
player,201112180sdg,rav,ZbikTo99,tackles_loss,0,,,,,
player,201112180sdg,rav,ZbikTo99,qb_hits,0,,,,,
player,201112180sdg,rav,ZbikTo99,fumbles_rec,0,,,,,
player,201112180sdg,rav,ZbikTo99,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,ZbikTo99,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,ZbikTo99,fumbles_forced,0,,,,,
player,201112180sdg,sdg,PhilSh20,def_int,1,,,,,
player,201112180sdg,sdg,PhilSh20,def_int_yds,0,,,,,
player,201112180sdg,sdg,PhilSh20,def_int_td,0,,,,,
player,201112180sdg,sdg,PhilSh20,def_int_long,0,,,,,
player,201112180sdg,sdg,PhilSh20,pass_defended,1,,,,,
player,201112180sdg,sdg,PhilSh20,sacks,0.5,,,,,
player,201112180sdg,sdg,PhilSh20,tackles_combined,6,,,,,
player,201112180sdg,sdg,PhilSh20,tackles_solo,4,,,,,
player,201112180sdg,sdg,PhilSh20,tackles_assists,2,,,,,
player,201112180sdg,sdg,PhilSh20,tackles_loss,2,,,,,
player,201112180sdg,sdg,PhilSh20,qb_hits,1,,,,,
player,201112180sdg,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201112180sdg,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201112180sdg,sdg,SpikTa00,def_int,1,,,,,
player,201112180sdg,sdg,SpikTa00,def_int_yds,45,,,,,
player,201112180sdg,sdg,SpikTa00,def_int_td,0,,,,,
player,201112180sdg,sdg,SpikTa00,def_int_long,45,,,,,
player,201112180sdg,sdg,SpikTa00,pass_defended,1,,,,,
player,201112180sdg,sdg,SpikTa00,sacks,0.0,,,,,
player,201112180sdg,sdg,SpikTa00,tackles_combined,4,,,,,
player,201112180sdg,sdg,SpikTa00,tackles_solo,2,,,,,
player,201112180sdg,sdg,SpikTa00,tackles_assists,2,,,,,
player,201112180sdg,sdg,SpikTa00,tackles_loss,1,,,,,
player,201112180sdg,sdg,SpikTa00,qb_hits,0,,,,,
player,201112180sdg,sdg,SpikTa00,fumbles_rec,0,,,,,
player,201112180sdg,sdg,SpikTa00,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,SpikTa00,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,SpikTa00,fumbles_forced,0,,,,,
player,201112180sdg,sdg,BarnAn99,def_int,0,,,,,
player,201112180sdg,sdg,BarnAn99,def_int_yds,0,,,,,
player,201112180sdg,sdg,BarnAn99,def_int_td,0,,,,,
player,201112180sdg,sdg,BarnAn99,def_int_long,0,,,,,
player,201112180sdg,sdg,BarnAn99,pass_defended,0,,,,,
player,201112180sdg,sdg,BarnAn99,sacks,4.0,,,,,
player,201112180sdg,sdg,BarnAn99,tackles_combined,6,,,,,
player,201112180sdg,sdg,BarnAn99,tackles_solo,5,,,,,
player,201112180sdg,sdg,BarnAn99,tackles_assists,1,,,,,
player,201112180sdg,sdg,BarnAn99,tackles_loss,2,,,,,
player,201112180sdg,sdg,BarnAn99,qb_hits,3,,,,,
player,201112180sdg,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201112180sdg,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201112180sdg,sdg,LiugCo00,def_int,0,,,,,
player,201112180sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201112180sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201112180sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201112180sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201112180sdg,sdg,LiugCo00,sacks,1.0,,,,,
player,201112180sdg,sdg,LiugCo00,tackles_combined,2,,,,,
player,201112180sdg,sdg,LiugCo00,tackles_solo,2,,,,,
player,201112180sdg,sdg,LiugCo00,tackles_assists,0,,,,,
player,201112180sdg,sdg,LiugCo00,tackles_loss,1,,,,,
player,201112180sdg,sdg,LiugCo00,qb_hits,1,,,,,
player,201112180sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201112180sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201112180sdg,sdg,HarrTo99,def_int,0,,,,,
player,201112180sdg,sdg,HarrTo99,def_int_yds,0,,,,,
player,201112180sdg,sdg,HarrTo99,def_int_td,0,,,,,
player,201112180sdg,sdg,HarrTo99,def_int_long,0,,,,,
player,201112180sdg,sdg,HarrTo99,pass_defended,0,,,,,
player,201112180sdg,sdg,HarrTo99,sacks,1.0,,,,,
player,201112180sdg,sdg,HarrTo99,tackles_combined,1,,,,,
player,201112180sdg,sdg,HarrTo99,tackles_solo,1,,,,,
player,201112180sdg,sdg,HarrTo99,tackles_assists,0,,,,,
player,201112180sdg,sdg,HarrTo99,tackles_loss,1,,,,,
player,201112180sdg,sdg,HarrTo99,qb_hits,1,,,,,
player,201112180sdg,sdg,HarrTo99,fumbles_rec,0,,,,,
player,201112180sdg,sdg,HarrTo99,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,HarrTo99,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,HarrTo99,fumbles_forced,0,,,,,
player,201112180sdg,sdg,GaraAn20,def_int,0,,,,,
player,201112180sdg,sdg,GaraAn20,def_int_yds,0,,,,,
player,201112180sdg,sdg,GaraAn20,def_int_td,0,,,,,
player,201112180sdg,sdg,GaraAn20,def_int_long,0,,,,,
player,201112180sdg,sdg,GaraAn20,pass_defended,0,,,,,
player,201112180sdg,sdg,GaraAn20,sacks,0.5,,,,,
player,201112180sdg,sdg,GaraAn20,tackles_combined,4,,,,,
player,201112180sdg,sdg,GaraAn20,tackles_solo,1,,,,,
player,201112180sdg,sdg,GaraAn20,tackles_assists,3,,,,,
player,201112180sdg,sdg,GaraAn20,tackles_loss,0,,,,,
player,201112180sdg,sdg,GaraAn20,qb_hits,1,,,,,
player,201112180sdg,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201112180sdg,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201112180sdg,sdg,BirdBr00,def_int,0,,,,,
player,201112180sdg,sdg,BirdBr00,def_int_yds,0,,,,,
player,201112180sdg,sdg,BirdBr00,def_int_td,0,,,,,
player,201112180sdg,sdg,BirdBr00,def_int_long,0,,,,,
player,201112180sdg,sdg,BirdBr00,pass_defended,0,,,,,
player,201112180sdg,sdg,BirdBr00,sacks,0.0,,,,,
player,201112180sdg,sdg,BirdBr00,tackles_combined,6,,,,,
player,201112180sdg,sdg,BirdBr00,tackles_solo,5,,,,,
player,201112180sdg,sdg,BirdBr00,tackles_assists,1,,,,,
player,201112180sdg,sdg,BirdBr00,tackles_loss,0,,,,,
player,201112180sdg,sdg,BirdBr00,qb_hits,0,,,,,
player,201112180sdg,sdg,BirdBr00,fumbles_rec,0,,,,,
player,201112180sdg,sdg,BirdBr00,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,BirdBr00,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,BirdBr00,fumbles_forced,0,,,,,
player,201112180sdg,sdg,GregSt20,def_int,0,,,,,
player,201112180sdg,sdg,GregSt20,def_int_yds,0,,,,,
player,201112180sdg,sdg,GregSt20,def_int_td,0,,,,,
player,201112180sdg,sdg,GregSt20,def_int_long,0,,,,,
player,201112180sdg,sdg,GregSt20,pass_defended,0,,,,,
player,201112180sdg,sdg,GregSt20,sacks,0.0,,,,,
player,201112180sdg,sdg,GregSt20,tackles_combined,6,,,,,
player,201112180sdg,sdg,GregSt20,tackles_solo,4,,,,,
player,201112180sdg,sdg,GregSt20,tackles_assists,2,,,,,
player,201112180sdg,sdg,GregSt20,tackles_loss,0,,,,,
player,201112180sdg,sdg,GregSt20,qb_hits,0,,,,,
player,201112180sdg,sdg,GregSt20,fumbles_rec,0,,,,,
player,201112180sdg,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,GregSt20,fumbles_forced,0,,,,,
player,201112180sdg,sdg,JammQu20,def_int,0,,,,,
player,201112180sdg,sdg,JammQu20,def_int_yds,0,,,,,
player,201112180sdg,sdg,JammQu20,def_int_td,0,,,,,
player,201112180sdg,sdg,JammQu20,def_int_long,0,,,,,
player,201112180sdg,sdg,JammQu20,pass_defended,0,,,,,
player,201112180sdg,sdg,JammQu20,sacks,0.0,,,,,
player,201112180sdg,sdg,JammQu20,tackles_combined,5,,,,,
player,201112180sdg,sdg,JammQu20,tackles_solo,4,,,,,
player,201112180sdg,sdg,JammQu20,tackles_assists,1,,,,,
player,201112180sdg,sdg,JammQu20,tackles_loss,0,,,,,
player,201112180sdg,sdg,JammQu20,qb_hits,0,,,,,
player,201112180sdg,sdg,JammQu20,fumbles_rec,0,,,,,
player,201112180sdg,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,JammQu20,fumbles_forced,0,,,,,
player,201112180sdg,sdg,ButlDo99,def_int,0,,,,,
player,201112180sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201112180sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201112180sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201112180sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201112180sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201112180sdg,sdg,ButlDo99,tackles_combined,4,,,,,
player,201112180sdg,sdg,ButlDo99,tackles_solo,4,,,,,
player,201112180sdg,sdg,ButlDo99,tackles_assists,0,,,,,
player,201112180sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201112180sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201112180sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201112180sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,ButlDo99,fumbles_forced,1,,,,,
player,201112180sdg,sdg,GachAn00,def_int,0,,,,,
player,201112180sdg,sdg,GachAn00,def_int_yds,0,,,,,
player,201112180sdg,sdg,GachAn00,def_int_td,0,,,,,
player,201112180sdg,sdg,GachAn00,def_int_long,0,,,,,
player,201112180sdg,sdg,GachAn00,pass_defended,0,,,,,
player,201112180sdg,sdg,GachAn00,sacks,0.0,,,,,
player,201112180sdg,sdg,GachAn00,tackles_combined,4,,,,,
player,201112180sdg,sdg,GachAn00,tackles_solo,2,,,,,
player,201112180sdg,sdg,GachAn00,tackles_assists,2,,,,,
player,201112180sdg,sdg,GachAn00,tackles_loss,0,,,,,
player,201112180sdg,sdg,GachAn00,qb_hits,0,,,,,
player,201112180sdg,sdg,GachAn00,fumbles_rec,0,,,,,
player,201112180sdg,sdg,GachAn00,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,GachAn00,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,GachAn00,fumbles_forced,0,,,,,
player,201112180sdg,sdg,HughDa99,def_int,0,,,,,
player,201112180sdg,sdg,HughDa99,def_int_yds,0,,,,,
player,201112180sdg,sdg,HughDa99,def_int_td,0,,,,,
player,201112180sdg,sdg,HughDa99,def_int_long,0,,,,,
player,201112180sdg,sdg,HughDa99,pass_defended,0,,,,,
player,201112180sdg,sdg,HughDa99,sacks,0.0,,,,,
player,201112180sdg,sdg,HughDa99,tackles_combined,4,,,,,
player,201112180sdg,sdg,HughDa99,tackles_solo,3,,,,,
player,201112180sdg,sdg,HughDa99,tackles_assists,1,,,,,
player,201112180sdg,sdg,HughDa99,tackles_loss,0,,,,,
player,201112180sdg,sdg,HughDa99,qb_hits,0,,,,,
player,201112180sdg,sdg,HughDa99,fumbles_rec,0,,,,,
player,201112180sdg,sdg,HughDa99,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,HughDa99,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,HughDa99,fumbles_forced,0,,,,,
player,201112180sdg,sdg,WeddEr99,def_int,0,,,,,
player,201112180sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201112180sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201112180sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201112180sdg,sdg,WeddEr99,pass_defended,1,,,,,
player,201112180sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201112180sdg,sdg,WeddEr99,tackles_combined,4,,,,,
player,201112180sdg,sdg,WeddEr99,tackles_solo,4,,,,,
player,201112180sdg,sdg,WeddEr99,tackles_assists,0,,,,,
player,201112180sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201112180sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201112180sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201112180sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201112180sdg,sdg,DiggNa20,def_int,0,,,,,
player,201112180sdg,sdg,DiggNa20,def_int_yds,0,,,,,
player,201112180sdg,sdg,DiggNa20,def_int_td,0,,,,,
player,201112180sdg,sdg,DiggNa20,def_int_long,0,,,,,
player,201112180sdg,sdg,DiggNa20,pass_defended,0,,,,,
player,201112180sdg,sdg,DiggNa20,sacks,0.0,,,,,
player,201112180sdg,sdg,DiggNa20,tackles_combined,3,,,,,
