game,2011,13,20111204,201112040htx,atl,"Atlanta Falcons",10,htx,"Houston Texans",17
player,201112040htx,atl,RyanMa00,rec,0,,,,,
player,201112040htx,atl,RyanMa00,rec_yds,0,,,,,
player,201112040htx,atl,RyanMa00,rec_td,0,,,,,
player,201112040htx,atl,RyanMa00,rec_long,0,,,,,
player,201112040htx,atl,RyanMa00,fumbles,0,,,,,
player,201112040htx,atl,RyanMa00,fumbles_lost,,,,,,
player,201112040htx,atl,TurnMi00,pass_cmp,0,,,,,
player,201112040htx,atl,TurnMi00,pass_att,0,,,,,
player,201112040htx,atl,TurnMi00,pass_yds,0,,,,,
player,201112040htx,atl,TurnMi00,pass_td,0,,,,,
player,201112040htx,atl,TurnMi00,pass_int,0,,,,,
player,201112040htx,atl,TurnMi00,pass_sacked,0,,,,,
player,201112040htx,atl,TurnMi00,pass_sacked_yds,0,,,,,
player,201112040htx,atl,TurnMi00,pass_long,0,,,,,
player,201112040htx,atl,TurnMi00,pass_rating,,,,,,
player,201112040htx,atl,TurnMi00,rush_att,14,,,,,
player,201112040htx,atl,TurnMi00,rush_yds,44,,,,,
player,201112040htx,atl,TurnMi00,rush_td,0,,,,,
player,201112040htx,atl,TurnMi00,rush_long,16,,,,,
player,201112040htx,atl,TurnMi00,targets,0,,,,,
player,201112040htx,atl,TurnMi00,rec,0,,,,,
player,201112040htx,atl,TurnMi00,rec_yds,0,,,,,
player,201112040htx,atl,TurnMi00,rec_td,0,,,,,
player,201112040htx,atl,TurnMi00,rec_long,0,,,,,
player,201112040htx,atl,TurnMi00,fumbles,0,,,,,
player,201112040htx,atl,TurnMi00,fumbles_lost,,,,,,
player,201112040htx,atl,SnelJa00,pass_cmp,0,,,,,
player,201112040htx,atl,SnelJa00,pass_att,0,,,,,
player,201112040htx,atl,SnelJa00,pass_yds,0,,,,,
player,201112040htx,atl,SnelJa00,pass_td,0,,,,,
player,201112040htx,atl,SnelJa00,pass_int,0,,,,,
player,201112040htx,atl,SnelJa00,pass_sacked,0,,,,,
player,201112040htx,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201112040htx,atl,SnelJa00,pass_long,0,,,,,
player,201112040htx,atl,SnelJa00,pass_rating,,,,,,
player,201112040htx,atl,SnelJa00,rush_att,2,,,,,
player,201112040htx,atl,SnelJa00,rush_yds,16,,,,,
player,201112040htx,atl,SnelJa00,rush_td,0,,,,,
player,201112040htx,atl,SnelJa00,rush_long,10,,,,,
player,201112040htx,atl,SnelJa00,targets,0,,,,,
player,201112040htx,atl,SnelJa00,rec,0,,,,,
player,201112040htx,atl,SnelJa00,rec_yds,0,,,,,
player,201112040htx,atl,SnelJa00,rec_td,0,,,,,
player,201112040htx,atl,SnelJa00,rec_long,0,,,,,
player,201112040htx,atl,SnelJa00,fumbles,0,,,,,
player,201112040htx,atl,SnelJa00,fumbles_lost,,,,,,
player,201112040htx,atl,GonzTo00,pass_cmp,0,,,,,
player,201112040htx,atl,GonzTo00,pass_att,0,,,,,
player,201112040htx,atl,GonzTo00,pass_yds,0,,,,,
player,201112040htx,atl,GonzTo00,pass_td,0,,,,,
player,201112040htx,atl,GonzTo00,pass_int,0,,,,,
player,201112040htx,atl,GonzTo00,pass_sacked,0,,,,,
player,201112040htx,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201112040htx,atl,GonzTo00,pass_long,0,,,,,
player,201112040htx,atl,GonzTo00,pass_rating,,,,,,
player,201112040htx,atl,GonzTo00,rush_att,0,,,,,
player,201112040htx,atl,GonzTo00,rush_yds,0,,,,,
player,201112040htx,atl,GonzTo00,rush_td,0,,,,,
player,201112040htx,atl,GonzTo00,rush_long,0,,,,,
player,201112040htx,atl,GonzTo00,targets,10,,,,,
player,201112040htx,atl,GonzTo00,rec,7,,,,,
player,201112040htx,atl,GonzTo00,rec_yds,100,,,,,
player,201112040htx,atl,GonzTo00,rec_td,0,,,,,
player,201112040htx,atl,GonzTo00,rec_long,26,,,,,
player,201112040htx,atl,GonzTo00,fumbles,0,,,,,
player,201112040htx,atl,GonzTo00,fumbles_lost,,,,,,
player,201112040htx,atl,JoneJu02,pass_cmp,0,,,,,
player,201112040htx,atl,JoneJu02,pass_att,0,,,,,
player,201112040htx,atl,JoneJu02,pass_yds,0,,,,,
player,201112040htx,atl,JoneJu02,pass_td,0,,,,,
player,201112040htx,atl,JoneJu02,pass_int,0,,,,,
player,201112040htx,atl,JoneJu02,pass_sacked,0,,,,,
player,201112040htx,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201112040htx,atl,JoneJu02,pass_long,0,,,,,
player,201112040htx,atl,JoneJu02,pass_rating,,,,,,
player,201112040htx,atl,JoneJu02,rush_att,0,,,,,
player,201112040htx,atl,JoneJu02,rush_yds,0,,,,,
player,201112040htx,atl,JoneJu02,rush_td,0,,,,,
player,201112040htx,atl,JoneJu02,rush_long,0,,,,,
player,201112040htx,atl,JoneJu02,targets,11,,,,,
player,201112040htx,atl,JoneJu02,rec,4,,,,,
player,201112040htx,atl,JoneJu02,rec_yds,68,,,,,
player,201112040htx,atl,JoneJu02,rec_td,0,,,,,
player,201112040htx,atl,JoneJu02,rec_long,26,,,,,
player,201112040htx,atl,JoneJu02,fumbles,0,,,,,
player,201112040htx,atl,JoneJu02,fumbles_lost,,,,,,
player,201112040htx,atl,WhitRo00,pass_cmp,0,,,,,
player,201112040htx,atl,WhitRo00,pass_att,0,,,,,
player,201112040htx,atl,WhitRo00,pass_yds,0,,,,,
player,201112040htx,atl,WhitRo00,pass_td,0,,,,,
player,201112040htx,atl,WhitRo00,pass_int,0,,,,,
player,201112040htx,atl,WhitRo00,pass_sacked,0,,,,,
player,201112040htx,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201112040htx,atl,WhitRo00,pass_long,0,,,,,
player,201112040htx,atl,WhitRo00,pass_rating,,,,,,
player,201112040htx,atl,WhitRo00,rush_att,0,,,,,
player,201112040htx,atl,WhitRo00,rush_yds,0,,,,,
player,201112040htx,atl,WhitRo00,rush_td,0,,,,,
player,201112040htx,atl,WhitRo00,rush_long,0,,,,,
player,201112040htx,atl,WhitRo00,targets,16,,,,,
player,201112040htx,atl,WhitRo00,rec,4,,,,,
player,201112040htx,atl,WhitRo00,rec_yds,51,,,,,
player,201112040htx,atl,WhitRo00,rec_td,1,,,,,
player,201112040htx,atl,WhitRo00,rec_long,16,,,,,
player,201112040htx,atl,WhitRo00,fumbles,0,,,,,
player,201112040htx,atl,WhitRo00,fumbles_lost,,,,,,
player,201112040htx,atl,DougHa00,pass_cmp,0,,,,,
player,201112040htx,atl,DougHa00,pass_att,0,,,,,
player,201112040htx,atl,DougHa00,pass_yds,0,,,,,
player,201112040htx,atl,DougHa00,pass_td,0,,,,,
player,201112040htx,atl,DougHa00,pass_int,0,,,,,
player,201112040htx,atl,DougHa00,pass_sacked,0,,,,,
player,201112040htx,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201112040htx,atl,DougHa00,pass_long,0,,,,,
player,201112040htx,atl,DougHa00,pass_rating,,,,,,
player,201112040htx,atl,DougHa00,rush_att,0,,,,,
player,201112040htx,atl,DougHa00,rush_yds,0,,,,,
player,201112040htx,atl,DougHa00,rush_td,0,,,,,
player,201112040htx,atl,DougHa00,rush_long,0,,,,,
player,201112040htx,atl,DougHa00,targets,5,,,,,
player,201112040htx,atl,DougHa00,rec,4,,,,,
player,201112040htx,atl,DougHa00,rec_yds,43,,,,,
player,201112040htx,atl,DougHa00,rec_td,0,,,,,
player,201112040htx,atl,DougHa00,rec_long,17,,,,,
player,201112040htx,atl,DougHa00,fumbles,0,,,,,
player,201112040htx,atl,DougHa00,fumbles_lost,,,,,,
player,201112040htx,atl,RodgJa00,pass_cmp,0,,,,,
player,201112040htx,atl,RodgJa00,pass_att,0,,,,,
player,201112040htx,atl,RodgJa00,pass_yds,0,,,,,
player,201112040htx,atl,RodgJa00,pass_td,0,,,,,
player,201112040htx,atl,RodgJa00,pass_int,0,,,,,
player,201112040htx,atl,RodgJa00,pass_sacked,0,,,,,
player,201112040htx,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201112040htx,atl,RodgJa00,pass_long,0,,,,,
player,201112040htx,atl,RodgJa00,pass_rating,,,,,,
player,201112040htx,atl,RodgJa00,rush_att,1,,,,,
player,201112040htx,atl,RodgJa00,rush_yds,0,,,,,
player,201112040htx,atl,RodgJa00,rush_td,0,,,,,
player,201112040htx,atl,RodgJa00,rush_long,0,,,,,
player,201112040htx,atl,RodgJa00,targets,1,,,,,
player,201112040htx,atl,RodgJa00,rec,1,,,,,
player,201112040htx,atl,RodgJa00,rec_yds,5,,,,,
player,201112040htx,atl,RodgJa00,rec_td,0,,,,,
player,201112040htx,atl,RodgJa00,rec_long,5,,,,,
player,201112040htx,atl,RodgJa00,fumbles,0,,,,,
player,201112040htx,atl,RodgJa00,fumbles_lost,,,,,,
player,201112040htx,atl,PalmMi00,pass_cmp,0,,,,,
player,201112040htx,atl,PalmMi00,pass_att,0,,,,,
player,201112040htx,atl,PalmMi00,pass_yds,0,,,,,
player,201112040htx,atl,PalmMi00,pass_td,0,,,,,
player,201112040htx,atl,PalmMi00,pass_int,0,,,,,
player,201112040htx,atl,PalmMi00,pass_sacked,0,,,,,
player,201112040htx,atl,PalmMi00,pass_sacked_yds,0,,,,,
player,201112040htx,atl,PalmMi00,pass_long,0,,,,,
player,201112040htx,atl,PalmMi00,pass_rating,,,,,,
player,201112040htx,atl,PalmMi00,rush_att,0,,,,,
player,201112040htx,atl,PalmMi00,rush_yds,0,,,,,
player,201112040htx,atl,PalmMi00,rush_td,0,,,,,
player,201112040htx,atl,PalmMi00,rush_long,0,,,,,
player,201112040htx,atl,PalmMi00,targets,1,,,,,
player,201112040htx,atl,PalmMi00,rec,0,,,,,
player,201112040htx,atl,PalmMi00,rec_yds,0,,,,,
player,201112040htx,atl,PalmMi00,rec_td,0,,,,,
player,201112040htx,atl,PalmMi00,rec_long,0,,,,,
player,201112040htx,atl,PalmMi00,fumbles,0,,,,,
player,201112040htx,atl,PalmMi00,fumbles_lost,,,,,,
player,201112040htx,htx,YateT.00,pass_cmp,12,,,,,
player,201112040htx,htx,YateT.00,pass_att,25,,,,,
player,201112040htx,htx,YateT.00,pass_yds,188,,,,,
player,201112040htx,htx,YateT.00,pass_td,1,,,,,
player,201112040htx,htx,YateT.00,pass_int,0,,,,,
player,201112040htx,htx,YateT.00,pass_sacked,3,,,,,
player,201112040htx,htx,YateT.00,pass_sacked_yds,13,,,,,
player,201112040htx,htx,YateT.00,pass_long,50,,,,,
player,201112040htx,htx,YateT.00,pass_rating,86.7,,,,,
player,201112040htx,htx,YateT.00,rush_att,2,,,,,
player,201112040htx,htx,YateT.00,rush_yds,10,,,,,
player,201112040htx,htx,YateT.00,rush_td,0,,,,,
player,201112040htx,htx,YateT.00,rush_long,8,,,,,
player,201112040htx,htx,YateT.00,targets,0,,,,,
player,201112040htx,htx,YateT.00,rec,0,,,,,
player,201112040htx,htx,YateT.00,rec_yds,0,,,,,
player,201112040htx,htx,YateT.00,rec_td,0,,,,,
player,201112040htx,htx,YateT.00,rec_long,0,,,,,
player,201112040htx,htx,YateT.00,fumbles,1,,,,,
player,201112040htx,htx,YateT.00,fumbles_lost,1,,,,,
player,201112040htx,htx,FostAr00,pass_cmp,0,,,,,
player,201112040htx,htx,FostAr00,pass_att,0,,,,,
player,201112040htx,htx,FostAr00,pass_yds,0,,,,,
player,201112040htx,htx,FostAr00,pass_td,0,,,,,
player,201112040htx,htx,FostAr00,pass_int,0,,,,,
player,201112040htx,htx,FostAr00,pass_sacked,0,,,,,
player,201112040htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201112040htx,htx,FostAr00,pass_long,0,,,,,
player,201112040htx,htx,FostAr00,pass_rating,,,,,,
player,201112040htx,htx,FostAr00,rush_att,31,,,,,
player,201112040htx,htx,FostAr00,rush_yds,111,,,,,
player,201112040htx,htx,FostAr00,rush_td,1,,,,,
player,201112040htx,htx,FostAr00,rush_long,18,,,,,
player,201112040htx,htx,FostAr00,targets,4,,,,,
player,201112040htx,htx,FostAr00,rec,3,,,,,
player,201112040htx,htx,FostAr00,rec_yds,41,,,,,
player,201112040htx,htx,FostAr00,rec_td,0,,,,,
player,201112040htx,htx,FostAr00,rec_long,28,,,,,
player,201112040htx,htx,FostAr00,fumbles,0,,,,,
player,201112040htx,htx,FostAr00,fumbles_lost,,,,,,
player,201112040htx,htx,TateBe00,pass_cmp,0,,,,,
player,201112040htx,htx,TateBe00,pass_att,0,,,,,
player,201112040htx,htx,TateBe00,pass_yds,0,,,,,
player,201112040htx,htx,TateBe00,pass_td,0,,,,,
player,201112040htx,htx,TateBe00,pass_int,0,,,,,
player,201112040htx,htx,TateBe00,pass_sacked,0,,,,,
player,201112040htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201112040htx,htx,TateBe00,pass_long,0,,,,,
player,201112040htx,htx,TateBe00,pass_rating,,,,,,
player,201112040htx,htx,TateBe00,rush_att,11,,,,,
player,201112040htx,htx,TateBe00,rush_yds,41,,,,,
player,201112040htx,htx,TateBe00,rush_td,0,,,,,
player,201112040htx,htx,TateBe00,rush_long,13,,,,,
player,201112040htx,htx,TateBe00,targets,0,,,,,
player,201112040htx,htx,TateBe00,rec,0,,,,,
player,201112040htx,htx,TateBe00,rec_yds,0,,,,,
player,201112040htx,htx,TateBe00,rec_td,0,,,,,
player,201112040htx,htx,TateBe00,rec_long,0,,,,,
player,201112040htx,htx,TateBe00,fumbles,0,,,,,
player,201112040htx,htx,TateBe00,fumbles_lost,,,,,,
player,201112040htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201112040htx,htx,JohnAn02,pass_att,0,,,,,
player,201112040htx,htx,JohnAn02,pass_yds,0,,,,,
player,201112040htx,htx,JohnAn02,pass_td,0,,,,,
player,201112040htx,htx,JohnAn02,pass_int,0,,,,,
player,201112040htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201112040htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201112040htx,htx,JohnAn02,pass_long,0,,,,,
player,201112040htx,htx,JohnAn02,pass_rating,,,,,,
player,201112040htx,htx,JohnAn02,rush_att,0,,,,,
player,201112040htx,htx,JohnAn02,rush_yds,0,,,,,
player,201112040htx,htx,JohnAn02,rush_td,0,,,,,
player,201112040htx,htx,JohnAn02,rush_long,0,,,,,
player,201112040htx,htx,JohnAn02,targets,9,,,,,
player,201112040htx,htx,JohnAn02,rec,4,,,,,
player,201112040htx,htx,JohnAn02,rec_yds,97,,,,,
player,201112040htx,htx,JohnAn02,rec_td,0,,,,,
player,201112040htx,htx,JohnAn02,rec_long,50,,,,,
player,201112040htx,htx,JohnAn02,fumbles,0,,,,,
player,201112040htx,htx,JohnAn02,fumbles_lost,,,,,,
player,201112040htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201112040htx,htx,DaniOw00,pass_att,0,,,,,
player,201112040htx,htx,DaniOw00,pass_yds,0,,,,,
player,201112040htx,htx,DaniOw00,pass_td,0,,,,,
player,201112040htx,htx,DaniOw00,pass_int,0,,,,,
player,201112040htx,htx,DaniOw00,pass_sacked,0,,,,,
player,201112040htx,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201112040htx,htx,DaniOw00,pass_long,0,,,,,
player,201112040htx,htx,DaniOw00,pass_rating,,,,,,
player,201112040htx,htx,DaniOw00,rush_att,0,,,,,
player,201112040htx,htx,DaniOw00,rush_yds,0,,,,,
player,201112040htx,htx,DaniOw00,rush_td,0,,,,,
player,201112040htx,htx,DaniOw00,rush_long,0,,,,,
player,201112040htx,htx,DaniOw00,targets,5,,,,,
player,201112040htx,htx,DaniOw00,rec,3,,,,,
player,201112040htx,htx,DaniOw00,rec_yds,35,,,,,
player,201112040htx,htx,DaniOw00,rec_td,0,,,,,
player,201112040htx,htx,DaniOw00,rec_long,17,,,,,
player,201112040htx,htx,DaniOw00,fumbles,0,,,,,
player,201112040htx,htx,DaniOw00,fumbles_lost,,,,,,
player,201112040htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201112040htx,htx,WaltKe00,pass_att,0,,,,,
player,201112040htx,htx,WaltKe00,pass_yds,0,,,,,
player,201112040htx,htx,WaltKe00,pass_td,0,,,,,
player,201112040htx,htx,WaltKe00,pass_int,0,,,,,
player,201112040htx,htx,WaltKe00,pass_sacked,0,,,,,
player,201112040htx,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201112040htx,htx,WaltKe00,pass_long,0,,,,,
player,201112040htx,htx,WaltKe00,pass_rating,,,,,,
player,201112040htx,htx,WaltKe00,rush_att,0,,,,,
player,201112040htx,htx,WaltKe00,rush_yds,0,,,,,
player,201112040htx,htx,WaltKe00,rush_td,0,,,,,
player,201112040htx,htx,WaltKe00,rush_long,0,,,,,
player,201112040htx,htx,WaltKe00,targets,4,,,,,
player,201112040htx,htx,WaltKe00,rec,1,,,,,
player,201112040htx,htx,WaltKe00,rec_yds,12,,,,,
player,201112040htx,htx,WaltKe00,rec_td,0,,,,,
player,201112040htx,htx,WaltKe00,rec_long,12,,,,,
player,201112040htx,htx,WaltKe00,fumbles,0,,,,,
player,201112040htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201112040htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201112040htx,htx,DreeJo00,pass_att,0,,,,,
player,201112040htx,htx,DreeJo00,pass_yds,0,,,,,
player,201112040htx,htx,DreeJo00,pass_td,0,,,,,
player,201112040htx,htx,DreeJo00,pass_int,0,,,,,
player,201112040htx,htx,DreeJo00,pass_sacked,0,,,,,
player,201112040htx,htx,DreeJo00,pass_sacked_yds,0,,,,,
player,201112040htx,htx,DreeJo00,pass_long,0,,,,,
player,201112040htx,htx,DreeJo00,pass_rating,,,,,,
player,201112040htx,htx,DreeJo00,rush_att,0,,,,,
player,201112040htx,htx,DreeJo00,rush_yds,0,,,,,
player,201112040htx,htx,DreeJo00,rush_td,0,,,,,
player,201112040htx,htx,DreeJo00,rush_long,0,,,,,
player,201112040htx,htx,DreeJo00,targets,1,,,,,
player,201112040htx,htx,DreeJo00,rec,1,,,,,
player,201112040htx,htx,DreeJo00,rec_yds,3,,,,,
player,201112040htx,htx,DreeJo00,rec_td,1,,,,,
player,201112040htx,htx,DreeJo00,rec_long,3,,,,,
player,201112040htx,htx,DreeJo00,fumbles,0,,,,,
player,201112040htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201112040htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201112040htx,htx,JoneJa03,pass_att,0,,,,,
player,201112040htx,htx,JoneJa03,pass_yds,0,,,,,
player,201112040htx,htx,JoneJa03,pass_td,0,,,,,
player,201112040htx,htx,JoneJa03,pass_int,0,,,,,
player,201112040htx,htx,JoneJa03,pass_sacked,0,,,,,
player,201112040htx,htx,JoneJa03,pass_sacked_yds,0,,,,,
player,201112040htx,htx,JoneJa03,pass_long,0,,,,,
player,201112040htx,htx,JoneJa03,pass_rating,,,,,,
player,201112040htx,htx,JoneJa03,rush_att,0,,,,,
player,201112040htx,htx,JoneJa03,rush_yds,0,,,,,
player,201112040htx,htx,JoneJa03,rush_td,0,,,,,
player,201112040htx,htx,JoneJa03,rush_long,0,,,,,
player,201112040htx,htx,JoneJa03,targets,2,,,,,
player,201112040htx,htx,JoneJa03,rec,0,,,,,
player,201112040htx,htx,JoneJa03,rec_yds,0,,,,,
player,201112040htx,htx,JoneJa03,rec_td,0,,,,,
player,201112040htx,htx,JoneJa03,rec_long,0,,,,,
player,201112040htx,htx,JoneJa03,fumbles,0,,,,,
player,201112040htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201112040htx,atl,LoftCu99,def_int,0,,,,,
player,201112040htx,atl,LoftCu99,def_int_yds,0,,,,,
player,201112040htx,atl,LoftCu99,def_int_td,0,,,,,
player,201112040htx,atl,LoftCu99,def_int_long,0,,,,,
player,201112040htx,atl,LoftCu99,pass_defended,0,,,,,
player,201112040htx,atl,LoftCu99,sacks,1.0,,,,,
player,201112040htx,atl,LoftCu99,tackles_combined,11,,,,,
player,201112040htx,atl,LoftCu99,tackles_solo,11,,,,,
player,201112040htx,atl,LoftCu99,tackles_assists,0,,,,,
player,201112040htx,atl,LoftCu99,tackles_loss,1,,,,,
player,201112040htx,atl,LoftCu99,qb_hits,1,,,,,
player,201112040htx,atl,LoftCu99,fumbles_rec,0,,,,,
player,201112040htx,atl,LoftCu99,fumbles_rec_yds,0,,,,,
player,201112040htx,atl,LoftCu99,fumbles_rec_td,0,,,,,
player,201112040htx,atl,LoftCu99,fumbles_forced,0,,,,,
player,201112040htx,atl,AbraJo00,def_int,0,,,,,
player,201112040htx,atl,AbraJo00,def_int_yds,0,,,,,
player,201112040htx,atl,AbraJo00,def_int_td,0,,,,,
player,201112040htx,atl,AbraJo00,def_int_long,0,,,,,
player,201112040htx,atl,AbraJo00,pass_defended,1,,,,,
player,201112040htx,atl,AbraJo00,sacks,1.0,,,,,
player,201112040htx,atl,AbraJo00,tackles_combined,1,,,,,
player,201112040htx,atl,AbraJo00,tackles_solo,1,,,,,
player,201112040htx,atl,AbraJo00,tackles_assists,0,,,,,
player,201112040htx,atl,AbraJo00,tackles_loss,1,,,,,
player,201112040htx,atl,AbraJo00,qb_hits,1,,,,,
player,201112040htx,atl,AbraJo00,fumbles_rec,0,,,,,
player,201112040htx,atl,AbraJo00,fumbles_rec_yds,0,,,,,
player,201112040htx,atl,AbraJo00,fumbles_rec_td,0,,,,,
player,201112040htx,atl,AbraJo00,fumbles_forced,0,,,,,
player,201112040htx,atl,WalkVa99,def_int,0,,,,,
player,201112040htx,atl,WalkVa99,def_int_yds,0,,,,,
player,201112040htx,atl,WalkVa99,def_int_td,0,,,,,
player,201112040htx,atl,WalkVa99,def_int_long,0,,,,,
player,201112040htx,atl,WalkVa99,pass_defended,0,,,,,
player,201112040htx,atl,WalkVa99,sacks,1.0,,,,,
player,201112040htx,atl,WalkVa99,tackles_combined,1,,,,,
player,201112040htx,atl,WalkVa99,tackles_solo,1,,,,,
player,201112040htx,atl,WalkVa99,tackles_assists,0,,,,,
player,201112040htx,atl,WalkVa99,tackles_loss,0,,,,,
player,201112040htx,atl,WalkVa99,qb_hits,1,,,,,
player,201112040htx,atl,WalkVa99,fumbles_rec,0,,,,,
player,201112040htx,atl,WalkVa99,fumbles_rec_yds,0,,,,,
player,201112040htx,atl,WalkVa99,fumbles_rec_td,0,,,,,
player,201112040htx,atl,WalkVa99,fumbles_forced,1,,,,,
player,201112040htx,atl,DeCoTh99,def_int,0,,,,,
player,201112040htx,atl,DeCoTh99,def_int_yds,0,,,,,
player,201112040htx,atl,DeCoTh99,def_int_td,0,,,,,
player,201112040htx,atl,DeCoTh99,def_int_long,0,,,,,
player,201112040htx,atl,DeCoTh99,pass_defended,0,,,,,
player,201112040htx,atl,DeCoTh99,sacks,0.0,,,,,
player,201112040htx,atl,DeCoTh99,tackles_combined,10,,,,,
player,201112040htx,atl,DeCoTh99,tackles_solo,7,,,,,
player,201112040htx,atl,DeCoTh99,tackles_assists,3,,,,,
player,201112040htx,atl,DeCoTh99,tackles_loss,0,,,,,
player,201112040htx,atl,DeCoTh99,qb_hits,0,,,,,
player,201112040htx,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201112040htx,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201112040htx,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201112040htx,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201112040htx,atl,PeteMi20,def_int,0,,,,,
player,201112040htx,atl,PeteMi20,def_int_yds,0,,,,,
player,201112040htx,atl,PeteMi20,def_int_td,0,,,,,
player,201112040htx,atl,PeteMi20,def_int_long,0,,,,,
player,201112040htx,atl,PeteMi20,pass_defended,1,,,,,
player,201112040htx,atl,PeteMi20,sacks,0.0,,,,,
player,201112040htx,atl,PeteMi20,tackles_combined,10,,,,,
player,201112040htx,atl,PeteMi20,tackles_solo,7,,,,,
player,201112040htx,atl,PeteMi20,tackles_assists,3,,,,,
player,201112040htx,atl,PeteMi20,tackles_loss,2,,,,,
player,201112040htx,atl,PeteMi20,qb_hits,0,,,,,
player,201112040htx,atl,PeteMi20,fumbles_rec,0,,,,,
player,201112040htx,atl,PeteMi20,fumbles_rec_yds,0,,,,,
player,201112040htx,atl,PeteMi20,fumbles_rec_td,0,,,,,
player,201112040htx,atl,PeteMi20,fumbles_forced,0,,,,,
player,201112040htx,atl,SandJa21,def_int,0,,,,,
player,201112040htx,atl,SandJa21,def_int_yds,0,,,,,
player,201112040htx,atl,SandJa21,def_int_td,0,,,,,
player,201112040htx,atl,SandJa21,def_int_long,0,,,,,
player,201112040htx,atl,SandJa21,pass_defended,0,,,,,
player,201112040htx,atl,SandJa21,sacks,0.0,,,,,
player,201112040htx,atl,SandJa21,tackles_combined,10,,,,,
player,201112040htx,atl,SandJa21,tackles_solo,10,,,,,
player,201112040htx,atl,SandJa21,tackles_assists,0,,,,,
player,201112040htx,atl,SandJa21,tackles_loss,0,,,,,
player,201112040htx,atl,SandJa21,qb_hits,0,,,,,
player,201112040htx,atl,SandJa21,fumbles_rec,1,,,,,
player,201112040htx,atl,SandJa21,fumbles_rec_yds,25,,,,,
player,201112040htx,atl,SandJa21,fumbles_rec_td,0,,,,,
