game,2011,2,20110918,201109180car,gnb,"Green Bay Packers",30,car,"Carolina Panthers",23
team,201109180car,gnb,First Downs,16,,,,,,
team,201109180car,car,First Downs,26,,,,,,
team,201109180car,gnb,Rush-Yds-TDs,21-124-1,,,,,,
team,201109180car,car,Rush-Yds-TDs,21-71-1,,,,,,
team,201109180car,gnb,Cmp-Att-Yd-TD-INT,19-30-308-2-0,,,,,,
team,201109180car,car,Cmp-Att-Yd-TD-INT,28-46-432-1-3,,,,,,
team,201109180car,gnb,Sacked-Yards,1-13,,,,,,
team,201109180car,car,Sacked-Yards,4-28,,,,,,
team,201109180car,gnb,Net Pass Yards,295,,,,,,
team,201109180car,car,Net Pass Yards,404,,,,,,
team,201109180car,gnb,Total Yards,419,,,,,,
team,201109180car,car,Total Yards,475,,,,,,
team,201109180car,gnb,Fumbles-Lost,1-1,,,,,,
team,201109180car,car,Fumbles-Lost,1-1,,,,,,
team,201109180car,gnb,Turnovers,1,,,,,,
team,201109180car,car,Turnovers,4,,,,,,
team,201109180car,gnb,Penalties-Yards,7-57,,,,,,
team,201109180car,car,Penalties-Yards,6-50,,,,,,
team,201109180car,gnb,Third Down Conv.,5-12,,,,,,
team,201109180car,car,Third Down Conv.,6-13,,,,,,
team,201109180car,gnb,Fourth Down Conv.,0-1,,,,,,
team,201109180car,car,Fourth Down Conv.,0-1,,,,,,
team,201109180car,gnb,Time of Possession,27:26,,,,,,
team,201109180car,car,Time of Possession,32:34,,,,,,
player,201109180car,gnb,RodgAa00,pass_cmp,19,,,,,
player,201109180car,gnb,RodgAa00,pass_att,30,,,,,
player,201109180car,gnb,RodgAa00,pass_yds,308,,,,,
player,201109180car,gnb,RodgAa00,pass_td,2,,,,,
player,201109180car,gnb,RodgAa00,pass_int,0,,,,,
player,201109180car,gnb,RodgAa00,pass_sacked,1,,,,,
player,201109180car,gnb,RodgAa00,pass_sacked_yds,13,,,,,
player,201109180car,gnb,RodgAa00,pass_long,84,,,,,
player,201109180car,gnb,RodgAa00,pass_rating,119.9,,,,,
player,201109180car,gnb,RodgAa00,rush_att,5,,,,,
player,201109180car,gnb,RodgAa00,rush_yds,13,,,,,
player,201109180car,gnb,RodgAa00,rush_td,0,,,,,
player,201109180car,gnb,RodgAa00,rush_long,8,,,,,
player,201109180car,gnb,RodgAa00,targets,0,,,,,
player,201109180car,gnb,RodgAa00,rec,0,,,,,
player,201109180car,gnb,RodgAa00,rec_yds,0,,,,,
player,201109180car,gnb,RodgAa00,rec_td,0,,,,,
player,201109180car,gnb,RodgAa00,rec_long,0,,,,,
player,201109180car,gnb,RodgAa00,fumbles,0,,,,,
player,201109180car,gnb,RodgAa00,fumbles_lost,,,,,,
player,201109180car,gnb,StarJa00,pass_cmp,0,,,,,
player,201109180car,gnb,StarJa00,pass_att,0,,,,,
player,201109180car,gnb,StarJa00,pass_yds,0,,,,,
player,201109180car,gnb,StarJa00,pass_td,0,,,,,
player,201109180car,gnb,StarJa00,pass_int,0,,,,,
player,201109180car,gnb,StarJa00,pass_sacked,0,,,,,
player,201109180car,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201109180car,gnb,StarJa00,pass_long,0,,,,,
player,201109180car,gnb,StarJa00,pass_rating,,,,,,
player,201109180car,gnb,StarJa00,rush_att,9,,,,,
player,201109180car,gnb,StarJa00,rush_yds,85,,,,,
player,201109180car,gnb,StarJa00,rush_td,0,,,,,
player,201109180car,gnb,StarJa00,rush_long,40,,,,,
player,201109180car,gnb,StarJa00,targets,4,,,,,
player,201109180car,gnb,StarJa00,rec,3,,,,,
player,201109180car,gnb,StarJa00,rec_yds,30,,,,,
player,201109180car,gnb,StarJa00,rec_td,0,,,,,
player,201109180car,gnb,StarJa00,rec_long,11,,,,,
player,201109180car,gnb,StarJa00,fumbles,0,,,,,
player,201109180car,gnb,StarJa00,fumbles_lost,,,,,,
player,201109180car,gnb,GranRy00,pass_cmp,0,,,,,
player,201109180car,gnb,GranRy00,pass_att,0,,,,,
player,201109180car,gnb,GranRy00,pass_yds,0,,,,,
player,201109180car,gnb,GranRy00,pass_td,0,,,,,
player,201109180car,gnb,GranRy00,pass_int,0,,,,,
player,201109180car,gnb,GranRy00,pass_sacked,0,,,,,
player,201109180car,gnb,GranRy00,pass_sacked_yds,0,,,,,
player,201109180car,gnb,GranRy00,pass_long,0,,,,,
player,201109180car,gnb,GranRy00,pass_rating,,,,,,
player,201109180car,gnb,GranRy00,rush_att,6,,,,,
player,201109180car,gnb,GranRy00,rush_yds,25,,,,,
player,201109180car,gnb,GranRy00,rush_td,0,,,,,
player,201109180car,gnb,GranRy00,rush_long,9,,,,,
player,201109180car,gnb,GranRy00,targets,3,,,,,
player,201109180car,gnb,GranRy00,rec,3,,,,,
player,201109180car,gnb,GranRy00,rec_yds,14,,,,,
player,201109180car,gnb,GranRy00,rec_td,0,,,,,
player,201109180car,gnb,GranRy00,rec_long,8,,,,,
player,201109180car,gnb,GranRy00,fumbles,0,,,,,
player,201109180car,gnb,GranRy00,fumbles_lost,,,,,,
player,201109180car,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201109180car,gnb,KuhnJo00,pass_att,0,,,,,
player,201109180car,gnb,KuhnJo00,pass_yds,0,,,,,
player,201109180car,gnb,KuhnJo00,pass_td,0,,,,,
player,201109180car,gnb,KuhnJo00,pass_int,0,,,,,
player,201109180car,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201109180car,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201109180car,gnb,KuhnJo00,pass_long,0,,,,,
player,201109180car,gnb,KuhnJo00,pass_rating,,,,,,
player,201109180car,gnb,KuhnJo00,rush_att,1,,,,,
player,201109180car,gnb,KuhnJo00,rush_yds,1,,,,,
player,201109180car,gnb,KuhnJo00,rush_td,1,,,,,
player,201109180car,gnb,KuhnJo00,rush_long,1,,,,,
player,201109180car,gnb,KuhnJo00,targets,2,,,,,
player,201109180car,gnb,KuhnJo00,rec,1,,,,,
player,201109180car,gnb,KuhnJo00,rec_yds,7,,,,,
player,201109180car,gnb,KuhnJo00,rec_td,0,,,,,
player,201109180car,gnb,KuhnJo00,rec_long,7,,,,,
player,201109180car,gnb,KuhnJo00,fumbles,0,,,,,
player,201109180car,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201109180car,gnb,NelsJo00,pass_cmp,0,,,,,
player,201109180car,gnb,NelsJo00,pass_att,0,,,,,
player,201109180car,gnb,NelsJo00,pass_yds,0,,,,,
player,201109180car,gnb,NelsJo00,pass_td,0,,,,,
player,201109180car,gnb,NelsJo00,pass_int,0,,,,,
player,201109180car,gnb,NelsJo00,pass_sacked,0,,,,,
player,201109180car,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201109180car,gnb,NelsJo00,pass_long,0,,,,,
player,201109180car,gnb,NelsJo00,pass_rating,,,,,,
player,201109180car,gnb,NelsJo00,rush_att,0,,,,,
player,201109180car,gnb,NelsJo00,rush_yds,0,,,,,
player,201109180car,gnb,NelsJo00,rush_td,0,,,,,
player,201109180car,gnb,NelsJo00,rush_long,0,,,,,
player,201109180car,gnb,NelsJo00,targets,2,,,,,
player,201109180car,gnb,NelsJo00,rec,1,,,,,
player,201109180car,gnb,NelsJo00,rec_yds,84,,,,,
player,201109180car,gnb,NelsJo00,rec_td,1,,,,,
player,201109180car,gnb,NelsJo00,rec_long,84,,,,,
player,201109180car,gnb,NelsJo00,fumbles,0,,,,,
player,201109180car,gnb,NelsJo00,fumbles_lost,,,,,,
player,201109180car,gnb,FinlJe00,pass_cmp,0,,,,,
player,201109180car,gnb,FinlJe00,pass_att,0,,,,,
player,201109180car,gnb,FinlJe00,pass_yds,0,,,,,
player,201109180car,gnb,FinlJe00,pass_td,0,,,,,
player,201109180car,gnb,FinlJe00,pass_int,0,,,,,
player,201109180car,gnb,FinlJe00,pass_sacked,0,,,,,
player,201109180car,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201109180car,gnb,FinlJe00,pass_long,0,,,,,
player,201109180car,gnb,FinlJe00,pass_rating,,,,,,
player,201109180car,gnb,FinlJe00,rush_att,0,,,,,
player,201109180car,gnb,FinlJe00,rush_yds,0,,,,,
player,201109180car,gnb,FinlJe00,rush_td,0,,,,,
player,201109180car,gnb,FinlJe00,rush_long,0,,,,,
player,201109180car,gnb,FinlJe00,targets,6,,,,,
player,201109180car,gnb,FinlJe00,rec,5,,,,,
player,201109180car,gnb,FinlJe00,rec_yds,68,,,,,
player,201109180car,gnb,FinlJe00,rec_td,0,,,,,
player,201109180car,gnb,FinlJe00,rec_long,39,,,,,
player,201109180car,gnb,FinlJe00,fumbles,0,,,,,
player,201109180car,gnb,FinlJe00,fumbles_lost,,,,,,
player,201109180car,gnb,JennGr00,pass_cmp,0,,,,,
player,201109180car,gnb,JennGr00,pass_att,0,,,,,
player,201109180car,gnb,JennGr00,pass_yds,0,,,,,
player,201109180car,gnb,JennGr00,pass_td,0,,,,,
player,201109180car,gnb,JennGr00,pass_int,0,,,,,
player,201109180car,gnb,JennGr00,pass_sacked,0,,,,,
player,201109180car,gnb,JennGr00,pass_sacked_yds,0,,,,,
player,201109180car,gnb,JennGr00,pass_long,0,,,,,
player,201109180car,gnb,JennGr00,pass_rating,,,,,,
player,201109180car,gnb,JennGr00,rush_att,0,,,,,
player,201109180car,gnb,JennGr00,rush_yds,0,,,,,
player,201109180car,gnb,JennGr00,rush_td,0,,,,,
player,201109180car,gnb,JennGr00,rush_long,0,,,,,
player,201109180car,gnb,JennGr00,targets,8,,,,,
player,201109180car,gnb,JennGr00,rec,2,,,,,
player,201109180car,gnb,JennGr00,rec_yds,55,,,,,
player,201109180car,gnb,JennGr00,rec_td,1,,,,,
player,201109180car,gnb,JennGr00,rec_long,49,,,,,
player,201109180car,gnb,JennGr00,fumbles,0,,,,,
player,201109180car,gnb,JennGr00,fumbles_lost,,,,,,
player,201109180car,gnb,CobbRa00,pass_cmp,0,,,,,
player,201109180car,gnb,CobbRa00,pass_att,0,,,,,
player,201109180car,gnb,CobbRa00,pass_yds,0,,,,,
player,201109180car,gnb,CobbRa00,pass_td,0,,,,,
player,201109180car,gnb,CobbRa00,pass_int,0,,,,,
player,201109180car,gnb,CobbRa00,pass_sacked,0,,,,,
player,201109180car,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201109180car,gnb,CobbRa00,pass_long,0,,,,,
player,201109180car,gnb,CobbRa00,pass_rating,,,,,,
player,201109180car,gnb,CobbRa00,rush_att,0,,,,,
player,201109180car,gnb,CobbRa00,rush_yds,0,,,,,
player,201109180car,gnb,CobbRa00,rush_td,0,,,,,
player,201109180car,gnb,CobbRa00,rush_long,0,,,,,
player,201109180car,gnb,CobbRa00,targets,2,,,,,
player,201109180car,gnb,CobbRa00,rec,2,,,,,
player,201109180car,gnb,CobbRa00,rec_yds,25,,,,,
player,201109180car,gnb,CobbRa00,rec_td,0,,,,,
player,201109180car,gnb,CobbRa00,rec_long,13,,,,,
player,201109180car,gnb,CobbRa00,fumbles,1,,,,,
player,201109180car,gnb,CobbRa00,fumbles_lost,1,,,,,
player,201109180car,gnb,JoneJa04,pass_cmp,0,,,,,
player,201109180car,gnb,JoneJa04,pass_att,0,,,,,
player,201109180car,gnb,JoneJa04,pass_yds,0,,,,,
player,201109180car,gnb,JoneJa04,pass_td,0,,,,,
player,201109180car,gnb,JoneJa04,pass_int,0,,,,,
player,201109180car,gnb,JoneJa04,pass_sacked,0,,,,,
player,201109180car,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201109180car,gnb,JoneJa04,pass_long,0,,,,,
player,201109180car,gnb,JoneJa04,pass_rating,,,,,,
player,201109180car,gnb,JoneJa04,rush_att,0,,,,,
player,201109180car,gnb,JoneJa04,rush_yds,0,,,,,
player,201109180car,gnb,JoneJa04,rush_td,0,,,,,
player,201109180car,gnb,JoneJa04,rush_long,0,,,,,
player,201109180car,gnb,JoneJa04,targets,2,,,,,
player,201109180car,gnb,JoneJa04,rec,1,,,,,
player,201109180car,gnb,JoneJa04,rec_yds,15,,,,,
player,201109180car,gnb,JoneJa04,rec_td,0,,,,,
player,201109180car,gnb,JoneJa04,rec_long,15,,,,,
player,201109180car,gnb,JoneJa04,fumbles,0,,,,,
player,201109180car,gnb,JoneJa04,fumbles_lost,,,,,,
player,201109180car,gnb,DrivDo00,pass_cmp,0,,,,,
player,201109180car,gnb,DrivDo00,pass_att,0,,,,,
player,201109180car,gnb,DrivDo00,pass_yds,0,,,,,
player,201109180car,gnb,DrivDo00,pass_td,0,,,,,
player,201109180car,gnb,DrivDo00,pass_int,0,,,,,
player,201109180car,gnb,DrivDo00,pass_sacked,0,,,,,
player,201109180car,gnb,DrivDo00,pass_sacked_yds,0,,,,,
player,201109180car,gnb,DrivDo00,pass_long,0,,,,,
player,201109180car,gnb,DrivDo00,pass_rating,,,,,,
player,201109180car,gnb,DrivDo00,rush_att,0,,,,,
player,201109180car,gnb,DrivDo00,rush_yds,0,,,,,
player,201109180car,gnb,DrivDo00,rush_td,0,,,,,
player,201109180car,gnb,DrivDo00,rush_long,0,,,,,
player,201109180car,gnb,DrivDo00,targets,1,,,,,
player,201109180car,gnb,DrivDo00,rec,1,,,,,
player,201109180car,gnb,DrivDo00,rec_yds,10,,,,,
player,201109180car,gnb,DrivDo00,rec_td,0,,,,,
player,201109180car,gnb,DrivDo00,rec_long,10,,,,,
player,201109180car,gnb,DrivDo00,fumbles,0,,,,,
player,201109180car,gnb,DrivDo00,fumbles_lost,,,,,,
player,201109180car,car,NewtCa00,pass_cmp,28,,,,,
player,201109180car,car,NewtCa00,pass_att,46,,,,,
player,201109180car,car,NewtCa00,pass_yds,432,,,,,
player,201109180car,car,NewtCa00,pass_td,1,,,,,
player,201109180car,car,NewtCa00,pass_int,3,,,,,
player,201109180car,car,NewtCa00,pass_sacked,4,,,,,
player,201109180car,car,NewtCa00,pass_sacked_yds,28,,,,,
player,201109180car,car,NewtCa00,pass_long,62,,,,,
player,201109180car,car,NewtCa00,pass_rating,72.0,,,,,
player,201109180car,car,NewtCa00,rush_att,10,,,,,
player,201109180car,car,NewtCa00,rush_yds,53,,,,,
player,201109180car,car,NewtCa00,rush_td,1,,,,,
player,201109180car,car,NewtCa00,rush_long,12,,,,,
player,201109180car,car,NewtCa00,targets,0,,,,,
player,201109180car,car,NewtCa00,rec,0,,,,,
player,201109180car,car,NewtCa00,rec_yds,0,,,,,
player,201109180car,car,NewtCa00,rec_td,0,,,,,
player,201109180car,car,NewtCa00,rec_long,0,,,,,
player,201109180car,car,NewtCa00,fumbles,0,,,,,
player,201109180car,car,NewtCa00,fumbles_lost,,,,,,
player,201109180car,car,WillDe02,pass_cmp,0,,,,,
player,201109180car,car,WillDe02,pass_att,0,,,,,
player,201109180car,car,WillDe02,pass_yds,0,,,,,
player,201109180car,car,WillDe02,pass_td,0,,,,,
player,201109180car,car,WillDe02,pass_int,0,,,,,
player,201109180car,car,WillDe02,pass_sacked,0,,,,,
player,201109180car,car,WillDe02,pass_sacked_yds,0,,,,,
player,201109180car,car,WillDe02,pass_long,0,,,,,
player,201109180car,car,WillDe02,pass_rating,,,,,,
player,201109180car,car,WillDe02,rush_att,5,,,,,
player,201109180car,car,WillDe02,rush_yds,13,,,,,
player,201109180car,car,WillDe02,rush_td,0,,,,,
player,201109180car,car,WillDe02,rush_long,6,,,,,
player,201109180car,car,WillDe02,targets,4,,,,,
player,201109180car,car,WillDe02,rec,4,,,,,
player,201109180car,car,WillDe02,rec_yds,23,,,,,
player,201109180car,car,WillDe02,rec_td,0,,,,,
player,201109180car,car,WillDe02,rec_long,10,,,,,
player,201109180car,car,WillDe02,fumbles,0,,,,,
player,201109180car,car,WillDe02,fumbles_lost,,,,,,
player,201109180car,car,StewJo00,pass_cmp,0,,,,,
player,201109180car,car,StewJo00,pass_att,0,,,,,
player,201109180car,car,StewJo00,pass_yds,0,,,,,
player,201109180car,car,StewJo00,pass_td,0,,,,,
player,201109180car,car,StewJo00,pass_int,0,,,,,
player,201109180car,car,StewJo00,pass_sacked,0,,,,,
player,201109180car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201109180car,car,StewJo00,pass_long,0,,,,,
player,201109180car,car,StewJo00,pass_rating,,,,,,
player,201109180car,car,StewJo00,rush_att,6,,,,,
player,201109180car,car,StewJo00,rush_yds,5,,,,,
player,201109180car,car,StewJo00,rush_td,0,,,,,
player,201109180car,car,StewJo00,rush_long,5,,,,,
player,201109180car,car,StewJo00,targets,8,,,,,
player,201109180car,car,StewJo00,rec,8,,,,,
player,201109180car,car,StewJo00,rec_yds,100,,,,,
player,201109180car,car,StewJo00,rec_td,0,,,,,
player,201109180car,car,StewJo00,rec_long,21,,,,,
player,201109180car,car,StewJo00,fumbles,0,,,,,
