game,2011,14,20111211,201112110oti,nor,"New Orleans Saints",22,oti,"Tennessee Titans",17
player,201112110oti,nor,SmitWi99,def_int_long,0,,,,,
player,201112110oti,nor,SmitWi99,pass_defended,0,,,,,
player,201112110oti,nor,SmitWi99,sacks,1.0,,,,,
player,201112110oti,nor,SmitWi99,tackles_combined,3,,,,,
player,201112110oti,nor,SmitWi99,tackles_solo,3,,,,,
player,201112110oti,nor,SmitWi99,tackles_assists,0,,,,,
player,201112110oti,nor,SmitWi99,tackles_loss,2,,,,,
player,201112110oti,nor,SmitWi99,qb_hits,2,,,,,
player,201112110oti,nor,SmitWi99,fumbles_rec,0,,,,,
player,201112110oti,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201112110oti,nor,SmitWi99,fumbles_forced,0,,,,,
player,201112110oti,nor,JenkMa99,def_int,0,,,,,
player,201112110oti,nor,JenkMa99,def_int_yds,0,,,,,
player,201112110oti,nor,JenkMa99,def_int_td,0,,,,,
player,201112110oti,nor,JenkMa99,def_int_long,0,,,,,
player,201112110oti,nor,JenkMa99,pass_defended,0,,,,,
player,201112110oti,nor,JenkMa99,sacks,0.0,,,,,
player,201112110oti,nor,JenkMa99,tackles_combined,10,,,,,
player,201112110oti,nor,JenkMa99,tackles_solo,8,,,,,
player,201112110oti,nor,JenkMa99,tackles_assists,2,,,,,
player,201112110oti,nor,JenkMa99,tackles_loss,0,,,,,
player,201112110oti,nor,JenkMa99,qb_hits,0,,,,,
player,201112110oti,nor,JenkMa99,fumbles_rec,0,,,,,
player,201112110oti,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201112110oti,nor,JenkMa99,fumbles_forced,0,,,,,
player,201112110oti,nor,HarpRo21,def_int,0,,,,,
player,201112110oti,nor,HarpRo21,def_int_yds,0,,,,,
player,201112110oti,nor,HarpRo21,def_int_td,0,,,,,
player,201112110oti,nor,HarpRo21,def_int_long,0,,,,,
player,201112110oti,nor,HarpRo21,pass_defended,0,,,,,
player,201112110oti,nor,HarpRo21,sacks,0.0,,,,,
player,201112110oti,nor,HarpRo21,tackles_combined,6,,,,,
player,201112110oti,nor,HarpRo21,tackles_solo,5,,,,,
player,201112110oti,nor,HarpRo21,tackles_assists,1,,,,,
player,201112110oti,nor,HarpRo21,tackles_loss,1,,,,,
player,201112110oti,nor,HarpRo21,qb_hits,0,,,,,
player,201112110oti,nor,HarpRo21,fumbles_rec,0,,,,,
player,201112110oti,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201112110oti,nor,HarpRo21,fumbles_forced,0,,,,,
player,201112110oti,nor,RobyCo00,def_int,0,,,,,
player,201112110oti,nor,RobyCo00,def_int_yds,0,,,,,
player,201112110oti,nor,RobyCo00,def_int_td,0,,,,,
player,201112110oti,nor,RobyCo00,def_int_long,0,,,,,
player,201112110oti,nor,RobyCo00,pass_defended,0,,,,,
player,201112110oti,nor,RobyCo00,sacks,0.0,,,,,
player,201112110oti,nor,RobyCo00,tackles_combined,5,,,,,
player,201112110oti,nor,RobyCo00,tackles_solo,4,,,,,
player,201112110oti,nor,RobyCo00,tackles_assists,1,,,,,
player,201112110oti,nor,RobyCo00,tackles_loss,0,,,,,
player,201112110oti,nor,RobyCo00,qb_hits,0,,,,,
player,201112110oti,nor,RobyCo00,fumbles_rec,0,,,,,
player,201112110oti,nor,RobyCo00,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,RobyCo00,fumbles_rec_td,0,,,,,
player,201112110oti,nor,RobyCo00,fumbles_forced,0,,,,,
player,201112110oti,nor,GreeJa22,def_int,0,,,,,
player,201112110oti,nor,GreeJa22,def_int_yds,0,,,,,
player,201112110oti,nor,GreeJa22,def_int_td,0,,,,,
player,201112110oti,nor,GreeJa22,def_int_long,0,,,,,
player,201112110oti,nor,GreeJa22,pass_defended,1,,,,,
player,201112110oti,nor,GreeJa22,sacks,0.0,,,,,
player,201112110oti,nor,GreeJa22,tackles_combined,3,,,,,
player,201112110oti,nor,GreeJa22,tackles_solo,2,,,,,
player,201112110oti,nor,GreeJa22,tackles_assists,1,,,,,
player,201112110oti,nor,GreeJa22,tackles_loss,0,,,,,
player,201112110oti,nor,GreeJa22,qb_hits,0,,,,,
player,201112110oti,nor,GreeJa22,fumbles_rec,0,,,,,
player,201112110oti,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201112110oti,nor,GreeJa22,fumbles_forced,0,,,,,
player,201112110oti,nor,PortTr99,def_int,0,,,,,
player,201112110oti,nor,PortTr99,def_int_yds,0,,,,,
player,201112110oti,nor,PortTr99,def_int_td,0,,,,,
player,201112110oti,nor,PortTr99,def_int_long,0,,,,,
player,201112110oti,nor,PortTr99,pass_defended,2,,,,,
player,201112110oti,nor,PortTr99,sacks,0.0,,,,,
player,201112110oti,nor,PortTr99,tackles_combined,3,,,,,
player,201112110oti,nor,PortTr99,tackles_solo,2,,,,,
player,201112110oti,nor,PortTr99,tackles_assists,1,,,,,
player,201112110oti,nor,PortTr99,tackles_loss,0,,,,,
player,201112110oti,nor,PortTr99,qb_hits,1,,,,,
player,201112110oti,nor,PortTr99,fumbles_rec,0,,,,,
player,201112110oti,nor,PortTr99,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,PortTr99,fumbles_rec_td,0,,,,,
player,201112110oti,nor,PortTr99,fumbles_forced,0,,,,,
player,201112110oti,nor,RogeSh99,def_int,0,,,,,
player,201112110oti,nor,RogeSh99,def_int_yds,0,,,,,
player,201112110oti,nor,RogeSh99,def_int_td,0,,,,,
player,201112110oti,nor,RogeSh99,def_int_long,0,,,,,
player,201112110oti,nor,RogeSh99,pass_defended,1,,,,,
player,201112110oti,nor,RogeSh99,sacks,0.0,,,,,
player,201112110oti,nor,RogeSh99,tackles_combined,3,,,,,
player,201112110oti,nor,RogeSh99,tackles_solo,3,,,,,
player,201112110oti,nor,RogeSh99,tackles_assists,0,,,,,
player,201112110oti,nor,RogeSh99,tackles_loss,0,,,,,
player,201112110oti,nor,RogeSh99,qb_hits,0,,,,,
player,201112110oti,nor,RogeSh99,fumbles_rec,0,,,,,
player,201112110oti,nor,RogeSh99,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,RogeSh99,fumbles_rec_td,0,,,,,
player,201112110oti,nor,RogeSh99,fumbles_forced,0,,,,,
player,201112110oti,nor,WilsMa01,def_int,0,,,,,
player,201112110oti,nor,WilsMa01,def_int_yds,0,,,,,
player,201112110oti,nor,WilsMa01,def_int_td,0,,,,,
player,201112110oti,nor,WilsMa01,def_int_long,0,,,,,
player,201112110oti,nor,WilsMa01,pass_defended,0,,,,,
player,201112110oti,nor,WilsMa01,sacks,0.0,,,,,
player,201112110oti,nor,WilsMa01,tackles_combined,3,,,,,
player,201112110oti,nor,WilsMa01,tackles_solo,2,,,,,
player,201112110oti,nor,WilsMa01,tackles_assists,1,,,,,
player,201112110oti,nor,WilsMa01,tackles_loss,0,,,,,
player,201112110oti,nor,WilsMa01,qb_hits,0,,,,,
player,201112110oti,nor,WilsMa01,fumbles_rec,0,,,,,
player,201112110oti,nor,WilsMa01,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,WilsMa01,fumbles_rec_td,0,,,,,
player,201112110oti,nor,WilsMa01,fumbles_forced,0,,,,,
player,201112110oti,nor,AbduIs00,def_int,0,,,,,
player,201112110oti,nor,AbduIs00,def_int_yds,0,,,,,
player,201112110oti,nor,AbduIs00,def_int_td,0,,,,,
player,201112110oti,nor,AbduIs00,def_int_long,0,,,,,
player,201112110oti,nor,AbduIs00,pass_defended,0,,,,,
player,201112110oti,nor,AbduIs00,sacks,0.0,,,,,
player,201112110oti,nor,AbduIs00,tackles_combined,1,,,,,
player,201112110oti,nor,AbduIs00,tackles_solo,0,,,,,
player,201112110oti,nor,AbduIs00,tackles_assists,1,,,,,
player,201112110oti,nor,AbduIs00,tackles_loss,0,,,,,
player,201112110oti,nor,AbduIs00,qb_hits,0,,,,,
player,201112110oti,nor,AbduIs00,fumbles_rec,0,,,,,
player,201112110oti,nor,AbduIs00,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,AbduIs00,fumbles_rec_td,0,,,,,
player,201112110oti,nor,AbduIs00,fumbles_forced,0,,,,,
player,201112110oti,nor,AmayJo00,def_int,0,,,,,
player,201112110oti,nor,AmayJo00,def_int_yds,0,,,,,
player,201112110oti,nor,AmayJo00,def_int_td,0,,,,,
player,201112110oti,nor,AmayJo00,def_int_long,0,,,,,
player,201112110oti,nor,AmayJo00,pass_defended,0,,,,,
player,201112110oti,nor,AmayJo00,sacks,0.0,,,,,
player,201112110oti,nor,AmayJo00,tackles_combined,1,,,,,
player,201112110oti,nor,AmayJo00,tackles_solo,0,,,,,
player,201112110oti,nor,AmayJo00,tackles_assists,1,,,,,
player,201112110oti,nor,AmayJo00,tackles_loss,0,,,,,
player,201112110oti,nor,AmayJo00,qb_hits,0,,,,,
player,201112110oti,nor,AmayJo00,fumbles_rec,0,,,,,
player,201112110oti,nor,AmayJo00,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,AmayJo00,fumbles_rec_td,0,,,,,
player,201112110oti,nor,AmayJo00,fumbles_forced,0,,,,,
player,201112110oti,nor,CharJe99,def_int,0,,,,,
player,201112110oti,nor,CharJe99,def_int_yds,0,,,,,
player,201112110oti,nor,CharJe99,def_int_td,0,,,,,
player,201112110oti,nor,CharJe99,def_int_long,0,,,,,
player,201112110oti,nor,CharJe99,pass_defended,0,,,,,
player,201112110oti,nor,CharJe99,sacks,0.0,,,,,
player,201112110oti,nor,CharJe99,tackles_combined,1,,,,,
player,201112110oti,nor,CharJe99,tackles_solo,0,,,,,
player,201112110oti,nor,CharJe99,tackles_assists,1,,,,,
player,201112110oti,nor,CharJe99,tackles_loss,0,,,,,
player,201112110oti,nor,CharJe99,qb_hits,0,,,,,
player,201112110oti,nor,CharJe99,fumbles_rec,0,,,,,
player,201112110oti,nor,CharJe99,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,CharJe99,fumbles_rec_td,0,,,,,
player,201112110oti,nor,CharJe99,fumbles_forced,0,,,,,
player,201112110oti,nor,FranAu20,def_int,0,,,,,
player,201112110oti,nor,FranAu20,def_int_yds,0,,,,,
player,201112110oti,nor,FranAu20,def_int_td,0,,,,,
player,201112110oti,nor,FranAu20,def_int_long,0,,,,,
player,201112110oti,nor,FranAu20,pass_defended,0,,,,,
player,201112110oti,nor,FranAu20,sacks,0.0,,,,,
player,201112110oti,nor,FranAu20,tackles_combined,1,,,,,
player,201112110oti,nor,FranAu20,tackles_solo,1,,,,,
player,201112110oti,nor,FranAu20,tackles_assists,0,,,,,
player,201112110oti,nor,FranAu20,tackles_loss,0,,,,,
player,201112110oti,nor,FranAu20,qb_hits,0,,,,,
player,201112110oti,nor,FranAu20,fumbles_rec,0,,,,,
player,201112110oti,nor,FranAu20,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,FranAu20,fumbles_rec_td,0,,,,,
player,201112110oti,nor,FranAu20,fumbles_forced,0,,,,,
player,201112110oti,nor,GaleJu00,def_int,0,,,,,
player,201112110oti,nor,GaleJu00,def_int_yds,0,,,,,
player,201112110oti,nor,GaleJu00,def_int_td,0,,,,,
player,201112110oti,nor,GaleJu00,def_int_long,0,,,,,
player,201112110oti,nor,GaleJu00,pass_defended,0,,,,,
player,201112110oti,nor,GaleJu00,sacks,0.0,,,,,
player,201112110oti,nor,GaleJu00,tackles_combined,1,,,,,
player,201112110oti,nor,GaleJu00,tackles_solo,0,,,,,
player,201112110oti,nor,GaleJu00,tackles_assists,1,,,,,
player,201112110oti,nor,GaleJu00,tackles_loss,0,,,,,
player,201112110oti,nor,GaleJu00,qb_hits,1,,,,,
player,201112110oti,nor,GaleJu00,fumbles_rec,0,,,,,
player,201112110oti,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201112110oti,nor,GaleJu00,fumbles_forced,0,,,,,
player,201112110oti,nor,HallKo99,def_int,0,,,,,
player,201112110oti,nor,HallKo99,def_int_yds,0,,,,,
player,201112110oti,nor,HallKo99,def_int_td,0,,,,,
player,201112110oti,nor,HallKo99,def_int_long,0,,,,,
player,201112110oti,nor,HallKo99,pass_defended,0,,,,,
player,201112110oti,nor,HallKo99,sacks,0.0,,,,,
player,201112110oti,nor,HallKo99,tackles_combined,1,,,,,
player,201112110oti,nor,HallKo99,tackles_solo,0,,,,,
player,201112110oti,nor,HallKo99,tackles_assists,1,,,,,
player,201112110oti,nor,HallKo99,tackles_loss,0,,,,,
player,201112110oti,nor,HallKo99,qb_hits,0,,,,,
player,201112110oti,nor,HallKo99,fumbles_rec,0,,,,,
player,201112110oti,nor,HallKo99,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,HallKo99,fumbles_rec_td,0,,,,,
player,201112110oti,nor,HallKo99,fumbles_forced,0,,,,,
player,201112110oti,nor,HerrWi99,def_int,0,,,,,
player,201112110oti,nor,HerrWi99,def_int_yds,0,,,,,
player,201112110oti,nor,HerrWi99,def_int_td,0,,,,,
player,201112110oti,nor,HerrWi99,def_int_long,0,,,,,
player,201112110oti,nor,HerrWi99,pass_defended,0,,,,,
player,201112110oti,nor,HerrWi99,sacks,0.0,,,,,
player,201112110oti,nor,HerrWi99,tackles_combined,1,,,,,
player,201112110oti,nor,HerrWi99,tackles_solo,1,,,,,
player,201112110oti,nor,HerrWi99,tackles_assists,0,,,,,
player,201112110oti,nor,HerrWi99,tackles_loss,0,,,,,
player,201112110oti,nor,HerrWi99,qb_hits,0,,,,,
player,201112110oti,nor,HerrWi99,fumbles_rec,0,,,,,
player,201112110oti,nor,HerrWi99,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,HerrWi99,fumbles_rec_td,0,,,,,
player,201112110oti,nor,HerrWi99,fumbles_forced,0,,,,,
player,201112110oti,nor,RobiPa99,def_int,0,,,,,
player,201112110oti,nor,RobiPa99,def_int_yds,0,,,,,
player,201112110oti,nor,RobiPa99,def_int_td,0,,,,,
player,201112110oti,nor,RobiPa99,def_int_long,0,,,,,
player,201112110oti,nor,RobiPa99,pass_defended,2,,,,,
player,201112110oti,nor,RobiPa99,sacks,0.0,,,,,
player,201112110oti,nor,RobiPa99,tackles_combined,1,,,,,
player,201112110oti,nor,RobiPa99,tackles_solo,0,,,,,
player,201112110oti,nor,RobiPa99,tackles_assists,1,,,,,
player,201112110oti,nor,RobiPa99,tackles_loss,0,,,,,
player,201112110oti,nor,RobiPa99,qb_hits,0,,,,,
player,201112110oti,nor,RobiPa99,fumbles_rec,0,,,,,
player,201112110oti,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201112110oti,nor,RobiPa99,fumbles_forced,0,,,,,
player,201112110oti,nor,VilmJo99,def_int,0,,,,,
player,201112110oti,nor,VilmJo99,def_int_yds,0,,,,,
player,201112110oti,nor,VilmJo99,def_int_td,0,,,,,
player,201112110oti,nor,VilmJo99,def_int_long,0,,,,,
player,201112110oti,nor,VilmJo99,pass_defended,0,,,,,
player,201112110oti,nor,VilmJo99,sacks,0.0,,,,,
player,201112110oti,nor,VilmJo99,tackles_combined,1,,,,,
player,201112110oti,nor,VilmJo99,tackles_solo,0,,,,,
player,201112110oti,nor,VilmJo99,tackles_assists,1,,,,,
player,201112110oti,nor,VilmJo99,tackles_loss,0,,,,,
player,201112110oti,nor,VilmJo99,qb_hits,0,,,,,
player,201112110oti,nor,VilmJo99,fumbles_rec,0,,,,,
player,201112110oti,nor,VilmJo99,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,VilmJo99,fumbles_rec_td,0,,,,,
player,201112110oti,nor,VilmJo99,fumbles_forced,0,,,,,
player,201112110oti,nor,JordCa00,def_int,0,,,,,
player,201112110oti,nor,JordCa00,def_int_yds,0,,,,,
player,201112110oti,nor,JordCa00,def_int_td,0,,,,,
player,201112110oti,nor,JordCa00,def_int_long,0,,,,,
player,201112110oti,nor,JordCa00,pass_defended,1,,,,,
player,201112110oti,nor,JordCa00,sacks,0.0,,,,,
player,201112110oti,nor,JordCa00,tackles_combined,0,,,,,
player,201112110oti,nor,JordCa00,tackles_solo,0,,,,,
player,201112110oti,nor,JordCa00,tackles_assists,0,,,,,
player,201112110oti,nor,JordCa00,tackles_loss,0,,,,,
player,201112110oti,nor,JordCa00,qb_hits,0,,,,,
player,201112110oti,nor,JordCa00,fumbles_rec,0,,,,,
player,201112110oti,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201112110oti,nor,JordCa00,fumbles_forced,0,,,,,
player,201112110oti,oti,KlugKa00,def_int,0,,,,,
player,201112110oti,oti,KlugKa00,def_int_yds,0,,,,,
player,201112110oti,oti,KlugKa00,def_int_td,0,,,,,
player,201112110oti,oti,KlugKa00,def_int_long,0,,,,,
player,201112110oti,oti,KlugKa00,pass_defended,0,,,,,
player,201112110oti,oti,KlugKa00,sacks,2.0,,,,,
player,201112110oti,oti,KlugKa00,tackles_combined,2,,,,,
player,201112110oti,oti,KlugKa00,tackles_solo,2,,,,,
player,201112110oti,oti,KlugKa00,tackles_assists,0,,,,,
player,201112110oti,oti,KlugKa00,tackles_loss,2,,,,,
player,201112110oti,oti,KlugKa00,qb_hits,2,,,,,
player,201112110oti,oti,KlugKa00,fumbles_rec,0,,,,,
player,201112110oti,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201112110oti,oti,KlugKa00,fumbles_forced,0,,,,,
player,201112110oti,oti,VernAl99,def_int,0,,,,,
player,201112110oti,oti,VernAl99,def_int_yds,0,,,,,
player,201112110oti,oti,VernAl99,def_int_td,0,,,,,
player,201112110oti,oti,VernAl99,def_int_long,0,,,,,
player,201112110oti,oti,VernAl99,pass_defended,0,,,,,
player,201112110oti,oti,VernAl99,sacks,0.0,,,,,
player,201112110oti,oti,VernAl99,tackles_combined,11,,,,,
player,201112110oti,oti,VernAl99,tackles_solo,9,,,,,
player,201112110oti,oti,VernAl99,tackles_assists,2,,,,,
player,201112110oti,oti,VernAl99,tackles_loss,1,,,,,
player,201112110oti,oti,VernAl99,qb_hits,0,,,,,
player,201112110oti,oti,VernAl99,fumbles_rec,0,,,,,
player,201112110oti,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201112110oti,oti,VernAl99,fumbles_forced,0,,,,,
player,201112110oti,oti,FinnCo20,def_int,0,,,,,
player,201112110oti,oti,FinnCo20,def_int_yds,0,,,,,
player,201112110oti,oti,FinnCo20,def_int_td,0,,,,,
player,201112110oti,oti,FinnCo20,def_int_long,0,,,,,
player,201112110oti,oti,FinnCo20,pass_defended,1,,,,,
player,201112110oti,oti,FinnCo20,sacks,0.0,,,,,
player,201112110oti,oti,FinnCo20,tackles_combined,9,,,,,
player,201112110oti,oti,FinnCo20,tackles_solo,8,,,,,
player,201112110oti,oti,FinnCo20,tackles_assists,1,,,,,
player,201112110oti,oti,FinnCo20,tackles_loss,0,,,,,
player,201112110oti,oti,FinnCo20,qb_hits,0,,,,,
player,201112110oti,oti,FinnCo20,fumbles_rec,0,,,,,
player,201112110oti,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201112110oti,oti,FinnCo20,fumbles_forced,0,,,,,
player,201112110oti,oti,WithWi20,def_int,0,,,,,
player,201112110oti,oti,WithWi20,def_int_yds,0,,,,,
player,201112110oti,oti,WithWi20,def_int_td,0,,,,,
player,201112110oti,oti,WithWi20,def_int_long,0,,,,,
player,201112110oti,oti,WithWi20,pass_defended,0,,,,,
player,201112110oti,oti,WithWi20,sacks,0.0,,,,,
player,201112110oti,oti,WithWi20,tackles_combined,8,,,,,
player,201112110oti,oti,WithWi20,tackles_solo,5,,,,,
player,201112110oti,oti,WithWi20,tackles_assists,3,,,,,
player,201112110oti,oti,WithWi20,tackles_loss,0,,,,,
player,201112110oti,oti,WithWi20,qb_hits,0,,,,,
player,201112110oti,oti,WithWi20,fumbles_rec,0,,,,,
player,201112110oti,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201112110oti,oti,WithWi20,fumbles_forced,0,,,,,
player,201112110oti,oti,AyerAk00,def_int,0,,,,,
player,201112110oti,oti,AyerAk00,def_int_yds,0,,,,,
player,201112110oti,oti,AyerAk00,def_int_td,0,,,,,
player,201112110oti,oti,AyerAk00,def_int_long,0,,,,,
player,201112110oti,oti,AyerAk00,pass_defended,0,,,,,
player,201112110oti,oti,AyerAk00,sacks,0.0,,,,,
player,201112110oti,oti,AyerAk00,tackles_combined,7,,,,,
player,201112110oti,oti,AyerAk00,tackles_solo,4,,,,,
player,201112110oti,oti,AyerAk00,tackles_assists,3,,,,,
player,201112110oti,oti,AyerAk00,tackles_loss,0,,,,,
player,201112110oti,oti,AyerAk00,qb_hits,0,,,,,
player,201112110oti,oti,AyerAk00,fumbles_rec,0,,,,,
player,201112110oti,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201112110oti,oti,AyerAk00,fumbles_forced,0,,,,,
player,201112110oti,oti,GrifMi99,def_int,0,,,,,
player,201112110oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201112110oti,oti,GrifMi99,def_int_td,0,,,,,
player,201112110oti,oti,GrifMi99,def_int_long,0,,,,,
player,201112110oti,oti,GrifMi99,pass_defended,0,,,,,
player,201112110oti,oti,GrifMi99,sacks,0.0,,,,,
player,201112110oti,oti,GrifMi99,tackles_combined,7,,,,,
player,201112110oti,oti,GrifMi99,tackles_solo,6,,,,,
player,201112110oti,oti,GrifMi99,tackles_assists,1,,,,,
player,201112110oti,oti,GrifMi99,tackles_loss,1,,,,,
player,201112110oti,oti,GrifMi99,qb_hits,0,,,,,
player,201112110oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201112110oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201112110oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201112110oti,oti,McCaCo00,def_int,0,,,,,
player,201112110oti,oti,McCaCo00,def_int_yds,0,,,,,
player,201112110oti,oti,McCaCo00,def_int_td,0,,,,,
player,201112110oti,oti,McCaCo00,def_int_long,0,,,,,
player,201112110oti,oti,McCaCo00,pass_defended,0,,,,,
player,201112110oti,oti,McCaCo00,sacks,0.0,,,,,
player,201112110oti,oti,McCaCo00,tackles_combined,6,,,,,
player,201112110oti,oti,McCaCo00,tackles_solo,5,,,,,
player,201112110oti,oti,McCaCo00,tackles_assists,1,,,,,
player,201112110oti,oti,McCaCo00,tackles_loss,0,,,,,
player,201112110oti,oti,McCaCo00,qb_hits,0,,,,,
player,201112110oti,oti,McCaCo00,fumbles_rec,0,,,,,
player,201112110oti,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201112110oti,oti,McCaCo00,fumbles_forced,0,,,,,
player,201112110oti,oti,HawkCh00,def_int,0,,,,,
player,201112110oti,oti,HawkCh00,def_int_yds,0,,,,,
player,201112110oti,oti,HawkCh00,def_int_td,0,,,,,
player,201112110oti,oti,HawkCh00,def_int_long,0,,,,,
player,201112110oti,oti,HawkCh00,pass_defended,0,,,,,
player,201112110oti,oti,HawkCh00,sacks,0.0,,,,,
player,201112110oti,oti,HawkCh00,tackles_combined,5,,,,,
player,201112110oti,oti,HawkCh00,tackles_solo,4,,,,,
player,201112110oti,oti,HawkCh00,tackles_assists,1,,,,,
player,201112110oti,oti,HawkCh00,tackles_loss,0,,,,,
player,201112110oti,oti,HawkCh00,qb_hits,0,,,,,
player,201112110oti,oti,HawkCh00,fumbles_rec,0,,,,,
player,201112110oti,oti,HawkCh00,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,HawkCh00,fumbles_rec_td,0,,,,,
player,201112110oti,oti,HawkCh00,fumbles_forced,0,,,,,
player,201112110oti,oti,HopeCh21,def_int,0,,,,,
player,201112110oti,oti,HopeCh21,def_int_yds,0,,,,,
player,201112110oti,oti,HopeCh21,def_int_td,0,,,,,
player,201112110oti,oti,HopeCh21,def_int_long,0,,,,,
player,201112110oti,oti,HopeCh21,pass_defended,0,,,,,
player,201112110oti,oti,HopeCh21,sacks,0.0,,,,,
player,201112110oti,oti,HopeCh21,tackles_combined,5,,,,,
player,201112110oti,oti,HopeCh21,tackles_solo,5,,,,,
player,201112110oti,oti,HopeCh21,tackles_assists,0,,,,,
player,201112110oti,oti,HopeCh21,tackles_loss,0,,,,,
player,201112110oti,oti,HopeCh21,qb_hits,0,,,,,
player,201112110oti,oti,HopeCh21,fumbles_rec,0,,,,,
player,201112110oti,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201112110oti,oti,HopeCh21,fumbles_forced,0,,,,,
player,201112110oti,oti,BabiJo21,def_int,0,,,,,
player,201112110oti,oti,BabiJo21,def_int_yds,0,,,,,
player,201112110oti,oti,BabiJo21,def_int_td,0,,,,,
player,201112110oti,oti,BabiJo21,def_int_long,0,,,,,
player,201112110oti,oti,BabiJo21,pass_defended,1,,,,,
player,201112110oti,oti,BabiJo21,sacks,0.0,,,,,
player,201112110oti,oti,BabiJo21,tackles_combined,4,,,,,
player,201112110oti,oti,BabiJo21,tackles_solo,2,,,,,
player,201112110oti,oti,BabiJo21,tackles_assists,2,,,,,
player,201112110oti,oti,BabiJo21,tackles_loss,0,,,,,
player,201112110oti,oti,BabiJo21,qb_hits,0,,,,,
player,201112110oti,oti,BabiJo21,fumbles_rec,0,,,,,
player,201112110oti,oti,BabiJo21,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,BabiJo21,fumbles_rec_td,0,,,,,
player,201112110oti,oti,BabiJo21,fumbles_forced,0,,,,,
player,201112110oti,oti,BallDa20,def_int,0,,,,,
player,201112110oti,oti,BallDa20,def_int_yds,0,,,,,
player,201112110oti,oti,BallDa20,def_int_td,0,,,,,
player,201112110oti,oti,BallDa20,def_int_long,0,,,,,
player,201112110oti,oti,BallDa20,pass_defended,0,,,,,
player,201112110oti,oti,BallDa20,sacks,0.0,,,,,
player,201112110oti,oti,BallDa20,tackles_combined,3,,,,,
player,201112110oti,oti,BallDa20,tackles_solo,1,,,,,
player,201112110oti,oti,BallDa20,tackles_assists,2,,,,,
player,201112110oti,oti,BallDa20,tackles_loss,1,,,,,
player,201112110oti,oti,BallDa20,qb_hits,0,,,,,
player,201112110oti,oti,BallDa20,fumbles_rec,0,,,,,
player,201112110oti,oti,BallDa20,fumbles_rec_yds,0,,,,,
player,201112110oti,oti,BallDa20,fumbles_rec_td,0,,,,,
player,201112110oti,oti,BallDa20,fumbles_forced,0,,,,,
player,201112110oti,oti,ShawTi99,def_int,0,,,,,
player,201112110oti,oti,ShawTi99,def_int_yds,0,,,,,
player,201112110oti,oti,ShawTi99,def_int_td,0,,,,,
player,201112110oti,oti,ShawTi99,def_int_long,0,,,,,
player,201112110oti,oti,ShawTi99,pass_defended,0,,,,,
player,201112110oti,oti,ShawTi99,sacks,0.0,,,,,
