game,2011,4,20111002,201110020cin,buf,"Buffalo Bills",20,cin,"Cincinnati Bengals",23
player,201110020cin,cin,WilsGi20,fumbles_rec,0,,,,,
player,201110020cin,cin,WilsGi20,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,WilsGi20,fumbles_rec_td,0,,,,,
player,201110020cin,cin,WilsGi20,fumbles_forced,0,,,,,
player,201110020cin,cin,FaneJo20,def_int,0,,,,,
player,201110020cin,cin,FaneJo20,def_int_yds,0,,,,,
player,201110020cin,cin,FaneJo20,def_int_td,0,,,,,
player,201110020cin,cin,FaneJo20,def_int_long,0,,,,,
player,201110020cin,cin,FaneJo20,pass_defended,0,,,,,
player,201110020cin,cin,FaneJo20,sacks,0.0,,,,,
player,201110020cin,cin,FaneJo20,tackles_combined,1,,,,,
player,201110020cin,cin,FaneJo20,tackles_solo,1,,,,,
player,201110020cin,cin,FaneJo20,tackles_assists,0,,,,,
player,201110020cin,cin,FaneJo20,tackles_loss,0,,,,,
player,201110020cin,cin,FaneJo20,qb_hits,0,,,,,
player,201110020cin,cin,FaneJo20,fumbles_rec,0,,,,,
player,201110020cin,cin,FaneJo20,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,FaneJo20,fumbles_rec_td,0,,,,,
player,201110020cin,cin,FaneJo20,fumbles_forced,0,,,,,
player,201110020cin,cin,RuckFr99,def_int,0,,,,,
player,201110020cin,cin,RuckFr99,def_int_yds,0,,,,,
player,201110020cin,cin,RuckFr99,def_int_td,0,,,,,
player,201110020cin,cin,RuckFr99,def_int_long,0,,,,,
player,201110020cin,cin,RuckFr99,pass_defended,0,,,,,
player,201110020cin,cin,RuckFr99,sacks,0.0,,,,,
player,201110020cin,cin,RuckFr99,tackles_combined,1,,,,,
player,201110020cin,cin,RuckFr99,tackles_solo,0,,,,,
player,201110020cin,cin,RuckFr99,tackles_assists,1,,,,,
player,201110020cin,cin,RuckFr99,tackles_loss,0,,,,,
player,201110020cin,cin,RuckFr99,qb_hits,1,,,,,
player,201110020cin,cin,RuckFr99,fumbles_rec,0,,,,,
player,201110020cin,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201110020cin,cin,RuckFr99,fumbles_forced,0,,,,,
player,201110020cin,cin,TrenMo99,def_int,0,,,,,
player,201110020cin,cin,TrenMo99,def_int_yds,0,,,,,
player,201110020cin,cin,TrenMo99,def_int_td,0,,,,,
player,201110020cin,cin,TrenMo99,def_int_long,0,,,,,
player,201110020cin,cin,TrenMo99,pass_defended,0,,,,,
player,201110020cin,cin,TrenMo99,sacks,0.0,,,,,
player,201110020cin,cin,TrenMo99,tackles_combined,1,,,,,
player,201110020cin,cin,TrenMo99,tackles_solo,0,,,,,
player,201110020cin,cin,TrenMo99,tackles_assists,1,,,,,
player,201110020cin,cin,TrenMo99,tackles_loss,0,,,,,
player,201110020cin,cin,TrenMo99,qb_hits,0,,,,,
player,201110020cin,cin,TrenMo99,fumbles_rec,0,,,,,
player,201110020cin,cin,TrenMo99,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,TrenMo99,fumbles_rec_td,0,,,,,
player,201110020cin,cin,TrenMo99,fumbles_forced,0,,,,,
player,201110020cin,cin,ClemNa99,def_int,0,,,,,
player,201110020cin,cin,ClemNa99,def_int_yds,0,,,,,
player,201110020cin,cin,ClemNa99,def_int_td,0,,,,,
player,201110020cin,cin,ClemNa99,def_int_long,0,,,,,
player,201110020cin,cin,ClemNa99,pass_defended,2,,,,,
player,201110020cin,cin,ClemNa99,sacks,0.0,,,,,
player,201110020cin,cin,ClemNa99,tackles_combined,0,,,,,
player,201110020cin,cin,ClemNa99,tackles_solo,0,,,,,
player,201110020cin,cin,ClemNa99,tackles_assists,0,,,,,
player,201110020cin,cin,ClemNa99,tackles_loss,0,,,,,
player,201110020cin,cin,ClemNa99,qb_hits,0,,,,,
player,201110020cin,cin,ClemNa99,fumbles_rec,0,,,,,
player,201110020cin,cin,ClemNa99,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,ClemNa99,fumbles_rec_td,0,,,,,
player,201110020cin,cin,ClemNa99,fumbles_forced,0,,,,,
player,201110020cin,buf,SmitBr01,kick_ret,1,,,,,
player,201110020cin,buf,SmitBr01,kick_ret_yds,23,,,,,
player,201110020cin,buf,SmitBr01,kick_ret_yds_per_ret,23.0,,,,,
player,201110020cin,buf,SmitBr01,kick_ret_td,0,,,,,
player,201110020cin,buf,SmitBr01,kick_ret_long,23,,,,,
player,201110020cin,buf,SmitBr01,punt_ret,0,,,,,
player,201110020cin,buf,SmitBr01,punt_ret_yds,0,,,,,
player,201110020cin,buf,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201110020cin,buf,SmitBr01,punt_ret_td,0,,,,,
player,201110020cin,buf,SmitBr01,punt_ret_long,0,,,,,
player,201110020cin,cin,TateBr00,kick_ret,3,,,,,
player,201110020cin,cin,TateBr00,kick_ret_yds,66,,,,,
player,201110020cin,cin,TateBr00,kick_ret_yds_per_ret,22.0,,,,,
player,201110020cin,cin,TateBr00,kick_ret_td,0,,,,,
player,201110020cin,cin,TateBr00,kick_ret_long,28,,,,,
player,201110020cin,cin,TateBr00,punt_ret,7,,,,,
player,201110020cin,cin,TateBr00,punt_ret_yds,69,,,,,
player,201110020cin,cin,TateBr00,punt_ret_yds_per_ret,9.9,,,,,
player,201110020cin,cin,TateBr00,punt_ret_td,0,,,,,
player,201110020cin,cin,TateBr00,punt_ret_long,14,,,,,
player,201110020cin,buf,linderia01,xpm,2,,,,,
player,201110020cin,buf,linderia01,xpa,2,,,,,
player,201110020cin,buf,linderia01,fgm,2,,,,,
player,201110020cin,buf,linderia01,fga,2,,,,,
player,201110020cin,buf,linderia01,punt,0,,,,,
player,201110020cin,buf,linderia01,punt_yds,0,,,,,
player,201110020cin,buf,linderia01,punt_yds_per_punt,,,,,,
player,201110020cin,buf,linderia01,punt_long,0,,,,,
player,201110020cin,buf,MoorBr24,xpm,,,,,,
player,201110020cin,buf,MoorBr24,xpa,,,,,,
player,201110020cin,buf,MoorBr24,fgm,,,,,,
player,201110020cin,buf,MoorBr24,fga,,,,,,
player,201110020cin,buf,MoorBr24,punt,8,,,,,
player,201110020cin,buf,MoorBr24,punt_yds,413,,,,,
player,201110020cin,buf,MoorBr24,punt_yds_per_punt,51.6,,,,,
player,201110020cin,buf,MoorBr24,punt_long,65,,,,,
player,201110020cin,cin,nugenmik01,xpm,2,,,,,
player,201110020cin,cin,nugenmik01,xpa,2,,,,,
player,201110020cin,cin,nugenmik01,fgm,3,,,,,
player,201110020cin,cin,nugenmik01,fga,3,,,,,
player,201110020cin,cin,nugenmik01,punt,0,,,,,
player,201110020cin,cin,nugenmik01,punt_yds,0,,,,,
player,201110020cin,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201110020cin,cin,nugenmik01,punt_long,0,,,,,
player,201110020cin,cin,HubeKe20,xpm,,,,,,
player,201110020cin,cin,HubeKe20,xpa,,,,,,
player,201110020cin,cin,HubeKe20,fgm,,,,,,
player,201110020cin,cin,HubeKe20,fga,,,,,,
player,201110020cin,cin,HubeKe20,punt,5,,,,,
player,201110020cin,cin,HubeKe20,punt_yds,192,,,,,
player,201110020cin,cin,HubeKe20,punt_yds_per_punt,38.4,,,,,
player,201110020cin,cin,HubeKe20,punt_long,41,,,,,
