game,2011,1,20110911,201109110tam,det,"Detroit Lions",27,tam,"Tampa Bay Buccaneers",20
player,201109110tam,det,StafMa00,rush_td,0,,,,,
player,201109110tam,det,StafMa00,rush_long,0,,,,,
player,201109110tam,det,StafMa00,targets,0,,,,,
player,201109110tam,det,StafMa00,rec,0,,,,,
player,201109110tam,det,StafMa00,rec_yds,0,,,,,
player,201109110tam,det,StafMa00,rec_td,0,,,,,
player,201109110tam,det,StafMa00,rec_long,0,,,,,
player,201109110tam,det,StafMa00,fumbles,1,,,,,
player,201109110tam,det,StafMa00,fumbles_lost,0,,,,,
player,201109110tam,det,BestJa00,pass_cmp,0,,,,,
player,201109110tam,det,BestJa00,pass_att,0,,,,,
player,201109110tam,det,BestJa00,pass_yds,0,,,,,
player,201109110tam,det,BestJa00,pass_td,0,,,,,
player,201109110tam,det,BestJa00,pass_int,0,,,,,
player,201109110tam,det,BestJa00,pass_sacked,0,,,,,
player,201109110tam,det,BestJa00,pass_sacked_yds,0,,,,,
player,201109110tam,det,BestJa00,pass_long,0,,,,,
player,201109110tam,det,BestJa00,pass_rating,,,,,,
player,201109110tam,det,BestJa00,rush_att,21,,,,,
player,201109110tam,det,BestJa00,rush_yds,72,,,,,
player,201109110tam,det,BestJa00,rush_td,0,,,,,
player,201109110tam,det,BestJa00,rush_long,9,,,,,
player,201109110tam,det,BestJa00,targets,5,,,,,
player,201109110tam,det,BestJa00,rec,4,,,,,
player,201109110tam,det,BestJa00,rec_yds,42,,,,,
player,201109110tam,det,BestJa00,rec_td,0,,,,,
player,201109110tam,det,BestJa00,rec_long,14,,,,,
player,201109110tam,det,BestJa00,fumbles,0,,,,,
player,201109110tam,det,BestJa00,fumbles_lost,,,,,,
player,201109110tam,det,HarrJe00,pass_cmp,0,,,,,
player,201109110tam,det,HarrJe00,pass_att,0,,,,,
player,201109110tam,det,HarrJe00,pass_yds,0,,,,,
player,201109110tam,det,HarrJe00,pass_td,0,,,,,
player,201109110tam,det,HarrJe00,pass_int,0,,,,,
player,201109110tam,det,HarrJe00,pass_sacked,0,,,,,
player,201109110tam,det,HarrJe00,pass_sacked_yds,0,,,,,
player,201109110tam,det,HarrJe00,pass_long,0,,,,,
player,201109110tam,det,HarrJe00,pass_rating,,,,,,
player,201109110tam,det,HarrJe00,rush_att,8,,,,,
player,201109110tam,det,HarrJe00,rush_yds,27,,,,,
player,201109110tam,det,HarrJe00,rush_td,0,,,,,
player,201109110tam,det,HarrJe00,rush_long,9,,,,,
player,201109110tam,det,HarrJe00,targets,0,,,,,
player,201109110tam,det,HarrJe00,rec,0,,,,,
player,201109110tam,det,HarrJe00,rec_yds,0,,,,,
player,201109110tam,det,HarrJe00,rec_td,0,,,,,
player,201109110tam,det,HarrJe00,rec_long,0,,,,,
player,201109110tam,det,HarrJe00,fumbles,0,,,,,
player,201109110tam,det,HarrJe00,fumbles_lost,,,,,,
player,201109110tam,det,BurlNa00,pass_cmp,0,,,,,
player,201109110tam,det,BurlNa00,pass_att,0,,,,,
player,201109110tam,det,BurlNa00,pass_yds,0,,,,,
player,201109110tam,det,BurlNa00,pass_td,0,,,,,
player,201109110tam,det,BurlNa00,pass_int,0,,,,,
player,201109110tam,det,BurlNa00,pass_sacked,0,,,,,
player,201109110tam,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201109110tam,det,BurlNa00,pass_long,0,,,,,
player,201109110tam,det,BurlNa00,pass_rating,,,,,,
player,201109110tam,det,BurlNa00,rush_att,1,,,,,
player,201109110tam,det,BurlNa00,rush_yds,20,,,,,
player,201109110tam,det,BurlNa00,rush_td,0,,,,,
player,201109110tam,det,BurlNa00,rush_long,20,,,,,
player,201109110tam,det,BurlNa00,targets,5,,,,,
player,201109110tam,det,BurlNa00,rec,5,,,,,
player,201109110tam,det,BurlNa00,rec_yds,60,,,,,
player,201109110tam,det,BurlNa00,rec_td,0,,,,,
player,201109110tam,det,BurlNa00,rec_long,29,,,,,
player,201109110tam,det,BurlNa00,fumbles,0,,,,,
player,201109110tam,det,BurlNa00,fumbles_lost,,,,,,
player,201109110tam,det,ScheTo00,pass_cmp,0,,,,,
player,201109110tam,det,ScheTo00,pass_att,0,,,,,
player,201109110tam,det,ScheTo00,pass_yds,0,,,,,
player,201109110tam,det,ScheTo00,pass_td,0,,,,,
player,201109110tam,det,ScheTo00,pass_int,0,,,,,
player,201109110tam,det,ScheTo00,pass_sacked,0,,,,,
player,201109110tam,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201109110tam,det,ScheTo00,pass_long,0,,,,,
player,201109110tam,det,ScheTo00,pass_rating,,,,,,
player,201109110tam,det,ScheTo00,rush_att,1,,,,,
player,201109110tam,det,ScheTo00,rush_yds,5,,,,,
player,201109110tam,det,ScheTo00,rush_td,0,,,,,
player,201109110tam,det,ScheTo00,rush_long,5,,,,,
player,201109110tam,det,ScheTo00,targets,1,,,,,
player,201109110tam,det,ScheTo00,rec,1,,,,,
player,201109110tam,det,ScheTo00,rec_yds,11,,,,,
player,201109110tam,det,ScheTo00,rec_td,1,,,,,
player,201109110tam,det,ScheTo00,rec_long,11,,,,,
player,201109110tam,det,ScheTo00,fumbles,1,,,,,
player,201109110tam,det,ScheTo00,fumbles_lost,0,,,,,
player,201109110tam,det,MorrMa00,pass_cmp,0,,,,,
player,201109110tam,det,MorrMa00,pass_att,0,,,,,
player,201109110tam,det,MorrMa00,pass_yds,0,,,,,
player,201109110tam,det,MorrMa00,pass_td,0,,,,,
player,201109110tam,det,MorrMa00,pass_int,0,,,,,
player,201109110tam,det,MorrMa00,pass_sacked,0,,,,,
player,201109110tam,det,MorrMa00,pass_sacked_yds,0,,,,,
player,201109110tam,det,MorrMa00,pass_long,0,,,,,
player,201109110tam,det,MorrMa00,pass_rating,,,,,,
player,201109110tam,det,MorrMa00,rush_att,2,,,,,
player,201109110tam,det,MorrMa00,rush_yds,4,,,,,
player,201109110tam,det,MorrMa00,rush_td,0,,,,,
player,201109110tam,det,MorrMa00,rush_long,4,,,,,
player,201109110tam,det,MorrMa00,targets,2,,,,,
player,201109110tam,det,MorrMa00,rec,2,,,,,
player,201109110tam,det,MorrMa00,rec_yds,25,,,,,
player,201109110tam,det,MorrMa00,rec_td,0,,,,,
player,201109110tam,det,MorrMa00,rec_long,16,,,,,
player,201109110tam,det,MorrMa00,fumbles,1,,,,,
player,201109110tam,det,MorrMa00,fumbles_lost,0,,,,,
player,201109110tam,det,JohnCa00,pass_cmp,0,,,,,
player,201109110tam,det,JohnCa00,pass_att,0,,,,,
player,201109110tam,det,JohnCa00,pass_yds,0,,,,,
player,201109110tam,det,JohnCa00,pass_td,0,,,,,
player,201109110tam,det,JohnCa00,pass_int,0,,,,,
player,201109110tam,det,JohnCa00,pass_sacked,0,,,,,
player,201109110tam,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201109110tam,det,JohnCa00,pass_long,0,,,,,
player,201109110tam,det,JohnCa00,pass_rating,,,,,,
player,201109110tam,det,JohnCa00,rush_att,0,,,,,
player,201109110tam,det,JohnCa00,rush_yds,0,,,,,
player,201109110tam,det,JohnCa00,rush_td,0,,,,,
player,201109110tam,det,JohnCa00,rush_long,0,,,,,
player,201109110tam,det,JohnCa00,targets,10,,,,,
player,201109110tam,det,JohnCa00,rec,6,,,,,
player,201109110tam,det,JohnCa00,rec_yds,88,,,,,
player,201109110tam,det,JohnCa00,rec_td,2,,,,,
player,201109110tam,det,JohnCa00,rec_long,36,,,,,
player,201109110tam,det,JohnCa00,fumbles,0,,,,,
player,201109110tam,det,JohnCa00,fumbles_lost,,,,,,
player,201109110tam,det,PettBr00,pass_cmp,0,,,,,
player,201109110tam,det,PettBr00,pass_att,0,,,,,
player,201109110tam,det,PettBr00,pass_yds,0,,,,,
player,201109110tam,det,PettBr00,pass_td,0,,,,,
player,201109110tam,det,PettBr00,pass_int,0,,,,,
player,201109110tam,det,PettBr00,pass_sacked,0,,,,,
player,201109110tam,det,PettBr00,pass_sacked_yds,0,,,,,
player,201109110tam,det,PettBr00,pass_long,0,,,,,
player,201109110tam,det,PettBr00,pass_rating,,,,,,
player,201109110tam,det,PettBr00,rush_att,0,,,,,
player,201109110tam,det,PettBr00,rush_yds,0,,,,,
player,201109110tam,det,PettBr00,rush_td,0,,,,,
player,201109110tam,det,PettBr00,rush_long,0,,,,,
player,201109110tam,det,PettBr00,targets,6,,,,,
player,201109110tam,det,PettBr00,rec,4,,,,,
player,201109110tam,det,PettBr00,rec_yds,57,,,,,
player,201109110tam,det,PettBr00,rec_td,0,,,,,
player,201109110tam,det,PettBr00,rec_long,25,,,,,
player,201109110tam,det,PettBr00,fumbles,0,,,,,
player,201109110tam,det,PettBr00,fumbles_lost,,,,,,
player,201109110tam,det,DaviRa00,pass_cmp,0,,,,,
player,201109110tam,det,DaviRa00,pass_att,0,,,,,
player,201109110tam,det,DaviRa00,pass_yds,0,,,,,
player,201109110tam,det,DaviRa00,pass_td,0,,,,,
player,201109110tam,det,DaviRa00,pass_int,0,,,,,
player,201109110tam,det,DaviRa00,pass_sacked,0,,,,,
player,201109110tam,det,DaviRa00,pass_sacked_yds,0,,,,,
player,201109110tam,det,DaviRa00,pass_long,0,,,,,
player,201109110tam,det,DaviRa00,pass_rating,,,,,,
player,201109110tam,det,DaviRa00,rush_att,0,,,,,
player,201109110tam,det,DaviRa00,rush_yds,0,,,,,
player,201109110tam,det,DaviRa00,rush_td,0,,,,,
player,201109110tam,det,DaviRa00,rush_long,0,,,,,
player,201109110tam,det,DaviRa00,targets,1,,,,,
player,201109110tam,det,DaviRa00,rec,1,,,,,
player,201109110tam,det,DaviRa00,rec_yds,14,,,,,
player,201109110tam,det,DaviRa00,rec_td,0,,,,,
player,201109110tam,det,DaviRa00,rec_long,14,,,,,
player,201109110tam,det,DaviRa00,fumbles,0,,,,,
player,201109110tam,det,DaviRa00,fumbles_lost,,,,,,
player,201109110tam,det,StovMa00,pass_cmp,0,,,,,
player,201109110tam,det,StovMa00,pass_att,0,,,,,
player,201109110tam,det,StovMa00,pass_yds,0,,,,,
player,201109110tam,det,StovMa00,pass_td,0,,,,,
player,201109110tam,det,StovMa00,pass_int,0,,,,,
player,201109110tam,det,StovMa00,pass_sacked,0,,,,,
player,201109110tam,det,StovMa00,pass_sacked_yds,0,,,,,
player,201109110tam,det,StovMa00,pass_long,0,,,,,
player,201109110tam,det,StovMa00,pass_rating,,,,,,
player,201109110tam,det,StovMa00,rush_att,0,,,,,
player,201109110tam,det,StovMa00,rush_yds,0,,,,,
player,201109110tam,det,StovMa00,rush_td,0,,,,,
player,201109110tam,det,StovMa00,rush_long,0,,,,,
player,201109110tam,det,StovMa00,targets,1,,,,,
player,201109110tam,det,StovMa00,rec,1,,,,,
player,201109110tam,det,StovMa00,rec_yds,8,,,,,
player,201109110tam,det,StovMa00,rec_td,0,,,,,
player,201109110tam,det,StovMa00,rec_long,8,,,,,
player,201109110tam,det,StovMa00,fumbles,0,,,,,
player,201109110tam,det,StovMa00,fumbles_lost,,,,,,
player,201109110tam,det,YounTi00,pass_cmp,0,,,,,
player,201109110tam,det,YounTi00,pass_att,0,,,,,
player,201109110tam,det,YounTi00,pass_yds,0,,,,,
player,201109110tam,det,YounTi00,pass_td,0,,,,,
player,201109110tam,det,YounTi00,pass_int,0,,,,,
player,201109110tam,det,YounTi00,pass_sacked,0,,,,,
player,201109110tam,det,YounTi00,pass_sacked_yds,0,,,,,
player,201109110tam,det,YounTi00,pass_long,0,,,,,
player,201109110tam,det,YounTi00,pass_rating,,,,,,
player,201109110tam,det,YounTi00,rush_att,0,,,,,
player,201109110tam,det,YounTi00,rush_yds,0,,,,,
player,201109110tam,det,YounTi00,rush_td,0,,,,,
player,201109110tam,det,YounTi00,rush_long,0,,,,,
player,201109110tam,det,YounTi00,targets,1,,,,,
player,201109110tam,det,YounTi00,rec,0,,,,,
player,201109110tam,det,YounTi00,rec_yds,0,,,,,
player,201109110tam,det,YounTi00,rec_td,0,,,,,
player,201109110tam,det,YounTi00,rec_long,0,,,,,
player,201109110tam,det,YounTi00,fumbles,0,,,,,
player,201109110tam,det,YounTi00,fumbles_lost,,,,,,
player,201109110tam,det,LogaSt00,pass_cmp,0,,,,,
player,201109110tam,det,LogaSt00,pass_att,0,,,,,
player,201109110tam,det,LogaSt00,pass_yds,0,,,,,
player,201109110tam,det,LogaSt00,pass_td,0,,,,,
player,201109110tam,det,LogaSt00,pass_int,0,,,,,
player,201109110tam,det,LogaSt00,pass_sacked,0,,,,,
player,201109110tam,det,LogaSt00,pass_sacked_yds,0,,,,,
player,201109110tam,det,LogaSt00,pass_long,0,,,,,
player,201109110tam,det,LogaSt00,pass_rating,,,,,,
player,201109110tam,det,LogaSt00,rush_att,1,,,,,
player,201109110tam,det,LogaSt00,rush_yds,-2,,,,,
player,201109110tam,det,LogaSt00,rush_td,0,,,,,
player,201109110tam,det,LogaSt00,rush_long,-2,,,,,
player,201109110tam,det,LogaSt00,targets,0,,,,,
player,201109110tam,det,LogaSt00,rec,0,,,,,
player,201109110tam,det,LogaSt00,rec_yds,0,,,,,
player,201109110tam,det,LogaSt00,rec_td,0,,,,,
player,201109110tam,det,LogaSt00,rec_long,0,,,,,
player,201109110tam,det,LogaSt00,fumbles,1,,,,,
player,201109110tam,det,LogaSt00,fumbles_lost,0,,,,,
player,201109110tam,tam,FreeJo00,pass_cmp,28,,,,,
player,201109110tam,tam,FreeJo00,pass_att,43,,,,,
player,201109110tam,tam,FreeJo00,pass_yds,259,,,,,
player,201109110tam,tam,FreeJo00,pass_td,1,,,,,
player,201109110tam,tam,FreeJo00,pass_int,1,,,,,
player,201109110tam,tam,FreeJo00,pass_sacked,2,,,,,
player,201109110tam,tam,FreeJo00,pass_sacked_yds,7,,,,,
player,201109110tam,tam,FreeJo00,pass_long,22,,,,,
player,201109110tam,tam,FreeJo00,pass_rating,79.5,,,,,
player,201109110tam,tam,FreeJo00,rush_att,4,,,,,
player,201109110tam,tam,FreeJo00,rush_yds,26,,,,,
player,201109110tam,tam,FreeJo00,rush_td,0,,,,,
player,201109110tam,tam,FreeJo00,rush_long,15,,,,,
player,201109110tam,tam,FreeJo00,targets,1,,,,,
player,201109110tam,tam,FreeJo00,rec,0,,,,,
player,201109110tam,tam,FreeJo00,rec_yds,-4,,,,,
player,201109110tam,tam,FreeJo00,rec_td,0,,,,,
player,201109110tam,tam,FreeJo00,rec_long,-4,,,,,
player,201109110tam,tam,FreeJo00,fumbles,2,,,,,
player,201109110tam,tam,FreeJo00,fumbles_lost,0,,,,,
player,201109110tam,tam,JohnJo05,pass_cmp,1,,,,,
player,201109110tam,tam,JohnJo05,pass_att,3,,,,,
player,201109110tam,tam,JohnJo05,pass_yds,7,,,,,
player,201109110tam,tam,JohnJo05,pass_td,0,,,,,
player,201109110tam,tam,JohnJo05,pass_int,0,,,,,
player,201109110tam,tam,JohnJo05,pass_sacked,0,,,,,
player,201109110tam,tam,JohnJo05,pass_sacked_yds,0,,,,,
player,201109110tam,tam,JohnJo05,pass_long,7,,,,,
player,201109110tam,tam,JohnJo05,pass_rating,42.4,,,,,
player,201109110tam,tam,JohnJo05,rush_att,1,,,,,
player,201109110tam,tam,JohnJo05,rush_yds,2,,,,,
player,201109110tam,tam,JohnJo05,rush_td,0,,,,,
player,201109110tam,tam,JohnJo05,rush_long,2,,,,,
player,201109110tam,tam,JohnJo05,targets,0,,,,,
player,201109110tam,tam,JohnJo05,rec,0,,,,,
player,201109110tam,tam,JohnJo05,rec_yds,0,,,,,
player,201109110tam,tam,JohnJo05,rec_td,0,,,,,
player,201109110tam,tam,JohnJo05,rec_long,0,,,,,
player,201109110tam,tam,JohnJo05,fumbles,0,,,,,
player,201109110tam,tam,JohnJo05,fumbles_lost,,,,,,
player,201109110tam,tam,BlouLe00,pass_cmp,0,,,,,
player,201109110tam,tam,BlouLe00,pass_att,0,,,,,
player,201109110tam,tam,BlouLe00,pass_yds,0,,,,,
player,201109110tam,tam,BlouLe00,pass_td,0,,,,,
player,201109110tam,tam,BlouLe00,pass_int,0,,,,,
player,201109110tam,tam,BlouLe00,pass_sacked,0,,,,,
player,201109110tam,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201109110tam,tam,BlouLe00,pass_long,0,,,,,
player,201109110tam,tam,BlouLe00,pass_rating,,,,,,
player,201109110tam,tam,BlouLe00,rush_att,5,,,,,
player,201109110tam,tam,BlouLe00,rush_yds,15,,,,,
player,201109110tam,tam,BlouLe00,rush_td,0,,,,,
player,201109110tam,tam,BlouLe00,rush_long,5,,,,,
player,201109110tam,tam,BlouLe00,targets,0,,,,,
player,201109110tam,tam,BlouLe00,rec,0,,,,,
player,201109110tam,tam,BlouLe00,rec_yds,0,,,,,
player,201109110tam,tam,BlouLe00,rec_td,0,,,,,
player,201109110tam,tam,BlouLe00,rec_long,0,,,,,
player,201109110tam,tam,BlouLe00,fumbles,0,,,,,
player,201109110tam,tam,BlouLe00,fumbles_lost,,,,,,
player,201109110tam,tam,GrahEa00,pass_cmp,0,,,,,
player,201109110tam,tam,GrahEa00,pass_att,0,,,,,
player,201109110tam,tam,GrahEa00,pass_yds,0,,,,,
player,201109110tam,tam,GrahEa00,pass_td,0,,,,,
player,201109110tam,tam,GrahEa00,pass_int,0,,,,,
player,201109110tam,tam,GrahEa00,pass_sacked,0,,,,,
player,201109110tam,tam,GrahEa00,pass_sacked_yds,0,,,,,
player,201109110tam,tam,GrahEa00,pass_long,0,,,,,
player,201109110tam,tam,GrahEa00,pass_rating,,,,,,
player,201109110tam,tam,GrahEa00,rush_att,6,,,,,
player,201109110tam,tam,GrahEa00,rush_yds,13,,,,,
player,201109110tam,tam,GrahEa00,rush_td,0,,,,,
player,201109110tam,tam,GrahEa00,rush_long,9,,,,,
player,201109110tam,tam,GrahEa00,targets,9,,,,,
player,201109110tam,tam,GrahEa00,rec,8,,,,,
player,201109110tam,tam,GrahEa00,rec_yds,58,,,,,
player,201109110tam,tam,GrahEa00,rec_td,0,,,,,
player,201109110tam,tam,GrahEa00,rec_long,16,,,,,
player,201109110tam,tam,GrahEa00,fumbles,1,,,,,
player,201109110tam,tam,GrahEa00,fumbles_lost,0,,,,,
player,201109110tam,tam,WinsKe01,pass_cmp,0,,,,,
player,201109110tam,tam,WinsKe01,pass_att,0,,,,,
player,201109110tam,tam,WinsKe01,pass_yds,0,,,,,
player,201109110tam,tam,WinsKe01,pass_td,0,,,,,
player,201109110tam,tam,WinsKe01,pass_int,0,,,,,
player,201109110tam,tam,WinsKe01,pass_sacked,0,,,,,
player,201109110tam,tam,WinsKe01,pass_sacked_yds,0,,,,,
player,201109110tam,tam,WinsKe01,pass_long,0,,,,,
player,201109110tam,tam,WinsKe01,pass_rating,,,,,,
player,201109110tam,tam,WinsKe01,rush_att,0,,,,,
player,201109110tam,tam,WinsKe01,rush_yds,0,,,,,
player,201109110tam,tam,WinsKe01,rush_td,0,,,,,
player,201109110tam,tam,WinsKe01,rush_long,0,,,,,
player,201109110tam,tam,WinsKe01,targets,9,,,,,
player,201109110tam,tam,WinsKe01,rec,6,,,,,
player,201109110tam,tam,WinsKe01,rec_yds,66,,,,,
player,201109110tam,tam,WinsKe01,rec_td,0,,,,,
player,201109110tam,tam,WinsKe01,rec_long,22,,,,,
player,201109110tam,tam,WinsKe01,fumbles,0,,,,,
player,201109110tam,tam,WinsKe01,fumbles_lost,,,,,,
player,201109110tam,tam,WillMi04,pass_cmp,0,,,,,
player,201109110tam,tam,WillMi04,pass_att,0,,,,,
player,201109110tam,tam,WillMi04,pass_yds,0,,,,,
player,201109110tam,tam,WillMi04,pass_td,0,,,,,
player,201109110tam,tam,WillMi04,pass_int,0,,,,,
player,201109110tam,tam,WillMi04,pass_sacked,0,,,,,
player,201109110tam,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201109110tam,tam,WillMi04,pass_long,0,,,,,
player,201109110tam,tam,WillMi04,pass_rating,,,,,,
player,201109110tam,tam,WillMi04,rush_att,0,,,,,
player,201109110tam,tam,WillMi04,rush_yds,0,,,,,
player,201109110tam,tam,WillMi04,rush_td,0,,,,,
player,201109110tam,tam,WillMi04,rush_long,0,,,,,
player,201109110tam,tam,WillMi04,targets,10,,,,,
player,201109110tam,tam,WillMi04,rec,4,,,,,
player,201109110tam,tam,WillMi04,rec_yds,50,,,,,
player,201109110tam,tam,WillMi04,rec_td,1,,,,,
player,201109110tam,tam,WillMi04,rec_long,18,,,,,
player,201109110tam,tam,WillMi04,fumbles,0,,,,,
player,201109110tam,tam,WillMi04,fumbles_lost,,,,,,
player,201109110tam,tam,ParkPr00,pass_cmp,0,,,,,
player,201109110tam,tam,ParkPr00,pass_att,0,,,,,
player,201109110tam,tam,ParkPr00,pass_yds,0,,,,,
player,201109110tam,tam,ParkPr00,pass_td,0,,,,,
player,201109110tam,tam,ParkPr00,pass_int,0,,,,,
player,201109110tam,tam,ParkPr00,pass_sacked,0,,,,,
player,201109110tam,tam,ParkPr00,pass_sacked_yds,0,,,,,
player,201109110tam,tam,ParkPr00,pass_long,0,,,,,
player,201109110tam,tam,ParkPr00,pass_rating,,,,,,
player,201109110tam,tam,ParkPr00,rush_att,0,,,,,
player,201109110tam,tam,ParkPr00,rush_yds,0,,,,,
player,201109110tam,tam,ParkPr00,rush_td,0,,,,,
player,201109110tam,tam,ParkPr00,rush_long,0,,,,,
player,201109110tam,tam,ParkPr00,targets,7,,,,,
player,201109110tam,tam,ParkPr00,rec,4,,,,,
player,201109110tam,tam,ParkPr00,rec_yds,44,,,,,
player,201109110tam,tam,ParkPr00,rec_td,0,,,,,
player,201109110tam,tam,ParkPr00,rec_long,18,,,,,
player,201109110tam,tam,ParkPr00,fumbles,1,,,,,
player,201109110tam,tam,ParkPr00,fumbles_lost,1,,,,,
player,201109110tam,tam,BennAr00,pass_cmp,0,,,,,
player,201109110tam,tam,BennAr00,pass_att,0,,,,,
player,201109110tam,tam,BennAr00,pass_yds,0,,,,,
player,201109110tam,tam,BennAr00,pass_td,0,,,,,
player,201109110tam,tam,BennAr00,pass_int,0,,,,,
player,201109110tam,tam,BennAr00,pass_sacked,0,,,,,
player,201109110tam,tam,BennAr00,pass_sacked_yds,0,,,,,
player,201109110tam,tam,BennAr00,pass_long,0,,,,,
player,201109110tam,tam,BennAr00,pass_rating,,,,,,
player,201109110tam,tam,BennAr00,rush_att,0,,,,,
player,201109110tam,tam,BennAr00,rush_yds,0,,,,,
player,201109110tam,tam,BennAr00,rush_td,0,,,,,
player,201109110tam,tam,BennAr00,rush_long,0,,,,,
player,201109110tam,tam,BennAr00,targets,7,,,,,
player,201109110tam,tam,BennAr00,rec,4,,,,,
player,201109110tam,tam,BennAr00,rec_yds,27,,,,,
player,201109110tam,tam,BennAr00,rec_td,0,,,,,
player,201109110tam,tam,BennAr00,rec_long,10,,,,,
player,201109110tam,tam,BennAr00,fumbles,0,,,,,
player,201109110tam,tam,BennAr00,fumbles_lost,,,,,,
player,201109110tam,tam,BrisDe00,pass_cmp,0,,,,,
player,201109110tam,tam,BrisDe00,pass_att,0,,,,,
player,201109110tam,tam,BrisDe00,pass_yds,0,,,,,
player,201109110tam,tam,BrisDe00,pass_td,0,,,,,
player,201109110tam,tam,BrisDe00,pass_int,0,,,,,
player,201109110tam,tam,BrisDe00,pass_sacked,0,,,,,
player,201109110tam,tam,BrisDe00,pass_sacked_yds,0,,,,,
player,201109110tam,tam,BrisDe00,pass_long,0,,,,,
player,201109110tam,tam,BrisDe00,pass_rating,,,,,,
player,201109110tam,tam,BrisDe00,rush_att,0,,,,,
player,201109110tam,tam,BrisDe00,rush_yds,0,,,,,
player,201109110tam,tam,BrisDe00,rush_td,0,,,,,
player,201109110tam,tam,BrisDe00,rush_long,0,,,,,
player,201109110tam,tam,BrisDe00,targets,2,,,,,
player,201109110tam,tam,BrisDe00,rec,2,,,,,
player,201109110tam,tam,BrisDe00,rec_yds,14,,,,,
player,201109110tam,tam,BrisDe00,rec_td,0,,,,,
player,201109110tam,tam,BrisDe00,rec_long,7,,,,,
player,201109110tam,tam,BrisDe00,fumbles,0,,,,,
player,201109110tam,tam,BrisDe00,fumbles_lost,,,,,,
player,201109110tam,tam,LumpKr00,pass_cmp,0,,,,,
player,201109110tam,tam,LumpKr00,pass_att,0,,,,,
player,201109110tam,tam,LumpKr00,pass_yds,0,,,,,
player,201109110tam,tam,LumpKr00,pass_td,0,,,,,
player,201109110tam,tam,LumpKr00,pass_int,0,,,,,
player,201109110tam,tam,LumpKr00,pass_sacked,0,,,,,
player,201109110tam,tam,LumpKr00,pass_sacked_yds,0,,,,,
player,201109110tam,tam,LumpKr00,pass_long,0,,,,,
player,201109110tam,tam,LumpKr00,pass_rating,,,,,,
player,201109110tam,tam,LumpKr00,rush_att,0,,,,,
player,201109110tam,tam,LumpKr00,rush_yds,0,,,,,
player,201109110tam,tam,LumpKr00,rush_td,0,,,,,
player,201109110tam,tam,LumpKr00,rush_long,0,,,,,
player,201109110tam,tam,LumpKr00,targets,1,,,,,
player,201109110tam,tam,LumpKr00,rec,1,,,,,
player,201109110tam,tam,LumpKr00,rec_yds,9,,,,,
player,201109110tam,tam,LumpKr00,rec_td,0,,,,,
player,201109110tam,tam,LumpKr00,rec_long,9,,,,,
player,201109110tam,tam,LumpKr00,fumbles,0,,,,,
player,201109110tam,tam,LumpKr00,fumbles_lost,,,,,,
player,201109110tam,tam,PennDo20,pass_cmp,0,,,,,
player,201109110tam,tam,PennDo20,pass_att,0,,,,,
player,201109110tam,tam,PennDo20,pass_yds,0,,,,,
player,201109110tam,tam,PennDo20,pass_td,0,,,,,
