game,2011,10,20111113,201111130chi,det,"Detroit Lions",13,chi,"Chicago Bears",37
team,201111130chi,det,First Downs,22,,,,,,
team,201111130chi,chi,First Downs,12,,,,,,
team,201111130chi,det,Rush-Yds-TDs,19-80-0,,,,,,
team,201111130chi,chi,Rush-Yds-TDs,35-109-1,,,,,,
team,201111130chi,det,Cmp-Att-Yd-TD-INT,33-63-329-1-4,,,,,,
team,201111130chi,chi,Cmp-Att-Yd-TD-INT,9-20-123-0-0,,,,,,
team,201111130chi,det,Sacked-Yards,2-16,,,,,,
team,201111130chi,chi,Sacked-Yards,2-16,,,,,,
team,201111130chi,det,Net Pass Yards,313,,,,,,
team,201111130chi,chi,Net Pass Yards,107,,,,,,
team,201111130chi,det,Total Yards,393,,,,,,
team,201111130chi,chi,Total Yards,216,,,,,,
team,201111130chi,det,Fumbles-Lost,3-2,,,,,,
team,201111130chi,chi,Fumbles-Lost,3-1,,,,,,
team,201111130chi,det,Turnovers,6,,,,,,
team,201111130chi,chi,Turnovers,1,,,,,,
team,201111130chi,det,Penalties-Yards,4-53,,,,,,
team,201111130chi,chi,Penalties-Yards,4-37,,,,,,
team,201111130chi,det,Third Down Conv.,4-17,,,,,,
team,201111130chi,chi,Third Down Conv.,3-13,,,,,,
team,201111130chi,det,Fourth Down Conv.,1-2,,,,,,
team,201111130chi,chi,Fourth Down Conv.,1-1,,,,,,
team,201111130chi,det,Time of Possession,30:54,,,,,,
team,201111130chi,chi,Time of Possession,29:06,,,,,,
player,201111130chi,det,StafMa00,pass_cmp,33,,,,,
player,201111130chi,det,StafMa00,pass_att,63,,,,,
player,201111130chi,det,StafMa00,pass_yds,329,,,,,
player,201111130chi,det,StafMa00,pass_td,1,,,,,
player,201111130chi,det,StafMa00,pass_int,4,,,,,
player,201111130chi,det,StafMa00,pass_sacked,2,,,,,
player,201111130chi,det,StafMa00,pass_sacked_yds,16,,,,,
player,201111130chi,det,StafMa00,pass_long,40,,,,,
player,201111130chi,det,StafMa00,pass_rating,46.3,,,,,
player,201111130chi,det,StafMa00,rush_att,2,,,,,
player,201111130chi,det,StafMa00,rush_yds,1,,,,,
player,201111130chi,det,StafMa00,rush_td,0,,,,,
player,201111130chi,det,StafMa00,rush_long,2,,,,,
player,201111130chi,det,StafMa00,targets,0,,,,,
player,201111130chi,det,StafMa00,rec,0,,,,,
player,201111130chi,det,StafMa00,rec_yds,0,,,,,
player,201111130chi,det,StafMa00,rec_td,0,,,,,
player,201111130chi,det,StafMa00,rec_long,0,,,,,
player,201111130chi,det,StafMa00,fumbles,0,,,,,
player,201111130chi,det,StafMa00,fumbles_lost,,,,,,
player,201111130chi,det,MorrMa00,pass_cmp,0,,,,,
player,201111130chi,det,MorrMa00,pass_att,0,,,,,
player,201111130chi,det,MorrMa00,pass_yds,0,,,,,
player,201111130chi,det,MorrMa00,pass_td,0,,,,,
player,201111130chi,det,MorrMa00,pass_int,0,,,,,
player,201111130chi,det,MorrMa00,pass_sacked,0,,,,,
player,201111130chi,det,MorrMa00,pass_sacked_yds,0,,,,,
player,201111130chi,det,MorrMa00,pass_long,0,,,,,
player,201111130chi,det,MorrMa00,pass_rating,,,,,,
player,201111130chi,det,MorrMa00,rush_att,10,,,,,
player,201111130chi,det,MorrMa00,rush_yds,44,,,,,
player,201111130chi,det,MorrMa00,rush_td,0,,,,,
player,201111130chi,det,MorrMa00,rush_long,13,,,,,
player,201111130chi,det,MorrMa00,targets,2,,,,,
player,201111130chi,det,MorrMa00,rec,1,,,,,
player,201111130chi,det,MorrMa00,rec_yds,6,,,,,
player,201111130chi,det,MorrMa00,rec_td,0,,,,,
player,201111130chi,det,MorrMa00,rec_long,6,,,,,
player,201111130chi,det,MorrMa00,fumbles,0,,,,,
player,201111130chi,det,MorrMa00,fumbles_lost,,,,,,
player,201111130chi,det,SmitKe02,pass_cmp,0,,,,,
player,201111130chi,det,SmitKe02,pass_att,0,,,,,
player,201111130chi,det,SmitKe02,pass_yds,0,,,,,
player,201111130chi,det,SmitKe02,pass_td,0,,,,,
player,201111130chi,det,SmitKe02,pass_int,0,,,,,
player,201111130chi,det,SmitKe02,pass_sacked,0,,,,,
player,201111130chi,det,SmitKe02,pass_sacked_yds,0,,,,,
player,201111130chi,det,SmitKe02,pass_long,0,,,,,
player,201111130chi,det,SmitKe02,pass_rating,,,,,,
player,201111130chi,det,SmitKe02,rush_att,4,,,,,
player,201111130chi,det,SmitKe02,rush_yds,19,,,,,
player,201111130chi,det,SmitKe02,rush_td,0,,,,,
player,201111130chi,det,SmitKe02,rush_long,14,,,,,
player,201111130chi,det,SmitKe02,targets,2,,,,,
player,201111130chi,det,SmitKe02,rec,2,,,,,
player,201111130chi,det,SmitKe02,rec_yds,10,,,,,
