game,2011,11,20111120,201111200chi,sdg,"San Diego Chargers",20,chi,"Chicago Bears",31
player,201111200chi,sdg,JammQu20,fumbles_rec,0,,,,,
player,201111200chi,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,JammQu20,fumbles_forced,0,,,,,
player,201111200chi,sdg,WeddEr99,def_int,0,,,,,
player,201111200chi,sdg,WeddEr99,def_int_yds,0,,,,,
player,201111200chi,sdg,WeddEr99,def_int_td,0,,,,,
player,201111200chi,sdg,WeddEr99,def_int_long,0,,,,,
player,201111200chi,sdg,WeddEr99,pass_defended,0,,,,,
player,201111200chi,sdg,WeddEr99,sacks,0.0,,,,,
player,201111200chi,sdg,WeddEr99,tackles_combined,5,,,,,
player,201111200chi,sdg,WeddEr99,tackles_solo,5,,,,,
player,201111200chi,sdg,WeddEr99,tackles_assists,0,,,,,
player,201111200chi,sdg,WeddEr99,tackles_loss,1,,,,,
player,201111200chi,sdg,WeddEr99,qb_hits,0,,,,,
player,201111200chi,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201111200chi,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201111200chi,sdg,DiggNa20,def_int,0,,,,,
player,201111200chi,sdg,DiggNa20,def_int_yds,0,,,,,
player,201111200chi,sdg,DiggNa20,def_int_td,0,,,,,
player,201111200chi,sdg,DiggNa20,def_int_long,0,,,,,
player,201111200chi,sdg,DiggNa20,pass_defended,0,,,,,
player,201111200chi,sdg,DiggNa20,sacks,0.0,,,,,
player,201111200chi,sdg,DiggNa20,tackles_combined,4,,,,,
player,201111200chi,sdg,DiggNa20,tackles_solo,4,,,,,
player,201111200chi,sdg,DiggNa20,tackles_assists,0,,,,,
player,201111200chi,sdg,DiggNa20,tackles_loss,0,,,,,
player,201111200chi,sdg,DiggNa20,qb_hits,0,,,,,
player,201111200chi,sdg,DiggNa20,fumbles_rec,0,,,,,
player,201111200chi,sdg,DiggNa20,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,DiggNa20,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,DiggNa20,fumbles_forced,0,,,,,
player,201111200chi,sdg,MartVa99,def_int,0,,,,,
player,201111200chi,sdg,MartVa99,def_int_yds,0,,,,,
player,201111200chi,sdg,MartVa99,def_int_td,0,,,,,
player,201111200chi,sdg,MartVa99,def_int_long,0,,,,,
player,201111200chi,sdg,MartVa99,pass_defended,0,,,,,
player,201111200chi,sdg,MartVa99,sacks,0.0,,,,,
player,201111200chi,sdg,MartVa99,tackles_combined,4,,,,,
player,201111200chi,sdg,MartVa99,tackles_solo,4,,,,,
player,201111200chi,sdg,MartVa99,tackles_assists,0,,,,,
player,201111200chi,sdg,MartVa99,tackles_loss,1,,,,,
player,201111200chi,sdg,MartVa99,qb_hits,0,,,,,
player,201111200chi,sdg,MartVa99,fumbles_rec,0,,,,,
player,201111200chi,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,MartVa99,fumbles_forced,0,,,,,
player,201111200chi,sdg,ButlDo99,def_int,0,,,,,
player,201111200chi,sdg,ButlDo99,def_int_yds,0,,,,,
player,201111200chi,sdg,ButlDo99,def_int_td,0,,,,,
player,201111200chi,sdg,ButlDo99,def_int_long,0,,,,,
player,201111200chi,sdg,ButlDo99,pass_defended,0,,,,,
player,201111200chi,sdg,ButlDo99,sacks,0.0,,,,,
player,201111200chi,sdg,ButlDo99,tackles_combined,3,,,,,
player,201111200chi,sdg,ButlDo99,tackles_solo,2,,,,,
player,201111200chi,sdg,ButlDo99,tackles_assists,1,,,,,
player,201111200chi,sdg,ButlDo99,tackles_loss,0,,,,,
player,201111200chi,sdg,ButlDo99,qb_hits,0,,,,,
player,201111200chi,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201111200chi,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201111200chi,sdg,GregSt20,def_int,0,,,,,
player,201111200chi,sdg,GregSt20,def_int_yds,0,,,,,
player,201111200chi,sdg,GregSt20,def_int_td,0,,,,,
player,201111200chi,sdg,GregSt20,def_int_long,0,,,,,
player,201111200chi,sdg,GregSt20,pass_defended,0,,,,,
player,201111200chi,sdg,GregSt20,sacks,0.0,,,,,
player,201111200chi,sdg,GregSt20,tackles_combined,3,,,,,
player,201111200chi,sdg,GregSt20,tackles_solo,2,,,,,
player,201111200chi,sdg,GregSt20,tackles_assists,1,,,,,
player,201111200chi,sdg,GregSt20,tackles_loss,0,,,,,
player,201111200chi,sdg,GregSt20,qb_hits,0,,,,,
player,201111200chi,sdg,GregSt20,fumbles_rec,0,,,,,
player,201111200chi,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,GregSt20,fumbles_forced,0,,,,,
player,201111200chi,sdg,SpikTa00,def_int,0,,,,,
player,201111200chi,sdg,SpikTa00,def_int_yds,0,,,,,
player,201111200chi,sdg,SpikTa00,def_int_td,0,,,,,
player,201111200chi,sdg,SpikTa00,def_int_long,0,,,,,
player,201111200chi,sdg,SpikTa00,pass_defended,0,,,,,
player,201111200chi,sdg,SpikTa00,sacks,0.0,,,,,
player,201111200chi,sdg,SpikTa00,tackles_combined,3,,,,,
player,201111200chi,sdg,SpikTa00,tackles_solo,3,,,,,
player,201111200chi,sdg,SpikTa00,tackles_assists,0,,,,,
player,201111200chi,sdg,SpikTa00,tackles_loss,0,,,,,
player,201111200chi,sdg,SpikTa00,qb_hits,0,,,,,
player,201111200chi,sdg,SpikTa00,fumbles_rec,0,,,,,
player,201111200chi,sdg,SpikTa00,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,SpikTa00,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,SpikTa00,fumbles_forced,0,,,,,
player,201111200chi,sdg,ThomCa99,def_int,0,,,,,
player,201111200chi,sdg,ThomCa99,def_int_yds,0,,,,,
player,201111200chi,sdg,ThomCa99,def_int_td,0,,,,,
player,201111200chi,sdg,ThomCa99,def_int_long,0,,,,,
player,201111200chi,sdg,ThomCa99,pass_defended,1,,,,,
player,201111200chi,sdg,ThomCa99,sacks,0.0,,,,,
player,201111200chi,sdg,ThomCa99,tackles_combined,3,,,,,
player,201111200chi,sdg,ThomCa99,tackles_solo,3,,,,,
player,201111200chi,sdg,ThomCa99,tackles_assists,0,,,,,
player,201111200chi,sdg,ThomCa99,tackles_loss,0,,,,,
player,201111200chi,sdg,ThomCa99,qb_hits,0,,,,,
player,201111200chi,sdg,ThomCa99,fumbles_rec,0,,,,,
player,201111200chi,sdg,ThomCa99,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,ThomCa99,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,ThomCa99,fumbles_forced,0,,,,,
player,201111200chi,sdg,BirdBr00,def_int,0,,,,,
player,201111200chi,sdg,BirdBr00,def_int_yds,0,,,,,
player,201111200chi,sdg,BirdBr00,def_int_td,0,,,,,
player,201111200chi,sdg,BirdBr00,def_int_long,0,,,,,
player,201111200chi,sdg,BirdBr00,pass_defended,0,,,,,
player,201111200chi,sdg,BirdBr00,sacks,0.0,,,,,
player,201111200chi,sdg,BirdBr00,tackles_combined,2,,,,,
player,201111200chi,sdg,BirdBr00,tackles_solo,2,,,,,
player,201111200chi,sdg,BirdBr00,tackles_assists,0,,,,,
player,201111200chi,sdg,BirdBr00,tackles_loss,0,,,,,
player,201111200chi,sdg,BirdBr00,qb_hits,0,,,,,
player,201111200chi,sdg,BirdBr00,fumbles_rec,0,,,,,
player,201111200chi,sdg,BirdBr00,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,BirdBr00,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,BirdBr00,fumbles_forced,0,,,,,
player,201111200chi,sdg,GaraAn20,def_int,0,,,,,
player,201111200chi,sdg,GaraAn20,def_int_yds,0,,,,,
player,201111200chi,sdg,GaraAn20,def_int_td,0,,,,,
player,201111200chi,sdg,GaraAn20,def_int_long,0,,,,,
player,201111200chi,sdg,GaraAn20,pass_defended,0,,,,,
player,201111200chi,sdg,GaraAn20,sacks,0.0,,,,,
player,201111200chi,sdg,GaraAn20,tackles_combined,2,,,,,
player,201111200chi,sdg,GaraAn20,tackles_solo,2,,,,,
player,201111200chi,sdg,GaraAn20,tackles_assists,0,,,,,
player,201111200chi,sdg,GaraAn20,tackles_loss,0,,,,,
player,201111200chi,sdg,GaraAn20,qb_hits,0,,,,,
player,201111200chi,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201111200chi,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201111200chi,sdg,LaBoTr20,def_int,0,,,,,
player,201111200chi,sdg,LaBoTr20,def_int_yds,0,,,,,
player,201111200chi,sdg,LaBoTr20,def_int_td,0,,,,,
player,201111200chi,sdg,LaBoTr20,def_int_long,0,,,,,
player,201111200chi,sdg,LaBoTr20,pass_defended,0,,,,,
player,201111200chi,sdg,LaBoTr20,sacks,0.0,,,,,
player,201111200chi,sdg,LaBoTr20,tackles_combined,2,,,,,
player,201111200chi,sdg,LaBoTr20,tackles_solo,2,,,,,
player,201111200chi,sdg,LaBoTr20,tackles_assists,0,,,,,
player,201111200chi,sdg,LaBoTr20,tackles_loss,0,,,,,
player,201111200chi,sdg,LaBoTr20,qb_hits,0,,,,,
player,201111200chi,sdg,LaBoTr20,fumbles_rec,0,,,,,
player,201111200chi,sdg,LaBoTr20,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,LaBoTr20,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,LaBoTr20,fumbles_forced,0,,,,,
player,201111200chi,sdg,OlivPa20,def_int,0,,,,,
player,201111200chi,sdg,OlivPa20,def_int_yds,0,,,,,
player,201111200chi,sdg,OlivPa20,def_int_td,0,,,,,
player,201111200chi,sdg,OlivPa20,def_int_long,0,,,,,
player,201111200chi,sdg,OlivPa20,pass_defended,0,,,,,
player,201111200chi,sdg,OlivPa20,sacks,0.0,,,,,
player,201111200chi,sdg,OlivPa20,tackles_combined,2,,,,,
player,201111200chi,sdg,OlivPa20,tackles_solo,2,,,,,
player,201111200chi,sdg,OlivPa20,tackles_assists,0,,,,,
player,201111200chi,sdg,OlivPa20,tackles_loss,0,,,,,
player,201111200chi,sdg,OlivPa20,qb_hits,0,,,,,
player,201111200chi,sdg,OlivPa20,fumbles_rec,0,,,,,
player,201111200chi,sdg,OlivPa20,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,OlivPa20,fumbles_forced,0,,,,,
player,201111200chi,sdg,BarnAn99,def_int,0,,,,,
player,201111200chi,sdg,BarnAn99,def_int_yds,0,,,,,
player,201111200chi,sdg,BarnAn99,def_int_td,0,,,,,
player,201111200chi,sdg,BarnAn99,def_int_long,0,,,,,
player,201111200chi,sdg,BarnAn99,pass_defended,0,,,,,
player,201111200chi,sdg,BarnAn99,sacks,0.0,,,,,
player,201111200chi,sdg,BarnAn99,tackles_combined,1,,,,,
player,201111200chi,sdg,BarnAn99,tackles_solo,1,,,,,
player,201111200chi,sdg,BarnAn99,tackles_assists,0,,,,,
player,201111200chi,sdg,BarnAn99,tackles_loss,0,,,,,
player,201111200chi,sdg,BarnAn99,qb_hits,3,,,,,
player,201111200chi,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201111200chi,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201111200chi,sdg,BrowEv99,def_int,0,,,,,
player,201111200chi,sdg,BrowEv99,def_int_yds,0,,,,,
player,201111200chi,sdg,BrowEv99,def_int_td,0,,,,,
player,201111200chi,sdg,BrowEv99,def_int_long,0,,,,,
player,201111200chi,sdg,BrowEv99,pass_defended,0,,,,,
player,201111200chi,sdg,BrowEv99,sacks,0.0,,,,,
player,201111200chi,sdg,BrowEv99,tackles_combined,1,,,,,
player,201111200chi,sdg,BrowEv99,tackles_solo,1,,,,,
player,201111200chi,sdg,BrowEv99,tackles_assists,0,,,,,
player,201111200chi,sdg,BrowEv99,tackles_loss,0,,,,,
player,201111200chi,sdg,BrowEv99,qb_hits,0,,,,,
player,201111200chi,sdg,BrowEv99,fumbles_rec,0,,,,,
player,201111200chi,sdg,BrowEv99,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,BrowEv99,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,BrowEv99,fumbles_forced,0,,,,,
player,201111200chi,sdg,CesaJa20,def_int,0,,,,,
player,201111200chi,sdg,CesaJa20,def_int_yds,0,,,,,
player,201111200chi,sdg,CesaJa20,def_int_td,0,,,,,
player,201111200chi,sdg,CesaJa20,def_int_long,0,,,,,
player,201111200chi,sdg,CesaJa20,pass_defended,0,,,,,
player,201111200chi,sdg,CesaJa20,sacks,0.0,,,,,
player,201111200chi,sdg,CesaJa20,tackles_combined,1,,,,,
player,201111200chi,sdg,CesaJa20,tackles_solo,1,,,,,
player,201111200chi,sdg,CesaJa20,tackles_assists,0,,,,,
player,201111200chi,sdg,CesaJa20,tackles_loss,0,,,,,
player,201111200chi,sdg,CesaJa20,qb_hits,0,,,,,
player,201111200chi,sdg,CesaJa20,fumbles_rec,0,,,,,
player,201111200chi,sdg,CesaJa20,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,CesaJa20,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,CesaJa20,fumbles_forced,0,,,,,
player,201111200chi,sdg,GoodRi00,def_int,0,,,,,
player,201111200chi,sdg,GoodRi00,def_int_yds,0,,,,,
player,201111200chi,sdg,GoodRi00,def_int_td,0,,,,,
player,201111200chi,sdg,GoodRi00,def_int_long,0,,,,,
player,201111200chi,sdg,GoodRi00,pass_defended,0,,,,,
player,201111200chi,sdg,GoodRi00,sacks,0.0,,,,,
player,201111200chi,sdg,GoodRi00,tackles_combined,1,,,,,
player,201111200chi,sdg,GoodRi00,tackles_solo,1,,,,,
player,201111200chi,sdg,GoodRi00,tackles_assists,0,,,,,
player,201111200chi,sdg,GoodRi00,tackles_loss,0,,,,,
player,201111200chi,sdg,GoodRi00,qb_hits,0,,,,,
player,201111200chi,sdg,GoodRi00,fumbles_rec,0,,,,,
player,201111200chi,sdg,GoodRi00,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,GoodRi00,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,GoodRi00,fumbles_forced,0,,,,,
player,201111200chi,sdg,HarrTo99,def_int,0,,,,,
player,201111200chi,sdg,HarrTo99,def_int_yds,0,,,,,
player,201111200chi,sdg,HarrTo99,def_int_td,0,,,,,
player,201111200chi,sdg,HarrTo99,def_int_long,0,,,,,
player,201111200chi,sdg,HarrTo99,pass_defended,0,,,,,
player,201111200chi,sdg,HarrTo99,sacks,0.0,,,,,
player,201111200chi,sdg,HarrTo99,tackles_combined,1,,,,,
player,201111200chi,sdg,HarrTo99,tackles_solo,1,,,,,
player,201111200chi,sdg,HarrTo99,tackles_assists,0,,,,,
player,201111200chi,sdg,HarrTo99,tackles_loss,0,,,,,
player,201111200chi,sdg,HarrTo99,qb_hits,0,,,,,
player,201111200chi,sdg,HarrTo99,fumbles_rec,0,,,,,
player,201111200chi,sdg,HarrTo99,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,HarrTo99,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,HarrTo99,fumbles_forced,0,,,,,
player,201111200chi,sdg,HestJa00,def_int,0,,,,,
player,201111200chi,sdg,HestJa00,def_int_yds,0,,,,,
player,201111200chi,sdg,HestJa00,def_int_td,0,,,,,
player,201111200chi,sdg,HestJa00,def_int_long,0,,,,,
player,201111200chi,sdg,HestJa00,pass_defended,0,,,,,
player,201111200chi,sdg,HestJa00,sacks,0.0,,,,,
player,201111200chi,sdg,HestJa00,tackles_combined,1,,,,,
player,201111200chi,sdg,HestJa00,tackles_solo,1,,,,,
player,201111200chi,sdg,HestJa00,tackles_assists,0,,,,,
player,201111200chi,sdg,HestJa00,tackles_loss,0,,,,,
player,201111200chi,sdg,HestJa00,qb_hits,0,,,,,
player,201111200chi,sdg,HestJa00,fumbles_rec,0,,,,,
player,201111200chi,sdg,HestJa00,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,HestJa00,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,HestJa00,fumbles_forced,0,,,,,
player,201111200chi,sdg,HughDa99,def_int,0,,,,,
player,201111200chi,sdg,HughDa99,def_int_yds,0,,,,,
player,201111200chi,sdg,HughDa99,def_int_td,0,,,,,
player,201111200chi,sdg,HughDa99,def_int_long,0,,,,,
player,201111200chi,sdg,HughDa99,pass_defended,0,,,,,
player,201111200chi,sdg,HughDa99,sacks,0.0,,,,,
player,201111200chi,sdg,HughDa99,tackles_combined,1,,,,,
player,201111200chi,sdg,HughDa99,tackles_solo,0,,,,,
player,201111200chi,sdg,HughDa99,tackles_assists,1,,,,,
player,201111200chi,sdg,HughDa99,tackles_loss,0,,,,,
player,201111200chi,sdg,HughDa99,qb_hits,0,,,,,
player,201111200chi,sdg,HughDa99,fumbles_rec,0,,,,,
player,201111200chi,sdg,HughDa99,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,HughDa99,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,HughDa99,fumbles_forced,0,,,,,
player,201111200chi,sdg,LiugCo00,def_int,0,,,,,
player,201111200chi,sdg,LiugCo00,def_int_yds,0,,,,,
player,201111200chi,sdg,LiugCo00,def_int_td,0,,,,,
player,201111200chi,sdg,LiugCo00,def_int_long,0,,,,,
player,201111200chi,sdg,LiugCo00,pass_defended,0,,,,,
player,201111200chi,sdg,LiugCo00,sacks,0.0,,,,,
player,201111200chi,sdg,LiugCo00,tackles_combined,1,,,,,
player,201111200chi,sdg,LiugCo00,tackles_solo,1,,,,,
player,201111200chi,sdg,LiugCo00,tackles_assists,0,,,,,
player,201111200chi,sdg,LiugCo00,tackles_loss,0,,,,,
player,201111200chi,sdg,LiugCo00,qb_hits,0,,,,,
player,201111200chi,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201111200chi,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201111200chi,sdg,StucDa20,def_int,0,,,,,
player,201111200chi,sdg,StucDa20,def_int_yds,0,,,,,
player,201111200chi,sdg,StucDa20,def_int_td,0,,,,,
player,201111200chi,sdg,StucDa20,def_int_long,0,,,,,
player,201111200chi,sdg,StucDa20,pass_defended,0,,,,,
player,201111200chi,sdg,StucDa20,sacks,0.0,,,,,
player,201111200chi,sdg,StucDa20,tackles_combined,1,,,,,
player,201111200chi,sdg,StucDa20,tackles_solo,1,,,,,
player,201111200chi,sdg,StucDa20,tackles_assists,0,,,,,
player,201111200chi,sdg,StucDa20,tackles_loss,0,,,,,
player,201111200chi,sdg,StucDa20,qb_hits,0,,,,,
player,201111200chi,sdg,StucDa20,fumbles_rec,0,,,,,
player,201111200chi,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,StucDa20,fumbles_forced,0,,,,,
player,201111200chi,sdg,TolbMi00,def_int,0,,,,,
player,201111200chi,sdg,TolbMi00,def_int_yds,0,,,,,
player,201111200chi,sdg,TolbMi00,def_int_td,0,,,,,
player,201111200chi,sdg,TolbMi00,def_int_long,0,,,,,
player,201111200chi,sdg,TolbMi00,pass_defended,0,,,,,
player,201111200chi,sdg,TolbMi00,sacks,0.0,,,,,
player,201111200chi,sdg,TolbMi00,tackles_combined,1,,,,,
player,201111200chi,sdg,TolbMi00,tackles_solo,1,,,,,
player,201111200chi,sdg,TolbMi00,tackles_assists,0,,,,,
player,201111200chi,sdg,TolbMi00,tackles_loss,0,,,,,
player,201111200chi,sdg,TolbMi00,qb_hits,0,,,,,
player,201111200chi,sdg,TolbMi00,fumbles_rec,0,,,,,
player,201111200chi,sdg,TolbMi00,fumbles_rec_yds,0,,,,,
player,201111200chi,sdg,TolbMi00,fumbles_rec_td,0,,,,,
player,201111200chi,sdg,TolbMi00,fumbles_forced,0,,,,,
player,201111200chi,chi,WrigMa99,def_int,1,,,,,
player,201111200chi,chi,WrigMa99,def_int_yds,0,,,,,
player,201111200chi,chi,WrigMa99,def_int_td,0,,,,,
player,201111200chi,chi,WrigMa99,def_int_long,0,,,,,
player,201111200chi,chi,WrigMa99,pass_defended,1,,,,,
player,201111200chi,chi,WrigMa99,sacks,0.0,,,,,
player,201111200chi,chi,WrigMa99,tackles_combined,3,,,,,
player,201111200chi,chi,WrigMa99,tackles_solo,2,,,,,
player,201111200chi,chi,WrigMa99,tackles_assists,1,,,,,
player,201111200chi,chi,WrigMa99,tackles_loss,1,,,,,
player,201111200chi,chi,WrigMa99,qb_hits,0,,,,,
player,201111200chi,chi,WrigMa99,fumbles_rec,0,,,,,
player,201111200chi,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,WrigMa99,fumbles_forced,0,,,,,
player,201111200chi,chi,GrahCo99,def_int,1,,,,,
player,201111200chi,chi,GrahCo99,def_int_yds,10,,,,,
player,201111200chi,chi,GrahCo99,def_int_td,0,,,,,
player,201111200chi,chi,GrahCo99,def_int_long,10,,,,,
player,201111200chi,chi,GrahCo99,pass_defended,1,,,,,
player,201111200chi,chi,GrahCo99,sacks,0.0,,,,,
player,201111200chi,chi,GrahCo99,tackles_combined,1,,,,,
player,201111200chi,chi,GrahCo99,tackles_solo,1,,,,,
player,201111200chi,chi,GrahCo99,tackles_assists,0,,,,,
player,201111200chi,chi,GrahCo99,tackles_loss,0,,,,,
player,201111200chi,chi,GrahCo99,qb_hits,0,,,,,
player,201111200chi,chi,GrahCo99,fumbles_rec,0,,,,,
player,201111200chi,chi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,GrahCo99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,GrahCo99,fumbles_forced,0,,,,,
player,201111200chi,chi,TillCh20,def_int,0,,,,,
player,201111200chi,chi,TillCh20,def_int_yds,0,,,,,
player,201111200chi,chi,TillCh20,def_int_td,0,,,,,
player,201111200chi,chi,TillCh20,def_int_long,0,,,,,
player,201111200chi,chi,TillCh20,pass_defended,0,,,,,
player,201111200chi,chi,TillCh20,sacks,0.0,,,,,
player,201111200chi,chi,TillCh20,tackles_combined,7,,,,,
player,201111200chi,chi,TillCh20,tackles_solo,6,,,,,
player,201111200chi,chi,TillCh20,tackles_assists,1,,,,,
player,201111200chi,chi,TillCh20,tackles_loss,0,,,,,
player,201111200chi,chi,TillCh20,qb_hits,0,,,,,
player,201111200chi,chi,TillCh20,fumbles_rec,1,,,,,
player,201111200chi,chi,TillCh20,fumbles_rec_yds,3,,,,,
player,201111200chi,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201111200chi,chi,TillCh20,fumbles_forced,1,,,,,
player,201111200chi,chi,BrigLa99,def_int,0,,,,,
player,201111200chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201111200chi,chi,BrigLa99,def_int_td,0,,,,,
player,201111200chi,chi,BrigLa99,def_int_long,0,,,,,
player,201111200chi,chi,BrigLa99,pass_defended,0,,,,,
player,201111200chi,chi,BrigLa99,sacks,0.0,,,,,
player,201111200chi,chi,BrigLa99,tackles_combined,5,,,,,
player,201111200chi,chi,BrigLa99,tackles_solo,4,,,,,
player,201111200chi,chi,BrigLa99,tackles_assists,1,,,,,
player,201111200chi,chi,BrigLa99,tackles_loss,2,,,,,
player,201111200chi,chi,BrigLa99,qb_hits,0,,,,,
player,201111200chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201111200chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,BrigLa99,fumbles_forced,1,,,,,
player,201111200chi,chi,IdonIs20,def_int,0,,,,,
player,201111200chi,chi,IdonIs20,def_int_yds,0,,,,,
player,201111200chi,chi,IdonIs20,def_int_td,0,,,,,
player,201111200chi,chi,IdonIs20,def_int_long,0,,,,,
player,201111200chi,chi,IdonIs20,pass_defended,0,,,,,
player,201111200chi,chi,IdonIs20,sacks,0.0,,,,,
player,201111200chi,chi,IdonIs20,tackles_combined,5,,,,,
player,201111200chi,chi,IdonIs20,tackles_solo,5,,,,,
player,201111200chi,chi,IdonIs20,tackles_assists,0,,,,,
player,201111200chi,chi,IdonIs20,tackles_loss,0,,,,,
player,201111200chi,chi,IdonIs20,qb_hits,0,,,,,
player,201111200chi,chi,IdonIs20,fumbles_rec,0,,,,,
player,201111200chi,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201111200chi,chi,IdonIs20,fumbles_forced,0,,,,,
player,201111200chi,chi,ContCh00,def_int,0,,,,,
player,201111200chi,chi,ContCh00,def_int_yds,0,,,,,
player,201111200chi,chi,ContCh00,def_int_td,0,,,,,
player,201111200chi,chi,ContCh00,def_int_long,0,,,,,
player,201111200chi,chi,ContCh00,pass_defended,0,,,,,
player,201111200chi,chi,ContCh00,sacks,0.0,,,,,
player,201111200chi,chi,ContCh00,tackles_combined,4,,,,,
player,201111200chi,chi,ContCh00,tackles_solo,2,,,,,
player,201111200chi,chi,ContCh00,tackles_assists,2,,,,,
player,201111200chi,chi,ContCh00,tackles_loss,0,,,,,
player,201111200chi,chi,ContCh00,qb_hits,0,,,,,
player,201111200chi,chi,ContCh00,fumbles_rec,0,,,,,
player,201111200chi,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201111200chi,chi,ContCh00,fumbles_forced,0,,,,,
player,201111200chi,chi,JennTi20,def_int,0,,,,,
player,201111200chi,chi,JennTi20,def_int_yds,0,,,,,
player,201111200chi,chi,JennTi20,def_int_td,0,,,,,
player,201111200chi,chi,JennTi20,def_int_long,0,,,,,
player,201111200chi,chi,JennTi20,pass_defended,0,,,,,
player,201111200chi,chi,JennTi20,sacks,0.0,,,,,
player,201111200chi,chi,JennTi20,tackles_combined,4,,,,,
player,201111200chi,chi,JennTi20,tackles_solo,4,,,,,
player,201111200chi,chi,JennTi20,tackles_assists,0,,,,,
player,201111200chi,chi,JennTi20,tackles_loss,0,,,,,
player,201111200chi,chi,JennTi20,qb_hits,0,,,,,
player,201111200chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201111200chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201111200chi,chi,JennTi20,fumbles_forced,0,,,,,
player,201111200chi,chi,UrlaBr00,def_int,0,,,,,
player,201111200chi,chi,UrlaBr00,def_int_yds,0,,,,,
player,201111200chi,chi,UrlaBr00,def_int_td,0,,,,,
player,201111200chi,chi,UrlaBr00,def_int_long,0,,,,,
