game,2011,8,20111030,201110300htx,jax,"Jacksonville Jaguars",14,htx,"Houston Texans",24
player,201110300htx,jax,KariDe00,rec_yds,0,,,,,
player,201110300htx,jax,KariDe00,rec_td,0,,,,,
player,201110300htx,jax,KariDe00,rec_long,0,,,,,
player,201110300htx,jax,KariDe00,fumbles,0,,,,,
player,201110300htx,jax,KariDe00,fumbles_lost,,,,,,
player,201110300htx,jax,LewiMa00,pass_cmp,0,,,,,
player,201110300htx,jax,LewiMa00,pass_att,0,,,,,
player,201110300htx,jax,LewiMa00,pass_yds,0,,,,,
player,201110300htx,jax,LewiMa00,pass_td,0,,,,,
player,201110300htx,jax,LewiMa00,pass_int,0,,,,,
player,201110300htx,jax,LewiMa00,pass_sacked,0,,,,,
player,201110300htx,jax,LewiMa00,pass_sacked_yds,0,,,,,
player,201110300htx,jax,LewiMa00,pass_long,0,,,,,
player,201110300htx,jax,LewiMa00,pass_rating,,,,,,
player,201110300htx,jax,LewiMa00,rush_att,0,,,,,
player,201110300htx,jax,LewiMa00,rush_yds,0,,,,,
player,201110300htx,jax,LewiMa00,rush_td,0,,,,,
player,201110300htx,jax,LewiMa00,rush_long,0,,,,,
player,201110300htx,jax,LewiMa00,targets,9,,,,,
player,201110300htx,jax,LewiMa00,rec,4,,,,,
player,201110300htx,jax,LewiMa00,rec_yds,45,,,,,
player,201110300htx,jax,LewiMa00,rec_td,0,,,,,
player,201110300htx,jax,LewiMa00,rec_long,21,,,,,
player,201110300htx,jax,LewiMa00,fumbles,0,,,,,
player,201110300htx,jax,LewiMa00,fumbles_lost,,,,,,
player,201110300htx,jax,ThomMi01,pass_cmp,0,,,,,
player,201110300htx,jax,ThomMi01,pass_att,0,,,,,
player,201110300htx,jax,ThomMi01,pass_yds,0,,,,,
player,201110300htx,jax,ThomMi01,pass_td,0,,,,,
player,201110300htx,jax,ThomMi01,pass_int,0,,,,,
player,201110300htx,jax,ThomMi01,pass_sacked,0,,,,,
player,201110300htx,jax,ThomMi01,pass_sacked_yds,0,,,,,
player,201110300htx,jax,ThomMi01,pass_long,0,,,,,
player,201110300htx,jax,ThomMi01,pass_rating,,,,,,
player,201110300htx,jax,ThomMi01,rush_att,0,,,,,
player,201110300htx,jax,ThomMi01,rush_yds,0,,,,,
player,201110300htx,jax,ThomMi01,rush_td,0,,,,,
player,201110300htx,jax,ThomMi01,rush_long,0,,,,,
player,201110300htx,jax,ThomMi01,targets,4,,,,,
player,201110300htx,jax,ThomMi01,rec,3,,,,,
player,201110300htx,jax,ThomMi01,rec_yds,24,,,,,
player,201110300htx,jax,ThomMi01,rec_td,0,,,,,
player,201110300htx,jax,ThomMi01,rec_long,12,,,,,
player,201110300htx,jax,ThomMi01,fumbles,0,,,,,
player,201110300htx,jax,ThomMi01,fumbles_lost,,,,,,
player,201110300htx,jax,DillJa00,pass_cmp,0,,,,,
player,201110300htx,jax,DillJa00,pass_att,0,,,,,
player,201110300htx,jax,DillJa00,pass_yds,0,,,,,
player,201110300htx,jax,DillJa00,pass_td,0,,,,,
player,201110300htx,jax,DillJa00,pass_int,0,,,,,
player,201110300htx,jax,DillJa00,pass_sacked,0,,,,,
player,201110300htx,jax,DillJa00,pass_sacked_yds,0,,,,,
player,201110300htx,jax,DillJa00,pass_long,0,,,,,
player,201110300htx,jax,DillJa00,pass_rating,,,,,,
player,201110300htx,jax,DillJa00,rush_att,0,,,,,
player,201110300htx,jax,DillJa00,rush_yds,0,,,,,
player,201110300htx,jax,DillJa00,rush_td,0,,,,,
player,201110300htx,jax,DillJa00,rush_long,0,,,,,
player,201110300htx,jax,DillJa00,targets,3,,,,,
player,201110300htx,jax,DillJa00,rec,1,,,,,
player,201110300htx,jax,DillJa00,rec_yds,12,,,,,
player,201110300htx,jax,DillJa00,rec_td,0,,,,,
player,201110300htx,jax,DillJa00,rec_long,12,,,,,
player,201110300htx,jax,DillJa00,fumbles,0,,,,,
player,201110300htx,jax,DillJa00,fumbles_lost,,,,,,
player,201110300htx,jax,HillJa00,pass_cmp,0,,,,,
player,201110300htx,jax,HillJa00,pass_att,0,,,,,
player,201110300htx,jax,HillJa00,pass_yds,0,,,,,
player,201110300htx,jax,HillJa00,pass_td,0,,,,,
player,201110300htx,jax,HillJa00,pass_int,0,,,,,
player,201110300htx,jax,HillJa00,pass_sacked,0,,,,,
player,201110300htx,jax,HillJa00,pass_sacked_yds,0,,,,,
player,201110300htx,jax,HillJa00,pass_long,0,,,,,
player,201110300htx,jax,HillJa00,pass_rating,,,,,,
player,201110300htx,jax,HillJa00,rush_att,0,,,,,
player,201110300htx,jax,HillJa00,rush_yds,0,,,,,
player,201110300htx,jax,HillJa00,rush_td,0,,,,,
player,201110300htx,jax,HillJa00,rush_long,0,,,,,
player,201110300htx,jax,HillJa00,targets,5,,,,,
player,201110300htx,jax,HillJa00,rec,1,,,,,
player,201110300htx,jax,HillJa00,rec_yds,5,,,,,
player,201110300htx,jax,HillJa00,rec_td,1,,,,,
player,201110300htx,jax,HillJa00,rec_long,5,,,,,
player,201110300htx,jax,HillJa00,fumbles,0,,,,,
player,201110300htx,jax,HillJa00,fumbles_lost,,,,,,
player,201110300htx,jax,JoneGr01,pass_cmp,0,,,,,
player,201110300htx,jax,JoneGr01,pass_att,0,,,,,
player,201110300htx,jax,JoneGr01,pass_yds,0,,,,,
player,201110300htx,jax,JoneGr01,pass_td,0,,,,,
player,201110300htx,jax,JoneGr01,pass_int,0,,,,,
player,201110300htx,jax,JoneGr01,pass_sacked,0,,,,,
player,201110300htx,jax,JoneGr01,pass_sacked_yds,0,,,,,
player,201110300htx,jax,JoneGr01,pass_long,0,,,,,
player,201110300htx,jax,JoneGr01,pass_rating,,,,,,
player,201110300htx,jax,JoneGr01,rush_att,0,,,,,
player,201110300htx,jax,JoneGr01,rush_yds,0,,,,,
player,201110300htx,jax,JoneGr01,rush_td,0,,,,,
player,201110300htx,jax,JoneGr01,rush_long,0,,,,,
player,201110300htx,jax,JoneGr01,targets,1,,,,,
player,201110300htx,jax,JoneGr01,rec,0,,,,,
player,201110300htx,jax,JoneGr01,rec_yds,0,,,,,
player,201110300htx,jax,JoneGr01,rec_td,0,,,,,
player,201110300htx,jax,JoneGr01,rec_long,0,,,,,
player,201110300htx,jax,JoneGr01,fumbles,0,,,,,
player,201110300htx,jax,JoneGr01,fumbles_lost,,,,,,
player,201110300htx,jax,WalkMi01,pass_cmp,0,,,,,
player,201110300htx,jax,WalkMi01,pass_att,0,,,,,
player,201110300htx,jax,WalkMi01,pass_yds,0,,,,,
player,201110300htx,jax,WalkMi01,pass_td,0,,,,,
player,201110300htx,jax,WalkMi01,pass_int,0,,,,,
player,201110300htx,jax,WalkMi01,pass_sacked,0,,,,,
player,201110300htx,jax,WalkMi01,pass_sacked_yds,0,,,,,
player,201110300htx,jax,WalkMi01,pass_long,0,,,,,
player,201110300htx,jax,WalkMi01,pass_rating,,,,,,
player,201110300htx,jax,WalkMi01,rush_att,0,,,,,
player,201110300htx,jax,WalkMi01,rush_yds,0,,,,,
player,201110300htx,jax,WalkMi01,rush_td,0,,,,,
player,201110300htx,jax,WalkMi01,rush_long,0,,,,,
player,201110300htx,jax,WalkMi01,targets,4,,,,,
player,201110300htx,jax,WalkMi01,rec,0,,,,,
player,201110300htx,jax,WalkMi01,rec_yds,0,,,,,
player,201110300htx,jax,WalkMi01,rec_td,0,,,,,
player,201110300htx,jax,WalkMi01,rec_long,0,,,,,
player,201110300htx,jax,WalkMi01,fumbles,0,,,,,
player,201110300htx,jax,WalkMi01,fumbles_lost,,,,,,
player,201110300htx,jax,RuckMa00,pass_cmp,0,,,,,
player,201110300htx,jax,RuckMa00,pass_att,0,,,,,
player,201110300htx,jax,RuckMa00,pass_yds,0,,,,,
player,201110300htx,jax,RuckMa00,pass_td,0,,,,,
player,201110300htx,jax,RuckMa00,pass_int,0,,,,,
player,201110300htx,jax,RuckMa00,pass_sacked,0,,,,,
player,201110300htx,jax,RuckMa00,pass_sacked_yds,0,,,,,
player,201110300htx,jax,RuckMa00,pass_long,0,,,,,
player,201110300htx,jax,RuckMa00,pass_rating,,,,,,
player,201110300htx,jax,RuckMa00,rush_att,0,,,,,
player,201110300htx,jax,RuckMa00,rush_yds,0,,,,,
player,201110300htx,jax,RuckMa00,rush_td,0,,,,,
player,201110300htx,jax,RuckMa00,rush_long,0,,,,,
player,201110300htx,jax,RuckMa00,targets,1,,,,,
player,201110300htx,jax,RuckMa00,rec,0,,,,,
player,201110300htx,jax,RuckMa00,rec_yds,0,,,,,
player,201110300htx,jax,RuckMa00,rec_td,0,,,,,
player,201110300htx,jax,RuckMa00,rec_long,0,,,,,
player,201110300htx,jax,RuckMa00,fumbles,0,,,,,
player,201110300htx,jax,RuckMa00,fumbles_lost,,,,,,
player,201110300htx,htx,SchaMa00,pass_cmp,16,,,,,
player,201110300htx,htx,SchaMa00,pass_att,30,,,,,
player,201110300htx,htx,SchaMa00,pass_yds,225,,,,,
player,201110300htx,htx,SchaMa00,pass_td,1,,,,,
player,201110300htx,htx,SchaMa00,pass_int,0,,,,,
player,201110300htx,htx,SchaMa00,pass_sacked,2,,,,,
player,201110300htx,htx,SchaMa00,pass_sacked_yds,23,,,,,
player,201110300htx,htx,SchaMa00,pass_long,30,,,,,
player,201110300htx,htx,SchaMa00,pass_rating,88.9,,,,,
player,201110300htx,htx,SchaMa00,rush_att,1,,,,,
player,201110300htx,htx,SchaMa00,rush_yds,2,,,,,
player,201110300htx,htx,SchaMa00,rush_td,1,,,,,
player,201110300htx,htx,SchaMa00,rush_long,2,,,,,
player,201110300htx,htx,SchaMa00,targets,0,,,,,
player,201110300htx,htx,SchaMa00,rec,0,,,,,
player,201110300htx,htx,SchaMa00,rec_yds,0,,,,,
player,201110300htx,htx,SchaMa00,rec_td,0,,,,,
player,201110300htx,htx,SchaMa00,rec_long,0,,,,,
player,201110300htx,htx,SchaMa00,fumbles,1,,,,,
player,201110300htx,htx,SchaMa00,fumbles_lost,1,,,,,
player,201110300htx,htx,FostAr00,pass_cmp,0,,,,,
player,201110300htx,htx,FostAr00,pass_att,0,,,,,
player,201110300htx,htx,FostAr00,pass_yds,0,,,,,
player,201110300htx,htx,FostAr00,pass_td,0,,,,,
player,201110300htx,htx,FostAr00,pass_int,0,,,,,
player,201110300htx,htx,FostAr00,pass_sacked,0,,,,,
player,201110300htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201110300htx,htx,FostAr00,pass_long,0,,,,,
player,201110300htx,htx,FostAr00,pass_rating,,,,,,
player,201110300htx,htx,FostAr00,rush_att,33,,,,,
player,201110300htx,htx,FostAr00,rush_yds,112,,,,,
player,201110300htx,htx,FostAr00,rush_td,1,,,,,
player,201110300htx,htx,FostAr00,rush_long,14,,,,,
player,201110300htx,htx,FostAr00,targets,4,,,,,
player,201110300htx,htx,FostAr00,rec,1,,,,,
player,201110300htx,htx,FostAr00,rec_yds,12,,,,,
player,201110300htx,htx,FostAr00,rec_td,0,,,,,
player,201110300htx,htx,FostAr00,rec_long,12,,,,,
player,201110300htx,htx,FostAr00,fumbles,0,,,,,
player,201110300htx,htx,FostAr00,fumbles_lost,,,,,,
player,201110300htx,htx,TateBe00,pass_cmp,0,,,,,
player,201110300htx,htx,TateBe00,pass_att,0,,,,,
player,201110300htx,htx,TateBe00,pass_yds,0,,,,,
player,201110300htx,htx,TateBe00,pass_td,0,,,,,
player,201110300htx,htx,TateBe00,pass_int,0,,,,,
player,201110300htx,htx,TateBe00,pass_sacked,0,,,,,
player,201110300htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201110300htx,htx,TateBe00,pass_long,0,,,,,
player,201110300htx,htx,TateBe00,pass_rating,,,,,,
player,201110300htx,htx,TateBe00,rush_att,5,,,,,
player,201110300htx,htx,TateBe00,rush_yds,42,,,,,
player,201110300htx,htx,TateBe00,rush_td,0,,,,,
player,201110300htx,htx,TateBe00,rush_long,18,,,,,
player,201110300htx,htx,TateBe00,targets,0,,,,,
player,201110300htx,htx,TateBe00,rec,0,,,,,
player,201110300htx,htx,TateBe00,rec_yds,0,,,,,
player,201110300htx,htx,TateBe00,rec_td,0,,,,,
player,201110300htx,htx,TateBe00,rec_long,0,,,,,
player,201110300htx,htx,TateBe00,fumbles,1,,,,,
player,201110300htx,htx,TateBe00,fumbles_lost,1,,,,,
player,201110300htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201110300htx,htx,WaltKe00,pass_att,0,,,,,
player,201110300htx,htx,WaltKe00,pass_yds,0,,,,,
player,201110300htx,htx,WaltKe00,pass_td,0,,,,,
player,201110300htx,htx,WaltKe00,pass_int,0,,,,,
player,201110300htx,htx,WaltKe00,pass_sacked,0,,,,,
player,201110300htx,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201110300htx,htx,WaltKe00,pass_long,0,,,,,
player,201110300htx,htx,WaltKe00,pass_rating,,,,,,
player,201110300htx,htx,WaltKe00,rush_att,0,,,,,
player,201110300htx,htx,WaltKe00,rush_yds,0,,,,,
player,201110300htx,htx,WaltKe00,rush_td,0,,,,,
player,201110300htx,htx,WaltKe00,rush_long,0,,,,,
player,201110300htx,htx,WaltKe00,targets,9,,,,,
player,201110300htx,htx,WaltKe00,rec,5,,,,,
player,201110300htx,htx,WaltKe00,rec_yds,70,,,,,
player,201110300htx,htx,WaltKe00,rec_td,0,,,,,
player,201110300htx,htx,WaltKe00,rec_long,25,,,,,
player,201110300htx,htx,WaltKe00,fumbles,0,,,,,
player,201110300htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201110300htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201110300htx,htx,DaniOw00,pass_att,0,,,,,
player,201110300htx,htx,DaniOw00,pass_yds,0,,,,,
player,201110300htx,htx,DaniOw00,pass_td,0,,,,,
player,201110300htx,htx,DaniOw00,pass_int,0,,,,,
player,201110300htx,htx,DaniOw00,pass_sacked,0,,,,,
player,201110300htx,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201110300htx,htx,DaniOw00,pass_long,0,,,,,
player,201110300htx,htx,DaniOw00,pass_rating,,,,,,
player,201110300htx,htx,DaniOw00,rush_att,0,,,,,
player,201110300htx,htx,DaniOw00,rush_yds,0,,,,,
player,201110300htx,htx,DaniOw00,rush_td,0,,,,,
player,201110300htx,htx,DaniOw00,rush_long,0,,,,,
player,201110300htx,htx,DaniOw00,targets,6,,,,,
player,201110300htx,htx,DaniOw00,rec,4,,,,,
player,201110300htx,htx,DaniOw00,rec_yds,60,,,,,
player,201110300htx,htx,DaniOw00,rec_td,0,,,,,
player,201110300htx,htx,DaniOw00,rec_long,30,,,,,
player,201110300htx,htx,DaniOw00,fumbles,0,,,,,
player,201110300htx,htx,DaniOw00,fumbles_lost,,,,,,
player,201110300htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201110300htx,htx,JoneJa03,pass_att,0,,,,,
player,201110300htx,htx,JoneJa03,pass_yds,0,,,,,
player,201110300htx,htx,JoneJa03,pass_td,0,,,,,
player,201110300htx,htx,JoneJa03,pass_int,0,,,,,
player,201110300htx,htx,JoneJa03,pass_sacked,0,,,,,
player,201110300htx,htx,JoneJa03,pass_sacked_yds,0,,,,,
player,201110300htx,htx,JoneJa03,pass_long,0,,,,,
player,201110300htx,htx,JoneJa03,pass_rating,,,,,,
player,201110300htx,htx,JoneJa03,rush_att,0,,,,,
player,201110300htx,htx,JoneJa03,rush_yds,0,,,,,
player,201110300htx,htx,JoneJa03,rush_td,0,,,,,
player,201110300htx,htx,JoneJa03,rush_long,0,,,,,
player,201110300htx,htx,JoneJa03,targets,5,,,,,
player,201110300htx,htx,JoneJa03,rec,3,,,,,
player,201110300htx,htx,JoneJa03,rec_yds,59,,,,,
player,201110300htx,htx,JoneJa03,rec_td,0,,,,,
player,201110300htx,htx,JoneJa03,rec_long,28,,,,,
player,201110300htx,htx,JoneJa03,fumbles,0,,,,,
player,201110300htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201110300htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201110300htx,htx,DreeJo00,pass_att,0,,,,,
player,201110300htx,htx,DreeJo00,pass_yds,0,,,,,
player,201110300htx,htx,DreeJo00,pass_td,0,,,,,
player,201110300htx,htx,DreeJo00,pass_int,0,,,,,
player,201110300htx,htx,DreeJo00,pass_sacked,0,,,,,
player,201110300htx,htx,DreeJo00,pass_sacked_yds,0,,,,,
player,201110300htx,htx,DreeJo00,pass_long,0,,,,,
player,201110300htx,htx,DreeJo00,pass_rating,,,,,,
player,201110300htx,htx,DreeJo00,rush_att,0,,,,,
player,201110300htx,htx,DreeJo00,rush_yds,0,,,,,
player,201110300htx,htx,DreeJo00,rush_td,0,,,,,
player,201110300htx,htx,DreeJo00,rush_long,0,,,,,
player,201110300htx,htx,DreeJo00,targets,2,,,,,
player,201110300htx,htx,DreeJo00,rec,2,,,,,
player,201110300htx,htx,DreeJo00,rec_yds,19,,,,,
player,201110300htx,htx,DreeJo00,rec_td,1,,,,,
player,201110300htx,htx,DreeJo00,rec_long,12,,,,,
player,201110300htx,htx,DreeJo00,fumbles,0,,,,,
player,201110300htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201110300htx,htx,MasoDe00,pass_cmp,0,,,,,
player,201110300htx,htx,MasoDe00,pass_att,0,,,,,
player,201110300htx,htx,MasoDe00,pass_yds,0,,,,,
player,201110300htx,htx,MasoDe00,pass_td,0,,,,,
player,201110300htx,htx,MasoDe00,pass_int,0,,,,,
player,201110300htx,htx,MasoDe00,pass_sacked,0,,,,,
player,201110300htx,htx,MasoDe00,pass_sacked_yds,0,,,,,
player,201110300htx,htx,MasoDe00,pass_long,0,,,,,
player,201110300htx,htx,MasoDe00,pass_rating,,,,,,
player,201110300htx,htx,MasoDe00,rush_att,0,,,,,
player,201110300htx,htx,MasoDe00,rush_yds,0,,,,,
player,201110300htx,htx,MasoDe00,rush_td,0,,,,,
player,201110300htx,htx,MasoDe00,rush_long,0,,,,,
player,201110300htx,htx,MasoDe00,targets,2,,,,,
player,201110300htx,htx,MasoDe00,rec,1,,,,,
player,201110300htx,htx,MasoDe00,rec_yds,5,,,,,
player,201110300htx,htx,MasoDe00,rec_td,0,,,,,
player,201110300htx,htx,MasoDe00,rec_long,5,,,,,
player,201110300htx,htx,MasoDe00,fumbles,0,,,,,
player,201110300htx,htx,MasoDe00,fumbles_lost,,,,,,
player,201110300htx,jax,SessCl99,def_int,0,,,,,
player,201110300htx,jax,SessCl99,def_int_yds,0,,,,,
player,201110300htx,jax,SessCl99,def_int_td,0,,,,,
player,201110300htx,jax,SessCl99,def_int_long,0,,,,,
player,201110300htx,jax,SessCl99,pass_defended,0,,,,,
player,201110300htx,jax,SessCl99,sacks,1.0,,,,,
player,201110300htx,jax,SessCl99,tackles_combined,5,,,,,
player,201110300htx,jax,SessCl99,tackles_solo,3,,,,,
player,201110300htx,jax,SessCl99,tackles_assists,2,,,,,
player,201110300htx,jax,SessCl99,tackles_loss,0,,,,,
player,201110300htx,jax,SessCl99,qb_hits,1,,,,,
player,201110300htx,jax,SessCl99,fumbles_rec,0,,,,,
player,201110300htx,jax,SessCl99,fumbles_rec_yds,10,,,,,
player,201110300htx,jax,SessCl99,fumbles_rec_td,0,,,,,
player,201110300htx,jax,SessCl99,fumbles_forced,1,,,,,
player,201110300htx,jax,MoslC.20,def_int,0,,,,,
player,201110300htx,jax,MoslC.20,def_int_yds,0,,,,,
player,201110300htx,jax,MoslC.20,def_int_td,0,,,,,
player,201110300htx,jax,MoslC.20,def_int_long,0,,,,,
player,201110300htx,jax,MoslC.20,pass_defended,0,,,,,
player,201110300htx,jax,MoslC.20,sacks,1.0,,,,,
player,201110300htx,jax,MoslC.20,tackles_combined,3,,,,,
player,201110300htx,jax,MoslC.20,tackles_solo,3,,,,,
player,201110300htx,jax,MoslC.20,tackles_assists,0,,,,,
player,201110300htx,jax,MoslC.20,tackles_loss,1,,,,,
player,201110300htx,jax,MoslC.20,qb_hits,1,,,,,
player,201110300htx,jax,MoslC.20,fumbles_rec,0,,,,,
player,201110300htx,jax,MoslC.20,fumbles_rec_yds,0,,,,,
player,201110300htx,jax,MoslC.20,fumbles_rec_td,0,,,,,
player,201110300htx,jax,MoslC.20,fumbles_forced,0,,,,,
player,201110300htx,jax,LandDa21,def_int,0,,,,,
player,201110300htx,jax,LandDa21,def_int_yds,0,,,,,
player,201110300htx,jax,LandDa21,def_int_td,0,,,,,
player,201110300htx,jax,LandDa21,def_int_long,0,,,,,
player,201110300htx,jax,LandDa21,pass_defended,0,,,,,
player,201110300htx,jax,LandDa21,sacks,0.0,,,,,
player,201110300htx,jax,LandDa21,tackles_combined,11,,,,,
player,201110300htx,jax,LandDa21,tackles_solo,9,,,,,
player,201110300htx,jax,LandDa21,tackles_assists,2,,,,,
player,201110300htx,jax,LandDa21,tackles_loss,0,,,,,
player,201110300htx,jax,LandDa21,qb_hits,0,,,,,
player,201110300htx,jax,LandDa21,fumbles_rec,0,,,,,
player,201110300htx,jax,LandDa21,fumbles_rec_yds,0,,,,,
player,201110300htx,jax,LandDa21,fumbles_rec_td,0,,,,,
player,201110300htx,jax,LandDa21,fumbles_forced,1,,,,,
player,201110300htx,jax,PoluPa99,def_int,0,,,,,
player,201110300htx,jax,PoluPa99,def_int_yds,0,,,,,
player,201110300htx,jax,PoluPa99,def_int_td,0,,,,,
player,201110300htx,jax,PoluPa99,def_int_long,0,,,,,
player,201110300htx,jax,PoluPa99,pass_defended,0,,,,,
player,201110300htx,jax,PoluPa99,sacks,0.0,,,,,
player,201110300htx,jax,PoluPa99,tackles_combined,7,,,,,
player,201110300htx,jax,PoluPa99,tackles_solo,5,,,,,
