game,2011,2,20110918,201109180mia,htx,"Houston Texans",23,mia,"Miami Dolphins",13
player,201109180mia,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201109180mia,htx,MannDa21,fumbles_forced,0,,,,,
player,201109180mia,htx,NolaTr99,def_int,0,,,,,
player,201109180mia,htx,NolaTr99,def_int_yds,0,,,,,
player,201109180mia,htx,NolaTr99,def_int_td,0,,,,,
player,201109180mia,htx,NolaTr99,def_int_long,0,,,,,
player,201109180mia,htx,NolaTr99,pass_defended,0,,,,,
player,201109180mia,htx,NolaTr99,sacks,0.0,,,,,
player,201109180mia,htx,NolaTr99,tackles_combined,5,,,,,
player,201109180mia,htx,NolaTr99,tackles_solo,4,,,,,
player,201109180mia,htx,NolaTr99,tackles_assists,1,,,,,
player,201109180mia,htx,NolaTr99,tackles_loss,0,,,,,
player,201109180mia,htx,NolaTr99,qb_hits,0,,,,,
player,201109180mia,htx,NolaTr99,fumbles_rec,0,,,,,
player,201109180mia,htx,NolaTr99,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,NolaTr99,fumbles_rec_td,0,,,,,
player,201109180mia,htx,NolaTr99,fumbles_forced,0,,,,,
player,201109180mia,htx,JackKa99,def_int,0,,,,,
player,201109180mia,htx,JackKa99,def_int_yds,0,,,,,
player,201109180mia,htx,JackKa99,def_int_td,0,,,,,
player,201109180mia,htx,JackKa99,def_int_long,0,,,,,
player,201109180mia,htx,JackKa99,pass_defended,0,,,,,
player,201109180mia,htx,JackKa99,sacks,0.0,,,,,
player,201109180mia,htx,JackKa99,tackles_combined,4,,,,,
player,201109180mia,htx,JackKa99,tackles_solo,3,,,,,
player,201109180mia,htx,JackKa99,tackles_assists,1,,,,,
player,201109180mia,htx,JackKa99,tackles_loss,0,,,,,
player,201109180mia,htx,JackKa99,qb_hits,0,,,,,
player,201109180mia,htx,JackKa99,fumbles_rec,0,,,,,
player,201109180mia,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201109180mia,htx,JackKa99,fumbles_forced,1,,,,,
player,201109180mia,htx,QuinGl99,def_int,0,,,,,
player,201109180mia,htx,QuinGl99,def_int_yds,0,,,,,
player,201109180mia,htx,QuinGl99,def_int_td,0,,,,,
player,201109180mia,htx,QuinGl99,def_int_long,0,,,,,
player,201109180mia,htx,QuinGl99,pass_defended,0,,,,,
player,201109180mia,htx,QuinGl99,sacks,0.0,,,,,
player,201109180mia,htx,QuinGl99,tackles_combined,4,,,,,
player,201109180mia,htx,QuinGl99,tackles_solo,4,,,,,
player,201109180mia,htx,QuinGl99,tackles_assists,0,,,,,
player,201109180mia,htx,QuinGl99,tackles_loss,0,,,,,
player,201109180mia,htx,QuinGl99,qb_hits,0,,,,,
player,201109180mia,htx,QuinGl99,fumbles_rec,1,,,,,
player,201109180mia,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201109180mia,htx,QuinGl99,fumbles_forced,0,,,,,
player,201109180mia,htx,WattJ.00,def_int,0,,,,,
player,201109180mia,htx,WattJ.00,def_int_yds,0,,,,,
player,201109180mia,htx,WattJ.00,def_int_td,0,,,,,
player,201109180mia,htx,WattJ.00,def_int_long,0,,,,,
player,201109180mia,htx,WattJ.00,pass_defended,0,,,,,
player,201109180mia,htx,WattJ.00,sacks,0.0,,,,,
player,201109180mia,htx,WattJ.00,tackles_combined,4,,,,,
player,201109180mia,htx,WattJ.00,tackles_solo,3,,,,,
player,201109180mia,htx,WattJ.00,tackles_assists,1,,,,,
player,201109180mia,htx,WattJ.00,tackles_loss,0,,,,,
player,201109180mia,htx,WattJ.00,qb_hits,1,,,,,
player,201109180mia,htx,WattJ.00,fumbles_rec,0,,,,,
player,201109180mia,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201109180mia,htx,WattJ.00,fumbles_forced,0,,,,,
player,201109180mia,htx,AlleJa23,def_int,0,,,,,
player,201109180mia,htx,AlleJa23,def_int_yds,0,,,,,
player,201109180mia,htx,AlleJa23,def_int_td,0,,,,,
player,201109180mia,htx,AlleJa23,def_int_long,0,,,,,
player,201109180mia,htx,AlleJa23,pass_defended,0,,,,,
player,201109180mia,htx,AlleJa23,sacks,0.0,,,,,
player,201109180mia,htx,AlleJa23,tackles_combined,2,,,,,
player,201109180mia,htx,AlleJa23,tackles_solo,2,,,,,
player,201109180mia,htx,AlleJa23,tackles_assists,0,,,,,
player,201109180mia,htx,AlleJa23,tackles_loss,0,,,,,
player,201109180mia,htx,AlleJa23,qb_hits,0,,,,,
player,201109180mia,htx,AlleJa23,fumbles_rec,0,,,,,
player,201109180mia,htx,AlleJa23,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,AlleJa23,fumbles_rec_td,0,,,,,
player,201109180mia,htx,AlleJa23,fumbles_forced,0,,,,,
player,201109180mia,htx,MitcEa99,def_int,0,,,,,
player,201109180mia,htx,MitcEa99,def_int_yds,0,,,,,
player,201109180mia,htx,MitcEa99,def_int_td,0,,,,,
player,201109180mia,htx,MitcEa99,def_int_long,0,,,,,
player,201109180mia,htx,MitcEa99,pass_defended,0,,,,,
player,201109180mia,htx,MitcEa99,sacks,0.0,,,,,
player,201109180mia,htx,MitcEa99,tackles_combined,2,,,,,
player,201109180mia,htx,MitcEa99,tackles_solo,1,,,,,
player,201109180mia,htx,MitcEa99,tackles_assists,1,,,,,
player,201109180mia,htx,MitcEa99,tackles_loss,0,,,,,
player,201109180mia,htx,MitcEa99,qb_hits,0,,,,,
player,201109180mia,htx,MitcEa99,fumbles_rec,0,,,,,
player,201109180mia,htx,MitcEa99,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,MitcEa99,fumbles_rec_td,0,,,,,
player,201109180mia,htx,MitcEa99,fumbles_forced,0,,,,,
player,201109180mia,htx,WillMa22,def_int,0,,,,,
player,201109180mia,htx,WillMa22,def_int_yds,0,,,,,
player,201109180mia,htx,WillMa22,def_int_td,0,,,,,
player,201109180mia,htx,WillMa22,def_int_long,0,,,,,
player,201109180mia,htx,WillMa22,pass_defended,1,,,,,
player,201109180mia,htx,WillMa22,sacks,0.0,,,,,
player,201109180mia,htx,WillMa22,tackles_combined,2,,,,,
player,201109180mia,htx,WillMa22,tackles_solo,2,,,,,
player,201109180mia,htx,WillMa22,tackles_assists,0,,,,,
player,201109180mia,htx,WillMa22,tackles_loss,0,,,,,
player,201109180mia,htx,WillMa22,qb_hits,1,,,,,
player,201109180mia,htx,WillMa22,fumbles_rec,0,,,,,
player,201109180mia,htx,WillMa22,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,WillMa22,fumbles_rec_td,0,,,,,
player,201109180mia,htx,WillMa22,fumbles_forced,0,,,,,
player,201109180mia,htx,BarbDo99,def_int,0,,,,,
player,201109180mia,htx,BarbDo99,def_int_yds,0,,,,,
player,201109180mia,htx,BarbDo99,def_int_td,0,,,,,
player,201109180mia,htx,BarbDo99,def_int_long,0,,,,,
player,201109180mia,htx,BarbDo99,pass_defended,0,,,,,
player,201109180mia,htx,BarbDo99,sacks,0.0,,,,,
player,201109180mia,htx,BarbDo99,tackles_combined,1,,,,,
player,201109180mia,htx,BarbDo99,tackles_solo,1,,,,,
player,201109180mia,htx,BarbDo99,tackles_assists,0,,,,,
player,201109180mia,htx,BarbDo99,tackles_loss,0,,,,,
player,201109180mia,htx,BarbDo99,qb_hits,0,,,,,
player,201109180mia,htx,BarbDo99,fumbles_rec,0,,,,,
player,201109180mia,htx,BarbDo99,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,BarbDo99,fumbles_rec_td,0,,,,,
player,201109180mia,htx,BarbDo99,fumbles_forced,0,,,,,
player,201109180mia,htx,CodySh20,def_int,0,,,,,
player,201109180mia,htx,CodySh20,def_int_yds,0,,,,,
player,201109180mia,htx,CodySh20,def_int_td,0,,,,,
player,201109180mia,htx,CodySh20,def_int_long,0,,,,,
player,201109180mia,htx,CodySh20,pass_defended,0,,,,,
player,201109180mia,htx,CodySh20,sacks,0.0,,,,,
player,201109180mia,htx,CodySh20,tackles_combined,1,,,,,
player,201109180mia,htx,CodySh20,tackles_solo,1,,,,,
player,201109180mia,htx,CodySh20,tackles_assists,0,,,,,
player,201109180mia,htx,CodySh20,tackles_loss,0,,,,,
player,201109180mia,htx,CodySh20,qb_hits,0,,,,,
player,201109180mia,htx,CodySh20,fumbles_rec,0,,,,,
player,201109180mia,htx,CodySh20,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,CodySh20,fumbles_rec_td,0,,,,,
player,201109180mia,htx,CodySh20,fumbles_forced,0,,,,,
player,201109180mia,htx,McCaBr99,def_int,0,,,,,
player,201109180mia,htx,McCaBr99,def_int_yds,0,,,,,
player,201109180mia,htx,McCaBr99,def_int_td,0,,,,,
player,201109180mia,htx,McCaBr99,def_int_long,0,,,,,
player,201109180mia,htx,McCaBr99,pass_defended,2,,,,,
player,201109180mia,htx,McCaBr99,sacks,0.0,,,,,
player,201109180mia,htx,McCaBr99,tackles_combined,1,,,,,
player,201109180mia,htx,McCaBr99,tackles_solo,1,,,,,
player,201109180mia,htx,McCaBr99,tackles_assists,0,,,,,
player,201109180mia,htx,McCaBr99,tackles_loss,0,,,,,
player,201109180mia,htx,McCaBr99,qb_hits,0,,,,,
player,201109180mia,htx,McCaBr99,fumbles_rec,0,,,,,
player,201109180mia,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201109180mia,htx,McCaBr99,fumbles_forced,0,,,,,
player,201109180mia,htx,ReedBr00,def_int,0,,,,,
player,201109180mia,htx,ReedBr00,def_int_yds,0,,,,,
player,201109180mia,htx,ReedBr00,def_int_td,0,,,,,
player,201109180mia,htx,ReedBr00,def_int_long,0,,,,,
player,201109180mia,htx,ReedBr00,pass_defended,0,,,,,
player,201109180mia,htx,ReedBr00,sacks,0.0,,,,,
player,201109180mia,htx,ReedBr00,tackles_combined,1,,,,,
player,201109180mia,htx,ReedBr00,tackles_solo,1,,,,,
player,201109180mia,htx,ReedBr00,tackles_assists,0,,,,,
player,201109180mia,htx,ReedBr00,tackles_loss,0,,,,,
player,201109180mia,htx,ReedBr00,qb_hits,0,,,,,
player,201109180mia,htx,ReedBr00,fumbles_rec,0,,,,,
player,201109180mia,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201109180mia,htx,ReedBr00,fumbles_forced,0,,,,,
player,201109180mia,htx,RyanDe20,def_int,0,,,,,
player,201109180mia,htx,RyanDe20,def_int_yds,0,,,,,
player,201109180mia,htx,RyanDe20,def_int_td,0,,,,,
player,201109180mia,htx,RyanDe20,def_int_long,0,,,,,
player,201109180mia,htx,RyanDe20,pass_defended,0,,,,,
player,201109180mia,htx,RyanDe20,sacks,0.0,,,,,
player,201109180mia,htx,RyanDe20,tackles_combined,1,,,,,
player,201109180mia,htx,RyanDe20,tackles_solo,1,,,,,
player,201109180mia,htx,RyanDe20,tackles_assists,0,,,,,
player,201109180mia,htx,RyanDe20,tackles_loss,0,,,,,
player,201109180mia,htx,RyanDe20,qb_hits,1,,,,,
player,201109180mia,htx,RyanDe20,fumbles_rec,0,,,,,
player,201109180mia,htx,RyanDe20,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,RyanDe20,fumbles_rec_td,0,,,,,
player,201109180mia,htx,RyanDe20,fumbles_forced,0,,,,,
player,201109180mia,htx,SharDa01,def_int,0,,,,,
player,201109180mia,htx,SharDa01,def_int_yds,0,,,,,
player,201109180mia,htx,SharDa01,def_int_td,0,,,,,
player,201109180mia,htx,SharDa01,def_int_long,0,,,,,
player,201109180mia,htx,SharDa01,pass_defended,0,,,,,
player,201109180mia,htx,SharDa01,sacks,0.0,,,,,
player,201109180mia,htx,SharDa01,tackles_combined,1,,,,,
player,201109180mia,htx,SharDa01,tackles_solo,1,,,,,
player,201109180mia,htx,SharDa01,tackles_assists,0,,,,,
player,201109180mia,htx,SharDa01,tackles_loss,0,,,,,
player,201109180mia,htx,SharDa01,qb_hits,0,,,,,
player,201109180mia,htx,SharDa01,fumbles_rec,0,,,,,
player,201109180mia,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201109180mia,htx,SharDa01,fumbles_forced,0,,,,,
player,201109180mia,mia,JoneRe99,def_int,0,,,,,
player,201109180mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201109180mia,mia,JoneRe99,def_int_td,0,,,,,
player,201109180mia,mia,JoneRe99,def_int_long,0,,,,,
player,201109180mia,mia,JoneRe99,pass_defended,0,,,,,
player,201109180mia,mia,JoneRe99,sacks,1.0,,,,,
player,201109180mia,mia,JoneRe99,tackles_combined,6,,,,,
player,201109180mia,mia,JoneRe99,tackles_solo,4,,,,,
player,201109180mia,mia,JoneRe99,tackles_assists,2,,,,,
player,201109180mia,mia,JoneRe99,tackles_loss,1,,,,,
player,201109180mia,mia,JoneRe99,qb_hits,1,,,,,
player,201109180mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201109180mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201109180mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201109180mia,mia,TaylJa03,def_int,0,,,,,
player,201109180mia,mia,TaylJa03,def_int_yds,0,,,,,
player,201109180mia,mia,TaylJa03,def_int_td,0,,,,,
player,201109180mia,mia,TaylJa03,def_int_long,0,,,,,
player,201109180mia,mia,TaylJa03,pass_defended,0,,,,,
player,201109180mia,mia,TaylJa03,sacks,1.0,,,,,
player,201109180mia,mia,TaylJa03,tackles_combined,3,,,,,
player,201109180mia,mia,TaylJa03,tackles_solo,2,,,,,
player,201109180mia,mia,TaylJa03,tackles_assists,1,,,,,
player,201109180mia,mia,TaylJa03,tackles_loss,1,,,,,
player,201109180mia,mia,TaylJa03,qb_hits,3,,,,,
player,201109180mia,mia,TaylJa03,fumbles_rec,0,,,,,
player,201109180mia,mia,TaylJa03,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,TaylJa03,fumbles_rec_td,0,,,,,
player,201109180mia,mia,TaylJa03,fumbles_forced,0,,,,,
player,201109180mia,mia,WakeCa00,def_int,0,,,,,
player,201109180mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201109180mia,mia,WakeCa00,def_int_td,0,,,,,
player,201109180mia,mia,WakeCa00,def_int_long,0,,,,,
player,201109180mia,mia,WakeCa00,pass_defended,0,,,,,
player,201109180mia,mia,WakeCa00,sacks,1.0,,,,,
player,201109180mia,mia,WakeCa00,tackles_combined,3,,,,,
player,201109180mia,mia,WakeCa00,tackles_solo,2,,,,,
player,201109180mia,mia,WakeCa00,tackles_assists,1,,,,,
player,201109180mia,mia,WakeCa00,tackles_loss,2,,,,,
player,201109180mia,mia,WakeCa00,qb_hits,2,,,,,
player,201109180mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201109180mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201109180mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201109180mia,mia,BellYe20,def_int,0,,,,,
player,201109180mia,mia,BellYe20,def_int_yds,0,,,,,
player,201109180mia,mia,BellYe20,def_int_td,0,,,,,
player,201109180mia,mia,BellYe20,def_int_long,0,,,,,
player,201109180mia,mia,BellYe20,pass_defended,0,,,,,
player,201109180mia,mia,BellYe20,sacks,0.0,,,,,
player,201109180mia,mia,BellYe20,tackles_combined,9,,,,,
player,201109180mia,mia,BellYe20,tackles_solo,4,,,,,
player,201109180mia,mia,BellYe20,tackles_assists,5,,,,,
player,201109180mia,mia,BellYe20,tackles_loss,0,,,,,
player,201109180mia,mia,BellYe20,qb_hits,0,,,,,
player,201109180mia,mia,BellYe20,fumbles_rec,0,,,,,
player,201109180mia,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201109180mia,mia,BellYe20,fumbles_forced,0,,,,,
player,201109180mia,mia,DaviVo99,def_int,0,,,,,
player,201109180mia,mia,DaviVo99,def_int_yds,0,,,,,
player,201109180mia,mia,DaviVo99,def_int_td,0,,,,,
player,201109180mia,mia,DaviVo99,def_int_long,0,,,,,
player,201109180mia,mia,DaviVo99,pass_defended,0,,,,,
player,201109180mia,mia,DaviVo99,sacks,0.0,,,,,
player,201109180mia,mia,DaviVo99,tackles_combined,6,,,,,
player,201109180mia,mia,DaviVo99,tackles_solo,6,,,,,
player,201109180mia,mia,DaviVo99,tackles_assists,0,,,,,
player,201109180mia,mia,DaviVo99,tackles_loss,1,,,,,
player,201109180mia,mia,DaviVo99,qb_hits,1,,,,,
player,201109180mia,mia,DaviVo99,fumbles_rec,0,,,,,
player,201109180mia,mia,DaviVo99,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,DaviVo99,fumbles_rec_td,0,,,,,
player,201109180mia,mia,DaviVo99,fumbles_forced,0,,,,,
player,201109180mia,mia,SmitSe99,def_int,0,,,,,
player,201109180mia,mia,SmitSe99,def_int_yds,0,,,,,
player,201109180mia,mia,SmitSe99,def_int_td,0,,,,,
player,201109180mia,mia,SmitSe99,def_int_long,0,,,,,
player,201109180mia,mia,SmitSe99,pass_defended,1,,,,,
player,201109180mia,mia,SmitSe99,sacks,0.0,,,,,
player,201109180mia,mia,SmitSe99,tackles_combined,6,,,,,
player,201109180mia,mia,SmitSe99,tackles_solo,4,,,,,
player,201109180mia,mia,SmitSe99,tackles_assists,2,,,,,
player,201109180mia,mia,SmitSe99,tackles_loss,0,,,,,
player,201109180mia,mia,SmitSe99,qb_hits,0,,,,,
player,201109180mia,mia,SmitSe99,fumbles_rec,0,,,,,
player,201109180mia,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201109180mia,mia,SmitSe99,fumbles_forced,0,,,,,
player,201109180mia,mia,StarRa20,def_int,0,,,,,
player,201109180mia,mia,StarRa20,def_int_yds,0,,,,,
player,201109180mia,mia,StarRa20,def_int_td,0,,,,,
player,201109180mia,mia,StarRa20,def_int_long,0,,,,,
player,201109180mia,mia,StarRa20,pass_defended,0,,,,,
player,201109180mia,mia,StarRa20,sacks,0.0,,,,,
player,201109180mia,mia,StarRa20,tackles_combined,6,,,,,
player,201109180mia,mia,StarRa20,tackles_solo,6,,,,,
player,201109180mia,mia,StarRa20,tackles_assists,0,,,,,
player,201109180mia,mia,StarRa20,tackles_loss,1,,,,,
player,201109180mia,mia,StarRa20,qb_hits,0,,,,,
player,201109180mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201109180mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201109180mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201109180mia,mia,BurnKe20,def_int,0,,,,,
player,201109180mia,mia,BurnKe20,def_int_yds,0,,,,,
player,201109180mia,mia,BurnKe20,def_int_td,0,,,,,
player,201109180mia,mia,BurnKe20,def_int_long,0,,,,,
player,201109180mia,mia,BurnKe20,pass_defended,0,,,,,
player,201109180mia,mia,BurnKe20,sacks,0.0,,,,,
player,201109180mia,mia,BurnKe20,tackles_combined,5,,,,,
player,201109180mia,mia,BurnKe20,tackles_solo,4,,,,,
player,201109180mia,mia,BurnKe20,tackles_assists,1,,,,,
player,201109180mia,mia,BurnKe20,tackles_loss,0,,,,,
player,201109180mia,mia,BurnKe20,qb_hits,0,,,,,
player,201109180mia,mia,BurnKe20,fumbles_rec,0,,,,,
player,201109180mia,mia,BurnKe20,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,BurnKe20,fumbles_rec_td,0,,,,,
player,201109180mia,mia,BurnKe20,fumbles_forced,0,,,,,
player,201109180mia,mia,DansKa20,def_int,0,,,,,
player,201109180mia,mia,DansKa20,def_int_yds,0,,,,,
player,201109180mia,mia,DansKa20,def_int_td,0,,,,,
player,201109180mia,mia,DansKa20,def_int_long,0,,,,,
player,201109180mia,mia,DansKa20,pass_defended,0,,,,,
player,201109180mia,mia,DansKa20,sacks,0.0,,,,,
player,201109180mia,mia,DansKa20,tackles_combined,4,,,,,
player,201109180mia,mia,DansKa20,tackles_solo,4,,,,,
player,201109180mia,mia,DansKa20,tackles_assists,0,,,,,
player,201109180mia,mia,DansKa20,tackles_loss,0,,,,,
player,201109180mia,mia,DansKa20,qb_hits,0,,,,,
player,201109180mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201109180mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201109180mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201109180mia,mia,MisiKo99,def_int,0,,,,,
player,201109180mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201109180mia,mia,MisiKo99,def_int_td,0,,,,,
player,201109180mia,mia,MisiKo99,def_int_long,0,,,,,
player,201109180mia,mia,MisiKo99,pass_defended,0,,,,,
player,201109180mia,mia,MisiKo99,sacks,0.0,,,,,
player,201109180mia,mia,MisiKo99,tackles_combined,4,,,,,
player,201109180mia,mia,MisiKo99,tackles_solo,3,,,,,
player,201109180mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201109180mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201109180mia,mia,MisiKo99,qb_hits,0,,,,,
player,201109180mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201109180mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201109180mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201109180mia,mia,CarrNo00,def_int,0,,,,,
player,201109180mia,mia,CarrNo00,def_int_yds,0,,,,,
player,201109180mia,mia,CarrNo00,def_int_td,0,,,,,
player,201109180mia,mia,CarrNo00,def_int_long,0,,,,,
player,201109180mia,mia,CarrNo00,pass_defended,0,,,,,
player,201109180mia,mia,CarrNo00,sacks,0.0,,,,,
player,201109180mia,mia,CarrNo00,tackles_combined,3,,,,,
player,201109180mia,mia,CarrNo00,tackles_solo,2,,,,,
player,201109180mia,mia,CarrNo00,tackles_assists,1,,,,,
player,201109180mia,mia,CarrNo00,tackles_loss,0,,,,,
player,201109180mia,mia,CarrNo00,qb_hits,0,,,,,
player,201109180mia,mia,CarrNo00,fumbles_rec,0,,,,,
player,201109180mia,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201109180mia,mia,CarrNo00,fumbles_forced,0,,,,,
player,201109180mia,mia,OdriJa99,def_int,0,,,,,
player,201109180mia,mia,OdriJa99,def_int_yds,0,,,,,
player,201109180mia,mia,OdriJa99,def_int_td,0,,,,,
player,201109180mia,mia,OdriJa99,def_int_long,0,,,,,
player,201109180mia,mia,OdriJa99,pass_defended,0,,,,,
player,201109180mia,mia,OdriJa99,sacks,0.0,,,,,
player,201109180mia,mia,OdriJa99,tackles_combined,3,,,,,
player,201109180mia,mia,OdriJa99,tackles_solo,2,,,,,
player,201109180mia,mia,OdriJa99,tackles_assists,1,,,,,
player,201109180mia,mia,OdriJa99,tackles_loss,0,,,,,
player,201109180mia,mia,OdriJa99,qb_hits,0,,,,,
player,201109180mia,mia,OdriJa99,fumbles_rec,0,,,,,
player,201109180mia,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201109180mia,mia,OdriJa99,fumbles_forced,0,,,,,
player,201109180mia,mia,SoliPa99,def_int,0,,,,,
player,201109180mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201109180mia,mia,SoliPa99,def_int_td,0,,,,,
player,201109180mia,mia,SoliPa99,def_int_long,0,,,,,
player,201109180mia,mia,SoliPa99,pass_defended,0,,,,,
player,201109180mia,mia,SoliPa99,sacks,0.0,,,,,
player,201109180mia,mia,SoliPa99,tackles_combined,3,,,,,
player,201109180mia,mia,SoliPa99,tackles_solo,3,,,,,
player,201109180mia,mia,SoliPa99,tackles_assists,0,,,,,
player,201109180mia,mia,SoliPa99,tackles_loss,0,,,,,
player,201109180mia,mia,SoliPa99,qb_hits,1,,,,,
player,201109180mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201109180mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201109180mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201109180mia,mia,MitcMa99,def_int,0,,,,,
player,201109180mia,mia,MitcMa99,def_int_yds,0,,,,,
player,201109180mia,mia,MitcMa99,def_int_td,0,,,,,
player,201109180mia,mia,MitcMa99,def_int_long,0,,,,,
player,201109180mia,mia,MitcMa99,pass_defended,0,,,,,
player,201109180mia,mia,MitcMa99,sacks,0.0,,,,,
player,201109180mia,mia,MitcMa99,tackles_combined,2,,,,,
player,201109180mia,mia,MitcMa99,tackles_solo,2,,,,,
player,201109180mia,mia,MitcMa99,tackles_assists,0,,,,,
player,201109180mia,mia,MitcMa99,tackles_loss,0,,,,,
player,201109180mia,mia,MitcMa99,qb_hits,0,,,,,
player,201109180mia,mia,MitcMa99,fumbles_rec,0,,,,,
player,201109180mia,mia,MitcMa99,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,MitcMa99,fumbles_rec_td,0,,,,,
player,201109180mia,mia,MitcMa99,fumbles_forced,0,,,,,
player,201109180mia,mia,AlleWi20,def_int,0,,,,,
player,201109180mia,mia,AlleWi20,def_int_yds,0,,,,,
player,201109180mia,mia,AlleWi20,def_int_td,0,,,,,
player,201109180mia,mia,AlleWi20,def_int_long,0,,,,,
player,201109180mia,mia,AlleWi20,pass_defended,0,,,,,
player,201109180mia,mia,AlleWi20,sacks,0.0,,,,,
player,201109180mia,mia,AlleWi20,tackles_combined,1,,,,,
player,201109180mia,mia,AlleWi20,tackles_solo,1,,,,,
player,201109180mia,mia,AlleWi20,tackles_assists,0,,,,,
player,201109180mia,mia,AlleWi20,tackles_loss,1,,,,,
player,201109180mia,mia,AlleWi20,qb_hits,0,,,,,
player,201109180mia,mia,AlleWi20,fumbles_rec,0,,,,,
player,201109180mia,mia,AlleWi20,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,AlleWi20,fumbles_rec_td,0,,,,,
player,201109180mia,mia,AlleWi20,fumbles_forced,0,,,,,
player,201109180mia,mia,BakeRy00,def_int,0,,,,,
player,201109180mia,mia,BakeRy00,def_int_yds,0,,,,,
player,201109180mia,mia,BakeRy00,def_int_td,0,,,,,
player,201109180mia,mia,BakeRy00,def_int_long,0,,,,,
player,201109180mia,mia,BakeRy00,pass_defended,0,,,,,
player,201109180mia,mia,BakeRy00,sacks,0.0,,,,,
player,201109180mia,mia,BakeRy00,tackles_combined,1,,,,,
player,201109180mia,mia,BakeRy00,tackles_solo,1,,,,,
player,201109180mia,mia,BakeRy00,tackles_assists,0,,,,,
player,201109180mia,mia,BakeRy00,tackles_loss,0,,,,,
player,201109180mia,mia,BakeRy00,qb_hits,0,,,,,
player,201109180mia,mia,BakeRy00,fumbles_rec,0,,,,,
player,201109180mia,mia,BakeRy00,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,BakeRy00,fumbles_rec_td,0,,,,,
player,201109180mia,mia,BakeRy00,fumbles_forced,0,,,,,
player,201109180mia,mia,LangKe98,def_int,0,,,,,
