game,2011,6,20111016,201110160cin,clt,"Indianapolis Colts",17,cin,"Cincinnati Bengals",27
player,201110160cin,clt,ClarDa00,rec_long,17,,,,,
player,201110160cin,clt,ClarDa00,fumbles,1,,,,,
player,201110160cin,clt,ClarDa00,fumbles_lost,1,,,,,
player,201110160cin,clt,GarcPi00,pass_cmp,0,,,,,
player,201110160cin,clt,GarcPi00,pass_att,0,,,,,
player,201110160cin,clt,GarcPi00,pass_yds,0,,,,,
player,201110160cin,clt,GarcPi00,pass_td,0,,,,,
player,201110160cin,clt,GarcPi00,pass_int,0,,,,,
player,201110160cin,clt,GarcPi00,pass_sacked,0,,,,,
player,201110160cin,clt,GarcPi00,pass_sacked_yds,0,,,,,
player,201110160cin,clt,GarcPi00,pass_long,0,,,,,
player,201110160cin,clt,GarcPi00,pass_rating,,,,,,
player,201110160cin,clt,GarcPi00,rush_att,0,,,,,
player,201110160cin,clt,GarcPi00,rush_yds,0,,,,,
player,201110160cin,clt,GarcPi00,rush_td,0,,,,,
player,201110160cin,clt,GarcPi00,rush_long,0,,,,,
player,201110160cin,clt,GarcPi00,targets,11,,,,,
player,201110160cin,clt,GarcPi00,rec,8,,,,,
player,201110160cin,clt,GarcPi00,rec_yds,52,,,,,
player,201110160cin,clt,GarcPi00,rec_td,0,,,,,
player,201110160cin,clt,GarcPi00,rec_long,12,,,,,
player,201110160cin,clt,GarcPi00,fumbles,1,,,,,
player,201110160cin,clt,GarcPi00,fumbles_lost,1,,,,,
player,201110160cin,clt,CollAu00,pass_cmp,0,,,,,
player,201110160cin,clt,CollAu00,pass_att,0,,,,,
player,201110160cin,clt,CollAu00,pass_yds,0,,,,,
player,201110160cin,clt,CollAu00,pass_td,0,,,,,
player,201110160cin,clt,CollAu00,pass_int,0,,,,,
player,201110160cin,clt,CollAu00,pass_sacked,0,,,,,
player,201110160cin,clt,CollAu00,pass_sacked_yds,0,,,,,
player,201110160cin,clt,CollAu00,pass_long,0,,,,,
player,201110160cin,clt,CollAu00,pass_rating,,,,,,
player,201110160cin,clt,CollAu00,rush_att,0,,,,,
player,201110160cin,clt,CollAu00,rush_yds,0,,,,,
player,201110160cin,clt,CollAu00,rush_td,0,,,,,
player,201110160cin,clt,CollAu00,rush_long,0,,,,,
player,201110160cin,clt,CollAu00,targets,6,,,,,
player,201110160cin,clt,CollAu00,rec,1,,,,,
player,201110160cin,clt,CollAu00,rec_yds,8,,,,,
player,201110160cin,clt,CollAu00,rec_td,0,,,,,
player,201110160cin,clt,CollAu00,rec_long,8,,,,,
player,201110160cin,clt,CollAu00,fumbles,0,,,,,
player,201110160cin,clt,CollAu00,fumbles_lost,,,,,,
player,201110160cin,clt,TammJa00,pass_cmp,0,,,,,
player,201110160cin,clt,TammJa00,pass_att,0,,,,,
player,201110160cin,clt,TammJa00,pass_yds,0,,,,,
player,201110160cin,clt,TammJa00,pass_td,0,,,,,
player,201110160cin,clt,TammJa00,pass_int,0,,,,,
player,201110160cin,clt,TammJa00,pass_sacked,0,,,,,
player,201110160cin,clt,TammJa00,pass_sacked_yds,0,,,,,
player,201110160cin,clt,TammJa00,pass_long,0,,,,,
player,201110160cin,clt,TammJa00,pass_rating,,,,,,
player,201110160cin,clt,TammJa00,rush_att,0,,,,,
player,201110160cin,clt,TammJa00,rush_yds,0,,,,,
player,201110160cin,clt,TammJa00,rush_td,0,,,,,
player,201110160cin,clt,TammJa00,rush_long,0,,,,,
player,201110160cin,clt,TammJa00,targets,1,,,,,
player,201110160cin,clt,TammJa00,rec,1,,,,,
player,201110160cin,clt,TammJa00,rec_yds,1,,,,,
player,201110160cin,clt,TammJa00,rec_td,0,,,,,
player,201110160cin,clt,TammJa00,rec_long,1,,,,,
player,201110160cin,clt,TammJa00,fumbles,0,,,,,
player,201110160cin,clt,TammJa00,fumbles_lost,,,,,,
player,201110160cin,cin,DaltAn00,pass_cmp,25,,,,,
player,201110160cin,cin,DaltAn00,pass_att,32,,,,,
player,201110160cin,cin,DaltAn00,pass_yds,264,,,,,
player,201110160cin,cin,DaltAn00,pass_td,1,,,,,
player,201110160cin,cin,DaltAn00,pass_int,0,,,,,
player,201110160cin,cin,DaltAn00,pass_sacked,0,,,,,
player,201110160cin,cin,DaltAn00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,DaltAn00,pass_long,32,,,,,
player,201110160cin,cin,DaltAn00,pass_rating,111.5,,,,,
player,201110160cin,cin,DaltAn00,rush_att,2,,,,,
player,201110160cin,cin,DaltAn00,rush_yds,-1,,,,,
player,201110160cin,cin,DaltAn00,rush_td,0,,,,,
player,201110160cin,cin,DaltAn00,rush_long,0,,,,,
player,201110160cin,cin,DaltAn00,targets,0,,,,,
player,201110160cin,cin,DaltAn00,rec,0,,,,,
player,201110160cin,cin,DaltAn00,rec_yds,0,,,,,
player,201110160cin,cin,DaltAn00,rec_td,0,,,,,
player,201110160cin,cin,DaltAn00,rec_long,0,,,,,
player,201110160cin,cin,DaltAn00,fumbles,0,,,,,
player,201110160cin,cin,DaltAn00,fumbles_lost,,,,,,
player,201110160cin,cin,BensCe00,pass_cmp,0,,,,,
player,201110160cin,cin,BensCe00,pass_att,0,,,,,
player,201110160cin,cin,BensCe00,pass_yds,0,,,,,
player,201110160cin,cin,BensCe00,pass_td,0,,,,,
player,201110160cin,cin,BensCe00,pass_int,0,,,,,
player,201110160cin,cin,BensCe00,pass_sacked,0,,,,,
player,201110160cin,cin,BensCe00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,BensCe00,pass_long,0,,,,,
player,201110160cin,cin,BensCe00,pass_rating,,,,,,
player,201110160cin,cin,BensCe00,rush_att,16,,,,,
player,201110160cin,cin,BensCe00,rush_yds,57,,,,,
player,201110160cin,cin,BensCe00,rush_td,1,,,,,
player,201110160cin,cin,BensCe00,rush_long,9,,,,,
player,201110160cin,cin,BensCe00,targets,1,,,,,
player,201110160cin,cin,BensCe00,rec,1,,,,,
player,201110160cin,cin,BensCe00,rec_yds,5,,,,,
player,201110160cin,cin,BensCe00,rec_td,0,,,,,
player,201110160cin,cin,BensCe00,rec_long,5,,,,,
player,201110160cin,cin,BensCe00,fumbles,0,,,,,
player,201110160cin,cin,BensCe00,fumbles_lost,,,,,,
player,201110160cin,cin,ScotBe00,pass_cmp,0,,,,,
player,201110160cin,cin,ScotBe00,pass_att,0,,,,,
player,201110160cin,cin,ScotBe00,pass_yds,0,,,,,
player,201110160cin,cin,ScotBe00,pass_td,0,,,,,
player,201110160cin,cin,ScotBe00,pass_int,0,,,,,
player,201110160cin,cin,ScotBe00,pass_sacked,0,,,,,
player,201110160cin,cin,ScotBe00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,ScotBe00,pass_long,0,,,,,
player,201110160cin,cin,ScotBe00,pass_rating,,,,,,
player,201110160cin,cin,ScotBe00,rush_att,11,,,,,
player,201110160cin,cin,ScotBe00,rush_yds,29,,,,,
player,201110160cin,cin,ScotBe00,rush_td,0,,,,,
player,201110160cin,cin,ScotBe00,rush_long,9,,,,,
player,201110160cin,cin,ScotBe00,targets,1,,,,,
player,201110160cin,cin,ScotBe00,rec,1,,,,,
player,201110160cin,cin,ScotBe00,rec_yds,5,,,,,
player,201110160cin,cin,ScotBe00,rec_td,0,,,,,
player,201110160cin,cin,ScotBe00,rec_long,5,,,,,
player,201110160cin,cin,ScotBe00,fumbles,0,,,,,
player,201110160cin,cin,ScotBe00,fumbles_lost,,,,,,
player,201110160cin,cin,LeonBr00,pass_cmp,0,,,,,
player,201110160cin,cin,LeonBr00,pass_att,0,,,,,
player,201110160cin,cin,LeonBr00,pass_yds,0,,,,,
player,201110160cin,cin,LeonBr00,pass_td,0,,,,,
player,201110160cin,cin,LeonBr00,pass_int,0,,,,,
player,201110160cin,cin,LeonBr00,pass_sacked,0,,,,,
player,201110160cin,cin,LeonBr00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,LeonBr00,pass_long,0,,,,,
player,201110160cin,cin,LeonBr00,pass_rating,,,,,,
player,201110160cin,cin,LeonBr00,rush_att,2,,,,,
player,201110160cin,cin,LeonBr00,rush_yds,9,,,,,
player,201110160cin,cin,LeonBr00,rush_td,0,,,,,
player,201110160cin,cin,LeonBr00,rush_long,6,,,,,
player,201110160cin,cin,LeonBr00,targets,2,,,,,
player,201110160cin,cin,LeonBr00,rec,2,,,,,
player,201110160cin,cin,LeonBr00,rec_yds,38,,,,,
player,201110160cin,cin,LeonBr00,rec_td,0,,,,,
player,201110160cin,cin,LeonBr00,rec_long,25,,,,,
player,201110160cin,cin,LeonBr00,fumbles,0,,,,,
player,201110160cin,cin,LeonBr00,fumbles_lost,,,,,,
player,201110160cin,cin,SimpJe00,pass_cmp,0,,,,,
player,201110160cin,cin,SimpJe00,pass_att,0,,,,,
player,201110160cin,cin,SimpJe00,pass_yds,0,,,,,
player,201110160cin,cin,SimpJe00,pass_td,0,,,,,
player,201110160cin,cin,SimpJe00,pass_int,0,,,,,
player,201110160cin,cin,SimpJe00,pass_sacked,0,,,,,
player,201110160cin,cin,SimpJe00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,SimpJe00,pass_long,0,,,,,
player,201110160cin,cin,SimpJe00,pass_rating,,,,,,
player,201110160cin,cin,SimpJe00,rush_att,0,,,,,
player,201110160cin,cin,SimpJe00,rush_yds,0,,,,,
player,201110160cin,cin,SimpJe00,rush_td,0,,,,,
player,201110160cin,cin,SimpJe00,rush_long,0,,,,,
player,201110160cin,cin,SimpJe00,targets,9,,,,,
player,201110160cin,cin,SimpJe00,rec,6,,,,,
player,201110160cin,cin,SimpJe00,rec_yds,101,,,,,
player,201110160cin,cin,SimpJe00,rec_td,0,,,,,
player,201110160cin,cin,SimpJe00,rec_long,32,,,,,
player,201110160cin,cin,SimpJe00,fumbles,0,,,,,
player,201110160cin,cin,SimpJe00,fumbles_lost,,,,,,
player,201110160cin,cin,GreeA.00,pass_cmp,0,,,,,
player,201110160cin,cin,GreeA.00,pass_att,0,,,,,
player,201110160cin,cin,GreeA.00,pass_yds,0,,,,,
player,201110160cin,cin,GreeA.00,pass_td,0,,,,,
player,201110160cin,cin,GreeA.00,pass_int,0,,,,,
player,201110160cin,cin,GreeA.00,pass_sacked,0,,,,,
player,201110160cin,cin,GreeA.00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,GreeA.00,pass_long,0,,,,,
player,201110160cin,cin,GreeA.00,pass_rating,,,,,,
player,201110160cin,cin,GreeA.00,rush_att,0,,,,,
player,201110160cin,cin,GreeA.00,rush_yds,0,,,,,
player,201110160cin,cin,GreeA.00,rush_td,0,,,,,
player,201110160cin,cin,GreeA.00,rush_long,0,,,,,
player,201110160cin,cin,GreeA.00,targets,7,,,,,
player,201110160cin,cin,GreeA.00,rec,5,,,,,
player,201110160cin,cin,GreeA.00,rec_yds,51,,,,,
player,201110160cin,cin,GreeA.00,rec_td,1,,,,,
player,201110160cin,cin,GreeA.00,rec_long,22,,,,,
player,201110160cin,cin,GreeA.00,fumbles,0,,,,,
player,201110160cin,cin,GreeA.00,fumbles_lost,,,,,,
player,201110160cin,cin,CaldAn00,pass_cmp,0,,,,,
player,201110160cin,cin,CaldAn00,pass_att,0,,,,,
player,201110160cin,cin,CaldAn00,pass_yds,0,,,,,
player,201110160cin,cin,CaldAn00,pass_td,0,,,,,
player,201110160cin,cin,CaldAn00,pass_int,0,,,,,
player,201110160cin,cin,CaldAn00,pass_sacked,0,,,,,
player,201110160cin,cin,CaldAn00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,CaldAn00,pass_long,0,,,,,
player,201110160cin,cin,CaldAn00,pass_rating,,,,,,
player,201110160cin,cin,CaldAn00,rush_att,0,,,,,
player,201110160cin,cin,CaldAn00,rush_yds,0,,,,,
player,201110160cin,cin,CaldAn00,rush_td,0,,,,,
player,201110160cin,cin,CaldAn00,rush_long,0,,,,,
player,201110160cin,cin,CaldAn00,targets,4,,,,,
player,201110160cin,cin,CaldAn00,rec,4,,,,,
player,201110160cin,cin,CaldAn00,rec_yds,32,,,,,
player,201110160cin,cin,CaldAn00,rec_td,0,,,,,
player,201110160cin,cin,CaldAn00,rec_long,14,,,,,
player,201110160cin,cin,CaldAn00,fumbles,0,,,,,
player,201110160cin,cin,CaldAn00,fumbles_lost,,,,,,
player,201110160cin,cin,GresJe00,pass_cmp,0,,,,,
player,201110160cin,cin,GresJe00,pass_att,0,,,,,
player,201110160cin,cin,GresJe00,pass_yds,0,,,,,
player,201110160cin,cin,GresJe00,pass_td,0,,,,,
player,201110160cin,cin,GresJe00,pass_int,0,,,,,
player,201110160cin,cin,GresJe00,pass_sacked,0,,,,,
player,201110160cin,cin,GresJe00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,GresJe00,pass_long,0,,,,,
player,201110160cin,cin,GresJe00,pass_rating,,,,,,
player,201110160cin,cin,GresJe00,rush_att,0,,,,,
player,201110160cin,cin,GresJe00,rush_yds,0,,,,,
player,201110160cin,cin,GresJe00,rush_td,0,,,,,
player,201110160cin,cin,GresJe00,rush_long,0,,,,,
player,201110160cin,cin,GresJe00,targets,6,,,,,
player,201110160cin,cin,GresJe00,rec,4,,,,,
player,201110160cin,cin,GresJe00,rec_yds,23,,,,,
player,201110160cin,cin,GresJe00,rec_td,0,,,,,
player,201110160cin,cin,GresJe00,rec_long,13,,,,,
player,201110160cin,cin,GresJe00,fumbles,0,,,,,
player,201110160cin,cin,GresJe00,fumbles_lost,,,,,,
player,201110160cin,cin,HawkAn00,pass_cmp,0,,,,,
player,201110160cin,cin,HawkAn00,pass_att,0,,,,,
player,201110160cin,cin,HawkAn00,pass_yds,0,,,,,
player,201110160cin,cin,HawkAn00,pass_td,0,,,,,
player,201110160cin,cin,HawkAn00,pass_int,0,,,,,
player,201110160cin,cin,HawkAn00,pass_sacked,0,,,,,
player,201110160cin,cin,HawkAn00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,HawkAn00,pass_long,0,,,,,
player,201110160cin,cin,HawkAn00,pass_rating,,,,,,
player,201110160cin,cin,HawkAn00,rush_att,0,,,,,
player,201110160cin,cin,HawkAn00,rush_yds,0,,,,,
player,201110160cin,cin,HawkAn00,rush_td,0,,,,,
player,201110160cin,cin,HawkAn00,rush_long,0,,,,,
player,201110160cin,cin,HawkAn00,targets,1,,,,,
player,201110160cin,cin,HawkAn00,rec,1,,,,,
player,201110160cin,cin,HawkAn00,rec_yds,7,,,,,
player,201110160cin,cin,HawkAn00,rec_td,0,,,,,
player,201110160cin,cin,HawkAn00,rec_long,7,,,,,
player,201110160cin,cin,HawkAn00,fumbles,0,,,,,
player,201110160cin,cin,HawkAn00,fumbles_lost,,,,,,
player,201110160cin,cin,LeexDo00,pass_cmp,0,,,,,
player,201110160cin,cin,LeexDo00,pass_att,0,,,,,
player,201110160cin,cin,LeexDo00,pass_yds,0,,,,,
player,201110160cin,cin,LeexDo00,pass_td,0,,,,,
player,201110160cin,cin,LeexDo00,pass_int,0,,,,,
player,201110160cin,cin,LeexDo00,pass_sacked,0,,,,,
player,201110160cin,cin,LeexDo00,pass_sacked_yds,0,,,,,
player,201110160cin,cin,LeexDo00,pass_long,0,,,,,
player,201110160cin,cin,LeexDo00,pass_rating,,,,,,
player,201110160cin,cin,LeexDo00,rush_att,0,,,,,
player,201110160cin,cin,LeexDo00,rush_yds,0,,,,,
player,201110160cin,cin,LeexDo00,rush_td,0,,,,,
player,201110160cin,cin,LeexDo00,rush_long,0,,,,,
player,201110160cin,cin,LeexDo00,targets,1,,,,,
player,201110160cin,cin,LeexDo00,rec,1,,,,,
player,201110160cin,cin,LeexDo00,rec_yds,2,,,,,
player,201110160cin,cin,LeexDo00,rec_td,0,,,,,
player,201110160cin,cin,LeexDo00,rec_long,2,,,,,
player,201110160cin,cin,LeexDo00,fumbles,0,,,,,
player,201110160cin,cin,LeexDo00,fumbles_lost,,,,,,
player,201110160cin,clt,ConnKa99,def_int,0,,,,,
player,201110160cin,clt,ConnKa99,def_int_yds,0,,,,,
player,201110160cin,clt,ConnKa99,def_int_td,0,,,,,
player,201110160cin,clt,ConnKa99,def_int_long,0,,,,,
player,201110160cin,clt,ConnKa99,pass_defended,0,,,,,
player,201110160cin,clt,ConnKa99,sacks,0.0,,,,,
player,201110160cin,clt,ConnKa99,tackles_combined,9,,,,,
player,201110160cin,clt,ConnKa99,tackles_solo,4,,,,,
player,201110160cin,clt,ConnKa99,tackles_assists,5,,,,,
player,201110160cin,clt,ConnKa99,tackles_loss,0,,,,,
player,201110160cin,clt,ConnKa99,qb_hits,0,,,,,
player,201110160cin,clt,ConnKa99,fumbles_rec,0,,,,,
player,201110160cin,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201110160cin,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201110160cin,clt,ConnKa99,fumbles_forced,0,,,,,
player,201110160cin,clt,AngePa99,def_int,0,,,,,
player,201110160cin,clt,AngePa99,def_int_yds,0,,,,,
player,201110160cin,clt,AngePa99,def_int_td,0,,,,,
player,201110160cin,clt,AngePa99,def_int_long,0,,,,,
player,201110160cin,clt,AngePa99,pass_defended,0,,,,,
player,201110160cin,clt,AngePa99,sacks,0.0,,,,,
player,201110160cin,clt,AngePa99,tackles_combined,8,,,,,
player,201110160cin,clt,AngePa99,tackles_solo,5,,,,,
player,201110160cin,clt,AngePa99,tackles_assists,3,,,,,
player,201110160cin,clt,AngePa99,tackles_loss,0,,,,,
player,201110160cin,clt,AngePa99,qb_hits,0,,,,,
player,201110160cin,clt,AngePa99,fumbles_rec,0,,,,,
player,201110160cin,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201110160cin,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201110160cin,clt,AngePa99,fumbles_forced,0,,,,,
player,201110160cin,clt,BethAn20,def_int,0,,,,,
player,201110160cin,clt,BethAn20,def_int_yds,0,,,,,
player,201110160cin,clt,BethAn20,def_int_td,0,,,,,
player,201110160cin,clt,BethAn20,def_int_long,0,,,,,
player,201110160cin,clt,BethAn20,pass_defended,0,,,,,
player,201110160cin,clt,BethAn20,sacks,0.0,,,,,
player,201110160cin,clt,BethAn20,tackles_combined,8,,,,,
player,201110160cin,clt,BethAn20,tackles_solo,4,,,,,
player,201110160cin,clt,BethAn20,tackles_assists,4,,,,,
player,201110160cin,clt,BethAn20,tackles_loss,1,,,,,
player,201110160cin,clt,BethAn20,qb_hits,0,,,,,
player,201110160cin,clt,BethAn20,fumbles_rec,0,,,,,
player,201110160cin,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201110160cin,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201110160cin,clt,BethAn20,fumbles_forced,0,,,,,
player,201110160cin,clt,JohnTe01,def_int,0,,,,,
player,201110160cin,clt,JohnTe01,def_int_yds,0,,,,,
player,201110160cin,clt,JohnTe01,def_int_td,0,,,,,
player,201110160cin,clt,JohnTe01,def_int_long,0,,,,,
player,201110160cin,clt,JohnTe01,pass_defended,0,,,,,
player,201110160cin,clt,JohnTe01,sacks,0.0,,,,,
player,201110160cin,clt,JohnTe01,tackles_combined,6,,,,,
player,201110160cin,clt,JohnTe01,tackles_solo,5,,,,,
player,201110160cin,clt,JohnTe01,tackles_assists,1,,,,,
player,201110160cin,clt,JohnTe01,tackles_loss,0,,,,,
player,201110160cin,clt,JohnTe01,qb_hits,0,,,,,
player,201110160cin,clt,JohnTe01,fumbles_rec,0,,,,,
player,201110160cin,clt,JohnTe01,fumbles_rec_yds,0,,,,,
player,201110160cin,clt,JohnTe01,fumbles_rec_td,0,,,,,
player,201110160cin,clt,JohnTe01,fumbles_forced,0,,,,,
player,201110160cin,clt,PoweJe99,def_int,0,,,,,
player,201110160cin,clt,PoweJe99,def_int_yds,0,,,,,
player,201110160cin,clt,PoweJe99,def_int_td,0,,,,,
player,201110160cin,clt,PoweJe99,def_int_long,0,,,,,
player,201110160cin,clt,PoweJe99,pass_defended,1,,,,,
player,201110160cin,clt,PoweJe99,sacks,0.0,,,,,
player,201110160cin,clt,PoweJe99,tackles_combined,6,,,,,
player,201110160cin,clt,PoweJe99,tackles_solo,4,,,,,
player,201110160cin,clt,PoweJe99,tackles_assists,2,,,,,
player,201110160cin,clt,PoweJe99,tackles_loss,0,,,,,
player,201110160cin,clt,PoweJe99,qb_hits,0,,,,,
player,201110160cin,clt,PoweJe99,fumbles_rec,0,,,,,
