game,2011,14,20111211,201112110sdg,buf,"Buffalo Bills",10,sdg,"San Diego Chargers",37
player,201112110sdg,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201112110sdg,sdg,TolbMi00,def_int,0,,,,,
player,201112110sdg,sdg,TolbMi00,def_int_yds,0,,,,,
player,201112110sdg,sdg,TolbMi00,def_int_td,0,,,,,
player,201112110sdg,sdg,TolbMi00,def_int_long,0,,,,,
player,201112110sdg,sdg,TolbMi00,pass_defended,0,,,,,
player,201112110sdg,sdg,TolbMi00,sacks,0.0,,,,,
player,201112110sdg,sdg,TolbMi00,tackles_combined,3,,,,,
player,201112110sdg,sdg,TolbMi00,tackles_solo,2,,,,,
player,201112110sdg,sdg,TolbMi00,tackles_assists,1,,,,,
player,201112110sdg,sdg,TolbMi00,tackles_loss,0,,,,,
player,201112110sdg,sdg,TolbMi00,qb_hits,0,,,,,
player,201112110sdg,sdg,TolbMi00,fumbles_rec,0,,,,,
player,201112110sdg,sdg,TolbMi00,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,TolbMi00,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,TolbMi00,fumbles_forced,0,,,,,
player,201112110sdg,sdg,DiggNa20,def_int,0,,,,,
player,201112110sdg,sdg,DiggNa20,def_int_yds,0,,,,,
player,201112110sdg,sdg,DiggNa20,def_int_td,0,,,,,
player,201112110sdg,sdg,DiggNa20,def_int_long,0,,,,,
player,201112110sdg,sdg,DiggNa20,pass_defended,1,,,,,
player,201112110sdg,sdg,DiggNa20,sacks,0.0,,,,,
player,201112110sdg,sdg,DiggNa20,tackles_combined,2,,,,,
player,201112110sdg,sdg,DiggNa20,tackles_solo,1,,,,,
player,201112110sdg,sdg,DiggNa20,tackles_assists,1,,,,,
player,201112110sdg,sdg,DiggNa20,tackles_loss,0,,,,,
player,201112110sdg,sdg,DiggNa20,qb_hits,0,,,,,
player,201112110sdg,sdg,DiggNa20,fumbles_rec,0,,,,,
player,201112110sdg,sdg,DiggNa20,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,DiggNa20,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,DiggNa20,fumbles_forced,0,,,,,
player,201112110sdg,sdg,GaraAn20,def_int,0,,,,,
player,201112110sdg,sdg,GaraAn20,def_int_yds,0,,,,,
player,201112110sdg,sdg,GaraAn20,def_int_td,0,,,,,
player,201112110sdg,sdg,GaraAn20,def_int_long,0,,,,,
player,201112110sdg,sdg,GaraAn20,pass_defended,0,,,,,
player,201112110sdg,sdg,GaraAn20,sacks,0.0,,,,,
player,201112110sdg,sdg,GaraAn20,tackles_combined,2,,,,,
player,201112110sdg,sdg,GaraAn20,tackles_solo,1,,,,,
player,201112110sdg,sdg,GaraAn20,tackles_assists,1,,,,,
player,201112110sdg,sdg,GaraAn20,tackles_loss,0,,,,,
player,201112110sdg,sdg,GaraAn20,qb_hits,1,,,,,
player,201112110sdg,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201112110sdg,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201112110sdg,sdg,LaBoTr20,def_int,0,,,,,
player,201112110sdg,sdg,LaBoTr20,def_int_yds,0,,,,,
player,201112110sdg,sdg,LaBoTr20,def_int_td,0,,,,,
player,201112110sdg,sdg,LaBoTr20,def_int_long,0,,,,,
player,201112110sdg,sdg,LaBoTr20,pass_defended,1,,,,,
player,201112110sdg,sdg,LaBoTr20,sacks,0.0,,,,,
player,201112110sdg,sdg,LaBoTr20,tackles_combined,2,,,,,
player,201112110sdg,sdg,LaBoTr20,tackles_solo,1,,,,,
player,201112110sdg,sdg,LaBoTr20,tackles_assists,1,,,,,
player,201112110sdg,sdg,LaBoTr20,tackles_loss,0,,,,,
player,201112110sdg,sdg,LaBoTr20,qb_hits,1,,,,,
player,201112110sdg,sdg,LaBoTr20,fumbles_rec,0,,,,,
player,201112110sdg,sdg,LaBoTr20,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,LaBoTr20,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,LaBoTr20,fumbles_forced,0,,,,,
player,201112110sdg,sdg,LiugCo00,def_int,0,,,,,
player,201112110sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201112110sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201112110sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201112110sdg,sdg,LiugCo00,pass_defended,1,,,,,
player,201112110sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201112110sdg,sdg,LiugCo00,tackles_combined,2,,,,,
player,201112110sdg,sdg,LiugCo00,tackles_solo,2,,,,,
player,201112110sdg,sdg,LiugCo00,tackles_assists,0,,,,,
player,201112110sdg,sdg,LiugCo00,tackles_loss,1,,,,,
player,201112110sdg,sdg,LiugCo00,qb_hits,0,,,,,
player,201112110sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201112110sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201112110sdg,sdg,MartVa99,def_int,0,,,,,
player,201112110sdg,sdg,MartVa99,def_int_yds,0,,,,,
player,201112110sdg,sdg,MartVa99,def_int_td,0,,,,,
player,201112110sdg,sdg,MartVa99,def_int_long,0,,,,,
player,201112110sdg,sdg,MartVa99,pass_defended,0,,,,,
player,201112110sdg,sdg,MartVa99,sacks,0.0,,,,,
player,201112110sdg,sdg,MartVa99,tackles_combined,2,,,,,
player,201112110sdg,sdg,MartVa99,tackles_solo,1,,,,,
player,201112110sdg,sdg,MartVa99,tackles_assists,1,,,,,
player,201112110sdg,sdg,MartVa99,tackles_loss,0,,,,,
player,201112110sdg,sdg,MartVa99,qb_hits,0,,,,,
player,201112110sdg,sdg,MartVa99,fumbles_rec,0,,,,,
player,201112110sdg,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,MartVa99,fumbles_forced,0,,,,,
player,201112110sdg,sdg,ThomCa99,def_int,0,,,,,
player,201112110sdg,sdg,ThomCa99,def_int_yds,0,,,,,
player,201112110sdg,sdg,ThomCa99,def_int_td,0,,,,,
player,201112110sdg,sdg,ThomCa99,def_int_long,0,,,,,
player,201112110sdg,sdg,ThomCa99,pass_defended,0,,,,,
player,201112110sdg,sdg,ThomCa99,sacks,0.0,,,,,
player,201112110sdg,sdg,ThomCa99,tackles_combined,2,,,,,
player,201112110sdg,sdg,ThomCa99,tackles_solo,1,,,,,
player,201112110sdg,sdg,ThomCa99,tackles_assists,1,,,,,
player,201112110sdg,sdg,ThomCa99,tackles_loss,0,,,,,
player,201112110sdg,sdg,ThomCa99,qb_hits,0,,,,,
player,201112110sdg,sdg,ThomCa99,fumbles_rec,0,,,,,
player,201112110sdg,sdg,ThomCa99,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,ThomCa99,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,ThomCa99,fumbles_forced,0,,,,,
player,201112110sdg,sdg,BirdBr00,def_int,0,,,,,
player,201112110sdg,sdg,BirdBr00,def_int_yds,0,,,,,
player,201112110sdg,sdg,BirdBr00,def_int_td,0,,,,,
player,201112110sdg,sdg,BirdBr00,def_int_long,0,,,,,
player,201112110sdg,sdg,BirdBr00,pass_defended,0,,,,,
player,201112110sdg,sdg,BirdBr00,sacks,0.0,,,,,
player,201112110sdg,sdg,BirdBr00,tackles_combined,1,,,,,
player,201112110sdg,sdg,BirdBr00,tackles_solo,1,,,,,
player,201112110sdg,sdg,BirdBr00,tackles_assists,0,,,,,
player,201112110sdg,sdg,BirdBr00,tackles_loss,0,,,,,
player,201112110sdg,sdg,BirdBr00,qb_hits,0,,,,,
player,201112110sdg,sdg,BirdBr00,fumbles_rec,0,,,,,
player,201112110sdg,sdg,BirdBr00,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,BirdBr00,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,BirdBr00,fumbles_forced,0,,,,,
player,201112110sdg,sdg,ButlDo99,def_int,0,,,,,
player,201112110sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201112110sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201112110sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201112110sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201112110sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201112110sdg,sdg,ButlDo99,tackles_combined,1,,,,,
player,201112110sdg,sdg,ButlDo99,tackles_solo,0,,,,,
player,201112110sdg,sdg,ButlDo99,tackles_assists,1,,,,,
player,201112110sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201112110sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201112110sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201112110sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201112110sdg,sdg,GachAn00,def_int,0,,,,,
player,201112110sdg,sdg,GachAn00,def_int_yds,0,,,,,
player,201112110sdg,sdg,GachAn00,def_int_td,0,,,,,
player,201112110sdg,sdg,GachAn00,def_int_long,0,,,,,
player,201112110sdg,sdg,GachAn00,pass_defended,0,,,,,
player,201112110sdg,sdg,GachAn00,sacks,0.0,,,,,
player,201112110sdg,sdg,GachAn00,tackles_combined,1,,,,,
player,201112110sdg,sdg,GachAn00,tackles_solo,1,,,,,
player,201112110sdg,sdg,GachAn00,tackles_assists,0,,,,,
player,201112110sdg,sdg,GachAn00,tackles_loss,0,,,,,
player,201112110sdg,sdg,GachAn00,qb_hits,0,,,,,
player,201112110sdg,sdg,GachAn00,fumbles_rec,0,,,,,
player,201112110sdg,sdg,GachAn00,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,GachAn00,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,GachAn00,fumbles_forced,0,,,,,
player,201112110sdg,sdg,WrigSh00,def_int,0,,,,,
player,201112110sdg,sdg,WrigSh00,def_int_yds,0,,,,,
player,201112110sdg,sdg,WrigSh00,def_int_td,0,,,,,
player,201112110sdg,sdg,WrigSh00,def_int_long,0,,,,,
player,201112110sdg,sdg,WrigSh00,pass_defended,0,,,,,
player,201112110sdg,sdg,WrigSh00,sacks,0.0,,,,,
player,201112110sdg,sdg,WrigSh00,tackles_combined,1,,,,,
player,201112110sdg,sdg,WrigSh00,tackles_solo,1,,,,,
player,201112110sdg,sdg,WrigSh00,tackles_assists,0,,,,,
player,201112110sdg,sdg,WrigSh00,tackles_loss,0,,,,,
player,201112110sdg,sdg,WrigSh00,qb_hits,0,,,,,
player,201112110sdg,sdg,WrigSh00,fumbles_rec,0,,,,,
player,201112110sdg,sdg,WrigSh00,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,WrigSh00,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,WrigSh00,fumbles_forced,0,,,,,
player,201112110sdg,buf,RogeJu00,kick_ret,4,,,,,
player,201112110sdg,buf,RogeJu00,kick_ret_yds,96,,,,,
player,201112110sdg,buf,RogeJu00,kick_ret_yds_per_ret,24.0,,,,,
player,201112110sdg,buf,RogeJu00,kick_ret_td,0,,,,,
player,201112110sdg,buf,RogeJu00,kick_ret_long,33,,,,,
player,201112110sdg,buf,RogeJu00,punt_ret,0,,,,,
player,201112110sdg,buf,RogeJu00,punt_ret_yds,0,,,,,
player,201112110sdg,buf,RogeJu00,punt_ret_yds_per_ret,,,,,,
player,201112110sdg,buf,RogeJu00,punt_ret_td,0,,,,,
player,201112110sdg,buf,RogeJu00,punt_ret_long,0,,,,,
player,201112110sdg,sdg,CrayPa00,kick_ret,0,,,,,
player,201112110sdg,sdg,CrayPa00,kick_ret_yds,0,,,,,
player,201112110sdg,sdg,CrayPa00,kick_ret_yds_per_ret,,,,,,
player,201112110sdg,sdg,CrayPa00,kick_ret_td,0,,,,,
player,201112110sdg,sdg,CrayPa00,kick_ret_long,0,,,,,
player,201112110sdg,sdg,CrayPa00,punt_ret,1,,,,,
player,201112110sdg,sdg,CrayPa00,punt_ret_yds,14,,,,,
player,201112110sdg,sdg,CrayPa00,punt_ret_yds_per_ret,14.0,,,,,
player,201112110sdg,sdg,CrayPa00,punt_ret_td,0,,,,,
player,201112110sdg,sdg,CrayPa00,punt_ret_long,14,,,,,
player,201112110sdg,sdg,GoodRi00,kick_ret,2,,,,,
player,201112110sdg,sdg,GoodRi00,kick_ret_yds,42,,,,,
player,201112110sdg,sdg,GoodRi00,kick_ret_yds_per_ret,21.0,,,,,
player,201112110sdg,sdg,GoodRi00,kick_ret_td,0,,,,,
player,201112110sdg,sdg,GoodRi00,kick_ret_long,23,,,,,
player,201112110sdg,sdg,GoodRi00,punt_ret,0,,,,,
player,201112110sdg,sdg,GoodRi00,punt_ret_yds,0,,,,,
player,201112110sdg,sdg,GoodRi00,punt_ret_yds_per_ret,,,,,,
player,201112110sdg,sdg,GoodRi00,punt_ret_td,0,,,,,
player,201112110sdg,sdg,GoodRi00,punt_ret_long,0,,,,,
player,201112110sdg,buf,raynedav01,xpm,1,,,,,
player,201112110sdg,buf,raynedav01,xpa,1,,,,,
player,201112110sdg,buf,raynedav01,fgm,1,,,,,
player,201112110sdg,buf,raynedav01,fga,2,,,,,
player,201112110sdg,buf,raynedav01,punt,0,,,,,
player,201112110sdg,buf,raynedav01,punt_yds,0,,,,,
player,201112110sdg,buf,raynedav01,punt_yds_per_punt,,,,,,
player,201112110sdg,buf,raynedav01,punt_long,0,,,,,
player,201112110sdg,buf,MoorBr24,xpm,,,,,,
player,201112110sdg,buf,MoorBr24,xpa,,,,,,
player,201112110sdg,buf,MoorBr24,fgm,,,,,,
player,201112110sdg,buf,MoorBr24,fga,,,,,,
player,201112110sdg,buf,MoorBr24,punt,2,,,,,
player,201112110sdg,buf,MoorBr24,punt_yds,71,,,,,
player,201112110sdg,buf,MoorBr24,punt_yds_per_punt,35.5,,,,,
player,201112110sdg,buf,MoorBr24,punt_long,55,,,,,
player,201112110sdg,sdg,novaknic01,xpm,4,,,,,
player,201112110sdg,sdg,novaknic01,xpa,5,,,,,
player,201112110sdg,sdg,novaknic01,fgm,1,,,,,
player,201112110sdg,sdg,novaknic01,fga,1,,,,,
player,201112110sdg,sdg,novaknic01,punt,0,,,,,
player,201112110sdg,sdg,novaknic01,punt_yds,0,,,,,
player,201112110sdg,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201112110sdg,sdg,novaknic01,punt_long,0,,,,,
player,201112110sdg,sdg,ScifMi20,xpm,,,,,,
player,201112110sdg,sdg,ScifMi20,xpa,,,,,,
player,201112110sdg,sdg,ScifMi20,fgm,,,,,,
player,201112110sdg,sdg,ScifMi20,fga,,,,,,
player,201112110sdg,sdg,ScifMi20,punt,3,,,,,
player,201112110sdg,sdg,ScifMi20,punt_yds,119,,,,,
player,201112110sdg,sdg,ScifMi20,punt_yds_per_punt,39.7,,,,,
player,201112110sdg,sdg,ScifMi20,punt_long,58,,,,,
