game,2011,6,20111016,201110160tam,nor,"New Orleans Saints",20,tam,"Tampa Bay Buccaneers",26
team,201110160tam,nor,First Downs,20,,,,,,
team,201110160tam,tam,First Downs,21,,,,,,
team,201110160tam,nor,Rush-Yds-TDs,20-70-1,,,,,,
team,201110160tam,tam,Rush-Yds-TDs,25-117-0,,,,,,
team,201110160tam,nor,Cmp-Att-Yd-TD-INT,29-45-383-1-3,,,,,,
team,201110160tam,tam,Cmp-Att-Yd-TD-INT,23-41-303-2-0,,,,,,
team,201110160tam,nor,Sacked-Yards,0-0,,,,,,
team,201110160tam,tam,Sacked-Yards,0-0,,,,,,
team,201110160tam,nor,Net Pass Yards,383,,,,,,
team,201110160tam,tam,Net Pass Yards,303,,,,,,
team,201110160tam,nor,Total Yards,453,,,,,,
team,201110160tam,tam,Total Yards,420,,,,,,
team,201110160tam,nor,Fumbles-Lost,1-1,,,,,,
team,201110160tam,tam,Fumbles-Lost,0-0,,,,,,
team,201110160tam,nor,Turnovers,4,,,,,,
team,201110160tam,tam,Turnovers,0,,,,,,
team,201110160tam,nor,Penalties-Yards,7-53,,,,,,
team,201110160tam,tam,Penalties-Yards,7-64,,,,,,
team,201110160tam,nor,Third Down Conv.,5-12,,,,,,
team,201110160tam,tam,Third Down Conv.,4-14,,,,,,
team,201110160tam,nor,Fourth Down Conv.,0-1,,,,,,
team,201110160tam,tam,Fourth Down Conv.,0-0,,,,,,
team,201110160tam,nor,Time of Possession,28:33,,,,,,
team,201110160tam,tam,Time of Possession,31:27,,,,,,
player,201110160tam,nor,BreeDr00,pass_cmp,29,,,,,
player,201110160tam,nor,BreeDr00,pass_att,45,,,,,
player,201110160tam,nor,BreeDr00,pass_yds,383,,,,,
player,201110160tam,nor,BreeDr00,pass_td,1,,,,,
player,201110160tam,nor,BreeDr00,pass_int,3,,,,,
player,201110160tam,nor,BreeDr00,pass_sacked,0,,,,,
player,201110160tam,nor,BreeDr00,pass_sacked_yds,0,,,,,
player,201110160tam,nor,BreeDr00,pass_long,43,,,,,
player,201110160tam,nor,BreeDr00,pass_rating,70.9,,,,,
player,201110160tam,nor,BreeDr00,rush_att,3,,,,,
player,201110160tam,nor,BreeDr00,rush_yds,21,,,,,
player,201110160tam,nor,BreeDr00,rush_td,0,,,,,
player,201110160tam,nor,BreeDr00,rush_long,11,,,,,
player,201110160tam,nor,BreeDr00,targets,0,,,,,
player,201110160tam,nor,BreeDr00,rec,0,,,,,
player,201110160tam,nor,BreeDr00,rec_yds,0,,,,,
player,201110160tam,nor,BreeDr00,rec_td,0,,,,,
player,201110160tam,nor,BreeDr00,rec_long,0,,,,,
player,201110160tam,nor,BreeDr00,fumbles,0,,,,,
player,201110160tam,nor,BreeDr00,fumbles_lost,,,,,,
player,201110160tam,nor,IngrMa01,pass_cmp,0,,,,,
player,201110160tam,nor,IngrMa01,pass_att,0,,,,,
player,201110160tam,nor,IngrMa01,pass_yds,0,,,,,
player,201110160tam,nor,IngrMa01,pass_td,0,,,,,
player,201110160tam,nor,IngrMa01,pass_int,0,,,,,
player,201110160tam,nor,IngrMa01,pass_sacked,0,,,,,
player,201110160tam,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201110160tam,nor,IngrMa01,pass_long,0,,,,,
player,201110160tam,nor,IngrMa01,pass_rating,,,,,,
player,201110160tam,nor,IngrMa01,rush_att,9,,,,,
player,201110160tam,nor,IngrMa01,rush_yds,22,,,,,
player,201110160tam,nor,IngrMa01,rush_td,1,,,,,
player,201110160tam,nor,IngrMa01,rush_long,12,,,,,
