game,2011,1,20110911,201109110ram,phi,"Philadelphia Eagles",31,ram,"St. Louis Rams",13
player,201109110ram,phi,ColeTr20,def_int,0,,,,,
player,201109110ram,phi,ColeTr20,def_int_yds,0,,,,,
player,201109110ram,phi,ColeTr20,def_int_td,0,,,,,
player,201109110ram,phi,ColeTr20,def_int_long,0,,,,,
player,201109110ram,phi,ColeTr20,pass_defended,0,,,,,
player,201109110ram,phi,ColeTr20,sacks,1.0,,,,,
player,201109110ram,phi,ColeTr20,tackles_combined,3,,,,,
player,201109110ram,phi,ColeTr20,tackles_solo,3,,,,,
player,201109110ram,phi,ColeTr20,tackles_assists,0,,,,,
player,201109110ram,phi,ColeTr20,tackles_loss,1,,,,,
player,201109110ram,phi,ColeTr20,qb_hits,2,,,,,
player,201109110ram,phi,ColeTr20,fumbles_rec,0,,,,,
player,201109110ram,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201109110ram,phi,ColeTr20,fumbles_forced,0,,,,,
player,201109110ram,phi,TappDa20,def_int,0,,,,,
player,201109110ram,phi,TappDa20,def_int_yds,0,,,,,
player,201109110ram,phi,TappDa20,def_int_td,0,,,,,
player,201109110ram,phi,TappDa20,def_int_long,0,,,,,
player,201109110ram,phi,TappDa20,pass_defended,0,,,,,
player,201109110ram,phi,TappDa20,sacks,1.0,,,,,
player,201109110ram,phi,TappDa20,tackles_combined,3,,,,,
player,201109110ram,phi,TappDa20,tackles_solo,3,,,,,
player,201109110ram,phi,TappDa20,tackles_assists,0,,,,,
player,201109110ram,phi,TappDa20,tackles_loss,1,,,,,
player,201109110ram,phi,TappDa20,qb_hits,2,,,,,
player,201109110ram,phi,TappDa20,fumbles_rec,0,,,,,
player,201109110ram,phi,TappDa20,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,TappDa20,fumbles_rec_td,0,,,,,
player,201109110ram,phi,TappDa20,fumbles_forced,1,,,,,
player,201109110ram,phi,JenkCu20,def_int,0,,,,,
player,201109110ram,phi,JenkCu20,def_int_yds,0,,,,,
player,201109110ram,phi,JenkCu20,def_int_td,0,,,,,
player,201109110ram,phi,JenkCu20,def_int_long,0,,,,,
player,201109110ram,phi,JenkCu20,pass_defended,0,,,,,
player,201109110ram,phi,JenkCu20,sacks,1.0,,,,,
player,201109110ram,phi,JenkCu20,tackles_combined,2,,,,,
player,201109110ram,phi,JenkCu20,tackles_solo,2,,,,,
player,201109110ram,phi,JenkCu20,tackles_assists,0,,,,,
player,201109110ram,phi,JenkCu20,tackles_loss,2,,,,,
player,201109110ram,phi,JenkCu20,qb_hits,3,,,,,
player,201109110ram,phi,JenkCu20,fumbles_rec,0,,,,,
player,201109110ram,phi,JenkCu20,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,JenkCu20,fumbles_rec_td,0,,,,,
player,201109110ram,phi,JenkCu20,fumbles_forced,0,,,,,
player,201109110ram,phi,ChanJa98,def_int,0,,,,,
player,201109110ram,phi,ChanJa98,def_int_yds,0,,,,,
player,201109110ram,phi,ChanJa98,def_int_td,0,,,,,
player,201109110ram,phi,ChanJa98,def_int_long,0,,,,,
player,201109110ram,phi,ChanJa98,pass_defended,0,,,,,
player,201109110ram,phi,ChanJa98,sacks,0.0,,,,,
player,201109110ram,phi,ChanJa98,tackles_combined,6,,,,,
player,201109110ram,phi,ChanJa98,tackles_solo,6,,,,,
player,201109110ram,phi,ChanJa98,tackles_assists,0,,,,,
player,201109110ram,phi,ChanJa98,tackles_loss,0,,,,,
player,201109110ram,phi,ChanJa98,qb_hits,0,,,,,
player,201109110ram,phi,ChanJa98,fumbles_rec,0,,,,,
player,201109110ram,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201109110ram,phi,ChanJa98,fumbles_forced,0,,,,,
player,201109110ram,phi,PageJa20,def_int,0,,,,,
player,201109110ram,phi,PageJa20,def_int_yds,0,,,,,
player,201109110ram,phi,PageJa20,def_int_td,0,,,,,
player,201109110ram,phi,PageJa20,def_int_long,0,,,,,
player,201109110ram,phi,PageJa20,pass_defended,1,,,,,
player,201109110ram,phi,PageJa20,sacks,0.0,,,,,
player,201109110ram,phi,PageJa20,tackles_combined,6,,,,,
player,201109110ram,phi,PageJa20,tackles_solo,6,,,,,
player,201109110ram,phi,PageJa20,tackles_assists,0,,,,,
player,201109110ram,phi,PageJa20,tackles_loss,0,,,,,
player,201109110ram,phi,PageJa20,qb_hits,0,,,,,
player,201109110ram,phi,PageJa20,fumbles_rec,0,,,,,
player,201109110ram,phi,PageJa20,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,PageJa20,fumbles_rec_td,0,,,,,
player,201109110ram,phi,PageJa20,fumbles_forced,0,,,,,
player,201109110ram,phi,SamuAs20,def_int,0,,,,,
player,201109110ram,phi,SamuAs20,def_int_yds,0,,,,,
player,201109110ram,phi,SamuAs20,def_int_td,0,,,,,
player,201109110ram,phi,SamuAs20,def_int_long,0,,,,,
player,201109110ram,phi,SamuAs20,pass_defended,0,,,,,
player,201109110ram,phi,SamuAs20,sacks,0.0,,,,,
player,201109110ram,phi,SamuAs20,tackles_combined,5,,,,,
player,201109110ram,phi,SamuAs20,tackles_solo,5,,,,,
player,201109110ram,phi,SamuAs20,tackles_assists,0,,,,,
player,201109110ram,phi,SamuAs20,tackles_loss,0,,,,,
player,201109110ram,phi,SamuAs20,qb_hits,0,,,,,
player,201109110ram,phi,SamuAs20,fumbles_rec,0,,,,,
player,201109110ram,phi,SamuAs20,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,SamuAs20,fumbles_rec_td,0,,,,,
player,201109110ram,phi,SamuAs20,fumbles_forced,0,,,,,
player,201109110ram,phi,ColeKu99,def_int,0,,,,,
player,201109110ram,phi,ColeKu99,def_int_yds,0,,,,,
player,201109110ram,phi,ColeKu99,def_int_td,0,,,,,
player,201109110ram,phi,ColeKu99,def_int_long,0,,,,,
player,201109110ram,phi,ColeKu99,pass_defended,0,,,,,
player,201109110ram,phi,ColeKu99,sacks,0.0,,,,,
player,201109110ram,phi,ColeKu99,tackles_combined,4,,,,,
player,201109110ram,phi,ColeKu99,tackles_solo,4,,,,,
player,201109110ram,phi,ColeKu99,tackles_assists,0,,,,,
player,201109110ram,phi,ColeKu99,tackles_loss,0,,,,,
player,201109110ram,phi,ColeKu99,qb_hits,0,,,,,
player,201109110ram,phi,ColeKu99,fumbles_rec,0,,,,,
player,201109110ram,phi,ColeKu99,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,ColeKu99,fumbles_rec_td,0,,,,,
player,201109110ram,phi,ColeKu99,fumbles_forced,0,,,,,
player,201109110ram,phi,FokoMo99,def_int,0,,,,,
player,201109110ram,phi,FokoMo99,def_int_yds,0,,,,,
player,201109110ram,phi,FokoMo99,def_int_td,0,,,,,
player,201109110ram,phi,FokoMo99,def_int_long,0,,,,,
player,201109110ram,phi,FokoMo99,pass_defended,1,,,,,
player,201109110ram,phi,FokoMo99,sacks,0.0,,,,,
player,201109110ram,phi,FokoMo99,tackles_combined,4,,,,,
player,201109110ram,phi,FokoMo99,tackles_solo,4,,,,,
player,201109110ram,phi,FokoMo99,tackles_assists,0,,,,,
player,201109110ram,phi,FokoMo99,tackles_loss,1,,,,,
player,201109110ram,phi,FokoMo99,qb_hits,0,,,,,
player,201109110ram,phi,FokoMo99,fumbles_rec,0,,,,,
player,201109110ram,phi,FokoMo99,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,FokoMo99,fumbles_rec_td,0,,,,,
player,201109110ram,phi,FokoMo99,fumbles_forced,0,,,,,
player,201109110ram,phi,MattCa00,def_int,0,,,,,
player,201109110ram,phi,MattCa00,def_int_yds,0,,,,,
player,201109110ram,phi,MattCa00,def_int_td,0,,,,,
player,201109110ram,phi,MattCa00,def_int_long,0,,,,,
player,201109110ram,phi,MattCa00,pass_defended,0,,,,,
player,201109110ram,phi,MattCa00,sacks,0.0,,,,,
player,201109110ram,phi,MattCa00,tackles_combined,4,,,,,
player,201109110ram,phi,MattCa00,tackles_solo,4,,,,,
player,201109110ram,phi,MattCa00,tackles_assists,0,,,,,
player,201109110ram,phi,MattCa00,tackles_loss,0,,,,,
player,201109110ram,phi,MattCa00,qb_hits,0,,,,,
player,201109110ram,phi,MattCa00,fumbles_rec,0,,,,,
player,201109110ram,phi,MattCa00,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,MattCa00,fumbles_rec_td,0,,,,,
player,201109110ram,phi,MattCa00,fumbles_forced,0,,,,,
player,201109110ram,phi,ClayKe99,def_int,0,,,,,
player,201109110ram,phi,ClayKe99,def_int_yds,0,,,,,
player,201109110ram,phi,ClayKe99,def_int_td,0,,,,,
player,201109110ram,phi,ClayKe99,def_int_long,0,,,,,
player,201109110ram,phi,ClayKe99,pass_defended,0,,,,,
player,201109110ram,phi,ClayKe99,sacks,0.0,,,,,
player,201109110ram,phi,ClayKe99,tackles_combined,2,,,,,
player,201109110ram,phi,ClayKe99,tackles_solo,2,,,,,
player,201109110ram,phi,ClayKe99,tackles_assists,0,,,,,
player,201109110ram,phi,ClayKe99,tackles_loss,0,,,,,
player,201109110ram,phi,ClayKe99,qb_hits,0,,,,,
player,201109110ram,phi,ClayKe99,fumbles_rec,0,,,,,
player,201109110ram,phi,ClayKe99,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,ClayKe99,fumbles_rec_td,0,,,,,
player,201109110ram,phi,ClayKe99,fumbles_forced,0,,,,,
player,201109110ram,phi,HughBr99,def_int,0,,,,,
player,201109110ram,phi,HughBr99,def_int_yds,0,,,,,
player,201109110ram,phi,HughBr99,def_int_td,0,,,,,
player,201109110ram,phi,HughBr99,def_int_long,0,,,,,
player,201109110ram,phi,HughBr99,pass_defended,0,,,,,
player,201109110ram,phi,HughBr99,sacks,0.0,,,,,
player,201109110ram,phi,HughBr99,tackles_combined,2,,,,,
player,201109110ram,phi,HughBr99,tackles_solo,2,,,,,
player,201109110ram,phi,HughBr99,tackles_assists,0,,,,,
player,201109110ram,phi,HughBr99,tackles_loss,0,,,,,
player,201109110ram,phi,HughBr99,qb_hits,0,,,,,
player,201109110ram,phi,HughBr99,fumbles_rec,0,,,,,
player,201109110ram,phi,HughBr99,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,HughBr99,fumbles_rec_td,0,,,,,
player,201109110ram,phi,HughBr99,fumbles_forced,0,,,,,
player,201109110ram,phi,PattMi20,def_int,0,,,,,
player,201109110ram,phi,PattMi20,def_int_yds,0,,,,,
player,201109110ram,phi,PattMi20,def_int_td,0,,,,,
player,201109110ram,phi,PattMi20,def_int_long,0,,,,,
player,201109110ram,phi,PattMi20,pass_defended,0,,,,,
player,201109110ram,phi,PattMi20,sacks,0.0,,,,,
player,201109110ram,phi,PattMi20,tackles_combined,2,,,,,
player,201109110ram,phi,PattMi20,tackles_solo,2,,,,,
player,201109110ram,phi,PattMi20,tackles_assists,0,,,,,
player,201109110ram,phi,PattMi20,tackles_loss,0,,,,,
player,201109110ram,phi,PattMi20,qb_hits,0,,,,,
player,201109110ram,phi,PattMi20,fumbles_rec,0,,,,,
player,201109110ram,phi,PattMi20,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,PattMi20,fumbles_rec_td,0,,,,,
player,201109110ram,phi,PattMi20,fumbles_forced,0,,,,,
player,201109110ram,phi,AsomNn20,def_int,0,,,,,
player,201109110ram,phi,AsomNn20,def_int_yds,0,,,,,
player,201109110ram,phi,AsomNn20,def_int_td,0,,,,,
player,201109110ram,phi,AsomNn20,def_int_long,0,,,,,
player,201109110ram,phi,AsomNn20,pass_defended,0,,,,,
player,201109110ram,phi,AsomNn20,sacks,0.0,,,,,
player,201109110ram,phi,AsomNn20,tackles_combined,1,,,,,
player,201109110ram,phi,AsomNn20,tackles_solo,1,,,,,
player,201109110ram,phi,AsomNn20,tackles_assists,0,,,,,
player,201109110ram,phi,AsomNn20,tackles_loss,0,,,,,
player,201109110ram,phi,AsomNn20,qb_hits,0,,,,,
player,201109110ram,phi,AsomNn20,fumbles_rec,0,,,,,
player,201109110ram,phi,AsomNn20,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,AsomNn20,fumbles_rec_td,0,,,,,
player,201109110ram,phi,AsomNn20,fumbles_forced,0,,,,,
player,201109110ram,phi,CoopRi00,def_int,0,,,,,
player,201109110ram,phi,CoopRi00,def_int_yds,0,,,,,
player,201109110ram,phi,CoopRi00,def_int_td,0,,,,,
player,201109110ram,phi,CoopRi00,def_int_long,0,,,,,
player,201109110ram,phi,CoopRi00,pass_defended,0,,,,,
player,201109110ram,phi,CoopRi00,sacks,0.0,,,,,
player,201109110ram,phi,CoopRi00,tackles_combined,1,,,,,
player,201109110ram,phi,CoopRi00,tackles_solo,1,,,,,
player,201109110ram,phi,CoopRi00,tackles_assists,0,,,,,
player,201109110ram,phi,CoopRi00,tackles_loss,0,,,,,
player,201109110ram,phi,CoopRi00,qb_hits,0,,,,,
player,201109110ram,phi,CoopRi00,fumbles_rec,0,,,,,
player,201109110ram,phi,CoopRi00,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,CoopRi00,fumbles_rec_td,0,,,,,
player,201109110ram,phi,CoopRi00,fumbles_forced,0,,,,,
player,201109110ram,phi,HansJo20,def_int,0,,,,,
player,201109110ram,phi,HansJo20,def_int_yds,0,,,,,
player,201109110ram,phi,HansJo20,def_int_td,0,,,,,
player,201109110ram,phi,HansJo20,def_int_long,0,,,,,
player,201109110ram,phi,HansJo20,pass_defended,0,,,,,
player,201109110ram,phi,HansJo20,sacks,0.0,,,,,
player,201109110ram,phi,HansJo20,tackles_combined,1,,,,,
player,201109110ram,phi,HansJo20,tackles_solo,1,,,,,
player,201109110ram,phi,HansJo20,tackles_assists,0,,,,,
player,201109110ram,phi,HansJo20,tackles_loss,0,,,,,
player,201109110ram,phi,HansJo20,qb_hits,0,,,,,
player,201109110ram,phi,HansJo20,fumbles_rec,0,,,,,
player,201109110ram,phi,HansJo20,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,HansJo20,fumbles_rec_td,0,,,,,
player,201109110ram,phi,HansJo20,fumbles_forced,0,,,,,
player,201109110ram,phi,LawsTr99,def_int,0,,,,,
player,201109110ram,phi,LawsTr99,def_int_yds,0,,,,,
player,201109110ram,phi,LawsTr99,def_int_td,0,,,,,
player,201109110ram,phi,LawsTr99,def_int_long,0,,,,,
player,201109110ram,phi,LawsTr99,pass_defended,0,,,,,
player,201109110ram,phi,LawsTr99,sacks,0.0,,,,,
player,201109110ram,phi,LawsTr99,tackles_combined,1,,,,,
player,201109110ram,phi,LawsTr99,tackles_solo,1,,,,,
player,201109110ram,phi,LawsTr99,tackles_assists,0,,,,,
player,201109110ram,phi,LawsTr99,tackles_loss,0,,,,,
player,201109110ram,phi,LawsTr99,qb_hits,0,,,,,
player,201109110ram,phi,LawsTr99,fumbles_rec,0,,,,,
player,201109110ram,phi,LawsTr99,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,LawsTr99,fumbles_rec_td,0,,,,,
player,201109110ram,phi,LawsTr99,fumbles_forced,0,,,,,
player,201109110ram,phi,ThomJu20,def_int,0,,,,,
player,201109110ram,phi,ThomJu20,def_int_yds,0,,,,,
player,201109110ram,phi,ThomJu20,def_int_td,0,,,,,
player,201109110ram,phi,ThomJu20,def_int_long,0,,,,,
player,201109110ram,phi,ThomJu20,pass_defended,1,,,,,
player,201109110ram,phi,ThomJu20,sacks,0.0,,,,,
player,201109110ram,phi,ThomJu20,tackles_combined,1,,,,,
player,201109110ram,phi,ThomJu20,tackles_solo,1,,,,,
player,201109110ram,phi,ThomJu20,tackles_assists,0,,,,,
player,201109110ram,phi,ThomJu20,tackles_loss,0,,,,,
player,201109110ram,phi,ThomJu20,qb_hits,1,,,,,
player,201109110ram,phi,ThomJu20,fumbles_rec,1,,,,,
player,201109110ram,phi,ThomJu20,fumbles_rec_yds,56,,,,,
player,201109110ram,phi,ThomJu20,fumbles_rec_td,1,,,,,
player,201109110ram,phi,ThomJu20,fumbles_forced,0,,,,,
player,201109110ram,phi,RollBr00,def_int,0,,,,,
player,201109110ram,phi,RollBr00,def_int_yds,0,,,,,
player,201109110ram,phi,RollBr00,def_int_td,0,,,,,
player,201109110ram,phi,RollBr00,def_int_long,0,,,,,
player,201109110ram,phi,RollBr00,pass_defended,0,,,,,
player,201109110ram,phi,RollBr00,sacks,0.0,,,,,
player,201109110ram,phi,RollBr00,tackles_combined,1,,,,,
player,201109110ram,phi,RollBr00,tackles_solo,1,,,,,
player,201109110ram,phi,RollBr00,tackles_assists,0,,,,,
player,201109110ram,phi,RollBr00,tackles_loss,0,,,,,
player,201109110ram,phi,RollBr00,qb_hits,0,,,,,
player,201109110ram,phi,RollBr00,fumbles_rec,0,,,,,
player,201109110ram,phi,RollBr00,fumbles_rec_yds,0,,,,,
player,201109110ram,phi,RollBr00,fumbles_rec_td,0,,,,,
player,201109110ram,phi,RollBr00,fumbles_forced,0,,,,,
player,201109110ram,phi,RodgDo99,def_int,,,,,,
player,201109110ram,phi,RodgDo99,def_int_yds,,,,,,
player,201109110ram,phi,RodgDo99,def_int_td,,,,,,
player,201109110ram,phi,RodgDo99,def_int_long,,,,,,
player,201109110ram,phi,RodgDo99,pass_defended,0,,,,,
player,201109110ram,phi,RodgDo99,sacks,0.0,,,,,
player,201109110ram,phi,RodgDo99,tackles_combined,1,,,,,
player,201109110ram,phi,RodgDo99,tackles_solo,1,,,,,
player,201109110ram,phi,RodgDo99,tackles_assists,0,,,,,
player,201109110ram,phi,RodgDo99,tackles_loss,0,,,,,
player,201109110ram,phi,RodgDo99,qb_hits,0,,,,,
player,201109110ram,phi,RodgDo99,fumbles_rec,0,,,,,
player,201109110ram,phi,RodgDo99,fumbles_rec_yds,,,,,,
player,201109110ram,phi,RodgDo99,fumbles_rec_td,,,,,,
player,201109110ram,phi,RodgDo99,fumbles_forced,0,,,,,
player,201109110ram,ram,KingJu99,def_int,0,,,,,
player,201109110ram,ram,KingJu99,def_int_yds,0,,,,,
player,201109110ram,ram,KingJu99,def_int_td,0,,,,,
player,201109110ram,ram,KingJu99,def_int_long,0,,,,,
player,201109110ram,ram,KingJu99,pass_defended,0,,,,,
player,201109110ram,ram,KingJu99,sacks,1.0,,,,,
player,201109110ram,ram,KingJu99,tackles_combined,7,,,,,
player,201109110ram,ram,KingJu99,tackles_solo,7,,,,,
player,201109110ram,ram,KingJu99,tackles_assists,0,,,,,
player,201109110ram,ram,KingJu99,tackles_loss,3,,,,,
player,201109110ram,ram,KingJu99,qb_hits,3,,,,,
player,201109110ram,ram,KingJu99,fumbles_rec,0,,,,,
player,201109110ram,ram,KingJu99,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,KingJu99,fumbles_rec_td,0,,,,,
player,201109110ram,ram,KingJu99,fumbles_forced,0,,,,,
player,201109110ram,ram,MikeQu20,def_int,0,,,,,
player,201109110ram,ram,MikeQu20,def_int_yds,0,,,,,
player,201109110ram,ram,MikeQu20,def_int_td,0,,,,,
player,201109110ram,ram,MikeQu20,def_int_long,0,,,,,
player,201109110ram,ram,MikeQu20,pass_defended,0,,,,,
player,201109110ram,ram,MikeQu20,sacks,1.0,,,,,
player,201109110ram,ram,MikeQu20,tackles_combined,4,,,,,
player,201109110ram,ram,MikeQu20,tackles_solo,4,,,,,
player,201109110ram,ram,MikeQu20,tackles_assists,0,,,,,
player,201109110ram,ram,MikeQu20,tackles_loss,0,,,,,
player,201109110ram,ram,MikeQu20,qb_hits,1,,,,,
player,201109110ram,ram,MikeQu20,fumbles_rec,0,,,,,
player,201109110ram,ram,MikeQu20,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201109110ram,ram,MikeQu20,fumbles_forced,1,,,,,
player,201109110ram,ram,LongCh99,def_int,0,,,,,
player,201109110ram,ram,LongCh99,def_int_yds,0,,,,,
player,201109110ram,ram,LongCh99,def_int_td,0,,,,,
player,201109110ram,ram,LongCh99,def_int_long,0,,,,,
player,201109110ram,ram,LongCh99,pass_defended,0,,,,,
player,201109110ram,ram,LongCh99,sacks,1.0,,,,,
player,201109110ram,ram,LongCh99,tackles_combined,2,,,,,
player,201109110ram,ram,LongCh99,tackles_solo,2,,,,,
player,201109110ram,ram,LongCh99,tackles_assists,0,,,,,
player,201109110ram,ram,LongCh99,tackles_loss,1,,,,,
player,201109110ram,ram,LongCh99,qb_hits,2,,,,,
player,201109110ram,ram,LongCh99,fumbles_rec,0,,,,,
player,201109110ram,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201109110ram,ram,LongCh99,fumbles_forced,0,,,,,
player,201109110ram,ram,DahlCr99,def_int,0,,,,,
player,201109110ram,ram,DahlCr99,def_int_yds,0,,,,,
player,201109110ram,ram,DahlCr99,def_int_td,0,,,,,
player,201109110ram,ram,DahlCr99,def_int_long,0,,,,,
player,201109110ram,ram,DahlCr99,pass_defended,0,,,,,
player,201109110ram,ram,DahlCr99,sacks,0.0,,,,,
player,201109110ram,ram,DahlCr99,tackles_combined,9,,,,,
player,201109110ram,ram,DahlCr99,tackles_solo,8,,,,,
player,201109110ram,ram,DahlCr99,tackles_assists,1,,,,,
player,201109110ram,ram,DahlCr99,tackles_loss,0,,,,,
player,201109110ram,ram,DahlCr99,qb_hits,0,,,,,
player,201109110ram,ram,DahlCr99,fumbles_rec,0,,,,,
player,201109110ram,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201109110ram,ram,DahlCr99,fumbles_forced,0,,,,,
player,201109110ram,ram,LaurJa99,def_int,0,,,,,
player,201109110ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201109110ram,ram,LaurJa99,def_int_td,0,,,,,
player,201109110ram,ram,LaurJa99,def_int_long,0,,,,,
player,201109110ram,ram,LaurJa99,pass_defended,1,,,,,
player,201109110ram,ram,LaurJa99,sacks,0.0,,,,,
player,201109110ram,ram,LaurJa99,tackles_combined,6,,,,,
player,201109110ram,ram,LaurJa99,tackles_solo,5,,,,,
player,201109110ram,ram,LaurJa99,tackles_assists,1,,,,,
player,201109110ram,ram,LaurJa99,tackles_loss,1,,,,,
player,201109110ram,ram,LaurJa99,qb_hits,0,,,,,
player,201109110ram,ram,LaurJa99,fumbles_rec,1,,,,,
player,201109110ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201109110ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201109110ram,ram,FletBr99,def_int,0,,,,,
player,201109110ram,ram,FletBr99,def_int_yds,0,,,,,
player,201109110ram,ram,FletBr99,def_int_td,0,,,,,
player,201109110ram,ram,FletBr99,def_int_long,0,,,,,
player,201109110ram,ram,FletBr99,pass_defended,0,,,,,
player,201109110ram,ram,FletBr99,sacks,0.0,,,,,
player,201109110ram,ram,FletBr99,tackles_combined,4,,,,,
player,201109110ram,ram,FletBr99,tackles_solo,4,,,,,
player,201109110ram,ram,FletBr99,tackles_assists,0,,,,,
player,201109110ram,ram,FletBr99,tackles_loss,0,,,,,
player,201109110ram,ram,FletBr99,qb_hits,0,,,,,
player,201109110ram,ram,FletBr99,fumbles_rec,0,,,,,
player,201109110ram,ram,FletBr99,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201109110ram,ram,FletBr99,fumbles_forced,0,,,,,
player,201109110ram,ram,SimsEu99,def_int,0,,,,,
player,201109110ram,ram,SimsEu99,def_int_yds,0,,,,,
player,201109110ram,ram,SimsEu99,def_int_td,0,,,,,
player,201109110ram,ram,SimsEu99,def_int_long,0,,,,,
player,201109110ram,ram,SimsEu99,pass_defended,0,,,,,
player,201109110ram,ram,SimsEu99,sacks,0.0,,,,,
player,201109110ram,ram,SimsEu99,tackles_combined,3,,,,,
player,201109110ram,ram,SimsEu99,tackles_solo,3,,,,,
player,201109110ram,ram,SimsEu99,tackles_assists,0,,,,,
player,201109110ram,ram,SimsEu99,tackles_loss,0,,,,,
player,201109110ram,ram,SimsEu99,qb_hits,0,,,,,
player,201109110ram,ram,SimsEu99,fumbles_rec,0,,,,,
player,201109110ram,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201109110ram,ram,SimsEu99,fumbles_forced,0,,,,,
player,201109110ram,ram,HallJa21,def_int,0,,,,,
player,201109110ram,ram,HallJa21,def_int_yds,0,,,,,
player,201109110ram,ram,HallJa21,def_int_td,0,,,,,
player,201109110ram,ram,HallJa21,def_int_long,0,,,,,
player,201109110ram,ram,HallJa21,pass_defended,1,,,,,
player,201109110ram,ram,HallJa21,sacks,0.0,,,,,
player,201109110ram,ram,HallJa21,tackles_combined,2,,,,,
player,201109110ram,ram,HallJa21,tackles_solo,2,,,,,
player,201109110ram,ram,HallJa21,tackles_assists,0,,,,,
player,201109110ram,ram,HallJa21,tackles_loss,1,,,,,
player,201109110ram,ram,HallJa21,qb_hits,1,,,,,
player,201109110ram,ram,HallJa21,fumbles_rec,0,,,,,
player,201109110ram,ram,HallJa21,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,HallJa21,fumbles_rec_td,0,,,,,
player,201109110ram,ram,HallJa21,fumbles_forced,0,,,,,
player,201109110ram,ram,LebeBe20,def_int,0,,,,,
player,201109110ram,ram,LebeBe20,def_int_yds,0,,,,,
player,201109110ram,ram,LebeBe20,def_int_td,0,,,,,
player,201109110ram,ram,LebeBe20,def_int_long,0,,,,,
player,201109110ram,ram,LebeBe20,pass_defended,0,,,,,
player,201109110ram,ram,LebeBe20,sacks,0.0,,,,,
player,201109110ram,ram,LebeBe20,tackles_combined,2,,,,,
player,201109110ram,ram,LebeBe20,tackles_solo,2,,,,,
player,201109110ram,ram,LebeBe20,tackles_assists,0,,,,,
player,201109110ram,ram,LebeBe20,tackles_loss,0,,,,,
player,201109110ram,ram,LebeBe20,qb_hits,1,,,,,
player,201109110ram,ram,LebeBe20,fumbles_rec,0,,,,,
player,201109110ram,ram,LebeBe20,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,LebeBe20,fumbles_rec_td,0,,,,,
player,201109110ram,ram,LebeBe20,fumbles_forced,0,,,,,
player,201109110ram,ram,AhYoC.00,def_int,0,,,,,
player,201109110ram,ram,AhYoC.00,def_int_yds,0,,,,,
player,201109110ram,ram,AhYoC.00,def_int_td,0,,,,,
player,201109110ram,ram,AhYoC.00,def_int_long,0,,,,,
player,201109110ram,ram,AhYoC.00,pass_defended,0,,,,,
player,201109110ram,ram,AhYoC.00,sacks,0.0,,,,,
player,201109110ram,ram,AhYoC.00,tackles_combined,1,,,,,
player,201109110ram,ram,AhYoC.00,tackles_solo,1,,,,,
player,201109110ram,ram,AhYoC.00,tackles_assists,0,,,,,
player,201109110ram,ram,AhYoC.00,tackles_loss,1,,,,,
player,201109110ram,ram,AhYoC.00,qb_hits,0,,,,,
player,201109110ram,ram,AhYoC.00,fumbles_rec,0,,,,,
player,201109110ram,ram,AhYoC.00,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,AhYoC.00,fumbles_rec_td,0,,,,,
player,201109110ram,ram,AhYoC.00,fumbles_forced,0,,,,,
player,201109110ram,ram,BannJu20,def_int,0,,,,,
player,201109110ram,ram,BannJu20,def_int_yds,0,,,,,
player,201109110ram,ram,BannJu20,def_int_td,0,,,,,
player,201109110ram,ram,BannJu20,def_int_long,0,,,,,
player,201109110ram,ram,BannJu20,pass_defended,0,,,,,
