game,2011,1,20110911,201109110ram,phi,"Philadelphia Eagles",31,ram,"St. Louis Rams",13
player,201109110ram,ram,BannJu20,sacks,0.0,,,,,
player,201109110ram,ram,BannJu20,tackles_combined,1,,,,,
player,201109110ram,ram,BannJu20,tackles_solo,1,,,,,
player,201109110ram,ram,BannJu20,tackles_assists,0,,,,,
player,201109110ram,ram,BannJu20,tackles_loss,0,,,,,
player,201109110ram,ram,BannJu20,qb_hits,0,,,,,
player,201109110ram,ram,BannJu20,fumbles_rec,0,,,,,
player,201109110ram,ram,BannJu20,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,BannJu20,fumbles_rec_td,0,,,,,
player,201109110ram,ram,BannJu20,fumbles_forced,0,,,,,
player,201109110ram,ram,BartRo20,def_int,0,,,,,
player,201109110ram,ram,BartRo20,def_int_yds,0,,,,,
player,201109110ram,ram,BartRo20,def_int_td,0,,,,,
player,201109110ram,ram,BartRo20,def_int_long,0,,,,,
player,201109110ram,ram,BartRo20,pass_defended,0,,,,,
player,201109110ram,ram,BartRo20,sacks,0.0,,,,,
player,201109110ram,ram,BartRo20,tackles_combined,1,,,,,
player,201109110ram,ram,BartRo20,tackles_solo,1,,,,,
player,201109110ram,ram,BartRo20,tackles_assists,0,,,,,
player,201109110ram,ram,BartRo20,tackles_loss,0,,,,,
player,201109110ram,ram,BartRo20,qb_hits,0,,,,,
player,201109110ram,ram,BartRo20,fumbles_rec,0,,,,,
player,201109110ram,ram,BartRo20,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,BartRo20,fumbles_rec_td,0,,,,,
player,201109110ram,ram,BartRo20,fumbles_forced,0,,,,,
player,201109110ram,ram,PoppBr20,def_int,0,,,,,
player,201109110ram,ram,PoppBr20,def_int_yds,0,,,,,
player,201109110ram,ram,PoppBr20,def_int_td,0,,,,,
player,201109110ram,ram,PoppBr20,def_int_long,0,,,,,
player,201109110ram,ram,PoppBr20,pass_defended,0,,,,,
player,201109110ram,ram,PoppBr20,sacks,0.0,,,,,
player,201109110ram,ram,PoppBr20,tackles_combined,1,,,,,
player,201109110ram,ram,PoppBr20,tackles_solo,1,,,,,
player,201109110ram,ram,PoppBr20,tackles_assists,0,,,,,
player,201109110ram,ram,PoppBr20,tackles_loss,0,,,,,
player,201109110ram,ram,PoppBr20,qb_hits,3,,,,,
player,201109110ram,ram,PoppBr20,fumbles_rec,0,,,,,
player,201109110ram,ram,PoppBr20,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,PoppBr20,fumbles_rec_td,0,,,,,
player,201109110ram,ram,PoppBr20,fumbles_forced,0,,,,,
player,201109110ram,ram,RobbFr20,def_int,0,,,,,
player,201109110ram,ram,RobbFr20,def_int_yds,0,,,,,
player,201109110ram,ram,RobbFr20,def_int_td,0,,,,,
player,201109110ram,ram,RobbFr20,def_int_long,0,,,,,
player,201109110ram,ram,RobbFr20,pass_defended,0,,,,,
player,201109110ram,ram,RobbFr20,sacks,0.0,,,,,
player,201109110ram,ram,RobbFr20,tackles_combined,1,,,,,
player,201109110ram,ram,RobbFr20,tackles_solo,1,,,,,
player,201109110ram,ram,RobbFr20,tackles_assists,0,,,,,
player,201109110ram,ram,RobbFr20,tackles_loss,0,,,,,
player,201109110ram,ram,RobbFr20,qb_hits,0,,,,,
player,201109110ram,ram,RobbFr20,fumbles_rec,0,,,,,
player,201109110ram,ram,RobbFr20,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,RobbFr20,fumbles_rec_td,0,,,,,
player,201109110ram,ram,RobbFr20,fumbles_forced,0,,,,,
player,201109110ram,ram,ScotDo99,def_int,0,,,,,
player,201109110ram,ram,ScotDo99,def_int_yds,0,,,,,
player,201109110ram,ram,ScotDo99,def_int_td,0,,,,,
player,201109110ram,ram,ScotDo99,def_int_long,0,,,,,
player,201109110ram,ram,ScotDo99,pass_defended,0,,,,,
player,201109110ram,ram,ScotDo99,sacks,0.0,,,,,
player,201109110ram,ram,ScotDo99,tackles_combined,1,,,,,
player,201109110ram,ram,ScotDo99,tackles_solo,1,,,,,
player,201109110ram,ram,ScotDo99,tackles_assists,0,,,,,
player,201109110ram,ram,ScotDo99,tackles_loss,0,,,,,
player,201109110ram,ram,ScotDo99,qb_hits,0,,,,,
player,201109110ram,ram,ScotDo99,fumbles_rec,0,,,,,
player,201109110ram,ram,ScotDo99,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,ScotDo99,fumbles_rec_td,0,,,,,
player,201109110ram,ram,ScotDo99,fumbles_forced,0,,,,,
player,201109110ram,ram,StewDa00,def_int,0,,,,,
player,201109110ram,ram,StewDa00,def_int_yds,0,,,,,
player,201109110ram,ram,StewDa00,def_int_td,0,,,,,
player,201109110ram,ram,StewDa00,def_int_long,0,,,,,
player,201109110ram,ram,StewDa00,pass_defended,0,,,,,
player,201109110ram,ram,StewDa00,sacks,0.0,,,,,
player,201109110ram,ram,StewDa00,tackles_combined,1,,,,,
player,201109110ram,ram,StewDa00,tackles_solo,1,,,,,
player,201109110ram,ram,StewDa00,tackles_assists,0,,,,,
player,201109110ram,ram,StewDa00,tackles_loss,0,,,,,
player,201109110ram,ram,StewDa00,qb_hits,0,,,,,
player,201109110ram,ram,StewDa00,fumbles_rec,0,,,,,
player,201109110ram,ram,StewDa00,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,StewDa00,fumbles_rec_td,0,,,,,
player,201109110ram,ram,StewDa00,fumbles_forced,0,,,,,
player,201109110ram,ram,AmenDa00,def_int,0,,,,,
player,201109110ram,ram,AmenDa00,def_int_yds,0,,,,,
player,201109110ram,ram,AmenDa00,def_int_td,0,,,,,
player,201109110ram,ram,AmenDa00,def_int_long,0,,,,,
player,201109110ram,ram,AmenDa00,pass_defended,0,,,,,
player,201109110ram,ram,AmenDa00,sacks,0.0,,,,,
player,201109110ram,ram,AmenDa00,tackles_combined,0,,,,,
player,201109110ram,ram,AmenDa00,tackles_solo,0,,,,,
player,201109110ram,ram,AmenDa00,tackles_assists,0,,,,,
player,201109110ram,ram,AmenDa00,tackles_loss,0,,,,,
player,201109110ram,ram,AmenDa00,qb_hits,0,,,,,
player,201109110ram,ram,AmenDa00,fumbles_rec,1,,,,,
player,201109110ram,ram,AmenDa00,fumbles_rec_yds,0,,,,,
player,201109110ram,ram,AmenDa00,fumbles_rec_td,0,,,,,
player,201109110ram,ram,AmenDa00,fumbles_forced,0,,,,,
player,201109110ram,phi,LewiDi00,kick_ret,2,,,,,
player,201109110ram,phi,LewiDi00,kick_ret_yds,36,,,,,
player,201109110ram,phi,LewiDi00,kick_ret_yds_per_ret,18.0,,,,,
player,201109110ram,phi,LewiDi00,kick_ret_td,0,,,,,
player,201109110ram,phi,LewiDi00,kick_ret_long,18,,,,,
player,201109110ram,phi,LewiDi00,punt_ret,0,,,,,
player,201109110ram,phi,LewiDi00,punt_ret_yds,0,,,,,
player,201109110ram,phi,LewiDi00,punt_ret_yds_per_ret,,,,,,
player,201109110ram,phi,LewiDi00,punt_ret_td,0,,,,,
player,201109110ram,phi,LewiDi00,punt_ret_long,0,,,,,
player,201109110ram,ram,AmenDa00,kick_ret,0,,,,,
player,201109110ram,ram,AmenDa00,kick_ret_yds,0,,,,,
player,201109110ram,ram,AmenDa00,kick_ret_yds_per_ret,,,,,,
player,201109110ram,ram,AmenDa00,kick_ret_td,0,,,,,
player,201109110ram,ram,AmenDa00,kick_ret_long,0,,,,,
player,201109110ram,ram,AmenDa00,punt_ret,1,,,,,
player,201109110ram,ram,AmenDa00,punt_ret_yds,0,,,,,
player,201109110ram,ram,AmenDa00,punt_ret_yds_per_ret,0.0,,,,,
player,201109110ram,ram,AmenDa00,punt_ret_td,0,,,,,
player,201109110ram,ram,AmenDa00,punt_ret_long,0,,,,,
player,201109110ram,ram,NorwJe00,kick_ret,4,,,,,
player,201109110ram,ram,NorwJe00,kick_ret_yds,105,,,,,
player,201109110ram,ram,NorwJe00,kick_ret_yds_per_ret,26.3,,,,,
player,201109110ram,ram,NorwJe00,kick_ret_td,0,,,,,
player,201109110ram,ram,NorwJe00,kick_ret_long,29,,,,,
player,201109110ram,ram,NorwJe00,punt_ret,0,,,,,
player,201109110ram,ram,NorwJe00,punt_ret_yds,0,,,,,
player,201109110ram,ram,NorwJe00,punt_ret_yds_per_ret,,,,,,
player,201109110ram,ram,NorwJe00,punt_ret_td,0,,,,,
player,201109110ram,ram,NorwJe00,punt_ret_long,0,,,,,
player,201109110ram,ram,SimsEu99,kick_ret,1,,,,,
player,201109110ram,ram,SimsEu99,kick_ret_yds,10,,,,,
player,201109110ram,ram,SimsEu99,kick_ret_yds_per_ret,10.0,,,,,
player,201109110ram,ram,SimsEu99,kick_ret_td,0,,,,,
player,201109110ram,ram,SimsEu99,kick_ret_long,10,,,,,
player,201109110ram,ram,SimsEu99,punt_ret,0,,,,,
player,201109110ram,ram,SimsEu99,punt_ret_yds,0,,,,,
player,201109110ram,ram,SimsEu99,punt_ret_yds_per_ret,,,,,,
player,201109110ram,ram,SimsEu99,punt_ret_td,0,,,,,
player,201109110ram,ram,SimsEu99,punt_ret_long,0,,,,,
player,201109110ram,phi,HeneAl00,xpm,4,,,,,
player,201109110ram,phi,HeneAl00,xpa,4,,,,,
player,201109110ram,phi,HeneAl00,fgm,1,,,,,
player,201109110ram,phi,HeneAl00,fga,1,,,,,
player,201109110ram,phi,HeneAl00,punt,0,,,,,
player,201109110ram,phi,HeneAl00,punt_yds,0,,,,,
player,201109110ram,phi,HeneAl00,punt_yds_per_punt,,,,,,
player,201109110ram,phi,HeneAl00,punt_long,0,,,,,
player,201109110ram,phi,HenrCh02,xpm,,,,,,
player,201109110ram,phi,HenrCh02,xpa,,,,,,
player,201109110ram,phi,HenrCh02,fgm,,,,,,
player,201109110ram,phi,HenrCh02,fga,,,,,,
player,201109110ram,phi,HenrCh02,punt,3,,,,,
player,201109110ram,phi,HenrCh02,punt_yds,109,,,,,
player,201109110ram,phi,HenrCh02,punt_yds_per_punt,36.3,,,,,
player,201109110ram,phi,HenrCh02,punt_long,39,,,,,
player,201109110ram,ram,brownjos01,xpm,1,,,,,
player,201109110ram,ram,brownjos01,xpa,1,,,,,
player,201109110ram,ram,brownjos01,fgm,2,,,,,
player,201109110ram,ram,brownjos01,fga,3,,,,,
player,201109110ram,ram,brownjos01,punt,0,,,,,
player,201109110ram,ram,brownjos01,punt_yds,0,,,,,
player,201109110ram,ram,brownjos01,punt_yds_per_punt,,,,,,
player,201109110ram,ram,brownjos01,punt_long,0,,,,,
player,201109110ram,ram,JoneDo21,xpm,,,,,,
player,201109110ram,ram,JoneDo21,xpa,,,,,,
player,201109110ram,ram,JoneDo21,fgm,,,,,,
player,201109110ram,ram,JoneDo21,fga,,,,,,
player,201109110ram,ram,JoneDo21,punt,4,,,,,
player,201109110ram,ram,JoneDo21,punt_yds,169,,,,,
player,201109110ram,ram,JoneDo21,punt_yds_per_punt,42.3,,,,,
player,201109110ram,ram,JoneDo21,punt_long,61,,,,,
