game,2011,12,20111127,201111270jax,htx,"Houston Texans",20,jax,"Jacksonville Jaguars",13
team,201111270jax,htx,First Downs,9,,,,,,
team,201111270jax,jax,First Downs,14,,,,,,
team,201111270jax,htx,Rush-Yds-TDs,31-88-1,,,,,,
team,201111270jax,jax,Rush-Yds-TDs,24-105-0,,,,,,
team,201111270jax,htx,Cmp-Att-Yd-TD-INT,18-28-127-1-0,,,,,,
team,201111270jax,jax,Cmp-Att-Yd-TD-INT,20-40-198-0-1,,,,,,
team,201111270jax,htx,Sacked-Yards,0-0,,,,,,
team,201111270jax,jax,Sacked-Yards,7-48,,,,,,
team,201111270jax,htx,Net Pass Yards,127,,,,,,
team,201111270jax,jax,Net Pass Yards,150,,,,,,
team,201111270jax,htx,Total Yards,215,,,,,,
team,201111270jax,jax,Total Yards,255,,,,,,
team,201111270jax,htx,Fumbles-Lost,3-1,,,,,,
team,201111270jax,jax,Fumbles-Lost,1-0,,,,,,
team,201111270jax,htx,Turnovers,1,,,,,,
team,201111270jax,jax,Turnovers,1,,,,,,
team,201111270jax,htx,Penalties-Yards,7-80,,,,,,
team,201111270jax,jax,Penalties-Yards,4-30,,,,,,
team,201111270jax,htx,Third Down Conv.,2-15,,,,,,
team,201111270jax,jax,Third Down Conv.,5-19,,,,,,
team,201111270jax,htx,Fourth Down Conv.,0-0,,,,,,
team,201111270jax,jax,Fourth Down Conv.,0-1,,,,,,
team,201111270jax,htx,Time of Possession,28:21,,,,,,
team,201111270jax,jax,Time of Possession,31:39,,,,,,
player,201111270jax,htx,YateT.00,pass_cmp,8,,,,,
player,201111270jax,htx,YateT.00,pass_att,15,,,,,
player,201111270jax,htx,YateT.00,pass_yds,70,,,,,
player,201111270jax,htx,YateT.00,pass_td,0,,,,,
player,201111270jax,htx,YateT.00,pass_int,0,,,,,
player,201111270jax,htx,YateT.00,pass_sacked,0,,,,,
player,201111270jax,htx,YateT.00,pass_sacked_yds,0,,,,,
player,201111270jax,htx,YateT.00,pass_long,24,,,,,
player,201111270jax,htx,YateT.00,pass_rating,66.0,,,,,
player,201111270jax,htx,YateT.00,rush_att,4,,,,,
player,201111270jax,htx,YateT.00,rush_yds,-3,,,,,
player,201111270jax,htx,YateT.00,rush_td,0,,,,,
player,201111270jax,htx,YateT.00,rush_long,3,,,,,
player,201111270jax,htx,YateT.00,targets,0,,,,,
player,201111270jax,htx,YateT.00,rec,0,,,,,
player,201111270jax,htx,YateT.00,rec_yds,0,,,,,
player,201111270jax,htx,YateT.00,rec_td,0,,,,,
player,201111270jax,htx,YateT.00,rec_long,0,,,,,
player,201111270jax,htx,YateT.00,fumbles,1,,,,,
player,201111270jax,htx,YateT.00,fumbles_lost,0,,,,,
player,201111270jax,htx,LeinMa00,pass_cmp,10,,,,,
player,201111270jax,htx,LeinMa00,pass_att,13,,,,,
player,201111270jax,htx,LeinMa00,pass_yds,57,,,,,
player,201111270jax,htx,LeinMa00,pass_td,1,,,,,
player,201111270jax,htx,LeinMa00,pass_int,0,,,,,
player,201111270jax,htx,LeinMa00,pass_sacked,0,,,,,
player,201111270jax,htx,LeinMa00,pass_sacked_yds,0,,,,,
player,201111270jax,htx,LeinMa00,pass_long,20,,,,,
player,201111270jax,htx,LeinMa00,pass_rating,110.1,,,,,
player,201111270jax,htx,LeinMa00,rush_att,0,,,,,
player,201111270jax,htx,LeinMa00,rush_yds,0,,,,,
player,201111270jax,htx,LeinMa00,rush_td,0,,,,,
player,201111270jax,htx,LeinMa00,rush_long,0,,,,,
player,201111270jax,htx,LeinMa00,targets,0,,,,,
player,201111270jax,htx,LeinMa00,rec,0,,,,,
player,201111270jax,htx,LeinMa00,rec_yds,0,,,,,
player,201111270jax,htx,LeinMa00,rec_td,0,,,,,
player,201111270jax,htx,LeinMa00,rec_long,0,,,,,
player,201111270jax,htx,LeinMa00,fumbles,0,,,,,
player,201111270jax,htx,LeinMa00,fumbles_lost,,,,,,
player,201111270jax,htx,FostAr00,pass_cmp,0,,,,,
player,201111270jax,htx,FostAr00,pass_att,0,,,,,
player,201111270jax,htx,FostAr00,pass_yds,0,,,,,
player,201111270jax,htx,FostAr00,pass_td,0,,,,,
player,201111270jax,htx,FostAr00,pass_int,0,,,,,
player,201111270jax,htx,FostAr00,pass_sacked,0,,,,,
player,201111270jax,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201111270jax,htx,FostAr00,pass_long,0,,,,,
player,201111270jax,htx,FostAr00,pass_rating,,,,,,
player,201111270jax,htx,FostAr00,rush_att,22,,,,,
player,201111270jax,htx,FostAr00,rush_yds,65,,,,,
player,201111270jax,htx,FostAr00,rush_td,1,,,,,
player,201111270jax,htx,FostAr00,rush_long,43,,,,,
player,201111270jax,htx,FostAr00,targets,9,,,,,
player,201111270jax,htx,FostAr00,rec,7,,,,,
player,201111270jax,htx,FostAr00,rec_yds,24,,,,,
player,201111270jax,htx,FostAr00,rec_td,0,,,,,
player,201111270jax,htx,FostAr00,rec_long,8,,,,,
player,201111270jax,htx,FostAr00,fumbles,2,,,,,
player,201111270jax,htx,FostAr00,fumbles_lost,1,,,,,
player,201111270jax,htx,TateBe00,pass_cmp,0,,,,,
player,201111270jax,htx,TateBe00,pass_att,0,,,,,
player,201111270jax,htx,TateBe00,pass_yds,0,,,,,
player,201111270jax,htx,TateBe00,pass_td,0,,,,,
player,201111270jax,htx,TateBe00,pass_int,0,,,,,
player,201111270jax,htx,TateBe00,pass_sacked,0,,,,,
player,201111270jax,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201111270jax,htx,TateBe00,pass_long,0,,,,,
player,201111270jax,htx,TateBe00,pass_rating,,,,,,
player,201111270jax,htx,TateBe00,rush_att,5,,,,,
player,201111270jax,htx,TateBe00,rush_yds,26,,,,,
player,201111270jax,htx,TateBe00,rush_td,0,,,,,
player,201111270jax,htx,TateBe00,rush_long,10,,,,,
player,201111270jax,htx,TateBe00,targets,0,,,,,
player,201111270jax,htx,TateBe00,rec,0,,,,,
player,201111270jax,htx,TateBe00,rec_yds,0,,,,,
player,201111270jax,htx,TateBe00,rec_td,0,,,,,
player,201111270jax,htx,TateBe00,rec_long,0,,,,,
player,201111270jax,htx,TateBe00,fumbles,0,,,,,
player,201111270jax,htx,TateBe00,fumbles_lost,,,,,,
player,201111270jax,htx,DaniOw00,pass_cmp,0,,,,,
player,201111270jax,htx,DaniOw00,pass_att,0,,,,,
player,201111270jax,htx,DaniOw00,pass_yds,0,,,,,
player,201111270jax,htx,DaniOw00,pass_td,0,,,,,
player,201111270jax,htx,DaniOw00,pass_int,0,,,,,
player,201111270jax,htx,DaniOw00,pass_sacked,0,,,,,
player,201111270jax,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201111270jax,htx,DaniOw00,pass_long,0,,,,,
player,201111270jax,htx,DaniOw00,pass_rating,,,,,,
player,201111270jax,htx,DaniOw00,rush_att,0,,,,,
player,201111270jax,htx,DaniOw00,rush_yds,0,,,,,
player,201111270jax,htx,DaniOw00,rush_td,0,,,,,
player,201111270jax,htx,DaniOw00,rush_long,0,,,,,
player,201111270jax,htx,DaniOw00,targets,7,,,,,
player,201111270jax,htx,DaniOw00,rec,4,,,,,
player,201111270jax,htx,DaniOw00,rec_yds,31,,,,,
player,201111270jax,htx,DaniOw00,rec_td,0,,,,,
player,201111270jax,htx,DaniOw00,rec_long,24,,,,,
player,201111270jax,htx,DaniOw00,fumbles,0,,,,,
player,201111270jax,htx,DaniOw00,fumbles_lost,,,,,,
player,201111270jax,htx,JohnAn02,pass_cmp,0,,,,,
player,201111270jax,htx,JohnAn02,pass_att,0,,,,,
player,201111270jax,htx,JohnAn02,pass_yds,0,,,,,
player,201111270jax,htx,JohnAn02,pass_td,0,,,,,
player,201111270jax,htx,JohnAn02,pass_int,0,,,,,
player,201111270jax,htx,JohnAn02,pass_sacked,0,,,,,
player,201111270jax,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201111270jax,htx,JohnAn02,pass_long,0,,,,,
player,201111270jax,htx,JohnAn02,pass_rating,,,,,,
player,201111270jax,htx,JohnAn02,rush_att,0,,,,,
player,201111270jax,htx,JohnAn02,rush_yds,0,,,,,
player,201111270jax,htx,JohnAn02,rush_td,0,,,,,
player,201111270jax,htx,JohnAn02,rush_long,0,,,,,
player,201111270jax,htx,JohnAn02,targets,3,,,,,
player,201111270jax,htx,JohnAn02,rec,2,,,,,
player,201111270jax,htx,JohnAn02,rec_yds,22,,,,,
player,201111270jax,htx,JohnAn02,rec_td,0,,,,,
player,201111270jax,htx,JohnAn02,rec_long,14,,,,,
player,201111270jax,htx,JohnAn02,fumbles,0,,,,,
player,201111270jax,htx,JohnAn02,fumbles_lost,,,,,,
player,201111270jax,htx,DreeJo00,pass_cmp,0,,,,,
player,201111270jax,htx,DreeJo00,pass_att,0,,,,,
player,201111270jax,htx,DreeJo00,pass_yds,0,,,,,
player,201111270jax,htx,DreeJo00,pass_td,0,,,,,
player,201111270jax,htx,DreeJo00,pass_int,0,,,,,
player,201111270jax,htx,DreeJo00,pass_sacked,0,,,,,
