game,2011,2,20110918,201109180clt,cle,"Cleveland Browns",27,clt,"Indianapolis Colts",19
player,201109180clt,cle,MareOw00,pass_cmp,0,,,,,
player,201109180clt,cle,MareOw00,pass_att,0,,,,,
player,201109180clt,cle,MareOw00,pass_yds,0,,,,,
player,201109180clt,cle,MareOw00,pass_td,0,,,,,
player,201109180clt,cle,MareOw00,pass_int,0,,,,,
player,201109180clt,cle,MareOw00,pass_sacked,0,,,,,
player,201109180clt,cle,MareOw00,pass_sacked_yds,0,,,,,
player,201109180clt,cle,MareOw00,pass_long,0,,,,,
player,201109180clt,cle,MareOw00,pass_rating,,,,,,
player,201109180clt,cle,MareOw00,rush_att,1,,,,,
player,201109180clt,cle,MareOw00,rush_yds,1,,,,,
player,201109180clt,cle,MareOw00,rush_td,0,,,,,
player,201109180clt,cle,MareOw00,rush_long,1,,,,,
player,201109180clt,cle,MareOw00,targets,3,,,,,
player,201109180clt,cle,MareOw00,rec,2,,,,,
player,201109180clt,cle,MareOw00,rec_yds,13,,,,,
player,201109180clt,cle,MareOw00,rec_td,0,,,,,
player,201109180clt,cle,MareOw00,rec_long,9,,,,,
player,201109180clt,cle,MareOw00,fumbles,1,,,,,
player,201109180clt,cle,MareOw00,fumbles_lost,0,,,,,
player,201109180clt,cle,HardMo00,pass_cmp,0,,,,,
player,201109180clt,cle,HardMo00,pass_att,0,,,,,
player,201109180clt,cle,HardMo00,pass_yds,0,,,,,
player,201109180clt,cle,HardMo00,pass_td,0,,,,,
player,201109180clt,cle,HardMo00,pass_int,0,,,,,
player,201109180clt,cle,HardMo00,pass_sacked,0,,,,,
player,201109180clt,cle,HardMo00,pass_sacked_yds,0,,,,,
player,201109180clt,cle,HardMo00,pass_long,0,,,,,
player,201109180clt,cle,HardMo00,pass_rating,,,,,,
player,201109180clt,cle,HardMo00,rush_att,3,,,,,
player,201109180clt,cle,HardMo00,rush_yds,1,,,,,
player,201109180clt,cle,HardMo00,rush_td,0,,,,,
player,201109180clt,cle,HardMo00,rush_long,2,,,,,
player,201109180clt,cle,HardMo00,targets,0,,,,,
player,201109180clt,cle,HardMo00,rec,0,,,,,
player,201109180clt,cle,HardMo00,rec_yds,0,,,,,
player,201109180clt,cle,HardMo00,rec_td,0,,,,,
player,201109180clt,cle,HardMo00,rec_long,0,,,,,
player,201109180clt,cle,HardMo00,fumbles,1,,,,,
player,201109180clt,cle,HardMo00,fumbles_lost,0,,,,,
player,201109180clt,cle,MassMo00,pass_cmp,0,,,,,
player,201109180clt,cle,MassMo00,pass_att,0,,,,,
player,201109180clt,cle,MassMo00,pass_yds,0,,,,,
player,201109180clt,cle,MassMo00,pass_td,0,,,,,
player,201109180clt,cle,MassMo00,pass_int,0,,,,,
player,201109180clt,cle,MassMo00,pass_sacked,0,,,,,
player,201109180clt,cle,MassMo00,pass_sacked_yds,0,,,,,
player,201109180clt,cle,MassMo00,pass_long,0,,,,,
player,201109180clt,cle,MassMo00,pass_rating,,,,,,
player,201109180clt,cle,MassMo00,rush_att,0,,,,,
player,201109180clt,cle,MassMo00,rush_yds,0,,,,,
player,201109180clt,cle,MassMo00,rush_td,0,,,,,
player,201109180clt,cle,MassMo00,rush_long,0,,,,,
player,201109180clt,cle,MassMo00,targets,6,,,,,
player,201109180clt,cle,MassMo00,rec,3,,,,,
player,201109180clt,cle,MassMo00,rec_yds,45,,,,,
player,201109180clt,cle,MassMo00,rec_td,0,,,,,
player,201109180clt,cle,MassMo00,rec_long,28,,,,,
player,201109180clt,cle,MassMo00,fumbles,0,,,,,
player,201109180clt,cle,MassMo00,fumbles_lost,,,,,,
player,201109180clt,cle,CribJo01,pass_cmp,0,,,,,
player,201109180clt,cle,CribJo01,pass_att,0,,,,,
player,201109180clt,cle,CribJo01,pass_yds,0,,,,,
player,201109180clt,cle,CribJo01,pass_td,0,,,,,
player,201109180clt,cle,CribJo01,pass_int,0,,,,,
player,201109180clt,cle,CribJo01,pass_sacked,0,,,,,
player,201109180clt,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201109180clt,cle,CribJo01,pass_long,0,,,,,
player,201109180clt,cle,CribJo01,pass_rating,,,,,,
player,201109180clt,cle,CribJo01,rush_att,0,,,,,
player,201109180clt,cle,CribJo01,rush_yds,0,,,,,
player,201109180clt,cle,CribJo01,rush_td,0,,,,,
player,201109180clt,cle,CribJo01,rush_long,0,,,,,
player,201109180clt,cle,CribJo01,targets,3,,,,,
player,201109180clt,cle,CribJo01,rec,3,,,,,
player,201109180clt,cle,CribJo01,rec_yds,41,,,,,
player,201109180clt,cle,CribJo01,rec_td,0,,,,,
player,201109180clt,cle,CribJo01,rec_long,25,,,,,
player,201109180clt,cle,CribJo01,fumbles,0,,,,,
player,201109180clt,cle,CribJo01,fumbles_lost,,,,,,
player,201109180clt,cle,LittGr00,pass_cmp,0,,,,,
player,201109180clt,cle,LittGr00,pass_att,0,,,,,
player,201109180clt,cle,LittGr00,pass_yds,0,,,,,
player,201109180clt,cle,LittGr00,pass_td,0,,,,,
player,201109180clt,cle,LittGr00,pass_int,0,,,,,
player,201109180clt,cle,LittGr00,pass_sacked,0,,,,,
player,201109180clt,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201109180clt,cle,LittGr00,pass_long,0,,,,,
player,201109180clt,cle,LittGr00,pass_rating,,,,,,
player,201109180clt,cle,LittGr00,rush_att,0,,,,,
player,201109180clt,cle,LittGr00,rush_yds,0,,,,,
player,201109180clt,cle,LittGr00,rush_td,0,,,,,
player,201109180clt,cle,LittGr00,rush_long,0,,,,,
player,201109180clt,cle,LittGr00,targets,5,,,,,
player,201109180clt,cle,LittGr00,rec,4,,,,,
player,201109180clt,cle,LittGr00,rec_yds,38,,,,,
player,201109180clt,cle,LittGr00,rec_td,0,,,,,
player,201109180clt,cle,LittGr00,rec_long,18,,,,,
player,201109180clt,cle,LittGr00,fumbles,0,,,,,
player,201109180clt,cle,LittGr00,fumbles_lost,,,,,,
player,201109180clt,cle,SmitAl02,pass_cmp,0,,,,,
player,201109180clt,cle,SmitAl02,pass_att,0,,,,,
player,201109180clt,cle,SmitAl02,pass_yds,0,,,,,
player,201109180clt,cle,SmitAl02,pass_td,0,,,,,
player,201109180clt,cle,SmitAl02,pass_int,0,,,,,
player,201109180clt,cle,SmitAl02,pass_sacked,0,,,,,
player,201109180clt,cle,SmitAl02,pass_sacked_yds,0,,,,,
player,201109180clt,cle,SmitAl02,pass_long,0,,,,,
player,201109180clt,cle,SmitAl02,pass_rating,,,,,,
player,201109180clt,cle,SmitAl02,rush_att,0,,,,,
player,201109180clt,cle,SmitAl02,rush_yds,0,,,,,
player,201109180clt,cle,SmitAl02,rush_td,0,,,,,
player,201109180clt,cle,SmitAl02,rush_long,0,,,,,
player,201109180clt,cle,SmitAl02,targets,5,,,,,
player,201109180clt,cle,SmitAl02,rec,3,,,,,
player,201109180clt,cle,SmitAl02,rec_yds,19,,,,,
player,201109180clt,cle,SmitAl02,rec_td,0,,,,,
player,201109180clt,cle,SmitAl02,rec_long,8,,,,,
player,201109180clt,cle,SmitAl02,fumbles,0,,,,,
player,201109180clt,cle,SmitAl02,fumbles_lost,,,,,,
player,201109180clt,cle,MoorEv00,pass_cmp,0,,,,,
player,201109180clt,cle,MoorEv00,pass_att,0,,,,,
player,201109180clt,cle,MoorEv00,pass_yds,0,,,,,
player,201109180clt,cle,MoorEv00,pass_td,0,,,,,
player,201109180clt,cle,MoorEv00,pass_int,0,,,,,
player,201109180clt,cle,MoorEv00,pass_sacked,0,,,,,
player,201109180clt,cle,MoorEv00,pass_sacked_yds,0,,,,,
player,201109180clt,cle,MoorEv00,pass_long,0,,,,,
player,201109180clt,cle,MoorEv00,pass_rating,,,,,,
player,201109180clt,cle,MoorEv00,rush_att,0,,,,,
player,201109180clt,cle,MoorEv00,rush_yds,0,,,,,
player,201109180clt,cle,MoorEv00,rush_td,0,,,,,
player,201109180clt,cle,MoorEv00,rush_long,0,,,,,
player,201109180clt,cle,MoorEv00,targets,1,,,,,
player,201109180clt,cle,MoorEv00,rec,1,,,,,
player,201109180clt,cle,MoorEv00,rec_yds,16,,,,,
player,201109180clt,cle,MoorEv00,rec_td,1,,,,,
player,201109180clt,cle,MoorEv00,rec_long,16,,,,,
player,201109180clt,cle,MoorEv00,fumbles,0,,,,,
player,201109180clt,cle,MoorEv00,fumbles_lost,,,,,,
player,201109180clt,cle,WatsBe00,pass_cmp,0,,,,,
player,201109180clt,cle,WatsBe00,pass_att,0,,,,,
player,201109180clt,cle,WatsBe00,pass_yds,0,,,,,
player,201109180clt,cle,WatsBe00,pass_td,0,,,,,
player,201109180clt,cle,WatsBe00,pass_int,0,,,,,
player,201109180clt,cle,WatsBe00,pass_sacked,0,,,,,
player,201109180clt,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201109180clt,cle,WatsBe00,pass_long,0,,,,,
player,201109180clt,cle,WatsBe00,pass_rating,,,,,,
player,201109180clt,cle,WatsBe00,rush_att,0,,,,,
player,201109180clt,cle,WatsBe00,rush_yds,0,,,,,
player,201109180clt,cle,WatsBe00,rush_td,0,,,,,
player,201109180clt,cle,WatsBe00,rush_long,0,,,,,
player,201109180clt,cle,WatsBe00,targets,4,,,,,
player,201109180clt,cle,WatsBe00,rec,2,,,,,
player,201109180clt,cle,WatsBe00,rec_yds,16,,,,,
player,201109180clt,cle,WatsBe00,rec_td,0,,,,,
player,201109180clt,cle,WatsBe00,rec_long,9,,,,,
player,201109180clt,cle,WatsBe00,fumbles,0,,,,,
player,201109180clt,cle,WatsBe00,fumbles_lost,,,,,,
player,201109180clt,clt,CollKe00,pass_cmp,19,,,,,
player,201109180clt,clt,CollKe00,pass_att,38,,,,,
player,201109180clt,clt,CollKe00,pass_yds,191,,,,,
player,201109180clt,clt,CollKe00,pass_td,1,,,,,
player,201109180clt,clt,CollKe00,pass_int,1,,,,,
player,201109180clt,clt,CollKe00,pass_sacked,2,,,,,
player,201109180clt,clt,CollKe00,pass_sacked_yds,15,,,,,
player,201109180clt,clt,CollKe00,pass_long,20,,,,,
player,201109180clt,clt,CollKe00,pass_rating,62.5,,,,,
player,201109180clt,clt,CollKe00,rush_att,1,,,,,
player,201109180clt,clt,CollKe00,rush_yds,-1,,,,,
player,201109180clt,clt,CollKe00,rush_td,0,,,,,
player,201109180clt,clt,CollKe00,rush_long,-1,,,,,
player,201109180clt,clt,CollKe00,targets,0,,,,,
player,201109180clt,clt,CollKe00,rec,0,,,,,
player,201109180clt,clt,CollKe00,rec_yds,0,,,,,
player,201109180clt,clt,CollKe00,rec_td,0,,,,,
player,201109180clt,clt,CollKe00,rec_long,0,,,,,
player,201109180clt,clt,CollKe00,fumbles,1,,,,,
player,201109180clt,clt,CollKe00,fumbles_lost,1,,,,,
player,201109180clt,clt,AddaJo00,pass_cmp,0,,,,,
player,201109180clt,clt,AddaJo00,pass_att,0,,,,,
player,201109180clt,clt,AddaJo00,pass_yds,0,,,,,
player,201109180clt,clt,AddaJo00,pass_td,0,,,,,
player,201109180clt,clt,AddaJo00,pass_int,0,,,,,
player,201109180clt,clt,AddaJo00,pass_sacked,0,,,,,
player,201109180clt,clt,AddaJo00,pass_sacked_yds,0,,,,,
player,201109180clt,clt,AddaJo00,pass_long,0,,,,,
player,201109180clt,clt,AddaJo00,pass_rating,,,,,,
player,201109180clt,clt,AddaJo00,rush_att,14,,,,,
player,201109180clt,clt,AddaJo00,rush_yds,64,,,,,
player,201109180clt,clt,AddaJo00,rush_td,0,,,,,
player,201109180clt,clt,AddaJo00,rush_long,15,,,,,
player,201109180clt,clt,AddaJo00,targets,4,,,,,
player,201109180clt,clt,AddaJo00,rec,4,,,,,
player,201109180clt,clt,AddaJo00,rec_yds,37,,,,,
player,201109180clt,clt,AddaJo00,rec_td,0,,,,,
player,201109180clt,clt,AddaJo00,rec_long,12,,,,,
player,201109180clt,clt,AddaJo00,fumbles,0,,,,,
player,201109180clt,clt,AddaJo00,fumbles_lost,,,,,,
player,201109180clt,clt,CartDe01,pass_cmp,0,,,,,
player,201109180clt,clt,CartDe01,pass_att,0,,,,,
player,201109180clt,clt,CartDe01,pass_yds,0,,,,,
player,201109180clt,clt,CartDe01,pass_td,0,,,,,
player,201109180clt,clt,CartDe01,pass_int,0,,,,,
player,201109180clt,clt,CartDe01,pass_sacked,0,,,,,
player,201109180clt,clt,CartDe01,pass_sacked_yds,0,,,,,
player,201109180clt,clt,CartDe01,pass_long,0,,,,,
player,201109180clt,clt,CartDe01,pass_rating,,,,,,
player,201109180clt,clt,CartDe01,rush_att,11,,,,,
player,201109180clt,clt,CartDe01,rush_yds,46,,,,,
player,201109180clt,clt,CartDe01,rush_td,0,,,,,
player,201109180clt,clt,CartDe01,rush_long,18,,,,,
player,201109180clt,clt,CartDe01,targets,0,,,,,
player,201109180clt,clt,CartDe01,rec,0,,,,,
player,201109180clt,clt,CartDe01,rec_yds,0,,,,,
player,201109180clt,clt,CartDe01,rec_td,0,,,,,
player,201109180clt,clt,CartDe01,rec_long,0,,,,,
player,201109180clt,clt,CartDe01,fumbles,0,,,,,
player,201109180clt,clt,CartDe01,fumbles_lost,,,,,,
player,201109180clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201109180clt,clt,WaynRe00,pass_att,0,,,,,
player,201109180clt,clt,WaynRe00,pass_yds,0,,,,,
player,201109180clt,clt,WaynRe00,pass_td,0,,,,,
player,201109180clt,clt,WaynRe00,pass_int,0,,,,,
player,201109180clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201109180clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201109180clt,clt,WaynRe00,pass_long,0,,,,,
player,201109180clt,clt,WaynRe00,pass_rating,,,,,,
player,201109180clt,clt,WaynRe00,rush_att,0,,,,,
player,201109180clt,clt,WaynRe00,rush_yds,0,,,,,
player,201109180clt,clt,WaynRe00,rush_td,0,,,,,
player,201109180clt,clt,WaynRe00,rush_long,0,,,,,
player,201109180clt,clt,WaynRe00,targets,8,,,,,
player,201109180clt,clt,WaynRe00,rec,4,,,,,
player,201109180clt,clt,WaynRe00,rec_yds,66,,,,,
player,201109180clt,clt,WaynRe00,rec_td,0,,,,,
player,201109180clt,clt,WaynRe00,rec_long,20,,,,,
player,201109180clt,clt,WaynRe00,fumbles,0,,,,,
player,201109180clt,clt,WaynRe00,fumbles_lost,,,,,,
player,201109180clt,clt,ClarDa00,pass_cmp,0,,,,,
player,201109180clt,clt,ClarDa00,pass_att,0,,,,,
player,201109180clt,clt,ClarDa00,pass_yds,0,,,,,
player,201109180clt,clt,ClarDa00,pass_td,0,,,,,
player,201109180clt,clt,ClarDa00,pass_int,0,,,,,
player,201109180clt,clt,ClarDa00,pass_sacked,0,,,,,
player,201109180clt,clt,ClarDa00,pass_sacked_yds,0,,,,,
player,201109180clt,clt,ClarDa00,pass_long,0,,,,,
player,201109180clt,clt,ClarDa00,pass_rating,,,,,,
player,201109180clt,clt,ClarDa00,rush_att,0,,,,,
player,201109180clt,clt,ClarDa00,rush_yds,0,,,,,
player,201109180clt,clt,ClarDa00,rush_td,0,,,,,
player,201109180clt,clt,ClarDa00,rush_long,0,,,,,
player,201109180clt,clt,ClarDa00,targets,8,,,,,
player,201109180clt,clt,ClarDa00,rec,4,,,,,
player,201109180clt,clt,ClarDa00,rec_yds,32,,,,,
player,201109180clt,clt,ClarDa00,rec_td,1,,,,,
player,201109180clt,clt,ClarDa00,rec_long,10,,,,,
player,201109180clt,clt,ClarDa00,fumbles,0,,,,,
player,201109180clt,clt,ClarDa00,fumbles_lost,,,,,,
player,201109180clt,clt,GarcPi00,pass_cmp,0,,,,,
player,201109180clt,clt,GarcPi00,pass_att,0,,,,,
player,201109180clt,clt,GarcPi00,pass_yds,0,,,,,
player,201109180clt,clt,GarcPi00,pass_td,0,,,,,
player,201109180clt,clt,GarcPi00,pass_int,0,,,,,
player,201109180clt,clt,GarcPi00,pass_sacked,0,,,,,
player,201109180clt,clt,GarcPi00,pass_sacked_yds,0,,,,,
player,201109180clt,clt,GarcPi00,pass_long,0,,,,,
player,201109180clt,clt,GarcPi00,pass_rating,,,,,,
player,201109180clt,clt,GarcPi00,rush_att,0,,,,,
player,201109180clt,clt,GarcPi00,rush_yds,0,,,,,
player,201109180clt,clt,GarcPi00,rush_td,0,,,,,
player,201109180clt,clt,GarcPi00,rush_long,0,,,,,
player,201109180clt,clt,GarcPi00,targets,5,,,,,
player,201109180clt,clt,GarcPi00,rec,3,,,,,
player,201109180clt,clt,GarcPi00,rec_yds,28,,,,,
player,201109180clt,clt,GarcPi00,rec_td,0,,,,,
player,201109180clt,clt,GarcPi00,rec_long,15,,,,,
player,201109180clt,clt,GarcPi00,fumbles,0,,,,,
player,201109180clt,clt,GarcPi00,fumbles_lost,,,,,,
player,201109180clt,clt,CollAu00,pass_cmp,0,,,,,
player,201109180clt,clt,CollAu00,pass_att,0,,,,,
player,201109180clt,clt,CollAu00,pass_yds,0,,,,,
player,201109180clt,clt,CollAu00,pass_td,0,,,,,
player,201109180clt,clt,CollAu00,pass_int,0,,,,,
player,201109180clt,clt,CollAu00,pass_sacked,0,,,,,
player,201109180clt,clt,CollAu00,pass_sacked_yds,0,,,,,
player,201109180clt,clt,CollAu00,pass_long,0,,,,,
player,201109180clt,clt,CollAu00,pass_rating,,,,,,
player,201109180clt,clt,CollAu00,rush_att,0,,,,,
player,201109180clt,clt,CollAu00,rush_yds,0,,,,,
player,201109180clt,clt,CollAu00,rush_td,0,,,,,
player,201109180clt,clt,CollAu00,rush_long,0,,,,,
player,201109180clt,clt,CollAu00,targets,10,,,,,
player,201109180clt,clt,CollAu00,rec,3,,,,,
player,201109180clt,clt,CollAu00,rec_yds,24,,,,,
player,201109180clt,clt,CollAu00,rec_td,0,,,,,
player,201109180clt,clt,CollAu00,rec_long,13,,,,,
player,201109180clt,clt,CollAu00,fumbles,0,,,,,
player,201109180clt,clt,CollAu00,fumbles_lost,,,,,,
player,201109180clt,clt,EldrBr00,pass_cmp,0,,,,,
player,201109180clt,clt,EldrBr00,pass_att,0,,,,,
player,201109180clt,clt,EldrBr00,pass_yds,0,,,,,
player,201109180clt,clt,EldrBr00,pass_td,0,,,,,
player,201109180clt,clt,EldrBr00,pass_int,0,,,,,
player,201109180clt,clt,EldrBr00,pass_sacked,0,,,,,
player,201109180clt,clt,EldrBr00,pass_sacked_yds,0,,,,,
player,201109180clt,clt,EldrBr00,pass_long,0,,,,,
player,201109180clt,clt,EldrBr00,pass_rating,,,,,,
player,201109180clt,clt,EldrBr00,rush_att,0,,,,,
player,201109180clt,clt,EldrBr00,rush_yds,0,,,,,
player,201109180clt,clt,EldrBr00,rush_td,0,,,,,
player,201109180clt,clt,EldrBr00,rush_long,0,,,,,
player,201109180clt,clt,EldrBr00,targets,1,,,,,
player,201109180clt,clt,EldrBr00,rec,1,,,,,
player,201109180clt,clt,EldrBr00,rec_yds,4,,,,,
player,201109180clt,clt,EldrBr00,rec_td,0,,,,,
player,201109180clt,clt,EldrBr00,rec_long,4,,,,,
player,201109180clt,clt,EldrBr00,fumbles,0,,,,,
player,201109180clt,clt,EldrBr00,fumbles_lost,,,,,,
player,201109180clt,cle,YounUs99,def_int,1,,,,,
player,201109180clt,cle,YounUs99,def_int_yds,28,,,,,
player,201109180clt,cle,YounUs99,def_int_td,0,,,,,
player,201109180clt,cle,YounUs99,def_int_long,28,,,,,
player,201109180clt,cle,YounUs99,pass_defended,1,,,,,
player,201109180clt,cle,YounUs99,sacks,0.0,,,,,
player,201109180clt,cle,YounUs99,tackles_combined,3,,,,,
player,201109180clt,cle,YounUs99,tackles_solo,3,,,,,
player,201109180clt,cle,YounUs99,tackles_assists,0,,,,,
player,201109180clt,cle,YounUs99,tackles_loss,0,,,,,
player,201109180clt,cle,YounUs99,qb_hits,0,,,,,
player,201109180clt,cle,YounUs99,fumbles_rec,0,,,,,
player,201109180clt,cle,YounUs99,fumbles_rec_yds,0,,,,,
player,201109180clt,cle,YounUs99,fumbles_rec_td,0,,,,,
player,201109180clt,cle,YounUs99,fumbles_forced,0,,,,,
player,201109180clt,cle,SheaJa00,def_int,0,,,,,
player,201109180clt,cle,SheaJa00,def_int_yds,0,,,,,
player,201109180clt,cle,SheaJa00,def_int_td,0,,,,,
player,201109180clt,cle,SheaJa00,def_int_long,0,,,,,
player,201109180clt,cle,SheaJa00,pass_defended,0,,,,,
player,201109180clt,cle,SheaJa00,sacks,1.0,,,,,
player,201109180clt,cle,SheaJa00,tackles_combined,5,,,,,
player,201109180clt,cle,SheaJa00,tackles_solo,4,,,,,
player,201109180clt,cle,SheaJa00,tackles_assists,1,,,,,
player,201109180clt,cle,SheaJa00,tackles_loss,1,,,,,
player,201109180clt,cle,SheaJa00,qb_hits,1,,,,,
player,201109180clt,cle,SheaJa00,fumbles_rec,1,,,,,
player,201109180clt,cle,SheaJa00,fumbles_rec_yds,5,,,,,
player,201109180clt,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201109180clt,cle,SheaJa00,fumbles_forced,1,,,,,
player,201109180clt,cle,RubiAh99,def_int,0,,,,,
player,201109180clt,cle,RubiAh99,def_int_yds,0,,,,,
player,201109180clt,cle,RubiAh99,def_int_td,0,,,,,
player,201109180clt,cle,RubiAh99,def_int_long,0,,,,,
player,201109180clt,cle,RubiAh99,pass_defended,0,,,,,
player,201109180clt,cle,RubiAh99,sacks,1.0,,,,,
player,201109180clt,cle,RubiAh99,tackles_combined,4,,,,,
player,201109180clt,cle,RubiAh99,tackles_solo,3,,,,,
player,201109180clt,cle,RubiAh99,tackles_assists,1,,,,,
player,201109180clt,cle,RubiAh99,tackles_loss,1,,,,,
player,201109180clt,cle,RubiAh99,qb_hits,2,,,,,
player,201109180clt,cle,RubiAh99,fumbles_rec,0,,,,,
player,201109180clt,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201109180clt,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201109180clt,cle,RubiAh99,fumbles_forced,0,,,,,
player,201109180clt,cle,JackDQ20,def_int,0,,,,,
player,201109180clt,cle,JackDQ20,def_int_yds,0,,,,,
player,201109180clt,cle,JackDQ20,def_int_td,0,,,,,
player,201109180clt,cle,JackDQ20,def_int_long,0,,,,,
player,201109180clt,cle,JackDQ20,pass_defended,1,,,,,
player,201109180clt,cle,JackDQ20,sacks,0.0,,,,,
player,201109180clt,cle,JackDQ20,tackles_combined,8,,,,,
player,201109180clt,cle,JackDQ20,tackles_solo,6,,,,,
player,201109180clt,cle,JackDQ20,tackles_assists,2,,,,,
player,201109180clt,cle,JackDQ20,tackles_loss,0,,,,,
player,201109180clt,cle,JackDQ20,qb_hits,0,,,,,
player,201109180clt,cle,JackDQ20,fumbles_rec,0,,,,,
player,201109180clt,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201109180clt,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201109180clt,cle,JackDQ20,fumbles_forced,0,,,,,
player,201109180clt,cle,FujiSc20,def_int,0,,,,,
player,201109180clt,cle,FujiSc20,def_int_yds,0,,,,,
player,201109180clt,cle,FujiSc20,def_int_td,0,,,,,
player,201109180clt,cle,FujiSc20,def_int_long,0,,,,,
player,201109180clt,cle,FujiSc20,pass_defended,0,,,,,
player,201109180clt,cle,FujiSc20,sacks,0.0,,,,,
player,201109180clt,cle,FujiSc20,tackles_combined,5,,,,,
player,201109180clt,cle,FujiSc20,tackles_solo,4,,,,,
player,201109180clt,cle,FujiSc20,tackles_assists,1,,,,,
player,201109180clt,cle,FujiSc20,tackles_loss,0,,,,,
player,201109180clt,cle,FujiSc20,qb_hits,0,,,,,
player,201109180clt,cle,FujiSc20,fumbles_rec,0,,,,,
player,201109180clt,cle,FujiSc20,fumbles_rec_yds,0,,,,,
player,201109180clt,cle,FujiSc20,fumbles_rec_td,0,,,,,
