game,2011,10,20111113,201111130kan,den,"Denver Broncos",17,kan,"Kansas City Chiefs",10
team,201111130kan,den,First Downs,16,,,,,,
team,201111130kan,kan,First Downs,17,,,,,,
team,201111130kan,den,Rush-Yds-TDs,55-244-1,,,,,,
team,201111130kan,kan,Rush-Yds-TDs,24-134-0,,,,,,
team,201111130kan,den,Cmp-Att-Yd-TD-INT,2-8-69-1-0,,,,,,
team,201111130kan,kan,Cmp-Att-Yd-TD-INT,18-34-140-1-0,,,,,,
team,201111130kan,den,Sacked-Yards,0-0,,,,,,
team,201111130kan,kan,Sacked-Yards,4-16,,,,,,
team,201111130kan,den,Net Pass Yards,69,,,,,,
team,201111130kan,kan,Net Pass Yards,124,,,,,,
team,201111130kan,den,Total Yards,313,,,,,,
team,201111130kan,kan,Total Yards,258,,,,,,
team,201111130kan,den,Fumbles-Lost,0-0,,,,,,
team,201111130kan,kan,Fumbles-Lost,1-0,,,,,,
team,201111130kan,den,Turnovers,0,,,,,,
team,201111130kan,kan,Turnovers,0,,,,,,
team,201111130kan,den,Penalties-Yards,8-65,,,,,,
team,201111130kan,kan,Penalties-Yards,4-40,,,,,,
team,201111130kan,den,Third Down Conv.,5-14,,,,,,
team,201111130kan,kan,Third Down Conv.,2-11,,,,,,
team,201111130kan,den,Fourth Down Conv.,0-0,,,,,,
team,201111130kan,kan,Fourth Down Conv.,0-2,,,,,,
team,201111130kan,den,Time of Possession,33:38,,,,,,
team,201111130kan,kan,Time of Possession,26:22,,,,,,
player,201111130kan,den,TeboTi00,pass_cmp,2,,,,,
player,201111130kan,den,TeboTi00,pass_att,8,,,,,
player,201111130kan,den,TeboTi00,pass_yds,69,,,,,
player,201111130kan,den,TeboTi00,pass_td,1,,,,,
player,201111130kan,den,TeboTi00,pass_int,0,,,,,
player,201111130kan,den,TeboTi00,pass_sacked,0,,,,,
player,201111130kan,den,TeboTi00,pass_sacked_yds,0,,,,,
player,201111130kan,den,TeboTi00,pass_long,56,,,,,
player,201111130kan,den,TeboTi00,pass_rating,102.6,,,,,
player,201111130kan,den,TeboTi00,rush_att,9,,,,,
player,201111130kan,den,TeboTi00,rush_yds,43,,,,,
player,201111130kan,den,TeboTi00,rush_td,1,,,,,
player,201111130kan,den,TeboTi00,rush_long,19,,,,,
player,201111130kan,den,TeboTi00,targets,0,,,,,
player,201111130kan,den,TeboTi00,rec,0,,,,,
player,201111130kan,den,TeboTi00,rec_yds,0,,,,,
player,201111130kan,den,TeboTi00,rec_td,0,,,,,
player,201111130kan,den,TeboTi00,rec_long,0,,,,,
player,201111130kan,den,TeboTi00,fumbles,0,,,,,
player,201111130kan,den,TeboTi00,fumbles_lost,,,,,,
player,201111130kan,den,BallLa00,pass_cmp,0,,,,,
player,201111130kan,den,BallLa00,pass_att,0,,,,,
player,201111130kan,den,BallLa00,pass_yds,0,,,,,
player,201111130kan,den,BallLa00,pass_td,0,,,,,
player,201111130kan,den,BallLa00,pass_int,0,,,,,
player,201111130kan,den,BallLa00,pass_sacked,0,,,,,
player,201111130kan,den,BallLa00,pass_sacked_yds,0,,,,,
player,201111130kan,den,BallLa00,pass_long,0,,,,,
player,201111130kan,den,BallLa00,pass_rating,,,,,,
player,201111130kan,den,BallLa00,rush_att,30,,,,,
player,201111130kan,den,BallLa00,rush_yds,96,,,,,
player,201111130kan,den,BallLa00,rush_td,0,,,,,
player,201111130kan,den,BallLa00,rush_long,9,,,,,
player,201111130kan,den,BallLa00,targets,1,,,,,
player,201111130kan,den,BallLa00,rec,0,,,,,
player,201111130kan,den,BallLa00,rec_yds,0,,,,,
player,201111130kan,den,BallLa00,rec_td,0,,,,,
player,201111130kan,den,BallLa00,rec_long,0,,,,,
player,201111130kan,den,BallLa00,fumbles,0,,,,,
player,201111130kan,den,BallLa00,fumbles_lost,,,,,,
player,201111130kan,den,MoreKn00,pass_cmp,0,,,,,
player,201111130kan,den,MoreKn00,pass_att,0,,,,,
player,201111130kan,den,MoreKn00,pass_yds,0,,,,,
player,201111130kan,den,MoreKn00,pass_td,0,,,,,
player,201111130kan,den,MoreKn00,pass_int,0,,,,,
player,201111130kan,den,MoreKn00,pass_sacked,0,,,,,
player,201111130kan,den,MoreKn00,pass_sacked_yds,0,,,,,
player,201111130kan,den,MoreKn00,pass_long,0,,,,,
player,201111130kan,den,MoreKn00,pass_rating,,,,,,
player,201111130kan,den,MoreKn00,rush_att,4,,,,,
player,201111130kan,den,MoreKn00,rush_yds,52,,,,,
player,201111130kan,den,MoreKn00,rush_td,0,,,,,
player,201111130kan,den,MoreKn00,rush_long,24,,,,,
player,201111130kan,den,MoreKn00,targets,0,,,,,
player,201111130kan,den,MoreKn00,rec,0,,,,,
player,201111130kan,den,MoreKn00,rec_yds,0,,,,,
player,201111130kan,den,MoreKn00,rec_td,0,,,,,
player,201111130kan,den,MoreKn00,rec_long,0,,,,,
player,201111130kan,den,MoreKn00,fumbles,0,,,,,
player,201111130kan,den,MoreKn00,fumbles_lost,,,,,,
player,201111130kan,den,RoyaEd00,pass_cmp,0,,,,,
player,201111130kan,den,RoyaEd00,pass_att,0,,,,,
player,201111130kan,den,RoyaEd00,pass_yds,0,,,,,
player,201111130kan,den,RoyaEd00,pass_td,0,,,,,
player,201111130kan,den,RoyaEd00,pass_int,0,,,,,
player,201111130kan,den,RoyaEd00,pass_sacked,0,,,,,
player,201111130kan,den,RoyaEd00,pass_sacked_yds,0,,,,,
player,201111130kan,den,RoyaEd00,pass_long,0,,,,,
player,201111130kan,den,RoyaEd00,pass_rating,,,,,,
player,201111130kan,den,RoyaEd00,rush_att,3,,,,,
player,201111130kan,den,RoyaEd00,rush_yds,19,,,,,
player,201111130kan,den,RoyaEd00,rush_td,0,,,,,
player,201111130kan,den,RoyaEd00,rush_long,11,,,,,
