game,2011,7,20111023,201110230oti,htx,"Houston Texans",41,oti,"Tennessee Titans",7
team,201110230oti,htx,First Downs,29,,,,,,
team,201110230oti,oti,First Downs,11,,,,,,
team,201110230oti,htx,Rush-Yds-TDs,47-222-2,,,,,,
team,201110230oti,oti,Rush-Yds-TDs,15-53-0,,,,,,
team,201110230oti,htx,Cmp-Att-Yd-TD-INT,18-23-296-2-0,,,,,,
team,201110230oti,oti,Cmp-Att-Yd-TD-INT,15-31-116-1-2,,,,,,
team,201110230oti,htx,Sacked-Yards,0-0,,,,,,
team,201110230oti,oti,Sacked-Yards,2-21,,,,,,
team,201110230oti,htx,Net Pass Yards,296,,,,,,
team,201110230oti,oti,Net Pass Yards,95,,,,,,
team,201110230oti,htx,Total Yards,518,,,,,,
team,201110230oti,oti,Total Yards,148,,,,,,
team,201110230oti,htx,Fumbles-Lost,0-0,,,,,,
team,201110230oti,oti,Fumbles-Lost,2-0,,,,,,
team,201110230oti,htx,Turnovers,0,,,,,,
team,201110230oti,oti,Turnovers,2,,,,,,
team,201110230oti,htx,Penalties-Yards,6-68,,,,,,
team,201110230oti,oti,Penalties-Yards,8-76,,,,,,
team,201110230oti,htx,Third Down Conv.,7-13,,,,,,
team,201110230oti,oti,Third Down Conv.,2-10,,,,,,
team,201110230oti,htx,Fourth Down Conv.,0-2,,,,,,
team,201110230oti,oti,Fourth Down Conv.,1-1,,,,,,
team,201110230oti,htx,Time of Possession,37:58,,,,,,
team,201110230oti,oti,Time of Possession,22:02,,,,,,
player,201110230oti,htx,SchaMa00,pass_cmp,18,,,,,
player,201110230oti,htx,SchaMa00,pass_att,23,,,,,
player,201110230oti,htx,SchaMa00,pass_yds,296,,,,,
player,201110230oti,htx,SchaMa00,pass_td,2,,,,,
player,201110230oti,htx,SchaMa00,pass_int,0,,,,,
player,201110230oti,htx,SchaMa00,pass_sacked,0,,,,,
player,201110230oti,htx,SchaMa00,pass_sacked_yds,0,,,,,
player,201110230oti,htx,SchaMa00,pass_long,78,,,,,
player,201110230oti,htx,SchaMa00,pass_rating,147.7,,,,,
player,201110230oti,htx,SchaMa00,rush_att,0,,,,,
player,201110230oti,htx,SchaMa00,rush_yds,0,,,,,
player,201110230oti,htx,SchaMa00,rush_td,0,,,,,
player,201110230oti,htx,SchaMa00,rush_long,0,,,,,
player,201110230oti,htx,SchaMa00,targets,0,,,,,
player,201110230oti,htx,SchaMa00,rec,0,,,,,
player,201110230oti,htx,SchaMa00,rec_yds,0,,,,,
player,201110230oti,htx,SchaMa00,rec_td,0,,,,,
player,201110230oti,htx,SchaMa00,rec_long,0,,,,,
player,201110230oti,htx,SchaMa00,fumbles,0,,,,,
player,201110230oti,htx,SchaMa00,fumbles_lost,,,,,,
player,201110230oti,htx,FostAr00,pass_cmp,0,,,,,
player,201110230oti,htx,FostAr00,pass_att,0,,,,,
player,201110230oti,htx,FostAr00,pass_yds,0,,,,,
player,201110230oti,htx,FostAr00,pass_td,0,,,,,
player,201110230oti,htx,FostAr00,pass_int,0,,,,,
player,201110230oti,htx,FostAr00,pass_sacked,0,,,,,
player,201110230oti,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201110230oti,htx,FostAr00,pass_long,0,,,,,
player,201110230oti,htx,FostAr00,pass_rating,,,,,,
player,201110230oti,htx,FostAr00,rush_att,25,,,,,
player,201110230oti,htx,FostAr00,rush_yds,115,,,,,
player,201110230oti,htx,FostAr00,rush_td,2,,,,,
player,201110230oti,htx,FostAr00,rush_long,17,,,,,
player,201110230oti,htx,FostAr00,targets,5,,,,,
player,201110230oti,htx,FostAr00,rec,5,,,,,
player,201110230oti,htx,FostAr00,rec_yds,119,,,,,
player,201110230oti,htx,FostAr00,rec_td,1,,,,,
player,201110230oti,htx,FostAr00,rec_long,78,,,,,
player,201110230oti,htx,FostAr00,fumbles,0,,,,,
player,201110230oti,htx,FostAr00,fumbles_lost,,,,,,
player,201110230oti,htx,TateBe00,pass_cmp,0,,,,,
player,201110230oti,htx,TateBe00,pass_att,0,,,,,
player,201110230oti,htx,TateBe00,pass_yds,0,,,,,
player,201110230oti,htx,TateBe00,pass_td,0,,,,,
player,201110230oti,htx,TateBe00,pass_int,0,,,,,
player,201110230oti,htx,TateBe00,pass_sacked,0,,,,,
player,201110230oti,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201110230oti,htx,TateBe00,pass_long,0,,,,,
player,201110230oti,htx,TateBe00,pass_rating,,,,,,
player,201110230oti,htx,TateBe00,rush_att,15,,,,,
player,201110230oti,htx,TateBe00,rush_yds,104,,,,,
player,201110230oti,htx,TateBe00,rush_td,0,,,,,
player,201110230oti,htx,TateBe00,rush_long,24,,,,,
player,201110230oti,htx,TateBe00,targets,0,,,,,
player,201110230oti,htx,TateBe00,rec,0,,,,,
player,201110230oti,htx,TateBe00,rec_yds,0,,,,,
player,201110230oti,htx,TateBe00,rec_td,0,,,,,
player,201110230oti,htx,TateBe00,rec_long,0,,,,,
player,201110230oti,htx,TateBe00,fumbles,0,,,,,
player,201110230oti,htx,TateBe00,fumbles_lost,,,,,,
player,201110230oti,htx,WardDe01,pass_cmp,0,,,,,
player,201110230oti,htx,WardDe01,pass_att,0,,,,,
player,201110230oti,htx,WardDe01,pass_yds,0,,,,,
player,201110230oti,htx,WardDe01,pass_td,0,,,,,
player,201110230oti,htx,WardDe01,pass_int,0,,,,,
player,201110230oti,htx,WardDe01,pass_sacked,0,,,,,
player,201110230oti,htx,WardDe01,pass_sacked_yds,0,,,,,
player,201110230oti,htx,WardDe01,pass_long,0,,,,,
player,201110230oti,htx,WardDe01,pass_rating,,,,,,
player,201110230oti,htx,WardDe01,rush_att,5,,,,,
player,201110230oti,htx,WardDe01,rush_yds,7,,,,,
player,201110230oti,htx,WardDe01,rush_td,0,,,,,
player,201110230oti,htx,WardDe01,rush_long,5,,,,,
player,201110230oti,htx,WardDe01,targets,0,,,,,
player,201110230oti,htx,WardDe01,rec,0,,,,,
player,201110230oti,htx,WardDe01,rec_yds,0,,,,,
player,201110230oti,htx,WardDe01,rec_td,0,,,,,
player,201110230oti,htx,WardDe01,rec_long,0,,,,,
player,201110230oti,htx,WardDe01,fumbles,0,,,,,
player,201110230oti,htx,WardDe01,fumbles_lost,,,,,,
player,201110230oti,htx,DaniOw00,pass_cmp,0,,,,,
player,201110230oti,htx,DaniOw00,pass_att,0,,,,,
player,201110230oti,htx,DaniOw00,pass_yds,0,,,,,
player,201110230oti,htx,DaniOw00,pass_td,0,,,,,
player,201110230oti,htx,DaniOw00,pass_int,0,,,,,
player,201110230oti,htx,DaniOw00,pass_sacked,0,,,,,
player,201110230oti,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201110230oti,htx,DaniOw00,pass_long,0,,,,,
player,201110230oti,htx,DaniOw00,pass_rating,,,,,,
player,201110230oti,htx,DaniOw00,rush_att,0,,,,,
player,201110230oti,htx,DaniOw00,rush_yds,0,,,,,
player,201110230oti,htx,DaniOw00,rush_td,0,,,,,
player,201110230oti,htx,DaniOw00,rush_long,0,,,,,
player,201110230oti,htx,DaniOw00,targets,5,,,,,
player,201110230oti,htx,DaniOw00,rec,4,,,,,
player,201110230oti,htx,DaniOw00,rec_yds,71,,,,,
player,201110230oti,htx,DaniOw00,rec_td,0,,,,,
player,201110230oti,htx,DaniOw00,rec_long,34,,,,,
player,201110230oti,htx,DaniOw00,fumbles,0,,,,,
player,201110230oti,htx,DaniOw00,fumbles_lost,,,,,,
player,201110230oti,htx,WaltKe00,pass_cmp,0,,,,,
player,201110230oti,htx,WaltKe00,pass_att,0,,,,,
player,201110230oti,htx,WaltKe00,pass_yds,0,,,,,
player,201110230oti,htx,WaltKe00,pass_td,0,,,,,
player,201110230oti,htx,WaltKe00,pass_int,0,,,,,
player,201110230oti,htx,WaltKe00,pass_sacked,0,,,,,
player,201110230oti,htx,WaltKe00,pass_sacked_yds,0,,,,,
