game,2011,3,20110925,201109250chi,gnb,"Green Bay Packers",27,chi,"Chicago Bears",17
team,201109250chi,gnb,First Downs,24,,,,,,
team,201109250chi,chi,First Downs,12,,,,,,
team,201109250chi,gnb,Rush-Yds-TDs,29-100-0,,,,,,
team,201109250chi,chi,Rush-Yds-TDs,12-13-0,,,,,,
team,201109250chi,gnb,Cmp-Att-Yd-TD-INT,28-38-297-3-1,,,,,,
team,201109250chi,chi,Cmp-Att-Yd-TD-INT,21-37-302-2-2,,,,,,
team,201109250chi,gnb,Sacked-Yards,2-5,,,,,,
team,201109250chi,chi,Sacked-Yards,3-24,,,,,,
team,201109250chi,gnb,Net Pass Yards,292,,,,,,
team,201109250chi,chi,Net Pass Yards,278,,,,,,
team,201109250chi,gnb,Total Yards,392,,,,,,
team,201109250chi,chi,Total Yards,291,,,,,,
team,201109250chi,gnb,Fumbles-Lost,2-1,,,,,,
team,201109250chi,chi,Fumbles-Lost,2-0,,,,,,
team,201109250chi,gnb,Turnovers,2,,,,,,
team,201109250chi,chi,Turnovers,2,,,,,,
team,201109250chi,gnb,Penalties-Yards,7-35,,,,,,
team,201109250chi,chi,Penalties-Yards,10-70,,,,,,
team,201109250chi,gnb,Third Down Conv.,5-13,,,,,,
team,201109250chi,chi,Third Down Conv.,3-12,,,,,,
team,201109250chi,gnb,Fourth Down Conv.,0-0,,,,,,
team,201109250chi,chi,Fourth Down Conv.,0-1,,,,,,
team,201109250chi,gnb,Time of Possession,37:29,,,,,,
team,201109250chi,chi,Time of Possession,22:31,,,,,,
player,201109250chi,gnb,RodgAa00,pass_cmp,28,,,,,
player,201109250chi,gnb,RodgAa00,pass_att,38,,,,,
player,201109250chi,gnb,RodgAa00,pass_yds,297,,,,,
player,201109250chi,gnb,RodgAa00,pass_td,3,,,,,
player,201109250chi,gnb,RodgAa00,pass_int,1,,,,,
player,201109250chi,gnb,RodgAa00,pass_sacked,2,,,,,
player,201109250chi,gnb,RodgAa00,pass_sacked_yds,5,,,,,
player,201109250chi,gnb,RodgAa00,pass_long,25,,,,,
player,201109250chi,gnb,RodgAa00,pass_rating,111.4,,,,,
player,201109250chi,gnb,RodgAa00,rush_att,1,,,,,
player,201109250chi,gnb,RodgAa00,rush_yds,3,,,,,
player,201109250chi,gnb,RodgAa00,rush_td,0,,,,,
player,201109250chi,gnb,RodgAa00,rush_long,3,,,,,
player,201109250chi,gnb,RodgAa00,targets,0,,,,,
player,201109250chi,gnb,RodgAa00,rec,0,,,,,
player,201109250chi,gnb,RodgAa00,rec_yds,0,,,,,
player,201109250chi,gnb,RodgAa00,rec_td,0,,,,,
player,201109250chi,gnb,RodgAa00,rec_long,0,,,,,
player,201109250chi,gnb,RodgAa00,fumbles,1,,,,,
player,201109250chi,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201109250chi,gnb,GranRy00,pass_cmp,0,,,,,
player,201109250chi,gnb,GranRy00,pass_att,0,,,,,
player,201109250chi,gnb,GranRy00,pass_yds,0,,,,,
player,201109250chi,gnb,GranRy00,pass_td,0,,,,,
player,201109250chi,gnb,GranRy00,pass_int,0,,,,,
player,201109250chi,gnb,GranRy00,pass_sacked,0,,,,,
player,201109250chi,gnb,GranRy00,pass_sacked_yds,0,,,,,
player,201109250chi,gnb,GranRy00,pass_long,0,,,,,
player,201109250chi,gnb,GranRy00,pass_rating,,,,,,
player,201109250chi,gnb,GranRy00,rush_att,17,,,,,
player,201109250chi,gnb,GranRy00,rush_yds,92,,,,,
player,201109250chi,gnb,GranRy00,rush_td,0,,,,,
player,201109250chi,gnb,GranRy00,rush_long,14,,,,,
player,201109250chi,gnb,GranRy00,targets,1,,,,,
player,201109250chi,gnb,GranRy00,rec,0,,,,,
player,201109250chi,gnb,GranRy00,rec_yds,0,,,,,
player,201109250chi,gnb,GranRy00,rec_td,0,,,,,
player,201109250chi,gnb,GranRy00,rec_long,0,,,,,
player,201109250chi,gnb,GranRy00,fumbles,0,,,,,
player,201109250chi,gnb,GranRy00,fumbles_lost,,,,,,
player,201109250chi,gnb,StarJa00,pass_cmp,0,,,,,
player,201109250chi,gnb,StarJa00,pass_att,0,,,,,
player,201109250chi,gnb,StarJa00,pass_yds,0,,,,,
player,201109250chi,gnb,StarJa00,pass_td,0,,,,,
player,201109250chi,gnb,StarJa00,pass_int,0,,,,,
player,201109250chi,gnb,StarJa00,pass_sacked,0,,,,,
player,201109250chi,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201109250chi,gnb,StarJa00,pass_long,0,,,,,
player,201109250chi,gnb,StarJa00,pass_rating,,,,,,
player,201109250chi,gnb,StarJa00,rush_att,11,,,,,
player,201109250chi,gnb,StarJa00,rush_yds,5,,,,,
player,201109250chi,gnb,StarJa00,rush_td,0,,,,,
player,201109250chi,gnb,StarJa00,rush_long,8,,,,,
player,201109250chi,gnb,StarJa00,targets,4,,,,,
player,201109250chi,gnb,StarJa00,rec,3,,,,,
player,201109250chi,gnb,StarJa00,rec_yds,9,,,,,
player,201109250chi,gnb,StarJa00,rec_td,0,,,,,
player,201109250chi,gnb,StarJa00,rec_long,5,,,,,
player,201109250chi,gnb,StarJa00,fumbles,1,,,,,
player,201109250chi,gnb,StarJa00,fumbles_lost,1,,,,,
player,201109250chi,gnb,JennGr00,pass_cmp,0,,,,,
player,201109250chi,gnb,JennGr00,pass_att,0,,,,,
player,201109250chi,gnb,JennGr00,pass_yds,0,,,,,
player,201109250chi,gnb,JennGr00,pass_td,0,,,,,
player,201109250chi,gnb,JennGr00,pass_int,0,,,,,
player,201109250chi,gnb,JennGr00,pass_sacked,0,,,,,
player,201109250chi,gnb,JennGr00,pass_sacked_yds,0,,,,,
player,201109250chi,gnb,JennGr00,pass_long,0,,,,,
player,201109250chi,gnb,JennGr00,pass_rating,,,,,,
player,201109250chi,gnb,JennGr00,rush_att,0,,,,,
player,201109250chi,gnb,JennGr00,rush_yds,0,,,,,
player,201109250chi,gnb,JennGr00,rush_td,0,,,,,
player,201109250chi,gnb,JennGr00,rush_long,0,,,,,
player,201109250chi,gnb,JennGr00,targets,10,,,,,
player,201109250chi,gnb,JennGr00,rec,9,,,,,
player,201109250chi,gnb,JennGr00,rec_yds,119,,,,,
player,201109250chi,gnb,JennGr00,rec_td,0,,,,,
player,201109250chi,gnb,JennGr00,rec_long,25,,,,,
player,201109250chi,gnb,JennGr00,fumbles,0,,,,,
player,201109250chi,gnb,JennGr00,fumbles_lost,,,,,,
player,201109250chi,gnb,FinlJe00,pass_cmp,0,,,,,
player,201109250chi,gnb,FinlJe00,pass_att,0,,,,,
player,201109250chi,gnb,FinlJe00,pass_yds,0,,,,,
player,201109250chi,gnb,FinlJe00,pass_td,0,,,,,
player,201109250chi,gnb,FinlJe00,pass_int,0,,,,,
player,201109250chi,gnb,FinlJe00,pass_sacked,0,,,,,
player,201109250chi,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201109250chi,gnb,FinlJe00,pass_long,0,,,,,
player,201109250chi,gnb,FinlJe00,pass_rating,,,,,,
player,201109250chi,gnb,FinlJe00,rush_att,0,,,,,
player,201109250chi,gnb,FinlJe00,rush_yds,0,,,,,
player,201109250chi,gnb,FinlJe00,rush_td,0,,,,,
player,201109250chi,gnb,FinlJe00,rush_long,0,,,,,
player,201109250chi,gnb,FinlJe00,targets,8,,,,,
player,201109250chi,gnb,FinlJe00,rec,7,,,,,
player,201109250chi,gnb,FinlJe00,rec_yds,85,,,,,
