game,2011,14,20111211,201112110den,chi,"Chicago Bears",10,den,"Denver Broncos",13
player,201112110den,chi,BrigLa99,tackles_solo,9,,,,,
player,201112110den,chi,BrigLa99,tackles_assists,0,,,,,
player,201112110den,chi,BrigLa99,tackles_loss,0,,,,,
player,201112110den,chi,BrigLa99,qb_hits,0,,,,,
player,201112110den,chi,BrigLa99,fumbles_rec,0,,,,,
player,201112110den,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201112110den,chi,BrigLa99,fumbles_forced,0,,,,,
player,201112110den,chi,JennTi20,def_int,0,,,,,
player,201112110den,chi,JennTi20,def_int_yds,0,,,,,
player,201112110den,chi,JennTi20,def_int_td,0,,,,,
player,201112110den,chi,JennTi20,def_int_long,0,,,,,
player,201112110den,chi,JennTi20,pass_defended,0,,,,,
player,201112110den,chi,JennTi20,sacks,0.0,,,,,
player,201112110den,chi,JennTi20,tackles_combined,5,,,,,
player,201112110den,chi,JennTi20,tackles_solo,5,,,,,
player,201112110den,chi,JennTi20,tackles_assists,0,,,,,
player,201112110den,chi,JennTi20,tackles_loss,0,,,,,
player,201112110den,chi,JennTi20,qb_hits,0,,,,,
player,201112110den,chi,JennTi20,fumbles_rec,0,,,,,
player,201112110den,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201112110den,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201112110den,chi,JennTi20,fumbles_forced,0,,,,,
player,201112110den,chi,IdonIs20,def_int,0,,,,,
player,201112110den,chi,IdonIs20,def_int_yds,0,,,,,
player,201112110den,chi,IdonIs20,def_int_td,0,,,,,
player,201112110den,chi,IdonIs20,def_int_long,0,,,,,
player,201112110den,chi,IdonIs20,pass_defended,0,,,,,
player,201112110den,chi,IdonIs20,sacks,0.0,,,,,
player,201112110den,chi,IdonIs20,tackles_combined,3,,,,,
player,201112110den,chi,IdonIs20,tackles_solo,2,,,,,
player,201112110den,chi,IdonIs20,tackles_assists,1,,,,,
player,201112110den,chi,IdonIs20,tackles_loss,1,,,,,
player,201112110den,chi,IdonIs20,qb_hits,0,,,,,
player,201112110den,chi,IdonIs20,fumbles_rec,1,,,,,
player,201112110den,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201112110den,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201112110den,chi,IdonIs20,fumbles_forced,0,,,,,
player,201112110den,chi,MassCh00,def_int,0,,,,,
player,201112110den,chi,MassCh00,def_int_yds,0,,,,,
player,201112110den,chi,MassCh00,def_int_td,0,,,,,
player,201112110den,chi,MassCh00,def_int_long,0,,,,,
player,201112110den,chi,MassCh00,pass_defended,0,,,,,
player,201112110den,chi,MassCh00,sacks,0.0,,,,,
player,201112110den,chi,MassCh00,tackles_combined,3,,,,,
player,201112110den,chi,MassCh00,tackles_solo,3,,,,,
player,201112110den,chi,MassCh00,tackles_assists,0,,,,,
player,201112110den,chi,MassCh00,tackles_loss,0,,,,,
player,201112110den,chi,MassCh00,qb_hits,0,,,,,
player,201112110den,chi,MassCh00,fumbles_rec,0,,,,,
player,201112110den,chi,MassCh00,fumbles_rec_yds,0,,,,,
player,201112110den,chi,MassCh00,fumbles_rec_td,0,,,,,
player,201112110den,chi,MassCh00,fumbles_forced,0,,,,,
player,201112110den,chi,OkoyAm99,def_int,0,,,,,
player,201112110den,chi,OkoyAm99,def_int_yds,0,,,,,
player,201112110den,chi,OkoyAm99,def_int_td,0,,,,,
player,201112110den,chi,OkoyAm99,def_int_long,0,,,,,
player,201112110den,chi,OkoyAm99,pass_defended,0,,,,,
player,201112110den,chi,OkoyAm99,sacks,0.0,,,,,
player,201112110den,chi,OkoyAm99,tackles_combined,3,,,,,
player,201112110den,chi,OkoyAm99,tackles_solo,1,,,,,
player,201112110den,chi,OkoyAm99,tackles_assists,2,,,,,
player,201112110den,chi,OkoyAm99,tackles_loss,0,,,,,
player,201112110den,chi,OkoyAm99,qb_hits,0,,,,,
player,201112110den,chi,OkoyAm99,fumbles_rec,0,,,,,
player,201112110den,chi,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,OkoyAm99,fumbles_rec_td,0,,,,,
player,201112110den,chi,OkoyAm99,fumbles_forced,0,,,,,
player,201112110den,chi,BowmZa20,def_int,0,,,,,
player,201112110den,chi,BowmZa20,def_int_yds,0,,,,,
player,201112110den,chi,BowmZa20,def_int_td,0,,,,,
player,201112110den,chi,BowmZa20,def_int_long,0,,,,,
player,201112110den,chi,BowmZa20,pass_defended,0,,,,,
player,201112110den,chi,BowmZa20,sacks,0.0,,,,,
player,201112110den,chi,BowmZa20,tackles_combined,2,,,,,
player,201112110den,chi,BowmZa20,tackles_solo,2,,,,,
player,201112110den,chi,BowmZa20,tackles_assists,0,,,,,
player,201112110den,chi,BowmZa20,tackles_loss,0,,,,,
player,201112110den,chi,BowmZa20,qb_hits,0,,,,,
player,201112110den,chi,BowmZa20,fumbles_rec,0,,,,,
player,201112110den,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201112110den,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201112110den,chi,BowmZa20,fumbles_forced,0,,,,,
player,201112110den,chi,ContCh00,def_int,0,,,,,
player,201112110den,chi,ContCh00,def_int_yds,0,,,,,
player,201112110den,chi,ContCh00,def_int_td,0,,,,,
player,201112110den,chi,ContCh00,def_int_long,0,,,,,
player,201112110den,chi,ContCh00,pass_defended,0,,,,,
player,201112110den,chi,ContCh00,sacks,0.0,,,,,
player,201112110den,chi,ContCh00,tackles_combined,2,,,,,
player,201112110den,chi,ContCh00,tackles_solo,2,,,,,
player,201112110den,chi,ContCh00,tackles_assists,0,,,,,
player,201112110den,chi,ContCh00,tackles_loss,0,,,,,
player,201112110den,chi,ContCh00,qb_hits,0,,,,,
player,201112110den,chi,ContCh00,fumbles_rec,0,,,,,
player,201112110den,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201112110den,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201112110den,chi,ContCh00,fumbles_forced,0,,,,,
player,201112110den,chi,GrahCo99,def_int,0,,,,,
player,201112110den,chi,GrahCo99,def_int_yds,0,,,,,
player,201112110den,chi,GrahCo99,def_int_td,0,,,,,
player,201112110den,chi,GrahCo99,def_int_long,0,,,,,
player,201112110den,chi,GrahCo99,pass_defended,0,,,,,
player,201112110den,chi,GrahCo99,sacks,0.0,,,,,
player,201112110den,chi,GrahCo99,tackles_combined,2,,,,,
player,201112110den,chi,GrahCo99,tackles_solo,2,,,,,
player,201112110den,chi,GrahCo99,tackles_assists,0,,,,,
player,201112110den,chi,GrahCo99,tackles_loss,0,,,,,
player,201112110den,chi,GrahCo99,qb_hits,0,,,,,
player,201112110den,chi,GrahCo99,fumbles_rec,0,,,,,
player,201112110den,chi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,GrahCo99,fumbles_rec_td,0,,,,,
player,201112110den,chi,GrahCo99,fumbles_forced,0,,,,,
player,201112110den,chi,MoorDJ99,def_int,0,,,,,
player,201112110den,chi,MoorDJ99,def_int_yds,0,,,,,
player,201112110den,chi,MoorDJ99,def_int_td,0,,,,,
player,201112110den,chi,MoorDJ99,def_int_long,0,,,,,
player,201112110den,chi,MoorDJ99,pass_defended,1,,,,,
player,201112110den,chi,MoorDJ99,sacks,0.0,,,,,
player,201112110den,chi,MoorDJ99,tackles_combined,2,,,,,
player,201112110den,chi,MoorDJ99,tackles_solo,2,,,,,
player,201112110den,chi,MoorDJ99,tackles_assists,0,,,,,
player,201112110den,chi,MoorDJ99,tackles_loss,0,,,,,
player,201112110den,chi,MoorDJ99,qb_hits,1,,,,,
player,201112110den,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201112110den,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201112110den,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201112110den,chi,ToeaMa99,def_int,0,,,,,
player,201112110den,chi,ToeaMa99,def_int_yds,0,,,,,
player,201112110den,chi,ToeaMa99,def_int_td,0,,,,,
player,201112110den,chi,ToeaMa99,def_int_long,0,,,,,
player,201112110den,chi,ToeaMa99,pass_defended,0,,,,,
player,201112110den,chi,ToeaMa99,sacks,0.0,,,,,
player,201112110den,chi,ToeaMa99,tackles_combined,2,,,,,
player,201112110den,chi,ToeaMa99,tackles_solo,2,,,,,
player,201112110den,chi,ToeaMa99,tackles_assists,0,,,,,
player,201112110den,chi,ToeaMa99,tackles_loss,0,,,,,
player,201112110den,chi,ToeaMa99,qb_hits,0,,,,,
player,201112110den,chi,ToeaMa99,fumbles_rec,0,,,,,
player,201112110den,chi,ToeaMa99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,ToeaMa99,fumbles_rec_td,0,,,,,
player,201112110den,chi,ToeaMa99,fumbles_forced,0,,,,,
player,201112110den,chi,HurdSa00,def_int,0,,,,,
player,201112110den,chi,HurdSa00,def_int_yds,0,,,,,
player,201112110den,chi,HurdSa00,def_int_td,0,,,,,
player,201112110den,chi,HurdSa00,def_int_long,0,,,,,
player,201112110den,chi,HurdSa00,pass_defended,0,,,,,
player,201112110den,chi,HurdSa00,sacks,0.0,,,,,
player,201112110den,chi,HurdSa00,tackles_combined,1,,,,,
player,201112110den,chi,HurdSa00,tackles_solo,1,,,,,
player,201112110den,chi,HurdSa00,tackles_assists,0,,,,,
player,201112110den,chi,HurdSa00,tackles_loss,0,,,,,
player,201112110den,chi,HurdSa00,qb_hits,0,,,,,
player,201112110den,chi,HurdSa00,fumbles_rec,0,,,,,
player,201112110den,chi,HurdSa00,fumbles_rec_yds,0,,,,,
player,201112110den,chi,HurdSa00,fumbles_rec_td,0,,,,,
player,201112110den,chi,HurdSa00,fumbles_forced,0,,,,,
player,201112110den,chi,RoacNi99,def_int,0,,,,,
player,201112110den,chi,RoacNi99,def_int_yds,0,,,,,
player,201112110den,chi,RoacNi99,def_int_td,0,,,,,
player,201112110den,chi,RoacNi99,def_int_long,0,,,,,
player,201112110den,chi,RoacNi99,pass_defended,0,,,,,
player,201112110den,chi,RoacNi99,sacks,0.0,,,,,
player,201112110den,chi,RoacNi99,tackles_combined,1,,,,,
player,201112110den,chi,RoacNi99,tackles_solo,1,,,,,
player,201112110den,chi,RoacNi99,tackles_assists,0,,,,,
player,201112110den,chi,RoacNi99,tackles_loss,0,,,,,
player,201112110den,chi,RoacNi99,qb_hits,0,,,,,
player,201112110den,chi,RoacNi99,fumbles_rec,0,,,,,
player,201112110den,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201112110den,chi,RoacNi99,fumbles_forced,0,,,,,
player,201112110den,chi,WillJa12,def_int,0,,,,,
player,201112110den,chi,WillJa12,def_int_yds,0,,,,,
player,201112110den,chi,WillJa12,def_int_td,0,,,,,
player,201112110den,chi,WillJa12,def_int_long,0,,,,,
player,201112110den,chi,WillJa12,pass_defended,0,,,,,
player,201112110den,chi,WillJa12,sacks,0.0,,,,,
player,201112110den,chi,WillJa12,tackles_combined,1,,,,,
player,201112110den,chi,WillJa12,tackles_solo,1,,,,,
player,201112110den,chi,WillJa12,tackles_assists,0,,,,,
player,201112110den,chi,WillJa12,tackles_loss,0,,,,,
player,201112110den,chi,WillJa12,qb_hits,0,,,,,
player,201112110den,chi,WillJa12,fumbles_rec,0,,,,,
player,201112110den,chi,WillJa12,fumbles_rec_yds,0,,,,,
player,201112110den,chi,WillJa12,fumbles_rec_td,0,,,,,
player,201112110den,chi,WillJa12,fumbles_forced,0,,,,,
player,201112110den,chi,WootCo99,def_int,0,,,,,
player,201112110den,chi,WootCo99,def_int_yds,0,,,,,
player,201112110den,chi,WootCo99,def_int_td,0,,,,,
player,201112110den,chi,WootCo99,def_int_long,0,,,,,
player,201112110den,chi,WootCo99,pass_defended,0,,,,,
player,201112110den,chi,WootCo99,sacks,0.0,,,,,
player,201112110den,chi,WootCo99,tackles_combined,1,,,,,
player,201112110den,chi,WootCo99,tackles_solo,1,,,,,
player,201112110den,chi,WootCo99,tackles_assists,0,,,,,
player,201112110den,chi,WootCo99,tackles_loss,0,,,,,
player,201112110den,chi,WootCo99,qb_hits,0,,,,,
player,201112110den,chi,WootCo99,fumbles_rec,0,,,,,
player,201112110den,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201112110den,chi,WootCo99,fumbles_forced,0,,,,,
player,201112110den,den,WillD.20,def_int,0,,,,,
player,201112110den,den,WillD.20,def_int_yds,0,,,,,
player,201112110den,den,WillD.20,def_int_td,0,,,,,
player,201112110den,den,WillD.20,def_int_long,0,,,,,
player,201112110den,den,WillD.20,pass_defended,0,,,,,
player,201112110den,den,WillD.20,sacks,2.0,,,,,
player,201112110den,den,WillD.20,tackles_combined,9,,,,,
player,201112110den,den,WillD.20,tackles_solo,9,,,,,
player,201112110den,den,WillD.20,tackles_assists,0,,,,,
player,201112110den,den,WillD.20,tackles_loss,4,,,,,
player,201112110den,den,WillD.20,qb_hits,2,,,,,
player,201112110den,den,WillD.20,fumbles_rec,0,,,,,
player,201112110den,den,WillD.20,fumbles_rec_yds,0,,,,,
player,201112110den,den,WillD.20,fumbles_rec_td,0,,,,,
player,201112110den,den,WillD.20,fumbles_forced,0,,,,,
player,201112110den,den,DumeEl20,def_int,0,,,,,
player,201112110den,den,DumeEl20,def_int_yds,0,,,,,
player,201112110den,den,DumeEl20,def_int_td,0,,,,,
player,201112110den,den,DumeEl20,def_int_long,0,,,,,
player,201112110den,den,DumeEl20,pass_defended,0,,,,,
player,201112110den,den,DumeEl20,sacks,1.0,,,,,
player,201112110den,den,DumeEl20,tackles_combined,5,,,,,
player,201112110den,den,DumeEl20,tackles_solo,5,,,,,
player,201112110den,den,DumeEl20,tackles_assists,0,,,,,
player,201112110den,den,DumeEl20,tackles_loss,1,,,,,
player,201112110den,den,DumeEl20,qb_hits,3,,,,,
player,201112110den,den,DumeEl20,fumbles_rec,1,,,,,
player,201112110den,den,DumeEl20,fumbles_rec_yds,0,,,,,
player,201112110den,den,DumeEl20,fumbles_rec_td,0,,,,,
player,201112110den,den,DumeEl20,fumbles_forced,0,,,,,
player,201112110den,den,MillVo00,def_int,0,,,,,
player,201112110den,den,MillVo00,def_int_yds,0,,,,,
player,201112110den,den,MillVo00,def_int_td,0,,,,,
player,201112110den,den,MillVo00,def_int_long,0,,,,,
player,201112110den,den,MillVo00,pass_defended,0,,,,,
player,201112110den,den,MillVo00,sacks,1.0,,,,,
player,201112110den,den,MillVo00,tackles_combined,5,,,,,
player,201112110den,den,MillVo00,tackles_solo,4,,,,,
player,201112110den,den,MillVo00,tackles_assists,1,,,,,
player,201112110den,den,MillVo00,tackles_loss,2,,,,,
player,201112110den,den,MillVo00,qb_hits,2,,,,,
player,201112110den,den,MillVo00,fumbles_rec,0,,,,,
player,201112110den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201112110den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201112110den,den,MillVo00,fumbles_forced,0,,,,,
player,201112110den,den,ThomMa99,def_int,0,,,,,
player,201112110den,den,ThomMa99,def_int_yds,0,,,,,
player,201112110den,den,ThomMa99,def_int_td,0,,,,,
player,201112110den,den,ThomMa99,def_int_long,0,,,,,
player,201112110den,den,ThomMa99,pass_defended,0,,,,,
player,201112110den,den,ThomMa99,sacks,0.0,,,,,
player,201112110den,den,ThomMa99,tackles_combined,6,,,,,
player,201112110den,den,ThomMa99,tackles_solo,5,,,,,
player,201112110den,den,ThomMa99,tackles_assists,1,,,,,
player,201112110den,den,ThomMa99,tackles_loss,2,,,,,
player,201112110den,den,ThomMa99,qb_hits,0,,,,,
player,201112110den,den,ThomMa99,fumbles_rec,0,,,,,
player,201112110den,den,ThomMa99,fumbles_rec_yds,0,,,,,
player,201112110den,den,ThomMa99,fumbles_rec_td,0,,,,,
player,201112110den,den,ThomMa99,fumbles_forced,0,,,,,
player,201112110den,den,MoorRa00,def_int,0,,,,,
player,201112110den,den,MoorRa00,def_int_yds,0,,,,,
player,201112110den,den,MoorRa00,def_int_td,0,,,,,
player,201112110den,den,MoorRa00,def_int_long,0,,,,,
player,201112110den,den,MoorRa00,pass_defended,0,,,,,
player,201112110den,den,MoorRa00,sacks,0.0,,,,,
player,201112110den,den,MoorRa00,tackles_combined,5,,,,,
player,201112110den,den,MoorRa00,tackles_solo,5,,,,,
player,201112110den,den,MoorRa00,tackles_assists,0,,,,,
player,201112110den,den,MoorRa00,tackles_loss,0,,,,,
player,201112110den,den,MoorRa00,qb_hits,0,,,,,
player,201112110den,den,MoorRa00,fumbles_rec,0,,,,,
player,201112110den,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201112110den,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201112110den,den,MoorRa00,fumbles_forced,0,,,,,
player,201112110den,den,BunkBr20,def_int,0,,,,,
player,201112110den,den,BunkBr20,def_int_yds,0,,,,,
player,201112110den,den,BunkBr20,def_int_td,0,,,,,
player,201112110den,den,BunkBr20,def_int_long,0,,,,,
player,201112110den,den,BunkBr20,pass_defended,0,,,,,
player,201112110den,den,BunkBr20,sacks,0.0,,,,,
player,201112110den,den,BunkBr20,tackles_combined,4,,,,,
player,201112110den,den,BunkBr20,tackles_solo,3,,,,,
player,201112110den,den,BunkBr20,tackles_assists,1,,,,,
player,201112110den,den,BunkBr20,tackles_loss,0,,,,,
player,201112110den,den,BunkBr20,qb_hits,0,,,,,
player,201112110den,den,BunkBr20,fumbles_rec,0,,,,,
player,201112110den,den,BunkBr20,fumbles_rec_yds,0,,,,,
player,201112110den,den,BunkBr20,fumbles_rec_td,0,,,,,
player,201112110den,den,BunkBr20,fumbles_forced,0,,,,,
player,201112110den,den,MaysJo99,def_int,0,,,,,
player,201112110den,den,MaysJo99,def_int_yds,0,,,,,
player,201112110den,den,MaysJo99,def_int_td,0,,,,,
player,201112110den,den,MaysJo99,def_int_long,0,,,,,
player,201112110den,den,MaysJo99,pass_defended,0,,,,,
player,201112110den,den,MaysJo99,sacks,0.0,,,,,
player,201112110den,den,MaysJo99,tackles_combined,4,,,,,
player,201112110den,den,MaysJo99,tackles_solo,4,,,,,
player,201112110den,den,MaysJo99,tackles_assists,0,,,,,
player,201112110den,den,MaysJo99,tackles_loss,0,,,,,
player,201112110den,den,MaysJo99,qb_hits,0,,,,,
player,201112110den,den,MaysJo99,fumbles_rec,0,,,,,
player,201112110den,den,MaysJo99,fumbles_rec_yds,0,,,,,
player,201112110den,den,MaysJo99,fumbles_rec_td,0,,,,,
player,201112110den,den,MaysJo99,fumbles_forced,0,,,,,
player,201112110den,den,AyerRo99,def_int,0,,,,,
player,201112110den,den,AyerRo99,def_int_yds,0,,,,,
player,201112110den,den,AyerRo99,def_int_td,0,,,,,
player,201112110den,den,AyerRo99,def_int_long,0,,,,,
player,201112110den,den,AyerRo99,pass_defended,0,,,,,
player,201112110den,den,AyerRo99,sacks,0.0,,,,,
player,201112110den,den,AyerRo99,tackles_combined,3,,,,,
player,201112110den,den,AyerRo99,tackles_solo,2,,,,,
player,201112110den,den,AyerRo99,tackles_assists,1,,,,,
player,201112110den,den,AyerRo99,tackles_loss,0,,,,,
player,201112110den,den,AyerRo99,qb_hits,0,,,,,
player,201112110den,den,AyerRo99,fumbles_rec,0,,,,,
player,201112110den,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201112110den,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201112110den,den,AyerRo99,fumbles_forced,0,,,,,
player,201112110den,den,CartQu01,def_int,0,,,,,
player,201112110den,den,CartQu01,def_int_yds,0,,,,,
player,201112110den,den,CartQu01,def_int_td,0,,,,,
player,201112110den,den,CartQu01,def_int_long,0,,,,,
player,201112110den,den,CartQu01,pass_defended,0,,,,,
player,201112110den,den,CartQu01,sacks,0.0,,,,,
player,201112110den,den,CartQu01,tackles_combined,3,,,,,
player,201112110den,den,CartQu01,tackles_solo,3,,,,,
player,201112110den,den,CartQu01,tackles_assists,0,,,,,
player,201112110den,den,CartQu01,tackles_loss,0,,,,,
player,201112110den,den,CartQu01,qb_hits,0,,,,,
player,201112110den,den,CartQu01,fumbles_rec,0,,,,,
player,201112110den,den,CartQu01,fumbles_rec_yds,0,,,,,
player,201112110den,den,CartQu01,fumbles_rec_td,0,,,,,
player,201112110den,den,CartQu01,fumbles_forced,0,,,,,
player,201112110den,den,DawkBr00,def_int,0,,,,,
player,201112110den,den,DawkBr00,def_int_yds,0,,,,,
player,201112110den,den,DawkBr00,def_int_td,0,,,,,
player,201112110den,den,DawkBr00,def_int_long,0,,,,,
player,201112110den,den,DawkBr00,pass_defended,0,,,,,
player,201112110den,den,DawkBr00,sacks,0.0,,,,,
player,201112110den,den,DawkBr00,tackles_combined,3,,,,,
player,201112110den,den,DawkBr00,tackles_solo,2,,,,,
player,201112110den,den,DawkBr00,tackles_assists,1,,,,,
player,201112110den,den,DawkBr00,tackles_loss,1,,,,,
player,201112110den,den,DawkBr00,qb_hits,0,,,,,
player,201112110den,den,DawkBr00,fumbles_rec,0,,,,,
player,201112110den,den,DawkBr00,fumbles_rec_yds,0,,,,,
player,201112110den,den,DawkBr00,fumbles_rec_td,0,,,,,
player,201112110den,den,DawkBr00,fumbles_forced,0,,,,,
player,201112110den,den,BailCh00,def_int,0,,,,,
player,201112110den,den,BailCh00,def_int_yds,0,,,,,
player,201112110den,den,BailCh00,def_int_td,0,,,,,
player,201112110den,den,BailCh00,def_int_long,0,,,,,
player,201112110den,den,BailCh00,pass_defended,0,,,,,
player,201112110den,den,BailCh00,sacks,0.0,,,,,
player,201112110den,den,BailCh00,tackles_combined,2,,,,,
player,201112110den,den,BailCh00,tackles_solo,2,,,,,
player,201112110den,den,BailCh00,tackles_assists,0,,,,,
player,201112110den,den,BailCh00,tackles_loss,0,,,,,
player,201112110den,den,BailCh00,qb_hits,0,,,,,
player,201112110den,den,BailCh00,fumbles_rec,0,,,,,
player,201112110den,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201112110den,den,BailCh00,fumbles_rec_td,0,,,,,
player,201112110den,den,BailCh00,fumbles_forced,0,,,,,
player,201112110den,den,GoodAn20,def_int,0,,,,,
player,201112110den,den,GoodAn20,def_int_yds,0,,,,,
player,201112110den,den,GoodAn20,def_int_td,0,,,,,
player,201112110den,den,GoodAn20,def_int_long,0,,,,,
player,201112110den,den,GoodAn20,pass_defended,0,,,,,
player,201112110den,den,GoodAn20,sacks,0.0,,,,,
player,201112110den,den,GoodAn20,tackles_combined,2,,,,,
player,201112110den,den,GoodAn20,tackles_solo,2,,,,,
player,201112110den,den,GoodAn20,tackles_assists,0,,,,,
player,201112110den,den,GoodAn20,tackles_loss,0,,,,,
player,201112110den,den,GoodAn20,qb_hits,0,,,,,
player,201112110den,den,GoodAn20,fumbles_rec,0,,,,,
player,201112110den,den,GoodAn20,fumbles_rec_yds,0,,,,,
player,201112110den,den,GoodAn20,fumbles_rec_td,0,,,,,
player,201112110den,den,GoodAn20,fumbles_forced,0,,,,,
player,201112110den,den,HarrCh01,def_int,0,,,,,
player,201112110den,den,HarrCh01,def_int_yds,0,,,,,
player,201112110den,den,HarrCh01,def_int_td,0,,,,,
player,201112110den,den,HarrCh01,def_int_long,0,,,,,
player,201112110den,den,HarrCh01,pass_defended,1,,,,,
player,201112110den,den,HarrCh01,sacks,0.0,,,,,
player,201112110den,den,HarrCh01,tackles_combined,2,,,,,
player,201112110den,den,HarrCh01,tackles_solo,2,,,,,
player,201112110den,den,HarrCh01,tackles_assists,0,,,,,
player,201112110den,den,HarrCh01,tackles_loss,0,,,,,
player,201112110den,den,HarrCh01,qb_hits,0,,,,,
player,201112110den,den,HarrCh01,fumbles_rec,0,,,,,
player,201112110den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201112110den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201112110den,den,HarrCh01,fumbles_forced,0,,,,,
player,201112110den,den,WoodWe20,def_int,0,,,,,
player,201112110den,den,WoodWe20,def_int_yds,0,,,,,
player,201112110den,den,WoodWe20,def_int_td,0,,,,,
player,201112110den,den,WoodWe20,def_int_long,0,,,,,
player,201112110den,den,WoodWe20,pass_defended,0,,,,,
player,201112110den,den,WoodWe20,sacks,0.0,,,,,
player,201112110den,den,WoodWe20,tackles_combined,2,,,,,
player,201112110den,den,WoodWe20,tackles_solo,2,,,,,
player,201112110den,den,WoodWe20,tackles_assists,0,,,,,
player,201112110den,den,WoodWe20,tackles_loss,0,,,,,
player,201112110den,den,WoodWe20,qb_hits,0,,,,,
player,201112110den,den,WoodWe20,fumbles_rec,0,,,,,
player,201112110den,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201112110den,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201112110den,den,WoodWe20,fumbles_forced,1,,,,,
player,201112110den,den,LarsSp99,def_int,0,,,,,
player,201112110den,den,LarsSp99,def_int_yds,0,,,,,
player,201112110den,den,LarsSp99,def_int_td,0,,,,,
player,201112110den,den,LarsSp99,def_int_long,0,,,,,
player,201112110den,den,LarsSp99,pass_defended,0,,,,,
player,201112110den,den,LarsSp99,sacks,0.0,,,,,
player,201112110den,den,LarsSp99,tackles_combined,1,,,,,
player,201112110den,den,LarsSp99,tackles_solo,1,,,,,
player,201112110den,den,LarsSp99,tackles_assists,0,,,,,
player,201112110den,den,LarsSp99,tackles_loss,0,,,,,
player,201112110den,den,LarsSp99,qb_hits,0,,,,,
player,201112110den,den,LarsSp99,fumbles_rec,0,,,,,
player,201112110den,den,LarsSp99,fumbles_rec_yds,0,,,,,
player,201112110den,den,LarsSp99,fumbles_rec_td,0,,,,,
player,201112110den,den,LarsSp99,fumbles_forced,0,,,,,
player,201112110den,den,UnreMi00,def_int,0,,,,,
player,201112110den,den,UnreMi00,def_int_yds,0,,,,,
player,201112110den,den,UnreMi00,def_int_td,0,,,,,
player,201112110den,den,UnreMi00,def_int_long,0,,,,,
player,201112110den,den,UnreMi00,pass_defended,0,,,,,
player,201112110den,den,UnreMi00,sacks,0.0,,,,,
player,201112110den,den,UnreMi00,tackles_combined,1,,,,,
player,201112110den,den,UnreMi00,tackles_solo,1,,,,,
player,201112110den,den,UnreMi00,tackles_assists,0,,,,,
player,201112110den,den,UnreMi00,tackles_loss,0,,,,,
player,201112110den,den,UnreMi00,qb_hits,0,,,,,
player,201112110den,den,UnreMi00,fumbles_rec,0,,,,,
player,201112110den,den,UnreMi00,fumbles_rec_yds,0,,,,,
player,201112110den,den,UnreMi00,fumbles_rec_td,0,,,,,
player,201112110den,den,UnreMi00,fumbles_forced,0,,,,,
player,201112110den,den,CosbQu00,def_int,0,,,,,
player,201112110den,den,CosbQu00,def_int_yds,0,,,,,
player,201112110den,den,CosbQu00,def_int_td,0,,,,,
player,201112110den,den,CosbQu00,def_int_long,0,,,,,
player,201112110den,den,CosbQu00,pass_defended,0,,,,,
player,201112110den,den,CosbQu00,sacks,0.0,,,,,
player,201112110den,den,CosbQu00,tackles_combined,0,,,,,
player,201112110den,den,CosbQu00,tackles_solo,0,,,,,
player,201112110den,den,CosbQu00,tackles_assists,0,,,,,
player,201112110den,den,CosbQu00,tackles_loss,0,,,,,
player,201112110den,den,CosbQu00,qb_hits,0,,,,,
player,201112110den,den,CosbQu00,fumbles_rec,1,,,,,
player,201112110den,den,CosbQu00,fumbles_rec_yds,0,,,,,
player,201112110den,den,CosbQu00,fumbles_rec_td,0,,,,,
player,201112110den,den,CosbQu00,fumbles_forced,0,,,,,
player,201112110den,chi,HestDe99,kick_ret,1,,,,,
player,201112110den,chi,HestDe99,kick_ret_yds,25,,,,,
