game,2011,14,20111211,201112110gnb,rai,"Oakland Raiders",16,gnb,"Green Bay Packers",46
player,201112110gnb,rai,PalmCa00,rec,0,,,,,
player,201112110gnb,rai,PalmCa00,rec_yds,0,,,,,
player,201112110gnb,rai,PalmCa00,rec_td,0,,,,,
player,201112110gnb,rai,PalmCa00,rec_long,0,,,,,
player,201112110gnb,rai,PalmCa00,fumbles,0,,,,,
player,201112110gnb,rai,PalmCa00,fumbles_lost,,,,,,
player,201112110gnb,rai,LechSh20,pass_cmp,0,,,,,
player,201112110gnb,rai,LechSh20,pass_att,1,,,,,
player,201112110gnb,rai,LechSh20,pass_yds,0,,,,,
player,201112110gnb,rai,LechSh20,pass_td,0,,,,,
player,201112110gnb,rai,LechSh20,pass_int,0,,,,,
player,201112110gnb,rai,LechSh20,pass_sacked,0,,,,,
player,201112110gnb,rai,LechSh20,pass_sacked_yds,0,,,,,
player,201112110gnb,rai,LechSh20,pass_long,0,,,,,
player,201112110gnb,rai,LechSh20,pass_rating,39.6,,,,,
player,201112110gnb,rai,LechSh20,rush_att,0,,,,,
player,201112110gnb,rai,LechSh20,rush_yds,0,,,,,
player,201112110gnb,rai,LechSh20,rush_td,0,,,,,
player,201112110gnb,rai,LechSh20,rush_long,0,,,,,
player,201112110gnb,rai,LechSh20,targets,0,,,,,
player,201112110gnb,rai,LechSh20,rec,0,,,,,
player,201112110gnb,rai,LechSh20,rec_yds,0,,,,,
player,201112110gnb,rai,LechSh20,rec_td,0,,,,,
player,201112110gnb,rai,LechSh20,rec_long,0,,,,,
player,201112110gnb,rai,LechSh20,fumbles,0,,,,,
player,201112110gnb,rai,LechSh20,fumbles_lost,,,,,,
player,201112110gnb,rai,BushMi00,pass_cmp,0,,,,,
player,201112110gnb,rai,BushMi00,pass_att,0,,,,,
player,201112110gnb,rai,BushMi00,pass_yds,0,,,,,
player,201112110gnb,rai,BushMi00,pass_td,0,,,,,
player,201112110gnb,rai,BushMi00,pass_int,0,,,,,
player,201112110gnb,rai,BushMi00,pass_sacked,,,,,,
player,201112110gnb,rai,BushMi00,pass_sacked_yds,0,,,,,
player,201112110gnb,rai,BushMi00,pass_long,0,,,,,
player,201112110gnb,rai,BushMi00,pass_rating,,,,,,
player,201112110gnb,rai,BushMi00,rush_att,23,,,,,
player,201112110gnb,rai,BushMi00,rush_yds,78,,,,,
player,201112110gnb,rai,BushMi00,rush_td,1,,,,,
player,201112110gnb,rai,BushMi00,rush_long,9,,,,,
player,201112110gnb,rai,BushMi00,targets,4,,,,,
player,201112110gnb,rai,BushMi00,rec,3,,,,,
player,201112110gnb,rai,BushMi00,rec_yds,19,,,,,
player,201112110gnb,rai,BushMi00,rec_td,0,,,,,
player,201112110gnb,rai,BushMi00,rec_long,9,,,,,
player,201112110gnb,rai,BushMi00,fumbles,0,,,,,
player,201112110gnb,rai,BushMi00,fumbles_lost,,,,,,
player,201112110gnb,rai,ReecMa00,pass_cmp,0,,,,,
player,201112110gnb,rai,ReecMa00,pass_att,0,,,,,
player,201112110gnb,rai,ReecMa00,pass_yds,0,,,,,
player,201112110gnb,rai,ReecMa00,pass_td,0,,,,,
player,201112110gnb,rai,ReecMa00,pass_int,0,,,,,
player,201112110gnb,rai,ReecMa00,pass_sacked,,,,,,
player,201112110gnb,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201112110gnb,rai,ReecMa00,pass_long,0,,,,,
player,201112110gnb,rai,ReecMa00,pass_rating,,,,,,
player,201112110gnb,rai,ReecMa00,rush_att,2,,,,,
player,201112110gnb,rai,ReecMa00,rush_yds,12,,,,,
player,201112110gnb,rai,ReecMa00,rush_td,0,,,,,
player,201112110gnb,rai,ReecMa00,rush_long,9,,,,,
player,201112110gnb,rai,ReecMa00,targets,4,,,,,
player,201112110gnb,rai,ReecMa00,rec,4,,,,,
player,201112110gnb,rai,ReecMa00,rec_yds,7,,,,,
player,201112110gnb,rai,ReecMa00,rec_td,0,,,,,
player,201112110gnb,rai,ReecMa00,rec_long,12,,,,,
player,201112110gnb,rai,ReecMa00,fumbles,1,,,,,
player,201112110gnb,rai,ReecMa00,fumbles_lost,1,,,,,
player,201112110gnb,rai,MurpLo00,pass_cmp,0,,,,,
player,201112110gnb,rai,MurpLo00,pass_att,0,,,,,
player,201112110gnb,rai,MurpLo00,pass_yds,0,,,,,
player,201112110gnb,rai,MurpLo00,pass_td,0,,,,,
player,201112110gnb,rai,MurpLo00,pass_int,0,,,,,
player,201112110gnb,rai,MurpLo00,pass_sacked,,,,,,
player,201112110gnb,rai,MurpLo00,pass_sacked_yds,0,,,,,
player,201112110gnb,rai,MurpLo00,pass_long,0,,,,,
player,201112110gnb,rai,MurpLo00,pass_rating,,,,,,
player,201112110gnb,rai,MurpLo00,rush_att,1,,,,,
player,201112110gnb,rai,MurpLo00,rush_yds,10,,,,,
player,201112110gnb,rai,MurpLo00,rush_td,0,,,,,
player,201112110gnb,rai,MurpLo00,rush_long,10,,,,,
player,201112110gnb,rai,MurpLo00,targets,9,,,,,
player,201112110gnb,rai,MurpLo00,rec,4,,,,,
player,201112110gnb,rai,MurpLo00,rec_yds,70,,,,,
player,201112110gnb,rai,MurpLo00,rec_td,0,,,,,
player,201112110gnb,rai,MurpLo00,rec_long,24,,,,,
player,201112110gnb,rai,MurpLo00,fumbles,0,,,,,
player,201112110gnb,rai,MurpLo00,fumbles_lost,,,,,,
player,201112110gnb,rai,CartRo01,pass_cmp,0,,,,,
player,201112110gnb,rai,CartRo01,pass_att,0,,,,,
player,201112110gnb,rai,CartRo01,pass_yds,0,,,,,
player,201112110gnb,rai,CartRo01,pass_td,0,,,,,
player,201112110gnb,rai,CartRo01,pass_int,0,,,,,
player,201112110gnb,rai,CartRo01,pass_sacked,,,,,,
player,201112110gnb,rai,CartRo01,pass_sacked_yds,0,,,,,
player,201112110gnb,rai,CartRo01,pass_long,0,,,,,
player,201112110gnb,rai,CartRo01,pass_rating,,,,,,
player,201112110gnb,rai,CartRo01,rush_att,1,,,,,
player,201112110gnb,rai,CartRo01,rush_yds,5,,,,,
player,201112110gnb,rai,CartRo01,rush_td,0,,,,,
player,201112110gnb,rai,CartRo01,rush_long,5,,,,,
player,201112110gnb,rai,CartRo01,targets,3,,,,,
player,201112110gnb,rai,CartRo01,rec,2,,,,,
player,201112110gnb,rai,CartRo01,rec_yds,16,,,,,
player,201112110gnb,rai,CartRo01,rec_td,0,,,,,
player,201112110gnb,rai,CartRo01,rec_long,9,,,,,
player,201112110gnb,rai,CartRo01,fumbles,0,,,,,
player,201112110gnb,rai,CartRo01,fumbles_lost,,,,,,
player,201112110gnb,rai,HeywDa00,pass_cmp,0,,,,,
player,201112110gnb,rai,HeywDa00,pass_att,0,,,,,
player,201112110gnb,rai,HeywDa00,pass_yds,0,,,,,
player,201112110gnb,rai,HeywDa00,pass_td,0,,,,,
player,201112110gnb,rai,HeywDa00,pass_int,0,,,,,
player,201112110gnb,rai,HeywDa00,pass_sacked,,,,,,
player,201112110gnb,rai,HeywDa00,pass_sacked_yds,0,,,,,
player,201112110gnb,rai,HeywDa00,pass_long,0,,,,,
player,201112110gnb,rai,HeywDa00,pass_rating,,,,,,
player,201112110gnb,rai,HeywDa00,rush_att,0,,,,,
player,201112110gnb,rai,HeywDa00,rush_yds,0,,,,,
player,201112110gnb,rai,HeywDa00,rush_td,0,,,,,
player,201112110gnb,rai,HeywDa00,rush_long,0,,,,,
player,201112110gnb,rai,HeywDa00,targets,11,,,,,
player,201112110gnb,rai,HeywDa00,rec,5,,,,,
player,201112110gnb,rai,HeywDa00,rec_yds,78,,,,,
player,201112110gnb,rai,HeywDa00,rec_td,0,,,,,
player,201112110gnb,rai,HeywDa00,rec_long,34,,,,,
player,201112110gnb,rai,HeywDa00,fumbles,0,,,,,
player,201112110gnb,rai,HeywDa00,fumbles_lost,,,,,,
player,201112110gnb,rai,BossKe00,pass_cmp,0,,,,,
player,201112110gnb,rai,BossKe00,pass_att,0,,,,,
player,201112110gnb,rai,BossKe00,pass_yds,0,,,,,
player,201112110gnb,rai,BossKe00,pass_td,0,,,,,
player,201112110gnb,rai,BossKe00,pass_int,0,,,,,
player,201112110gnb,rai,BossKe00,pass_sacked,,,,,,
player,201112110gnb,rai,BossKe00,pass_sacked_yds,0,,,,,
player,201112110gnb,rai,BossKe00,pass_long,0,,,,,
player,201112110gnb,rai,BossKe00,pass_rating,,,,,,
player,201112110gnb,rai,BossKe00,rush_att,0,,,,,
player,201112110gnb,rai,BossKe00,rush_yds,0,,,,,
player,201112110gnb,rai,BossKe00,rush_td,0,,,,,
player,201112110gnb,rai,BossKe00,rush_long,0,,,,,
player,201112110gnb,rai,BossKe00,targets,7,,,,,
player,201112110gnb,rai,BossKe00,rec,5,,,,,
player,201112110gnb,rai,BossKe00,rec_yds,43,,,,,
player,201112110gnb,rai,BossKe00,rec_td,1,,,,,
player,201112110gnb,rai,BossKe00,rec_long,13,,,,,
player,201112110gnb,rai,BossKe00,fumbles,0,,,,,
player,201112110gnb,rai,BossKe00,fumbles_lost,,,,,,
player,201112110gnb,rai,SchiCh00,pass_cmp,0,,,,,
player,201112110gnb,rai,SchiCh00,pass_att,0,,,,,
player,201112110gnb,rai,SchiCh00,pass_yds,0,,,,,
player,201112110gnb,rai,SchiCh00,pass_td,0,,,,,
player,201112110gnb,rai,SchiCh00,pass_int,0,,,,,
player,201112110gnb,rai,SchiCh00,pass_sacked,,,,,,
player,201112110gnb,rai,SchiCh00,pass_sacked_yds,0,,,,,
player,201112110gnb,rai,SchiCh00,pass_long,0,,,,,
player,201112110gnb,rai,SchiCh00,pass_rating,,,,,,
player,201112110gnb,rai,SchiCh00,rush_att,0,,,,,
player,201112110gnb,rai,SchiCh00,rush_yds,0,,,,,
player,201112110gnb,rai,SchiCh00,rush_td,0,,,,,
player,201112110gnb,rai,SchiCh00,rush_long,0,,,,,
player,201112110gnb,rai,SchiCh00,targets,2,,,,,
player,201112110gnb,rai,SchiCh00,rec,1,,,,,
player,201112110gnb,rai,SchiCh00,rec_yds,14,,,,,
player,201112110gnb,rai,SchiCh00,rec_td,0,,,,,
player,201112110gnb,rai,SchiCh00,rec_long,14,,,,,
player,201112110gnb,rai,SchiCh00,fumbles,0,,,,,
player,201112110gnb,rai,SchiCh00,fumbles_lost,,,,,,
player,201112110gnb,rai,HousTJ00,pass_cmp,0,,,,,
player,201112110gnb,rai,HousTJ00,pass_att,0,,,,,
player,201112110gnb,rai,HousTJ00,pass_yds,0,,,,,
player,201112110gnb,rai,HousTJ00,pass_td,0,,,,,
player,201112110gnb,rai,HousTJ00,pass_int,0,,,,,
player,201112110gnb,rai,HousTJ00,pass_sacked,0,,,,,
player,201112110gnb,rai,HousTJ00,pass_sacked_yds,0,,,,,
player,201112110gnb,rai,HousTJ00,pass_long,0,,,,,
player,201112110gnb,rai,HousTJ00,pass_rating,,,,,,
player,201112110gnb,rai,HousTJ00,rush_att,0,,,,,
player,201112110gnb,rai,HousTJ00,rush_yds,0,,,,,
player,201112110gnb,rai,HousTJ00,rush_td,0,,,,,
player,201112110gnb,rai,HousTJ00,rush_long,0,,,,,
player,201112110gnb,rai,HousTJ00,targets,3,,,,,
player,201112110gnb,rai,HousTJ00,rec,0,,,,,
player,201112110gnb,rai,HousTJ00,rec_yds,0,,,,,
player,201112110gnb,rai,HousTJ00,rec_td,0,,,,,
player,201112110gnb,rai,HousTJ00,rec_long,0,,,,,
player,201112110gnb,rai,HousTJ00,fumbles,0,,,,,
player,201112110gnb,rai,HousTJ00,fumbles_lost,,,,,,
player,201112110gnb,gnb,RodgAa00,pass_cmp,17,,,,,
player,201112110gnb,gnb,RodgAa00,pass_att,30,,,,,
player,201112110gnb,gnb,RodgAa00,pass_yds,281,,,,,
player,201112110gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201112110gnb,gnb,RodgAa00,pass_int,1,,,,,
player,201112110gnb,gnb,RodgAa00,pass_sacked,3,,,,,
player,201112110gnb,gnb,RodgAa00,pass_sacked_yds,20,,,,,
player,201112110gnb,gnb,RodgAa00,pass_long,37,,,,,
player,201112110gnb,gnb,RodgAa00,pass_rating,96.7,,,,,
player,201112110gnb,gnb,RodgAa00,rush_att,0,,,,,
player,201112110gnb,gnb,RodgAa00,rush_yds,0,,,,,
player,201112110gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201112110gnb,gnb,RodgAa00,rush_long,0,,,,,
player,201112110gnb,gnb,RodgAa00,targets,0,,,,,
player,201112110gnb,gnb,RodgAa00,rec,0,,,,,
player,201112110gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201112110gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201112110gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201112110gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201112110gnb,gnb,RodgAa00,fumbles_lost,,,,,,
player,201112110gnb,gnb,FlynMa00,pass_cmp,0,,,,,
player,201112110gnb,gnb,FlynMa00,pass_att,2,,,,,
player,201112110gnb,gnb,FlynMa00,pass_yds,0,,,,,
player,201112110gnb,gnb,FlynMa00,pass_td,0,,,,,
player,201112110gnb,gnb,FlynMa00,pass_int,0,,,,,
player,201112110gnb,gnb,FlynMa00,pass_sacked,1,,,,,
player,201112110gnb,gnb,FlynMa00,pass_sacked_yds,6,,,,,
player,201112110gnb,gnb,FlynMa00,pass_long,0,,,,,
player,201112110gnb,gnb,FlynMa00,pass_rating,39.6,,,,,
player,201112110gnb,gnb,FlynMa00,rush_att,3,,,,,
player,201112110gnb,gnb,FlynMa00,rush_yds,-2,,,,,
player,201112110gnb,gnb,FlynMa00,rush_td,0,,,,,
player,201112110gnb,gnb,FlynMa00,rush_long,0,,,,,
player,201112110gnb,gnb,FlynMa00,targets,0,,,,,
player,201112110gnb,gnb,FlynMa00,rec,0,,,,,
player,201112110gnb,gnb,FlynMa00,rec_yds,0,,,,,
player,201112110gnb,gnb,FlynMa00,rec_td,0,,,,,
player,201112110gnb,gnb,FlynMa00,rec_long,0,,,,,
player,201112110gnb,gnb,FlynMa00,fumbles,0,,,,,
player,201112110gnb,gnb,FlynMa00,fumbles_lost,,,,,,
player,201112110gnb,gnb,GranRy00,pass_cmp,0,,,,,
player,201112110gnb,gnb,GranRy00,pass_att,0,,,,,
player,201112110gnb,gnb,GranRy00,pass_yds,0,,,,,
player,201112110gnb,gnb,GranRy00,pass_td,0,,,,,
player,201112110gnb,gnb,GranRy00,pass_int,0,,,,,
player,201112110gnb,gnb,GranRy00,pass_sacked,0,,,,,
player,201112110gnb,gnb,GranRy00,pass_sacked_yds,0,,,,,
player,201112110gnb,gnb,GranRy00,pass_long,0,,,,,
player,201112110gnb,gnb,GranRy00,pass_rating,,,,,,
player,201112110gnb,gnb,GranRy00,rush_att,10,,,,,
player,201112110gnb,gnb,GranRy00,rush_yds,85,,,,,
player,201112110gnb,gnb,GranRy00,rush_td,2,,,,,
player,201112110gnb,gnb,GranRy00,rush_long,47,,,,,
player,201112110gnb,gnb,GranRy00,targets,1,,,,,
player,201112110gnb,gnb,GranRy00,rec,1,,,,,
player,201112110gnb,gnb,GranRy00,rec_yds,13,,,,,
player,201112110gnb,gnb,GranRy00,rec_td,0,,,,,
player,201112110gnb,gnb,GranRy00,rec_long,13,,,,,
player,201112110gnb,gnb,GranRy00,fumbles,0,,,,,
player,201112110gnb,gnb,GranRy00,fumbles_lost,,,,,,
player,201112110gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201112110gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201112110gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201112110gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201112110gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201112110gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201112110gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201112110gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201112110gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201112110gnb,gnb,KuhnJo00,rush_att,10,,,,,
player,201112110gnb,gnb,KuhnJo00,rush_yds,46,,,,,
player,201112110gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201112110gnb,gnb,KuhnJo00,rush_long,12,,,,,
player,201112110gnb,gnb,KuhnJo00,targets,1,,,,,
player,201112110gnb,gnb,KuhnJo00,rec,0,,,,,
player,201112110gnb,gnb,KuhnJo00,rec_yds,0,,,,,
player,201112110gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201112110gnb,gnb,KuhnJo00,rec_long,0,,,,,
player,201112110gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201112110gnb,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201112110gnb,gnb,SainBr00,pass_cmp,0,,,,,
player,201112110gnb,gnb,SainBr00,pass_att,0,,,,,
player,201112110gnb,gnb,SainBr00,pass_yds,0,,,,,
player,201112110gnb,gnb,SainBr00,pass_td,0,,,,,
player,201112110gnb,gnb,SainBr00,pass_int,0,,,,,
player,201112110gnb,gnb,SainBr00,pass_sacked,0,,,,,
player,201112110gnb,gnb,SainBr00,pass_sacked_yds,0,,,,,
player,201112110gnb,gnb,SainBr00,pass_long,0,,,,,
player,201112110gnb,gnb,SainBr00,pass_rating,,,,,,
player,201112110gnb,gnb,SainBr00,rush_att,1,,,,,
player,201112110gnb,gnb,SainBr00,rush_yds,7,,,,,
player,201112110gnb,gnb,SainBr00,rush_td,0,,,,,
player,201112110gnb,gnb,SainBr00,rush_long,7,,,,,
player,201112110gnb,gnb,SainBr00,targets,2,,,,,
player,201112110gnb,gnb,SainBr00,rec,2,,,,,
player,201112110gnb,gnb,SainBr00,rec_yds,14,,,,,
player,201112110gnb,gnb,SainBr00,rec_td,0,,,,,
player,201112110gnb,gnb,SainBr00,rec_long,7,,,,,
player,201112110gnb,gnb,SainBr00,fumbles,0,,,,,
player,201112110gnb,gnb,SainBr00,fumbles_lost,,,,,,
player,201112110gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201112110gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201112110gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201112110gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201112110gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201112110gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201112110gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201112110gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201112110gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201112110gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201112110gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201112110gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201112110gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201112110gnb,gnb,NelsJo00,targets,7,,,,,
player,201112110gnb,gnb,NelsJo00,rec,3,,,,,
player,201112110gnb,gnb,NelsJo00,rec_yds,81,,,,,
player,201112110gnb,gnb,NelsJo00,rec_td,1,,,,,
player,201112110gnb,gnb,NelsJo00,rec_long,37,,,,,
player,201112110gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201112110gnb,gnb,NelsJo00,fumbles_lost,,,,,,
player,201112110gnb,gnb,DrivDo00,pass_cmp,0,,,,,
player,201112110gnb,gnb,DrivDo00,pass_att,0,,,,,
player,201112110gnb,gnb,DrivDo00,pass_yds,0,,,,,
player,201112110gnb,gnb,DrivDo00,pass_td,0,,,,,
player,201112110gnb,gnb,DrivDo00,pass_int,0,,,,,
player,201112110gnb,gnb,DrivDo00,pass_sacked,0,,,,,
player,201112110gnb,gnb,DrivDo00,pass_sacked_yds,0,,,,,
player,201112110gnb,gnb,DrivDo00,pass_long,0,,,,,
player,201112110gnb,gnb,DrivDo00,pass_rating,,,,,,
player,201112110gnb,gnb,DrivDo00,rush_att,0,,,,,
player,201112110gnb,gnb,DrivDo00,rush_yds,0,,,,,
player,201112110gnb,gnb,DrivDo00,rush_td,0,,,,,
player,201112110gnb,gnb,DrivDo00,rush_long,0,,,,,
player,201112110gnb,gnb,DrivDo00,targets,6,,,,,
player,201112110gnb,gnb,DrivDo00,rec,4,,,,,
player,201112110gnb,gnb,DrivDo00,rec_yds,75,,,,,
player,201112110gnb,gnb,DrivDo00,rec_td,0,,,,,
player,201112110gnb,gnb,DrivDo00,rec_long,28,,,,,
player,201112110gnb,gnb,DrivDo00,fumbles,0,,,,,
player,201112110gnb,gnb,DrivDo00,fumbles_lost,,,,,,
player,201112110gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201112110gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201112110gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201112110gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201112110gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201112110gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201112110gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201112110gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201112110gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201112110gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201112110gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201112110gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201112110gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201112110gnb,gnb,CobbRa00,targets,2,,,,,
player,201112110gnb,gnb,CobbRa00,rec,2,,,,,
player,201112110gnb,gnb,CobbRa00,rec_yds,45,,,,,
player,201112110gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201112110gnb,gnb,CobbRa00,rec_long,26,,,,,
player,201112110gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201112110gnb,gnb,CobbRa00,fumbles_lost,,,,,,
player,201112110gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201112110gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201112110gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201112110gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201112110gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201112110gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201112110gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201112110gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201112110gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201112110gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201112110gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201112110gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201112110gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201112110gnb,gnb,JoneJa04,targets,3,,,,,
player,201112110gnb,gnb,JoneJa04,rec,2,,,,,
player,201112110gnb,gnb,JoneJa04,rec_yds,29,,,,,
player,201112110gnb,gnb,JoneJa04,rec_td,0,,,,,
player,201112110gnb,gnb,JoneJa04,rec_long,21,,,,,
player,201112110gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201112110gnb,gnb,JoneJa04,fumbles_lost,,,,,,
player,201112110gnb,gnb,JennGr00,pass_cmp,0,,,,,
player,201112110gnb,gnb,JennGr00,pass_att,0,,,,,
player,201112110gnb,gnb,JennGr00,pass_yds,0,,,,,
player,201112110gnb,gnb,JennGr00,pass_td,0,,,,,
player,201112110gnb,gnb,JennGr00,pass_int,0,,,,,
player,201112110gnb,gnb,JennGr00,pass_sacked,0,,,,,
player,201112110gnb,gnb,JennGr00,pass_sacked_yds,0,,,,,
player,201112110gnb,gnb,JennGr00,pass_long,0,,,,,
player,201112110gnb,gnb,JennGr00,pass_rating,,,,,,
player,201112110gnb,gnb,JennGr00,rush_att,0,,,,,
player,201112110gnb,gnb,JennGr00,rush_yds,0,,,,,
player,201112110gnb,gnb,JennGr00,rush_td,0,,,,,
player,201112110gnb,gnb,JennGr00,rush_long,0,,,,,
player,201112110gnb,gnb,JennGr00,targets,5,,,,,
player,201112110gnb,gnb,JennGr00,rec,2,,,,,
player,201112110gnb,gnb,JennGr00,rec_yds,20,,,,,
player,201112110gnb,gnb,JennGr00,rec_td,0,,,,,
player,201112110gnb,gnb,JennGr00,rec_long,12,,,,,
player,201112110gnb,gnb,JennGr00,fumbles,0,,,,,
player,201112110gnb,gnb,JennGr00,fumbles_lost,,,,,,
player,201112110gnb,gnb,TaylRy00,pass_cmp,0,,,,,
player,201112110gnb,gnb,TaylRy00,pass_att,0,,,,,
player,201112110gnb,gnb,TaylRy00,pass_yds,0,,,,,
player,201112110gnb,gnb,TaylRy00,pass_td,0,,,,,
player,201112110gnb,gnb,TaylRy00,pass_int,0,,,,,
player,201112110gnb,gnb,TaylRy00,pass_sacked,0,,,,,
player,201112110gnb,gnb,TaylRy00,pass_sacked_yds,0,,,,,
player,201112110gnb,gnb,TaylRy00,pass_long,0,,,,,
player,201112110gnb,gnb,TaylRy00,pass_rating,,,,,,
player,201112110gnb,gnb,TaylRy00,rush_att,0,,,,,
player,201112110gnb,gnb,TaylRy00,rush_yds,0,,,,,
player,201112110gnb,gnb,TaylRy00,rush_td,0,,,,,
player,201112110gnb,gnb,TaylRy00,rush_long,0,,,,,
