game,2011,15,20111218,201112180min,nor,"New Orleans Saints",42,min,"Minnesota Vikings",20
team,201112180min,nor,First Downs,36,,,,,,
team,201112180min,min,First Downs,12,,,,,,
team,201112180min,nor,Rush-Yds-TDs,38-161-1,,,,,,
team,201112180min,min,Rush-Yds-TDs,18-105-0,,,,,,
team,201112180min,nor,Cmp-Att-Yd-TD-INT,32-41-412-5-0,,,,,,
team,201112180min,min,Cmp-Att-Yd-TD-INT,14-32-120-2-1,,,,,,
team,201112180min,nor,Sacked-Yards,0-0,,,,,,
team,201112180min,min,Sacked-Yards,4-18,,,,,,
team,201112180min,nor,Net Pass Yards,412,,,,,,
team,201112180min,min,Net Pass Yards,102,,,,,,
team,201112180min,nor,Total Yards,573,,,,,,
team,201112180min,min,Total Yards,207,,,,,,
team,201112180min,nor,Fumbles-Lost,2-2,,,,,,
team,201112180min,min,Fumbles-Lost,0-0,,,,,,
team,201112180min,nor,Turnovers,2,,,,,,
team,201112180min,min,Turnovers,1,,,,,,
team,201112180min,nor,Penalties-Yards,6-65,,,,,,
team,201112180min,min,Penalties-Yards,8-84,,,,,,
team,201112180min,nor,Third Down Conv.,8-11,,,,,,
team,201112180min,min,Third Down Conv.,4-14,,,,,,
team,201112180min,nor,Fourth Down Conv.,0-1,,,,,,
team,201112180min,min,Fourth Down Conv.,0-1,,,,,,
team,201112180min,nor,Time of Possession,38:49,,,,,,
team,201112180min,min,Time of Possession,21:11,,,,,,
player,201112180min,nor,BreeDr00,pass_cmp,32,,,,,
player,201112180min,nor,BreeDr00,pass_att,40,,,,,
player,201112180min,nor,BreeDr00,pass_yds,412,,,,,
player,201112180min,nor,BreeDr00,pass_td,5,,,,,
player,201112180min,nor,BreeDr00,pass_int,0,,,,,
player,201112180min,nor,BreeDr00,pass_sacked,0,,,,,
player,201112180min,nor,BreeDr00,pass_sacked_yds,0,,,,,
player,201112180min,nor,BreeDr00,pass_long,47,,,,,
player,201112180min,nor,BreeDr00,pass_rating,149.2,,,,,
player,201112180min,nor,BreeDr00,rush_att,2,,,,,
player,201112180min,nor,BreeDr00,rush_yds,4,,,,,
player,201112180min,nor,BreeDr00,rush_td,0,,,,,
player,201112180min,nor,BreeDr00,rush_long,4,,,,,
player,201112180min,nor,BreeDr00,targets,0,,,,,
player,201112180min,nor,BreeDr00,rec,0,,,,,
player,201112180min,nor,BreeDr00,rec_yds,0,,,,,
player,201112180min,nor,BreeDr00,rec_td,0,,,,,
player,201112180min,nor,BreeDr00,rec_long,0,,,,,
player,201112180min,nor,BreeDr00,fumbles,1,,,,,
player,201112180min,nor,BreeDr00,fumbles_lost,1,,,,,
player,201112180min,nor,DaniCh00,pass_cmp,0,,,,,
player,201112180min,nor,DaniCh00,pass_att,1,,,,,
player,201112180min,nor,DaniCh00,pass_yds,0,,,,,
player,201112180min,nor,DaniCh00,pass_td,0,,,,,
player,201112180min,nor,DaniCh00,pass_int,0,,,,,
player,201112180min,nor,DaniCh00,pass_sacked,0,,,,,
player,201112180min,nor,DaniCh00,pass_sacked_yds,0,,,,,
player,201112180min,nor,DaniCh00,pass_long,0,,,,,
player,201112180min,nor,DaniCh00,pass_rating,39.6,,,,,
player,201112180min,nor,DaniCh00,rush_att,0,,,,,
player,201112180min,nor,DaniCh00,rush_yds,0,,,,,
player,201112180min,nor,DaniCh00,rush_td,0,,,,,
player,201112180min,nor,DaniCh00,rush_long,0,,,,,
player,201112180min,nor,DaniCh00,targets,0,,,,,
player,201112180min,nor,DaniCh00,rec,0,,,,,
player,201112180min,nor,DaniCh00,rec_yds,0,,,,,
player,201112180min,nor,DaniCh00,rec_td,0,,,,,
player,201112180min,nor,DaniCh00,rec_long,0,,,,,
player,201112180min,nor,DaniCh00,fumbles,0,,,,,
player,201112180min,nor,DaniCh00,fumbles_lost,,,,,,
player,201112180min,nor,IvorCh00,pass_cmp,0,,,,,
player,201112180min,nor,IvorCh00,pass_att,0,,,,,
player,201112180min,nor,IvorCh00,pass_yds,0,,,,,
player,201112180min,nor,IvorCh00,pass_td,0,,,,,
player,201112180min,nor,IvorCh00,pass_int,0,,,,,
player,201112180min,nor,IvorCh00,pass_sacked,0,,,,,
player,201112180min,nor,IvorCh00,pass_sacked_yds,0,,,,,
player,201112180min,nor,IvorCh00,pass_long,0,,,,,
player,201112180min,nor,IvorCh00,pass_rating,,,,,,
player,201112180min,nor,IvorCh00,rush_att,18,,,,,
player,201112180min,nor,IvorCh00,rush_yds,74,,,,,
player,201112180min,nor,IvorCh00,rush_td,0,,,,,
player,201112180min,nor,IvorCh00,rush_long,12,,,,,
player,201112180min,nor,IvorCh00,targets,0,,,,,
player,201112180min,nor,IvorCh00,rec,0,,,,,
player,201112180min,nor,IvorCh00,rec_yds,0,,,,,
player,201112180min,nor,IvorCh00,rec_td,0,,,,,
player,201112180min,nor,IvorCh00,rec_long,0,,,,,
player,201112180min,nor,IvorCh00,fumbles,0,,,,,
player,201112180min,nor,IvorCh00,fumbles_lost,,,,,,
player,201112180min,nor,ThomPi00,pass_cmp,0,,,,,
player,201112180min,nor,ThomPi00,pass_att,0,,,,,
player,201112180min,nor,ThomPi00,pass_yds,0,,,,,
player,201112180min,nor,ThomPi00,pass_td,0,,,,,
player,201112180min,nor,ThomPi00,pass_int,0,,,,,
player,201112180min,nor,ThomPi00,pass_sacked,0,,,,,
player,201112180min,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201112180min,nor,ThomPi00,pass_long,0,,,,,
player,201112180min,nor,ThomPi00,pass_rating,,,,,,
player,201112180min,nor,ThomPi00,rush_att,8,,,,,
player,201112180min,nor,ThomPi00,rush_yds,44,,,,,
player,201112180min,nor,ThomPi00,rush_td,1,,,,,
player,201112180min,nor,ThomPi00,rush_long,10,,,,,
player,201112180min,nor,ThomPi00,targets,2,,,,,
player,201112180min,nor,ThomPi00,rec,2,,,,,
player,201112180min,nor,ThomPi00,rec_yds,41,,,,,
player,201112180min,nor,ThomPi00,rec_td,0,,,,,
player,201112180min,nor,ThomPi00,rec_long,25,,,,,
player,201112180min,nor,ThomPi00,fumbles,0,,,,,
player,201112180min,nor,ThomPi00,fumbles_lost,,,,,,
player,201112180min,nor,SproDa00,pass_cmp,0,,,,,
player,201112180min,nor,SproDa00,pass_att,0,,,,,
player,201112180min,nor,SproDa00,pass_yds,0,,,,,
player,201112180min,nor,SproDa00,pass_td,0,,,,,
player,201112180min,nor,SproDa00,pass_int,0,,,,,
player,201112180min,nor,SproDa00,pass_sacked,0,,,,,
player,201112180min,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201112180min,nor,SproDa00,pass_long,0,,,,,
player,201112180min,nor,SproDa00,pass_rating,,,,,,
player,201112180min,nor,SproDa00,rush_att,8,,,,,
player,201112180min,nor,SproDa00,rush_yds,33,,,,,
player,201112180min,nor,SproDa00,rush_td,0,,,,,
player,201112180min,nor,SproDa00,rush_long,14,,,,,
player,201112180min,nor,SproDa00,targets,6,,,,,
player,201112180min,nor,SproDa00,rec,5,,,,,
player,201112180min,nor,SproDa00,rec_yds,79,,,,,
player,201112180min,nor,SproDa00,rec_td,1,,,,,
player,201112180min,nor,SproDa00,rec_long,39,,,,,
player,201112180min,nor,SproDa00,fumbles,0,,,,,
player,201112180min,nor,SproDa00,fumbles_lost,,,,,,
player,201112180min,nor,MeacRo00,pass_cmp,0,,,,,
player,201112180min,nor,MeacRo00,pass_att,0,,,,,
player,201112180min,nor,MeacRo00,pass_yds,0,,,,,
player,201112180min,nor,MeacRo00,pass_td,0,,,,,
player,201112180min,nor,MeacRo00,pass_int,0,,,,,
player,201112180min,nor,MeacRo00,pass_sacked,0,,,,,
player,201112180min,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201112180min,nor,MeacRo00,pass_long,0,,,,,
player,201112180min,nor,MeacRo00,pass_rating,,,,,,
player,201112180min,nor,MeacRo00,rush_att,1,,,,,
player,201112180min,nor,MeacRo00,rush_yds,4,,,,,
player,201112180min,nor,MeacRo00,rush_td,0,,,,,
player,201112180min,nor,MeacRo00,rush_long,4,,,,,
player,201112180min,nor,MeacRo00,targets,4,,,,,
player,201112180min,nor,MeacRo00,rec,2,,,,,
player,201112180min,nor,MeacRo00,rec_yds,22,,,,,
player,201112180min,nor,MeacRo00,rec_td,0,,,,,
player,201112180min,nor,MeacRo00,rec_long,13,,,,,
player,201112180min,nor,MeacRo00,fumbles,0,,,,,
player,201112180min,nor,MeacRo00,fumbles_lost,,,,,,
player,201112180min,nor,CollJe01,pass_cmp,0,,,,,
player,201112180min,nor,CollJe01,pass_att,0,,,,,
player,201112180min,nor,CollJe01,pass_yds,0,,,,,
player,201112180min,nor,CollJe01,pass_td,0,,,,,
player,201112180min,nor,CollJe01,pass_int,0,,,,,
player,201112180min,nor,CollJe01,pass_sacked,0,,,,,
player,201112180min,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201112180min,nor,CollJe01,pass_long,0,,,,,
player,201112180min,nor,CollJe01,pass_rating,,,,,,
player,201112180min,nor,CollJe01,rush_att,1,,,,,
player,201112180min,nor,CollJe01,rush_yds,2,,,,,
player,201112180min,nor,CollJe01,rush_td,0,,,,,
player,201112180min,nor,CollJe01,rush_long,2,,,,,
player,201112180min,nor,CollJe01,targets,1,,,,,
player,201112180min,nor,CollJe01,rec,1,,,,,
player,201112180min,nor,CollJe01,rec_yds,12,,,,,
player,201112180min,nor,CollJe01,rec_td,0,,,,,
player,201112180min,nor,CollJe01,rec_long,12,,,,,
player,201112180min,nor,CollJe01,fumbles,0,,,,,
player,201112180min,nor,CollJe01,fumbles_lost,,,,,,
player,201112180min,nor,MoorLa00,pass_cmp,0,,,,,
player,201112180min,nor,MoorLa00,pass_att,0,,,,,
player,201112180min,nor,MoorLa00,pass_yds,0,,,,,
player,201112180min,nor,MoorLa00,pass_td,0,,,,,
player,201112180min,nor,MoorLa00,pass_int,0,,,,,
player,201112180min,nor,MoorLa00,pass_sacked,0,,,,,
player,201112180min,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201112180min,nor,MoorLa00,pass_long,0,,,,,
player,201112180min,nor,MoorLa00,pass_rating,,,,,,
player,201112180min,nor,MoorLa00,rush_att,0,,,,,
player,201112180min,nor,MoorLa00,rush_yds,0,,,,,
player,201112180min,nor,MoorLa00,rush_td,0,,,,,
player,201112180min,nor,MoorLa00,rush_long,0,,,,,
player,201112180min,nor,MoorLa00,targets,6,,,,,
player,201112180min,nor,MoorLa00,rec,5,,,,,
player,201112180min,nor,MoorLa00,rec_yds,91,,,,,
player,201112180min,nor,MoorLa00,rec_td,2,,,,,
player,201112180min,nor,MoorLa00,rec_long,47,,,,,
player,201112180min,nor,MoorLa00,fumbles,0,,,,,
player,201112180min,nor,MoorLa00,fumbles_lost,,,,,,
player,201112180min,nor,ColsMa00,pass_cmp,0,,,,,
player,201112180min,nor,ColsMa00,pass_att,0,,,,,
