game,2011,9,20111106,201111060buf,nyj,"New York Jets",27,buf,"Buffalo Bills",11
player,201111060buf,nyj,StriDo20,def_int_yds,0,,,,,
player,201111060buf,nyj,StriDo20,def_int_td,0,,,,,
player,201111060buf,nyj,StriDo20,def_int_long,0,,,,,
player,201111060buf,nyj,StriDo20,pass_defended,0,,,,,
player,201111060buf,nyj,StriDo20,sacks,0.0,,,,,
player,201111060buf,nyj,StriDo20,tackles_combined,5,,,,,
player,201111060buf,nyj,StriDo20,tackles_solo,3,,,,,
player,201111060buf,nyj,StriDo20,tackles_assists,2,,,,,
player,201111060buf,nyj,StriDo20,tackles_loss,0,,,,,
player,201111060buf,nyj,StriDo20,qb_hits,0,,,,,
player,201111060buf,nyj,StriDo20,fumbles_rec,0,,,,,
player,201111060buf,nyj,StriDo20,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,StriDo20,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,StriDo20,fumbles_forced,0,,,,,
player,201111060buf,nyj,WilsKy99,def_int,0,,,,,
player,201111060buf,nyj,WilsKy99,def_int_yds,0,,,,,
player,201111060buf,nyj,WilsKy99,def_int_td,0,,,,,
player,201111060buf,nyj,WilsKy99,def_int_long,0,,,,,
player,201111060buf,nyj,WilsKy99,pass_defended,0,,,,,
player,201111060buf,nyj,WilsKy99,sacks,0.0,,,,,
player,201111060buf,nyj,WilsKy99,tackles_combined,5,,,,,
player,201111060buf,nyj,WilsKy99,tackles_solo,4,,,,,
player,201111060buf,nyj,WilsKy99,tackles_assists,1,,,,,
player,201111060buf,nyj,WilsKy99,tackles_loss,0,,,,,
player,201111060buf,nyj,WilsKy99,qb_hits,0,,,,,
player,201111060buf,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201111060buf,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201111060buf,nyj,SmitEr22,def_int,0,,,,,
player,201111060buf,nyj,SmitEr22,def_int_yds,0,,,,,
player,201111060buf,nyj,SmitEr22,def_int_td,0,,,,,
player,201111060buf,nyj,SmitEr22,def_int_long,0,,,,,
player,201111060buf,nyj,SmitEr22,pass_defended,0,,,,,
player,201111060buf,nyj,SmitEr22,sacks,0.0,,,,,
player,201111060buf,nyj,SmitEr22,tackles_combined,4,,,,,
player,201111060buf,nyj,SmitEr22,tackles_solo,4,,,,,
player,201111060buf,nyj,SmitEr22,tackles_assists,0,,,,,
player,201111060buf,nyj,SmitEr22,tackles_loss,0,,,,,
player,201111060buf,nyj,SmitEr22,qb_hits,0,,,,,
player,201111060buf,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201111060buf,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201111060buf,nyj,LeonJi23,def_int,0,,,,,
player,201111060buf,nyj,LeonJi23,def_int_yds,0,,,,,
player,201111060buf,nyj,LeonJi23,def_int_td,0,,,,,
player,201111060buf,nyj,LeonJi23,def_int_long,0,,,,,
player,201111060buf,nyj,LeonJi23,pass_defended,1,,,,,
player,201111060buf,nyj,LeonJi23,sacks,0.0,,,,,
player,201111060buf,nyj,LeonJi23,tackles_combined,3,,,,,
player,201111060buf,nyj,LeonJi23,tackles_solo,2,,,,,
player,201111060buf,nyj,LeonJi23,tackles_assists,1,,,,,
player,201111060buf,nyj,LeonJi23,tackles_loss,0,,,,,
player,201111060buf,nyj,LeonJi23,qb_hits,2,,,,,
player,201111060buf,nyj,LeonJi23,fumbles_rec,1,,,,,
player,201111060buf,nyj,LeonJi23,fumbles_rec_yds,3,,,,,
player,201111060buf,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201111060buf,nyj,PoolBr20,def_int,0,,,,,
player,201111060buf,nyj,PoolBr20,def_int_yds,0,,,,,
player,201111060buf,nyj,PoolBr20,def_int_td,0,,,,,
player,201111060buf,nyj,PoolBr20,def_int_long,0,,,,,
player,201111060buf,nyj,PoolBr20,pass_defended,0,,,,,
player,201111060buf,nyj,PoolBr20,sacks,0.0,,,,,
player,201111060buf,nyj,PoolBr20,tackles_combined,3,,,,,
player,201111060buf,nyj,PoolBr20,tackles_solo,2,,,,,
player,201111060buf,nyj,PoolBr20,tackles_assists,1,,,,,
player,201111060buf,nyj,PoolBr20,tackles_loss,0,,,,,
player,201111060buf,nyj,PoolBr20,qb_hits,0,,,,,
player,201111060buf,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201111060buf,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201111060buf,nyj,ScotBa20,def_int,0,,,,,
player,201111060buf,nyj,ScotBa20,def_int_yds,0,,,,,
player,201111060buf,nyj,ScotBa20,def_int_td,0,,,,,
player,201111060buf,nyj,ScotBa20,def_int_long,0,,,,,
player,201111060buf,nyj,ScotBa20,pass_defended,0,,,,,
player,201111060buf,nyj,ScotBa20,sacks,0.0,,,,,
player,201111060buf,nyj,ScotBa20,tackles_combined,3,,,,,
player,201111060buf,nyj,ScotBa20,tackles_solo,2,,,,,
player,201111060buf,nyj,ScotBa20,tackles_assists,1,,,,,
player,201111060buf,nyj,ScotBa20,tackles_loss,0,,,,,
player,201111060buf,nyj,ScotBa20,qb_hits,0,,,,,
player,201111060buf,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201111060buf,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201111060buf,nyj,WilkMu00,def_int,0,,,,,
player,201111060buf,nyj,WilkMu00,def_int_yds,0,,,,,
player,201111060buf,nyj,WilkMu00,def_int_td,0,,,,,
player,201111060buf,nyj,WilkMu00,def_int_long,0,,,,,
player,201111060buf,nyj,WilkMu00,pass_defended,0,,,,,
player,201111060buf,nyj,WilkMu00,sacks,0.0,,,,,
player,201111060buf,nyj,WilkMu00,tackles_combined,3,,,,,
player,201111060buf,nyj,WilkMu00,tackles_solo,2,,,,,
player,201111060buf,nyj,WilkMu00,tackles_assists,1,,,,,
player,201111060buf,nyj,WilkMu00,tackles_loss,1,,,,,
player,201111060buf,nyj,WilkMu00,qb_hits,0,,,,,
player,201111060buf,nyj,WilkMu00,fumbles_rec,0,,,,,
player,201111060buf,nyj,WilkMu00,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,WilkMu00,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,WilkMu00,fumbles_forced,0,,,,,
player,201111060buf,nyj,TurnPa00,def_int,0,,,,,
player,201111060buf,nyj,TurnPa00,def_int_yds,0,,,,,
player,201111060buf,nyj,TurnPa00,def_int_td,0,,,,,
player,201111060buf,nyj,TurnPa00,def_int_long,0,,,,,
player,201111060buf,nyj,TurnPa00,pass_defended,0,,,,,
player,201111060buf,nyj,TurnPa00,sacks,0.0,,,,,
player,201111060buf,nyj,TurnPa00,tackles_combined,2,,,,,
player,201111060buf,nyj,TurnPa00,tackles_solo,0,,,,,
player,201111060buf,nyj,TurnPa00,tackles_assists,2,,,,,
player,201111060buf,nyj,TurnPa00,tackles_loss,0,,,,,
player,201111060buf,nyj,TurnPa00,qb_hits,0,,,,,
player,201111060buf,nyj,TurnPa00,fumbles_rec,0,,,,,
player,201111060buf,nyj,TurnPa00,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,TurnPa00,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,TurnPa00,fumbles_forced,0,,,,,
player,201111060buf,nyj,ColeMa01,def_int,0,,,,,
player,201111060buf,nyj,ColeMa01,def_int_yds,0,,,,,
player,201111060buf,nyj,ColeMa01,def_int_td,0,,,,,
player,201111060buf,nyj,ColeMa01,def_int_long,0,,,,,
player,201111060buf,nyj,ColeMa01,pass_defended,0,,,,,
player,201111060buf,nyj,ColeMa01,sacks,0.0,,,,,
player,201111060buf,nyj,ColeMa01,tackles_combined,1,,,,,
player,201111060buf,nyj,ColeMa01,tackles_solo,0,,,,,
player,201111060buf,nyj,ColeMa01,tackles_assists,1,,,,,
player,201111060buf,nyj,ColeMa01,tackles_loss,0,,,,,
player,201111060buf,nyj,ColeMa01,qb_hits,0,,,,,
player,201111060buf,nyj,ColeMa01,fumbles_rec,0,,,,,
player,201111060buf,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201111060buf,nyj,CromAn20,def_int,0,,,,,
player,201111060buf,nyj,CromAn20,def_int_yds,0,,,,,
player,201111060buf,nyj,CromAn20,def_int_td,0,,,,,
player,201111060buf,nyj,CromAn20,def_int_long,0,,,,,
player,201111060buf,nyj,CromAn20,pass_defended,2,,,,,
player,201111060buf,nyj,CromAn20,sacks,0.0,,,,,
player,201111060buf,nyj,CromAn20,tackles_combined,1,,,,,
player,201111060buf,nyj,CromAn20,tackles_solo,1,,,,,
player,201111060buf,nyj,CromAn20,tackles_assists,0,,,,,
player,201111060buf,nyj,CromAn20,tackles_loss,0,,,,,
player,201111060buf,nyj,CromAn20,qb_hits,0,,,,,
player,201111060buf,nyj,CromAn20,fumbles_rec,0,,,,,
player,201111060buf,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,CromAn20,fumbles_forced,1,,,,,
player,201111060buf,nyj,DixoMa00,def_int,0,,,,,
player,201111060buf,nyj,DixoMa00,def_int_yds,0,,,,,
player,201111060buf,nyj,DixoMa00,def_int_td,0,,,,,
player,201111060buf,nyj,DixoMa00,def_int_long,0,,,,,
player,201111060buf,nyj,DixoMa00,pass_defended,0,,,,,
player,201111060buf,nyj,DixoMa00,sacks,0.0,,,,,
player,201111060buf,nyj,DixoMa00,tackles_combined,1,,,,,
player,201111060buf,nyj,DixoMa00,tackles_solo,0,,,,,
player,201111060buf,nyj,DixoMa00,tackles_assists,1,,,,,
player,201111060buf,nyj,DixoMa00,tackles_loss,0,,,,,
player,201111060buf,nyj,DixoMa00,qb_hits,0,,,,,
player,201111060buf,nyj,DixoMa00,fumbles_rec,0,,,,,
player,201111060buf,nyj,DixoMa00,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,DixoMa00,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,DixoMa00,fumbles_forced,0,,,,,
player,201111060buf,nyj,LankEl99,def_int,0,,,,,
player,201111060buf,nyj,LankEl99,def_int_yds,0,,,,,
player,201111060buf,nyj,LankEl99,def_int_td,0,,,,,
player,201111060buf,nyj,LankEl99,def_int_long,0,,,,,
player,201111060buf,nyj,LankEl99,pass_defended,0,,,,,
player,201111060buf,nyj,LankEl99,sacks,0.0,,,,,
player,201111060buf,nyj,LankEl99,tackles_combined,1,,,,,
player,201111060buf,nyj,LankEl99,tackles_solo,1,,,,,
player,201111060buf,nyj,LankEl99,tackles_assists,0,,,,,
player,201111060buf,nyj,LankEl99,tackles_loss,0,,,,,
player,201111060buf,nyj,LankEl99,qb_hits,0,,,,,
player,201111060buf,nyj,LankEl99,fumbles_rec,0,,,,,
player,201111060buf,nyj,LankEl99,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,LankEl99,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,LankEl99,fumbles_forced,0,,,,,
player,201111060buf,nyj,PitoRo00,def_int,0,,,,,
player,201111060buf,nyj,PitoRo00,def_int_yds,0,,,,,
player,201111060buf,nyj,PitoRo00,def_int_td,0,,,,,
player,201111060buf,nyj,PitoRo00,def_int_long,0,,,,,
player,201111060buf,nyj,PitoRo00,pass_defended,0,,,,,
player,201111060buf,nyj,PitoRo00,sacks,0.0,,,,,
player,201111060buf,nyj,PitoRo00,tackles_combined,1,,,,,
player,201111060buf,nyj,PitoRo00,tackles_solo,0,,,,,
player,201111060buf,nyj,PitoRo00,tackles_assists,1,,,,,
player,201111060buf,nyj,PitoRo00,tackles_loss,0,,,,,
player,201111060buf,nyj,PitoRo00,qb_hits,0,,,,,
player,201111060buf,nyj,PitoRo00,fumbles_rec,0,,,,,
player,201111060buf,nyj,PitoRo00,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,PitoRo00,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,PitoRo00,fumbles_forced,0,,,,,
player,201111060buf,nyj,WestJa99,def_int,0,,,,,
player,201111060buf,nyj,WestJa99,def_int_yds,0,,,,,
player,201111060buf,nyj,WestJa99,def_int_td,0,,,,,
player,201111060buf,nyj,WestJa99,def_int_long,0,,,,,
player,201111060buf,nyj,WestJa99,pass_defended,0,,,,,
player,201111060buf,nyj,WestJa99,sacks,0.0,,,,,
player,201111060buf,nyj,WestJa99,tackles_combined,1,,,,,
player,201111060buf,nyj,WestJa99,tackles_solo,1,,,,,
player,201111060buf,nyj,WestJa99,tackles_assists,0,,,,,
player,201111060buf,nyj,WestJa99,tackles_loss,0,,,,,
player,201111060buf,nyj,WestJa99,qb_hits,0,,,,,
player,201111060buf,nyj,WestJa99,fumbles_rec,0,,,,,
player,201111060buf,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,WestJa99,fumbles_forced,0,,,,,
player,201111060buf,nyj,KerlJe00,def_int,0,,,,,
player,201111060buf,nyj,KerlJe00,def_int_yds,0,,,,,
player,201111060buf,nyj,KerlJe00,def_int_td,0,,,,,
player,201111060buf,nyj,KerlJe00,def_int_long,0,,,,,
player,201111060buf,nyj,KerlJe00,pass_defended,0,,,,,
player,201111060buf,nyj,KerlJe00,sacks,0.0,,,,,
player,201111060buf,nyj,KerlJe00,tackles_combined,0,,,,,
player,201111060buf,nyj,KerlJe00,tackles_solo,0,,,,,
player,201111060buf,nyj,KerlJe00,tackles_assists,0,,,,,
player,201111060buf,nyj,KerlJe00,tackles_loss,,,,,,
player,201111060buf,nyj,KerlJe00,qb_hits,,,,,,
player,201111060buf,nyj,KerlJe00,fumbles_rec,1,,,,,
player,201111060buf,nyj,KerlJe00,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,KerlJe00,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,KerlJe00,fumbles_forced,0,,,,,
player,201111060buf,nyj,MaybAa99,def_int,0,,,,,
player,201111060buf,nyj,MaybAa99,def_int_yds,0,,,,,
player,201111060buf,nyj,MaybAa99,def_int_td,0,,,,,
player,201111060buf,nyj,MaybAa99,def_int_long,0,,,,,
player,201111060buf,nyj,MaybAa99,pass_defended,0,,,,,
player,201111060buf,nyj,MaybAa99,sacks,0.0,,,,,
player,201111060buf,nyj,MaybAa99,tackles_combined,0,,,,,
player,201111060buf,nyj,MaybAa99,tackles_solo,0,,,,,
player,201111060buf,nyj,MaybAa99,tackles_assists,0,,,,,
player,201111060buf,nyj,MaybAa99,tackles_loss,0,,,,,
player,201111060buf,nyj,MaybAa99,qb_hits,1,,,,,
player,201111060buf,nyj,MaybAa99,fumbles_rec,0,,,,,
player,201111060buf,nyj,MaybAa99,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,MaybAa99,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,MaybAa99,fumbles_forced,0,,,,,
player,201111060buf,buf,ByrdJa99,def_int,1,,,,,
player,201111060buf,buf,ByrdJa99,def_int_yds,29,,,,,
player,201111060buf,buf,ByrdJa99,def_int_td,0,,,,,
player,201111060buf,buf,ByrdJa99,def_int_long,29,,,,,
player,201111060buf,buf,ByrdJa99,pass_defended,1,,,,,
player,201111060buf,buf,ByrdJa99,sacks,0.0,,,,,
player,201111060buf,buf,ByrdJa99,tackles_combined,6,,,,,
player,201111060buf,buf,ByrdJa99,tackles_solo,3,,,,,
player,201111060buf,buf,ByrdJa99,tackles_assists,3,,,,,
player,201111060buf,buf,ByrdJa99,tackles_loss,0,,,,,
player,201111060buf,buf,ByrdJa99,qb_hits,0,,,,,
player,201111060buf,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201111060buf,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201111060buf,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201111060buf,buf,CarrAl99,def_int,0,,,,,
player,201111060buf,buf,CarrAl99,def_int_yds,0,,,,,
player,201111060buf,buf,CarrAl99,def_int_td,0,,,,,
player,201111060buf,buf,CarrAl99,def_int_long,0,,,,,
player,201111060buf,buf,CarrAl99,pass_defended,1,,,,,
player,201111060buf,buf,CarrAl99,sacks,1.0,,,,,
player,201111060buf,buf,CarrAl99,tackles_combined,3,,,,,
player,201111060buf,buf,CarrAl99,tackles_solo,2,,,,,
player,201111060buf,buf,CarrAl99,tackles_assists,1,,,,,
player,201111060buf,buf,CarrAl99,tackles_loss,2,,,,,
player,201111060buf,buf,CarrAl99,qb_hits,1,,,,,
player,201111060buf,buf,CarrAl99,fumbles_rec,0,,,,,
player,201111060buf,buf,CarrAl99,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,CarrAl99,fumbles_rec_td,0,,,,,
player,201111060buf,buf,CarrAl99,fumbles_forced,0,,,,,
player,201111060buf,buf,BarnNi20,def_int,0,,,,,
player,201111060buf,buf,BarnNi20,def_int_yds,0,,,,,
player,201111060buf,buf,BarnNi20,def_int_td,0,,,,,
player,201111060buf,buf,BarnNi20,def_int_long,0,,,,,
player,201111060buf,buf,BarnNi20,pass_defended,0,,,,,
player,201111060buf,buf,BarnNi20,sacks,0.0,,,,,
player,201111060buf,buf,BarnNi20,tackles_combined,9,,,,,
player,201111060buf,buf,BarnNi20,tackles_solo,7,,,,,
player,201111060buf,buf,BarnNi20,tackles_assists,2,,,,,
player,201111060buf,buf,BarnNi20,tackles_loss,1,,,,,
player,201111060buf,buf,BarnNi20,qb_hits,0,,,,,
player,201111060buf,buf,BarnNi20,fumbles_rec,0,,,,,
player,201111060buf,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201111060buf,buf,BarnNi20,fumbles_forced,0,,,,,
player,201111060buf,buf,McGeTe99,def_int,0,,,,,
player,201111060buf,buf,McGeTe99,def_int_yds,0,,,,,
player,201111060buf,buf,McGeTe99,def_int_td,0,,,,,
player,201111060buf,buf,McGeTe99,def_int_long,0,,,,,
player,201111060buf,buf,McGeTe99,pass_defended,0,,,,,
player,201111060buf,buf,McGeTe99,sacks,0.0,,,,,
player,201111060buf,buf,McGeTe99,tackles_combined,8,,,,,
player,201111060buf,buf,McGeTe99,tackles_solo,7,,,,,
player,201111060buf,buf,McGeTe99,tackles_assists,1,,,,,
player,201111060buf,buf,McGeTe99,tackles_loss,0,,,,,
player,201111060buf,buf,McGeTe99,qb_hits,0,,,,,
player,201111060buf,buf,McGeTe99,fumbles_rec,0,,,,,
player,201111060buf,buf,McGeTe99,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,McGeTe99,fumbles_rec_td,0,,,,,
player,201111060buf,buf,McGeTe99,fumbles_forced,0,,,,,
player,201111060buf,buf,ShepKe00,def_int,0,,,,,
player,201111060buf,buf,ShepKe00,def_int_yds,0,,,,,
player,201111060buf,buf,ShepKe00,def_int_td,0,,,,,
player,201111060buf,buf,ShepKe00,def_int_long,0,,,,,
player,201111060buf,buf,ShepKe00,pass_defended,0,,,,,
player,201111060buf,buf,ShepKe00,sacks,0.0,,,,,
player,201111060buf,buf,ShepKe00,tackles_combined,7,,,,,
player,201111060buf,buf,ShepKe00,tackles_solo,3,,,,,
player,201111060buf,buf,ShepKe00,tackles_assists,4,,,,,
player,201111060buf,buf,ShepKe00,tackles_loss,0,,,,,
player,201111060buf,buf,ShepKe00,qb_hits,0,,,,,
player,201111060buf,buf,ShepKe00,fumbles_rec,0,,,,,
player,201111060buf,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201111060buf,buf,ShepKe00,fumbles_forced,0,,,,,
player,201111060buf,buf,FlorDr20,def_int,0,,,,,
player,201111060buf,buf,FlorDr20,def_int_yds,0,,,,,
player,201111060buf,buf,FlorDr20,def_int_td,0,,,,,
player,201111060buf,buf,FlorDr20,def_int_long,0,,,,,
player,201111060buf,buf,FlorDr20,pass_defended,0,,,,,
player,201111060buf,buf,FlorDr20,sacks,0.0,,,,,
player,201111060buf,buf,FlorDr20,tackles_combined,6,,,,,
player,201111060buf,buf,FlorDr20,tackles_solo,4,,,,,
player,201111060buf,buf,FlorDr20,tackles_assists,2,,,,,
player,201111060buf,buf,FlorDr20,tackles_loss,0,,,,,
player,201111060buf,buf,FlorDr20,qb_hits,0,,,,,
player,201111060buf,buf,FlorDr20,fumbles_rec,0,,,,,
player,201111060buf,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201111060buf,buf,FlorDr20,fumbles_forced,0,,,,,
player,201111060buf,buf,BattDa99,def_int,0,,,,,
player,201111060buf,buf,BattDa99,def_int_yds,0,,,,,
player,201111060buf,buf,BattDa99,def_int_td,0,,,,,
player,201111060buf,buf,BattDa99,def_int_long,0,,,,,
player,201111060buf,buf,BattDa99,pass_defended,0,,,,,
player,201111060buf,buf,BattDa99,sacks,0.0,,,,,
player,201111060buf,buf,BattDa99,tackles_combined,5,,,,,
player,201111060buf,buf,BattDa99,tackles_solo,4,,,,,
player,201111060buf,buf,BattDa99,tackles_assists,1,,,,,
player,201111060buf,buf,BattDa99,tackles_loss,0,,,,,
player,201111060buf,buf,BattDa99,qb_hits,0,,,,,
player,201111060buf,buf,BattDa99,fumbles_rec,0,,,,,
player,201111060buf,buf,BattDa99,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,BattDa99,fumbles_rec_td,0,,,,,
player,201111060buf,buf,BattDa99,fumbles_forced,0,,,,,
player,201111060buf,buf,DareMa00,def_int,0,,,,,
player,201111060buf,buf,DareMa00,def_int_yds,0,,,,,
player,201111060buf,buf,DareMa00,def_int_td,0,,,,,
player,201111060buf,buf,DareMa00,def_int_long,0,,,,,
player,201111060buf,buf,DareMa00,pass_defended,1,,,,,
player,201111060buf,buf,DareMa00,sacks,0.0,,,,,
player,201111060buf,buf,DareMa00,tackles_combined,5,,,,,
player,201111060buf,buf,DareMa00,tackles_solo,4,,,,,
player,201111060buf,buf,DareMa00,tackles_assists,1,,,,,
player,201111060buf,buf,DareMa00,tackles_loss,0,,,,,
player,201111060buf,buf,DareMa00,qb_hits,0,,,,,
player,201111060buf,buf,DareMa00,fumbles_rec,1,,,,,
player,201111060buf,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201111060buf,buf,DareMa00,fumbles_forced,0,,,,,
player,201111060buf,buf,EdwaDw20,def_int,0,,,,,
player,201111060buf,buf,EdwaDw20,def_int_yds,0,,,,,
player,201111060buf,buf,EdwaDw20,def_int_td,0,,,,,
player,201111060buf,buf,EdwaDw20,def_int_long,0,,,,,
player,201111060buf,buf,EdwaDw20,pass_defended,0,,,,,
player,201111060buf,buf,EdwaDw20,sacks,0.0,,,,,
player,201111060buf,buf,EdwaDw20,tackles_combined,5,,,,,
player,201111060buf,buf,EdwaDw20,tackles_solo,3,,,,,
player,201111060buf,buf,EdwaDw20,tackles_assists,2,,,,,
player,201111060buf,buf,EdwaDw20,tackles_loss,0,,,,,
player,201111060buf,buf,EdwaDw20,qb_hits,0,,,,,
player,201111060buf,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201111060buf,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201111060buf,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201111060buf,buf,JohnSp20,def_int,0,,,,,
player,201111060buf,buf,JohnSp20,def_int_yds,0,,,,,
player,201111060buf,buf,JohnSp20,def_int_td,0,,,,,
player,201111060buf,buf,JohnSp20,def_int_long,0,,,,,
player,201111060buf,buf,JohnSp20,pass_defended,0,,,,,
player,201111060buf,buf,JohnSp20,sacks,0.0,,,,,
player,201111060buf,buf,JohnSp20,tackles_combined,5,,,,,
player,201111060buf,buf,JohnSp20,tackles_solo,3,,,,,
player,201111060buf,buf,JohnSp20,tackles_assists,2,,,,,
player,201111060buf,buf,JohnSp20,tackles_loss,0,,,,,
player,201111060buf,buf,JohnSp20,qb_hits,0,,,,,
player,201111060buf,buf,JohnSp20,fumbles_rec,0,,,,,
player,201111060buf,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201111060buf,buf,JohnSp20,fumbles_forced,1,,,,,
player,201111060buf,buf,WilsGe01,def_int,0,,,,,
player,201111060buf,buf,WilsGe01,def_int_yds,0,,,,,
player,201111060buf,buf,WilsGe01,def_int_td,0,,,,,
player,201111060buf,buf,WilsGe01,def_int_long,0,,,,,
player,201111060buf,buf,WilsGe01,pass_defended,0,,,,,
player,201111060buf,buf,WilsGe01,sacks,0.0,,,,,
player,201111060buf,buf,WilsGe01,tackles_combined,5,,,,,
player,201111060buf,buf,WilsGe01,tackles_solo,3,,,,,
player,201111060buf,buf,WilsGe01,tackles_assists,2,,,,,
player,201111060buf,buf,WilsGe01,tackles_loss,0,,,,,
player,201111060buf,buf,WilsGe01,qb_hits,0,,,,,
player,201111060buf,buf,WilsGe01,fumbles_rec,0,,,,,
player,201111060buf,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201111060buf,buf,WilsGe01,fumbles_forced,0,,,,,
player,201111060buf,buf,ScotBr20,def_int,0,,,,,
player,201111060buf,buf,ScotBr20,def_int_yds,0,,,,,
player,201111060buf,buf,ScotBr20,def_int_td,0,,,,,
player,201111060buf,buf,ScotBr20,def_int_long,0,,,,,
player,201111060buf,buf,ScotBr20,pass_defended,1,,,,,
player,201111060buf,buf,ScotBr20,sacks,0.0,,,,,
player,201111060buf,buf,ScotBr20,tackles_combined,4,,,,,
player,201111060buf,buf,ScotBr20,tackles_solo,3,,,,,
player,201111060buf,buf,ScotBr20,tackles_assists,1,,,,,
player,201111060buf,buf,ScotBr20,tackles_loss,0,,,,,
player,201111060buf,buf,ScotBr20,qb_hits,0,,,,,
player,201111060buf,buf,ScotBr20,fumbles_rec,0,,,,,
player,201111060buf,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201111060buf,buf,ScotBr20,fumbles_forced,0,,,,,
player,201111060buf,buf,MoatAr00,def_int,0,,,,,
player,201111060buf,buf,MoatAr00,def_int_yds,0,,,,,
player,201111060buf,buf,MoatAr00,def_int_td,0,,,,,
player,201111060buf,buf,MoatAr00,def_int_long,0,,,,,
player,201111060buf,buf,MoatAr00,pass_defended,0,,,,,
player,201111060buf,buf,MoatAr00,sacks,0.0,,,,,
player,201111060buf,buf,MoatAr00,tackles_combined,3,,,,,
player,201111060buf,buf,MoatAr00,tackles_solo,1,,,,,
player,201111060buf,buf,MoatAr00,tackles_assists,2,,,,,
player,201111060buf,buf,MoatAr00,tackles_loss,0,,,,,
