game,2011,16,20111225,201112250gnb,chi,"Chicago Bears",21,gnb,"Green Bay Packers",35
team,201112250gnb,chi,First Downs,24,,,,,,
team,201112250gnb,gnb,First Downs,19,,,,,,
team,201112250gnb,chi,Rush-Yds-TDs,42-199-0,,,,,,
team,201112250gnb,gnb,Rush-Yds-TDs,21-81-0,,,,,,
team,201112250gnb,chi,Cmp-Att-Yd-TD-INT,19-28-242-1-2,,,,,,
team,201112250gnb,gnb,Cmp-Att-Yd-TD-INT,21-29-283-5-0,,,,,,
team,201112250gnb,chi,Sacked-Yards,0-0,,,,,,
team,201112250gnb,gnb,Sacked-Yards,1-1,,,,,,
team,201112250gnb,chi,Net Pass Yards,242,,,,,,
team,201112250gnb,gnb,Net Pass Yards,282,,,,,,
team,201112250gnb,chi,Total Yards,441,,,,,,
team,201112250gnb,gnb,Total Yards,363,,,,,,
team,201112250gnb,chi,Fumbles-Lost,2-0,,,,,,
team,201112250gnb,gnb,Fumbles-Lost,1-0,,,,,,
team,201112250gnb,chi,Turnovers,2,,,,,,
team,201112250gnb,gnb,Turnovers,0,,,,,,
team,201112250gnb,chi,Penalties-Yards,6-28,,,,,,
team,201112250gnb,gnb,Penalties-Yards,0-0,,,,,,
team,201112250gnb,chi,Third Down Conv.,6-12,,,,,,
team,201112250gnb,gnb,Third Down Conv.,5-9,,,,,,
team,201112250gnb,chi,Fourth Down Conv.,0-0,,,,,,
team,201112250gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201112250gnb,chi,Time of Possession,35:48,,,,,,
team,201112250gnb,gnb,Time of Possession,24:12,,,,,,
player,201112250gnb,chi,McCoJo01,pass_cmp,19,,,,,
player,201112250gnb,chi,McCoJo01,pass_att,28,,,,,
player,201112250gnb,chi,McCoJo01,pass_yds,242,,,,,
player,201112250gnb,chi,McCoJo01,pass_td,1,,,,,
player,201112250gnb,chi,McCoJo01,pass_int,2,,,,,
player,201112250gnb,chi,McCoJo01,pass_sacked,0,,,,,
player,201112250gnb,chi,McCoJo01,pass_sacked_yds,0,,,,,
player,201112250gnb,chi,McCoJo01,pass_long,49,,,,,
player,201112250gnb,chi,McCoJo01,pass_rating,76.8,,,,,
player,201112250gnb,chi,McCoJo01,rush_att,8,,,,,
player,201112250gnb,chi,McCoJo01,rush_yds,38,,,,,
