game,2011,14,20111211,201112110cin,htx,"Houston Texans",20,cin,"Cincinnati Bengals",19
player,201112110cin,htx,WaltKe00,rush_long,0,,,,,
player,201112110cin,htx,WaltKe00,targets,10,,,,,
player,201112110cin,htx,WaltKe00,rec,6,,,,,
player,201112110cin,htx,WaltKe00,rec_yds,76,,,,,
player,201112110cin,htx,WaltKe00,rec_td,1,,,,,
player,201112110cin,htx,WaltKe00,rec_long,19,,,,,
player,201112110cin,htx,WaltKe00,fumbles,0,,,,,
player,201112110cin,htx,WaltKe00,fumbles_lost,,,,,,
player,201112110cin,htx,JoneJa03,pass_cmp,0,,,,,
player,201112110cin,htx,JoneJa03,pass_att,0,,,,,
player,201112110cin,htx,JoneJa03,pass_yds,0,,,,,
player,201112110cin,htx,JoneJa03,pass_td,0,,,,,
player,201112110cin,htx,JoneJa03,pass_int,0,,,,,
player,201112110cin,htx,JoneJa03,pass_sacked,0,,,,,
player,201112110cin,htx,JoneJa03,pass_sacked_yds,0,,,,,
player,201112110cin,htx,JoneJa03,pass_long,0,,,,,
player,201112110cin,htx,JoneJa03,pass_rating,,,,,,
player,201112110cin,htx,JoneJa03,rush_att,0,,,,,
player,201112110cin,htx,JoneJa03,rush_yds,0,,,,,
player,201112110cin,htx,JoneJa03,rush_td,0,,,,,
player,201112110cin,htx,JoneJa03,rush_long,0,,,,,
player,201112110cin,htx,JoneJa03,targets,6,,,,,
player,201112110cin,htx,JoneJa03,rec,3,,,,,
player,201112110cin,htx,JoneJa03,rec_yds,39,,,,,
player,201112110cin,htx,JoneJa03,rec_td,0,,,,,
player,201112110cin,htx,JoneJa03,rec_long,18,,,,,
player,201112110cin,htx,JoneJa03,fumbles,0,,,,,
player,201112110cin,htx,JoneJa03,fumbles_lost,,,,,,
player,201112110cin,htx,DreeJo00,pass_cmp,0,,,,,
player,201112110cin,htx,DreeJo00,pass_att,0,,,,,
player,201112110cin,htx,DreeJo00,pass_yds,0,,,,,
player,201112110cin,htx,DreeJo00,pass_td,0,,,,,
player,201112110cin,htx,DreeJo00,pass_int,0,,,,,
player,201112110cin,htx,DreeJo00,pass_sacked,0,,,,,
player,201112110cin,htx,DreeJo00,pass_sacked_yds,0,,,,,
player,201112110cin,htx,DreeJo00,pass_long,0,,,,,
player,201112110cin,htx,DreeJo00,pass_rating,,,,,,
player,201112110cin,htx,DreeJo00,rush_att,0,,,,,
player,201112110cin,htx,DreeJo00,rush_yds,0,,,,,
player,201112110cin,htx,DreeJo00,rush_td,0,,,,,
player,201112110cin,htx,DreeJo00,rush_long,0,,,,,
player,201112110cin,htx,DreeJo00,targets,3,,,,,
player,201112110cin,htx,DreeJo00,rec,3,,,,,
player,201112110cin,htx,DreeJo00,rec_yds,22,,,,,
player,201112110cin,htx,DreeJo00,rec_td,1,,,,,
player,201112110cin,htx,DreeJo00,rec_long,10,,,,,
player,201112110cin,htx,DreeJo00,fumbles,0,,,,,
player,201112110cin,htx,DreeJo00,fumbles_lost,,,,,,
player,201112110cin,htx,VickLa00,pass_cmp,0,,,,,
player,201112110cin,htx,VickLa00,pass_att,0,,,,,
player,201112110cin,htx,VickLa00,pass_yds,0,,,,,
player,201112110cin,htx,VickLa00,pass_td,0,,,,,
player,201112110cin,htx,VickLa00,pass_int,0,,,,,
player,201112110cin,htx,VickLa00,pass_sacked,0,,,,,
player,201112110cin,htx,VickLa00,pass_sacked_yds,0,,,,,
player,201112110cin,htx,VickLa00,pass_long,0,,,,,
player,201112110cin,htx,VickLa00,pass_rating,,,,,,
player,201112110cin,htx,VickLa00,rush_att,0,,,,,
player,201112110cin,htx,VickLa00,rush_yds,0,,,,,
player,201112110cin,htx,VickLa00,rush_td,0,,,,,
player,201112110cin,htx,VickLa00,rush_long,0,,,,,
player,201112110cin,htx,VickLa00,targets,1,,,,,
player,201112110cin,htx,VickLa00,rec,0,,,,,
player,201112110cin,htx,VickLa00,rec_yds,0,,,,,
player,201112110cin,htx,VickLa00,rec_td,0,,,,,
player,201112110cin,htx,VickLa00,rec_long,0,,,,,
player,201112110cin,htx,VickLa00,fumbles,0,,,,,
player,201112110cin,htx,VickLa00,fumbles_lost,,,,,,
player,201112110cin,htx,MasoDe00,pass_cmp,0,,,,,
player,201112110cin,htx,MasoDe00,pass_att,0,,,,,
player,201112110cin,htx,MasoDe00,pass_yds,0,,,,,
player,201112110cin,htx,MasoDe00,pass_td,0,,,,,
player,201112110cin,htx,MasoDe00,pass_int,0,,,,,
player,201112110cin,htx,MasoDe00,pass_sacked,0,,,,,
player,201112110cin,htx,MasoDe00,pass_sacked_yds,0,,,,,
player,201112110cin,htx,MasoDe00,pass_long,0,,,,,
player,201112110cin,htx,MasoDe00,pass_rating,,,,,,
player,201112110cin,htx,MasoDe00,rush_att,0,,,,,
player,201112110cin,htx,MasoDe00,rush_yds,0,,,,,
player,201112110cin,htx,MasoDe00,rush_td,0,,,,,
player,201112110cin,htx,MasoDe00,rush_long,0,,,,,
player,201112110cin,htx,MasoDe00,targets,3,,,,,
player,201112110cin,htx,MasoDe00,rec,0,,,,,
player,201112110cin,htx,MasoDe00,rec_yds,0,,,,,
player,201112110cin,htx,MasoDe00,rec_td,0,,,,,
player,201112110cin,htx,MasoDe00,rec_long,0,,,,,
player,201112110cin,htx,MasoDe00,fumbles,0,,,,,
player,201112110cin,htx,MasoDe00,fumbles_lost,,,,,,
player,201112110cin,cin,DaltAn00,pass_cmp,16,,,,,
player,201112110cin,cin,DaltAn00,pass_att,28,,,,,
player,201112110cin,cin,DaltAn00,pass_yds,189,,,,,
player,201112110cin,cin,DaltAn00,pass_td,1,,,,,
player,201112110cin,cin,DaltAn00,pass_int,0,,,,,
player,201112110cin,cin,DaltAn00,pass_sacked,1,,,,,
player,201112110cin,cin,DaltAn00,pass_sacked_yds,5,,,,,
player,201112110cin,cin,DaltAn00,pass_long,36,,,,,
player,201112110cin,cin,DaltAn00,pass_rating,89.7,,,,,
player,201112110cin,cin,DaltAn00,rush_att,1,,,,,
player,201112110cin,cin,DaltAn00,rush_yds,2,,,,,
player,201112110cin,cin,DaltAn00,rush_td,0,,,,,
player,201112110cin,cin,DaltAn00,rush_long,2,,,,,
player,201112110cin,cin,DaltAn00,targets,0,,,,,
player,201112110cin,cin,DaltAn00,rec,0,,,,,
player,201112110cin,cin,DaltAn00,rec_yds,0,,,,,
player,201112110cin,cin,DaltAn00,rec_td,0,,,,,
player,201112110cin,cin,DaltAn00,rec_long,0,,,,,
player,201112110cin,cin,DaltAn00,fumbles,1,,,,,
player,201112110cin,cin,DaltAn00,fumbles_lost,1,,,,,
player,201112110cin,cin,BensCe00,pass_cmp,0,,,,,
player,201112110cin,cin,BensCe00,pass_att,0,,,,,
player,201112110cin,cin,BensCe00,pass_yds,0,,,,,
player,201112110cin,cin,BensCe00,pass_td,0,,,,,
player,201112110cin,cin,BensCe00,pass_int,0,,,,,
player,201112110cin,cin,BensCe00,pass_sacked,0,,,,,
player,201112110cin,cin,BensCe00,pass_sacked_yds,0,,,,,
player,201112110cin,cin,BensCe00,pass_long,0,,,,,
player,201112110cin,cin,BensCe00,pass_rating,,,,,,
player,201112110cin,cin,BensCe00,rush_att,21,,,,,
player,201112110cin,cin,BensCe00,rush_yds,91,,,,,
player,201112110cin,cin,BensCe00,rush_td,0,,,,,
player,201112110cin,cin,BensCe00,rush_long,42,,,,,
player,201112110cin,cin,BensCe00,targets,1,,,,,
player,201112110cin,cin,BensCe00,rec,1,,,,,
player,201112110cin,cin,BensCe00,rec_yds,0,,,,,
player,201112110cin,cin,BensCe00,rec_td,0,,,,,
player,201112110cin,cin,BensCe00,rec_long,0,,,,,
player,201112110cin,cin,BensCe00,fumbles,0,,,,,
player,201112110cin,cin,BensCe00,fumbles_lost,,,,,,
player,201112110cin,cin,HawkAn00,pass_cmp,0,,,,,
player,201112110cin,cin,HawkAn00,pass_att,0,,,,,
player,201112110cin,cin,HawkAn00,pass_yds,0,,,,,
player,201112110cin,cin,HawkAn00,pass_td,0,,,,,
player,201112110cin,cin,HawkAn00,pass_int,0,,,,,
player,201112110cin,cin,HawkAn00,pass_sacked,0,,,,,
player,201112110cin,cin,HawkAn00,pass_sacked_yds,0,,,,,
player,201112110cin,cin,HawkAn00,pass_long,0,,,,,
player,201112110cin,cin,HawkAn00,pass_rating,,,,,,
player,201112110cin,cin,HawkAn00,rush_att,1,,,,,
player,201112110cin,cin,HawkAn00,rush_yds,4,,,,,
player,201112110cin,cin,HawkAn00,rush_td,0,,,,,
player,201112110cin,cin,HawkAn00,rush_long,4,,,,,
player,201112110cin,cin,HawkAn00,targets,1,,,,,
player,201112110cin,cin,HawkAn00,rec,1,,,,,
player,201112110cin,cin,HawkAn00,rec_yds,22,,,,,
player,201112110cin,cin,HawkAn00,rec_td,0,,,,,
player,201112110cin,cin,HawkAn00,rec_long,22,,,,,
player,201112110cin,cin,HawkAn00,fumbles,0,,,,,
player,201112110cin,cin,HawkAn00,fumbles_lost,,,,,,
player,201112110cin,cin,ScotBe00,pass_cmp,0,,,,,
player,201112110cin,cin,ScotBe00,pass_att,0,,,,,
player,201112110cin,cin,ScotBe00,pass_yds,0,,,,,
player,201112110cin,cin,ScotBe00,pass_td,0,,,,,
player,201112110cin,cin,ScotBe00,pass_int,0,,,,,
player,201112110cin,cin,ScotBe00,pass_sacked,0,,,,,
player,201112110cin,cin,ScotBe00,pass_sacked_yds,0,,,,,
player,201112110cin,cin,ScotBe00,pass_long,0,,,,,
player,201112110cin,cin,ScotBe00,pass_rating,,,,,,
player,201112110cin,cin,ScotBe00,rush_att,6,,,,,
player,201112110cin,cin,ScotBe00,rush_yds,4,,,,,
player,201112110cin,cin,ScotBe00,rush_td,0,,,,,
player,201112110cin,cin,ScotBe00,rush_long,4,,,,,
player,201112110cin,cin,ScotBe00,targets,2,,,,,
player,201112110cin,cin,ScotBe00,rec,2,,,,,
player,201112110cin,cin,ScotBe00,rec_yds,15,,,,,
player,201112110cin,cin,ScotBe00,rec_td,0,,,,,
player,201112110cin,cin,ScotBe00,rec_long,14,,,,,
player,201112110cin,cin,ScotBe00,fumbles,0,,,,,
player,201112110cin,cin,ScotBe00,fumbles_lost,,,,,,
player,201112110cin,cin,GreeA.00,pass_cmp,0,,,,,
player,201112110cin,cin,GreeA.00,pass_att,0,,,,,
player,201112110cin,cin,GreeA.00,pass_yds,0,,,,,
player,201112110cin,cin,GreeA.00,pass_td,0,,,,,
player,201112110cin,cin,GreeA.00,pass_int,0,,,,,
player,201112110cin,cin,GreeA.00,pass_sacked,0,,,,,
player,201112110cin,cin,GreeA.00,pass_sacked_yds,0,,,,,
player,201112110cin,cin,GreeA.00,pass_long,0,,,,,
player,201112110cin,cin,GreeA.00,pass_rating,,,,,,
player,201112110cin,cin,GreeA.00,rush_att,0,,,,,
player,201112110cin,cin,GreeA.00,rush_yds,0,,,,,
player,201112110cin,cin,GreeA.00,rush_td,0,,,,,
player,201112110cin,cin,GreeA.00,rush_long,0,,,,,
player,201112110cin,cin,GreeA.00,targets,7,,,,,
player,201112110cin,cin,GreeA.00,rec,5,,,,,
player,201112110cin,cin,GreeA.00,rec_yds,59,,,,,
player,201112110cin,cin,GreeA.00,rec_td,0,,,,,
player,201112110cin,cin,GreeA.00,rec_long,36,,,,,
player,201112110cin,cin,GreeA.00,fumbles,0,,,,,
player,201112110cin,cin,GreeA.00,fumbles_lost,,,,,,
player,201112110cin,cin,GresJe00,pass_cmp,0,,,,,
player,201112110cin,cin,GresJe00,pass_att,0,,,,,
player,201112110cin,cin,GresJe00,pass_yds,0,,,,,
player,201112110cin,cin,GresJe00,pass_td,0,,,,,
player,201112110cin,cin,GresJe00,pass_int,0,,,,,
player,201112110cin,cin,GresJe00,pass_sacked,0,,,,,
player,201112110cin,cin,GresJe00,pass_sacked_yds,0,,,,,
player,201112110cin,cin,GresJe00,pass_long,0,,,,,
player,201112110cin,cin,GresJe00,pass_rating,,,,,,
player,201112110cin,cin,GresJe00,rush_att,0,,,,,
player,201112110cin,cin,GresJe00,rush_yds,0,,,,,
player,201112110cin,cin,GresJe00,rush_td,0,,,,,
player,201112110cin,cin,GresJe00,rush_long,0,,,,,
player,201112110cin,cin,GresJe00,targets,7,,,,,
player,201112110cin,cin,GresJe00,rec,3,,,,,
player,201112110cin,cin,GresJe00,rec_yds,45,,,,,
player,201112110cin,cin,GresJe00,rec_td,0,,,,,
player,201112110cin,cin,GresJe00,rec_long,26,,,,,
player,201112110cin,cin,GresJe00,fumbles,0,,,,,
player,201112110cin,cin,GresJe00,fumbles_lost,,,,,,
player,201112110cin,cin,SimpJe00,pass_cmp,0,,,,,
player,201112110cin,cin,SimpJe00,pass_att,0,,,,,
player,201112110cin,cin,SimpJe00,pass_yds,0,,,,,
player,201112110cin,cin,SimpJe00,pass_td,0,,,,,
player,201112110cin,cin,SimpJe00,pass_int,0,,,,,
player,201112110cin,cin,SimpJe00,pass_sacked,0,,,,,
player,201112110cin,cin,SimpJe00,pass_sacked_yds,0,,,,,
player,201112110cin,cin,SimpJe00,pass_long,0,,,,,
player,201112110cin,cin,SimpJe00,pass_rating,,,,,,
player,201112110cin,cin,SimpJe00,rush_att,0,,,,,
player,201112110cin,cin,SimpJe00,rush_yds,0,,,,,
player,201112110cin,cin,SimpJe00,rush_td,0,,,,,
player,201112110cin,cin,SimpJe00,rush_long,0,,,,,
player,201112110cin,cin,SimpJe00,targets,6,,,,,
player,201112110cin,cin,SimpJe00,rec,2,,,,,
player,201112110cin,cin,SimpJe00,rec_yds,38,,,,,
player,201112110cin,cin,SimpJe00,rec_td,1,,,,,
player,201112110cin,cin,SimpJe00,rec_long,21,,,,,
player,201112110cin,cin,SimpJe00,fumbles,0,,,,,
player,201112110cin,cin,SimpJe00,fumbles_lost,,,,,,
player,201112110cin,cin,CaldAn00,pass_cmp,0,,,,,
player,201112110cin,cin,CaldAn00,pass_att,0,,,,,
player,201112110cin,cin,CaldAn00,pass_yds,0,,,,,
player,201112110cin,cin,CaldAn00,pass_td,0,,,,,
player,201112110cin,cin,CaldAn00,pass_int,0,,,,,
player,201112110cin,cin,CaldAn00,pass_sacked,0,,,,,
player,201112110cin,cin,CaldAn00,pass_sacked_yds,0,,,,,
player,201112110cin,cin,CaldAn00,pass_long,0,,,,,
player,201112110cin,cin,CaldAn00,pass_rating,,,,,,
player,201112110cin,cin,CaldAn00,rush_att,0,,,,,
player,201112110cin,cin,CaldAn00,rush_yds,0,,,,,
player,201112110cin,cin,CaldAn00,rush_td,0,,,,,
player,201112110cin,cin,CaldAn00,rush_long,0,,,,,
player,201112110cin,cin,CaldAn00,targets,3,,,,,
player,201112110cin,cin,CaldAn00,rec,2,,,,,
player,201112110cin,cin,CaldAn00,rec_yds,10,,,,,
player,201112110cin,cin,CaldAn00,rec_td,0,,,,,
player,201112110cin,cin,CaldAn00,rec_long,8,,,,,
player,201112110cin,cin,CaldAn00,fumbles,0,,,,,
player,201112110cin,cin,CaldAn00,fumbles_lost,,,,,,
player,201112110cin,cin,PresCh00,pass_cmp,0,,,,,
player,201112110cin,cin,PresCh00,pass_att,0,,,,,
player,201112110cin,cin,PresCh00,pass_yds,0,,,,,
player,201112110cin,cin,PresCh00,pass_td,0,,,,,
player,201112110cin,cin,PresCh00,pass_int,0,,,,,
player,201112110cin,cin,PresCh00,pass_sacked,0,,,,,
player,201112110cin,cin,PresCh00,pass_sacked_yds,0,,,,,
player,201112110cin,cin,PresCh00,pass_long,0,,,,,
player,201112110cin,cin,PresCh00,pass_rating,,,,,,
player,201112110cin,cin,PresCh00,rush_att,0,,,,,
player,201112110cin,cin,PresCh00,rush_yds,0,,,,,
player,201112110cin,cin,PresCh00,rush_td,0,,,,,
player,201112110cin,cin,PresCh00,rush_long,0,,,,,
player,201112110cin,cin,PresCh00,targets,1,,,,,
player,201112110cin,cin,PresCh00,rec,0,,,,,
player,201112110cin,cin,PresCh00,rec_yds,0,,,,,
player,201112110cin,cin,PresCh00,rec_td,0,,,,,
player,201112110cin,cin,PresCh00,rec_long,0,,,,,
player,201112110cin,cin,PresCh00,fumbles,0,,,,,
player,201112110cin,cin,PresCh00,fumbles_lost,,,,,,
player,201112110cin,htx,BarwCo99,def_int,0,,,,,
player,201112110cin,htx,BarwCo99,def_int_yds,0,,,,,
player,201112110cin,htx,BarwCo99,def_int_td,0,,,,,
player,201112110cin,htx,BarwCo99,def_int_long,0,,,,,
player,201112110cin,htx,BarwCo99,pass_defended,0,,,,,
player,201112110cin,htx,BarwCo99,sacks,1.0,,,,,
player,201112110cin,htx,BarwCo99,tackles_combined,5,,,,,
player,201112110cin,htx,BarwCo99,tackles_solo,4,,,,,
player,201112110cin,htx,BarwCo99,tackles_assists,1,,,,,
player,201112110cin,htx,BarwCo99,tackles_loss,0,,,,,
player,201112110cin,htx,BarwCo99,qb_hits,2,,,,,
player,201112110cin,htx,BarwCo99,fumbles_rec,0,,,,,
player,201112110cin,htx,BarwCo99,fumbles_rec_yds,0,,,,,
player,201112110cin,htx,BarwCo99,fumbles_rec_td,0,,,,,
player,201112110cin,htx,BarwCo99,fumbles_forced,1,,,,,
player,201112110cin,htx,MannDa21,def_int,0,,,,,
player,201112110cin,htx,MannDa21,def_int_yds,0,,,,,
player,201112110cin,htx,MannDa21,def_int_td,0,,,,,
player,201112110cin,htx,MannDa21,def_int_long,0,,,,,
player,201112110cin,htx,MannDa21,pass_defended,0,,,,,
player,201112110cin,htx,MannDa21,sacks,0.0,,,,,
player,201112110cin,htx,MannDa21,tackles_combined,11,,,,,
player,201112110cin,htx,MannDa21,tackles_solo,8,,,,,
player,201112110cin,htx,MannDa21,tackles_assists,3,,,,,
player,201112110cin,htx,MannDa21,tackles_loss,0,,,,,
player,201112110cin,htx,MannDa21,qb_hits,0,,,,,
player,201112110cin,htx,MannDa21,fumbles_rec,0,,,,,
player,201112110cin,htx,MannDa21,fumbles_rec_yds,0,,,,,
player,201112110cin,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201112110cin,htx,MannDa21,fumbles_forced,0,,,,,
player,201112110cin,htx,RyanDe20,def_int,0,,,,,
player,201112110cin,htx,RyanDe20,def_int_yds,0,,,,,
player,201112110cin,htx,RyanDe20,def_int_td,0,,,,,
player,201112110cin,htx,RyanDe20,def_int_long,0,,,,,
player,201112110cin,htx,RyanDe20,pass_defended,1,,,,,
player,201112110cin,htx,RyanDe20,sacks,0.0,,,,,
player,201112110cin,htx,RyanDe20,tackles_combined,6,,,,,
player,201112110cin,htx,RyanDe20,tackles_solo,4,,,,,
player,201112110cin,htx,RyanDe20,tackles_assists,2,,,,,
player,201112110cin,htx,RyanDe20,tackles_loss,1,,,,,
player,201112110cin,htx,RyanDe20,qb_hits,0,,,,,
player,201112110cin,htx,RyanDe20,fumbles_rec,0,,,,,
player,201112110cin,htx,RyanDe20,fumbles_rec_yds,0,,,,,
player,201112110cin,htx,RyanDe20,fumbles_rec_td,0,,,,,
player,201112110cin,htx,RyanDe20,fumbles_forced,0,,,,,
player,201112110cin,htx,JoseJo20,def_int,0,,,,,
player,201112110cin,htx,JoseJo20,def_int_yds,0,,,,,
player,201112110cin,htx,JoseJo20,def_int_td,0,,,,,
player,201112110cin,htx,JoseJo20,def_int_long,0,,,,,
player,201112110cin,htx,JoseJo20,pass_defended,2,,,,,
player,201112110cin,htx,JoseJo20,sacks,0.0,,,,,
player,201112110cin,htx,JoseJo20,tackles_combined,5,,,,,
player,201112110cin,htx,JoseJo20,tackles_solo,4,,,,,
player,201112110cin,htx,JoseJo20,tackles_assists,1,,,,,
player,201112110cin,htx,JoseJo20,tackles_loss,0,,,,,
player,201112110cin,htx,JoseJo20,qb_hits,0,,,,,
player,201112110cin,htx,JoseJo20,fumbles_rec,0,,,,,
player,201112110cin,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201112110cin,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201112110cin,htx,JoseJo20,fumbles_forced,0,,,,,
player,201112110cin,htx,QuinGl99,def_int,0,,,,,
player,201112110cin,htx,QuinGl99,def_int_yds,0,,,,,
player,201112110cin,htx,QuinGl99,def_int_td,0,,,,,
player,201112110cin,htx,QuinGl99,def_int_long,0,,,,,
player,201112110cin,htx,QuinGl99,pass_defended,1,,,,,
player,201112110cin,htx,QuinGl99,sacks,0.0,,,,,
player,201112110cin,htx,QuinGl99,tackles_combined,5,,,,,
player,201112110cin,htx,QuinGl99,tackles_solo,4,,,,,
player,201112110cin,htx,QuinGl99,tackles_assists,1,,,,,
player,201112110cin,htx,QuinGl99,tackles_loss,0,,,,,
player,201112110cin,htx,QuinGl99,qb_hits,0,,,,,
player,201112110cin,htx,QuinGl99,fumbles_rec,0,,,,,
player,201112110cin,htx,QuinGl99,fumbles_rec_yds,0,,,,,
